date_obj,Pirate%20bandana%20(brown) price
2015-02-25,7100
2015-02-26,7100
2015-02-27,7100
2015-02-28,7100
2015-03-01,7100
2015-03-02,7100
2015-03-03,7100
2015-03-04,7100
2015-03-05,7100
2015-03-06,7100
2015-03-07,7100
2015-03-08,7100
2015-03-09,7100
2015-03-10,7100
2015-03-11,7100
2015-03-12,7100
2015-03-13,7100
2015-03-14,7100
2015-03-15,7100
2015-03-16,7100
2015-03-17,7100
2015-03-18,7100
2015-03-19,7100
2015-03-20,7100
2015-03-21,7100
2015-03-22,7100
2015-03-23,6763
2015-03-24,6763
2015-03-25,6763
2015-03-26,6763
2015-03-27,6763
2015-03-28,6763
2015-03-29,6763
2015-03-30,6763
2015-03-31,6763
2015-04-01,6763
2015-04-02,6763
2015-04-03,6763
2015-04-04,6763
2015-04-05,6763
2015-04-06,6763
2015-04-07,6763
2015-04-08,6763
2015-04-09,6763
2015-04-10,6763
2015-04-11,6763
2015-04-12,6763
2015-04-13,6763
2015-04-14,6763
2015-04-15,6763
2015-04-16,6763
2015-04-17,6763
2015-04-18,6763
2015-04-19,6455
2015-04-20,6455
2015-04-21,6455
2015-04-22,6455
2015-04-23,6455
2015-04-24,6455
2015-04-25,6455
2015-04-26,6455
2015-04-27,6455
2015-04-28,6455
2015-04-29,6455
2015-04-30,6455
2015-05-01,6455
2015-05-02,6455
2015-05-03,6455
2015-05-04,6455
2015-05-05,6455
2015-05-06,6455
2015-05-07,6455
2015-05-08,6455
2015-05-09,6455
2015-05-10,6455
2015-05-11,6455
2015-05-12,6455
2015-05-13,6455
2015-05-14,6455
2015-05-15,6455
2015-05-16,6455
2015-05-17,6455
2015-05-18,6455
2015-05-19,6137
2015-05-20,6137
2015-05-21,6137
2015-05-22,6137
2015-05-23,6137
2015-05-24,6137
2015-05-25,6137
2015-05-26,6137
2015-05-27,6137
2015-05-28,6137
2015-05-29,6137
2015-05-30,6137
2015-05-31,6137
2015-06-01,6137
2015-06-02,6137
2015-06-03,6137
2015-06-04,6137
2015-06-05,5834
2015-06-06,5834
2015-06-07,5834
2015-06-08,5834
2015-06-09,5834
2015-06-10,5834
2015-06-11,5834
2015-06-12,5834
2015-06-13,5834
2015-06-14,5834
2015-06-15,5834
2015-06-16,5834
2015-06-17,5834
2015-06-18,5834
2015-06-19,5834
2015-06-20,5545
2015-06-21,5545
2015-06-22,5545
2015-06-23,5545
2015-06-24,5545
2015-06-25,5545
2015-06-26,5545
2015-06-27,5545
2015-06-28,5545
2015-06-29,5545
2015-06-30,5545
2015-07-01,5545
2015-07-02,5545
2015-07-03,5545
2015-07-04,5545
2015-07-05,5278
2015-07-06,5278
2015-07-07,5278
2015-07-08,5278
2015-07-09,5278
2015-07-10,5278
2015-07-11,5278
2015-07-12,5278
2015-07-13,5278
2015-07-14,5278
2015-07-15,5278
2015-07-16,5278
2015-07-17,5278
2015-07-18,5278
2015-07-19,5278
2015-07-20,5021
2015-07-21,5021
2015-07-22,5021
2015-07-23,5021
2015-07-24,5021
2015-07-25,5021
2015-07-26,5021
2015-07-27,5021
2015-07-28,5021
2015-07-29,5021
2015-07-30,5021
2015-07-31,5021
2015-08-01,5021
2015-08-02,5021
2015-08-03,5021
2015-08-04,5021
2015-08-05,4780
2015-08-06,4780
2015-08-07,4780
2015-08-08,4780
2015-08-09,4780
2015-08-10,4780
2015-08-11,4780
2015-08-12,4780
2015-08-13,4780
2015-08-14,4780
2015-08-15,4780
2015-08-16,4562
2015-08-17,4562
2015-08-18,4562
2015-08-19,4562
2015-08-20,4562
2015-08-21,4562
2015-08-22,4562
2015-08-23,4562
2015-08-24,4562
2015-08-25,4562
2015-08-26,4562
2015-08-27,4562
2015-08-28,4337
2015-08-29,4337
2015-08-30,4337
2015-08-31,4337
2015-09-01,4337
2015-09-02,4337
2015-09-03,4337
2015-09-04,4337
2015-09-05,4337
2015-09-06,4337
2015-09-07,4337
2015-09-08,4337
2015-09-09,4337
2015-09-10,4337
2015-09-11,4129
2015-09-12,4129
2015-09-13,4129
2015-09-14,4129
2015-09-15,4129
2015-09-16,4129
2015-09-17,4129
2015-09-18,4129
2015-09-19,4129
2015-09-20,4129
2015-09-21,4129
2015-09-22,4129
2015-09-23,4129
2015-09-24,4129
2015-09-25,4129
2015-09-26,3930
2015-09-27,3930
2015-09-28,3930
2015-09-29,3930
2015-09-30,3930
2015-10-01,3930
2015-10-02,3930
2015-10-03,3930
2015-10-04,3930
2015-10-05,3930
2015-10-06,3930
2015-10-07,3930
2015-10-08,3930
2015-10-09,3930
2015-10-10,3768
2015-10-11,3768
2015-10-12,3768
2015-10-13,3768
2015-10-14,3768
2015-10-15,3768
2015-10-16,3768
2015-10-17,3768
2015-10-18,3768
2015-10-19,3768
2015-10-20,3768
2015-10-21,3768
2015-10-22,3768
2015-10-23,3768
2015-10-24,3768
2015-10-25,3580
2015-10-26,3580
2015-10-27,3580
2015-10-28,3580
2015-10-29,3580
2015-10-30,3580
2015-10-31,3580
2015-11-01,3580
2015-11-02,3580
2015-11-03,3580
2015-11-04,3580
2015-11-05,3580
2015-11-06,3580
2015-11-07,3580
2015-11-08,3580
2015-11-09,3443
2015-11-10,3443
2015-11-11,3443
2015-11-12,3443
2015-11-13,3443
2015-11-14,3443
2015-11-15,3443
2015-11-16,3443
2015-11-17,3443
2015-11-18,3443
2015-11-19,3443
2015-11-20,3443
2015-11-21,3443
2015-11-22,3443
2015-11-23,3443
2015-11-24,3443
2015-11-25,3443
2015-11-26,3443
2015-11-27,3272
2015-11-28,3272
2015-11-29,3272
2015-11-30,3272
2015-12-01,3272
2015-12-02,3272
2015-12-03,3272
2015-12-04,3272
2015-12-05,3272
2015-12-06,3272
2015-12-07,3272
2015-12-08,3272
2015-12-09,3272
2015-12-10,3272
2015-12-11,3272
2015-12-12,3272
2015-12-13,3272
2015-12-14,3272
2015-12-15,3141
2015-12-16,3141
2015-12-17,3141
2015-12-18,3141
2015-12-19,3141
2015-12-20,3141
2015-12-21,3141
2015-12-22,3141
2015-12-23,3141
2015-12-24,3141
2015-12-25,3141
2015-12-26,3141
2015-12-27,3141
2015-12-28,3141
2015-12-29,3141
2015-12-30,3141
2015-12-31,3141
2016-01-01,3141
2016-01-02,3141
2016-01-03,3030
2016-01-04,3030
2016-01-05,3030
2016-01-06,3030
2016-01-07,3030
2016-01-08,3030
2016-01-09,3030
2016-01-10,3030
2016-01-11,3030
2016-01-12,3030
2016-01-13,3030
2016-01-14,3030
2016-01-15,3030
2016-01-16,3030
2016-01-17,3030
2016-01-18,2931
2016-01-19,2931
2016-01-20,2931
2016-01-21,2931
2016-01-22,2931
2016-01-23,2931
2016-01-24,2931
2016-01-25,2931
2016-01-26,2931
2016-01-27,2931
2016-01-28,2931
2016-01-29,2931
2016-01-30,2931
2016-01-31,2931
2016-02-01,2931
2016-02-02,2931
2016-02-03,2931
2016-02-04,2803
2016-02-05,2803
2016-02-06,2803
2016-02-07,2803
2016-02-08,2803
2016-02-09,2803
2016-02-10,2803
2016-02-11,2803
2016-02-12,2803
2016-02-13,2803
2016-02-14,2803
2016-02-15,2803
2016-02-16,2803
2016-02-17,2803
2016-02-18,2803
2016-02-19,2663
2016-02-20,2663
2016-02-21,2663
2016-02-22,2663
2016-02-23,2663
2016-02-24,2663
2016-02-25,2663
2016-02-26,2663
2016-02-27,2663
2016-02-28,2663
2016-02-29,2663
