date_obj,Ancient%20page%201 price
2015-08-20,69894
2015-08-21,69894
2015-08-22,69807
2015-08-23,69807
2015-08-24,71490
2015-08-25,71490
2015-08-26,74500
2015-08-27,78009
2015-08-28,78009
2015-08-29,80996
2015-08-30,80996
2015-08-31,77838
2015-09-01,77838
2015-09-02,74706
2015-09-03,74706
2015-09-04,73135
2015-09-05,73135
2015-09-06,71131
2015-09-07,71131
2015-09-08,68313
2015-09-09,68313
2015-09-10,66125
2015-09-11,66125
2015-09-12,66551
2015-09-13,66551
2015-09-14,66446
2015-09-15,66446
2015-09-16,66705
2015-09-17,66705
2015-09-18,67472
2015-09-19,67472
2015-09-20,67008
2015-09-21,67008
2015-09-22,68979
2015-09-23,68979
2015-09-24,68711
2015-09-25,68711
2015-09-27,66689
2015-09-28,63650
2015-09-29,63650
2015-09-30,60475
2015-10-05,56201
2015-10-06,56050
2015-10-07,56050
2015-10-08,57122
2015-10-09,57122
2015-10-10,58803
2015-10-11,60453
2015-10-12,60453
2015-10-13,59157
2015-10-14,59157
2015-10-15,57732
2015-10-16,57732
2015-10-17,55387
2015-10-18,55387
2015-10-19,54575
2015-10-20,54575
2015-10-22,52587
2015-10-23,50963
2015-10-24,50963
2015-10-25,52456
2015-10-26,52456
2015-10-27,53739
2015-10-28,53739
2015-10-29,55506
2015-10-30,55506
2015-10-31,56859
2015-11-01,56859
2015-11-02,56606
2015-11-03,56606
2015-11-04,56606
2015-11-05,55252
2015-11-06,55252
2015-11-07,53312
2015-11-08,53312
2015-11-09,53312
2015-11-10,54118
2015-11-11,54118
2015-11-12,56697
2015-11-13,56697
2015-11-14,56697
2015-11-15,57419
2015-11-16,57419
2015-11-17,57419
2015-11-18,56296
2015-11-19,56296
2015-11-20,55227
2015-11-21,55227
2015-11-22,52795
2015-11-23,52795
2015-11-24,52795
2015-11-25,51706
2015-11-26,51706
2015-11-27,50373
2015-11-28,50373
2015-11-29,49172
2015-11-30,49172
2015-12-01,47826
2015-12-02,47826
2015-12-03,47415
2015-12-04,47415
2015-12-05,49357
2015-12-06,51615
2015-12-07,51615
2015-12-08,53322
2015-12-09,53322
2015-12-10,53307
2015-12-11,53307
2015-12-12,55243
2015-12-13,57611
2015-12-14,57611
2015-12-15,60492
2015-12-16,60492
2015-12-17,63517
2015-12-18,66516
2015-12-19,66516
2015-12-20,69789
2015-12-21,69789
2015-12-22,72817
2015-12-23,74380
2015-12-24,74380
2015-12-25,77095
2015-12-26,77095
2015-12-27,78776
2015-12-28,78776
2015-12-29,76290
2015-12-30,76947
2015-12-31,76947
2016-01-01,77630
2016-01-02,77630
2016-01-03,78785
2016-01-04,77995
2016-01-05,77995
2016-01-06,77076
2016-01-07,77076
2016-01-08,78543
2016-01-09,78543
2016-01-10,77947
2016-01-11,77947
2016-01-12,80533
2016-01-13,80533
2016-01-14,84557
2016-01-15,86514
2016-01-16,86514
2016-01-17,83504
2016-01-18,81525
2016-01-19,81525
2016-01-20,80943
2016-01-21,80943
2016-01-22,76896
2016-01-23,76896
2016-01-24,73109
2016-01-25,69534
2016-01-26,69534
2016-01-27,66057
2016-01-28,66057
2016-01-29,62786
2016-01-30,62786
2016-01-31,59678
2016-02-01,57192
2016-02-02,57192
2016-02-03,54827
2016-02-04,54827
2016-02-05,53623
2016-02-06,52469
2016-02-07,52469
2016-02-08,52361
2016-02-09,52361
2016-02-10,50414
2016-02-11,50414
2016-02-12,50614
2016-02-13,52755
2016-02-14,52755
2016-02-15,55041
2016-02-16,55041
2016-02-17,57540
2016-02-18,57540
2016-02-19,59736
2016-02-20,62562
2016-02-21,65691
2016-02-22,65691
2016-02-23,68976
2016-02-24,68976
2016-02-25,72416
2016-02-26,72416
2016-02-27,74126
2016-02-28,74126
2016-02-29,71091
2016-03-01,68699
2016-03-02,68699
2016-03-03,69858
2016-03-04,73260
2016-03-05,76923
2016-03-06,80770
2016-03-07,84557
2016-03-08,88453
2016-03-09,92876
2016-03-10,97448
2016-03-11,97448
2016-03-12,102321
2016-03-13,107060
2016-03-14,112252
2016-03-15,117418
2016-03-16,123289
2016-03-17,129199
2016-03-18,135659
2016-03-19,141847
2016-03-20,148940
2016-03-21,155720
2016-03-22,162986
2016-03-23,171136
2016-03-24,178863
2016-03-25,187807
2016-03-26,196177
2016-03-27,196177
2016-03-28,205324
2016-03-29,204187
2016-03-30,204187
2016-03-31,207279
2016-04-01,207279
2016-04-02,207518
2016-04-03,207158
2016-04-04,200510
2016-04-05,200510
2016-04-06,195015
2016-04-07,195015
2016-04-08,189767
2016-04-09,183968
2016-04-10,181677
2016-04-11,181677
2016-04-12,182605
2016-04-13,182605
2016-04-14,184722
2016-04-15,188654
2016-04-16,188654
2016-04-17,188834
2016-04-18,189671
2016-04-19,189671
2016-04-20,192728
2016-04-21,192728
2016-04-22,187624
2016-04-23,180383
2016-04-24,171443
2016-04-25,163796
2016-04-26,163796
2016-04-27,156310
2016-04-28,156310
2016-04-29,151698
2016-04-30,148175
2016-05-01,148175
2016-05-02,153109
2016-05-03,160658
2016-05-04,160658
2016-05-05,167150
2016-05-06,167150
2016-05-07,174965
2016-05-08,174965
2016-05-09,175671
2016-05-10,183867
2016-05-11,183867
2016-05-12,192449
2016-05-13,198029
2016-05-14,205469
2016-05-15,214144
2016-05-16,214144
2016-05-17,213176
2016-05-18,205321
2016-05-19,205321
2016-05-22,193183
2016-05-23,198230
2016-05-24,207902
2016-05-25,207902
2016-05-26,213153
2016-05-27,210030
2016-05-28,210030
2016-05-29,212194
2016-05-30,212194
2016-05-31,214224
2016-06-01,212591
2016-06-02,212591
2016-06-03,206500
2016-06-04,197683
2016-06-05,197683
2016-06-06,188704
2016-06-07,188704
2016-06-08,179268
2016-06-09,170304
2016-06-10,162800
2016-06-11,162800
2016-06-12,155550
2016-06-13,155550
2016-06-14,151438
2016-06-15,151438
2016-06-16,145077
2016-06-17,137869
2016-06-18,137869
2016-06-19,131037
2016-06-20,124485
2016-06-21,118497
2016-06-22,113201
2016-06-23,113344
2016-06-24,113344
2016-06-25,117087
2016-06-26,117087
2016-06-27,122738
2016-06-28,128659
2016-06-29,128659
2016-06-30,135085
2016-07-01,141421
2016-07-02,141421
2016-07-03,144306
2016-07-04,144504
2016-07-05,144504
2016-07-06,143381
2016-07-07,136216
2016-07-08,129877
2016-07-09,123506
2016-07-10,117444
2016-07-11,111586
2016-07-12,106080
2016-07-13,100944
2016-07-14,95934
2016-07-15,91837
2016-07-16,87963
2016-07-17,84500
2016-07-18,83204
2016-07-23,86300
2016-07-24,83974
2016-07-25,81496
2016-07-26,81496
2016-07-27,81605
2016-07-28,81605
2016-07-29,84681
2016-07-30,88398
2016-07-31,88398
2016-08-01,92818
2016-08-02,97459
2016-08-03,101960
2016-08-04,101960
2016-08-05,107058
2016-08-06,112411
2016-08-07,118032
2016-08-08,118032
2016-08-09,123934
2016-08-10,129828
2016-08-11,129828
2016-08-12,135852
2016-08-13,135852
2016-08-14,142551
2016-08-15,149620
2016-08-16,156711
2016-08-17,156711
2016-08-18,159639
2016-08-19,165250
2016-08-20,167808
2016-08-21,167808
2016-08-22,169707
2016-08-23,168438
2016-08-24,168438
2016-08-25,164803
2016-08-26,164803
2016-08-28,164428
2016-08-31,172093
2016-09-01,173404
2016-09-02,173404
2016-09-03,177640
2016-09-04,177973
2016-09-05,177973
2016-09-06,169236
2016-09-07,169236
2016-09-08,163177
2016-09-09,163177
2016-09-10,158008
2016-09-11,158008
2016-09-12,151040
2016-09-13,151040
2016-09-14,144339
2016-09-15,144339
2016-09-16,141013
2016-09-17,141013
2016-09-18,136923
2016-09-19,136923
2016-09-20,133564
2016-09-21,133564
2016-09-22,127129
2016-09-23,127129
2016-09-24,124104
2016-09-25,121984
2016-09-26,121984
2016-09-27,116605
2016-09-28,116605
2016-09-29,118787
2016-09-30,119399
2016-10-01,119399
2016-10-02,115551
2016-10-03,115551
2016-10-04,115890
2016-10-05,115890
2016-10-06,120266
2016-10-07,120266
2016-10-08,124267
2016-10-09,124267
2016-10-10,129699
2016-10-11,129699
2016-10-12,136184
2016-10-13,136184
2016-10-14,142994
2016-10-15,142994
2016-10-16,149565
2016-10-17,156743
2016-10-18,156743
2016-10-19,164151
2016-10-20,164151
2016-10-21,166451
2016-10-22,166451
2016-10-23,172900
2016-10-24,179952
2016-10-25,179952
2016-10-26,186867
2016-10-27,186867
2016-10-28,193685
2016-10-29,194593
2016-10-30,194593
2016-10-31,193891
2016-11-01,193891
2016-11-02,196227
2016-11-03,196227
2016-11-04,196895
2016-11-05,196895
2016-11-06,195173
2016-11-07,195173
2016-11-08,192092
2016-11-09,192092
2016-11-10,196455
2016-11-11,196455
2016-11-12,192399
2016-11-13,192399
2016-11-14,186189
2016-11-15,186189
2016-12-07,170464
2016-12-08,178133
2016-12-09,185171
2016-12-10,185171
2016-12-11,184776
2016-12-12,184776
2016-12-13,183126
2016-12-15,180413
2016-12-16,178859
2016-12-17,173386
2016-12-18,173386
2016-12-19,167103
2016-12-20,163239
2016-12-21,159293
2016-12-22,159293
2016-12-23,154926
2016-12-24,154926
2016-12-25,151312
2016-12-26,151312
2016-12-27,152024
2016-12-28,156931
2016-12-29,158206
2016-12-30,158686
2016-12-31,157810
2017-01-01,154363
2017-01-02,154843
2017-01-03,154843
2017-01-04,151953
2017-01-05,151953
2017-01-06,146693
2017-01-07,145503
2017-01-08,139701
2017-01-09,139006
2017-01-10,139006
2017-01-11,143160
2017-01-12,137837
2017-01-13,137837
2017-01-14,139026
2017-01-15,145648
2017-01-16,151522
2017-01-17,156106
2017-01-18,155375
2017-01-19,155375
2017-01-20,150042
2017-01-21,148859
2017-01-22,148859
2017-01-23,150918
2017-01-27,169387
2017-01-28,177438
2017-01-29,180276
2017-01-30,180276
2017-01-31,180671
2017-02-01,178473
2017-02-02,178473
2017-02-03,182988
2017-02-04,189780
2017-02-05,191910
2017-02-06,193344
2017-02-07,194152
2017-02-08,187006
2017-02-09,187006
2017-02-10,182387
2017-02-11,179238
2017-02-12,179238
2017-02-13,180857
2017-02-14,185378
2017-02-15,185378
2017-02-16,188669
2017-02-17,188669
2017-02-18,189635
2017-02-19,193447
2017-02-20,193447
2017-02-21,200066
2017-02-22,200066
2017-02-23,209871
2017-02-24,209871
2017-02-25,216104
2017-02-26,216104
2017-02-27,218966
2017-02-28,218581
2017-03-01,218581
2017-03-02,215977
2017-03-03,215977
2017-03-04,208597
2017-03-05,208597
2017-03-06,204240
2017-03-07,203430
2017-03-08,203430
2017-03-09,206083
2017-03-10,213625
2017-03-11,218063
2017-03-12,218063
2017-03-13,227472
2017-03-14,237629
2017-03-15,240640
2017-03-16,242550
2017-03-17,242550
2017-03-18,243786
2017-03-19,253851
2017-03-20,265760
2017-03-21,268416
2017-03-22,273683
2017-03-23,281162
2017-03-24,286086
2017-03-25,286086
2017-03-26,282069
2017-03-27,284536
2017-03-28,284536
2017-03-29,285384
2017-03-30,291135
2017-03-31,297478
2017-04-01,297478
2017-04-02,299615
2017-04-03,305743
2017-04-04,305743
2017-04-05,299690
2017-04-12,301759
2017-04-13,309123
2017-04-14,309123
2017-04-15,306764
2017-04-16,298480
2017-04-17,294380
2017-04-18,294380
2017-04-19,294296
2017-04-20,294296
2017-04-21,292959
2017-04-22,292959
2017-04-23,294139
2017-04-24,308846
2017-04-25,307202
2017-04-26,307202
2017-04-27,301843
2017-04-28,302988
2017-04-29,312835
2017-04-30,316244
2017-05-01,316244
2017-05-02,309262
2017-05-03,309262
2017-05-04,299408
2017-05-05,284437
2017-05-06,284437
2017-05-07,270909
2017-05-08,258670
2017-05-09,245757
2017-05-10,234934
2017-05-11,224332
2017-05-12,213115
2017-05-13,202459
2017-05-14,202459
2017-05-15,193715
2017-05-16,184922
2017-05-17,184922
2017-05-18,180919
2017-05-19,180919
2017-05-20,180241
2017-05-21,180241
2017-05-22,179468
2017-05-23,179468
2017-05-24,172054
2017-05-25,172054
2017-05-26,165815
2017-05-27,165003
2017-05-28,165003
2017-05-29,160493
2017-05-30,153495
2017-05-31,147830
2017-06-01,143431
2017-06-02,136706
2017-06-03,136706
2017-06-04,129870
2017-06-05,129870
2017-06-06,123376
2017-06-07,117538
2017-06-08,117538
2017-06-09,112402
2017-06-10,109097
2017-06-11,104435
2017-06-12,104435
2017-06-13,99271
2017-06-14,94547
2017-06-15,94547
2017-06-16,91094
2017-06-17,91094
2017-06-18,90623
2017-06-19,90623
2017-06-20,91857
2017-06-21,96345
2017-06-22,96345
2017-06-23,101155
2017-06-24,106065
2017-06-25,106065
2017-06-26,111174
2017-06-27,116727
2017-06-28,122168
2017-06-29,127470
2017-06-30,133605
2017-07-01,133605
2017-07-02,140257
2017-07-03,146591
2017-07-04,153476
2017-07-05,153476
2017-07-06,157316
2017-07-07,157316
2017-07-08,158635
2017-07-09,158468
2017-07-13,156512
2017-07-14,149106
2017-07-15,149106
2017-07-16,142013
2017-07-17,136693
2017-07-18,136693
2017-07-19,134557
2017-07-20,135773
2017-07-21,135773
2017-07-22,133324
2017-07-23,128656
2017-07-24,128656
2017-07-25,127774
2017-07-26,126883
2017-07-27,132120
2017-07-28,138122
2017-07-29,138122
2017-07-30,143663
2017-07-31,143663
2017-08-01,150799
2017-08-02,158339
2017-08-03,158339
2017-08-04,163299
2017-08-05,169269
2017-08-06,169269
2017-08-07,170604
2017-08-08,170604
2017-08-09,165627
2017-08-10,158675
2017-08-11,158675
2017-08-12,152489
2017-08-13,152489
2017-08-14,149675
2017-08-15,143409
2017-08-16,143409
2017-08-17,144352
2017-08-18,144352
2017-08-19,144423
2017-08-20,147628
2017-08-21,147628
2017-08-22,154974
2017-08-23,154974
2017-08-24,162520
2017-08-25,162520
2017-08-26,170411
2017-08-27,177316
2017-08-28,177316
2017-08-29,181352
2017-08-30,184639
2017-08-31,184639
2017-09-01,189423
2017-09-02,191695
2017-09-03,191695
2017-09-04,198445
2017-09-05,195243
2017-09-06,195243
2017-09-07,187836
2017-09-08,187836
2017-09-09,191454
2017-09-10,199122
2017-09-11,199122
2017-09-12,196084
2017-09-13,193353
2017-09-14,193527
2017-09-15,193527
2017-09-16,194393
2017-09-17,193099
2017-09-18,193099
2017-09-19,187721
2017-09-20,180270
2017-09-22,179747
2017-09-23,179747
2017-09-24,184645
2017-09-25,189376
2017-09-26,189376
2017-09-27,196035
2017-09-28,204934
2017-09-29,211407
2017-09-30,211407
2017-10-01,203507
2017-10-02,194064
2017-10-03,194064
2017-10-04,189103
2017-10-05,189103
2017-10-06,185781
2017-10-07,179026
2017-10-08,179026
2017-10-09,174113
2017-10-10,171064
2017-10-11,171064
2017-10-12,166334
2017-10-13,165747
2017-10-14,159346
2017-10-15,159346
2017-10-16,158455
2017-10-17,158455
2017-10-18,152452
2017-10-19,152452
2017-10-20,156038
2017-10-21,156038
2017-10-22,159188
2017-10-23,159188
2017-10-24,166964
2017-10-25,174464
2017-10-26,174464
2017-10-27,177530
2017-10-28,177530
2017-10-29,179467
2017-10-30,179467
2017-10-31,182392
2017-11-01,182392
2017-11-02,183400
2017-11-03,183400
2017-11-04,175724
2017-11-05,175724
2017-11-06,169856
2017-11-07,169856
2017-11-08,166559
2017-11-09,160826
2017-11-10,160826
2017-11-11,155338
2017-11-12,153909
2017-11-13,153909
2017-11-14,152963
2017-11-15,152963
2017-11-16,148947
2017-11-17,148947
2017-11-18,150204
2017-11-19,151452
2017-11-20,151452
2017-11-21,154087
2017-11-22,154087
2017-11-23,155873
2017-11-24,155873
2017-11-25,159875
2017-11-26,167522
2017-11-27,167522
2017-11-28,175870
2017-11-29,175870
2017-11-30,184664
2017-12-01,192611
2017-12-02,192611
2017-12-03,200904
2017-12-04,200904
2017-12-05,210948
2017-12-06,210948
2017-12-07,221496
2017-12-08,221496
2017-12-09,220165
2017-12-10,213211
2017-12-11,213211
2017-12-12,217576
2017-12-13,217576
2017-12-14,211044
2017-12-15,206510
2017-12-16,206510
2017-12-17,215077
2017-12-18,220897
2017-12-19,220897
2017-12-20,226065
2017-12-21,227547
2017-12-22,227547
2017-12-23,227258
2017-12-24,227258
2017-12-25,220890
2017-12-26,219256
2017-12-27,224576
2017-12-28,224576
2017-12-29,215683
2017-12-30,207327
2017-12-31,207327
2018-01-01,201246
2018-01-02,201246
2018-01-03,196176
2018-01-04,196176
2018-01-05,188417
2018-01-06,185769
2018-01-07,185769
2018-01-08,178689
2018-01-09,180699
2018-01-10,180699
2018-01-11,182581
2018-01-12,181971
2018-01-13,178332
2018-01-14,171002
2018-01-15,176660
2018-01-16,180327
2018-01-17,184031
2018-01-18,180250
2018-01-19,180250
2018-01-20,174465
2018-01-21,174465
2018-01-22,170384
2018-01-23,168025
2018-01-24,164687
2018-01-25,157625
2018-01-26,155377
2018-01-27,153138
2018-01-28,152245
2018-01-29,148873
2018-01-30,143855
2018-01-31,140244
2018-02-01,141855
2018-02-02,143926
2018-02-03,142277
2018-02-04,139625
2018-02-05,137043
2018-02-06,134010
2018-02-07,134229
2018-02-08,134229
2018-02-09,130773
2018-02-10,125263
2018-02-11,123126
2018-02-12,118258
2018-02-13,115402
2018-02-14,117090
2018-02-15,119061
2018-02-16,120711
2018-02-17,121212
2018-02-18,126302
2018-02-19,131182
2018-02-20,134140
2018-02-21,137658
2018-02-22,133538
2018-02-23,133716
2018-02-24,135407
2018-02-25,131228
2018-02-26,131230
2018-02-27,125968
2018-02-28,124968
2018-03-01,120459
2018-03-02,122380
2018-03-03,126882
2018-03-04,126882
2018-03-05,127005
2018-03-06,128461
2018-03-07,130907
2018-03-08,132741
2018-03-09,134406
2018-03-10,134281
2018-03-11,135505
2018-03-12,140228
2018-03-13,145220
2018-03-14,148436
2018-03-15,151165
2018-03-16,147568
2018-03-17,146037
2018-03-18,145205
2018-03-19,143173
2018-03-20,141590
2018-03-21,138688
2018-03-22,136983
2018-03-23,135654
2018-03-24,134073
2018-03-25,135232
2018-03-26,138116
2018-03-27,139678
2018-03-28,140599
2018-03-29,143918
2018-03-30,147565
2018-03-31,154944
2018-04-01,162692
2018-04-02,170827
2018-04-03,179334
2018-04-04,187740
2018-04-05,196497
2018-04-06,206137
2018-04-07,215253
2018-04-08,217905
2018-04-09,221171
2018-04-10,218028
2018-04-11,213586
2018-04-12,212144
2018-04-13,213160
2018-04-14,210576
2018-04-15,203536
2018-04-16,203568
2018-04-17,204715
2018-04-18,208222
2018-04-19,210435
2018-04-20,213018
2018-04-21,210565
2018-04-22,216954
2018-04-23,223209
2018-04-24,222710
2018-04-25,223128
2018-04-26,220068
2018-04-27,216470
2018-04-28,219698
2018-04-29,212810
2018-04-30,209409
2018-05-01,209992
2018-05-02,202869
2018-05-03,194184
2018-05-04,185851
2018-05-05,178660
2018-05-06,178660
2018-05-07,173951
2018-05-08,175630
2018-05-09,170931
2018-05-10,166486
2018-05-11,164633
2018-05-12,160310
2018-05-13,157181
2018-05-14,154300
2018-05-15,150616
2018-05-16,151290
2018-05-17,153642
2018-05-18,159040
2018-05-19,160606
2018-05-20,161197
2018-05-21,161370
2018-05-22,155241
2018-05-23,155272
2018-05-24,155109
2018-05-25,157257
2018-05-26,162269
2018-05-27,166816
2018-05-28,171680
2018-05-29,180244
2018-05-30,186799
2018-05-31,188818
2018-06-01,193821
2018-06-02,191484
2018-06-03,185739
2018-06-04,183353
2018-06-05,181760
2018-06-06,177009
2018-06-07,168759
2018-06-08,164062
2018-06-09,160025
2018-06-10,162773
2018-06-11,168011
2018-06-12,165015
2018-06-13,164798
2018-06-14,163886
2018-06-15,163186
2018-06-16,161146
2018-06-17,162817
2018-06-18,165769
2018-06-19,167774
2018-06-20,167774
2018-06-21,172615
2018-06-22,170372
2018-06-23,171087
2018-06-24,166663
2018-06-25,163944
2018-06-26,162717
2018-06-27,161302
2018-06-28,163233
2018-06-29,159092
2018-06-30,154037
2018-07-01,149050
2018-07-02,147649
2018-07-03,148683
2018-07-04,150393
2018-07-05,149238
2018-07-06,150387
2018-07-07,151892
2018-07-08,148212
2018-07-09,152422
2018-07-10,154348
2018-07-11,158256
2018-07-12,160775
2018-07-13,166816
2018-07-14,166015
2018-07-15,172243
2018-07-16,178885
2018-07-17,187830
2018-07-18,197222
2018-07-19,207084
2018-07-20,216827
2018-07-21,226970
2018-07-22,236276
2018-07-23,247244
2018-07-24,253941
2018-07-25,251273
2018-07-26,244831
2018-07-27,237423
2018-07-28,228094
2018-07-29,218648
2018-07-30,213330
2018-07-31,203980
2018-08-01,196678
2018-08-02,188953
2018-08-03,183297
2018-08-04,182862
2018-08-05,178016
2018-08-06,173210
2018-08-07,175274
2018-08-08,177107
2018-08-09,178793
2018-08-10,179362
2018-08-11,183918
2018-08-12,186785
2018-08-14,195500
2018-08-16,190413
2018-08-17,191428
2018-08-18,194646
2018-08-19,194178
2018-08-20,200736
2018-08-21,205511
2018-08-22,208759
2018-08-23,213311
2018-08-24,220641
2018-08-25,217308
2018-08-26,221198
2018-08-27,224351
2018-08-28,222496
2018-08-29,224255
2018-08-30,220676
2018-08-31,212893
2018-09-01,204769
2018-09-02,200438
2018-09-03,195319
2018-09-04,190312
2018-09-05,191740
2018-09-06,191740
2018-09-07,193163
2018-09-08,191909
2018-09-09,185320
2018-09-10,180958
2018-09-11,178608
2018-09-12,179291
2018-09-13,179297
2018-09-14,180888
2018-09-15,182955
2018-09-16,186008
2018-09-17,190455
2018-09-18,193572
2018-09-19,196402
2018-09-20,197431
2018-09-21,199475
2018-09-22,200901
2018-09-23,196422
2018-09-24,196221
2018-09-25,198674
2018-09-26,203226
2018-09-27,201375
2018-09-28,199976
2018-09-29,197890
2018-09-30,194987
2018-10-01,193084
2018-10-02,191048
2018-10-03,191999
2018-10-04,186709
2018-10-05,182259
2018-10-06,184472
2018-10-07,186711
2018-10-08,191364
2018-10-09,190279
2018-10-10,185859
2018-10-11,183896
2018-10-12,185346
2018-10-13,184122
2018-10-14,187707
2018-10-15,190090
2018-10-16,184694
2018-10-17,176734
2018-10-18,168527
2018-10-19,162840
2018-10-20,164208
2018-10-21,165682
2018-10-22,170936
2018-10-23,174186
2018-10-24,177562
2018-10-25,175264
2018-10-26,172457
2018-10-27,172894
2018-10-28,172974
2018-10-29,168207
2018-10-30,170618
2018-10-31,164814
2018-11-01,165303
2018-11-03,169706
2018-11-04,169833
2018-11-05,170382
2018-11-06,170862
2018-11-07,172426
2018-11-08,172951
2018-11-09,173770
2018-11-10,173047
2018-11-11,172964
2018-11-12,175613
2018-11-13,180949
2018-11-14,186893
2018-11-15,190965
2018-11-16,188710
2018-11-17,189092
2018-11-18,187543
2018-11-19,187445
2018-11-20,185262
2018-11-21,185927
2018-11-22,184348
2018-11-23,182584
2018-11-24,176220
2018-11-25,171947
2018-11-26,172345
2018-11-27,173178
2018-11-28,178270
2018-11-29,178874
2018-12-01,174926
2018-12-02,178251
2018-12-03,183650
2018-12-04,185148
2018-12-05,187665
2018-12-07,188022
2018-12-09,189265
2018-12-10,188499
2018-12-11,185395
2018-12-12,183001
2018-12-13,181582
2018-12-14,178699
2018-12-15,177712
2018-12-16,179571
2018-12-17,178655
2018-12-18,179168
2018-12-19,176218
2018-12-20,177165
2018-12-21,176359
2018-12-22,177123
2018-12-23,175437
2018-12-24,177162
2018-12-25,175894
2018-12-26,176404
2018-12-27,177701
2018-12-28,178997
2018-12-29,180891
2018-12-30,181667
2018-12-31,180285
2019-01-01,181729
2019-01-02,182768
2019-01-03,181849
2019-01-04,179883
2019-01-05,177346
2019-01-06,178316
2019-01-08,181669
2019-01-10,176747
2019-01-11,168541
2019-01-12,163116
2019-01-13,157155
2019-01-14,152762
2019-01-15,148867
2019-01-16,148454
2019-01-17,148604
2019-01-18,148558
2019-01-19,146147
2019-01-20,145149
2019-01-21,148868
2019-01-22,150138
2019-01-23,150883
2019-01-24,153807
2019-01-25,158954
2019-01-26,163343
2019-01-27,166333
2019-01-28,174232
2019-01-29,180053
2019-01-30,179416
2019-01-31,183204
2019-02-01,182276
2019-02-02,176853
2019-02-03,177418
2019-02-04,179779
2019-02-05,181897
2019-02-06,182993
2019-02-07,184859
2019-02-08,184704
2019-02-09,183691
2019-02-10,182084
2019-02-11,181945
2019-02-12,181990
2019-02-13,177256
2019-02-14,177291
2019-02-15,176469
2019-02-16,175898
2019-02-17,175780
2019-02-18,178792
2019-02-19,177163
2019-02-20,178690
2019-02-21,181745
2019-02-22,183878
2019-02-23,183856
2019-02-24,183698
2019-02-25,186225
2019-02-26,189881
2019-02-27,192852
2019-02-28,186678
2019-03-01,189754
2019-03-02,191484
2019-03-03,191362
2019-03-04,195083
2019-03-05,194650
2019-03-06,194731
2019-03-07,190422
2019-03-08,187937
2019-03-09,183097
2019-03-10,179286
2019-03-11,180101
2019-03-12,177100
2019-03-13,174276
2019-03-14,176865
2019-03-15,179333
2019-03-16,179188
2019-03-17,179518
2019-03-18,181015
