date_obj,Ancient%20page%201 price
2015-03-26,45771
2015-03-27,45771
2015-03-28,47374
2015-03-29,47374
2015-03-30,48636
2015-03-31,48636
2015-04-01,50753
2015-04-02,50753
2015-04-03,53141
2015-04-04,53141
2015-04-05,54814
2015-04-06,54814
2015-04-07,56053
2015-04-08,56053
2015-04-09,57900
2015-04-10,57900
2015-04-11,60533
2015-04-12,60533
2015-04-13,62080
2015-04-14,62080
2015-04-15,61994
2015-04-16,61994
2015-04-17,60555
2015-04-18,60555
2015-04-19,59715
2015-04-20,59715
2015-04-21,58764
2015-04-22,58764
2015-04-23,57244
2015-04-24,57244
2015-04-25,57244
2015-04-26,54490
2015-04-27,54490
2015-04-28,51818
2015-04-29,51818
2015-04-30,49599
2015-05-01,49599
2015-05-02,47191
2015-05-03,47191
2015-05-04,45063
2015-05-05,45063
2015-05-06,43530
2015-05-07,43530
2015-05-08,41362
2015-05-09,41362
2015-05-10,39325
2015-05-11,39325
2015-05-12,37563
2015-05-13,37563
2015-05-14,35967
2015-05-15,35967
2015-05-16,35967
2015-05-17,34740
2015-05-18,34740
2015-05-19,33457
2015-05-20,33457
2015-05-21,33457
2015-05-22,32702
2015-05-23,32702
2015-05-24,32175
2015-05-25,32175
2015-05-26,32728
2015-05-27,32728
2015-05-28,33848
2015-05-29,35136
2015-05-30,36801
2015-05-31,36801
2015-06-01,38583
2015-06-02,38583
2015-06-03,40502
2015-06-04,40502
2015-06-05,42203
2015-06-06,44014
2015-06-07,44014
2015-06-08,45420
2015-06-09,47054
2015-06-10,48657
2015-06-11,48657
2015-06-12,48040
2015-06-13,47950
2015-06-14,47950
2015-06-15,48389
2015-06-16,48389
2015-06-17,49977
2015-06-18,51539
2015-06-19,51539
2015-06-20,53501
2015-06-21,53501
2015-06-22,55850
2015-06-23,55850
2015-06-24,58021
2015-06-25,58021
2015-06-26,60225
2015-06-27,60225
2015-06-28,62685
2015-06-29,62685
2015-06-30,65400
2015-07-01,66641
2015-07-02,66641
2015-07-03,68130
2015-07-04,68130
2015-07-05,68550
2015-07-06,68550
2015-07-07,70486
2015-07-08,70486
2015-07-09,70941
2015-07-10,70941
2015-07-11,70088
2015-07-12,70088
2015-07-13,69946
2015-07-14,69946
2015-07-15,70061
2015-07-16,70061
2015-07-17,66922
2015-07-18,66922
2015-07-19,65943
2015-07-20,65943
2015-07-21,64904
2015-07-22,62541
2015-07-23,62541
2015-07-24,60618
2015-07-25,60618
2015-07-26,58115
2015-07-27,58115
2015-07-28,57200
2015-07-29,56720
2015-07-30,56720
2015-07-31,58312
2015-08-01,58312
2015-08-02,61154
2015-08-03,61154
2015-08-04,64212
2015-08-05,67369
2015-08-06,67369
2015-08-07,69042
2015-08-08,69042
2015-08-09,70536
2015-08-10,70536
2015-08-11,70169
2015-08-12,70169
2015-08-13,70824
2015-08-14,73135
2015-08-15,73135
2015-08-16,73673
2015-08-17,73673
2015-08-18,71860
2015-08-19,71860
