date_obj,Half%20moon%20spectacles price
2017-03-18,258394
2017-03-19,245785
2017-03-20,245785
2017-03-21,245785
2017-03-22,234326
2017-03-23,234326
2017-03-24,222959
2017-03-25,222959
2017-03-26,222959
2017-03-27,212430
2017-03-28,212430
2017-03-29,212430
2017-03-30,202302
2017-03-31,202302
2017-04-01,202302
2017-04-02,202302
2017-04-03,194545
2017-04-04,194545
2017-04-12,149700
2017-04-13,149700
2017-04-14,149700
2017-04-15,147853
2017-04-16,147853
2017-04-17,147853
2017-04-18,147396
2017-04-19,147396
2017-04-20,147396
2017-04-21,146628
2017-04-22,146628
2017-04-23,146628
2017-04-24,146460
2017-04-25,146460
2017-04-26,151369
2017-04-27,151369
2017-04-28,151369
2017-04-29,154532
2017-04-30,154532
2017-05-01,154532
2017-05-02,154532
2017-05-03,156230
2017-05-04,156230
2017-05-05,156230
2017-05-06,156008
2017-05-07,156008
2017-05-08,156008
2017-05-09,161194
2017-05-10,161194
2017-05-11,161194
2017-05-12,161194
2017-05-13,163936
2017-05-14,163936
2017-05-15,163936
2017-05-16,165784
2017-05-17,165784
2017-05-18,165784
2017-05-19,165784
2017-05-20,161359
2017-05-21,161359
2017-05-22,161359
2017-05-23,161359
2017-05-24,156780
2017-05-25,156780
2017-05-26,156780
2017-05-27,156780
2017-05-28,156780
2017-05-29,149297
2017-05-30,149297
2017-05-31,149297
2017-06-01,143678
2017-06-02,143678
2017-06-03,143678
2017-06-04,136645
2017-06-06,136645
2017-06-07,136645
2017-06-08,131541
2017-06-09,131541
2017-06-10,131541
2017-06-11,125726
2017-06-12,125726
2017-06-13,125726
2017-06-14,121493
2017-06-15,121493
2017-06-16,121493
2017-06-17,121493
2017-06-18,116302
2017-06-19,116302
2017-06-20,116302
2017-06-21,116302
2017-06-22,113497
2017-06-23,113497
2017-06-24,113497
2017-06-25,113497
2017-06-26,109703
2017-06-27,109703
2017-06-28,109703
2017-06-29,109703
2017-06-30,106104
2017-07-01,106104
2017-07-02,106104
2017-07-03,106104
2017-07-04,104751
2017-07-05,104751
2017-07-06,104751
2017-07-07,104751
2017-07-08,104751
2017-07-13,98634
2017-07-14,98634
2017-07-15,98634
2017-07-16,96376
2017-07-17,96376
2017-07-18,96376
2017-07-19,96290
2017-07-20,96290
2017-07-21,96290
2017-07-22,95324
2017-07-23,95324
2017-07-24,95324
2017-07-25,95324
2017-07-26,95352
2017-07-27,95352
2017-07-28,95352
2017-07-29,95352
2017-07-30,94538
2017-07-31,94538
2017-08-01,94538
2017-08-02,90940
2017-08-03,90940
2017-08-04,90940
2017-08-05,86926
2017-08-06,86926
2017-08-09,84574
2017-08-10,84574
2017-08-11,84574
2017-08-12,84574
2017-08-13,85474
2017-08-14,85474
2017-08-15,85474
2017-08-16,88727
2017-08-17,88727
2017-08-18,88727
2017-08-19,88727
2017-08-20,92132
2017-08-21,92132
2017-08-22,94088
2017-08-23,94088
2017-08-24,94088
2017-08-25,94088
2017-08-26,92564
2017-08-27,92564
2017-08-28,92564
2017-08-29,92564
2017-08-30,90096
2017-08-31,90096
2017-09-01,90096
2017-09-02,88238
2017-09-03,88238
2017-09-04,88238
2017-09-05,85718
2017-09-06,85718
2017-09-07,85718
2017-09-08,85718
2017-09-09,82844
2017-09-10,82844
2017-09-11,82844
2017-09-12,81752
2017-09-13,81752
2017-09-14,81752
2017-09-15,79574
2017-09-16,79574
2017-09-17,75779
2017-09-18,75779
2017-09-19,75779
2017-09-20,75779
2017-09-21,74919
2017-09-22,74919
2017-09-23,74919
2017-09-24,75113
2017-09-25,75113
2017-09-26,75113
2017-09-27,75113
2017-09-28,74916
2017-09-29,74916
2017-09-30,74916
2017-10-01,75864
2017-10-02,75864
2017-10-03,75864
2017-10-04,75864
2017-10-05,75892
2017-10-06,75892
2017-10-07,75892
2017-10-08,75133
2017-10-09,75133
2017-10-10,75133
2017-10-11,75133
2017-10-12,75139
2017-10-13,75139
2017-10-14,75139
2017-10-15,75139
2017-10-16,77662
2017-10-17,77662
2017-10-18,77662
2017-10-19,81434
2017-10-20,81434
2017-10-21,81434
2017-10-22,85292
2017-10-23,85292
2017-10-24,85292
2017-10-25,89501
2017-10-26,89501
2017-10-27,89501
2017-10-28,93758
2017-10-29,93758
2017-10-30,98299
2017-10-31,98299
2017-11-01,98299
2017-11-02,102879
2017-11-03,102879
2017-11-04,107758
2017-11-05,107758
2017-11-06,112857
2017-11-07,112857
2017-11-08,112857
2017-11-09,118288
2017-11-10,118288
2017-11-11,118288
2017-11-12,123882
2017-11-13,123882
2017-11-14,123882
2017-11-15,129944
2017-11-16,129944
2017-11-17,129944
2017-11-18,129944
2017-11-19,136141
2017-11-20,136141
2017-11-21,136141
2017-11-22,142689
2017-11-23,142689
2017-11-24,142689
2017-11-25,149476
2017-11-26,149476
2017-11-27,149476
2017-11-28,149476
2017-11-29,156345
2017-11-30,156345
2017-12-01,156345
2017-12-02,156345
2017-12-03,163612
2017-12-04,163612
2017-12-05,163612
2017-12-06,171039
2017-12-07,171039
2017-12-08,171039
2017-12-09,171039
2017-12-10,179381
2017-12-11,179381
2017-12-12,179381
2017-12-13,179381
2017-12-14,183551
2017-12-15,183551
2017-12-16,183551
2017-12-17,183551
2017-12-18,187466
2017-12-19,187466
2017-12-20,187466
2017-12-21,187466
2017-12-22,190349
2017-12-23,190349
2017-12-24,190349
2017-12-25,190349
2017-12-26,193744
2017-12-27,193744
2017-12-28,193744
2017-12-29,193744
2017-12-30,198501
2017-12-31,198501
2018-01-01,198501
2018-01-02,198501
2018-01-03,195647
2018-01-04,195647
2018-01-05,195647
2018-01-06,193971
2018-01-07,193971
2018-01-08,193971
2018-01-09,189985
2018-01-10,189985
2018-01-11,189985
2018-01-12,189985
2018-01-13,182386
2018-01-14,182386
2018-01-15,182386
2018-01-16,173884
2018-01-17,173884
2018-01-18,173884
2018-01-19,165339
2018-01-20,165339
2018-01-21,165339
2018-01-22,157450
2018-01-23,157450
2018-01-25,151393
2018-01-26,151393
2018-01-27,146205
2018-01-28,146205
2018-01-29,147830
2018-01-30,147830
2018-01-31,147830
2018-02-01,144284
2018-02-02,144284
2018-02-03,144284
2018-02-04,142851
2018-02-05,142851
2018-02-06,142851
2018-02-07,149239
2018-02-08,149239
2018-02-09,149239
2018-02-10,156326
2018-02-11,156326
2018-02-12,152130
2018-02-13,152130
2018-02-14,152130
2018-02-15,151998
2018-02-16,151998
2018-02-17,151998
2018-02-18,150507
2018-02-19,150507
2018-02-20,152521
2018-02-21,152521
2018-02-22,152521
2018-02-23,157021
2018-02-24,157021
2018-02-25,157021
2018-02-26,157021
2018-02-27,156304
2018-02-28,156304
2018-03-01,156304
2018-03-02,152241
2018-03-03,152241
2018-03-04,152241
2018-03-05,149459
2018-03-06,149459
2018-03-07,149459
2018-03-08,146442
2018-03-09,146442
2018-03-10,146442
2018-03-11,146150
2018-03-12,146150
2018-03-13,146150
2018-03-14,144572
2018-03-15,144572
2018-03-16,144572
2018-03-17,140019
2018-03-18,140019
2018-03-19,140019
2018-03-20,135432
2018-03-21,135432
2018-03-23,135432
2018-03-24,131052
2018-03-25,131052
2018-03-26,131052
2018-03-27,126451
2018-03-28,126451
2018-03-29,126451
2018-03-30,122680
2018-03-31,122680
2018-04-01,122680
2018-04-02,122680
2018-04-03,120984
2018-04-04,120984
2018-04-05,120984
2018-04-06,122662
2018-04-07,122662
2018-04-08,122662
2018-04-09,122764
2018-04-10,122764
2018-04-11,122764
2018-04-12,125032
2018-04-13,125032
2018-04-14,125032
2018-04-15,127988
2018-04-16,127988
2018-04-17,127988
2018-04-18,130847
2018-04-19,130847
2018-04-20,130847
2018-04-21,133255
2018-04-22,133255
2018-04-23,133255
2018-04-24,135041
2018-04-25,135041
2018-04-26,135041
2018-04-27,135041
2018-04-28,135049
2018-04-29,135049
2018-04-30,135049
2018-05-01,131400
2018-05-03,131400
2018-05-04,125266
2018-05-05,125266
2018-05-06,125266
2018-05-07,120621
2018-05-08,120621
2018-05-09,120621
2018-05-10,115948
2018-05-11,115948
2018-05-12,112375
2018-05-13,112375
2018-05-14,112375
2018-05-15,108095
2018-05-16,108095
2018-05-17,108095
2018-05-18,110580
2018-05-19,110580
2018-05-20,110580
2018-05-21,108571
2018-05-22,108571
2018-05-23,108571
2018-05-24,105399
2018-05-25,105399
2018-05-26,102023
2018-05-27,102023
2018-05-28,102023
2018-05-29,97249
2018-05-30,97249
2018-05-31,97249
2018-06-01,92943
2018-06-02,92943
2018-06-03,91652
2018-06-04,91652
2018-06-05,91652
2018-06-06,89453
2018-06-07,89453
2018-06-08,89453
2018-06-09,89453
2018-06-10,91869
2018-06-11,91869
2018-06-12,91869
2018-06-13,90760
2018-06-14,90760
2018-06-15,90760
2018-06-16,92515
2018-06-17,92515
2018-06-18,92515
2018-06-19,92631
2018-06-20,92631
2018-06-21,92631
2018-06-22,95108
2018-06-23,95108
2018-06-24,95108
2018-06-25,99065
2018-06-26,99065
2018-06-27,99065
2018-06-28,103442
2018-06-29,103442
2018-06-30,103442
2018-07-01,107623
2018-07-02,107623
2018-07-03,107623
2018-07-04,107623
2018-07-05,106795
2018-07-06,106795
2018-07-07,106795
2018-07-08,110182
2018-07-09,110182
2018-07-10,110182
2018-07-11,109118
2018-07-12,109118
2018-07-13,111659
2018-07-14,111659
2018-07-15,111659
2018-07-16,114086
2018-07-17,114086
2018-07-18,116003
2018-07-19,116003
2018-07-20,116003
2018-07-21,115726
2018-07-22,115726
2018-07-23,115726
2018-07-24,110266
2018-07-25,110266
2018-07-26,110266
2018-07-27,105943
2018-07-28,105943
2018-07-29,105943
2018-07-30,102612
2018-07-31,102612
2018-08-01,101705
2018-08-02,101705
2018-08-03,101705
2018-08-04,98813
2018-08-05,98813
2018-08-06,98813
2018-08-07,99031
2018-08-08,99031
2018-08-09,99031
2018-08-10,102416
2018-08-11,102416
2018-08-12,106742
2018-08-14,106742
2018-08-16,106250
2018-08-17,106250
2018-08-18,105672
2018-08-19,105672
2018-08-20,103085
2018-08-21,103085
2018-08-22,103085
2018-08-23,103085
2018-08-24,105871
2018-08-25,105871
2018-08-26,105871
2018-08-27,103192
2018-08-28,103192
2018-08-29,103192
2018-08-30,101996
2018-08-31,101996
2018-09-01,100992
2018-09-02,100992
2018-09-03,98053
2018-09-04,98053
2018-09-05,100259
2018-09-06,100259
2018-09-07,100259
2018-09-08,100135
2018-09-09,100135
2018-09-10,100135
2018-09-11,102673
2018-09-12,102673
2018-09-13,102673
2018-09-14,107368
2018-09-15,107368
2018-09-16,107368
2018-09-17,112364
2018-09-18,112364
2018-09-19,117901
2018-09-20,117901
2018-09-21,117901
2018-09-22,123692
2018-09-23,123692
2018-09-24,129494
2018-09-25,129494
2018-09-26,135686
2018-09-27,135686
2018-09-28,141745
2018-09-29,141745
2018-09-30,141745
2018-10-01,148432
2018-10-02,148432
2018-10-03,155602
2018-10-04,155602
2018-10-05,155602
2018-10-06,163287
2018-10-07,163287
2018-10-08,167320
2018-10-09,167320
2018-10-10,167978
2018-10-11,167978
2018-10-12,167978
2018-10-13,159579
2018-10-14,159579
2018-10-15,152073
2018-10-16,152073
2018-10-17,145211
2018-10-18,145211
2018-10-19,138245
2018-10-20,138245
2018-10-21,138245
2018-10-22,131693
2018-10-23,131693
2018-10-24,131693
2018-10-25,126675
2018-10-26,126675
2018-10-27,121262
2018-10-28,121262
2018-10-29,115748
2018-10-30,115748
2018-10-31,115748
2018-11-01,114230
2018-11-03,111156
2018-11-04,111156
2018-11-05,109850
2018-11-06,109850
2018-11-07,108819
2018-11-08,108819
2018-11-09,108819
2018-11-10,103728
2018-11-11,103728
2018-11-12,98952
2018-11-13,98952
2018-11-14,96098
2018-11-15,96098
2018-11-16,92873
2018-11-17,92873
2018-11-18,91804
2018-11-19,91804
2018-11-20,93204
2018-11-21,93204
2018-11-22,90949
2018-11-23,90949
2018-11-24,89045
2018-11-25,89045
2018-11-26,87782
2018-11-27,87782
2018-11-28,86074
2018-11-29,86074
2018-12-01,85161
2018-12-02,85161
2018-12-03,86527
2018-12-04,86527
2018-12-05,86416
2018-12-07,86416
2018-12-09,83675
2018-12-10,83052
2018-12-11,83052
2018-12-12,82584
2018-12-13,82584
2018-12-14,84384
2018-12-15,84384
2018-12-16,85493
2018-12-17,85493
2018-12-18,81584
2018-12-19,81584
2018-12-20,78772
2018-12-21,78772
2018-12-22,76458
2018-12-23,76458
2018-12-24,72956
2018-12-25,72956
2018-12-26,72956
2018-12-27,69308
2018-12-28,69308
2018-12-29,65842
2018-12-30,62693
2018-12-31,59846
2019-01-01,59846
2019-01-02,56853
2019-01-03,54500
2019-01-04,54500
2019-01-05,51775
2019-01-06,49186
2019-01-08,47210
2019-01-10,44849
2019-01-11,44849
2019-01-12,42655
2019-01-13,42655
2019-01-14,41008
2019-01-15,41008
2019-01-16,39298
2019-01-17,39298
2019-01-18,38631
2019-01-19,38631
2019-01-20,37293
2019-01-21,37293
2019-01-22,35903
2019-01-23,35903
2019-01-24,35856
2019-01-25,35856
2019-01-26,36078
2019-01-27,36078
2019-01-28,35040
2019-01-29,35040
2019-01-30,35065
2019-01-31,35065
2019-02-01,35243
2019-02-02,35243
2019-02-03,34878
2019-02-04,34878
2019-02-05,35375
2019-02-06,35375
2019-02-07,35239
2019-02-08,35239
2019-02-09,35579
2019-02-10,35579
2019-02-11,36195
2019-02-12,36195
2019-02-13,36900
2019-02-14,36900
2019-02-15,37793
2019-02-16,37793
2019-02-17,39357
2019-02-18,39357
2019-02-19,41325
2019-02-20,41325
2019-02-21,43392
2019-02-22,43392
2019-02-23,45412
2019-02-24,45412
2019-02-25,47298
2019-02-26,47298
2019-02-27,49007
2019-02-28,49007
2019-03-01,50607
2019-03-02,50607
2019-03-03,51487
2019-03-04,51487
2019-03-05,52120
2019-03-06,52120
2019-03-07,51699
2019-03-08,51699
2019-03-09,49181
2019-03-10,46982
2019-03-11,46982
2019-03-12,44818
2019-03-13,44818
2019-03-14,42851
2019-03-15,42851
2019-03-16,41042
2019-03-17,39278
2019-03-18,39278
2019-03-19,39278
2019-03-20,39246
2019-03-21,39246
2019-03-22,39623
2019-03-23,39997
2019-03-24,39997
2019-03-25,40303
2019-03-26,40303
2019-03-27,41118
2019-03-28,42447
2019-03-29,42447
2019-03-30,43106
2019-03-31,43106
2019-04-01,43203
2019-04-02,43203
2019-04-03,43322
2019-04-04,43322
2019-04-05,42602
2019-04-06,42602
2019-04-07,41309
2019-04-08,41309
2019-04-09,41795
2019-04-10,41795
2019-04-11,42693
2019-04-12,42410
2019-04-13,43832
2019-04-14,43832
2019-04-15,44371
2019-04-16,44371
2019-04-17,45379
2019-04-18,45379
2019-04-19,46823
2019-04-20,46823
2019-04-21,48042
2019-04-22,48042
2019-04-23,49366
2019-04-24,49366
2019-04-25,50782
2019-04-26,50782
2019-04-27,53154
2019-04-28,53154
2019-04-29,55553
2019-04-30,55553
2019-05-01,58161
2019-05-02,58161
2019-05-03,60923
2019-05-04,60923
2019-05-05,63354
2019-05-06,63354
2019-05-07,65582
2019-05-08,65582
2019-05-09,65582
2019-05-10,66504
2019-05-11,66504
2019-05-12,64662
2019-05-13,64662
2019-05-14,64416
2019-05-15,64416
2019-05-16,66862
2019-05-17,66862
2019-05-18,68499
2019-05-19,68499
2019-05-20,68949
2019-05-21,68949
2019-05-22,68949
2019-05-23,69596
2019-05-24,69596
2019-05-25,72085
2019-05-26,72085
2019-05-27,73989
2019-05-28,73989
2019-05-29,76648
2019-05-30,76648
2019-05-31,76648
2019-06-01,78241
2019-06-02,78241
2019-06-03,75761
2019-06-04,75761
2019-06-05,73636
2019-06-06,73636
2019-06-07,71025
2019-06-08,71025
2019-06-09,69538
2019-06-10,69538
2019-06-11,69538
2019-06-12,70974
2019-06-13,70974
2019-06-14,73388
2019-06-15,73388
2019-06-16,71894
2019-06-17,71894
2019-06-18,71894
2019-06-19,71236
2019-06-20,71236
2019-06-21,69950
2019-06-22,69950
2019-06-23,69950
2019-06-24,69436
2019-06-25,69436
2019-06-26,69436
2019-06-27,68821
2019-06-28,68821
2019-06-29,70281
2019-06-30,70281
2019-07-01,70013
2019-07-02,70013
2019-07-03,71454
2019-07-04,71454
2019-07-05,71454
2019-07-06,74074
2019-07-07,74074
2019-07-08,74764
2019-07-09,74764
2019-07-10,75627
2019-07-11,75627
2019-07-12,75627
2019-07-13,77642
2019-07-14,77642
2019-07-15,80448
2019-07-16,80448
2019-07-17,84250
2019-07-18,84250
2019-07-19,84250
2019-07-20,88463
2019-07-21,88463
2019-07-22,91840
2019-07-23,91840
2019-07-24,94588
2019-07-25,94588
2019-07-26,94588
2019-07-27,99318
2019-07-28,99318
2019-07-29,99318
2019-07-30,103656
2019-07-31,103656
2019-08-01,108687
2019-08-02,108687
2019-08-03,111793
2019-08-04,111793
2019-08-05,114339
2019-08-06,114339
2019-08-07,116683
2019-08-08,116683
2019-08-09,116683
2019-08-10,117853
2019-08-11,117853
2019-08-12,120083
2019-08-13,120083
2019-08-14,122641
2019-08-15,122641
2019-08-16,127997
2019-08-17,127997
2019-08-18,132257
2019-08-19,132257
2019-08-20,138115
2019-08-21,138115
2019-08-22,144263
2019-08-23,144263
2019-08-24,150458
2019-08-24,150458
2019-08-25,150458
2019-08-25,150458
2019-08-26,150458
2019-08-26,150458
2019-08-27,153259
2019-08-27,153259
2019-08-28,153259
2019-08-29,155853
2019-08-30,155853
2019-08-31,155853
2019-09-01,158217
2019-09-02,165630
2019-09-03,173912
2019-09-04,181595
2019-09-05,181595
2019-09-06,188595
2019-09-07,191011
2019-09-08,191011
2019-09-09,188588
2019-09-10,188588
2019-09-11,185275
2019-09-12,185275
2019-09-13,184770
2019-09-14,184770
2019-09-15,184790
2019-09-16,184790
2019-09-17,178127
2019-09-18,178127
2019-09-19,172609
2019-09-20,172609
2019-09-21,166011
2019-09-22,166011
2019-09-23,157839
2019-09-24,157839
2019-09-25,153394
2019-09-26,153394
2019-09-27,150305
2019-09-28,150305
2019-09-29,143394
2019-09-30,143394
2019-10-01,141604
2019-10-02,141604
2019-10-03,143552
2019-10-04,143552
2019-10-05,144644
2019-10-06,142403
2019-10-07,142403
2019-10-08,141960
2019-10-09,141960
2019-10-10,145402
2019-10-11,145402
2019-10-12,151151
2019-10-13,151151
2019-10-14,154796
2019-10-15,154796
2019-10-16,157208
2019-10-17,157208
2019-10-18,150293
2019-10-19,144368
2019-10-20,144368
2019-10-21,137679
2019-10-22,137679
2019-10-23,130795
2019-10-24,124627
2019-10-25,119205
2019-10-26,119205
2019-10-27,113244
2019-10-28,108199
2019-10-29,108199
2019-10-30,104229
2019-10-31,100074
2019-11-01,100074
2019-11-02,95746
2019-11-03,95746
2019-11-04,91251
2019-11-05,91251
2019-11-06,91251
2019-11-07,88673
2019-11-08,88673
2019-11-09,86263
2019-11-10,83637
2019-11-11,83637
2019-11-12,80091
2019-11-13,80091
2019-11-14,79693
2019-11-15,79693
2019-11-16,83585
2019-11-17,83585
2019-11-18,87472
2019-11-19,87472
2019-11-20,87472
2019-11-21,87472
2019-11-22,89517
2019-11-23,89517
2019-11-24,90863
2019-11-25,90863
2019-11-26,92649
2019-11-27,92649
2019-11-28,94603
2019-11-29,94603
2019-11-30,94603
2019-12-01,90717
2019-12-02,90717
2019-12-03,89542
2019-12-04,89542
2019-12-05,87119
2019-12-06,87119
2019-12-07,86253
2019-12-08,86253
2019-12-09,83438
2019-12-10,80077
2019-12-11,80077
2019-12-12,80407
2019-12-13,80407
2019-12-14,77579
2019-12-15,75844
2019-12-16,75844
2019-12-17,72760
2019-12-18,72760
2019-12-19,72760
2019-12-20,70463
2019-12-21,70463
2019-12-22,70079
2019-12-23,70079
2019-12-24,68973
2019-12-25,68973
2019-12-26,67444
2019-12-27,67444
2019-12-28,66126
2019-12-29,66126
2019-12-30,66163
2019-12-31,66163
2020-01-01,66643
2020-01-02,66643
2020-01-03,69100
2020-01-04,69100
2020-01-05,67258
2020-01-06,67258
2020-01-07,67084
2020-01-08,67084
2020-01-09,66254
2020-01-10,65421
2020-01-11,64785
2020-01-12,64785
2020-01-13,63024
2020-01-14,63024
2020-01-15,61881
2020-01-16,61881
2020-01-17,60629
2020-01-18,60629
2020-01-19,60313
2020-01-20,60313
2020-01-21,60313
2020-01-22,58401
2020-01-23,58401
2020-01-24,56910
2020-01-25,56910
2020-01-26,54512
2020-01-27,54512
2020-01-28,53141
2020-01-29,53141
2020-01-30,50757
2020-01-31,50757
2020-02-01,48897
2020-02-02,47703
2020-02-03,47703
2020-02-04,45327
2020-02-05,45327
2020-02-06,43141
2020-02-07,43141
2020-02-08,41378
2020-02-09,41378
2020-02-10,40174
2020-02-11,40174
2020-02-12,39100
2020-02-13,39100
2020-02-14,38383
2020-02-15,38383
2020-02-16,38153
2020-02-17,38153
2020-02-18,36637
2020-02-19,36637
2020-02-20,36071
2020-02-21,36071
2020-02-22,34922
2020-02-23,34922
2020-02-24,33929
2020-02-25,33929
2020-02-26,33073
2020-02-27,33073
2020-02-28,33904
2020-02-29,33904
2020-03-01,35303
2020-03-02,35303
2020-03-03,36025
2020-03-04,36025
2020-03-05,36314
2020-03-06,36314
2020-03-07,37785
2020-03-08,37785
2020-03-09,38446
2020-03-10,38446
2020-03-11,39669
2020-03-12,39669
2020-03-13,39516
2020-03-14,39516
2020-03-15,37985
2020-03-16,37985
2020-03-17,36723
2020-03-18,36723
2020-03-19,35747
2020-03-20,35747
2020-03-21,34859
2020-03-22,33548
2020-03-23,33548
2020-03-24,34164
2020-03-25,34164
2020-03-26,34149
2020-03-27,34149
2020-03-28,34570
2020-03-29,35068
2020-03-30,35982
2020-03-31,35982
2020-04-01,36222
2020-04-02,35921
2020-04-03,35921
2020-04-04,35124
2020-04-05,35124
2020-04-06,35193
2020-04-07,35193
2020-04-08,36438
2020-04-09,36438
2020-04-10,37407
2020-04-11,36960
2020-04-12,36960
2020-04-13,37542
2020-04-14,37555
2020-04-15,38084
2020-04-16,38084
2020-04-17,39313
2020-04-18,40760
2020-04-19,41235
2020-04-20,41235
2020-04-21,41677
2020-04-22,41806
2020-04-23,41806
2020-04-24,41807
2020-04-25,41807
2020-04-26,42346
2020-04-27,43503
2020-04-28,43032
2020-04-29,43032
2020-04-30,42347
2020-05-01,42347
2020-05-02,42029
2020-05-03,41033
2020-05-04,41033
2020-05-05,40209
2020-05-06,40580
2020-05-07,40580
2020-05-08,39513
2020-05-09,40101
2020-05-10,40101
2020-05-11,39704
2020-05-12,39704
2020-05-13,37724
