date_obj,Fremennik%20green%20cloak price
2015-06-22,4600
2015-06-23,4600
2015-06-24,4600
2015-06-25,4371
2015-06-26,4371
2015-06-27,4371
2015-06-28,4371
2015-06-29,4157
2015-06-30,4157
2015-07-01,4157
2015-07-02,4157
2015-07-03,4157
2015-07-04,3950
2015-07-05,3950
2015-07-06,3950
2015-07-07,3950
2015-07-08,3950
2015-07-09,3950
2015-07-10,3764
2015-07-11,3764
2015-07-12,3764
2015-07-13,3764
2015-07-14,3764
2015-07-15,3579
2015-07-16,3579
2015-07-17,3579
2015-07-18,3579
2015-07-19,3579
2015-07-20,3501
2015-07-21,3501
2015-07-22,3501
2015-07-23,3501
2015-07-24,3330
2015-07-25,3330
2015-07-26,3330
2015-07-27,3330
2015-07-28,3330
2015-07-29,3224
2015-07-30,3224
2015-07-31,3224
2015-08-01,3224
2015-08-02,3224
2015-08-03,3082
2015-08-04,3082
2015-08-05,3082
2015-08-06,3082
2015-08-07,3082
2015-08-08,2942
2015-08-09,2942
2015-08-10,2942
2015-08-11,2942
2015-08-12,2942
2015-08-13,2911
2015-08-14,2911
2015-08-15,2911
2015-08-16,2911
2015-08-17,2911
2015-08-18,2771
2015-08-19,2771
2015-08-20,2771
2015-08-21,2771
2015-08-22,2771
2015-08-23,2670
2015-08-24,2670
2015-08-25,2670
2015-08-26,2670
2015-08-27,2670
2015-08-28,2560
2015-08-29,2560
2015-08-30,2560
2015-08-31,2560
2015-09-02,2546
2015-09-07,2424
2015-09-08,2424
2015-09-10,2424
2015-09-14,2313
2015-09-16,2313
2015-09-22,2250
2015-09-23,2239
2015-09-24,2239
2015-09-25,2239
2015-09-27,2239
2015-09-28,2239
2015-09-29,2129
2015-09-30,2129
2015-10-05,2131
2015-10-06,2131
2015-10-07,2131
2015-10-08,2131
2015-10-09,2131
2015-10-10,2131
2015-10-11,2046
2015-10-12,2046
2015-10-13,2046
2015-10-14,2046
2015-10-15,2046
2015-10-16,2046
2015-10-17,1978
2015-10-18,1978
2015-10-19,1978
2015-10-20,1978
2015-10-22,1978
2015-10-23,1915
2015-10-24,1915
2015-10-25,1915
2015-10-26,1915
2015-10-27,1915
2015-10-29,1915
2015-10-30,1940
2015-10-31,1940
2015-11-01,1940
2015-11-02,1940
2015-11-03,1940
2015-11-04,1940
2015-11-05,1940
2015-11-06,1940
2015-11-07,1958
2015-11-08,1958
2015-11-09,1958
2015-11-10,1958
2015-11-11,1958
2015-11-12,1958
2015-11-13,1958
2015-11-14,1958
2015-11-15,1944
2015-11-16,1944
2015-11-17,1944
2015-11-18,1944
2015-11-19,1944
2015-11-20,1944
2015-11-21,1944
2015-11-22,1872
2015-11-23,1872
2015-11-24,1872
2015-11-25,1872
2015-11-26,1872
2015-11-27,1872
2015-11-28,1872
2015-11-29,1869
2015-11-30,1869
2015-12-01,1869
2015-12-02,1869
2015-12-03,1869
2015-12-04,1869
2015-12-05,1869
2015-12-06,1785
2015-12-07,1785
2015-12-08,1785
2015-12-09,1785
2015-12-10,1785
2015-12-11,1785
2015-12-12,1838
2015-12-13,1838
2015-12-14,1838
2015-12-15,1838
2015-12-16,1838
2015-12-17,1838
2015-12-18,1825
2015-12-19,1825
2015-12-20,1825
2015-12-21,1825
2015-12-22,1825
2015-12-23,1825
2015-12-24,1756
2015-12-25,1756
2015-12-26,1756
2015-12-27,1756
2015-12-28,1756
2015-12-29,1674
2015-12-30,1674
2015-12-31,1674
2016-01-01,1674
2016-01-02,1674
2016-01-03,1674
2016-01-04,1690
2016-01-05,1690
2016-01-06,1690
2016-01-07,1690
2016-01-08,1690
2016-01-09,1727
2016-01-10,1727
2016-01-11,1727
2016-01-12,1727
2016-01-13,1727
2016-01-14,1754
2016-01-15,1754
2016-01-16,1754
2016-01-17,1754
2016-01-18,1754
2016-01-19,1754
2016-01-20,1749
2016-01-21,1749
2016-01-22,1749
2016-01-23,1749
2016-01-24,1749
2016-01-25,1749
2016-01-26,1697
2016-01-27,1697
2016-01-28,1697
2016-01-29,1697
2016-01-30,1697
2016-01-31,1617
2016-02-01,1617
2016-02-02,1617
2016-02-03,1617
2016-02-04,1617
2016-02-05,1562
2016-02-06,1562
2016-02-07,1562
2016-02-08,1562
2016-02-09,1562
2016-02-10,1604
2016-02-11,1604
2016-02-12,1604
2016-02-13,1604
2016-02-14,1604
2016-02-15,1604
2016-02-16,1620
2016-02-17,1620
2016-02-18,1620
2016-02-19,1620
2016-02-20,1620
2016-02-21,1615
2016-02-22,1615
2016-02-23,1615
2016-02-24,1615
2016-02-25,1615
2016-02-26,1615
2016-02-27,1626
2016-02-28,1626
2016-02-29,1626
2016-03-01,1626
2016-03-02,1626
2016-03-03,1668
2016-03-04,1668
2016-03-05,1668
2016-03-06,1668
2016-03-07,1668
2016-03-08,1595
2016-03-09,1595
2016-03-10,1595
2016-03-11,1595
2016-03-12,1595
2016-03-13,1565
2016-03-14,1565
2016-03-15,1565
2016-03-16,1565
2016-03-17,1565
2016-03-18,1590
2016-03-19,1590
2016-03-20,1590
2016-03-21,1590
2016-03-22,1590
2016-03-23,1590
2016-03-24,1562
2016-03-25,1562
2016-03-26,1562
2016-03-27,1562
2016-03-28,1539
2016-03-29,1539
2016-03-30,1539
2016-03-31,1539
2016-04-01,1539
2016-04-02,1539
2016-04-03,1528
2016-04-04,1528
2016-04-05,1528
2016-04-06,1528
2016-04-07,1528
2016-04-08,1528
2016-04-09,1491
2016-04-10,1491
2016-04-11,1491
2016-04-12,1491
2016-04-13,1491
2016-04-14,1491
2016-04-15,1416
2016-04-16,1416
2016-04-17,1416
2016-04-18,1416
2016-04-19,1416
2016-04-20,1394
2016-04-21,1394
2016-04-22,1394
2016-04-23,1394
2016-04-24,1394
2016-04-25,1394
2016-04-26,1361
2016-04-27,1361
2016-04-28,1361
2016-04-29,1361
2016-04-30,1361
2016-05-01,1361
2016-05-02,1328
2016-05-03,1328
2016-05-04,1328
2016-05-05,1328
2016-05-06,1328
2016-05-07,1328
2016-05-08,1289
2016-05-09,1289
2016-05-10,1289
2016-05-11,1289
2016-05-12,1289
2016-05-13,1245
2016-05-14,1245
2016-05-15,1245
2016-05-16,1245
2016-05-17,1245
2016-05-18,1245
2016-05-19,1201
2016-05-22,1201
2016-05-23,1201
2016-05-24,1183
2016-05-25,1183
2016-05-26,1183
2016-05-27,1183
2016-05-28,1183
2016-05-29,1201
2016-05-30,1201
2016-05-31,1201
2016-06-01,1201
2016-06-02,1201
2016-06-03,1201
2016-06-04,1169
2016-06-05,1169
2016-06-06,1169
2016-06-07,1169
2016-06-08,1169
2016-06-09,1169
2016-06-10,1166
2016-06-11,1166
2016-06-12,1166
2016-06-13,1166
2016-06-14,1166
2016-06-15,1148
2016-06-16,1148
2016-06-17,1148
2016-06-18,1148
2016-06-19,1148
2016-06-20,1148
2016-06-21,1131
2016-06-22,1131
2016-06-23,1131
2016-06-24,1131
2016-06-25,1131
2016-06-26,1131
2016-06-27,1112
2016-06-28,1112
2016-06-29,1112
2016-06-30,1112
2016-07-01,1112
2016-07-02,1112
2016-07-03,1156
2016-07-04,1156
2016-07-05,1156
2016-07-06,1156
2016-07-07,1156
2016-07-08,1108
2016-07-09,1108
2016-07-10,1108
2016-07-11,1108
2016-07-12,1108
2016-07-13,1108
2016-07-14,1138
2016-07-15,1138
2016-07-16,1138
2016-07-17,1138
2016-07-18,1138
2016-07-23,1172
2016-07-24,1172
2016-07-25,1172
2016-07-26,1172
2016-07-27,1172
2016-07-28,1185
2016-07-29,1185
2016-07-30,1185
2016-07-31,1185
2016-08-01,1185
2016-08-02,1185
2016-08-03,1169
2016-08-04,1169
2016-08-05,1169
2016-08-06,1169
2016-08-07,1169
2016-08-08,1169
2016-08-09,1181
2016-08-10,1181
2016-08-11,1181
2016-08-12,1181
2016-08-13,1181
2016-08-14,1181
2016-08-15,1181
2016-08-16,1181
2016-08-17,1181
2016-08-18,1174
2016-08-19,1174
2016-08-20,1174
2016-08-21,1174
2016-08-22,1174
2016-08-23,1174
2016-08-24,1174
2016-08-25,1174
2016-08-26,1174
2016-08-28,1210
2016-08-31,1210
2016-09-01,1210
2016-09-02,1210
2016-09-03,1210
2016-09-04,1259
2016-09-05,1259
2016-09-06,1259
2016-09-07,1259
2016-09-08,1259
2016-09-09,1259
2016-09-10,1259
2016-09-11,1259
2016-09-12,1259
2016-09-13,1246
2016-09-14,1246
2016-09-15,1246
2016-09-16,1246
2016-09-17,1246
2016-09-18,1246
2016-09-19,1246
2016-09-20,1246
2016-09-21,1246
2016-09-22,1290
2016-09-23,1290
2016-09-24,1290
2016-09-25,1290
2016-09-26,1290
2016-09-27,1290
2016-09-28,1290
2016-09-29,1290
2016-09-30,1290
2016-10-01,1298
2016-10-02,1298
2016-10-03,1298
2016-10-04,1298
2016-10-05,1298
2016-10-06,1298
2016-10-07,1298
2016-10-08,1298
2016-10-09,1298
2016-10-10,1340
2016-10-11,1340
2016-10-12,1340
2016-10-13,1340
2016-10-14,1340
2016-10-15,1340
2016-10-16,1340
2016-10-17,1340
2016-10-18,1358
2016-10-19,1358
2016-10-20,1358
2016-10-21,1358
2016-10-22,1358
2016-10-23,1358
2016-10-24,1358
2016-10-25,1374
2016-10-26,1374
2016-10-27,1374
2016-10-28,1374
2016-10-29,1374
2016-10-30,1374
2016-10-31,1374
2016-11-01,1374
2016-11-02,1379
2016-11-03,1379
2016-11-04,1379
2016-11-05,1379
2016-11-06,1379
2016-11-07,1379
2016-11-08,1379
2016-11-09,1379
2016-11-10,1430
2016-11-11,1430
2016-11-12,1430
2016-11-13,1430
2016-11-14,1430
2016-11-15,1430
2016-12-07,1516
2016-12-08,1516
2016-12-09,1516
2016-12-10,1516
2016-12-11,1553
2016-12-12,1553
2016-12-13,1553
2016-12-14,1553
2016-12-15,1553
2016-12-16,1553
2016-12-17,1553
2016-12-18,1553
2016-12-19,1595
2016-12-20,1595
2016-12-21,1595
2016-12-22,1595
2016-12-23,1595
2016-12-24,1595
2016-12-25,1595
2016-12-26,1595
2016-12-27,1556
2016-12-28,1556
2016-12-29,1556
2016-12-30,1556
2016-12-31,1556
2017-01-01,1556
2017-01-02,1556
2017-01-03,1542
2017-01-04,1542
2017-01-05,1542
2017-01-06,1542
2017-01-07,1542
2017-01-08,1542
2017-01-09,1542
2017-01-10,1502
2017-01-11,1502
2017-01-12,1502
2017-01-13,1502
2017-01-14,1502
2017-01-15,1453
2017-01-16,1453
2017-01-17,1453
2017-01-18,1453
2017-01-19,1453
2017-01-20,1453
2017-01-21,1380
2017-01-22,1380
2017-01-23,1380
2017-01-27,1311
2017-01-28,1311
2017-01-29,1311
2017-01-30,1311
2017-01-31,1311
2017-02-01,1245
2017-02-02,1245
2017-02-03,1245
2017-02-04,1245
2017-02-05,1245
2017-02-06,1245
2017-02-07,1234
2017-02-08,1234
2017-02-09,1234
2017-02-10,1234
2017-02-11,1234
2017-02-12,1254
2017-02-13,1254
2017-02-14,1254
2017-02-15,1254
2017-02-16,1254
2017-02-18,1274
2017-02-19,1274
2017-02-20,1274
2017-02-21,1274
2017-02-22,1274
2017-02-23,1309
2017-02-24,1309
2017-02-25,1309
2017-02-26,1309
2017-02-27,1309
2017-02-28,1315
2017-03-01,1315
2017-03-02,1315
2017-03-03,1315
2017-03-04,1315
2017-03-05,1329
2017-03-06,1329
2017-03-07,1329
2017-03-08,1329
2017-03-09,1329
2017-03-10,1329
2017-03-11,1338
2017-03-12,1338
2017-03-13,1338
2017-03-14,1338
2017-03-15,1338
2017-03-16,1318
2017-03-17,1318
2017-03-18,1318
2017-03-19,1318
2017-03-20,1318
2017-03-21,1295
2017-03-22,1295
2017-03-23,1295
2017-03-24,1295
2017-03-25,1295
2017-03-26,1295
2017-03-27,1328
2017-03-28,1328
2017-03-29,1328
2017-03-30,1328
2017-03-31,1328
2017-04-01,1313
2017-04-02,1313
2017-04-03,1313
2017-04-04,1313
2017-04-12,1304
2017-04-13,1304
2017-04-14,1305
2017-04-15,1305
2017-04-16,1305
2017-04-17,1305
2017-04-18,1305
2017-04-19,1305
2017-04-20,1242
2017-04-21,1242
2017-04-22,1242
2017-04-23,1242
2017-04-24,1242
2017-04-25,1242
2017-04-26,1237
2017-04-27,1237
2017-04-28,1237
2017-04-29,1237
2017-04-30,1237
2017-05-01,1237
2017-05-02,1274
2017-05-03,1274
2017-05-04,1274
2017-05-05,1274
2017-05-06,1274
2017-05-07,1274
2017-05-08,1274
2017-05-09,1252
2017-05-10,1252
2017-05-11,1252
2017-05-12,1252
2017-05-13,1252
2017-05-14,1252
2017-05-15,1252
2017-05-16,1201
2017-05-17,1201
2017-05-18,1201
2017-05-19,1201
2017-05-20,1201
2017-05-21,1201
2017-05-22,1201
2017-05-23,1185
2017-05-24,1185
2017-05-25,1185
2017-05-26,1185
2017-05-27,1185
2017-05-28,1185
2017-05-29,1185
2017-05-30,1185
2017-05-31,1192
2017-06-01,1192
2017-06-02,1192
2017-06-03,1192
2017-06-04,1192
2017-06-05,1192
2017-06-06,1192
2017-06-07,1155
2017-06-08,1155
2017-06-09,1155
2017-06-10,1155
2017-06-11,1115
2017-06-12,1115
2017-06-13,1115
2017-06-14,1115
2017-06-15,1115
2017-06-16,1115
2017-06-17,1115
2017-06-18,1089
2017-06-19,1089
2017-06-20,1089
2017-06-21,1089
2017-06-22,1089
2017-06-23,1089
2017-06-24,1089
2017-06-25,1089
2017-06-26,1079
2017-06-27,1079
2017-06-28,1079
2017-06-29,1079
2017-06-30,1079
2017-07-01,1079
2017-07-02,1079
2017-07-03,1079
2017-07-04,1054
2017-07-05,1054
2017-07-06,1054
2017-07-07,1054
2017-07-08,1054
2017-07-13,1042
2017-07-14,1042
2017-07-15,1042
2017-07-16,1042
2017-07-17,1042
2017-07-18,1042
2017-07-19,1042
2017-07-20,1053
2017-07-21,1053
2017-07-22,1053
2017-07-23,1053
2017-07-24,1053
2017-07-25,1053
2017-07-26,1053
2017-07-27,1031
2017-07-28,1031
2017-07-29,1031
2017-07-30,1031
2017-07-31,1031
2017-08-01,1031
2017-08-02,1031
2017-08-03,1044
2017-08-04,1044
2017-08-05,1044
2017-08-06,1044
2017-08-09,1038
2017-08-10,1038
2017-08-11,1038
2017-08-12,1038
2017-08-13,1038
2017-08-14,1038
2017-08-15,1057
2017-08-16,1057
2017-08-17,1057
2017-08-18,1057
2017-08-19,1057
2017-08-20,1083
2017-08-21,1083
2017-08-22,1083
2017-08-23,1083
2017-08-24,1083
2017-08-25,1083
2017-08-26,1067
2017-08-27,1067
2017-08-28,1067
2017-08-29,1067
2017-08-30,1067
2017-08-31,1067
2017-09-01,1067
2017-09-02,1086
2017-09-03,1086
2017-09-04,1086
2017-09-05,1086
2017-09-06,1086
2017-09-07,1086
2017-09-08,1086
2017-09-09,1074
2017-09-10,1074
2017-09-11,1074
2017-09-12,1074
2017-09-13,1074
2017-09-14,1074
2017-09-15,1074
2017-09-16,1099
2017-09-17,1099
2017-09-18,1099
2017-09-19,1099
2017-09-20,1099
2017-09-21,1099
2017-09-22,1077
2017-09-23,1077
2017-09-24,1077
2017-09-25,1077
2017-09-26,1077
2017-09-27,1077
2017-09-28,1077
2017-09-29,1084
2017-09-30,1084
2017-10-01,1084
2017-10-02,1084
2017-10-03,1084
2017-10-04,1084
2017-10-05,1075
2017-10-06,1075
2017-10-07,1075
2017-10-08,1075
2017-10-09,1075
2017-10-10,1075
2017-10-11,1075
2017-10-12,1067
2017-10-13,1067
2017-10-14,1067
2017-10-15,1067
2017-10-16,1067
2017-10-17,1067
2017-10-18,1067
2017-10-19,1070
2017-10-20,1070
2017-10-21,1070
2017-10-22,1070
2017-10-23,1070
2017-10-24,1070
2017-10-25,1070
2017-10-26,1029
2017-10-27,1029
2017-10-28,1029
2017-10-29,1029
2017-10-30,1029
2017-10-31,1029
2017-11-01,1029
2017-11-02,1012
2017-11-03,1012
2017-11-04,1012
2017-11-05,1012
2017-11-06,1012
2017-11-07,1012
2017-11-08,1012
2017-11-09,1019
2017-11-10,1019
2017-11-11,1019
2017-11-12,1019
2017-11-13,1019
2017-11-14,1019
2017-11-15,1016
2017-11-16,1016
2017-11-17,1016
2017-11-18,1016
2017-11-19,1016
2017-11-20,1016
2017-11-21,994
2017-11-22,994
2017-11-23,994
2017-11-24,994
2017-11-25,994
2017-11-26,994
2017-11-27,994
2017-11-28,981
2017-11-29,981
2017-11-30,981
2017-12-01,981
2017-12-02,981
2017-12-03,981
2017-12-04,981
2017-12-05,948
2017-12-06,948
2017-12-07,948
2017-12-08,948
2017-12-09,948
2017-12-10,948
2017-12-11,933
2017-12-12,933
2017-12-13,933
2017-12-14,933
2017-12-15,933
2017-12-16,933
2017-12-17,933
2017-12-18,945
2017-12-19,945
2017-12-20,945
2017-12-21,945
2017-12-22,945
2017-12-23,945
2017-12-24,945
2017-12-25,945
2017-12-26,945
2017-12-27,940
2017-12-28,940
2017-12-29,940
2017-12-30,940
2017-12-31,940
2018-01-01,940
2018-01-02,895
2018-01-03,895
2018-01-04,895
2018-01-05,895
2018-01-06,895
2018-01-07,895
2018-01-08,908
2018-01-09,908
2018-01-10,908
2018-01-11,908
2018-01-12,908
2018-01-13,908
2018-01-14,908
2018-01-15,908
2018-01-16,908
2018-01-17,908
2018-01-18,908
2018-01-19,908
2018-01-20,874
2018-01-21,874
2018-01-22,874
2018-01-23,874
2018-01-24,841
2018-01-25,841
2018-01-26,841
2018-01-27,841
2018-01-28,834
2018-01-29,834
2018-01-30,834
2018-01-31,839
2018-02-01,839
2018-02-02,839
2018-02-03,819
2018-02-04,819
2018-02-05,819
2018-02-06,803
2018-02-07,803
2018-02-08,803
2018-02-09,808
2018-02-10,808
2018-02-11,808
2018-02-12,830
2018-02-13,830
2018-02-14,830
2018-02-15,858
2018-02-16,858
2018-02-17,858
2018-02-18,881
2018-02-19,881
2018-02-20,902
2018-02-21,902
2018-02-22,902
2018-02-23,924
2018-02-24,924
2018-02-25,924
2018-02-26,877
2018-02-27,877
2018-02-28,877
2018-03-01,861
2018-03-02,861
2018-03-03,864
2018-03-04,864
2018-03-05,864
2018-03-06,876
2018-03-07,876
2018-03-08,876
2018-03-09,893
2018-03-10,893
2018-03-11,893
2018-03-12,904
2018-03-13,904
2018-03-14,904
2018-03-15,904
2018-03-16,940
2018-03-17,940
2018-03-18,940
2018-03-20,944
2018-03-21,944
2018-03-23,952
2018-03-24,952
2018-03-25,952
2018-03-26,948
2018-03-27,948
2018-03-28,948
2018-03-29,951
2018-03-30,951
2018-03-31,951
2018-04-01,951
2018-04-02,948
2018-04-03,948
2018-04-04,948
2018-04-05,915
2018-04-06,915
2018-04-07,915
2018-04-08,905
2018-04-09,905
2018-04-10,905
2018-04-11,911
2018-04-12,911
2018-04-13,911
2018-04-14,911
2018-04-15,947
2018-04-16,947
2018-04-17,947
2018-04-18,947
2018-04-19,951
2018-04-20,951
2018-04-21,951
2018-04-22,918
2018-04-23,918
2018-04-24,918
2018-04-25,939
2018-04-26,939
2018-04-27,939
2018-04-28,939
2018-04-29,939
2018-04-30,950
2018-05-01,950
2018-05-02,950
2018-05-03,950
2018-05-04,958
2018-05-05,958
2018-05-06,958
2018-05-07,993
2018-05-08,993
2018-05-09,993
2018-05-10,993
2018-05-11,1017
2018-05-12,1017
2018-05-13,1017
2018-05-14,1017
2018-05-15,1045
2018-05-16,1045
2018-05-17,1045
2018-05-18,1050
2018-05-19,1050
2018-05-20,1050
2018-05-21,1061
2018-05-22,1061
2018-05-23,1061
2018-05-24,1061
2018-05-25,1073
2018-05-26,1073
2018-05-27,1073
2018-05-28,1073
2018-05-29,1087
2018-05-30,1087
2018-05-31,1087
2018-06-01,1087
2018-06-02,1101
2018-06-03,1101
2018-06-04,1101
2018-06-05,1101
2018-06-06,1064
2018-06-07,1064
2018-06-08,1064
2018-06-09,1064
2018-06-10,1041
2018-06-11,1041
2018-06-12,1041
2018-06-13,1067
2018-06-14,1067
2018-06-15,1067
2018-06-16,1067
2018-06-17,1057
2018-06-18,1057
2018-06-19,1057
2018-06-20,1057
2018-06-21,1057
2018-06-22,1057
2018-06-23,1057
2018-06-24,1057
2018-06-25,1055
2018-06-26,1055
2018-06-27,1055
2018-06-28,1055
2018-06-29,1070
2018-06-30,1070
2018-07-01,1070
2018-07-02,1070
2018-07-03,1080
2018-07-04,1080
2018-07-05,1080
2018-07-06,1080
2018-07-07,1080
2018-07-08,1072
2018-07-09,1072
2018-07-10,1072
2018-07-11,1072
2018-07-12,1072
2018-07-13,1072
2018-07-14,1071
2018-07-15,1071
2018-07-16,1071
2018-07-17,1072
2018-07-18,1072
2018-07-19,1072
2018-07-20,1072
2018-07-21,1069
2018-07-22,1069
2018-07-23,1113
2018-07-24,1113
2018-07-25,1113
2018-07-26,1113
2018-07-27,1063
2018-07-28,1063
2018-07-29,1063
2018-07-30,1044
2018-07-31,1044
2018-08-01,1051
2018-08-02,1051
2018-08-03,1039
2018-08-04,1039
2018-08-05,1022
2018-08-06,1022
2018-08-07,1022
2018-08-08,1011
2018-08-09,1011
2018-08-10,1011
2018-08-11,1018
2018-08-12,1018
2018-08-14,1027
2018-08-16,1077
2018-08-17,1084
2018-08-18,1084
2018-08-19,1102
2018-08-20,1102
2018-08-21,1096
2018-08-22,1096
2018-08-23,1100
2018-08-24,1100
2018-08-25,1114
2018-08-26,1114
2018-08-27,1165
2018-08-28,1165
2018-08-29,1189
2018-08-30,1189
2018-08-31,1210
2018-09-01,1210
2018-09-02,1193
2018-09-03,1193
2018-09-04,1214
2018-09-05,1214
2018-09-06,1214
2018-09-07,1209
2018-09-08,1209
2018-09-09,1246
2018-09-10,1246
2018-09-11,1257
2018-09-12,1257
2018-09-13,1272
2018-09-14,1272
2018-09-15,1239
2018-09-16,1239
2018-09-17,1242
2018-09-18,1242
2018-09-19,1252
2018-09-20,1252
2018-09-21,1252
2018-09-22,1230
2018-09-23,1230
2018-09-24,1202
2018-09-25,1202
2018-09-26,1234
2018-09-27,1234
2018-09-28,1221
2018-09-29,1221
2018-09-30,1221
2018-10-01,1204
2018-10-02,1204
2018-10-03,1143
2018-10-04,1143
2018-10-05,1143
2018-10-06,1090
2018-10-07,1090
2018-10-08,1090
2018-10-09,1077
2018-10-10,1077
2018-10-11,1077
2018-10-12,1093
2018-10-13,1093
2018-10-14,1093
2018-10-15,1127
2018-10-16,1127
2018-10-17,1127
2018-10-18,1132
2018-10-19,1132
2018-10-20,1132
2018-10-21,1155
2018-10-22,1155
2018-10-23,1155
2018-10-24,1168
2018-10-25,1168
2018-10-26,1168
2018-10-27,1173
2018-10-28,1173
2018-10-29,1173
2018-10-30,1187
2018-10-31,1187
2018-11-01,1190
2018-11-03,1217
2018-11-04,1217
2018-11-05,1260
2018-11-06,1260
2018-11-07,1257
2018-11-08,1257
2018-11-09,1280
2018-11-10,1281
2018-11-11,1281
2018-11-12,1284
2018-11-13,1221
2018-11-14,1221
2018-11-15,1175
2018-11-16,1217
2018-11-17,1217
2018-11-18,1211
2018-11-19,1211
2018-11-20,1212
2018-11-21,1212
2018-11-22,1239
2018-11-23,1239
2018-11-24,1239
2018-11-25,1271
2018-11-26,1271
2018-11-27,1250
2018-11-28,1188
2018-11-29,1133
2018-12-01,1085
2018-12-03,1031
2018-12-04,980
2018-12-05,984
2018-12-07,999
2018-12-09,1006
2018-12-10,971
2018-12-11,971
2018-12-12,990
2018-12-13,990
2018-12-14,972
2018-12-15,972
2018-12-16,1000
2018-12-17,1000
2018-12-18,968
2018-12-19,968
2018-12-20,971
2018-12-21,971
2018-12-22,1000
2018-12-23,1020
2018-12-24,1020
2018-12-25,1053
2018-12-26,1053
2018-12-27,1049
2018-12-28,1049
2018-12-29,1022
2018-12-30,1022
2018-12-31,1006
2019-01-01,1006
2019-01-02,1006
2019-01-03,1006
2019-01-04,1029
2019-01-05,1029
2019-01-06,1045
2019-01-08,1030
2019-01-10,1017
2019-01-11,1017
2019-01-12,1038
2019-01-13,1038
2019-01-14,1032
2019-01-15,1032
2019-01-16,1010
2019-01-17,1010
2019-01-18,1059
2019-01-19,1059
2019-01-20,1029
2019-01-21,1029
2019-01-22,1013
2019-01-23,1013
2019-01-24,991
2019-01-25,991
2019-01-26,977
2019-01-27,977
2019-01-28,969
2019-01-29,969
2019-01-30,991
2019-01-31,991
2019-02-01,958
2019-02-02,958
2019-02-03,944
2019-02-04,944
2019-02-05,973
2019-02-06,973
2019-02-07,984
2019-02-08,984
2019-02-09,984
2019-02-10,976
2019-02-11,976
2019-02-12,991
2019-02-13,991
2019-02-14,1033
2019-02-15,1033
2019-02-16,1054
2019-02-17,1054
2019-02-18,1050
2019-02-19,1050
2019-02-20,1027
2019-02-21,1027
2019-02-22,1021
2019-02-23,1021
2019-02-24,1048
2019-02-25,1048
2019-02-26,1073
2019-02-27,1073
2019-02-28,1073
2019-03-01,1067
2019-03-02,1067
2019-03-03,1025
2019-03-04,1025
2019-03-05,996
2019-03-06,996
2019-03-07,946
2019-03-08,946
2019-03-09,946
2019-03-10,937
2019-03-11,937
2019-03-12,931
2019-03-13,931
2019-03-14,921
2019-03-15,921
2019-03-16,921
2019-03-17,902
2019-03-18,902
2019-03-19,902
2019-03-20,896
2019-03-21,896
2019-03-22,896
2019-03-23,907
2019-03-24,907
2019-03-25,907
2019-03-26,909
2019-03-27,909
2019-03-28,909
2019-03-29,942
2019-03-30,942
2019-03-31,942
2019-04-01,958
2019-04-02,958
2019-04-03,999
2019-04-04,999
2019-04-05,999
2019-04-06,1023
2019-04-07,1023
2019-04-08,1023
2019-04-09,999
2019-04-10,999
