date_obj,Emerald%20dragon%20bolts price
2018-01-03,1100
2018-01-04,1100
2018-01-05,1100
2018-01-06,1100
2018-01-07,1100
2018-01-08,1100
2018-01-09,1100
2018-01-10,1100
2018-01-11,1100
2018-01-12,1100
2018-01-13,1100
2018-01-14,1100
2018-01-15,1100
2018-01-16,1100
2018-01-17,1100
2018-01-18,1105
2018-01-19,1105
2018-01-20,1105
2018-01-21,1105
2018-01-22,1105
2018-01-23,1105
2018-01-25,1105
2018-01-26,1105
2018-01-27,1105
2018-01-28,1105
2018-01-29,1105
2018-01-30,1053
2018-01-31,1053
2018-02-01,1053
2018-02-02,1053
2018-02-03,1053
2018-02-04,1053
2018-02-05,1053
2018-02-06,1053
2018-02-07,1053
2018-02-08,1053
2018-02-09,1053
2018-02-10,1053
2018-02-11,1053
2018-02-12,1053
2018-02-13,1053
2018-02-14,1053
2018-02-15,1053
2018-02-16,1053
2018-02-17,1014
2018-02-18,1014
2018-02-19,1014
2018-02-20,1014
2018-02-21,1014
2018-02-22,1014
2018-02-23,1014
2018-02-24,1014
2018-02-25,1014
2018-02-26,1014
2018-02-27,1014
2018-02-28,1014
2018-03-01,1014
2018-03-02,1054
2018-03-03,1054
2018-03-04,1054
2018-03-05,1054
2018-03-06,1054
2018-03-07,1054
2018-03-09,1054
2018-03-10,1054
2018-03-11,1054
2018-03-12,1083
2018-03-13,1083
2018-03-14,1083
2018-03-15,1083
2018-03-16,1083
2018-03-17,1083
2018-03-18,1083
2018-03-20,1083
2018-03-21,1083
2018-03-23,1127
2018-03-24,1127
2018-03-25,1127
2018-03-26,1127
2018-03-27,1127
2018-03-28,1127
2018-03-29,1127
2018-03-30,1127
2018-03-31,1127
2018-04-01,1127
2018-04-02,1167
2018-04-03,1167
2018-04-04,1167
2018-04-05,1167
2018-04-06,1167
2018-04-07,1167
2018-04-08,1167
2018-04-09,1167
2018-04-10,1167
2018-04-11,1167
2018-04-12,1215
2018-04-13,1215
2018-04-14,1215
2018-04-15,1215
2018-04-16,1215
2018-04-17,1215
2018-04-18,1215
2018-04-19,1215
2018-04-20,1215
2018-04-21,1215
2018-04-22,1253
2018-04-23,1253
2018-04-24,1253
2018-04-25,1253
2018-04-26,1253
2018-04-27,1253
2018-04-28,1253
2018-04-29,1253
2018-04-30,1253
2018-05-01,1253
2018-05-03,1253
2018-05-04,1294
2018-05-05,1294
2018-05-07,1294
2018-05-08,1294
2018-05-09,1294
2018-05-10,1294
2018-05-11,1294
2018-05-12,1294
2018-05-13,1294
2018-05-14,1335
2018-05-15,1335
2018-05-16,1335
2018-05-17,1335
2018-05-18,1335
2018-05-19,1335
2018-05-20,1335
2018-05-21,1335
2018-05-22,1335
2018-05-23,1381
2018-05-24,1381
2018-05-25,1381
2018-05-26,1381
2018-05-27,1381
2018-05-28,1381
2018-05-29,1381
2018-05-30,1381
2018-05-31,1381
2018-06-01,1436
2018-06-02,1436
2018-06-03,1436
2018-06-04,1436
2018-06-05,1436
2018-06-06,1436
2018-06-07,1436
2018-06-08,1436
2018-06-09,1436
2018-06-10,1436
2018-06-11,1475
2018-06-12,1475
2018-06-13,1475
2018-06-14,1475
2018-06-15,1475
2018-06-16,1475
2018-06-17,1475
2018-06-18,1475
2018-06-19,1475
2018-06-20,1475
2018-06-22,1538
2018-06-23,1538
2018-06-24,1538
2018-06-25,1538
2018-06-26,1538
2018-06-27,1538
2018-06-28,1538
2018-06-29,1538
2018-06-30,1538
2018-07-01,1580
2018-07-02,1580
2018-07-03,1580
2018-07-04,1580
2018-07-05,1580
2018-07-06,1580
2018-07-07,1580
2018-07-08,1580
2018-07-09,1580
2018-07-10,1580
2018-07-11,1580
2018-07-12,1580
2018-07-13,1580
2018-07-14,1580
2018-07-15,1580
2018-07-16,1580
2018-07-17,1580
2018-07-18,1580
2018-07-19,1580
2018-07-20,1580
2018-07-21,1580
2018-07-22,1580
2018-07-23,1637
2018-07-24,1637
2018-07-25,1637
2018-07-26,1637
2018-07-27,1637
2018-07-28,1637
2018-07-29,1637
2018-07-30,1637
2018-07-31,1637
2018-08-01,1637
2018-08-02,1637
2018-08-03,1637
2018-08-04,1637
2018-08-05,1637
2018-08-06,1637
2018-08-07,1637
2018-08-08,1655
2018-08-09,1655
2018-08-10,1655
2018-08-11,1655
2018-08-12,1655
2018-08-14,1655
2018-08-16,1655
2018-08-17,1655
2018-08-18,1655
2018-08-19,1655
2018-08-20,1655
2018-08-21,1655
2018-08-22,1655
2018-08-23,1655
2018-08-24,1655
2018-08-25,1655
2018-08-26,1655
2018-08-27,1637
2018-08-28,1637
2018-08-29,1637
2018-08-30,1637
2018-08-31,1637
2018-09-01,1637
2018-09-02,1637
2018-09-03,1637
2018-09-04,1637
2018-09-05,1637
2018-09-06,1637
2018-09-07,1637
2018-09-08,1637
2018-09-09,1637
2018-09-10,1637
2018-09-11,1637
2018-09-12,1637
2018-09-13,1602
2018-09-14,1602
2018-09-15,1602
2018-09-16,1602
2018-09-17,1602
2018-09-18,1602
2018-09-19,1602
2018-09-20,1602
2018-09-21,1602
2018-09-22,1602
2018-09-23,1602
2018-09-24,1602
2018-09-25,1602
2018-09-26,1602
2018-09-27,1602
2018-09-28,1602
2018-09-29,1602
2018-09-30,1602
2018-10-02,1581
2018-10-03,1581
2018-10-04,1581
2018-10-05,1581
2018-10-06,1581
2018-10-07,1581
2018-10-08,1581
2018-10-09,1581
2018-10-10,1581
2018-10-11,1581
2018-10-12,1581
2018-10-13,1581
2018-10-14,1581
2018-10-15,1581
2018-10-16,1581
2018-10-17,1581
2018-10-18,1581
2018-10-19,1638
2018-10-20,1638
2018-10-21,1638
2018-10-22,1638
2018-10-23,1638
2018-10-24,1638
2018-10-25,1638
2018-10-26,1638
2018-10-27,1638
2018-10-28,1638
2018-10-29,1638
2018-10-30,1638
2018-10-31,1638
2018-11-01,1638
2018-11-03,1664
2018-11-04,1664
2018-11-05,1664
2018-11-06,1664
2018-11-07,1664
2018-11-08,1664
2018-11-09,1664
2018-11-10,1664
2018-11-11,1664
2018-11-12,1664
2018-11-13,1664
2018-11-14,1664
2018-11-15,1723
2018-11-16,1723
2018-11-17,1723
2018-11-18,1723
2018-11-19,1723
2018-11-20,1723
2018-11-21,1723
2018-11-22,1723
2018-11-23,1723
2018-11-24,1723
2018-11-25,1723
2018-11-26,1683
2018-11-27,1683
2018-11-28,1683
2018-11-29,1683
2018-12-01,1683
2018-12-02,1683
2018-12-03,1683
2018-12-04,1683
2018-12-05,1683
2018-12-07,1618
2018-12-09,1618
2018-12-10,1618
2018-12-11,1618
2018-12-12,1618
2018-12-13,1618
2018-12-14,1618
2018-12-15,1618
2018-12-16,1618
2018-12-17,1618
2018-12-18,1593
2018-12-19,1593
2018-12-20,1593
2018-12-21,1593
2018-12-22,1593
2018-12-23,1593
2018-12-24,1593
2018-12-25,1593
2018-12-26,1593
2018-12-27,1593
2018-12-28,1593
2018-12-29,1552
2018-12-30,1552
2018-12-31,1552
2019-01-01,1552
2019-01-02,1552
2019-01-03,1552
2019-01-04,1552
2019-01-05,1552
2019-01-06,1552
2019-01-08,1526
2019-01-10,1526
2019-01-11,1526
2019-01-12,1526
2019-01-13,1526
2019-01-14,1526
2019-01-15,1526
2019-01-16,1526
2019-01-17,1526
2019-01-18,1526
2019-01-19,1526
2019-01-20,1526
2019-01-21,1478
2019-01-22,1478
2019-01-23,1478
2019-01-24,1478
2019-01-25,1478
2019-01-26,1478
2019-01-27,1478
2019-01-28,1478
2019-01-29,1478
2019-01-30,1478
2019-01-31,1430
2019-02-01,1430
2019-02-02,1430
2019-02-03,1430
2019-02-04,1430
2019-02-05,1430
2019-02-06,1440
2019-02-07,1440
2019-02-08,1440
2019-02-09,1440
2019-02-10,1440
2019-02-11,1440
2019-02-12,1440
2019-02-13,1440
2019-02-14,1440
2019-02-15,1440
2019-02-16,1440
2019-02-17,1440
2019-02-18,1383
2019-02-19,1383
2019-02-20,1383
2019-02-21,1383
2019-02-22,1383
2019-02-23,1383
2019-02-24,1383
2019-02-25,1383
2019-02-26,1383
2019-02-27,1383
2019-02-28,1383
2019-03-01,1383
2019-03-02,1383
2019-03-03,1383
2019-03-04,1383
2019-03-05,1383
2019-03-06,1383
2019-03-07,1383
2019-03-08,1383
2019-03-09,1383
2019-03-10,1406
2019-03-11,1406
2019-03-12,1406
2019-03-13,1406
2019-03-14,1406
2019-03-15,1406
2019-03-16,1406
2019-03-17,1406
2019-03-18,1406
2019-03-19,1406
2019-03-20,1406
2019-03-21,1451
2019-03-22,1451
2019-03-23,1451
2019-03-24,1451
2019-03-25,1451
2019-03-26,1451
2019-03-27,1451
2019-03-28,1492
2019-03-29,1492
2019-03-30,1492
2019-03-31,1492
2019-04-01,1492
2019-04-02,1492
2019-04-03,1492
2019-04-04,1492
2019-04-05,1492
2019-04-06,1492
2019-04-07,1552
2019-04-08,1552
2019-04-09,1552
2019-04-10,1552
2019-04-11,1552
2019-04-12,1552
2019-04-13,1552
2019-04-14,1552
2019-04-15,1552
2019-04-16,1552
2019-04-17,1552
2019-04-18,1552
2019-04-19,1552
2019-04-20,1591
2019-04-21,1591
2019-04-22,1591
2019-04-23,1591
