date_obj,Emerald%20dragon%20bolts price
2019-04-24,1591
2019-04-25,1591
2019-04-26,1591
2019-04-27,1591
2019-04-28,1591
2019-04-29,1591
2019-04-30,1591
2019-05-01,1591
2019-05-02,1591
2019-05-03,1550
2019-05-04,1550
2019-05-05,1550
2019-05-06,1550
2019-05-07,1550
2019-05-08,1550
2019-05-09,1550
2019-05-10,1550
2019-05-11,1550
2019-05-12,1550
2019-05-13,1550
2019-05-14,1550
2019-05-15,1550
2019-05-16,1562
2019-05-17,1562
2019-05-18,1562
2019-05-19,1562
2019-05-20,1562
2019-05-21,1562
2019-05-22,1562
2019-05-23,1562
2019-05-24,1562
2019-05-25,1562
2019-05-26,1562
2019-05-27,1562
2019-05-28,1562
2019-05-29,1562
2019-05-30,1530
2019-05-31,1530
2019-06-01,1530
2019-06-02,1530
2019-06-03,1530
2019-06-04,1530
2019-06-05,1530
2019-06-06,1530
2019-06-07,1530
2019-06-08,1530
2019-06-09,1530
2019-06-10,1530
2019-06-11,1530
2019-06-12,1530
2019-06-13,1530
2019-06-14,1530
2019-06-15,1530
2019-06-16,1564
2019-06-17,1564
2019-06-18,1564
2019-06-19,1564
2019-06-20,1564
2019-06-21,1564
2019-06-22,1564
2019-06-23,1564
2019-06-24,1564
2019-06-25,1564
2019-06-26,1564
2019-06-27,1564
2019-06-28,1564
2019-06-29,1564
2019-06-30,1529
2019-07-01,1529
2019-07-02,1529
2019-07-03,1529
2019-07-04,1529
2019-07-05,1529
2019-07-06,1529
2019-07-07,1529
2019-07-08,1529
2019-07-09,1529
2019-07-10,1529
2019-07-11,1529
2019-07-12,1529
2019-07-13,1529
2019-07-14,1458
2019-07-15,1458
2019-07-16,1458
2019-07-17,1458
2019-07-18,1458
2019-07-19,1458
2019-07-20,1458
2019-07-21,1458
2019-07-22,1458
2019-07-23,1458
2019-07-24,1458
2019-07-25,1458
2019-07-26,1458
2019-07-27,1458
2019-07-28,1458
2019-07-29,1419
2019-07-30,1419
2019-07-31,1419
2019-08-01,1419
2019-08-02,1419
2019-08-03,1419
2019-08-04,1419
2019-08-05,1419
2019-08-06,1419
2019-08-07,1419
2019-08-08,1419
2019-08-09,1419
2019-08-10,1419
2019-08-11,1419
2019-08-12,1374
2019-08-13,1374
2019-08-14,1374
2019-08-15,1374
2019-08-16,1374
2019-08-17,1374
2019-08-18,1374
2019-08-19,1374
2019-08-20,1374
2019-08-21,1374
2019-08-22,1374
2019-08-23,1317
2019-08-24,1317
2019-08-24,1317
2019-08-25,1317
2019-08-25,1317
2019-08-26,1317
2019-08-27,1317
2019-08-27,1317
2019-08-28,1317
2019-08-29,1317
2019-08-30,1317
2019-08-31,1317
2019-09-01,1317
2019-09-02,1317
2019-09-03,1317
2019-09-04,1317
2019-09-05,1317
2019-09-06,1317
2019-09-07,1278
2019-09-08,1278
2019-09-09,1278
2019-09-10,1278
2019-09-11,1278
2019-09-12,1278
2019-09-13,1278
2019-09-14,1278
2019-09-15,1278
2019-09-16,1278
2019-09-17,1278
2019-09-18,1278
2019-09-19,1278
2019-09-20,1278
2019-09-21,1278
2019-09-22,1278
2019-09-23,1268
2019-09-24,1268
2019-09-25,1268
2019-09-26,1268
2019-09-27,1268
2019-09-28,1268
2019-09-29,1268
2019-09-30,1268
2019-10-01,1268
2019-10-02,1268
2019-10-03,1268
2019-10-04,1268
2019-10-05,1268
2019-10-06,1268
2019-10-07,1268
2019-10-08,1268
2019-10-09,1268
2019-10-10,1207
2019-10-11,1207
2019-10-12,1207
2019-10-13,1207
2019-10-14,1207
2019-10-15,1207
2019-10-16,1207
2019-10-17,1207
2019-10-18,1207
2019-10-19,1207
2019-10-20,1207
2019-10-21,1207
2019-10-22,1207
2019-10-23,1207
2019-10-24,1207
2019-10-25,1207
2019-10-26,1175
2019-10-27,1175
2019-10-28,1175
2019-10-29,1175
2019-10-30,1175
2019-10-31,1175
2019-11-01,1175
2019-11-02,1175
2019-11-03,1175
2019-11-04,1175
2019-11-05,1175
2019-11-06,1175
2019-11-07,1175
2019-11-08,1147
2019-11-09,1147
2019-11-10,1147
2019-11-11,1147
2019-11-12,1147
2019-11-13,1147
2019-11-14,1147
2019-11-15,1147
2019-11-16,1147
2019-11-17,1147
2019-11-18,1147
2019-11-19,1147
2019-11-20,1147
2019-11-21,1147
2019-11-22,1147
2019-11-23,1147
2019-11-24,1101
2019-11-25,1101
2019-11-26,1101
2019-11-27,1101
2019-11-28,1101
2019-11-29,1101
2019-11-30,1101
2019-12-01,1101
2019-12-02,1101
2019-12-03,1101
2019-12-04,1101
2019-12-05,1101
2019-12-06,1101
2019-12-07,1101
2019-12-08,1101
2019-12-09,1075
2019-12-10,1075
2019-12-11,1075
2019-12-12,1075
2019-12-13,1075
2019-12-14,1075
2019-12-15,1075
2019-12-16,1075
2019-12-17,1075
2019-12-18,1075
2019-12-19,1075
2019-12-20,1075
2019-12-21,1075
2019-12-22,1075
2019-12-23,1075
2019-12-24,1075
2019-12-25,1088
2019-12-26,1088
2019-12-27,1088
2019-12-28,1088
2019-12-29,1088
2019-12-30,1088
2019-12-31,1088
2020-01-01,1088
2020-01-02,1088
2020-01-03,1088
2020-01-04,1088
2020-01-05,1088
2020-01-06,1088
2020-01-07,1088
2020-01-08,1088
2020-01-09,1088
2020-01-10,1114
2020-01-11,1114
2020-01-12,1114
2020-01-13,1114
2020-01-14,1114
2020-01-15,1114
2020-01-16,1114
2020-01-17,1114
2020-01-18,1114
2020-01-19,1114
2020-01-20,1114
2020-01-21,1114
2020-01-22,1114
2020-01-23,1160
2020-01-24,1160
2020-01-25,1160
2020-01-26,1160
2020-01-27,1160
2020-01-28,1187
2020-01-29,1187
2020-01-30,1187
2020-01-31,1187
2020-02-01,1187
2020-02-02,1223
2020-02-03,1223
2020-02-04,1223
2020-02-05,1223
2020-02-06,1223
2020-02-07,1223
2020-02-08,1223
2020-02-09,1263
2020-02-10,1263
2020-02-11,1263
2020-02-12,1263
2020-02-13,1263
2020-02-14,1263
2020-02-15,1263
2020-02-16,1263
2020-02-17,1263
2020-02-18,1253
2020-02-19,1253
2020-02-20,1253
2020-02-21,1253
2020-02-22,1253
2020-02-23,1253
2020-02-24,1253
2020-02-25,1253
2020-02-26,1253
2020-02-27,1253
2020-02-28,1253
2020-02-29,1253
2020-03-01,1198
2020-03-02,1198
2020-03-03,1198
2020-03-04,1198
2020-03-05,1198
2020-03-06,1198
2020-03-07,1198
2020-03-08,1198
2020-03-09,1198
2020-03-10,1198
2020-03-11,1160
2020-03-12,1160
2020-03-13,1160
2020-03-14,1160
2020-03-15,1160
2020-03-16,1160
2020-03-17,1160
2020-03-18,1160
2020-03-19,1160
2020-03-20,1160
2020-03-21,1160
2020-03-22,1166
2020-03-23,1166
2020-03-24,1166
2020-03-25,1166
2020-03-26,1166
2020-03-27,1166
2020-03-28,1179
2020-03-29,1179
2020-03-30,1179
2020-03-31,1179
2020-04-01,1179
2020-04-02,1179
2020-04-03,1179
2020-04-04,1179
2020-04-05,1179
2020-04-06,1137
2020-04-07,1137
2020-04-08,1137
2020-04-09,1137
2020-04-10,1137
2020-04-11,1137
2020-04-12,1137
2020-04-13,1139
2020-04-14,1139
2020-04-15,1139
2020-04-16,1139
2020-04-17,1139
2020-04-18,1139
2020-04-19,1139
2020-04-20,1156
2020-04-21,1156
2020-04-22,1204
2020-04-23,1204
2020-04-24,1204
2020-04-25,1204
2020-04-26,1204
2020-04-27,1230
2020-04-28,1230
2020-04-29,1230
2020-04-30,1230
2020-05-01,1230
2020-05-02,1230
2020-05-03,1230
2020-05-04,1194
2020-05-05,1194
2020-05-06,1194
2020-05-07,1194
2020-05-08,1194
2020-05-09,1194
2020-05-10,1194
2020-05-11,1194
2020-05-12,1134
2020-05-13,1134
