date_obj,Lockpick price
2015-03-26,710
2015-03-27,710
2015-03-28,674
2015-03-29,640
2015-03-30,608
2015-03-31,577
2015-04-01,577
2015-04-02,548
2015-04-03,520
2015-04-04,494
2015-04-05,494
2015-04-06,469
2015-04-07,445
2015-04-08,445
2015-04-09,422
2015-04-10,400
2015-04-11,391
2015-04-12,391
2015-04-13,380
2015-04-14,380
2015-04-15,363
2015-04-16,363
2015-04-17,344
2015-04-18,332
2015-04-19,332
2015-04-20,317
2015-04-21,317
2015-04-22,311
2015-04-23,305
2015-04-24,305
2015-04-25,302
2015-04-26,302
2015-04-27,298
2015-04-28,289
2015-04-29,289
2015-04-30,290
2015-05-01,285
2015-05-02,282
2015-05-03,282
2015-05-04,281
2015-05-05,281
2015-05-06,284
2015-05-07,284
2015-05-08,291
2015-05-09,293
2015-05-10,293
2015-05-11,296
2015-05-12,297
2015-05-13,297
2015-05-14,295
2015-05-15,295
2015-05-16,297
2015-05-17,301
2015-05-18,301
2015-05-19,293
2015-05-20,293
2015-05-21,293
2015-05-22,296
2015-05-23,296
2015-05-24,301
2015-05-25,307
2015-05-26,307
2015-05-27,309
2015-05-28,317
2015-05-29,321
2015-05-30,319
2015-05-31,319
2015-06-01,323
2015-06-02,323
2015-06-03,318
2015-06-04,318
2015-06-05,304
2015-06-06,288
2015-06-07,273
2015-06-08,273
2015-06-09,262
2015-06-10,252
2015-06-11,252
2015-06-12,239
2015-06-13,227
2015-06-14,215
2015-06-15,205
2015-06-16,197
2015-06-17,197
2015-06-18,187
2015-06-19,178
2015-06-20,169
2015-06-21,169
2015-06-22,170
2015-06-23,170
2015-06-24,174
2015-06-25,174
2015-06-26,181
2015-06-27,181
2015-06-28,189
2015-06-29,189
2015-06-30,199
2015-07-01,209
2015-07-02,209
2015-07-03,220
2015-07-04,231
2015-07-05,231
2015-07-06,242
2015-07-07,255
2015-07-08,264
2015-07-09,264
2015-07-10,273
2015-07-11,273
2015-07-12,280
2015-07-13,289
2015-07-14,294
2015-07-15,292
2015-07-16,292
2015-07-17,299
2015-07-18,299
2015-07-19,309
2015-07-20,308
2015-07-21,308
2015-07-22,307
2015-07-23,307
2015-07-24,309
2015-07-25,309
2015-07-26,310
2015-07-27,319
2015-07-28,323
2015-07-29,333
2015-07-30,333
2015-07-31,336
2015-08-01,346
2015-08-02,349
2015-08-03,349
2015-08-04,337
2015-08-05,320
2015-08-06,305
2015-08-07,305
2015-08-08,293
2015-08-09,300
2015-08-10,301
2015-08-11,303
2015-08-12,303
2015-08-13,304
2015-08-14,306
2015-08-15,306
2015-08-16,310
2015-08-17,314
2015-08-18,314
2015-08-19,315
2015-08-20,315
2015-08-21,317
2015-08-22,321
2015-08-23,321
2015-08-24,328
2015-08-25,328
2015-08-26,331
2015-08-27,327
2015-08-28,327
2015-08-29,328
2015-08-30,328
2015-08-31,318
2015-09-01,308
2015-09-02,308
2015-09-03,305
2015-09-04,297
2015-09-05,297
2015-09-06,297
2015-09-07,300
2015-09-08,300
2015-09-09,305
2015-09-10,305
2015-09-11,311
2015-09-12,311
2015-09-13,320
2015-09-14,320
2015-09-15,322
2015-09-16,322
2015-09-17,331
2015-09-18,331
2015-09-19,338
2015-09-20,338
2015-09-21,329
2015-09-22,313
2015-09-23,299
2015-09-24,299
2015-09-25,289
2015-09-27,292
2015-09-28,294
2015-09-29,294
2015-09-30,300
2015-10-05,313
2015-10-06,297
2015-10-07,297
2015-10-08,282
2015-10-09,267
2015-10-10,267
2015-10-11,253
2015-10-12,240
2015-10-13,240
2015-10-14,228
2015-10-15,216
2015-10-16,205
2015-10-17,205
2015-10-18,194
2015-10-19,184
2015-10-20,174
2015-10-22,165
2015-10-23,156
2015-10-24,148
2015-10-25,140
2015-10-26,133
2015-10-27,133
2015-10-29,126
2015-10-30,119
2015-10-31,113
2015-11-01,113
2015-11-02,107
2015-11-03,101
2015-11-04,101
2015-11-05,96
2015-11-06,96
2015-11-07,92
2015-11-08,92
2015-11-09,91
2015-11-10,91
2015-11-11,91
2015-11-12,91
2015-11-13,93
2015-11-14,95
2015-11-15,98
2015-11-16,98
2015-11-17,102
2015-11-18,102
2015-11-19,106
2015-11-20,101
2015-11-21,101
2015-11-22,102
2015-11-23,102
2015-11-24,108
2015-11-25,114
2015-11-26,114
2015-11-27,119
2015-11-28,125
2015-11-29,130
2015-11-30,137
2015-12-01,137
2015-12-02,144
2015-12-03,152
2015-12-04,152
2015-12-05,160
2015-12-06,168
2015-12-07,168
2015-12-08,177
2015-12-09,186
2015-12-10,186
2015-12-11,196
2015-12-12,205
2015-12-13,216
2015-12-14,216
2015-12-15,224
2015-12-16,235
2015-12-17,235
2015-12-18,244
2015-12-19,250
2015-12-20,261
2015-12-21,272
2015-12-22,280
2015-12-23,289
2015-12-24,289
2015-12-25,292
2015-12-26,292
2015-12-27,294
2015-12-28,300
2015-12-29,309
2015-12-30,316
2015-12-31,324
2016-01-01,324
2016-01-02,333
2016-01-03,338
2016-01-04,343
2016-01-05,353
2016-01-06,362
2016-01-07,369
2016-01-08,370
2016-01-09,365
2016-01-10,370
2016-01-11,367
2016-01-12,356
2016-01-13,345
2016-01-14,332
2016-01-15,322
2016-01-16,321
2016-01-17,322
2016-01-18,318
2016-01-19,318
2016-01-20,318
2016-01-21,318
2016-01-22,314
2016-01-23,318
2016-01-24,316
2016-01-25,307
2016-01-26,307
2016-01-27,296
2016-01-28,296
2016-01-29,291
2016-01-30,291
2016-01-31,285
2016-02-01,283
2016-02-02,274
2016-02-03,265
2016-02-04,265
2016-02-05,258
2016-02-06,255
2016-02-07,255
2016-02-08,251
2016-02-09,238
2016-02-10,226
2016-02-11,226
2016-02-12,214
2016-02-13,203
2016-02-14,203
2016-02-15,192
2016-02-16,182
2016-02-17,172
2016-02-18,172
2016-02-19,164
2016-02-20,157
2016-02-21,150
2016-02-22,150
2016-02-23,142
2016-02-24,134
2016-02-25,128
2016-02-26,128
2016-02-27,126
2016-02-28,126
2016-02-29,127
2016-03-01,131
2016-03-02,134
2016-03-03,138
2016-03-04,142
2016-03-05,147
2016-03-06,150
2016-03-07,150
2016-03-08,152
2016-03-09,156
2016-03-10,159
2016-03-11,159
2016-03-12,164
2016-03-13,164
2016-03-14,168
2016-03-15,175
2016-03-16,181
2016-03-17,181
2016-03-18,187
2016-03-19,192
2016-03-20,198
2016-03-21,198
2016-03-22,202
2016-03-23,207
2016-03-24,212
2016-03-25,221
2016-03-26,233
2016-03-27,233
2016-03-28,243
2016-03-29,255
2016-03-30,255
2016-03-31,267
2016-04-01,281
2016-04-02,296
2016-04-03,309
2016-04-04,322
2016-04-05,331
2016-04-06,341
2016-04-07,348
2016-04-08,357
2016-04-09,364
2016-04-10,367
2016-04-11,367
2016-04-12,362
2016-04-13,364
2016-04-14,359
2016-04-15,351
2016-04-16,355
2016-04-17,356
2016-04-18,350
2016-04-19,343
2016-04-20,336
2016-04-21,337
2016-04-22,337
2016-04-23,331
2016-04-24,314
2016-04-25,298
2016-04-26,283
2016-04-27,268
2016-04-28,254
2016-04-29,251
2016-04-30,251
2016-05-01,250
2016-05-02,252
2016-05-03,252
2016-05-04,250
2016-05-05,258
2016-05-06,258
2016-05-07,260
2016-05-08,260
2016-05-09,265
2016-05-10,273
2016-05-11,273
2016-05-12,286
2016-05-13,299
2016-05-14,308
2016-05-15,319
2016-05-16,326
2016-05-17,332
2016-05-18,338
2016-05-19,336
2016-05-22,352
2016-05-23,356
2016-05-24,359
2016-05-25,354
2016-05-26,355
2016-05-27,340
2016-05-28,340
2016-05-29,323
2016-05-30,323
2016-05-31,306
2016-06-01,292
2016-06-02,283
2016-06-03,278
2016-06-04,271
2016-06-05,267
2016-06-06,258
2016-06-07,258
2016-06-08,257
2016-06-09,254
2016-06-10,261
2016-06-11,262
2016-06-12,261
2016-06-13,261
2016-06-14,263
2016-06-15,264
2016-06-16,261
2016-06-17,263
2016-06-18,266
2016-06-19,272
2016-06-20,273
2016-06-21,281
2016-06-22,288
2016-06-23,286
2016-06-24,291
2016-06-25,297
2016-06-26,300
2016-06-27,303
2016-06-28,300
2016-06-29,299
2016-06-30,296
2016-07-01,301
2016-07-02,299
2016-07-03,303
2016-07-04,304
2016-07-05,307
2016-07-06,306
2016-07-07,299
2016-07-08,304
2016-07-09,307
2016-07-10,314
2016-07-11,319
2016-07-12,320
2016-07-13,321
2016-07-14,319
2016-07-15,322
2016-07-16,328
2016-07-17,333
2016-07-18,336
2016-07-23,347
2016-07-24,348
2016-07-25,351
2016-07-26,351
2016-07-27,343
2016-07-28,339
2016-07-29,343
2016-07-30,350
2016-07-31,350
2016-08-01,350
2016-08-02,354
2016-08-03,347
2016-08-04,339
2016-08-05,343
2016-08-06,339
2016-08-07,339
2016-08-08,341
2016-08-09,344
2016-08-10,349
2016-08-11,349
2016-08-12,349
2016-08-13,341
2016-08-14,339
2016-08-15,344
2016-08-16,349
2016-08-17,349
2016-08-18,343
2016-08-19,335
2016-08-20,325
2016-08-21,332
2016-08-22,330
2016-08-23,331
2016-08-24,320
2016-08-25,317
2016-08-26,317
2016-08-28,312
2016-08-31,293
2016-09-01,287
2016-09-02,287
2016-09-03,281
2016-09-04,284
2016-09-05,286
2016-09-06,290
2016-09-07,290
2016-09-08,289
2016-09-09,289
2016-09-10,290
2016-09-11,290
2016-09-12,294
2016-09-13,296
2016-09-14,296
2016-09-15,290
2016-09-16,290
2016-09-17,293
2016-09-18,294
2016-09-19,289
2016-09-20,289
2016-09-21,286
2016-09-22,290
2016-09-23,292
2016-09-24,292
2016-09-25,295
2016-09-26,295
2016-09-27,298
2016-09-28,299
2016-09-29,299
2016-09-30,293
2016-10-01,289
2016-10-02,289
2016-10-03,278
2016-10-04,266
2016-10-05,252
2016-10-06,247
2016-10-07,242
2016-10-08,247
2016-10-09,247
2016-10-10,253
2016-10-11,258
2016-10-12,260
2016-10-13,251
2016-10-14,256
2016-10-15,261
2016-10-16,264
2016-10-17,263
2016-10-18,262
2016-10-19,267
2016-10-20,269
2016-10-21,263
2016-10-22,263
2016-10-23,263
2016-10-24,266
2016-10-25,266
2016-10-26,267
2016-10-27,266
2016-10-28,266
2016-10-29,271
2016-10-30,275
2016-10-31,278
2016-11-01,278
2016-11-02,277
2016-11-03,274
2016-11-04,277
2016-11-05,277
2016-11-06,284
2016-11-07,287
2016-11-08,293
2016-11-09,295
2016-11-10,297
2016-11-11,300
2016-11-12,300
2016-11-13,302
2016-11-14,309
2016-12-07,324
2016-12-08,320
2016-12-09,319
2016-12-10,324
2016-12-11,328
2016-12-12,331
2016-12-13,337
2016-12-14,339
2016-12-15,339
2016-12-16,340
2016-12-17,328
2016-12-18,312
2016-12-19,298
2016-12-20,287
2016-12-21,278
2016-12-22,264
2016-12-23,250
2016-12-24,244
2016-12-25,238
2016-12-26,227
2016-12-27,215
2016-12-28,204
2016-12-29,194
2016-12-30,186
2016-12-31,179
2017-01-01,175
2017-01-02,169
2017-01-03,161
2017-01-04,163
2017-01-05,155
2017-01-06,154
2017-01-07,156
2017-01-08,153
2017-01-09,155
2017-01-10,157
2017-01-11,154
2017-01-12,158
2017-01-13,159
2017-01-14,162
2017-01-15,166
2017-01-16,169
2017-01-17,174
2017-01-18,178
2017-01-19,178
2017-01-20,181
2017-01-21,183
2017-01-22,185
2017-01-27,196
2017-01-28,198
2017-01-29,199
2017-01-30,201
2017-01-31,204
2017-02-01,207
2017-02-02,210
2017-02-03,213
2017-02-04,215
2017-02-05,215
2017-02-06,220
2017-02-07,222
2017-02-08,227
2017-02-09,227
2017-02-10,230
2017-02-11,232
2017-02-12,233
2017-02-13,227
2017-02-14,226
2017-02-15,223
2017-02-16,219
2017-02-18,222
2017-02-19,224
2017-02-20,226
2017-02-21,230
2017-02-22,233
2017-02-23,234
2017-02-24,233
2017-02-25,237
2017-02-26,234
2017-02-27,238
2017-02-28,240
2017-03-01,241
2017-03-02,240
2017-03-03,243
2017-03-04,248
2017-03-05,252
2017-03-06,245
2017-03-07,236
2017-03-08,226
2017-03-09,219
2017-03-10,215
2017-03-11,208
2017-03-12,198
2017-03-13,190
2017-03-14,180
2017-03-15,171
2017-03-16,162
2017-03-17,157
2017-03-18,153
2017-03-19,149
2017-03-20,147
2017-03-21,145
2017-03-22,141
2017-03-23,139
2017-03-24,141
2017-03-25,135
2017-03-26,134
2017-03-27,133
2017-03-28,129
2017-03-29,133
2017-03-30,137
2017-03-31,142
2017-04-01,148
2017-04-02,151
2017-04-03,151
2017-04-04,147
2017-04-12,162
2017-04-13,168
2017-04-14,172
2017-04-15,178
2017-04-16,185
2017-04-17,192
2017-04-18,200
2017-04-19,206
2017-04-20,213
2017-04-21,219
2017-04-22,224
2017-04-23,229
2017-04-24,228
2017-04-25,224
2017-04-26,222
2017-04-27,221
2017-04-28,216
2017-04-29,216
2017-04-30,220
2017-05-01,223
2017-05-02,222
2017-05-03,220
2017-05-04,225
2017-05-05,229
2017-05-06,232
2017-05-07,237
2017-05-08,237
2017-05-09,237
2017-05-10,239
2017-05-11,241
2017-05-12,242
2017-05-13,246
2017-05-14,245
2017-05-15,248
2017-05-16,251
2017-05-17,246
2017-05-18,243
2017-05-19,235
2017-05-20,236
2017-05-21,226
2017-05-22,215
2017-05-23,210
2017-05-24,205
2017-05-25,199
2017-05-26,193
2017-05-27,196
2017-05-28,197
2017-05-29,196
2017-05-30,196
2017-05-31,196
2017-06-01,195
2017-06-02,195
2017-06-03,193
2017-06-06,201
2017-06-07,203
2017-06-08,204
2017-06-09,207
2017-06-10,200
2017-06-11,201
2017-06-12,200
2017-06-13,203
2017-06-14,192
2017-06-15,184
2017-06-16,175
2017-06-17,168
2017-06-18,163
2017-06-19,163
2017-06-20,155
2017-06-21,147
2017-06-22,139
2017-06-23,132
2017-06-24,128
2017-06-25,124
2017-06-26,127
2017-06-27,130
2017-06-28,134
2017-06-29,137
2017-06-30,141
2017-07-01,146
2017-07-02,150
2017-07-03,153
2017-07-04,158
2017-07-05,163
2017-07-06,167
2017-07-07,172
2017-07-08,174
2017-07-13,189
2017-07-14,186
2017-07-15,191
2017-07-16,195
2017-07-17,192
2017-07-18,190
2017-07-19,189
2017-07-20,189
2017-07-21,190
2017-07-22,190
2017-07-23,187
2017-07-24,190
2017-07-25,192
2017-07-26,191
2017-07-27,193
2017-07-28,196
2017-07-29,199
2017-07-30,202
2017-07-31,202
2017-08-01,205
2017-08-02,208
2017-08-03,212
2017-08-04,217
2017-08-05,221
2017-08-06,226
2017-08-09,229
2017-08-10,231
2017-08-11,233
2017-08-12,237
2017-08-13,239
2017-08-14,237
2017-08-15,235
2017-08-17,232
2017-08-18,232
2017-08-19,222
2017-08-20,219
2017-08-21,217
2017-08-22,218
2017-08-23,220
2017-08-24,221
2017-08-25,219
2017-08-26,218
2017-08-27,220
2017-08-28,221
2017-08-29,222
2017-08-30,222
2017-08-31,217
2017-09-01,217
2017-09-02,218
2017-09-03,221
2017-09-04,226
2017-09-05,228
2017-09-06,231
2017-09-07,233
2017-09-08,237
2017-09-09,238
2017-09-10,242
2017-09-11,246
2017-09-12,245
2017-09-13,244
2017-09-14,237
2017-09-15,237
2017-09-16,232
2017-09-17,234
2017-09-19,232
2017-09-20,235
2017-09-21,232
2017-09-22,227
2017-09-23,225
2017-09-24,223
2017-09-25,227
2017-09-26,223
2017-09-27,214
2017-09-28,213
2017-09-29,212
2017-09-30,215
2017-10-01,218
2017-10-02,215
2017-10-03,212
2017-10-04,210
2017-10-05,212
2017-10-06,213
2017-10-07,220
2017-10-08,224
2017-10-09,226
2017-10-10,231
2017-10-11,231
2017-10-12,235
2017-10-13,229
2017-10-14,225
2017-10-15,221
2017-10-16,217
2017-10-17,217
2017-10-18,212
2017-10-19,206
2017-10-20,201
2017-10-21,199
2017-10-22,201
2017-10-23,204
2017-10-24,208
2017-10-25,211
2017-10-26,212
2017-10-27,216
2017-10-28,216
2017-10-29,218
2017-10-30,220
2017-10-31,219
2017-11-01,219
2017-11-02,215
2017-11-03,212
2017-11-04,210
2017-11-05,202
2017-11-06,202
2017-11-07,200
2017-11-08,192
2017-11-09,182
2017-11-10,172
2017-11-11,164
2017-11-12,167
2017-11-13,160
2017-11-14,157
2017-11-15,159
2017-11-16,152
2017-11-17,153
2017-11-18,156
2017-11-19,160
2017-11-20,164
2017-11-21,167
2017-11-22,158
2017-11-23,150
2017-11-24,149
