date_obj,Lockpick price
2017-11-25,151
2017-11-26,155
2017-11-27,155
2017-11-28,159
2017-11-29,163
2017-11-30,168
2017-12-01,171
2017-12-02,175
2017-12-03,180
2017-12-04,183
2017-12-05,186
2017-12-06,189
2017-12-07,191
2017-12-08,191
2017-12-09,194
2017-12-10,199
2017-12-11,202
2017-12-12,205
2017-12-14,205
2017-12-15,195
2017-12-16,197
2017-12-17,201
2017-12-18,201
2017-12-19,202
2017-12-20,207
2017-12-21,203
2017-12-22,205
2017-12-23,199
2017-12-24,202
2017-12-25,208
2017-12-26,201
2017-12-27,192
2017-12-28,184
2017-12-29,177
2017-12-30,168
2017-12-31,166
2018-01-01,167
2018-01-02,166
2018-01-03,159
2018-01-04,151
2018-01-05,143
2018-01-06,141
2018-01-07,140
2018-01-08,139
2018-01-09,136
2018-01-10,138
2018-01-11,140
2018-01-12,142
2018-01-13,144
2018-01-14,148
2018-01-15,151
2018-01-16,153
2018-01-17,156
2018-01-18,157
2018-01-19,157
2018-01-20,156
2018-01-21,157
2018-01-22,160
2018-01-23,162
2018-01-25,158
2018-01-26,156
2018-01-27,153
2018-01-28,154
2018-01-29,153
2018-01-31,154
2018-02-01,153
2018-02-02,156
2018-02-03,159
2018-02-04,159
2018-02-05,162
2018-02-06,165
2018-02-07,167
2018-02-08,170
2018-02-09,171
2018-02-10,168
2018-02-11,167
2018-02-12,167
2018-02-13,169
2018-02-14,166
2018-02-15,159
2018-02-16,158
2018-02-17,154
2018-02-18,150
2018-02-19,150
2018-02-20,145
2018-02-21,141
2018-02-22,133
2018-02-23,128
2018-02-24,121
2018-02-25,116
2018-02-26,118
2018-02-27,116
2018-02-28,115
2018-03-01,115
2018-03-02,116
2018-03-03,119
2018-03-04,116
2018-03-05,114
2018-03-06,113
2018-03-07,110
2018-03-08,106
2018-03-09,104
2018-03-10,105
2018-03-11,105
2018-03-12,107
2018-03-13,109
2018-03-14,112
2018-03-15,115
2018-03-16,118
2018-03-17,116
2018-03-18,115
2018-03-19,116
2018-03-20,117
2018-03-21,119
2018-03-23,125
2018-03-24,128
2018-03-25,128
2018-03-26,130
2018-03-27,134
2018-03-28,137
2018-03-29,140
2018-03-30,144
2018-03-31,149
2018-04-01,154
2018-04-02,158
2018-04-03,162
2018-04-04,170
2018-04-05,176
2018-04-06,183
2018-04-07,189
2018-04-08,196
2018-04-09,194
2018-04-10,197
2018-04-11,200
2018-04-12,195
2018-04-13,185
2018-04-14,176
2018-04-15,172
2018-04-16,166
2018-04-17,157
2018-04-18,152
2018-04-19,149
2018-04-20,146
2018-04-21,150
2018-04-22,149
2018-04-23,148
2018-04-24,152
2018-04-25,154
2018-04-26,152
2018-04-27,157
2018-04-28,162
2018-04-29,169
2018-04-30,174
2018-05-01,179
2018-05-04,196
2018-05-05,203
2018-05-06,210
2018-05-07,216
2018-05-08,224
2018-05-09,227
2018-05-10,234
2018-05-11,237
2018-05-12,241
2018-05-13,248
2018-05-14,244
2018-05-15,239
2018-05-16,235
2018-05-17,237
2018-05-18,235
2018-05-19,236
2018-05-20,237
2018-05-21,233
2018-05-22,234
2018-05-23,233
2018-05-24,228
2018-05-25,224
2018-05-26,231
2018-05-27,238
2018-05-28,243
2018-05-29,243
2018-05-30,232
2018-05-31,222
2018-06-01,225
2018-06-02,226
2018-06-03,228
2018-06-04,218
2018-06-05,207
2018-06-06,204
2018-06-07,205
2018-06-08,203
2018-06-09,203
2018-06-10,203
2018-06-11,205
2018-06-12,198
2018-06-13,198
2018-06-14,200
2018-06-15,200
2018-06-16,204
2018-06-17,209
2018-06-18,215
2018-06-19,219
2018-06-20,226
2018-06-21,228
2018-06-22,228
2018-06-23,222
2018-06-24,222
2018-06-25,223
2018-06-26,221
2018-06-27,224
2018-06-28,228
2018-06-29,231
2018-06-30,232
2018-07-01,232
2018-07-02,227
2018-07-03,230
2018-07-04,228
2018-07-05,224
2018-07-06,222
2018-07-07,225
2018-07-08,223
2018-07-09,226
2018-07-10,225
2018-07-11,226
2018-07-12,227
2018-07-13,220
2018-07-14,219
2018-07-15,220
2018-07-16,222
2018-07-17,225
2018-07-18,223
2018-07-19,226
2018-07-20,224
2018-07-21,223
2018-07-22,227
2018-07-23,228
2018-07-24,228
2018-07-25,231
2018-07-26,233
2018-07-27,232
2018-07-28,233
2018-07-29,233
2018-07-30,236
2018-07-31,238
2018-08-01,244
2018-08-02,247
2018-08-03,249
2018-08-04,252
2018-08-05,255
2018-08-06,248
2018-08-07,245
2018-08-08,249
2018-08-09,248
2018-08-10,253
2018-08-11,257
2018-08-12,258
2018-08-14,260
2018-08-16,262
2018-08-17,264
2018-08-18,266
2018-08-19,268
2018-08-20,264
2018-08-21,251
2018-08-22,247
2018-08-23,250
2018-08-24,249
2018-08-25,243
2018-08-26,238
2018-08-27,239
2018-08-28,240
2018-08-29,240
2018-08-30,242
2018-08-31,246
2018-09-01,245
2018-09-02,252
2018-09-03,255
2018-09-04,257
2018-09-05,260
2018-09-06,269
2018-09-07,276
2018-09-08,282
2018-09-09,285
2018-09-10,291
2018-09-11,296
2018-09-12,301
2018-09-13,306
2018-09-14,301
2018-09-15,295
2018-09-16,287
2018-09-17,277
2018-09-18,274
2018-09-19,267
2018-09-20,267
2018-09-21,261
2018-09-22,250
2018-09-23,250
2018-09-24,249
2018-09-25,250
2018-09-26,253
2018-09-27,245
2018-09-28,249
2018-09-29,255
2018-09-30,255
2018-10-02,260
2018-10-03,261
2018-10-04,261
2018-10-05,259
2018-10-06,258
2018-10-07,254
2018-10-08,251
2018-10-09,246
2018-10-10,244
2018-10-11,242
2018-10-12,237
2018-10-13,235
2018-10-14,236
2018-10-15,232
2018-10-16,225
2018-10-17,221
2018-10-18,221
2018-10-19,218
2018-10-20,220
2018-10-21,219
2018-10-22,220
2018-10-23,222
2018-10-24,227
2018-10-25,230
2018-10-26,229
2018-10-27,226
2018-10-28,226
2018-10-29,228
2018-10-30,219
2018-10-31,222
2018-11-01,216
2018-11-03,201
2018-11-04,204
2018-11-05,207
2018-11-06,213
2018-11-07,217
2018-11-08,216
2018-11-09,219
2018-11-10,223
2018-11-11,226
2018-11-12,231
2018-11-13,232
2018-11-14,233
2018-11-15,237
2018-11-16,239
2018-11-17,239
2018-11-18,243
2018-11-19,244
2018-11-20,247
2018-11-21,246
2018-11-22,247
2018-11-23,250
2018-11-24,250
2018-11-25,256
2018-11-26,259
2018-11-27,260
2018-11-28,265
2018-11-29,269
2018-12-01,274
2018-12-02,279
2018-12-03,287
2018-12-04,281
2018-12-05,274
2018-12-07,273
2018-12-09,280
2018-12-10,281
2018-12-11,280
2018-12-12,279
2018-12-13,274
2018-12-14,271
2018-12-15,270
2018-12-16,267
2018-12-17,259
2018-12-18,249
2018-12-19,241
2018-12-20,231
2018-12-21,227
2018-12-22,230
2018-12-23,232
2018-12-24,231
2018-12-25,232
2018-12-26,230
2018-12-27,231
2018-12-28,233
2018-12-29,234
2018-12-30,231
2018-12-31,232
2019-01-01,235
2019-01-02,237
2019-01-03,237
2019-01-04,241
2019-01-05,240
2019-01-06,243
2019-01-08,244
2019-01-10,235
2019-01-11,232
2019-01-12,231
2019-01-13,232
2019-01-14,225
2019-01-15,218
2019-01-16,212
2019-01-17,206
2019-01-18,202
2019-01-19,197
2019-01-20,195
2019-01-21,194
2019-01-22,192
2019-01-23,193
2019-01-24,195
2019-01-25,197
2019-01-26,200
2019-01-28,208
2019-01-29,211
2019-01-30,214
2019-01-31,218
2019-02-01,222
2019-02-02,229
2019-02-03,234
2019-02-04,235
2019-02-05,238
2019-02-06,239
2019-02-07,239
2019-02-08,236
2019-02-09,236
2019-02-10,235
2019-02-11,230
2019-02-12,232
2019-02-13,229
2019-02-14,221
2019-02-15,219
2019-02-16,216
2019-02-17,214
2019-02-18,212
2019-02-19,210
2019-02-20,210
2019-02-21,209
2019-02-22,210
2019-02-23,215
2019-02-24,217
2019-02-25,215
2019-02-26,212
2019-02-27,207
2019-02-28,201
2019-03-01,201
2019-03-02,203
2019-03-03,203
2019-03-04,205
2019-03-05,209
2019-03-06,207
2019-03-07,209
2019-03-08,211
2019-03-09,216
2019-03-10,220
2019-03-11,220
2019-03-12,223
2019-03-13,222
2019-03-14,220
2019-03-15,218
2019-03-16,220
2019-03-17,220
2019-03-18,221
2019-03-19,218
2019-03-20,220
2019-03-21,224
2019-03-22,231
2019-03-23,234
2019-03-24,241
2019-03-25,244
2019-03-26,249
2019-03-27,249
2019-03-28,248
2019-03-29,247
2019-03-30,249
2019-03-31,238
2019-04-01,240
2019-04-02,241
2019-04-03,240
2019-04-04,239
2019-04-05,241
2019-04-06,246
2019-04-07,249
2019-04-08,247
2019-04-09,251
2019-04-10,251
2019-04-11,252
2019-04-12,252
2019-04-13,254
2019-04-14,253
2019-04-15,253
2019-04-16,249
2019-04-17,248
2019-04-18,245
2019-04-19,245
2019-04-20,245
2019-04-21,245
2019-04-22,248
2019-04-23,245
2019-04-24,246
2019-04-25,249
2019-04-26,250
2019-04-27,247
2019-04-28,251
2019-04-29,253
2019-04-30,254
2019-05-01,253
2019-05-02,254
2019-05-03,252
2019-05-04,254
2019-05-05,259
2019-05-06,258
2019-05-07,257
2019-05-08,250
2019-05-09,244
2019-05-10,239
2019-05-11,235
2019-05-12,236
2019-05-13,233
2019-05-14,227
2019-05-15,223
2019-05-16,222
2019-05-17,214
2019-05-18,206
2019-05-19,200
2019-05-20,198
2019-05-21,200
2019-05-22,196
2019-05-23,200
2019-05-24,202
2019-05-25,207
2019-05-26,210
2019-05-27,211
2019-05-28,212
2019-05-29,210
2019-05-30,210
2019-05-31,213
2019-06-01,217
2019-06-02,219
2019-06-03,221
2019-06-04,224
2019-06-05,226
2019-06-06,226
2019-06-07,226
2019-06-08,227
2019-06-09,230
2019-06-10,234
2019-06-11,237
2019-06-12,239
2019-06-13,240
2019-06-14,239
2019-06-15,241
2019-06-16,242
2019-06-17,239
2019-06-18,239
2019-06-19,235
2019-06-20,234
2019-06-21,234
2019-06-22,233
2019-06-23,232
2019-06-24,235
2019-06-25,233
2019-06-26,235
2019-06-27,228
2019-06-28,230
2019-06-29,232
2019-06-30,234
2019-07-01,239
2019-07-02,238
2019-07-03,239
2019-07-04,240
2019-07-05,240
2019-07-06,241
2019-07-07,242
2019-07-08,245
2019-07-09,249
2019-07-10,250
2019-07-11,251
2019-07-12,254
2019-07-13,256
2019-07-14,258
2019-07-15,263
2019-07-16,260
2019-07-17,262
2019-07-18,259
2019-07-19,258
2019-07-20,262
2019-07-21,261
2019-07-22,262
2019-07-23,262
2019-07-24,260
2019-07-25,260
2019-07-26,258
2019-07-27,258
2019-07-28,262
2019-07-29,261
2019-07-30,262
2019-07-31,257
2019-08-01,253
2019-08-02,253
2019-08-03,254
2019-08-04,257
2019-08-05,259
2019-08-06,256
2019-08-07,253
2019-08-08,245
2019-08-09,243
2019-08-10,242
2019-08-11,247
2019-08-12,240
2019-08-13,236
2019-08-14,236
2019-08-15,238
2019-08-16,236
2019-08-17,236
2019-08-18,239
2019-08-19,236
2019-08-20,239
2019-08-21,240
2019-08-22,235
2019-08-23,232
2019-08-24,233
2019-08-24,233
2019-08-25,232
2019-08-25,232
2019-08-26,221
2019-08-26,221
2019-08-27,210
2019-08-27,210
2019-08-28,201
2019-08-29,204
2019-08-30,204
2019-08-31,203
2019-09-01,199
2019-09-02,203
2019-09-03,205
2019-09-04,198
