date_obj,Black%20pickaxe price
2015-11-02,6994
2015-11-03,7059
2015-11-04,7065
2015-11-05,7037
2015-11-06,7056
2015-11-07,7061
2015-11-08,7047
2015-11-09,7033
2015-11-10,7031
2015-11-11,7056
2015-11-12,7052
2015-11-13,7101
2015-11-14,7080
2015-11-15,7123
2015-11-16,7065
2015-11-17,7091
2015-11-18,7095
2015-11-19,7219
2015-11-20,7222
2015-11-21,7230
2015-11-22,7296
2015-11-23,7267
2015-11-24,7271
2015-11-25,7301
2015-11-26,7259
2015-11-27,7291
2015-11-28,7324
2015-11-29,7349
2015-11-30,7391
2015-12-01,7388
2015-12-02,7459
2015-12-03,7583
2015-12-04,7606
2015-12-05,7599
2015-12-06,7731
2015-12-07,7820
2015-12-08,7935
2015-12-09,8013
2015-12-10,8169
2015-12-11,8121
2015-12-12,8129
2015-12-13,8185
2015-12-14,8342
2015-12-15,8282
2015-12-16,8215
2015-12-17,8169
2015-12-18,8106
2015-12-19,8048
2015-12-20,8003
2015-12-21,7983
2015-12-22,7988
2015-12-23,8055
2015-12-24,8054
2015-12-25,8048
2015-12-26,8042
2015-12-27,7762
2015-12-28,7786
2015-12-29,7587
2015-12-30,7446
2015-12-31,7318
2016-01-01,7094
2016-01-02,7060
2016-01-03,6843
2016-01-04,6747
2016-01-05,6827
2016-01-06,6848
2016-01-07,6877
2016-01-08,6855
2016-01-09,6862
2016-01-10,6906
2016-01-11,6908
2016-01-12,6835
2016-01-13,6882
2016-01-14,6916
2016-01-15,6819
2016-01-16,6747
2016-01-17,6754
2016-01-18,6761
2016-01-19,6825
2016-01-20,6843
2016-01-21,6857
2016-01-22,6879
2016-01-23,6891
2016-01-24,6888
2016-01-25,6963
2016-01-26,6967
2016-01-27,6981
2016-01-28,6849
2016-01-29,6802
2016-01-30,6720
2016-01-31,6761
2016-02-01,6820
2016-02-02,6999
2016-02-03,7065
2016-02-04,7198
2016-02-05,7310
2016-02-06,7290
2016-02-07,7471
2016-02-08,7477
2016-02-09,7543
2016-02-10,7752
2016-02-11,7859
2016-02-12,7993
2016-02-13,7959
2016-02-14,8071
2016-02-15,8167
2016-02-16,8268
2016-02-17,8371
2016-02-18,8485
2016-02-19,8645
2016-02-20,8827
2016-02-21,8942
2016-02-22,9134
2016-02-23,9458
2016-02-24,9477
2016-02-25,9433
2016-02-26,9380
2016-02-27,9495
2016-02-28,9522
2016-02-29,9548
2016-03-01,9585
2016-03-02,9666
2016-03-03,9478
2016-03-04,9555
2016-03-05,9633
2016-03-06,9252
2016-03-07,9273
2016-03-08,9295
2016-03-09,9291
2016-03-10,9354
2016-03-11,9349
2016-03-12,9393
2016-03-13,9315
2016-03-14,9314
2016-03-15,9276
2016-03-16,9336
2016-03-17,9334
2016-03-18,9378
2016-03-19,9401
2016-03-20,9289
2016-03-21,9298
2016-03-22,9236
2016-03-23,9236
2016-03-24,9212
2016-03-25,9228
2016-03-26,9091
2016-03-27,9048
2016-03-28,9025
2016-03-29,8994
2016-03-30,8868
2016-03-31,8883
2016-04-01,8876
2016-04-02,8953
2016-04-03,8929
2016-04-04,8886
2016-04-05,8925
2016-04-06,8980
2016-04-07,9010
2016-04-08,9070
2016-04-09,9041
2016-04-10,8858
2016-04-11,8762
2016-04-12,8694
2016-04-13,8711
2016-04-14,8549
2016-04-15,8561
2016-04-16,8468
2016-04-17,8564
2016-04-18,8614
2016-04-19,8769
2016-04-20,8867
2016-04-21,8930
2016-04-22,8951
2016-04-23,8861
2016-04-24,8879
2016-04-25,8877
2016-04-26,8961
2016-04-27,9002
2016-04-28,9111
2016-04-29,9029
2016-04-30,9062
2016-05-01,9112
2016-05-02,9076
2016-05-03,9109
2016-05-04,9148
2016-05-05,9093
2016-05-06,8671
2016-05-07,8708
2016-05-08,8858
2016-05-09,9008
2016-05-10,9067
2016-05-11,9259
2016-05-12,9387
2016-05-13,9396
2016-05-14,9415
2016-05-15,9403
2016-05-16,9510
2016-05-17,9503
2016-05-18,9540
2016-05-19,9455
2016-05-22,9652
2016-05-23,9898
2016-05-24,10104
2016-05-25,10203
2016-05-26,10364
2016-05-27,10503
2016-05-28,10774
2016-05-29,10742
2016-05-30,10706
2016-05-31,10400
2016-06-01,10284
2016-06-02,10288
2016-06-03,10392
2016-06-04,10355
2016-06-05,10365
2016-06-06,10512
2016-06-07,10731
2016-06-08,10754
2016-06-09,10861
2016-06-10,10923
2016-06-11,11059
2016-06-12,11157
2016-06-13,11296
2016-06-14,11306
2016-06-15,11315
2016-06-16,11307
2016-06-17,11282
2016-06-18,11371
2016-06-19,11450
2016-06-20,11416
2016-06-21,11509
2016-06-22,11588
2016-06-23,11791
2016-06-24,11924
2016-06-25,12049
2016-06-26,12165
2016-06-27,12223
2016-06-28,12475
2016-06-29,12477
2016-06-30,12658
2016-07-01,12714
2016-07-02,12736
2016-07-03,12838
2016-07-04,12853
2016-07-05,12841
2016-07-06,12332
2016-07-07,11760
2016-07-08,11194
2016-07-09,10641
2016-07-10,10108
2016-07-11,9602
2016-07-12,9121
2016-07-13,8664
2016-07-14,8230
2016-07-15,7818
2016-07-16,7427
2016-07-17,7055
2016-07-18,6714
2016-07-23,5552
2016-07-24,5505
2016-07-25,5446
2016-07-26,5391
2016-07-27,5293
2016-07-28,5079
2016-07-29,5002
2016-07-30,4902
2016-07-31,4847
2016-08-01,4828
2016-08-02,4808
2016-08-03,4731
2016-08-04,4624
2016-08-05,4581
2016-08-06,4585
2016-08-07,4561
2016-08-08,4515
2016-08-09,4496
2016-08-10,4471
2016-08-11,4400
2016-08-12,4419
2016-08-13,4383
2016-08-14,4389
2016-08-15,4334
2016-08-16,4329
2016-08-17,4364
2016-08-18,4324
2016-08-19,4316
2016-08-20,4312
2016-08-21,4265
2016-08-22,4168
2016-08-23,4151
2016-08-24,4156
2016-08-25,4205
2016-08-26,4269
2016-08-28,4356
2016-08-31,4479
2016-09-01,4612
2016-09-02,4700
2016-09-03,4822
2016-09-04,4906
2016-09-05,4976
2016-09-06,5020
2016-09-07,4896
2016-09-08,4748
2016-09-09,4718
2016-09-10,4716
2016-09-11,4702
2016-09-12,4749
2016-09-13,4784
2016-09-14,4817
2016-09-15,4875
2016-09-16,4935
2016-09-17,4969
2016-09-18,5014
2016-09-19,5152
2016-09-20,5207
2016-09-21,5292
2016-09-22,5357
2016-09-23,5353
2016-09-24,5428
2016-09-25,5485
2016-09-26,5493
2016-09-27,5560
2016-09-28,5667
2016-09-29,5744
2016-09-30,5759
2016-10-01,5718
2016-10-02,5786
2016-10-03,5815
2016-10-04,5886
2016-10-05,5881
2016-10-06,5845
2016-10-07,5787
2016-10-08,5834
2016-10-09,5958
2016-10-10,6046
2016-10-11,6035
2016-10-12,6075
2016-10-13,6089
2016-10-14,5999
2016-10-15,5974
2016-10-16,6014
2016-10-17,6034
2016-10-18,6027
2016-10-19,6112
2016-10-20,6145
2016-10-21,6194
2016-10-22,6284
2016-10-23,6307
2016-10-24,6288
2016-10-25,6132
2016-10-26,6100
2016-10-27,6173
2016-10-28,6098
2016-10-29,6105
2016-10-30,6142
2016-10-31,6186
2016-11-01,6041
2016-11-02,6066
2016-11-03,6076
2016-11-04,6111
2016-11-05,6048
2016-11-06,6067
2016-11-07,6055
2016-11-08,6128
2016-11-09,6139
2016-11-10,6118
2016-11-11,6111
2016-11-12,6056
2016-11-13,5945
2016-11-14,6004
2016-11-15,6105
2016-12-07,5719
2016-12-08,5509
2016-12-09,5428
2016-12-10,5409
2016-12-11,5361
2016-12-12,5175
2016-12-13,5009
2016-12-14,4925
2016-12-15,4881
2016-12-16,4695
2016-12-17,4681
2016-12-18,4741
2016-12-19,4794
2016-12-20,4805
2016-12-21,4870
2016-12-22,4848
2016-12-23,4888
2016-12-24,4830
2016-12-25,4840
2016-12-26,4874
2016-12-27,4903
2016-12-28,4889
2016-12-29,4844
2016-12-30,4846
2016-12-31,4845
2017-01-01,4856
2017-01-02,4867
2017-01-03,4827
2017-01-04,4800
2017-01-05,4753
2017-01-06,4716
2017-01-07,4726
2017-01-08,4735
2017-01-09,4685
2017-01-10,4724
2017-01-11,4779
2017-01-12,4840
2017-01-13,4860
2017-01-14,4887
2017-01-15,4988
2017-01-16,5068
2017-01-17,5137
2017-01-18,5269
2017-01-19,5386
2017-01-20,5438
2017-01-21,5389
2017-01-22,5346
2017-01-23,5449
2017-01-27,5571
2017-01-28,5575
2017-01-29,5615
2017-01-30,5714
2017-01-31,5707
2017-02-01,5772
2017-02-02,5811
2017-02-03,5811
2017-02-04,5849
2017-02-05,5866
2017-02-06,5930
2017-02-07,5970
2017-02-08,5956
2017-02-09,5874
2017-02-10,5876
2017-02-11,5782
2017-02-12,5859
2017-02-13,5844
2017-02-14,5773
2017-02-15,5852
2017-02-16,5864
2017-02-18,5834
2017-02-19,5881
2017-02-20,5887
2017-02-21,5880
2017-02-22,5742
2017-02-23,5655
2017-02-24,5604
2017-02-25,5533
2017-02-26,5435
2017-02-27,5390
2017-02-28,5352
2017-03-01,5294
2017-03-02,5294
2017-03-03,5202
2017-03-04,5188
2017-03-05,5229
2017-03-06,5180
2017-03-07,5108
2017-03-08,5109
2017-03-09,5081
2017-03-10,5088
2017-03-11,5109
2017-03-12,5112
2017-03-13,5193
2017-03-14,5264
2017-03-15,5323
2017-03-16,5344
2017-03-17,5342
2017-03-18,5306
2017-03-19,5308
2017-03-20,5243
2017-03-21,5283
2017-03-22,5335
2017-03-23,5332
2017-03-24,5381
2017-03-25,5423
2017-03-26,5397
2017-03-27,5442
2017-03-28,5380
2017-03-29,5442
2017-03-30,5456
2017-03-31,5449
2017-04-01,5471
2017-04-02,5435
2017-04-03,5437
2017-04-04,5469
2017-04-12,5597
2017-04-13,5528
2017-04-14,5554
2017-04-15,5590
2017-04-16,5613
2017-04-17,5558
2017-04-18,5486
2017-04-19,5426
2017-04-20,5395
2017-04-21,5361
2017-04-22,5295
2017-04-23,5162
2017-04-24,5048
2017-04-25,5031
2017-04-26,5097
2017-04-27,5042
2017-04-28,4983
2017-04-29,4929
2017-04-30,4833
2017-05-01,4852
2017-05-02,4926
2017-05-03,5008
2017-05-04,5078
2017-05-05,5102
2017-05-06,5162
2017-05-07,5213
2017-05-08,5290
2017-05-09,5376
2017-05-10,5436
2017-05-11,5471
2017-05-12,5481
2017-05-13,5520
2017-05-14,5540
2017-05-15,5591
2017-05-16,5651
2017-05-17,5639
2017-05-18,5816
2017-05-19,5987
2017-05-20,5947
2017-05-21,5740
2017-05-22,5791
2017-05-23,5864
2017-05-24,5822
2017-05-25,5884
2017-05-26,5997
2017-05-27,6006
2017-05-28,6056
2017-05-29,6075
2017-05-30,6079
2017-05-31,5994
2017-06-01,6010
2017-06-02,6005
2017-06-03,5970
2017-06-04,6045
2017-06-05,6166
2017-06-06,6160
2017-06-07,6142
2017-06-08,6037
2017-06-09,5865
2017-06-10,5760
2017-06-11,5570
2017-06-12,5567
2017-06-13,5597
2017-06-14,5711
2017-06-15,5838
2017-06-16,5875
2017-06-17,5951
2017-06-18,5995
2017-06-19,6030
2017-06-20,6111
2017-06-21,6177
2017-06-22,6295
2017-06-23,6348
2017-06-24,6324
2017-06-25,6334
2017-06-26,6352
2017-06-27,6397
2017-06-28,6454
2017-06-29,6527
2017-06-30,6596
2017-07-01,6512
2017-07-02,6588
2017-07-03,6630
2017-07-04,6694
2017-07-05,6631
2017-07-06,6635
2017-07-07,6675
2017-07-08,6664
2017-07-13,6647
2017-07-14,6715
2017-07-15,6737
2017-07-16,6618
2017-07-17,6638
2017-07-18,6548
2017-07-19,6644
2017-07-20,6673
2017-07-21,6726
2017-07-22,6747
2017-07-23,6681
2017-07-24,6670
2017-07-25,6764
2017-07-26,6871
2017-07-27,6947
2017-07-28,6980
2017-07-29,7135
2017-07-30,7223
2017-07-31,7232
2017-08-01,7349
2017-08-02,7407
2017-08-03,7514
2017-08-04,7677
2017-08-05,7710
2017-08-06,7782
2017-08-07,7826
2017-08-08,7827
2017-08-09,7727
2017-08-10,7780
2017-08-11,7801
2017-08-12,7834
2017-08-13,7764
2017-08-14,7822
2017-08-15,7912
2017-08-16,8018
2017-08-17,8032
2017-08-18,7927
2017-08-19,7805
2017-08-20,7768
2017-08-21,7770
2017-08-22,7818
2017-08-23,7898
2017-08-24,7814
2017-08-25,7824
2017-08-26,7776
2017-08-27,7838
2017-08-28,7829
2017-08-29,7682
2017-08-30,7667
2017-08-31,7737
2017-09-01,7824
2017-09-02,7678
2017-09-03,7678
2017-09-04,7734
2017-09-05,7746
2017-09-06,7868
2017-09-07,7895
2017-09-08,7890
2017-09-09,7912
2017-09-10,7903
2017-09-11,7961
2017-09-12,7898
2017-09-13,7877
2017-09-14,7962
2017-09-15,7992
2017-09-16,7822
2017-09-17,7775
2017-09-18,7738
2017-09-19,7651
2017-09-20,7615
2017-09-22,7675
2017-09-23,7588
2017-09-24,7607
2017-09-25,7721
2017-09-26,7733
2017-09-27,7471
2017-09-28,7230
2017-09-29,7222
2017-09-30,7065
2017-10-01,7136
2017-10-02,7141
2017-10-03,7096
2017-10-04,6998
2017-10-05,7134
2017-10-06,7139
2017-10-07,7049
2017-10-08,7040
2017-10-09,6970
2017-10-10,6990
2017-10-11,6987
2017-10-12,6907
2017-10-13,6855
2017-10-14,6816
2017-10-15,6773
2017-10-16,6860
2017-10-17,6998
2017-10-18,7154
2017-10-19,7225
2017-10-20,7280
2017-10-21,7292
2017-10-22,7222
2017-10-23,7185
2017-10-24,7196
2017-10-25,7163
2017-10-26,7057
2017-10-27,7087
2017-10-28,7123
2017-10-29,7112
2017-10-30,7118
2017-10-31,7065
2017-11-01,6955
2017-11-02,6808
2017-11-03,6769
2017-11-04,6690
2017-11-05,6751
2017-11-06,6817
2017-11-07,6785
2017-11-08,6716
2017-11-09,6782
2017-11-10,6803
2017-11-11,6739
2017-11-12,6763
2017-11-13,6760
2017-11-14,6758
2017-11-15,6820
2017-11-16,6807
2017-11-17,6882
2017-11-18,6894
2017-11-19,6939
2017-11-20,6864
2017-11-21,6739
2017-11-22,6751
2017-11-23,6707
2017-11-24,6619
2017-11-25,6556
2017-11-26,6593
2017-11-27,6610
2017-11-28,6739
2017-11-29,6798
2017-11-30,6869
2017-12-01,6878
2017-12-02,6812
2017-12-03,6870
2017-12-04,6878
2017-12-05,6975
2017-12-06,7013
2017-12-07,7029
2017-12-08,6980
2017-12-09,7015
2017-12-10,7052
2017-12-11,7035
2017-12-12,7095
2017-12-13,7049
2017-12-14,7124
2017-12-15,7116
2017-12-16,7104
2017-12-17,7108
2017-12-18,7164
2017-12-19,6955
2017-12-20,6824
2017-12-21,6862
2017-12-22,6804
2017-12-23,6823
2017-12-24,6914
2017-12-25,6913
2017-12-26,6908
2017-12-27,6975
2017-12-28,6978
2017-12-29,6981
2017-12-30,6939
2017-12-31,7008
2018-01-01,7067
2018-01-02,7147
2018-01-03,7134
2018-01-04,7197
2018-01-05,7326
2018-01-06,7493
2018-01-07,7589
2018-01-08,7570
2018-01-09,7549
2018-01-10,7517
2018-01-11,7618
2018-01-12,7590
2018-01-13,7619
2018-01-14,7649
2018-01-15,7635
2018-01-16,7674
2018-01-17,7720
2018-01-18,7633
2018-01-19,7605
2018-01-20,7558
2018-01-21,7486
2018-01-22,7445
2018-01-23,7417
2018-01-24,7406
2018-01-25,7302
2018-01-26,7225
2018-01-27,7174
2018-01-28,7093
2018-01-29,7049
2018-01-30,7049
2018-01-31,7091
2018-02-01,6984
2018-02-02,6822
2018-02-03,6784
2018-02-04,6826
2018-02-05,6679
2018-02-06,6551
2018-02-07,6519
2018-02-08,6469
2018-02-09,6503
2018-02-10,6472
2018-02-11,6410
2018-02-12,6460
2018-02-13,6462
2018-02-14,6518
2018-02-15,6553
2018-02-16,6513
2018-02-17,6594
2018-02-18,6502
2018-02-19,6521
2018-02-20,6523
2018-02-21,6496
2018-02-22,6519
2018-02-23,6496
2018-02-24,6488
2018-02-25,6468
2018-02-26,6482
2018-02-27,6493
2018-02-28,6465
2018-03-01,6386
2018-03-02,6371
2018-03-03,6360
2018-03-04,6283
2018-03-05,6291
2018-03-06,6306
2018-03-07,6242
2018-03-08,6346
2018-03-09,6366
2018-03-10,6437
2018-03-11,6452
2018-03-12,6535
2018-03-13,6527
2018-03-14,6600
2018-03-15,6575
2018-03-16,6600
2018-03-17,6651
2018-03-18,6601
2018-03-20,6547
2018-03-21,6513
2018-03-22,6491
2018-03-23,6557
2018-03-24,6462
2018-03-25,6385
2018-03-26,6408
2018-03-27,6401
2018-03-28,6444
2018-03-29,6478
2018-03-30,6553
2018-03-31,6585
2018-04-01,6613
2018-04-02,6640
2018-04-03,6670
2018-04-04,6600
2018-04-05,6694
2018-04-06,6704
2018-04-07,6688
2018-04-08,6674
2018-04-09,6776
2018-04-10,6746
2018-04-11,6743
2018-04-12,6718
2018-04-13,6685
2018-04-14,6686
2018-04-15,6697
2018-04-16,6773
2018-04-17,6840
2018-04-18,6926
2018-04-19,7052
2018-04-20,7213
2018-04-21,7321
2018-04-22,7217
2018-04-23,7343
2018-04-24,7461
2018-04-25,7514
2018-04-26,7586
2018-04-27,7647
2018-04-28,7566
2018-04-29,7555
2018-04-30,7436
2018-05-01,7312
2018-05-02,7310
2018-05-03,7297
2018-05-04,7253
2018-05-05,7033
2018-05-06,6937
2018-05-07,6871
2018-05-08,6835
2018-05-09,6717
2018-05-10,6749
2018-05-11,6750
2018-05-12,6757
2018-05-13,6778
2018-05-14,6778
2018-05-15,6860
2018-05-16,6855
2018-05-17,6785
2018-05-18,6735
2018-05-19,6713
2018-05-20,6620
2018-05-21,6557
2018-05-22,6482
2018-05-23,6500
2018-05-24,6460
2018-05-25,6474
2018-05-26,6388
2018-05-27,6348
2018-05-28,6365
2018-05-29,6477
2018-05-30,6571
2018-05-31,6566
2018-06-01,6730
2018-06-02,6677
2018-06-03,6629
2018-06-04,6683
2018-06-05,6662
2018-06-06,6599
2018-06-07,6591
2018-06-08,6481
2018-06-09,6448
2018-06-10,6360
2018-06-11,6203
2018-06-12,6054
2018-06-13,5946
2018-06-14,5857
2018-06-15,5816
2018-06-16,5646
2018-06-17,5540
2018-06-18,5498
2018-06-19,5362
2018-06-20,5269
2018-06-21,5247
2018-06-22,5248
2018-06-23,5164
2018-06-24,5156
2018-06-25,5106
2018-06-26,5100
2018-06-27,5040
2018-06-28,5043
2018-06-29,5062
2018-06-30,5069
2018-07-01,5083
2018-07-02,5038
2018-07-03,5077
2018-07-04,5139
2018-07-05,5119
2018-07-06,5144
2018-07-07,5229
2018-07-08,5051
2018-07-09,4934
2018-07-10,4980
2018-07-11,4999
2018-07-12,5042
2018-07-13,4979
2018-07-14,4953
2018-07-15,4926
2018-07-16,4924
2018-07-17,4885
2018-07-18,4640
2018-07-19,4596
2018-07-20,4588
2018-07-21,4622
2018-07-22,4611
2018-07-23,4613
2018-07-24,4711
2018-07-25,4708
2018-07-26,4744
2018-07-27,4758
2018-07-28,4816
2018-07-29,4767
2018-07-30,4767
2018-07-31,4887
2018-08-01,5013
2018-08-02,5098
2018-08-03,5112
2018-08-04,5199
2018-08-05,5204
2018-08-06,5290
2018-08-07,5368
2018-08-08,5502
2018-08-09,5690
2018-08-10,5873
2018-08-11,6028
2018-08-12,6155
2018-08-14,6446
2018-08-16,6516
2018-08-17,6720
2018-08-18,6866
2018-08-19,7086
2018-08-20,7291
2018-08-21,7494
2018-08-22,7601
2018-08-23,7687
2018-08-24,7794
2018-08-25,7834
2018-08-26,8047
2018-08-27,8183
2018-08-28,8344
2018-08-29,8487
2018-08-30,8527
2018-08-31,8684
2018-09-01,8791
2018-09-02,8821
2018-09-03,9049
2018-09-04,9211
2018-09-05,9285
2018-09-06,9352
2018-09-07,9543
2018-09-08,9792
2018-09-09,9664
2018-09-10,9833
2018-09-11,10062
2018-09-12,10129
2018-09-13,10179
2018-09-14,10268
2018-09-15,10329
2018-09-16,10269
2018-09-17,10366
2018-09-18,10355
2018-09-19,10341
2018-09-20,10298
2018-09-21,10166
2018-09-22,9965
2018-09-23,9736
2018-09-24,9588
2018-09-25,9497
2018-09-26,9324
2018-09-27,9244
2018-09-28,9098
2018-09-29,8976
2018-09-30,8959
2018-10-01,8883
2018-10-02,8842
2018-10-03,8871
2018-10-04,8833
2018-10-05,8824
2018-10-06,8735
2018-10-07,8710
2018-10-08,8455
2018-10-09,8219
2018-10-10,7996
2018-10-11,7924
2018-10-12,7815
2018-10-13,7701
2018-10-14,7625
2018-10-15,7593
2018-10-16,7605
2018-10-17,7530
2018-10-18,7517
2018-10-19,7542
2018-10-20,7362
2018-10-21,7279
2018-10-22,7229
2018-10-23,7127
2018-10-24,7146
2018-10-25,7074
2018-10-26,6961
2018-10-27,6874
2018-10-28,6821
2018-10-29,6903
2018-10-30,7027
2018-10-31,7255
2018-11-01,7550
2018-11-03,8288
2018-11-04,8688
2018-11-05,9123
2018-11-06,9580
2018-11-07,10036
2018-11-08,10528
2018-11-09,11021
2018-11-10,11537
2018-11-11,12015
2018-11-12,12579
2018-11-13,13171
2018-11-15,14309
2018-11-16,14759
2018-11-17,14852
2018-11-18,14949
2018-11-19,14731
2018-11-20,14554
2018-11-21,14169
2018-11-22,13860
2018-11-23,13513
2018-11-24,13492
2018-11-25,13319
2018-11-26,13195
2018-11-27,13020
2018-11-28,12774
2018-11-29,12613
2018-12-01,11867
2018-12-02,11472
2018-12-03,11110
2018-12-04,10715
2018-12-05,10275
2018-12-07,9471
2018-12-09,8991
2018-12-10,8757
2018-12-11,8577
2018-12-12,8444
2018-12-13,8286
2018-12-14,8213
2018-12-15,8127
2018-12-16,7820
2018-12-17,7630
2018-12-18,7436
2018-12-19,7350
2018-12-20,7242
2018-12-21,7123
2018-12-22,7083
2018-12-23,7014
2018-12-24,7005
2018-12-25,7059
2018-12-26,7050
2018-12-27,7066
2018-12-28,7158
2018-12-29,7160
2018-12-30,7281
2018-12-31,7262
2019-01-01,7265
2019-01-02,7384
2019-01-03,7357
2019-01-04,7368
2019-01-05,7368
2019-01-06,7393
2019-01-08,7380
2019-01-10,7172
2019-01-11,7086
2019-01-12,6990
2019-01-13,6928
2019-01-14,6853
2019-01-15,6834
2019-01-16,6754
2019-01-17,6810
2019-01-18,6832
2019-01-19,6774
2019-01-20,6735
2019-01-21,6661
2019-01-22,6657
2019-01-23,6623
2019-01-24,6587
2019-01-25,6578
2019-01-26,6571
2019-01-27,6588
2019-01-28,6636
2019-01-29,6678
2019-01-30,6651
2019-01-31,6685
2019-02-01,6707
2019-02-02,6696
2019-02-03,6651
2019-02-04,6639
2019-02-05,6643
2019-02-06,6622
2019-02-07,6638
2019-02-08,6570
2019-02-09,6513
2019-02-10,6506
2019-02-11,6494
2019-02-12,6503
2019-02-13,6467
2019-02-14,6434
2019-02-15,6379
2019-02-16,6317
2019-02-17,6309
2019-02-18,6254
2019-02-19,6271
2019-02-20,6236
2019-02-21,6220
2019-02-22,6145
2019-02-23,6189
2019-02-24,6129
2019-02-25,6111
2019-02-26,6090
2019-02-27,6071
2019-02-28,5931
2019-03-01,5924
2019-03-02,5805
2019-03-03,5720
2019-03-04,5707
2019-03-05,5684
2019-03-06,5626
2019-03-07,5577
2019-03-08,5495
2019-03-09,5477
2019-03-10,5382
2019-03-11,5307
2019-03-12,5222
2019-03-13,5171
2019-03-14,5130
2019-03-15,4984
2019-03-16,4857
2019-03-17,4815
2019-03-18,4676
2019-03-19,4637
2019-03-20,4606
2019-03-21,4402
2019-03-22,4282
2019-03-23,4208
