date_obj,Malediction%20ward price
2016-07-24,3913409
2016-07-25,3913409
2016-07-26,3791338
2016-07-27,3791338
2016-07-28,3707715
2016-07-29,3861347
2016-07-30,3861347
2016-07-31,4030321
2016-08-01,4030321
2016-08-02,4130787
2016-08-03,4326888
2016-08-04,4326888
2016-08-05,4458216
2016-08-06,4458216
2016-08-07,4405084
2016-08-08,4405084
2016-08-09,4329503
2016-08-10,4329503
2016-08-11,4210716
2016-08-12,4210716
2016-08-13,4135543
2016-08-14,4135543
2016-08-15,4169507
2016-08-16,4169507
2016-08-17,4125539
2016-08-18,4125539
2016-08-19,3940942
2016-08-20,4005648
2016-08-21,4005648
2016-08-22,3876746
2016-08-23,3729429
2016-08-24,3729429
2016-08-25,3632098
2016-08-26,3632098
2016-08-28,3647614
2016-08-31,3881713
2016-09-01,4008288
2016-09-02,4008288
2016-09-03,3983041
2016-09-04,3790617
2016-09-05,3736786
2016-09-06,3736786
2016-09-07,3659617
2016-09-08,3659617
2016-09-09,3615317
2016-09-10,3493135
2016-09-11,3493135
2016-09-12,3366673
2016-09-13,3393728
2016-09-14,3393728
2016-09-15,3336231
2016-09-16,3336231
2016-09-17,3227029
2016-09-18,3227029
2016-09-19,3127243
2016-09-20,3127243
2016-09-21,3003280
2016-09-22,2915133
2016-09-23,2915133
2016-09-24,3059954
2016-09-25,3063508
2016-09-26,3063508
2016-09-27,3095741
2016-09-28,3095741
2016-09-29,3085765
2016-09-30,3010255
2016-10-01,3010255
2016-10-02,3013825
2016-10-03,3013825
2016-10-04,2975096
2016-10-05,2975096
2016-10-06,2959470
2016-10-07,2959470
2016-10-08,3033195
2016-10-09,3033195
2016-10-10,3048599
2016-10-11,3048599
2016-10-12,3139644
2016-10-13,3139644
2016-10-14,3102449
2016-10-15,3102449
2016-10-16,3173566
2016-10-17,3124058
2016-10-18,3124058
2016-10-19,3125234
2016-10-20,3125234
2016-10-21,3264244
2016-10-22,3264244
2016-10-23,3301620
2016-10-24,3373662
2016-10-25,3373662
2016-10-26,3404380
2016-10-27,3404380
2016-10-28,3429939
2016-10-29,3423941
2016-10-30,3423941
2016-10-31,3482405
2016-11-01,3482405
2016-11-02,3348848
2016-11-03,3348848
2016-11-04,3184003
2016-11-05,3184003
2016-11-06,3177485
2016-11-07,3177485
2016-11-08,3257957
2016-11-09,3237879
2016-11-10,3237879
2016-11-11,3164008
2016-11-12,3164008
2016-11-13,3156658
2016-11-14,3156658
2016-12-07,3771350
2016-12-08,3803033
2016-12-09,3803033
2016-12-10,3731732
2016-12-11,3780470
2016-12-12,3780470
2016-12-13,3864280
2016-12-14,3943765
2016-12-15,3943765
2016-12-16,4071848
2016-12-17,4144801
2016-12-18,4144801
2016-12-19,4118218
2016-12-20,4073219
2016-12-21,4047316
2016-12-22,4047316
2016-12-23,4025313
2016-12-24,4025313
2016-12-25,4159178
2016-12-26,4159178
2016-12-27,4158589
2016-12-28,3975936
2016-12-29,3831006
2016-12-30,3831006
2016-12-31,3725420
2017-01-01,3604772
2017-01-02,3448767
2017-01-03,3448767
2017-01-04,3291214
2017-01-05,3161416
2017-01-06,3081201
2017-01-07,3107068
2017-01-08,3164585
2017-01-09,3245274
2017-01-10,3379573
2017-01-11,3421249
2017-01-12,3457825
2017-01-13,3457825
2017-01-14,3557076
2017-01-15,3731463
2017-01-16,3778346
2017-01-17,3761763
2017-01-18,3885938
2017-01-19,3938501
2017-01-20,4135219
2017-01-21,4140434
2017-01-22,4088431
2017-01-27,3762062
2017-01-28,3715935
2017-01-29,3701612
2017-01-30,3701612
2017-01-31,3799865
2017-02-01,3984842
2017-02-02,4131497
2017-02-03,4287827
2017-02-04,4430697
2017-02-05,4340515
2017-02-06,4380224
2017-02-07,4303937
2017-02-08,4455788
2017-02-09,4455788
2017-02-10,4469663
2017-02-11,4692185
2017-02-12,4692185
2017-02-13,4682764
2017-02-14,4738697
2017-02-15,4831557
2017-02-16,4911117
2017-02-18,4884583
2017-02-19,4866876
2017-02-20,4864716
2017-02-21,4791222
2017-02-22,4791222
2017-02-23,4612084
2017-02-24,4612084
2017-02-25,4385900
2017-02-26,4269874
2017-02-27,4149099
2017-02-28,4179588
2017-03-01,4213376
2017-03-02,4221197
2017-03-03,4134245
2017-03-04,4137950
2017-03-05,4121646
2017-03-06,4047800
2017-03-07,3987310
2017-03-08,3944395
2017-03-09,3927268
2017-03-10,3871800
2017-03-11,3796772
2017-03-12,3768915
2017-03-13,3831135
2017-03-14,3997901
2017-03-15,4025362
2017-03-16,3968755
2017-03-17,3932087
2017-03-18,3914570
2017-03-19,3870800
2017-03-20,3765805
2017-03-21,3736341
2017-03-22,3767093
2017-03-23,3786494
2017-03-24,3861585
2017-03-25,3861585
2017-03-26,3831389
2017-03-27,3789804
2017-03-28,3781658
2017-03-29,3741651
2017-03-30,3712229
2017-03-31,3798586
2017-04-01,3858352
2017-04-02,3823830
2017-04-03,3774556
2017-04-04,3716517
2017-04-12,3656858
2017-04-13,3642310
2017-04-14,3586881
2017-04-15,3484754
2017-04-16,3633790
2017-04-17,3652999
2017-04-18,3800127
2017-04-19,3850598
2017-04-20,3914150
2017-04-21,4096935
2017-04-22,4096935
2017-04-23,3973893
2017-04-24,3826043
2017-04-25,3731157
2017-04-26,3731157
2017-04-27,3745209
2017-04-28,3735238
2017-04-29,3693351
2017-04-30,3655794
2017-05-01,3734274
2017-05-02,3766020
2017-05-03,3927693
2017-05-04,3989895
2017-05-05,3954398
2017-05-06,3881273
2017-05-07,3784170
2017-05-08,3757711
2017-05-09,3733850
2017-05-10,3677785
2017-05-11,3661042
2017-05-12,3649617
2017-05-13,3568882
2017-05-14,3422057
2017-05-15,3322308
2017-05-16,3269738
2017-05-17,3356283
2017-05-18,3434586
2017-05-19,3434586
2017-05-20,3438310
2017-05-21,3438310
2017-05-22,3453566
2017-05-23,3432076
2017-05-24,3412084
2017-05-25,3241479
2017-05-26,3079405
2017-05-27,2925434
2017-05-28,2782791
2017-05-29,2643651
2017-05-30,2514967
2017-05-31,2389218
2017-06-01,2275615
2017-06-02,2165707
2017-06-03,2165707
2017-06-06,2073246
2017-06-07,1969583
2017-06-08,1969583
2017-06-09,1871164
2017-06-10,1778222
2017-06-11,1854343
2017-06-12,1854343
2017-06-13,1944014
2017-06-14,1926895
2017-06-15,1926895
2017-06-16,2019031
2017-06-17,2019031
2017-06-18,2081476
2017-06-19,2081476
2017-06-20,1991990
2017-06-21,2006503
2017-06-22,2006503
2017-06-23,1934173
2017-06-24,1920395
2017-06-25,1922012
2017-06-26,1967300
2017-06-27,1976661
2017-06-28,1976661
2017-06-29,1895741
2017-06-30,1941146
2017-07-01,1941146
2017-07-02,2035744
2017-07-03,2080523
2017-07-04,1992376
2017-07-05,1992376
2017-07-06,2038570
2017-07-07,2038570
2017-07-08,2071057
2017-07-13,2143707
2017-07-14,2084576
2017-07-15,2084576
2017-07-16,2007469
2017-07-17,1988639
2017-07-18,1988639
2017-07-19,1955763
2017-07-20,1922867
2017-07-21,1943574
2017-07-22,1946524
2017-07-23,1920611
2017-07-24,1920611
2017-07-25,1941653
2017-07-26,1965363
2017-07-27,2009808
2017-07-28,2009808
2017-07-29,2038940
2017-07-30,2115115
2017-07-31,2115115
2017-08-01,2121089
2017-08-02,2133635
2017-08-03,2133635
2017-08-04,2063925
2017-08-05,2063546
2017-08-06,2063546
2017-08-09,1945539
2017-08-10,1922275
2017-08-11,1922275
2017-08-12,1924133
2017-08-13,1924133
2017-08-14,1973053
2017-08-15,1886743
2017-08-16,1846253
2017-08-17,1858431
2017-08-18,1858431
2017-08-19,1850408
2017-08-20,1918669
2017-08-21,1898694
2017-08-22,1844024
2017-08-23,1859962
2017-08-24,1859962
2017-08-25,1873805
2017-08-26,1866564
2017-08-27,1863794
2017-08-28,1827048
2017-08-29,1827048
2017-08-30,1861530
2017-08-31,1861530
2017-09-01,1923389
2017-09-02,1892339
2017-09-03,1892339
2017-09-04,1841138
2017-09-05,1824867
2017-09-06,1826512
2017-09-07,1785184
2017-09-08,1785184
2017-09-09,1758712
2017-09-10,1698648
2017-09-11,1723939
2017-09-12,1723939
2017-09-13,1733063
2017-09-14,1749401
2017-09-15,1749401
2017-09-16,1739745
2017-09-17,1742452
2017-09-19,1757731
2017-09-20,1734477
2017-09-21,1770655
2017-09-22,1818544
2017-09-23,1818544
2017-09-24,1824068
2017-09-25,1819119
2017-09-26,1819520
2017-09-27,1819520
2017-09-28,1807033
2017-09-29,1812279
2017-09-30,1898498
2017-10-01,1917799
2017-10-02,1858074
2017-10-03,1858074
2017-10-04,1888597
2017-10-05,1929381
2017-10-06,1956241
2017-10-07,1934162
2017-10-08,1893896
2017-10-09,1876892
2017-10-10,1853394
2017-10-11,1853394
2017-10-12,1888030
2017-10-13,1887764
2017-10-14,1887192
2017-10-15,1887192
2017-10-16,1935006
2017-10-17,1935006
2017-10-18,1988409
2017-10-19,1988409
2017-10-20,1947361
2017-10-21,1911991
2017-10-22,1899421
2017-10-23,1899421
2017-10-24,1833517
2017-10-25,1789510
2017-10-26,1770847
2017-10-27,1750393
2017-10-28,1750393
2017-10-29,1748519
2017-10-30,1784988
2017-10-31,1806205
2017-11-02,1880225
2017-11-03,1954347
2017-11-04,2013978
2017-11-05,2013978
2017-11-06,1965784
2017-11-07,1965784
2017-11-08,1952626
2017-11-09,1871770
2017-11-10,1906305
2017-11-11,1913646
2017-11-12,1896878
2017-11-13,1864382
2017-11-14,1864382
2017-11-15,1873069
2017-11-16,1932189
2017-11-17,1954720
2017-11-18,1954720
2017-11-19,2002828
2017-11-20,1937413
2017-11-21,1895281
2017-11-22,1895281
2017-11-23,1878037
2017-11-24,1856717
2017-11-25,1900660
2017-11-26,1927664
2017-11-27,1927664
2017-11-28,1931739
2017-11-29,1872981
2017-11-30,1872981
2017-12-01,1877932
2017-12-02,1877932
2017-12-03,1833351
2017-12-04,1833351
2017-12-05,1804411
2017-12-06,1801864
2017-12-07,1791579
2017-12-08,1791579
2017-12-09,1805697
2017-12-10,1831494
2017-12-11,1901860
2017-12-12,1858501
2017-12-14,1864360
2017-12-15,1920638
2017-12-17,2024866
2017-12-18,2020933
2017-12-19,2111754
2017-12-20,2215671
2017-12-21,2206682
2017-12-22,2209692
2017-12-23,2211455
2017-12-24,2299036
2017-12-25,2299036
2017-12-26,2242626
2017-12-27,2253366
2017-12-28,2169054
2017-12-29,2088433
2017-12-30,2054557
2017-12-31,2054557
2018-01-01,2089838
2018-01-02,2183001
2018-01-03,2262797
2018-01-04,2152730
2018-01-05,2045093
2018-01-06,1960423
2018-01-07,1926696
2018-01-08,1865589
2018-01-09,1864174
2018-01-10,1864174
2018-01-11,1889296
2018-01-12,1852271
2018-01-13,1890064
2018-01-14,1969948
2018-01-15,2026073
2018-01-16,2025267
2018-01-17,1963027
2018-01-18,1932250
2018-01-19,1932250
2018-01-20,1951926
2018-01-21,1982494
2018-01-22,1960009
2018-01-23,1906122
2018-01-25,1879962
2018-01-26,1881915
2018-01-27,1886223
2018-01-28,1890851
2018-01-29,1912222
2018-01-31,2028224
2018-02-01,2068048
2018-02-02,2043357
2018-02-03,2027310
2018-02-04,1978867
2018-02-05,1952254
2018-02-06,1966501
2018-02-07,1979447
2018-02-08,2078420
2018-02-09,2118576
2018-02-10,2056653
2018-02-11,2006867
2018-02-12,1983287
2018-02-13,2002550
2018-02-14,2036672
2018-02-15,2018458
2018-02-16,2030514
2018-02-17,2095909
2018-02-18,2159210
2018-02-19,2241180
2018-02-20,2351626
2018-02-21,2361134
2018-02-22,2322291
2018-02-23,2321784
2018-02-24,2411443
2018-02-25,2414544
2018-02-26,2441587
2018-02-27,2422112
2018-02-28,2427941
2018-03-01,2535547
2018-03-02,2655030
2018-03-03,2649626
2018-03-04,2712787
2018-03-05,2810907
2018-03-06,2896309
2018-03-07,2861598
2018-03-08,2798146
2018-03-09,2726690
2018-03-10,2714760
2018-03-11,2737273
2018-03-12,2858778
2018-03-13,2903502
2018-03-14,2852730
2018-03-15,2860078
2018-03-16,2880103
2018-03-17,2913863
2018-03-18,3015245
2018-03-19,3165893
2018-03-20,3111075
2018-03-21,3036791
2018-03-23,2887505
2018-03-24,2877564
2018-03-26,2921130
2018-03-27,2898919
2018-03-28,2917153
2018-03-29,3001867
2018-03-30,2940806
2018-03-31,2946134
2018-04-01,3067529
2018-04-02,3220906
2018-04-03,3194779
2018-04-04,3144890
2018-04-05,3160875
2018-04-06,3148355
2018-04-07,3138149
2018-04-08,3141894
2018-04-09,3123363
2018-04-10,3115073
2018-04-11,3218961
2018-04-12,3155267
2018-04-13,3222894
2018-04-14,3290117
2018-04-15,3368034
2018-04-16,3453434
2018-04-17,3509855
2018-04-18,3449811
2018-04-19,3514161
2018-04-20,3511571
2018-04-21,3590642
2018-04-22,3611707
2018-04-23,3760199
2018-04-24,3713347
2018-04-25,3626245
2018-04-26,3580512
2018-04-27,3664428
2018-04-28,3821961
2018-04-29,3842023
2018-04-30,3755715
2018-05-01,3612137
2018-05-04,3388316
2018-05-05,3386643
2018-05-06,3386643
2018-05-07,3343075
2018-05-08,3384758
2018-05-09,3402991
2018-05-10,3311774
2018-05-11,3223845
2018-05-12,3199502
2018-05-13,3199502
2018-05-14,3180417
2018-05-15,3168054
2018-05-16,3180935
2018-05-17,3216923
2018-05-18,3265510
2018-05-19,3201613
2018-05-20,3167047
2018-05-21,3171440
2018-05-22,3211852
2018-05-23,3250097
2018-05-24,3408353
2018-05-25,3387077
2018-05-26,3372482
2018-05-27,3380641
2018-05-28,3507349
2018-05-29,3667650
2018-05-30,3637410
2018-05-31,3776798
2018-06-01,3776509
2018-06-02,3789297
2018-06-03,3765376
2018-06-04,3752002
2018-06-05,3803496
2018-06-06,3752833
2018-06-07,3565496
2018-06-08,3396426
2018-06-09,3287210
2018-06-10,3244631
2018-06-11,3136777
2018-06-12,3131269
2018-06-13,3040619
2018-06-14,3078511
2018-06-15,3117242
2018-06-16,3176041
2018-06-17,3216930
2018-06-18,3226464
2018-06-19,3273145
2018-06-20,3273145
2018-06-21,3353896
2018-06-22,3383354
2018-06-23,3349987
2018-06-24,3287346
2018-06-25,3217552
2018-06-26,3244657
2018-06-27,3250191
2018-06-28,3248228
2018-06-29,3350936
2018-06-30,3454862
2018-07-01,3584757
2018-07-02,3549400
2018-07-03,3448176
2018-07-04,3439075
2018-07-05,3402504
2018-07-06,3517391
2018-07-07,3614625
2018-07-08,3750624
2018-07-09,3706436
2018-07-10,3757403
2018-07-11,3840518
2018-07-12,3942863
2018-07-13,3899714
2018-07-14,3993266
2018-07-15,3976991
2018-07-16,4000534
2018-07-17,4089383
2018-07-18,4027277
2018-07-19,3956259
2018-07-20,3922185
2018-07-21,3943804
2018-07-22,4046990
2018-07-23,3964170
2018-07-24,3900013
2018-07-25,3848663
2018-07-26,3852493
2018-07-27,3730255
2018-07-28,3666671
2018-07-29,3595381
2018-07-30,3557091
2018-07-31,3422339
2018-08-01,3399726
2018-08-02,3303259
2018-08-03,3256898
2018-08-04,3287287
2018-08-05,3279760
2018-08-06,3228594
2018-08-07,3185835
2018-08-08,3045730
2018-08-09,2997821
2018-08-10,2896169
2018-08-11,2860462
2018-08-12,2938446
2018-08-14,3151495
2018-08-16,3024346
2018-08-17,2978130
2018-08-18,3018869
2018-08-19,3111154
2018-08-20,3234165
2018-08-21,3268078
2018-08-22,3361026
2018-08-23,3329478
2018-08-24,3331694
2018-08-25,3327143
2018-08-26,3352879
2018-08-27,3390667
2018-08-28,3422005
2018-08-29,3492359
2018-08-30,3512425
2018-08-31,3484162
2018-09-01,3446393
2018-09-02,3401399
2018-09-03,3397309
2018-09-04,3266348
2018-09-05,3124466
2018-09-06,3124466
2018-09-07,3070456
2018-09-08,3143364
2018-09-09,3104030
2018-09-10,3150590
2018-09-11,3148826
2018-09-12,3135747
2018-09-13,3113256
2018-09-14,3059093
2018-09-15,2982004
2018-09-16,2975993
2018-09-17,2943961
2018-09-18,2973972
2018-09-19,2937280
2018-09-20,2905929
2018-09-21,2950152
2018-09-22,2989064
2018-09-23,3107554
2018-09-24,3104154
2018-09-25,3089694
2018-09-26,3106607
2018-09-27,3165991
2018-09-28,3194842
2018-09-29,3222243
2018-09-30,3262738
2018-10-02,3322901
2018-10-03,3328532
2018-10-04,3370092
2018-10-05,3328894
2018-10-06,3345514
2018-10-07,3349937
2018-10-08,3320513
2018-10-09,3274968
2018-10-10,3250314
2018-10-11,3203601
2018-10-12,3310877
2018-10-13,3417999
2018-10-14,3397987
2018-10-15,3332929
2018-10-16,3298982
2018-10-17,3218105
2018-10-18,3168935
2018-10-19,3150401
2018-10-20,3154376
2018-10-21,3145597
2018-10-22,3088818
2018-10-23,3030624
2018-10-24,2962956
2018-10-25,2902203
2018-10-26,2880492
2018-10-27,2967585
2018-10-28,2967102
2018-10-29,2981375
2018-10-30,3065694
2018-10-31,3022359
2018-11-01,3030590
2018-11-03,3034374
2018-11-04,3111808
2018-11-05,3085156
2018-11-06,3054668
2018-11-07,3038300
2018-11-08,3062585
2018-11-09,3050786
2018-11-10,3081359
2018-11-11,3156311
2018-11-12,3201475
2018-11-13,3117055
2018-11-14,3085085
2018-11-15,3047011
2018-11-16,2977287
2018-11-17,2956308
2018-11-18,2959607
2018-11-19,2955414
2018-11-20,3001975
2018-11-21,3021555
2018-11-22,2951708
2018-11-23,2933966
2018-11-24,2947928
2018-11-25,3079477
2018-11-26,3155123
