date_obj,Rune%20platebody%20(h2) price
2019-08-06,39467
2019-08-07,39467
2019-08-08,39467
2019-08-09,39467
2019-08-10,38667
2019-08-11,38667
2019-08-12,38667
2019-08-13,38667
2019-08-14,38933
2019-08-15,38933
2019-08-16,38933
2019-08-17,39905
2019-08-18,39905
2019-08-19,39905
2019-08-20,40215
2019-08-21,40215
2019-08-22,40215
2019-08-23,39873
2019-08-24,39873
2019-08-24,39873
2019-08-25,39873
2019-08-25,39873
2019-08-26,39913
2019-08-26,39913
2019-08-27,39913
2019-08-27,39913
2019-08-28,39913
2019-08-29,40777
2019-08-30,40777
2019-08-31,40777
2019-09-01,39816
2019-09-02,39816
2019-09-03,39816
2019-09-04,38674
2019-09-05,38674
2019-09-06,38674
2019-09-07,38053
2019-09-08,38053
2019-09-09,38232
2019-09-10,38232
2019-09-11,38232
2019-09-12,38523
2019-09-13,38523
2019-09-14,38523
2019-09-15,38523
2019-09-16,38869
2019-09-17,38869
2019-09-18,38869
2019-09-19,38869
2019-09-20,39635
2019-09-21,39635
2019-09-22,39635
2019-09-23,38920
2019-09-24,38920
2019-09-25,38920
2019-09-26,38920
2019-09-27,38243
2019-09-28,38243
2019-09-29,38243
2019-09-30,38243
2019-10-01,38348
2019-10-02,38348
2019-10-03,38348
2019-10-04,38348
2019-10-05,38108
2019-10-06,38108
2019-10-07,38108
2019-10-08,38505
2019-10-09,38505
2019-10-10,38505
2019-10-11,38505
2019-10-12,39130
2019-10-13,39130
2019-10-14,39130
2019-10-15,39111
2019-10-16,39111
2019-10-17,39111
2019-10-18,39111
2019-10-19,39367
2019-10-20,39367
2019-10-21,39367
2019-10-22,39367
2019-10-23,38802
2019-10-24,38802
2019-10-25,38802
2019-10-26,38802
2019-10-27,38376
2019-10-28,38376
2019-10-29,38376
2019-10-30,38376
2019-10-31,38047
2019-11-01,38047
2019-11-02,38047
2019-11-03,38415
2019-11-04,38415
2019-11-05,38415
2019-11-06,38415
2019-11-07,38865
2019-11-08,38865
2019-11-09,38865
2019-11-10,39397
2019-11-11,39397
2019-11-12,39397
2019-11-13,40364
2019-11-14,40364
2019-11-15,40364
2019-11-16,41197
2019-11-17,41197
2019-11-18,41197
2019-11-19,41197
2019-11-20,40351
2019-11-21,40351
2019-11-22,40351
2019-11-23,40351
2019-11-24,40537
2019-11-25,40537
2019-11-26,40537
2019-11-27,41527
2019-11-28,41527
2019-11-29,41527
2019-11-30,41527
2019-12-01,42494
2019-12-02,42494
2019-12-03,42494
2019-12-04,42973
2019-12-05,42973
2019-12-06,42973
2019-12-07,42973
2019-12-08,42973
2019-12-09,42996
2019-12-10,42996
2019-12-11,42996
2019-12-12,42996
2019-12-13,42996
2019-12-14,42562
2019-12-15,42562
2019-12-16,42562
2019-12-17,42562
2019-12-18,42619
2019-12-19,42619
2019-12-20,42619
2019-12-21,42619
2019-12-22,42477
2019-12-23,42477
2019-12-24,42477
2019-12-25,42477
2019-12-26,42477
2019-12-27,42360
2019-12-28,42360
2019-12-29,42360
2019-12-30,42360
2019-12-31,42450
2020-01-01,42450
2020-01-02,42450
2020-01-03,42450
2020-01-04,42450
2020-01-05,42157
2020-01-06,42157
2020-01-07,42157
2020-01-08,42157
2020-01-09,41713
2020-01-10,41713
2020-01-11,41713
2020-01-12,41713
2020-01-13,41283
2020-01-14,41283
2020-01-15,41283
2020-01-16,40988
2020-01-17,40988
2020-01-18,40988
2020-01-19,41213
2020-01-20,41213
2020-01-21,41213
2020-01-22,41213
2020-01-23,41544
2020-01-24,41544
2020-01-25,41544
2020-01-26,41544
2020-01-27,40281
2020-01-28,40281
2020-01-29,40281
2020-01-30,40281
2020-01-31,40034
2020-02-01,40034
2020-02-02,40034
2020-02-03,40294
2020-02-04,40294
2020-02-05,40294
2020-02-06,39822
2020-02-07,39822
2020-02-08,39822
2020-02-09,39970
2020-02-10,39970
2020-02-11,39970
2020-02-12,39161
2020-02-13,39161
2020-02-14,39161
2020-02-15,39161
2020-02-16,39161
2020-02-17,39458
2020-02-18,39458
2020-02-19,39458
2020-02-20,39458
2020-02-21,39458
2020-02-22,39646
2020-02-23,39646
2020-02-24,39646
2020-02-25,39646
2020-02-26,39981
2020-02-27,39981
2020-02-28,39981
2020-02-29,39981
2020-03-01,40173
2020-03-02,40173
2020-03-03,40173
2020-03-04,40173
2020-03-05,39202
2020-03-06,39202
2020-03-07,39202
2020-03-08,39202
2020-03-09,38913
2020-03-10,38913
2020-03-11,38913
2020-03-12,38525
2020-03-13,38525
2020-03-14,38525
2020-03-15,38984
2020-03-16,38984
2020-03-17,38984
2020-03-18,39194
2020-03-19,39194
2020-03-20,39194
2020-03-21,39194
2020-03-22,39624
2020-03-23,39624
2020-03-24,39624
2020-03-25,40385
2020-03-26,40385
2020-03-27,40385
2020-03-28,40030
2020-03-29,40030
2020-03-30,39619
2020-03-31,39619
2020-04-01,40023
2020-04-02,40023
2020-04-03,40023
2020-04-04,39875
2020-04-05,39875
2020-04-06,40294
2020-04-07,40294
2020-04-08,40430
2020-04-09,40430
2020-04-10,40430
2020-04-11,39839
2020-04-12,39839
2020-04-13,39839
2020-04-14,39383
2020-04-15,39383
2020-04-16,39349
2020-04-17,39349
2020-04-18,39349
2020-04-19,38309
2020-04-20,38309
2020-04-21,38309
2020-04-22,38760
2020-04-23,38760
2020-04-24,38760
2020-04-25,38915
2020-04-26,38915
2020-04-27,39094
2020-04-28,39094
2020-04-29,39094
2020-04-30,38747
2020-05-01,38747
2020-05-02,38747
2020-05-03,38905
2020-05-04,38905
2020-05-05,38905
2020-05-06,39219
2020-05-07,39219
2020-05-08,39219
2020-05-09,38925
2020-05-10,38925
2020-05-11,38925
2020-05-12,38757
2020-05-13,38757
