date_obj,Fire%20orb price
2019-04-06,1593
2019-04-07,1656
2019-04-08,1650
2019-04-09,1651
2019-04-10,1608
2019-04-11,1582
2019-04-12,1502
2019-04-13,1432
2019-04-14,1464
2019-04-15,1518
2019-04-16,1482
2019-04-17,1429
2019-04-18,1366
2019-04-19,1299
2019-04-20,1341
2019-04-21,1360
2019-04-22,1371
2019-04-23,1323
2019-04-24,1286
2019-04-25,1294
2019-04-26,1323
2019-04-27,1385
2019-04-28,1373
2019-04-29,1313
2019-04-30,1352
2019-05-01,1356
2019-05-02,1389
2019-05-03,1336
2019-05-04,1299
2019-05-05,1289
2019-05-06,1281
2019-05-07,1285
2019-05-08,1303
2019-05-09,1313
2019-05-10,1314
2019-05-11,1306
2019-05-12,1283
2019-05-13,1275
2019-05-14,1303
2019-05-15,1298
2019-05-16,1307
2019-05-17,1273
2019-05-18,1274
2019-05-19,1291
2019-05-20,1306
2019-05-21,1353
2019-05-22,1409
2019-05-23,1373
2019-05-24,1368
2019-05-25,1345
2019-05-26,1322
2019-05-27,1325
2019-05-28,1374
2019-05-29,1417
2019-05-30,1401
2019-05-31,1385
2019-06-01,1371
2019-06-02,1343
2019-06-03,1310
2019-06-04,1300
2019-06-05,1282
2019-06-06,1253
2019-06-07,1253
2019-06-08,1246
2019-06-09,1270
2019-06-10,1275
2019-06-11,1315
2019-06-12,1292
2019-06-13,1281
2019-06-14,1258
2019-06-15,1208
2019-06-16,1254
2019-06-17,1312
2019-06-18,1312
2019-06-19,1291
2019-06-20,1276
2019-06-21,1312
2019-06-22,1339
2019-06-23,1290
2019-06-24,1281
2019-06-25,1289
2019-06-26,1292
2019-06-27,1285
2019-06-28,1270
2019-06-29,1287
2019-06-30,1278
2019-07-01,1276
2019-07-02,1255
2019-07-03,1266
2019-07-04,1270
2019-07-05,1251
2019-07-06,1250
2019-07-07,1249
2019-07-08,1247
2019-07-09,1248
2019-07-10,1256
2019-07-11,1260
2019-07-12,1263
2019-07-13,1244
2019-07-14,1239
2019-07-15,1217
2019-07-16,1184
2019-07-17,1155
2019-07-18,1136
2019-07-19,1135
2019-07-20,1152
2019-07-21,1145
2019-07-22,1147
2019-07-23,1168
2019-07-24,1212
2019-07-25,1206
2019-07-26,1230
2019-07-27,1256
2019-07-28,1273
2019-07-29,1292
2019-07-30,1278
2019-07-31,1265
2019-08-01,1252
2019-08-02,1274
2019-08-03,1285
2019-08-04,1304
2019-08-05,1367
2019-08-06,1335
2019-08-07,1276
2019-08-08,1261
2019-08-09,1259
2019-08-10,1278
2019-08-11,1307
2019-08-12,1305
2019-08-13,1322
2019-08-14,1321
2019-08-15,1322
2019-08-16,1331
2019-08-17,1339
2019-08-18,1373
2019-08-19,1377
2019-08-20,1376
2019-08-21,1359
2019-08-22,1348
2019-08-23,1382
2019-08-24,1398
2019-08-24,1398
2019-08-25,1425
2019-08-25,1425
2019-08-26,1473
2019-08-26,1473
2019-08-27,1414
2019-08-27,1414
2019-08-28,1345
2019-08-29,1324
2019-08-30,1307
2019-08-31,1266
2019-09-01,1318
2019-09-02,1357
2019-09-03,1336
2019-09-04,1314
2019-09-05,1303
2019-09-06,1278
2019-09-07,1265
2019-09-08,1314
2019-09-09,1377
2019-09-10,1348
2019-09-11,1314
2019-09-12,1271
2019-09-13,1280
2019-09-14,1292
2019-09-15,1321
2019-09-16,1378
2019-09-17,1420
2019-09-18,1393
2019-09-19,1367
2019-09-20,1357
2019-09-21,1332
2019-09-22,1347
2019-09-23,1352
2019-09-24,1315
2019-09-25,1313
2019-09-26,1323
2019-09-27,1349
2019-09-28,1358
2019-09-29,1374
2019-09-30,1399
2019-10-01,1469
2019-10-02,1533
2019-10-03,1538
2019-10-04,1485
2019-10-05,1471
2019-10-06,1435
2019-10-07,1421
2019-10-08,1403
2019-10-09,1383
2019-10-10,1395
2019-10-11,1326
2019-10-12,1355
2019-10-13,1374
2019-10-14,1420
2019-10-15,1424
2019-10-16,1411
2019-10-17,1373
2019-10-18,1417
2019-10-19,1401
2019-10-20,1427
2019-10-21,1498
2019-10-22,1524
2019-10-23,1516
2019-10-24,1475
2019-10-25,1458
2019-10-26,1402
2019-10-27,1335
2019-10-28,1336
2019-10-29,1370
2019-10-30,1386
2019-10-31,1394
2019-11-01,1424
2019-11-02,1429
2019-11-03,1435
2019-11-04,1496
2019-11-05,1568
2019-11-06,1585
2019-11-07,1619
2019-11-08,1650
2019-11-09,1687
2019-11-10,1708
2019-11-11,1740
2019-11-12,1726
2019-11-13,1737
2019-11-14,1757
2019-11-15,1740
2019-11-16,1726
2019-11-17,1801
2019-11-18,1788
2019-11-19,1698
2019-11-20,1616
2019-11-21,1551
2019-11-22,1544
2019-11-23,1542
2019-11-24,1566
2019-11-25,1542
2019-11-26,1558
2019-11-27,1543
2019-11-28,1548
2019-11-29,1553
2019-11-30,1564
2019-12-01,1567
2019-12-02,1556
2019-12-03,1549
2019-12-04,1479
2019-12-05,1405
2019-12-06,1385
2019-12-07,1451
2019-12-08,1514
2019-12-09,1541
2019-12-10,1501
2019-12-11,1483
2019-12-12,1473
2019-12-13,1461
2019-12-14,1487
2019-12-15,1531
2019-12-16,1547
2019-12-17,1477
2019-12-18,1464
2019-12-19,1418
2019-12-20,1360
2019-12-21,1365
2019-12-22,1361
2019-12-23,1430
2019-12-24,1456
2019-12-25,1435
2019-12-26,1393
2019-12-27,1407
2019-12-28,1455
2019-12-29,1394
2019-12-30,1417
2019-12-31,1437
2020-01-01,1421
2020-01-02,1422
2020-01-03,1428
2020-01-04,1435
2020-01-05,1434
2020-01-06,1406
2020-01-07,1402
2020-01-08,1448
2020-01-09,1451
2020-01-10,1473
2020-01-11,1524
2020-01-12,1573
2020-01-13,1573
2020-01-14,1574
2020-01-15,1607
2020-01-16,1686
2020-01-17,1696
2020-01-18,1629
2020-01-19,1558
2020-01-20,1551
2020-01-21,1590
2020-01-22,1596
2020-01-23,1640
2020-01-24,1669
2020-01-25,1672
2020-01-26,1647
2020-01-27,1673
2020-01-28,1724
2020-01-29,1794
2020-01-30,1794
2020-01-31,1726
2020-02-01,1676
2020-02-02,1619
2020-02-03,1610
2020-02-04,1606
2020-02-05,1624
2020-02-06,1592
2020-02-07,1621
2020-02-08,1545
2020-02-09,1571
2020-02-10,1633
2020-02-11,1667
2020-02-12,1739
2020-02-13,1706
2020-02-14,1662
2020-02-15,1654
2020-02-16,1649
2020-02-17,1703
2020-02-18,1701
2020-02-19,1661
2020-02-20,1597
2020-02-21,1551
2020-02-22,1545
2020-02-23,1520
2020-02-24,1532
2020-02-25,1562
2020-02-26,1607
2020-02-27,1585
2020-02-28,1572
2020-02-29,1545
2020-03-01,1562
2020-03-02,1562
2020-03-03,1571
2020-03-04,1577
2020-03-05,1585
2020-03-06,1605
2020-03-07,1606
2020-03-08,1596
2020-03-09,1568
2020-03-10,1557
2020-03-11,1577
2020-03-12,1643
2020-03-13,1667
2020-03-14,1637
2020-03-15,1601
2020-03-16,1586
2020-03-17,1521
2020-03-18,1501
2020-03-19,1524
2020-03-20,1501
2020-03-21,1498
2020-03-22,1474
2020-03-23,1404
2020-03-24,1415
2020-03-25,1453
2020-03-26,1520
2020-03-27,1564
2020-03-28,1580
2020-03-29,1590
2020-03-30,1604
2020-03-31,1621
2020-04-01,1600
2020-04-02,1636
2020-04-03,1630
2020-04-04,1608
2020-04-05,1572
2020-04-06,1562
2020-04-07,1518
2020-04-08,1512
2020-04-09,1521
2020-04-10,1513
2020-04-11,1486
2020-04-12,1478
2020-04-13,1473
2020-04-14,1482
2020-04-15,1459
2020-04-16,1446
2020-04-17,1440
2020-04-18,1432
2020-04-19,1458
2020-04-20,1460
2020-04-21,1503
2020-04-22,1540
2020-04-23,1580
2020-04-24,1552
2020-04-25,1502
2020-04-26,1435
2020-04-27,1450
2020-04-28,1446
2020-04-29,1461
2020-04-30,1446
2020-05-01,1445
2020-05-02,1435
2020-05-03,1423
2020-05-04,1428
2020-05-05,1443
2020-05-06,1469
2020-05-07,1450
2020-05-08,1443
2020-05-09,1423
2020-05-10,1390
2020-05-11,1362
2020-05-12,1352
2020-05-13,1342
