date_obj,Cowhide price
2019-08-27,100
2019-08-27,100
2019-08-28,100
2019-08-29,100
2019-08-30,103
2019-08-31,108
2019-09-01,109
2019-09-02,113
2019-09-03,118
2019-09-04,120
2019-09-05,120
2019-09-06,122
2019-09-07,121
2019-09-08,117
2019-09-09,117
2019-09-10,115
2019-09-11,116
2019-09-12,120
2019-09-13,125
2019-09-14,127
2019-09-15,125
2019-09-16,121
2019-09-17,124
2019-09-18,125
2019-09-19,128
2019-09-20,134
2019-09-21,138
2019-09-22,142
2019-09-23,143
2019-09-24,142
2019-09-25,145
2019-09-26,140
2019-09-27,138
2019-09-28,142
2019-09-29,148
2019-09-30,145
2019-10-01,152
2019-10-02,152
2019-10-03,157
2019-10-04,157
2019-10-05,161
2019-10-06,162
2019-10-07,159
2019-10-08,163
2019-10-09,162
2019-10-10,166
2019-10-11,175
2019-10-12,181
2019-10-13,183
2019-10-14,179
2019-10-15,177
2019-10-16,175
2019-10-17,178
2019-10-18,178
2019-10-19,179
2019-10-20,177
2019-10-21,174
2019-10-22,173
2019-10-23,170
2019-10-24,168
2019-10-25,165
2019-10-26,162
2019-10-27,162
2019-10-28,166
2019-10-29,166
2019-10-30,161
2019-10-31,161
2019-11-01,163
2019-11-02,169
2019-11-03,171
2019-11-04,168
2019-11-05,165
2019-11-06,163
2019-11-07,158
2019-11-08,160
2019-11-09,163
2019-11-10,163
2019-11-11,165
2019-11-12,169
2019-11-13,176
2019-11-14,184
2019-11-15,186
2019-11-16,191
2019-11-17,199
2019-11-18,194
2019-11-19,186
2019-11-20,186
2019-11-21,185
2019-11-22,187
2019-11-23,187
2019-11-24,187
2019-11-25,185
2019-11-26,182
2019-11-27,180
2019-11-28,178
2019-11-29,181
2019-11-30,188
2019-12-01,197
2019-12-02,205
2019-12-03,205
2019-12-04,211
2019-12-05,214
2019-12-06,215
2019-12-07,221
2019-12-08,233
2019-12-09,236
2019-12-10,244
2019-12-11,243
2019-12-12,245
2019-12-13,240
2019-12-14,234
2019-12-15,225
2019-12-16,215
2019-12-17,205
2019-12-18,199
2019-12-19,194
2019-12-20,192
2019-12-21,190
2019-12-22,191
2019-12-23,188
2019-12-24,190
2019-12-25,191
2019-12-26,185
2019-12-27,177
2019-12-28,180
2019-12-29,180
2019-12-30,178
2019-12-31,174
2020-01-01,171
2020-01-02,167
2020-01-03,164
2020-01-04,164
2020-01-05,157
2020-01-06,153
2020-01-07,150
2020-01-08,148
2020-01-09,143
2020-01-10,136
2020-01-11,135
2020-01-12,137
2020-01-13,136
2020-01-14,135
2020-01-15,136
2020-01-16,140
2020-01-17,144
2020-01-18,144
2020-01-19,147
2020-01-20,150
2020-01-21,146
2020-01-22,146
2020-01-23,149
2020-01-24,148
2020-01-25,147
2020-01-26,142
2020-01-27,139
2020-01-28,135
2020-01-29,133
2020-01-30,134
2020-01-31,134
2020-02-01,136
2020-02-02,139
2020-02-03,143
2020-02-04,143
2020-02-05,137
2020-02-06,136
2020-02-07,138
2020-02-08,140
2020-02-09,140
2020-02-10,145
2020-02-11,150
2020-02-12,149
2020-02-13,147
2020-02-14,144
2020-02-15,142
2020-02-16,143
2020-02-17,143
2020-02-18,140
2020-02-19,138
2020-02-20,139
2020-02-21,136
2020-02-22,138
2020-02-23,138
2020-02-24,140
2020-02-25,143
2020-02-26,141
2020-02-27,135
2020-02-28,128
2020-02-29,124
2020-03-01,119
2020-03-02,113
2020-03-03,115
2020-03-04,115
2020-03-05,115
2020-03-06,119
2020-03-07,122
2020-03-08,123
2020-03-09,121
2020-03-10,123
2020-03-11,120
2020-03-12,121
2020-03-13,117
2020-03-14,117
2020-03-15,116
2020-03-16,116
2020-03-17,116
2020-03-18,118
2020-03-19,116
2020-03-20,115
2020-03-21,116
2020-03-22,117
2020-03-23,117
2020-03-24,118
2020-03-25,118
2020-03-26,118
2020-03-27,118
2020-03-28,117
2020-03-29,117
2020-03-30,118
2020-03-31,120
2020-04-01,121
2020-04-02,127
2020-04-03,126
2020-04-04,126
2020-04-05,128
2020-04-06,131
2020-04-07,132
2020-04-08,138
2020-04-09,145
2020-04-10,147
2020-04-11,155
2020-04-12,163
2020-04-13,164
2020-04-14,169
2020-04-15,168
2020-04-16,162
2020-04-17,158
2020-04-18,153
2020-04-19,151
2020-04-20,152
2020-04-21,146
2020-04-22,143
2020-04-23,144
2020-04-24,147
2020-04-25,148
2020-04-26,149
2020-04-27,148
2020-04-28,147
2020-04-29,149
2020-04-30,151
2020-05-01,151
2020-05-02,153
2020-05-03,154
2020-05-04,153
2020-05-05,153
2020-05-06,152
2020-05-07,150
2020-05-08,147
2020-05-09,147
2020-05-10,147
2020-05-11,147
2020-05-12,142
2020-05-13,135
