date_obj,Armadyl%20stole price
2016-06-22,9404
2016-06-23,9187
2016-06-24,9187
2016-06-25,9092
2016-06-26,9092
2016-06-27,8970
2016-06-28,8970
2016-06-29,9110
2016-06-30,9091
2016-07-01,8998
2016-07-02,8998
2016-07-03,8913
2016-07-04,8854
2016-07-05,8854
2016-07-06,8718
2016-07-07,8614
2016-07-08,8598
2016-07-09,8558
2016-07-10,8446
2016-07-11,8315
2016-07-12,8217
2016-07-13,8414
2016-07-14,8466
2016-07-15,8502
2016-07-16,8550
2016-07-17,8633
2016-07-18,8707
2016-07-23,9211
2016-07-24,9299
2016-07-25,9266
2016-07-26,9266
2016-07-27,9098
2016-07-28,9098
2016-07-29,8979
2016-07-30,8631
2016-07-31,8631
2016-08-01,8317
2016-08-02,8381
2016-08-03,8516
2016-08-04,8516
2016-08-05,8297
2016-08-06,8167
2016-08-07,7973
2016-08-08,7973
2016-08-09,7658
2016-08-10,7412
2016-08-11,7412
2016-08-12,7361
2016-08-13,7361
2016-08-14,7319
2016-08-15,7327
2016-08-16,7587
2016-08-17,7587
2016-08-18,7413
2016-08-19,7359
2016-08-20,7292
2016-08-21,7292
2016-08-22,7307
2016-08-23,7497
2016-08-24,7497
2016-08-25,7667
2016-08-26,7667
2016-08-28,7798
2016-08-31,8040
2016-09-01,8217
2016-09-02,8217
2016-09-03,8453
2016-09-04,8652
2016-09-05,8845
2016-09-06,8982
2016-09-07,8982
2016-09-08,9214
2016-09-09,9511
2016-09-10,9863
2016-09-11,9863
2016-09-12,10242
2016-09-13,10180
2016-09-14,10180
2016-09-15,10042
2016-09-16,10042
2016-09-17,10111
2016-09-18,10269
2016-09-19,10343
2016-09-20,10343
2016-09-21,10286
2016-09-22,10574
2016-09-23,10621
2016-09-24,10621
2016-09-25,10480
2016-09-26,10480
2016-09-27,10342
2016-09-28,10342
2016-09-29,10428
2016-09-30,10384
2016-10-01,10384
2016-10-02,10317
2016-10-03,10317
2016-10-04,10269
2016-10-05,10269
2016-10-06,10551
2016-10-07,10551
2016-10-08,11006
2016-10-09,11006
2016-10-10,11197
2016-10-11,11620
2016-10-12,11620
2016-10-13,11814
2016-10-14,12188
2016-10-15,12482
2016-10-16,12482
2016-10-17,12745
2016-10-18,12745
2016-10-19,13057
2016-10-20,13057
2016-10-21,13123
2016-10-22,13123
2016-10-23,13389
2016-10-24,13513
2016-10-25,13513
2016-10-26,13566
2016-10-27,13566
2016-10-28,13590
2016-10-29,13933
2016-10-30,13933
2016-10-31,14179
2016-11-01,14179
2016-11-02,14346
2016-11-03,14346
2016-11-04,14293
2016-11-05,14293
2016-11-06,13959
2016-11-07,13959
2016-11-08,14024
2016-11-09,13622
2016-11-10,12968
2016-11-11,12968
2016-11-12,12996
2016-11-13,12996
2016-11-14,12739
2016-11-15,12739
2016-12-07,10087
2016-12-08,9850
2016-12-09,9770
2016-12-10,9770
2016-12-11,9646
2016-12-12,9646
2016-12-13,9849
2016-12-14,9939
2016-12-15,9939
2016-12-16,9933
2016-12-17,10088
2016-12-18,10088
2016-12-19,10023
2016-12-20,10006
2016-12-21,10209
2016-12-22,10209
2016-12-23,10187
2016-12-24,10187
2016-12-25,10187
2016-12-26,10187
2016-12-27,10103
2016-12-28,10251
2016-12-29,10461
2016-12-30,10927
2016-12-31,10927
2017-01-01,11435
2017-01-02,11581
2017-01-03,11925
2017-01-04,11800
2017-01-05,11800
2017-01-06,11451
2017-01-07,11173
2017-01-08,10675
2017-01-09,10453
2017-01-10,10509
2017-01-11,10666
2017-01-12,10500
2017-01-13,10500
2017-01-14,10346
2017-01-15,10237
2017-01-16,9776
2017-01-17,9561
2017-01-18,9417
2017-01-19,9417
2017-01-20,9352
2017-01-21,9181
2017-01-22,8914
2017-01-23,8601
2017-01-27,8852
2017-01-28,8921
2017-01-29,8876
2017-01-30,8676
2017-01-31,8602
2017-02-01,8681
2017-02-02,8746
2017-02-03,8801
2017-02-04,9097
2017-02-05,9527
2017-02-06,9961
2017-02-07,9935
2017-02-08,9838
2017-02-09,9838
2017-02-10,9675
2017-02-11,9520
2017-02-12,9427
2017-02-13,9391
2017-02-14,9478
2017-02-15,9720
2017-02-16,9909
2017-02-18,10155
2017-02-19,10162
2017-02-20,10332
2017-02-21,10200
2017-02-22,10307
2017-02-23,10093
2017-02-24,10036
2017-02-25,9866
2017-02-26,9866
2017-02-27,9706
2017-02-28,9330
2017-03-01,9138
2017-03-02,8743
2017-03-03,8387
2017-03-04,8196
2017-03-05,7833
2017-03-06,7599
2017-03-07,7369
2017-03-08,7369
2017-03-09,7216
2017-03-10,7070
2017-03-11,7023
2017-03-12,6890
2017-03-13,6745
2017-03-14,6586
2017-03-15,6488
2017-03-16,6244
2017-03-17,6176
2017-03-18,6071
2017-03-19,5905
2017-03-20,5841
2017-03-21,5802
2017-03-22,5773
2017-03-23,5710
2017-03-24,5682
2017-03-25,5682
2017-03-26,5695
2017-03-27,5603
2017-03-28,5635
2017-03-29,5606
2017-03-30,5685
2017-03-31,5909
2017-04-01,6025
2017-04-02,6312
2017-04-03,6515
2017-04-04,6733
2017-04-05,6696
2017-04-12,7004
2017-04-13,6925
2017-04-14,6692
2017-04-15,6511
2017-04-16,6330
2017-04-17,6177
2017-04-18,6158
2017-04-19,6122
2017-04-20,6085
2017-04-21,6065
2017-04-22,6031
2017-04-23,6208
2017-04-24,6362
2017-04-25,6625
2017-04-26,6625
2017-04-27,6707
2017-04-28,6410
2017-04-29,6348
2017-04-30,6311
2017-05-01,6203
2017-05-02,6235
2017-05-03,6331
2017-05-04,6447
2017-05-05,6447
2017-05-06,6241
2017-05-07,6157
2017-05-08,6095
2017-05-09,6000
2017-05-10,5983
2017-05-11,6028
2017-05-12,6006
2017-05-13,5898
2017-05-14,5834
2017-05-15,5924
2017-05-16,5976
2017-05-17,6096
2017-05-18,6306
2017-05-19,6463
2017-05-20,6661
2017-05-21,6661
2017-05-22,6783
2017-05-23,7031
2017-05-24,7081
2017-05-25,7346
2017-05-26,7526
2017-05-27,7702
2017-05-28,7618
2017-05-29,7837
2017-05-30,8074
2017-05-31,7903
2017-06-01,8150
2017-06-02,8388
2017-06-03,8383
2017-06-04,8251
2017-06-05,8217
2017-06-06,8223
2017-06-07,8139
2017-06-08,8139
2017-06-09,7933
2017-06-10,7975
2017-06-11,8009
2017-06-12,8007
2017-06-13,7935
2017-06-14,7823
2017-06-15,7823
2017-06-16,7722
2017-06-17,7722
2017-06-18,7652
2017-06-19,7652
2017-06-20,7649
2017-06-21,7634
2017-06-22,7634
2017-06-23,7703
2017-06-24,7730
2017-06-25,7925
2017-06-26,7872
2017-06-27,7683
2017-06-28,7649
2017-06-29,7821
2017-06-30,8046
2017-07-01,8046
2017-07-02,7904
2017-07-03,7661
2017-07-04,7373
2017-07-05,7373
2017-07-06,7256
2017-07-07,7256
2017-07-08,7047
2017-07-09,6983
2017-07-13,6730
2017-07-14,6648
2017-07-15,6648
2017-07-16,6508
2017-07-17,6537
2017-07-18,6540
2017-07-19,6409
2017-07-20,6632
2017-07-21,6834
2017-07-22,6974
2017-07-23,7039
2017-07-24,7255
2017-07-25,7358
2017-07-26,7614
2017-07-27,7921
2017-07-28,8222
2017-07-29,8429
2017-07-30,8383
2017-07-31,8383
2017-08-01,8725
2017-08-02,8831
2017-08-03,8781
2017-08-04,8901
2017-08-05,8928
2017-08-06,9191
2017-08-07,8936
2017-08-08,8936
2017-08-09,8871
2017-08-10,8889
2017-08-11,9120
2017-08-12,9215
2017-08-13,9264
2017-08-14,8998
2017-08-15,8610
2017-08-16,8418
2017-08-17,8173
2017-08-18,8173
2017-08-19,7871
2017-08-20,7477
2017-08-21,7103
2017-08-22,6780
2017-08-23,6441
2017-08-24,6118
2017-08-25,6083
2017-08-26,6366
2017-08-27,6621
2017-08-28,6838
2017-08-29,7019
2017-08-30,7311
2017-08-31,7633
2017-09-01,7992
2017-09-02,8163
2017-09-03,8163
2017-09-04,8489
2017-09-05,8839
2017-09-06,9157
2017-09-07,9332
2017-09-08,9332
2017-09-09,9282
2017-09-10,9158
2017-09-11,8947
2017-09-12,8947
2017-09-13,8535
2017-09-14,8345
2017-09-15,8345
2017-09-16,8052
2017-09-17,7702
2017-09-18,7418
2017-09-19,7418
2017-09-20,7114
2017-09-22,6437
2017-09-23,6437
2017-09-24,6115
2017-09-25,6015
2017-09-26,5892
2017-09-27,5892
2017-09-28,5991
2017-09-29,6202
2017-09-30,6293
2017-10-01,6313
2017-10-02,6419
2017-10-03,6419
2017-10-04,6618
2017-10-05,6879
2017-10-06,6898
2017-10-07,7036
2017-10-08,7139
2017-10-09,7414
2017-10-10,7480
2017-10-11,7480
2017-10-12,7394
2017-10-13,7332
2017-10-14,7195
2017-10-15,7195
2017-10-16,7188
2017-10-17,7188
2017-10-18,7036
2017-10-19,6746
2017-10-20,6662
2017-10-21,6596
2017-10-22,6494
2017-10-23,6453
2017-10-24,6179
2017-10-25,6192
2017-10-26,6168
2017-10-27,6125
2017-10-28,6125
2017-10-29,5928
2017-10-30,5904
2017-10-31,6049
2017-11-01,6049
2017-11-02,6263
2017-11-03,6450
2017-11-04,6735
2017-11-05,6847
2017-11-06,6973
2017-11-07,7105
2017-11-08,7108
2017-11-09,7260
2017-11-10,7500
2017-11-11,7794
2017-11-12,7845
2017-11-13,8084
2017-11-14,8091
2017-11-15,7924
2017-11-16,7891
2017-11-17,8015
2017-11-18,8015
2017-11-19,8146
2017-11-20,8172
2017-11-21,8024
2017-11-22,7965
2017-11-23,7865
2017-11-24,7828
2017-11-25,7710
2017-11-26,7617
2017-11-27,7617
2017-11-28,7704
2017-11-29,7558
2017-11-30,7558
2017-12-01,7244
2017-12-02,7244
2017-12-03,7153
2017-12-04,7153
2017-12-05,7020
2017-12-06,6893
2017-12-07,6794
2017-12-08,6794
2017-12-09,6730
2017-12-10,6774
2017-12-11,6642
2017-12-12,6410
2017-12-13,6276
2017-12-14,6166
2017-12-15,5957
2017-12-16,5842
2017-12-17,5747
2017-12-18,5627
2017-12-19,5525
2017-12-20,5330
2017-12-21,5365
2017-12-22,5542
2017-12-23,5697
2017-12-24,5842
2017-12-25,5928
2017-12-26,5738
2017-12-27,5574
2017-12-28,5488
2017-12-29,5467
2017-12-30,5655
2017-12-31,5877
2018-01-01,6009
2018-01-02,6131
2018-01-03,6407
2018-01-04,6686
2018-01-05,6778
2018-01-06,6725
2018-01-07,6601
2018-01-08,6470
2018-01-09,6333
2018-01-10,6167
2018-01-11,6119
2018-01-12,5892
2018-01-13,5756
2018-01-14,5689
2018-01-15,5679
2018-01-16,5724
2018-01-17,5692
2018-01-18,5663
2018-01-19,5663
2018-01-20,5579
2018-01-21,5577
2018-01-22,5589
2018-01-23,5618
2018-01-24,5755
2018-01-25,5808
2018-01-26,5904
2018-01-27,5926
2018-01-29,5723
2018-01-30,5951
2018-01-31,6156
2018-02-01,6212
2018-02-02,6323
2018-02-03,6482
2018-02-04,6537
2018-02-05,6488
2018-02-06,6633
2018-02-07,6657
2018-02-08,6657
2018-02-09,6579
2018-02-10,6579
2018-02-11,6607
2018-02-12,6592
2018-02-13,6559
2018-02-14,6496
2018-02-15,6314
2018-02-16,6216
2018-02-17,6119
2018-02-18,6125
2018-02-19,5879
2018-02-20,5693
2018-02-21,5618
2018-02-22,5513
2018-02-23,5237
2018-02-24,5049
2018-02-25,4962
2018-02-26,4954
2018-02-27,4956
2018-02-28,4954
2018-03-01,4768
2018-03-02,4577
2018-03-03,4410
2018-03-04,4410
2018-03-05,4246
2018-03-06,4042
2018-03-07,3997
2018-03-08,3889
2018-03-09,3869
2018-03-10,3816
2018-03-11,3698
2018-03-12,3573
2018-03-13,3489
2018-03-14,3490
2018-03-15,3451
2018-03-16,3352
2018-03-17,3369
2018-03-18,3409
2018-03-20,3543
2018-03-22,3767
2018-03-23,3848
2018-03-24,3916
2018-03-25,3995
2018-03-26,3994
2018-03-27,3975
2018-03-28,3975
2018-03-29,4094
2018-03-30,4181
2018-03-31,4278
2018-04-01,4254
2018-04-02,4260
2018-04-03,4299
2018-04-04,4346
2018-04-05,4346
2018-04-06,4423
2018-04-07,4423
2018-04-08,4634
2018-04-09,4752
2018-04-10,4898
2018-04-11,5040
2018-04-12,5236
2018-04-13,5418
2018-04-14,5514
2018-04-15,5667
2018-04-16,5667
2018-04-17,5607
2018-04-18,5607
2018-04-19,5609
2018-04-20,5538
2018-04-21,5440
2018-04-22,5458
2018-04-23,5520
2018-04-24,5708
2018-04-25,5693
2018-04-26,5704
2018-04-27,5472
2018-04-28,5432
2018-04-29,5403
2018-04-30,5470
2018-05-01,5544
2018-05-02,5533
2018-05-03,5471
2018-05-04,5455
2018-05-05,5322
2018-05-06,5322
2018-05-07,5254
2018-05-08,5178
2018-05-09,5156
2018-05-10,5102
2018-05-11,5032
2018-05-12,4971
2018-05-13,4971
2018-05-14,4938
2018-05-15,4801
2018-05-16,4824
2018-05-17,4865
2018-05-18,4892
2018-05-19,4977
2018-05-20,5078
2018-05-21,5194
2018-05-22,5194
2018-05-23,5240
2018-05-24,5399
2018-05-25,5516
2018-05-26,5499
2018-05-27,5499
2018-05-28,5630
2018-05-29,5823
2018-05-30,6000
2018-05-31,6012
2018-06-01,6020
2018-06-02,5963
2018-06-03,5937
2018-06-04,5987
2018-06-05,6022
2018-06-06,5993
2018-06-07,5993
2018-06-08,6147
2018-06-09,6200
2018-06-10,6180
2018-06-11,6239
2018-06-12,6202
2018-06-13,5954
2018-06-14,5826
2018-06-15,5765
2018-06-16,5851
2018-06-17,5858
2018-06-18,5844
2018-06-19,5557
2018-06-20,5557
2018-06-21,5468
2018-06-22,5280
2018-06-23,5280
2018-06-24,5237
2018-06-25,5135
2018-06-26,5044
2018-06-27,5123
2018-06-28,5231
2018-06-29,5382
2018-06-30,5528
2018-07-01,5668
2018-07-02,5631
2018-07-03,5570
2018-07-04,5502
2018-07-05,5397
2018-07-06,5380
2018-07-07,5337
2018-07-08,5283
2018-07-09,5253
2018-07-10,5226
2018-07-11,5224
2018-07-12,5144
2018-07-13,5141
2018-07-14,5117
2018-07-15,5102
2018-07-16,5112
2018-07-17,5115
2018-07-18,5155
2018-07-19,4982
2018-07-20,5099
2018-07-21,5226
2018-07-22,5276
2018-07-23,5354
2018-07-24,5452
2018-07-25,5619
2018-07-26,5722
2018-07-27,5598
2018-07-28,5654
2018-07-29,5759
2018-07-30,5873
2018-07-31,6066
2018-08-01,6066
2018-08-02,6321
2018-08-03,6592
2018-08-04,6828
2018-08-05,7132
2018-08-06,7389
2018-08-07,7572
2018-08-08,7705
2018-08-09,7827
2018-08-10,7753
2018-08-11,7526
2018-08-12,7616
2018-08-14,7647
2018-08-16,7579
2018-08-17,7489
2018-08-18,7489
2018-08-19,7429
2018-08-20,7400
2018-08-21,7378
2018-08-22,7311
2018-08-23,7327
2018-08-24,7253
2018-08-25,7286
2018-08-26,7411
2018-08-27,7588
2018-08-28,7777
2018-08-29,7904
2018-08-30,8112
2018-08-31,8364
2018-09-01,8496
2018-09-02,8596
2018-09-03,8583
2018-09-04,8472
2018-09-05,8335
2018-09-06,8335
2018-09-07,8287
2018-09-08,8072
2018-09-09,8074
2018-09-10,7926
2018-09-11,7906
2018-09-12,7894
2018-09-13,7862
2018-09-14,7867
2018-09-15,7917
2018-09-16,7853
2018-09-17,7824
2018-09-18,7705
2018-09-19,7691
2018-09-20,7661
2018-09-21,7612
2018-09-22,7527
2018-09-23,7511
2018-09-24,7866
2018-09-25,7866
2018-09-26,7826
2018-09-27,7758
2018-09-28,7618
2018-09-29,7497
2018-09-30,7423
2018-10-01,7342
2018-10-02,7242
2018-10-03,7214
2018-10-04,7214
2018-10-05,7041
2018-10-06,7106
2018-10-07,7176
2018-10-08,7155
2018-10-09,7158
2018-10-10,7206
2018-10-11,7262
2018-10-12,7280
2018-10-13,7147
2018-10-14,7077
2018-10-15,7036
2018-10-16,6928
2018-10-17,6772
2018-10-18,6669
2018-10-19,6620
2018-10-20,6560
2018-10-21,6451
2018-10-22,6403
2018-10-23,6412
2018-10-24,6411
2018-10-25,6496
2018-10-26,6591
2018-10-27,6722
2018-10-28,6772
2018-10-29,6757
2018-10-30,6773
2018-10-31,6776
2018-11-01,6739
2018-11-03,6880
2018-11-04,7054
2018-11-05,7256
2018-11-06,7568
2018-11-07,7894
2018-11-08,8196
2018-11-09,8581
2018-11-10,9011
2018-11-11,9462
2018-11-12,9936
2018-11-13,10412
2018-11-14,10415
2018-11-15,10708
2018-11-16,11077
2018-11-18,11360
2018-11-19,11441
2018-11-20,11372
2018-11-21,11366
2018-11-22,11241
2018-11-23,11261
2018-11-24,11306
2018-11-25,11428
2018-11-26,11510
2018-11-27,11584
2018-11-28,11560
2018-11-29,11762
2018-12-01,11367
2018-12-02,11048
2018-12-03,10668
2018-12-04,10694
2018-12-05,10642
2018-12-07,10525
2018-12-09,10150
2018-12-10,9971
2018-12-11,9711
2018-12-12,9375
2018-12-13,9093
2018-12-14,8645
2018-12-15,8298
2018-12-16,8229
2018-12-17,8130
2018-12-18,8135
2018-12-19,8166
2018-12-20,8269
2018-12-21,7971
2018-12-22,7572
2018-12-23,7193
2018-12-24,6833
2018-12-25,6491
2018-12-26,6249
2018-12-27,5938
2018-12-28,5641
2018-12-29,5358
2018-12-30,5090
2018-12-31,4945
2019-01-01,4766
2019-01-02,4732
2019-01-03,4739
2019-01-04,4661
2019-01-05,4635
2019-01-06,4508
2019-01-08,4377
2019-01-10,4314
2019-01-11,4432
2019-01-12,4506
2019-01-13,4511
2019-01-14,4604
2019-01-15,4732
2019-01-16,4957
2019-01-17,5165
2019-01-18,5398
2019-01-19,5587
2019-01-20,5746
2019-01-21,5873
2019-01-22,6003
2019-01-23,6250
2019-01-24,6446
2019-01-25,6568
2019-01-26,6713
2019-01-27,6856
2019-01-28,7030
2019-01-29,7129
2019-01-30,7281
2019-01-31,7384
2019-02-01,7510
2019-02-02,7532
2019-02-03,7640
2019-02-04,7720
2019-02-05,7831
2019-02-06,7819
2019-02-07,7976
2019-02-08,7993
2019-02-09,8059
2019-02-10,8247
2019-02-11,8334
2019-02-12,8430
2019-02-13,8516
2019-02-14,8464
2019-02-15,8460
2019-02-16,8495
2019-02-17,8602
2019-02-18,8814
2019-02-19,8839
2019-02-20,8737
2019-02-21,8665
2019-02-22,8600
2019-02-23,8751
2019-02-24,8936
2019-02-25,9040
2019-02-26,9087
2019-02-27,9248
2019-02-28,9106
2019-03-01,9141
2019-03-02,9185
2019-03-03,9161
2019-03-04,8915
2019-03-05,8812
2019-03-06,8628
2019-03-07,8431
2019-03-08,8420
2019-03-09,8318
2019-03-10,8127
2019-03-11,8228
2019-03-12,8237
2019-03-13,8135
2019-03-14,7983
2019-03-15,7857
2019-03-16,7756
2019-03-17,7628
2019-03-18,7424
2019-03-19,7307
2019-03-20,7205
2019-03-21,7209
2019-03-22,7238
