date_obj,Mithril%20knife price
2017-10-08,168
2017-10-09,166
2017-10-10,163
2017-10-11,163
2017-10-12,165
2017-10-13,162
2017-10-14,158
2017-10-15,158
2017-10-16,156
2017-10-17,156
2017-10-18,152
2017-10-19,152
2017-10-20,152
2017-10-21,153
2017-10-22,155
2017-10-23,157
2017-10-24,157
2017-10-25,156
2017-10-26,149
2017-10-27,147
2017-10-28,147
2017-10-29,141
2017-10-30,140
2017-10-31,142
2017-11-01,142
2017-11-02,145
2017-11-03,145
2017-11-04,145
2017-11-05,146
2017-11-06,148
2017-11-07,148
2017-11-08,150
2017-11-09,152
2017-11-10,146
2017-11-11,149
2017-11-12,152
2017-11-13,149
2017-11-14,149
2017-11-15,148
2017-11-16,148
2017-11-17,150
2017-11-18,146
2017-11-19,145
2017-11-20,149
2017-11-21,144
2017-11-22,144
2017-11-23,147
2017-11-24,147
2017-11-25,149
2017-11-26,149
2017-11-27,149
2017-11-28,148
2017-11-29,151
2017-11-30,146
2017-12-01,145
2017-12-02,147
2017-12-03,148
2017-12-04,148
2017-12-05,148
2017-12-06,147
2017-12-07,145
2017-12-08,145
2017-12-09,145
2017-12-10,146
2017-12-11,145
2017-12-12,146
2017-12-14,143
2017-12-15,142
2017-12-17,136
2017-12-18,136
2017-12-19,131
2017-12-20,130
2017-12-21,132
2017-12-22,134
2017-12-23,133
2017-12-24,131
2017-12-25,133
2017-12-26,137
2017-12-27,140
2017-12-28,146
2017-12-29,150
2017-12-30,152
2017-12-31,152
2018-01-01,152
2018-01-02,147
2018-01-03,143
2018-01-04,144
2018-01-05,145
2018-01-06,143
2018-01-07,139
2018-01-08,139
2018-01-09,140
2018-01-10,140
2018-01-11,140
2018-01-12,141
2018-01-13,142
2018-01-14,144
2018-01-15,140
2018-01-16,139
2018-01-17,140
2018-01-18,139
2018-01-19,139
2018-01-20,142
2018-01-21,144
2018-01-22,144
2018-01-23,143
2018-01-25,145
2018-01-26,146
2018-01-27,147
2018-01-28,147
2018-01-29,148
2018-01-31,149
2018-02-01,146
2018-02-02,150
2018-02-03,152
2018-02-04,146
2018-02-05,141
2018-02-06,142
2018-02-07,146
2018-02-08,148
2018-02-09,151
2018-02-10,146
2018-02-11,145
2018-02-12,144
2018-02-13,144
2018-02-14,145
2018-02-15,144
2018-02-16,145
2018-02-17,149
2018-02-18,145
2018-02-19,144
2018-02-20,142
2018-02-21,142
2018-02-22,143
2018-02-23,145
2018-02-24,145
2018-02-25,144
2018-02-26,143
2018-02-27,143
2018-03-01,144
2018-03-02,142
2018-03-03,140
2018-03-04,136
2018-03-05,137
2018-03-06,134
2018-03-07,136
2018-03-08,139
2018-03-09,138
2018-03-10,140
2018-03-11,138
2018-03-12,140
2018-03-13,141
2018-03-14,142
2018-03-15,145
2018-03-16,145
2018-03-17,140
2018-03-18,134
2018-03-19,132
2018-03-20,133
2018-03-21,134
2018-03-23,134
2018-03-24,132
2018-03-26,135
2018-03-27,136
2018-03-28,139
2018-03-29,139
2018-03-30,141
2018-03-31,142
2018-04-01,140
2018-04-02,142
2018-04-03,143
2018-04-04,146
2018-04-05,144
2018-04-06,145
2018-04-07,144
2018-04-08,143
2018-04-09,144
2018-04-10,147
2018-04-11,151
2018-04-12,150
2018-04-13,148
2018-04-14,146
2018-04-15,146
2018-04-16,139
2018-04-17,143
2018-04-18,139
2018-04-19,138
2018-04-20,140
2018-04-21,140
2018-04-22,138
2018-04-23,140
2018-04-24,138
2018-04-25,139
2018-04-26,140
2018-04-27,144
2018-04-28,140
2018-04-29,141
2018-04-30,144
2018-05-01,146
2018-05-04,141
2018-05-05,141
2018-05-06,140
2018-05-08,145
2018-05-09,146
2018-05-10,148
2018-05-11,152
2018-05-12,149
2018-05-13,150
2018-05-14,149
2018-05-15,151
2018-05-16,153
2018-05-17,150
2018-05-18,151
2018-05-19,152
2018-05-20,154
2018-05-21,153
2018-05-22,152
2018-05-23,152
2018-05-24,158
2018-05-25,158
2018-05-26,155
2018-05-27,154
2018-05-28,154
2018-05-29,151
2018-05-30,152
2018-05-31,154
2018-06-01,155
2018-06-02,154
2018-06-03,153
2018-06-04,152
2018-06-05,151
2018-06-06,151
2018-06-07,149
2018-06-08,150
2018-06-09,150
2018-06-10,151
2018-06-11,148
2018-06-12,150
2018-06-13,148
2018-06-14,148
2018-06-15,149
2018-06-16,149
2018-06-17,147
2018-06-18,145
2018-06-19,144
2018-06-20,144
2018-06-21,146
2018-06-22,146
2018-06-23,144
2018-06-24,144
2018-06-25,146
2018-06-26,149
2018-06-27,152
2018-06-28,151
2018-06-29,152
2018-06-30,149
2018-07-01,151
2018-07-02,146
2018-07-03,144
2018-07-04,140
2018-07-05,137
2018-07-06,137
2018-07-07,140
2018-07-08,143
2018-07-09,146
2018-07-10,145
2018-07-11,146
2018-07-12,149
2018-07-13,152
2018-07-14,151
2018-07-15,153
2018-07-16,152
2018-07-17,152
2018-07-18,154
2018-07-19,156
2018-07-20,156
2018-07-21,156
2018-07-22,157
2018-07-23,156
2018-07-24,160
2018-07-25,158
2018-07-26,158
2018-07-27,158
2018-07-28,163
2018-07-29,159
2018-07-30,155
2018-07-31,155
2018-08-01,153
2018-08-02,152
2018-08-03,150
2018-08-04,150
2018-08-05,150
2018-08-06,150
2018-08-07,152
2018-08-08,152
2018-08-09,152
2018-08-10,149
2018-08-11,145
2018-08-12,145
2018-08-14,148
2018-08-16,147
2018-08-17,148
2018-08-18,150
2018-08-19,151
2018-08-20,151
2018-08-21,150
2018-08-22,150
2018-08-23,149
2018-08-24,149
2018-08-25,150
2018-08-26,152
2018-08-27,152
2018-08-28,151
2018-08-29,150
2018-08-30,150
2018-08-31,149
2018-09-01,149
2018-09-02,151
2018-09-03,151
2018-09-04,151
2018-09-05,155
2018-09-06,151
2018-09-07,152
2018-09-08,152
2018-09-09,154
2018-09-10,154
2018-09-11,156
2018-09-12,157
2018-09-13,156
2018-09-14,158
2018-09-15,160
2018-09-16,163
2018-09-17,165
2018-09-18,164
2018-09-19,162
2018-09-20,158
2018-09-21,155
2018-09-22,153
2018-09-23,155
2018-09-24,155
2018-09-25,155
2018-09-26,156
2018-09-27,155
2018-09-28,154
2018-09-29,152
2018-09-30,154
2018-10-02,155
2018-10-03,156
2018-10-04,152
2018-10-05,153
2018-10-06,153
2018-10-07,152
2018-10-08,151
2018-10-09,150
2018-10-10,152
2018-10-11,152
2018-10-12,151
2018-10-13,151
2018-10-14,150
2018-10-15,149
2018-10-16,151
2018-10-17,153
2018-10-18,150
2018-10-19,152
2018-10-20,153
2018-10-21,155
2018-10-22,155
2018-10-23,154
2018-10-24,154
2018-10-25,153
2018-10-26,153
2018-10-27,155
2018-10-28,154
2018-10-29,156
2018-10-30,154
2018-10-31,155
2018-11-01,158
2018-11-03,162
2018-11-04,164
2018-11-05,169
2018-11-06,172
2018-11-07,180
2018-11-08,176
2018-11-09,173
2018-11-10,167
2018-11-11,168
2018-11-12,167
2018-11-13,167
2018-11-14,165
2018-11-15,167
2018-11-16,167
2018-11-17,167
2018-11-18,168
2018-11-19,166
2018-11-20,166
2018-11-21,165
2018-11-22,166
2018-11-23,166
2018-11-24,168
2018-11-25,170
2018-11-26,171
2018-11-27,174
2018-11-28,173
2018-11-29,175
2018-12-01,174
2018-12-02,174
2018-12-03,177
2018-12-04,176
2018-12-05,175
2018-12-07,174
2018-12-09,174
2018-12-10,171
2018-12-11,169
2018-12-12,170
2018-12-13,171
2018-12-14,171
2018-12-15,170
2018-12-16,170
2018-12-17,167
2018-12-18,167
2018-12-19,167
2018-12-20,167
2018-12-21,169
2018-12-22,168
2018-12-23,169
2018-12-24,168
2018-12-25,169
2018-12-26,166
2018-12-27,168
2018-12-28,167
2018-12-29,167
2018-12-30,163
2018-12-31,162
2019-01-01,165
2019-01-02,165
2019-01-03,167
2019-01-04,167
2019-01-05,164
2019-01-06,165
2019-01-08,166
2019-01-10,168
2019-01-11,168
2019-01-12,169
2019-01-13,166
2019-01-14,166
2019-01-15,166
2019-01-16,165
2019-01-17,161
2019-01-18,156
2019-01-19,149
2019-01-20,149
2019-01-21,148
2019-01-22,149
2019-01-23,150
2019-01-24,147
2019-01-25,147
2019-01-26,147
2019-01-27,145
2019-01-29,142
2019-01-30,142
2019-01-31,142
2019-02-01,141
2019-02-02,140
2019-02-03,142
2019-02-04,146
2019-02-05,147
2019-02-06,148
2019-02-07,147
2019-02-08,148
2019-02-09,143
2019-02-10,139
2019-02-11,139
2019-02-12,139
2019-02-13,142
2019-02-14,146
2019-02-15,147
2019-02-16,149
2019-02-17,149
2019-02-18,145
2019-02-19,139
2019-02-20,134
2019-02-21,133
2019-02-22,134
2019-02-23,135
2019-02-24,135
2019-02-25,136
2019-02-26,136
2019-02-27,138
2019-02-28,134
2019-03-01,136
2019-03-02,138
2019-03-03,137
2019-03-04,135
2019-03-05,134
2019-03-06,133
2019-03-07,133
2019-03-08,132
2019-03-09,134
2019-03-10,134
2019-03-11,134
2019-03-12,133
2019-03-13,135
2019-03-14,134
2019-03-15,132
2019-03-16,130
2019-03-17,129
2019-03-18,131
2019-03-19,134
2019-03-20,134
2019-03-21,134
2019-03-22,132
2019-03-23,132
2019-03-24,132
2019-03-25,130
2019-03-26,126
2019-03-27,124
2019-03-28,127
2019-03-29,127
2019-03-30,130
2019-03-31,128
2019-04-01,130
2019-04-02,130
2019-04-03,131
2019-04-04,130
2019-04-05,132
2019-04-06,130
2019-04-07,132
2019-04-08,132
2019-04-09,134
2019-04-10,137
2019-04-11,136
2019-04-12,136
2019-04-13,135
2019-04-14,134
2019-04-15,135
2019-04-16,136
2019-04-17,136
2019-04-18,132
2019-04-19,130
2019-04-20,132
2019-04-21,134
2019-04-22,132
2019-04-23,132
2019-04-24,129
2019-04-25,131
2019-04-26,127
2019-04-27,128
2019-04-28,129
2019-04-29,130
2019-04-30,130
2019-05-01,130
2019-05-02,131
2019-05-03,133
2019-05-04,133
2019-05-05,134
2019-05-06,132
2019-05-07,131
2019-05-08,129
2019-05-09,130
2019-05-10,132
2019-05-11,131
2019-05-12,132
2019-05-13,131
2019-05-14,129
2019-05-15,129
2019-05-16,131
2019-05-17,133
2019-05-18,133
2019-05-19,132
2019-05-20,133
2019-05-21,129
2019-05-22,129
2019-05-23,131
2019-05-24,132
2019-05-25,134
2019-05-26,130
2019-05-27,133
2019-05-28,134
2019-05-29,136
2019-05-30,136
2019-05-31,136
2019-06-01,136
2019-06-02,133
2019-06-03,132
2019-06-04,129
2019-06-05,128
2019-06-06,130
2019-06-07,131
2019-06-08,133
2019-06-09,132
2019-06-10,129
2019-06-11,130
2019-06-12,127
2019-06-13,130
2019-06-14,132
2019-06-15,130
2019-06-16,130
2019-06-17,132
2019-06-18,132
2019-06-19,132
2019-06-20,130
2019-06-21,128
2019-06-22,128
2019-06-23,130
2019-06-24,129
2019-06-25,128
2019-06-26,128
2019-06-27,130
2019-06-28,129
2019-06-29,128
2019-06-30,126
2019-07-01,124
2019-07-02,126
2019-07-03,124
2019-07-04,124
2019-07-05,124
2019-07-06,124
2019-07-07,124
2019-07-08,121
2019-07-09,123
2019-07-10,126
2019-07-11,126
2019-07-12,127
2019-07-13,128
2019-07-14,128
2019-07-15,127
2019-07-16,126
2019-07-17,123
2019-07-18,121
2019-07-19,120
2019-07-20,119
2019-07-21,118
2019-07-22,117
2019-07-23,118
2019-07-24,117
2019-07-25,116
2019-07-26,116
2019-07-27,118
2019-07-28,117
2019-07-29,118
2019-07-30,119
2019-07-31,116
2019-08-01,115
2019-08-02,114
2019-08-03,112
2019-08-04,112
2019-08-05,113
2019-08-06,113
2019-08-07,114
2019-08-08,116
2019-08-09,116
2019-08-10,117
2019-08-11,119
2019-08-12,124
2019-08-13,127
2019-08-14,128
2019-08-15,126
2019-08-16,123
2019-08-17,122
2019-08-18,120
2019-08-19,120
2019-08-20,118
2019-08-21,118
2019-08-22,117
2019-08-23,119
2019-08-24,118
2019-08-24,118
2019-08-25,116
2019-08-25,116
2019-08-26,120
2019-08-26,120
2019-08-27,121
2019-08-27,121
2019-08-28,119
2019-08-29,119
2019-08-30,120
2019-08-31,121
2019-09-01,121
2019-09-02,122
2019-09-03,120
2019-09-04,119
2019-09-05,118
2019-09-06,113
2019-09-07,115
