date_obj,Mithril%20knife price
2015-03-26,159
2015-03-27,159
2015-03-28,165
2015-03-29,168
2015-03-30,165
2015-03-31,171
2015-04-01,171
2015-04-02,176
2015-04-03,182
2015-04-04,181
2015-04-05,181
2015-04-06,182
2015-04-07,184
2015-04-08,184
2015-04-09,180
2015-04-10,181
2015-04-11,180
2015-04-12,179
2015-04-13,179
2015-04-14,179
2015-04-15,177
2015-04-16,177
2015-04-17,176
2015-04-18,175
2015-04-19,178
2015-04-20,178
2015-04-21,180
2015-04-22,180
2015-04-23,184
2015-04-24,184
2015-04-25,187
2015-04-26,182
2015-04-27,187
2015-04-28,190
2015-04-29,190
2015-04-30,192
2015-05-01,190
2015-05-02,192
2015-05-03,192
2015-05-04,188
2015-05-05,189
2015-05-06,187
2015-05-07,184
2015-05-08,184
2015-05-09,180
2015-05-10,184
2015-05-11,184
2015-05-12,186
2015-05-13,186
2015-05-14,181
2015-05-15,181
2015-05-16,177
2015-05-17,176
2015-05-18,176
2015-05-19,176
2015-05-20,178
2015-05-21,178
2015-05-22,179
2015-05-23,179
2015-05-24,178
2015-05-25,178
2015-05-26,178
2015-05-27,175
2015-05-28,176
2015-05-29,177
2015-05-30,177
2015-05-31,176
2015-06-01,180
2015-06-02,180
2015-06-03,180
2015-06-04,178
2015-06-05,178
2015-06-06,180
2015-06-07,187
2015-06-08,193
2015-06-09,197
2015-06-10,191
2015-06-11,191
2015-06-12,193
2015-06-13,195
2015-06-14,194
2015-06-15,194
2015-06-16,199
2015-06-17,198
2015-06-18,199
2015-06-19,198
2015-06-20,195
2015-06-21,194
2015-06-22,193
2015-06-23,189
2015-06-24,187
2015-06-25,187
2015-06-26,188
2015-06-27,191
2015-06-28,196
2015-06-29,196
2015-06-30,196
2015-07-01,193
2015-07-02,193
2015-07-03,193
2015-07-04,190
2015-07-05,194
2015-07-06,196
2015-07-07,196
2015-07-08,195
2015-07-09,195
2015-07-10,198
2015-07-11,202
2015-07-12,202
2015-07-13,206
2015-07-14,210
2015-07-15,208
2015-07-16,199
2015-07-17,196
2015-07-18,190
2015-07-19,184
2015-07-20,179
2015-07-21,177
2015-07-22,176
2015-07-23,176
2015-07-24,179
2015-07-25,182
2015-07-26,178
2015-07-27,179
2015-07-28,178
2015-07-29,179
2015-07-30,174
2015-07-31,176
2015-08-01,177
2015-08-02,180
2015-08-03,182
2015-08-04,180
2015-08-05,181
2015-08-06,184
2015-08-07,182
2015-08-08,183
2015-08-09,185
2015-08-10,187
2015-08-11,187
2015-08-12,187
2015-08-13,187
2015-08-14,190
2015-08-15,192
2015-08-16,189
2015-08-17,186
2015-08-18,183
2015-08-19,184
2015-08-20,185
2015-08-21,189
2015-08-22,193
2015-08-23,198
2015-08-24,192
2015-08-25,192
2015-08-26,191
2015-08-27,192
2015-08-28,195
2015-08-29,193
2015-08-30,188
2015-08-31,187
2015-09-01,191
2015-09-02,191
2015-09-03,189
2015-09-04,187
2015-09-05,186
2015-09-06,188
2015-09-07,189
2015-09-08,191
2015-09-09,191
2015-09-10,192
2015-09-11,195
2015-09-12,190
2015-09-13,192
2015-09-14,191
2015-09-15,193
2015-09-16,193
2015-09-17,196
2015-09-18,202
2015-09-19,207
2015-09-20,202
2015-09-21,196
2015-09-22,195
2015-09-23,189
2015-09-24,189
2015-09-25,192
2015-09-27,186
2015-09-28,187
2015-09-29,189
2015-09-30,189
2015-10-05,190
2015-10-06,194
2015-10-07,194
2015-10-08,195
2015-10-09,199
2015-10-10,199
2015-10-11,200
2015-10-12,196
2015-10-13,196
2015-10-14,194
2015-10-15,196
2015-10-16,197
2015-10-17,197
2015-10-18,199
2015-10-19,200
2015-10-20,205
2015-10-22,206
2015-10-23,204
2015-10-24,208
2015-10-25,206
2015-10-26,204
2015-10-27,202
2015-10-29,201
2015-10-30,195
2015-10-31,188
2015-11-01,181
2015-11-02,181
2015-11-03,185
2015-11-04,185
2015-11-05,186
2015-11-06,186
2015-11-07,188
2015-11-08,188
2015-11-09,192
2015-11-10,192
2015-11-11,193
2015-11-12,200
2015-11-13,200
2015-11-14,202
2015-11-15,200
2015-11-16,200
2015-11-17,203
2015-11-18,202
2015-11-19,209
2015-11-20,203
2015-11-21,203
2015-11-22,200
2015-11-23,200
2015-11-24,200
2015-11-25,201
2015-11-26,201
2015-11-27,198
2015-11-28,201
2015-11-29,198
2015-11-30,199
2015-12-01,199
2015-12-02,203
2015-12-03,204
2015-12-04,204
2015-12-05,203
2015-12-06,197
2015-12-07,197
2015-12-08,195
2015-12-09,195
2015-12-10,199
2015-12-11,195
2015-12-12,193
2015-12-13,197
2015-12-14,197
2015-12-15,198
2015-12-16,195
2015-12-17,195
2015-12-18,197
2015-12-19,200
2015-12-20,197
2015-12-21,196
2015-12-22,199
2015-12-23,197
2015-12-24,197
2015-12-25,199
2015-12-26,197
2015-12-27,197
2015-12-28,194
2015-12-29,186
2015-12-30,182
2015-12-31,186
2016-01-01,190
2016-01-02,189
2016-01-03,188
2016-01-04,188
2016-01-05,188
2016-01-06,190
2016-01-07,188
2016-01-08,190
2016-01-09,184
2016-01-10,185
2016-01-11,189
2016-01-12,187
2016-01-13,189
2016-01-14,192
2016-01-15,193
2016-01-16,192
2016-01-17,193
2016-01-18,194
2016-01-19,194
2016-01-20,195
2016-01-21,199
2016-01-22,195
2016-01-23,200
2016-01-24,201
2016-01-25,197
2016-01-26,196
2016-01-27,195
2016-01-28,195
2016-01-29,196
2016-01-30,196
2016-01-31,194
2016-02-01,195
2016-02-02,195
2016-02-03,194
2016-02-04,192
2016-02-05,195
2016-02-06,197
2016-02-07,195
2016-02-08,195
2016-02-09,199
2016-02-10,200
2016-02-11,199
2016-02-12,200
2016-02-13,199
2016-02-14,197
2016-02-15,200
2016-02-16,201
2016-02-17,201
2016-02-18,201
2016-02-19,202
2016-02-20,205
2016-02-21,203
2016-02-22,203
2016-02-23,203
2016-02-24,205
2016-02-25,202
2016-02-26,202
2016-02-27,205
2016-02-28,205
2016-02-29,199
2016-03-01,204
2016-03-02,206
2016-03-03,206
2016-03-04,209
2016-03-05,208
2016-03-06,208
2016-03-07,215
2016-03-08,213
2016-03-09,216
2016-03-10,221
2016-03-11,216
2016-03-12,217
2016-03-13,218
2016-03-14,222
2016-03-15,223
2016-03-16,222
2016-03-17,223
2016-03-18,221
2016-03-19,218
2016-03-20,223
2016-03-21,222
2016-03-22,224
2016-03-23,222
2016-03-24,226
2016-03-25,226
2016-03-26,222
2016-03-27,226
2016-03-28,222
2016-03-29,223
2016-03-30,223
2016-03-31,224
2016-04-01,228
2016-04-02,227
2016-04-03,224
2016-04-04,229
2016-04-05,233
2016-04-06,229
2016-04-07,224
2016-04-08,222
2016-04-09,225
2016-04-10,219
2016-04-11,219
2016-04-12,220
2016-04-13,219
2016-04-14,221
2016-04-15,221
2016-04-16,223
2016-04-17,222
2016-04-18,223
2016-04-19,220
2016-04-20,220
2016-04-21,219
2016-04-22,219
2016-04-23,220
2016-04-24,219
2016-04-25,219
2016-04-26,217
2016-04-27,220
2016-04-28,222
2016-04-29,225
2016-04-30,224
2016-05-01,228
2016-05-02,226
2016-05-03,226
2016-05-04,226
2016-05-05,229
2016-05-06,229
2016-05-07,225
2016-05-08,225
2016-05-09,223
2016-05-10,226
2016-05-11,224
2016-05-12,225
2016-05-13,224
2016-05-14,225
2016-05-15,221
2016-05-16,218
2016-05-17,219
2016-05-18,221
2016-05-19,221
2016-05-22,221
2016-05-23,220
2016-05-24,217
2016-05-25,217
2016-05-26,209
2016-05-27,201
2016-05-28,201
2016-05-29,198
2016-05-30,198
2016-05-31,197
2016-06-01,193
2016-06-02,199
2016-06-03,199
2016-06-04,201
2016-06-05,202
2016-06-06,201
2016-06-07,201
2016-06-08,204
2016-06-09,206
2016-06-10,209
2016-06-11,217
2016-06-12,221
2016-06-13,218
2016-06-14,221
2016-06-15,220
2016-06-16,214
2016-06-17,215
2016-06-18,215
2016-06-19,214
2016-06-20,212
2016-06-21,212
2016-06-22,214
2016-06-23,215
2016-06-24,219
2016-06-25,220
2016-06-26,220
2016-06-27,219
2016-06-28,217
2016-06-29,218
2016-06-30,216
2016-07-01,217
2016-07-02,220
2016-07-03,220
2016-07-04,222
2016-07-05,218
2016-07-06,221
2016-07-07,221
2016-07-08,222
2016-07-09,225
2016-07-10,226
2016-07-11,222
2016-07-12,225
2016-07-13,222
2016-07-14,224
2016-07-15,225
2016-07-16,224
2016-07-17,224
2016-07-18,221
2016-07-23,217
2016-07-24,220
2016-07-25,214
2016-07-26,214
2016-07-27,209
2016-07-28,211
2016-07-29,207
2016-07-30,205
2016-07-31,205
2016-08-01,205
2016-08-02,205
2016-08-03,204
2016-08-04,200
2016-08-05,200
2016-08-06,202
2016-08-07,204
2016-08-08,204
2016-08-09,203
2016-08-10,198
2016-08-11,198
2016-08-12,201
2016-08-13,201
2016-08-14,201
2016-08-15,205
2016-08-16,205
2016-08-17,205
2016-08-18,205
2016-08-19,202
2016-08-20,203
2016-08-21,202
2016-08-22,199
2016-08-23,193
2016-08-24,193
2016-08-25,186
2016-08-26,186
2016-08-28,181
2016-08-31,173
2016-09-01,168
2016-09-02,168
2016-09-03,167
2016-09-04,169
2016-09-05,169
2016-09-06,172
2016-09-07,172
2016-09-08,168
2016-09-09,168
2016-09-10,174
2016-09-11,174
2016-09-12,175
2016-09-13,181
2016-09-14,181
2016-09-15,187
2016-09-16,187
2016-09-17,187
2016-09-18,184
2016-09-19,186
2016-09-20,186
2016-09-21,186
2016-09-22,181
2016-09-23,177
2016-09-24,177
2016-09-25,181
2016-09-26,181
2016-09-27,178
2016-09-28,180
2016-09-29,180
2016-09-30,182
2016-10-01,179
2016-10-02,179
2016-10-03,180
2016-10-04,179
2016-10-05,181
2016-10-06,182
2016-10-07,182
2016-10-08,181
2016-10-09,181
2016-10-10,181
2016-10-11,183
2016-10-12,183
2016-10-13,181
2016-10-14,177
2016-10-15,180
2016-10-16,182
2016-10-17,181
2016-10-18,181
2016-10-19,180
2016-10-20,181
2016-10-21,186
2016-10-22,186
2016-10-23,185
2016-10-24,183
2016-10-25,183
2016-10-26,183
2016-10-27,183
2016-10-28,183
2016-10-29,184
2016-10-30,186
2016-10-31,183
2016-11-01,183
2016-11-02,185
2016-11-03,185
2016-11-04,186
2016-11-05,186
2016-11-06,186
2016-11-07,186
2016-11-08,187
2016-11-09,187
2016-11-10,185
2016-11-11,185
2016-11-12,187
2016-11-13,187
2016-11-14,186
2016-12-07,184
2016-12-08,183
2016-12-09,181
2016-12-10,181
2016-12-11,181
2016-12-12,181
2016-12-13,182
2016-12-14,180
2016-12-15,180
2016-12-16,181
2016-12-17,181
2016-12-18,181
2016-12-19,181
2016-12-20,180
2016-12-21,180
2016-12-22,180
2016-12-23,180
2016-12-24,180
2016-12-25,184
2016-12-26,185
2016-12-27,185
2016-12-28,180
2016-12-29,174
2016-12-30,173
2016-12-31,172
2017-01-01,167
2017-01-02,168
2017-01-03,168
2017-01-04,168
2017-01-05,168
2017-01-06,169
2017-01-07,165
2017-01-08,165
2017-01-09,165
2017-01-10,166
2017-01-11,167
2017-01-12,170
2017-01-13,170
2017-01-14,173
2017-01-15,170
2017-01-16,171
2017-01-17,170
2017-01-18,170
2017-01-19,171
2017-01-20,169
2017-01-21,172
2017-01-22,172
2017-01-27,173
2017-01-28,172
2017-01-29,168
2017-01-30,167
2017-01-31,165
2017-02-01,164
2017-02-02,164
2017-02-03,164
2017-02-04,165
2017-02-05,167
2017-02-06,169
2017-02-07,171
2017-02-08,169
2017-02-09,169
2017-02-10,169
2017-02-11,170
2017-02-12,170
2017-02-13,167
2017-02-14,165
2017-02-15,163
2017-02-16,162
2017-02-18,160
2017-02-19,157
2017-02-20,159
2017-02-21,158
2017-02-22,158
2017-02-23,155
2017-02-24,154
2017-02-25,152
2017-02-26,150
2017-02-27,151
2017-02-28,150
2017-03-01,149
2017-03-02,149
2017-03-03,149
2017-03-04,149
2017-03-05,149
2017-03-06,153
2017-03-07,160
2017-03-08,167
2017-03-09,167
2017-03-10,165
2017-03-11,164
2017-03-12,163
2017-03-13,162
2017-03-14,162
2017-03-15,162
2017-03-16,163
2017-03-17,166
2017-03-18,165
2017-03-19,167
2017-03-20,167
2017-03-21,165
2017-03-22,162
2017-03-23,160
2017-03-24,156
2017-03-25,151
2017-03-26,151
2017-03-27,151
2017-03-28,152
2017-03-29,151
2017-03-30,152
2017-03-31,154
2017-04-01,156
2017-04-02,158
2017-04-03,158
2017-04-04,162
2017-04-12,162
2017-04-13,161
2017-04-14,166
2017-04-15,172
2017-04-16,176
2017-04-17,171
2017-04-18,175
2017-04-19,175
2017-04-20,176
2017-04-21,177
2017-04-22,173
2017-04-23,172
2017-04-24,168
2017-04-25,169
2017-04-26,169
2017-04-27,168
2017-04-28,170
2017-04-29,166
2017-04-30,163
2017-05-01,162
2017-05-02,163
2017-05-03,167
2017-05-04,166
2017-05-05,166
2017-05-06,171
2017-05-07,165
2017-05-08,166
2017-05-09,165
2017-05-10,163
2017-05-11,164
2017-05-12,161
2017-05-13,163
2017-05-14,165
2017-05-15,166
2017-05-16,165
2017-05-17,163
2017-05-18,161
2017-05-19,161
2017-05-20,159
2017-05-21,159
2017-05-22,160
2017-05-23,162
2017-05-24,161
2017-05-25,162
2017-05-26,163
2017-05-27,165
2017-05-28,162
2017-05-29,155
2017-05-30,151
2017-05-31,147
2017-06-01,146
2017-06-02,148
2017-06-03,150
2017-06-06,155
2017-06-07,151
2017-06-08,153
2017-06-09,152
2017-06-10,154
2017-06-11,156
2017-06-12,156
2017-06-13,154
2017-06-14,155
2017-06-15,152
2017-06-16,149
2017-06-17,144
2017-06-18,146
2017-06-19,146
2017-06-20,149
2017-06-21,154
2017-06-22,154
2017-06-23,157
2017-06-24,161
2017-06-25,163
2017-06-26,164
2017-06-27,163
2017-06-28,163
2017-06-29,169
2017-06-30,164
2017-07-01,164
2017-07-02,161
2017-07-03,162
2017-07-04,161
2017-07-05,161
2017-07-06,160
2017-07-07,160
2017-07-08,158
2017-07-13,159
2017-07-14,160
2017-07-15,160
2017-07-16,159
2017-07-17,161
2017-07-18,163
2017-07-19,165
2017-07-20,168
2017-07-21,167
2017-07-22,164
2017-07-23,156
2017-07-24,151
2017-07-25,150
2017-07-26,152
2017-07-27,155
2017-07-28,160
2017-07-29,163
2017-07-30,157
2017-07-31,157
2017-08-01,156
2017-08-02,156
2017-08-03,158
2017-08-04,158
2017-08-05,161
2017-08-06,162
2017-08-09,165
2017-08-10,164
2017-08-11,164
2017-08-12,166
2017-08-13,166
2017-08-14,163
2017-08-15,159
2017-08-16,158
2017-08-17,161
2017-08-18,161
2017-08-19,164
2017-08-20,166
2017-08-21,159
2017-08-22,161
2017-08-23,163
2017-08-24,161
2017-08-25,163
2017-08-26,164
2017-08-27,163
2017-08-28,164
2017-08-29,164
2017-08-30,168
2017-08-31,169
2017-09-01,169
2017-09-02,169
2017-09-03,169
2017-09-04,167
2017-09-05,163
2017-09-06,162
2017-09-07,161
2017-09-08,161
2017-09-09,164
2017-09-10,165
2017-09-11,168
2017-09-12,168
2017-09-13,171
2017-09-14,164
2017-09-15,164
2017-09-16,165
2017-09-17,165
2017-09-19,162
2017-09-20,161
2017-09-21,159
2017-09-22,160
2017-09-23,160
2017-09-24,160
2017-09-25,160
2017-09-26,159
2017-09-27,159
2017-09-28,162
2017-09-29,166
2017-09-30,163
2017-10-01,166
2017-10-02,165
2017-10-03,165
2017-10-04,167
2017-10-05,166
2017-10-06,165
2017-10-07,167
