date_obj,Black%20salamander price
2015-12-29,126
2015-12-30,124
2015-12-31,124
2016-01-01,124
2016-01-02,125
2016-01-03,125
2016-01-04,132
2016-01-05,132
2016-01-06,138
2016-01-07,138
2016-01-08,144
2016-01-09,144
2016-01-10,150
2016-01-11,150
2016-01-12,158
2016-01-13,158
2016-01-14,158
2016-01-15,158
2016-01-16,158
2016-01-17,158
2016-01-18,163
2016-01-19,163
2016-01-20,172
2016-01-21,172
2016-01-22,181
2016-01-23,181
2016-01-24,190
2016-01-25,190
2016-01-26,194
2016-01-27,194
2016-01-28,185
2016-01-29,177
2016-01-30,177
2016-01-31,169
2016-02-01,169
2016-02-02,168
2016-02-03,168
2016-02-04,163
2016-02-05,163
2016-02-06,155
2016-02-07,155
2016-02-08,148
2016-02-09,148
2016-02-10,150
2016-02-11,150
2016-02-12,150
2016-02-13,155
2016-02-14,155
2016-02-15,155
2016-02-16,155
2016-02-17,161
2016-02-18,161
2016-02-19,170
2016-02-20,170
2016-02-21,177
2016-02-22,177
2016-02-23,185
2016-02-24,185
2016-02-25,183
2016-02-26,183
2016-02-27,173
2016-02-28,173
2016-02-29,165
2016-03-01,165
2016-03-02,165
2016-03-03,165
2016-03-04,164
2016-03-05,164
2016-03-06,165
2016-03-07,165
2016-03-08,164
2016-03-09,164
2016-03-10,168
2016-03-11,168
2016-03-12,161
2016-03-13,161
2016-03-14,155
2016-03-15,155
2016-03-16,157
2016-03-17,157
2016-03-18,164
2016-03-19,164
2016-03-20,173
2016-03-21,173
2016-03-22,173
2016-03-23,179
2016-03-24,179
2016-03-25,178
2016-03-26,178
2016-03-27,178
2016-03-28,178
2016-03-29,187
2016-03-30,187
2016-03-31,187
2016-04-01,196
2016-04-02,196
2016-04-03,206
2016-04-04,206
2016-04-05,215
2016-04-06,215
2016-04-07,224
2016-04-08,224
2016-04-09,236
2016-04-10,245
2016-04-11,245
2016-04-12,258
2016-04-13,258
2016-04-14,267
2016-04-15,281
2016-04-16,281
2016-04-17,296
2016-04-18,311
2016-04-19,311
2016-04-20,327
2016-04-21,327
2016-04-22,344
2016-04-23,344
2016-04-24,362
2016-04-25,362
2016-04-26,380
2016-04-27,380
2016-04-28,389
2016-04-29,389
2016-04-30,392
2016-05-01,392
2016-05-02,381
2016-05-03,365
2016-05-04,365
2016-05-05,364
2016-05-06,364
2016-05-07,351
2016-05-08,351
2016-05-09,358
2016-05-10,369
2016-05-11,369
2016-05-12,361
2016-05-13,368
2016-05-14,368
2016-05-15,370
2016-05-16,370
2016-05-17,386
2016-05-18,395
2016-05-19,395
2016-05-22,420
2016-05-23,430
2016-05-24,430
2016-05-25,429
2016-05-26,429
2016-05-27,434
2016-05-28,434
2016-05-29,438
2016-05-30,438
2016-05-31,436
2016-06-01,439
2016-06-02,439
2016-06-03,440
2016-06-04,440
2016-06-05,454
2016-06-06,438
2016-06-07,438
2016-06-08,449
2016-06-09,449
2016-06-10,450
2016-06-11,450
2016-06-12,445
2016-06-13,445
2016-06-14,426
2016-06-15,426
2016-06-16,406
2016-06-17,385
2016-06-18,385
2016-06-19,381
2016-06-20,381
2016-06-21,379
2016-06-22,379
2016-06-23,366
2016-06-24,366
2016-06-25,359
2016-06-26,359
2016-06-27,362
2016-06-28,360
2016-06-29,360
2016-06-30,351
2016-07-01,356
2016-07-02,356
2016-07-03,347
2016-07-04,329
2016-07-05,329
2016-07-06,317
2016-07-07,317
2016-07-08,310
2016-07-09,297
2016-07-10,285
2016-07-11,281
2016-07-12,281
2016-07-13,268
2016-07-14,259
2016-07-15,259
2016-07-16,262
2016-07-17,262
2016-07-18,271
2016-07-23,291
2016-07-24,293
2016-07-25,293
2016-07-26,293
2016-07-27,293
2016-07-28,288
2016-07-29,274
2016-07-30,274
2016-07-31,262
2016-08-01,262
2016-08-02,258
2016-08-03,258
2016-08-04,266
2016-08-05,266
2016-08-06,270
2016-08-07,270
2016-08-08,277
2016-08-09,281
2016-08-10,281
2016-08-11,285
2016-08-12,285
2016-08-13,277
2016-08-14,277
2016-08-15,265
2016-08-16,265
2016-08-17,257
2016-08-18,257
2016-08-19,245
2016-08-20,245
2016-08-21,232
2016-08-22,232
2016-08-23,221
2016-08-24,221
2016-08-25,218
2016-08-26,218
2016-08-28,212
2016-08-31,213
2016-09-01,211
2016-09-02,211
2016-09-03,211
2016-09-04,205
2016-09-05,205
2016-09-06,206
2016-09-07,206
2016-09-08,206
2016-09-09,203
2016-09-10,203
2016-09-11,192
2016-09-12,192
2016-09-13,182
2016-09-14,182
2016-09-15,182
2016-09-16,172
2016-09-17,172
2016-09-18,163
2016-09-19,163
2016-09-20,154
2016-09-21,154
2016-09-22,146
2016-09-23,146
2016-09-24,146
2016-09-25,146
2016-09-26,146
2016-09-27,146
2016-09-28,152
2016-09-29,152
2016-09-30,155
2016-10-01,155
2016-10-02,155
2016-10-03,158
2016-10-04,158
2016-10-05,158
2016-10-06,158
2016-10-07,158
2016-10-08,158
2016-10-09,158
2016-10-10,158
2016-10-11,157
2016-10-12,157
2016-10-13,157
2016-10-14,157
2016-10-15,157
2016-10-16,159
2016-10-17,159
2016-10-18,162
2016-10-19,162
2016-10-20,167
2016-10-21,167
2016-10-22,174
2016-10-23,174
2016-10-24,181
2016-10-25,181
2016-10-26,191
2016-10-27,191
2016-10-28,191
2016-10-29,200
2016-10-30,200
2016-10-31,209
2016-11-01,209
2016-11-02,219
2016-11-03,219
2016-11-04,227
2016-11-05,227
2016-11-06,238
2016-11-07,238
2016-11-08,246
2016-11-09,246
2016-11-10,251
2016-11-11,251
2016-11-12,262
2016-11-13,262
2016-11-14,262
2016-11-15,273
2016-12-07,278
2016-12-08,278
2016-12-09,275
2016-12-10,275
2016-12-11,271
2016-12-12,271
2016-12-13,265
2016-12-14,265
2016-12-15,256
2016-12-16,256
2016-12-17,246
2016-12-18,246
2016-12-19,236
2016-12-20,236
2016-12-21,228
2016-12-22,228
2016-12-23,216
2016-12-24,216
2016-12-25,205
2016-12-26,205
2016-12-27,194
2016-12-28,194
2016-12-29,184
2016-12-30,184
2016-12-31,177
2017-01-01,177
2017-01-02,179
2017-01-03,179
2017-01-04,173
2017-01-05,173
2017-01-06,164
2017-01-07,155
2017-01-08,155
2017-01-09,150
2017-01-10,150
2017-01-11,144
2017-01-12,139
2017-01-13,139
2017-01-14,133
2017-01-15,127
2017-01-16,127
2017-01-17,120
2017-01-18,120
2017-01-19,114
2017-01-20,114
2017-01-21,108
2017-01-22,108
2017-01-23,109
2017-01-27,116
2017-01-28,116
2017-01-29,116
2017-01-30,117
2017-01-31,117
2017-02-01,120
2017-02-02,120
2017-02-03,118
2017-02-04,118
2017-02-05,118
2017-02-06,120
2017-02-07,120
2017-02-08,122
2017-02-09,122
2017-02-10,121
2017-02-11,121
2017-02-12,118
2017-02-13,118
2017-02-14,118
2017-02-15,118
2017-02-16,117
2017-02-18,117
2017-02-19,113
2017-02-20,113
2017-02-21,113
2017-02-22,113
2017-02-23,113
2017-02-24,113
2017-02-25,107
2017-02-26,107
2017-02-27,101
2017-02-28,96
2017-03-01,96
2017-03-02,91
2017-03-03,91
2017-03-04,86
2017-03-05,86
2017-03-06,82
2017-03-07,82
2017-03-08,77
2017-03-09,77
2017-03-10,73
2017-03-11,73
2017-03-12,72
2017-03-13,75
2017-03-14,75
2017-03-15,78
2017-03-16,78
2017-03-17,77
2017-03-18,77
2017-03-19,75
2017-03-20,75
2017-03-21,75
2017-03-22,75
2017-03-23,75
2017-03-24,75
2017-03-25,75
2017-03-26,75
2017-03-27,76
2017-03-28,76
2017-03-29,77
2017-03-30,77
2017-03-31,80
2017-04-01,80
2017-04-02,84
2017-04-03,84
2017-04-04,84
2017-04-12,90
2017-04-13,90
2017-04-14,90
2017-04-15,88
2017-04-16,88
2017-04-17,89
2017-04-18,89
2017-04-19,92
2017-04-20,92
2017-04-21,97
2017-04-22,97
2017-04-23,102
2017-04-24,102
2017-04-25,104
2017-04-26,104
2017-04-27,101
2017-04-28,101
2017-04-29,100
2017-04-30,100
2017-05-01,105
2017-05-02,105
2017-05-03,110
2017-05-04,116
2017-05-05,116
2017-05-06,121
2017-05-07,121
2017-05-08,125
2017-05-09,129
2017-05-10,129
2017-05-11,135
2017-05-12,135
2017-05-13,138
2017-05-14,138
2017-05-15,143
2017-05-16,151
2017-05-17,151
2017-05-18,158
2017-05-19,158
2017-05-20,164
2017-05-21,164
2017-05-22,171
2017-05-23,171
2017-05-24,179
2017-05-25,179
2017-05-26,183
2017-05-27,183
2017-05-28,190
2017-05-29,190
2017-05-30,197
2017-05-31,197
2017-06-01,192
2017-06-02,192
2017-06-03,191
2017-06-04,191
2017-06-05,191
2017-06-06,188
2017-06-07,188
2017-06-08,183
2017-06-09,183
2017-06-10,180
2017-06-11,180
2017-06-12,181
2017-06-13,181
2017-06-14,186
2017-06-15,186
2017-06-16,193
2017-06-17,193
2017-06-18,203
2017-06-19,203
2017-06-20,214
2017-06-21,214
2017-06-22,225
2017-06-23,225
2017-06-24,235
2017-06-25,235
2017-06-26,247
2017-06-27,247
2017-06-28,256
2017-06-29,266
2017-06-30,266
2017-07-01,270
2017-07-02,270
2017-07-03,273
2017-07-04,273
2017-07-05,273
2017-07-06,280
2017-07-07,280
2017-07-08,280
2017-07-13,257
2017-07-14,247
2017-07-15,247
2017-07-16,247
2017-07-17,252
2017-07-18,252
2017-07-19,253
2017-07-20,253
2017-07-21,258
2017-07-22,258
2017-07-23,268
2017-07-24,268
2017-07-25,274
2017-07-26,274
2017-07-27,288
2017-07-28,288
2017-07-29,288
2017-07-30,295
2017-07-31,295
2017-08-01,295
2017-08-02,296
2017-08-03,296
2017-08-04,296
2017-08-05,304
2017-08-06,304
2017-08-07,314
2017-08-08,314
2017-08-09,322
2017-08-10,322
2017-08-11,305
2017-08-12,305
2017-08-13,289
2017-08-14,289
2017-08-15,274
2017-08-16,274
2017-08-17,263
2017-08-18,263
2017-08-19,263
2017-08-20,250
2017-08-21,250
2017-08-22,241
2017-08-23,241
2017-08-24,249
2017-08-25,249
2017-08-26,249
2017-08-27,249
2017-08-28,241
2017-08-29,241
2017-08-30,228
2017-08-31,228
2017-09-01,228
2017-09-02,224
2017-09-03,224
2017-09-04,222
2017-09-05,226
2017-09-06,226
2017-09-07,233
2017-09-08,233
2017-09-09,224
2017-09-10,224
2017-09-11,212
2017-09-12,212
2017-09-13,203
2017-09-14,203
2017-09-15,209
2017-09-16,209
2017-09-17,214
2017-09-18,214
2017-09-19,220
2017-09-20,220
2017-09-22,229
2017-09-23,236
2017-09-24,236
2017-09-25,247
2017-09-26,247
2017-09-27,247
2017-09-28,260
2017-09-29,260
2017-09-30,263
2017-10-01,263
2017-10-02,258
2017-10-03,258
2017-10-04,258
2017-10-05,263
2017-10-06,263
2017-10-07,260
2017-10-08,260
2017-10-09,263
2017-10-10,263
2017-10-11,261
2017-10-12,261
2017-10-13,265
2017-10-14,265
2017-10-15,275
2017-10-16,289
2017-10-17,289
2017-10-18,297
2017-10-19,297
2017-10-20,304
2017-10-21,304
2017-10-22,303
2017-10-23,303
2017-10-24,311
2017-10-25,311
2017-10-26,327
2017-10-27,327
2017-10-28,333
2017-10-29,350
2017-10-30,350
2017-10-31,364
2017-11-01,364
2017-11-02,365
2017-11-03,365
2017-11-04,353
2017-11-05,353
2017-11-06,350
2017-11-07,350
2017-11-08,356
2017-11-09,366
2017-11-10,366
2017-11-11,359
2017-11-12,341
2017-11-13,341
2017-11-14,342
2017-11-15,342
2017-11-16,350
2017-11-17,350
2017-11-18,332
2017-11-19,332
2017-11-20,315
2017-11-21,306
2017-11-22,306
2017-11-23,302
2017-11-24,302
2017-11-25,286
2017-11-26,286
2017-11-27,275
2017-11-28,275
2017-11-29,276
2017-11-30,276
2017-12-01,272
2017-12-02,272
2017-12-03,276
2017-12-04,276
2017-12-05,280
2017-12-06,280
2017-12-07,279
2017-12-08,279
2017-12-09,277
2017-12-10,267
2017-12-11,267
2017-12-12,260
2017-12-13,260
2017-12-14,257
2017-12-15,245
2017-12-16,245
2017-12-17,244
2017-12-18,241
2017-12-19,241
2017-12-20,245
2017-12-21,256
2017-12-22,256
2017-12-23,263
2017-12-24,263
2017-12-25,270
2017-12-26,270
2017-12-27,277
2017-12-28,277
2017-12-29,282
2017-12-30,297
2017-12-31,297
2018-01-01,306
2018-01-02,306
2018-01-03,316
2018-01-04,316
2018-01-05,327
2018-01-06,341
2018-01-07,341
2018-01-08,356
2018-01-09,371
2018-01-10,371
2018-01-11,390
2018-01-12,390
2018-01-13,410
2018-01-14,410
2018-01-15,431
2018-01-16,442
2018-01-17,463
2018-01-18,463
2018-01-19,479
2018-01-20,479
2018-01-21,479
2018-01-22,456
2018-01-23,433
2018-01-24,434
2018-01-25,444
2018-01-26,456
2018-01-27,470
2018-01-28,470
2018-01-29,491
2018-01-30,516
2018-01-31,542
2018-02-01,556
2018-02-02,572
2018-02-03,596
2018-02-04,614
2018-02-05,618
2018-02-06,610
2018-02-07,596
2018-02-08,596
2018-02-09,571
2018-02-10,571
2018-02-11,556
2018-02-12,559
2018-02-13,570
2018-02-14,566
2018-02-15,582
2018-02-16,579
2018-02-17,567
2018-02-18,562
2018-02-19,549
2018-02-20,532
2018-02-21,505
2018-02-22,481
2018-02-23,467
2018-02-24,446
2018-02-25,424
2018-02-26,405
2018-02-27,389
2018-02-28,388
2018-03-01,391
2018-03-02,374
2018-03-03,356
2018-03-04,356
2018-03-05,338
2018-03-06,321
2018-03-07,304
2018-03-08,288
2018-03-09,273
2018-03-10,259
2018-03-11,246
2018-03-12,233
2018-03-13,224
2018-03-14,219
2018-03-15,216
2018-03-16,216
2018-03-17,220
2018-03-18,224
2018-03-20,212
2018-03-21,201
2018-03-22,190
2018-03-23,184
2018-03-24,191
2018-03-25,183
2018-03-26,176
2018-03-27,178
2018-03-28,186
2018-03-29,182
2018-03-30,175
2018-03-31,173
2018-04-01,175
2018-04-02,183
2018-04-03,192
2018-04-04,191
2018-04-05,191
2018-04-06,185
2018-04-07,178
2018-04-08,182
2018-04-09,189
2018-04-10,188
2018-04-11,182
2018-04-12,192
2018-04-13,202
2018-04-14,210
2018-04-15,216
2018-04-16,216
2018-04-17,211
2018-04-18,211
2018-04-19,220
2018-04-20,225
2018-04-21,236
2018-04-22,236
2018-04-23,242
2018-04-24,245
2018-04-25,255
2018-04-26,255
2018-04-27,244
2018-04-28,238
2018-04-29,235
2018-04-30,232
2018-05-01,225
2018-05-02,220
2018-05-03,215
2018-05-04,215
2018-05-05,222
2018-05-06,222
2018-05-07,234
2018-05-08,245
2018-05-09,258
2018-05-10,271
2018-05-11,285
2018-05-12,288
2018-05-13,288
2018-05-14,289
2018-05-15,282
2018-05-16,276
2018-05-17,266
2018-05-18,268
2018-05-19,269
2018-05-20,261
2018-05-21,261
2018-05-22,261
2018-05-23,270
2018-05-24,282
2018-05-25,297
2018-05-26,309
2018-05-27,316
2018-05-28,324
2018-05-29,335
2018-05-30,343
2018-05-31,331
2018-06-01,338
2018-06-02,347
2018-06-03,329
2018-06-04,312
2018-06-05,302
2018-06-06,299
2018-06-07,299
2018-06-08,286
2018-06-09,271
2018-06-10,257
2018-06-11,244
2018-06-12,236
2018-06-13,239
2018-06-14,238
2018-06-15,233
2018-06-16,234
2018-06-17,227
2018-06-18,217
2018-06-19,206
2018-06-20,206
2018-06-21,196
2018-06-22,187
2018-06-23,179
2018-06-24,170
2018-06-25,164
2018-06-26,172
2018-06-27,181
2018-06-28,188
2018-06-29,188
2018-06-30,186
2018-07-01,177
2018-07-02,170
2018-07-03,161
2018-07-04,152
2018-07-05,144
2018-07-06,142
2018-07-07,142
2018-07-08,145
2018-07-09,139
2018-07-10,135
2018-07-11,132
2018-07-12,127
2018-07-13,123
2018-07-14,122
2018-07-15,118
2018-07-16,120
2018-07-17,114
2018-07-18,112
2018-07-19,117
2018-07-20,119
2018-07-21,122
2018-07-22,124
2018-07-23,131
2018-07-24,136
2018-07-25,143
2018-07-26,151
2018-07-27,158
2018-07-28,161
2018-07-29,170
2018-07-30,175
2018-07-31,180
2018-08-01,184
2018-08-02,194
2018-08-03,204
2018-08-04,198
2018-08-05,188
2018-08-06,186
2018-08-07,195
2018-08-08,197
2018-08-09,206
2018-08-10,209
2018-08-11,210
2018-08-12,209
2018-08-14,209
2018-08-16,214
2018-08-17,222
2018-08-18,224
2018-08-19,223
2018-08-20,229
2018-08-21,230
2018-08-22,227
2018-08-23,235
2018-08-24,242
2018-08-25,252
2018-08-26,261
2018-08-27,258
2018-08-28,262
2018-08-29,259
2018-08-30,265
2018-08-31,267
2018-09-01,259
2018-09-02,270
2018-09-03,280
2018-09-04,280
2018-09-05,266
2018-09-06,257
2018-09-07,245
2018-09-08,240
2018-09-09,238
2018-09-10,233
2018-09-11,238
2018-09-12,234
2018-09-13,234
2018-09-14,228
2018-09-15,216
2018-09-16,205
2018-09-17,196
2018-09-18,191
2018-09-19,187
2018-09-20,182
2018-09-21,179
2018-09-22,179
2018-09-23,188
2018-09-24,192
2018-09-25,199
2018-09-26,200
2018-09-27,192
2018-09-28,191
2018-09-29,188
2018-09-30,183
2018-10-01,182
2018-10-02,177
2018-10-03,174
2018-10-04,178
2018-10-05,183
2018-10-06,176
2018-10-07,182
2018-10-08,192
2018-10-09,199
2018-10-10,200
2018-10-11,206
2018-10-12,210
2018-10-13,215
2018-10-14,214
2018-10-15,222
2018-10-16,226
2018-10-17,228
2018-10-18,222
2018-10-19,217
2018-10-20,207
2018-10-21,196
2018-10-22,187
2018-10-23,182
2018-10-24,188
2018-10-25,182
2018-10-26,174
2018-10-27,167
2018-10-28,159
2018-10-29,153
2018-10-30,158
2018-10-31,157
2018-11-01,158
2018-11-03,158
2018-11-04,157
2018-11-05,156
2018-11-06,160
2018-11-07,163
2018-11-08,160
2018-11-09,159
2018-11-10,163
2018-11-11,159
2018-11-12,160
2018-11-13,163
2018-11-15,174
2018-11-16,181
2018-11-17,185
2018-11-18,189
2018-11-19,192
2018-11-20,186
2018-11-21,181
2018-11-22,180
2018-11-23,182
2018-11-24,186
2018-11-25,184
2018-11-26,174
2018-11-27,168
2018-11-28,160
2018-11-29,154
2018-12-01,145
2018-12-02,141
2018-12-03,133
2018-12-04,126
2018-12-05,126
2018-12-07,128
2018-12-09,130
2018-12-10,134
2018-12-11,141
2018-12-12,149
2018-12-13,154
2018-12-14,162
2018-12-15,169
2018-12-16,165
2018-12-17,162
2018-12-18,162
2018-12-19,153
2018-12-20,147
2018-12-21,141
2018-12-22,148
2018-12-23,153
2018-12-24,158
2018-12-25,161
2018-12-26,168
2018-12-27,169
2018-12-28,163
2018-12-29,156
2018-12-30,150
2018-12-31,152
2019-01-01,155
2019-01-02,160
2019-01-03,164
2019-01-04,169
2019-01-05,169
2019-01-06,173
2019-01-08,160
2019-01-10,152
2019-01-11,145
2019-01-12,141
2019-01-13,133
2019-01-14,128
2019-01-15,129
2019-01-16,130
2019-01-17,126
2019-01-18,126
2019-01-19,132
2019-01-20,137
2019-01-21,144
2019-01-22,151
2019-01-23,159
2019-01-24,166
2019-01-25,165
2019-01-26,167
2019-01-27,176
2019-01-28,184
2019-01-29,194
2019-01-30,203
2019-01-31,200
2019-02-01,203
2019-02-02,200
2019-02-03,193
2019-02-04,193
2019-02-05,187
2019-02-06,189
2019-02-07,192
2019-02-08,195
2019-02-09,193
2019-02-10,198
2019-02-11,201
2019-02-12,200
2019-02-13,204
2019-02-14,206
2019-02-15,204
2019-02-16,199
2019-02-17,196
2019-02-18,203
2019-02-19,207
2019-02-20,215
2019-02-21,225
2019-02-22,227
2019-02-23,231
2019-02-24,228
2019-02-25,229
2019-02-26,238
2019-02-27,250
2019-02-28,263
2019-03-01,259
2019-03-02,248
2019-03-03,240
2019-03-04,250
2019-03-05,254
2019-03-06,258
2019-03-07,270
2019-03-08,279
2019-03-09,286
2019-03-10,284
2019-03-11,292
2019-03-12,292
2019-03-13,289
2019-03-14,292
2019-03-15,293
2019-03-16,288
2019-03-17,277
2019-03-18,268
2019-03-19,262
2019-03-20,255
2019-03-21,253
2019-03-22,243
2019-03-23,236
2019-03-24,232
2019-03-25,230
2019-03-26,221
2019-03-27,217
2019-03-28,215
2019-03-29,215
2019-03-30,217
2019-03-31,212
2019-04-01,203
2019-04-02,197
2019-04-03,191
2019-04-04,188
2019-04-05,181
2019-04-06,179
2019-04-07,176
2019-04-08,179
2019-04-09,175
2019-04-10,179
2019-04-11,185
2019-04-12,181
2019-04-13,184
2019-04-14,187
2019-04-15,197
2019-04-16,207
2019-04-17,218
2019-04-18,229
2019-04-19,229
2019-04-20,240
2019-04-21,252
2019-04-22,263
2019-04-23,260
2019-04-24,259
2019-04-25,264
2019-04-26,262
2019-04-27,276
2019-04-28,290
2019-04-29,304
2019-04-30,318
2019-05-01,326
2019-05-02,332
2019-05-03,331
2019-05-04,316
2019-05-05,302
2019-05-06,290
2019-05-07,303
2019-05-08,313
2019-05-09,303
2019-05-10,287
2019-05-11,274
2019-05-12,276
2019-05-13,288
2019-05-14,278
2019-05-15,274
2019-05-16,281
2019-05-17,294
2019-05-18,306
2019-05-19,309
2019-05-20,316
2019-05-21,326
2019-05-22,340
2019-05-23,337
2019-05-24,320
2019-05-25,311
2019-05-26,310
2019-05-27,316
2019-05-28,325
2019-05-29,342
2019-05-30,358
2019-05-31,376
2019-06-01,394
2019-06-02,406
2019-06-03,419
2019-06-04,428
2019-06-05,442
2019-06-06,460
2019-06-07,471
2019-06-08,473
2019-06-09,473
2019-06-10,491
2019-06-11,477
2019-06-12,477
2019-06-13,477
2019-06-14,456
2019-06-15,443
2019-06-16,423
2019-06-17,411
2019-06-18,391
2019-06-19,372
2019-06-20,362
2019-06-21,374
2019-06-22,365
2019-06-23,380
2019-06-24,383
2019-06-25,385
2019-06-26,382
2019-06-27,376
2019-06-28,362
2019-06-29,354
2019-06-30,360
2019-07-01,354
2019-07-02,357
2019-07-03,352
2019-07-04,352
2019-07-05,360
2019-07-06,363
2019-07-07,362
2019-07-08,358
2019-07-09,343
2019-07-10,333
2019-07-11,318
2019-07-12,302
2019-07-13,286
2019-07-14,273
2019-07-15,259
2019-07-16,246
2019-07-17,238
2019-07-18,233
2019-07-19,227
2019-07-20,218
2019-07-21,223
2019-07-22,223
2019-07-23,212
2019-07-24,201
2019-07-25,190
2019-07-26,180
2019-07-27,172
2019-07-28,164
2019-07-29,157
2019-07-30,156
2019-07-31,154
2019-08-01,161
2019-08-02,166
2019-08-03,166
2019-08-04,169
2019-08-05,167
2019-08-06,166
2019-08-07,165
2019-08-08,164
2019-08-09,168
2019-08-10,175
2019-08-11,175
2019-08-12,176
2019-08-13,177
2019-08-14,173
2019-08-15,174
