date_obj,Adamant%20battleaxe price
2015-08-22,2256
2015-08-23,2256
2015-08-24,2242
2015-08-25,2242
2015-08-26,2271
2015-08-27,2271
2015-08-28,2274
2015-08-29,2268
2015-08-30,2268
2015-08-31,2284
2015-09-01,2282
2015-09-02,2282
2015-09-03,2340
2015-09-04,2331
2015-09-05,2331
2015-09-06,2278
2015-09-07,2313
2015-09-08,2346
2015-09-09,2352
2015-09-10,2360
2015-09-11,2386
2015-09-12,2347
2015-09-13,2327
2015-09-14,2327
2015-09-15,2285
2015-09-16,2285
2015-09-17,2298
2015-09-18,2298
2015-09-19,2300
2015-09-20,2300
2015-09-21,2305
2015-09-22,2312
2015-09-23,2324
2015-09-24,2324
2015-09-25,2351
2015-09-27,2357
2015-09-28,2332
2015-09-29,2332
2015-09-30,2348
2015-10-05,2278
2015-10-06,2317
2015-10-07,2317
2015-10-08,2332
2015-10-09,2343
2015-10-10,2343
2015-10-11,2233
2015-10-12,2334
2015-10-13,2334
2015-10-14,2333
2015-10-15,2356
2015-10-16,2299
2015-10-17,2299
2015-10-18,2287
2015-10-19,2280
2015-10-20,2294
2015-10-22,2288
2015-10-23,2306
2015-10-24,2306
2015-10-25,2420
2015-10-26,2443
2015-10-27,2443
2015-10-28,2431
2015-10-29,2431
2015-10-30,2324
2015-10-31,2300
2015-11-01,2300
2015-11-02,2317
2015-11-03,2317
2015-11-04,2311
2015-11-05,2310
2015-11-06,2310
2015-11-07,2315
2015-11-08,2315
2015-11-09,2322
2015-11-10,2322
2015-11-11,2319
2015-11-12,2319
2015-11-13,2348
2015-11-14,2348
2015-11-15,2327
2015-11-16,2327
2015-11-17,2340
2015-11-18,2340
2015-11-19,2366
2015-11-20,2358
2015-11-21,2358
2015-11-22,2341
2015-11-23,2341
2015-11-24,2376
2015-11-25,2322
2015-11-26,2322
2015-11-27,2294
2015-11-28,2280
2015-11-29,2289
2015-11-30,2305
2015-12-01,2305
2015-12-02,2321
2015-12-03,2323
2015-12-04,2323
2015-12-05,2325
2015-12-06,2328
2015-12-07,2328
2015-12-08,2337
2015-12-09,2358
2015-12-10,2358
2015-12-11,2374
2015-12-12,2374
2015-12-13,2384
2015-12-14,2384
2015-12-15,2349
2015-12-16,2329
2015-12-17,2329
2015-12-18,2290
2015-12-19,2290
2015-12-20,2270
2015-12-21,2296
2015-12-22,2291
2015-12-23,2299
2015-12-24,2299
2015-12-25,2299
2015-12-26,2311
2015-12-27,2317
2015-12-28,2317
2015-12-29,2296
2015-12-30,2233
2015-12-31,2277
2016-01-01,2277
2016-01-02,2279
2016-01-03,2277
2016-01-04,2282
2016-01-05,2287
2016-01-06,2295
2016-01-07,2295
2016-01-08,2328
2016-01-09,2328
2016-01-10,2343
2016-01-11,2351
2016-01-12,2353
2016-01-13,2353
2016-01-14,2347
2016-01-15,2396
2016-01-16,2323
2016-01-17,2283
2016-01-18,2281
2016-01-19,2281
2016-01-20,2301
2016-01-21,2310
2016-01-22,2312
2016-01-23,2315
2016-01-24,2311
2016-01-25,2304
2016-01-26,2304
2016-01-27,2295
2016-01-28,2295
2016-01-29,2304
2016-01-30,2304
2016-01-31,2327
2016-02-01,2299
2016-02-02,2299
2016-02-03,2291
2016-02-04,2293
2016-02-05,2293
2016-02-06,2305
2016-02-07,2305
2016-02-08,2310
2016-02-09,2271
2016-02-10,2315
2016-02-11,2315
2016-02-12,2315
2016-02-13,2268
2016-02-14,2268
2016-02-15,2249
2016-02-16,2250
2016-02-17,2261
2016-02-18,2261
2016-02-19,2249
2016-02-20,2226
2016-02-21,2258
2016-02-22,2258
2016-02-23,2254
2016-02-24,2276
2016-02-25,2293
2016-02-26,2293
2016-02-27,2278
2016-02-28,2226
2016-02-29,2281
2016-03-01,2270
2016-03-02,2270
2016-03-03,2301
2016-03-04,2244
2016-03-05,2298
2016-03-06,2305
2016-03-07,2305
2016-03-08,2321
2016-03-09,2276
2016-03-10,2214
2016-03-11,2234
2016-03-12,2267
2016-03-13,2267
2016-03-14,2293
2016-03-15,2315
2016-03-16,2316
2016-03-17,2323
2016-03-18,2322
2016-03-19,2327
2016-03-20,2311
2016-03-21,2311
2016-03-22,2262
2016-03-23,2225
2016-03-24,2239
2016-03-25,2262
2016-03-26,2269
2016-03-27,2301
2016-03-28,2249
2016-03-29,2218
2016-03-30,2218
2016-03-31,2226
2016-04-01,2278
2016-04-02,2302
2016-04-03,2264
2016-04-04,2256
2016-04-05,2279
2016-04-06,2340
2016-04-07,2295
2016-04-08,2269
2016-04-09,2243
2016-04-10,2242
2016-04-11,2242
2016-04-12,2252
2016-04-13,2272
2016-04-14,2293
2016-04-15,2305
2016-04-16,2337
2016-04-17,2323
2016-04-18,2334
2016-04-19,2336
2016-04-20,2323
2016-04-21,2321
2016-04-22,2321
2016-04-23,2242
2016-04-24,2198
2016-04-25,2261
2016-04-26,2267
2016-04-27,2278
2016-04-28,2285
2016-04-29,2294
2016-04-30,2256
2016-05-01,2299
2016-05-02,2282
2016-05-03,2251
2016-05-04,2290
2016-05-05,2266
2016-05-06,2266
2016-05-07,2277
2016-05-08,2274
2016-05-09,2284
2016-05-10,2288
2016-05-11,2288
2016-05-12,2299
2016-05-13,2281
2016-05-14,2284
2016-05-15,2293
2016-05-16,2271
2016-05-17,2280
2016-05-18,2291
2016-05-19,2291
2016-05-21,2271
2016-05-22,2293
2016-05-23,2269
2016-05-24,2275
2016-05-25,2276
2016-05-26,2274
2016-05-27,2271
2016-05-28,2271
2016-05-29,2255
2016-05-30,2255
2016-05-31,2273
2016-06-01,2272
2016-06-02,2279
2016-06-03,2264
2016-06-04,2234
2016-06-05,2251
2016-06-06,2304
2016-06-07,2304
2016-06-08,2262
2016-06-09,2234
2016-06-10,2246
2016-06-11,2260
2016-06-12,2262
2016-06-13,2245
2016-06-14,2279
2016-06-15,2274
2016-06-16,2272
2016-06-17,2306
2016-06-18,2327
2016-06-19,2335
2016-06-20,2234
2016-06-21,2239
2016-06-22,2243
2016-06-23,2248
2016-06-24,2205
2016-06-25,2229
2016-06-26,2239
2016-06-27,2247
2016-06-28,2250
2016-06-29,2255
2016-06-30,2263
2016-07-01,2290
2016-07-02,2277
2016-07-03,2280
2016-07-04,2300
2016-07-05,2299
2016-07-06,2277
2016-07-07,2270
2016-07-08,2296
2016-07-09,2321
2016-07-10,2308
2016-07-11,2257
2016-07-12,2286
2016-07-13,2291
2016-07-14,2285
2016-07-15,2298
2016-07-16,2303
2016-07-17,2314
2016-07-18,2302
2016-07-23,2223
2016-07-24,2246
2016-07-25,2252
2016-07-26,2262
2016-07-27,2270
2016-07-28,2261
2016-07-29,2278
2016-07-30,2278
2016-07-31,2278
2016-08-01,2306
2016-08-02,2308
2016-08-03,2317
2016-08-04,2318
2016-08-05,2272
2016-08-06,2303
2016-08-07,2290
2016-08-08,2304
2016-08-09,2344
2016-08-10,2296
2016-08-11,2296
2016-08-12,2245
2016-08-13,2216
2016-08-14,2258
2016-08-15,2261
2016-08-16,2307
2016-08-17,2258
2016-08-18,2258
2016-08-19,2312
2016-08-20,2311
2016-08-21,2320
2016-08-22,2305
2016-08-23,2311
2016-08-24,2306
2016-08-25,2329
2016-08-26,2329
2016-08-28,2342
2016-08-31,2273
2016-09-01,2278
2016-09-02,2278
2016-09-03,2261
2016-09-04,2283
2016-09-05,2298
2016-09-06,2285
2016-09-07,2285
2016-09-08,2295
2016-09-09,2295
2016-09-10,2294
2016-09-11,2294
2016-09-12,2304
2016-09-13,2246
2016-09-14,2246
2016-09-15,2244
2016-09-16,2244
2016-09-17,2313
2016-09-18,2309
2016-09-19,2303
2016-09-20,2303
2016-09-21,2288
2016-09-22,2380
2016-09-23,2287
2016-09-24,2287
2016-09-25,2312
2016-09-26,2312
2016-09-27,2333
2016-09-28,2263
2016-09-29,2263
2016-09-30,2321
2016-10-01,2237
2016-10-02,2237
2016-10-03,2239
2016-10-04,2244
2016-10-05,2254
2016-10-06,2291
2016-10-07,2291
2016-10-08,2263
2016-10-09,2263
2016-10-10,2257
2016-10-11,2269
2016-10-12,2269
2016-10-13,2281
2016-10-14,2283
2016-10-15,2287
2016-10-16,2287
2016-10-17,2288
2016-10-18,2288
2016-10-19,2262
2016-10-20,2290
2016-10-21,2264
2016-10-22,2264
2016-10-23,2261
2016-10-24,2263
2016-10-25,2263
2016-10-26,2272
2016-10-27,2272
2016-10-28,2251
2016-10-29,2278
2016-10-30,2271
2016-10-31,2270
2016-11-01,2270
2016-11-02,2270
2016-11-03,2270
2016-11-04,2275
2016-11-05,2275
2016-11-06,2288
2016-11-07,2296
2016-11-08,2248
2016-11-09,2255
2016-11-10,2288
2016-11-11,2288
2016-11-12,2296
2016-11-13,2296
2016-11-14,2306
2016-11-15,2300
2016-12-07,2289
2016-12-08,2268
2016-12-09,2285
2016-12-10,2285
2016-12-11,2281
2016-12-12,2314
2016-12-13,2292
2016-12-14,2291
2016-12-15,2291
2016-12-16,2300
2016-12-17,2290
2016-12-18,2290
2016-12-19,2288
2016-12-20,2312
2016-12-21,2303
2016-12-22,2303
2016-12-23,2304
2016-12-24,2304
2016-12-25,2301
2016-12-26,2308
2016-12-27,2301
2016-12-28,2300
2016-12-29,2284
2016-12-30,2290
2016-12-31,2295
2017-01-01,2283
2017-01-02,2283
2017-01-03,2249
2017-01-04,2279
2017-01-05,2293
2017-01-06,2285
2017-01-07,2284
2017-01-08,2288
2017-01-09,2294
2017-01-10,2291
2017-01-11,2289
2017-01-12,2300
2017-01-13,2301
2017-01-14,2276
2017-01-15,2292
2017-01-16,2278
2017-01-17,2294
2017-01-18,2274
2017-01-19,2294
2017-01-20,2305
2017-01-21,2317
2017-01-22,2301
2017-01-23,2299
2017-01-27,2289
2017-01-28,2277
2017-01-29,2294
2017-01-30,2263
2017-01-31,2276
2017-02-01,2264
2017-02-02,2266
2017-02-03,2300
2017-02-04,2283
2017-02-05,2302
2017-02-06,2291
2017-02-07,2300
2017-02-08,2298
2017-02-09,2298
2017-02-10,2296
2017-02-11,2302
2017-02-12,2289
2017-02-13,2291
2017-02-14,2286
2017-02-15,2299
2017-02-16,2276
2017-02-17,2276
2017-02-18,2279
2017-02-19,2265
2017-02-20,2264
2017-02-21,2268
2017-02-22,2265
2017-02-23,2268
2017-02-24,2273
2017-02-25,2274
2017-02-26,2258
2017-02-27,2283
2017-02-28,2276
2017-03-01,2276
2017-03-02,2278
2017-03-03,2294
2017-03-04,2292
2017-03-05,2281
2017-03-06,2286
2017-03-07,2287
2017-03-08,2284
2017-03-09,2297
2017-03-10,2296
2017-03-11,2287
2017-03-12,2286
2017-03-13,2276
2017-03-14,2277
2017-03-15,2275
2017-03-16,2276
2017-03-17,2287
2017-03-18,2281
2017-03-19,2283
2017-03-20,2296
2017-03-21,2298
2017-03-22,2300
2017-03-23,2312
2017-03-24,2273
2017-03-25,2281
2017-03-26,2279
2017-03-27,2298
2017-03-28,2331
2017-03-29,2292
2017-03-30,2286
2017-03-31,2270
2017-04-01,2293
2017-04-02,2290
2017-04-03,2278
2017-04-04,2297
2017-04-05,2301
2017-04-12,2288
2017-04-13,2286
2017-04-14,2283
2017-04-15,2288
2017-04-16,2289
2017-04-17,2281
2017-04-18,2318
2017-04-19,2292
2017-04-20,2301
2017-04-21,2284
2017-04-22,2266
2017-04-23,2244
2017-04-24,2284
2017-04-25,2278
2017-04-26,2278
2017-04-27,2288
2017-04-28,2272
2017-04-29,2280
2017-04-30,2281
2017-05-01,2287
2017-05-02,2286
2017-05-03,2285
2017-05-04,2282
2017-05-05,2301
2017-05-06,2270
2017-05-07,2287
2017-05-08,2262
2017-05-09,2271
2017-05-10,2274
2017-05-11,2280
2017-05-12,2279
2017-05-13,2267
2017-05-14,2267
2017-05-15,2244
2017-05-16,2267
2017-05-17,2277
2017-05-18,2284
2017-05-19,2281
2017-05-20,2279
2017-05-21,2279
2017-05-22,2280
2017-05-23,2281
2017-05-24,2300
2017-05-25,2251
2017-05-26,2224
2017-05-27,2227
2017-05-28,2237
2017-05-29,2264
2017-05-30,2258
2017-05-31,2272
2017-06-01,2258
2017-06-02,2212
2017-06-03,2266
2017-06-04,2260
2017-06-05,2256
2017-06-06,2282
2017-06-07,2278
2017-06-08,2278
2017-06-09,2290
2017-06-10,2278
2017-06-11,2285
2017-06-12,2289
2017-06-13,2242
2017-06-14,2290
2017-06-15,2286
2017-06-16,2289
2017-06-17,2291
2017-06-18,2278
2017-06-19,2278
2017-06-20,2293
2017-06-21,2298
2017-06-22,2291
2017-06-23,2279
2017-06-24,2257
2017-06-25,2262
2017-06-26,2247
2017-06-27,2294
2017-06-28,2295
2017-06-29,2289
2017-07-01,2286
2017-07-02,2294
2017-07-03,2297
2017-07-04,2303
2017-07-05,2303
2017-07-06,2291
2017-07-07,2291
2017-07-08,2283
2017-07-09,2303
2017-07-13,2264
2017-07-14,2265
2017-07-15,2275
2017-07-16,2282
2017-07-17,2273
2017-07-18,2286
2017-07-19,2290
2017-07-20,2291
2017-07-21,2279
2017-07-22,2291
2017-07-23,2274
2017-07-24,2282
2017-07-25,2292
2017-07-26,2286
2017-07-27,2295
2017-07-28,2297
2017-07-29,2289
2017-07-30,2278
2017-07-31,2278
2017-08-01,2288
2017-08-02,2278
2017-08-03,2275
2017-08-04,2279
2017-08-05,2268
2017-08-06,2288
2017-08-07,2253
2017-08-08,2249
2017-08-09,2281
2017-08-10,2290
2017-08-11,2269
2017-08-12,2282
2017-08-13,2264
2017-08-14,2282
2017-08-15,2287
2017-08-16,2290
2017-08-17,2291
2017-08-18,2291
2017-08-19,2274
2017-08-20,2290
2017-08-21,2290
2017-08-22,2278
2017-08-23,2286
2017-08-24,2273
2017-08-25,2277
2017-08-26,2261
2017-08-27,2260
2017-08-28,2282
2017-08-29,2294
2017-08-30,2315
2017-08-31,2299
2017-09-01,2299
2017-09-02,2288
2017-09-03,2267
2017-09-04,2266
2017-09-05,2282
2017-09-06,2278
2017-09-07,2263
2017-09-08,2243
2017-09-09,2273
2017-09-10,2278
2017-09-11,2234
2017-09-12,2290
2017-09-13,2284
2017-09-14,2287
2017-09-15,2287
2017-09-16,2296
2017-09-17,2281
2017-09-18,2295
2017-09-19,2275
2017-09-20,2235
2017-09-21,2251
2017-09-22,2278
2017-09-23,2243
2017-09-24,2266
2017-09-25,2284
2017-09-26,2276
2017-09-27,2264
2017-09-28,2285
2017-09-29,2275
2017-09-30,2283
2017-10-01,2283
2017-10-02,2275
2017-10-03,2290
2017-10-04,2288
2017-10-05,2292
2017-10-06,2267
2017-10-07,2274
2017-10-08,2281
2017-10-09,2280
2017-10-10,2280
2017-10-11,2280
2017-10-12,2283
2017-10-13,2309
2017-10-14,2271
2017-10-15,2227
2017-10-16,2275
2017-10-17,2275
2017-10-18,2271
2017-10-19,2290
2017-10-20,2290
2017-10-21,2288
2017-10-22,2289
2017-10-23,2287
2017-10-24,2266
2017-10-25,2270
2017-10-26,2275
2017-10-27,2274
2017-10-28,2274
2017-10-29,2255
2017-10-30,2263
2017-10-31,2284
2017-11-01,2284
2017-11-02,2290
2017-11-03,2287
2017-11-04,2290
2017-11-05,2294
2017-11-06,2293
2017-11-07,2290
2017-11-08,2264
2017-11-09,2260
2017-11-10,2276
2017-11-11,2273
2017-11-12,2263
2017-11-13,2283
2017-11-14,2256
2017-11-15,2251
2017-11-16,2227
2017-11-17,2235
2017-11-18,2248
2017-11-19,2262
2017-11-20,2286
2017-11-21,2284
2017-11-22,2266
2017-11-23,2249
2017-11-24,2277
2017-11-25,2270
2017-11-26,2256
2017-11-27,2256
2017-11-28,2255
2017-11-29,2277
2017-11-30,2256
2017-12-01,2268
2017-12-02,2247
2017-12-03,2268
2017-12-04,2286
2017-12-05,2293
2017-12-06,2270
2017-12-07,2263
2017-12-08,2287
2017-12-09,2269
2017-12-10,2271
2017-12-11,2280
2017-12-12,2288
2017-12-13,2308
2017-12-14,2298
2017-12-15,2295
2017-12-16,2235
2017-12-17,2244
2017-12-18,2269
2017-12-19,2235
2017-12-20,2241
2017-12-21,2247
2017-12-22,2258
2017-12-23,2255
2017-12-24,2248
2017-12-25,2249
2017-12-26,2232
2017-12-27,2244
2017-12-28,2254
2017-12-29,2250
2017-12-30,2244
2017-12-31,2252
2018-01-01,2223
2018-01-02,2217
2018-01-03,2219
2018-01-04,2245
2018-01-05,2244
2018-01-06,2234
2018-01-07,2234
2018-01-08,2244
2018-01-09,2253
2018-01-10,2259
2018-01-11,2253
2018-01-12,2266
2018-01-13,2275
2018-01-14,2270
2018-01-15,2270
2018-01-16,2267
2018-01-17,2265
2018-01-18,2270
2018-01-19,2246
2018-01-20,2204
2018-01-21,2216
2018-01-22,2230
2018-01-23,2243
2018-01-24,2259
2018-01-25,2262
2018-01-26,2271
2018-01-27,2280
2018-01-28,2268
2018-01-29,2274
2018-01-30,2268
2018-01-31,2270
2018-02-01,2261
2018-02-02,2268
2018-02-03,2265
2018-02-04,2274
2018-02-05,2260
2018-02-06,2261
2018-02-07,2271
2018-02-08,2258
2018-02-09,2243
2018-02-10,2264
2018-02-11,2250
2018-02-12,2236
2018-02-13,2254
2018-02-14,2251
2018-02-15,2251
2018-02-16,2250
2018-02-17,2255
2018-02-18,2261
2018-02-19,2256
2018-02-20,2244
2018-02-21,2225
2018-02-22,2242
2018-02-23,2245
2018-02-24,2258
2018-02-25,2262
2018-02-26,2257
2018-02-27,2259
2018-02-28,2267
2018-03-01,2254
2018-03-02,2274
2018-03-03,2264
2018-03-04,2254
2018-03-05,2254
2018-03-06,2233
2018-03-07,2243
2018-03-08,2245
2018-03-09,2222
2018-03-10,2238
2018-03-11,2258
2018-03-12,2236
2018-03-13,2297
2018-03-14,2300
2018-03-15,2290
2018-03-16,2278
2018-03-17,2236
2018-03-18,2260
2018-03-19,2275
2018-03-20,2278
2018-03-21,2296
2018-03-22,2301
2018-03-23,2286
2018-03-24,2241
2018-03-25,2250
2018-03-26,2274
2018-03-27,2245
2018-03-28,2215
2018-03-29,2247
2018-03-30,2271
2018-03-31,2276
2018-04-01,2177
2018-04-02,2255
2018-04-03,2263
2018-04-04,2258
2018-04-05,2278
2018-04-06,2275
2018-04-07,2277
2018-04-08,2261
2018-04-09,2258
2018-04-10,2250
2018-04-11,2248
2018-04-12,2196
2018-04-13,2267
2018-04-14,2257
2018-04-15,2253
2018-04-16,2232
2018-04-17,2227
2018-04-18,2214
2018-04-19,2268
2018-04-20,2263
2018-04-21,2263
2018-04-22,2275
2018-04-23,2259
2018-04-24,2257
2018-04-25,2234
2018-04-26,2219
2018-04-27,2230
2018-04-28,2214
2018-04-29,2260
2018-04-30,2229
2018-05-01,2256
2018-05-02,2258
2018-05-03,2233
2018-05-04,2237
2018-05-05,2246
2018-05-06,2252
2018-05-07,2247
2018-05-08,2235
2018-05-09,2242
2018-05-10,2246
2018-05-11,2253
2018-05-12,2245
2018-05-13,2247
2018-05-14,2255
2018-05-15,2222
2018-05-16,2251
2018-05-17,2241
2018-05-18,2239
2018-05-19,2222
2018-05-20,2251
2018-05-21,2242
2018-05-22,2232
2018-05-23,2229
2018-05-24,2229
2018-05-25,2258
2018-05-26,2264
2018-05-27,2257
2018-05-28,2247
2018-05-29,2235
2018-05-30,2259
2018-05-31,2273
2018-06-01,2274
2018-06-02,2268
2018-06-03,2264
2018-06-04,2275
2018-06-05,2264
2018-06-06,2250
2018-06-07,2290
2018-06-08,2287
2018-06-09,2269
2018-06-10,2270
2018-06-11,2284
2018-06-12,2262
2018-06-13,2258
2018-06-14,2262
2018-06-15,2240
2018-06-16,2266
2018-06-17,2252
2018-06-18,2256
2018-06-19,2270
2018-06-20,2272
2018-06-21,2256
2018-06-22,2272
2018-06-23,2241
2018-06-24,2277
2018-06-25,2271
2018-06-26,2242
2018-06-27,2272
2018-06-28,2267
2018-06-29,2238
2018-06-30,2250
2018-07-01,2286
2018-07-02,2295
2018-07-03,2263
2018-07-04,2225
2018-07-05,2225
2018-07-06,2252
2018-07-07,2243
2018-07-08,2246
2018-07-09,2227
2018-07-10,2229
2018-07-11,2211
2018-07-12,2232
2018-07-13,2251
2018-07-14,2256
2018-07-15,2284
2018-07-16,2290
2018-07-17,2279
2018-07-18,2289
2018-07-19,2276
2018-07-20,2280
2018-07-21,2278
2018-07-22,2271
2018-07-23,2281
2018-07-24,2274
2018-07-25,2254
2018-07-26,2216
2018-07-27,2217
2018-07-28,2219
2018-07-29,2251
2018-07-30,2253
2018-07-31,2263
2018-08-01,2247
2018-08-02,2248
2018-08-03,2221
2018-08-04,2224
2018-08-05,2228
2018-08-06,2232
2018-08-07,2241
2018-08-08,2253
2018-08-09,2228
2018-08-10,2219
2018-08-11,2222
2018-08-12,2212
2018-08-14,2191
2018-08-16,2252
2018-08-17,2232
2018-08-18,2211
2018-08-19,2244
2018-08-20,2240
2018-08-21,2245
2018-08-22,2234
2018-08-23,2269
2018-08-24,2236
2018-08-25,2212
2018-08-26,2225
2018-08-27,2207
2018-08-28,2241
2018-08-29,2257
2018-08-30,2252
2018-08-31,2248
2018-09-01,2235
2018-09-02,2231
2018-09-03,2213
2018-09-04,2223
2018-09-05,2206
2018-09-06,2214
2018-09-07,2231
2018-09-08,2235
2018-09-09,2246
2018-09-10,2251
2018-09-11,2258
2018-09-12,2232
2018-09-13,2260
2018-09-14,2262
2018-09-15,2248
2018-09-16,2267
2018-09-17,2269
2018-09-18,2235
2018-09-19,2231
2018-09-20,2239
2018-09-21,2251
2018-09-22,2248
2018-09-23,2251
2018-09-24,2249
2018-09-25,2239
2018-09-26,2239
2018-09-27,2249
2018-09-28,2258
2018-09-29,2241
2018-09-30,2240
2018-10-01,2238
2018-10-02,2218
2018-10-03,2223
2018-10-04,2230
2018-10-05,2237
2018-10-06,2215
2018-10-07,2222
2018-10-08,2213
2018-10-09,2221
2018-10-10,2205
2018-10-11,2227
2018-10-12,2222
2018-10-13,2224
2018-10-14,2199
2018-10-15,2210
2018-10-16,2216
2018-10-17,2226
2018-10-18,2235
2018-10-19,2245
2018-10-20,2243
2018-10-21,2203
2018-10-22,2219
2018-10-23,2228
2018-10-24,2225
2018-10-25,2237
2018-10-26,2235
2018-10-27,2234
2018-10-28,2223
2018-10-29,2258
2018-10-30,2223
2018-10-31,2223
2018-11-01,2241
2018-11-03,2219
2018-11-04,2222
2018-11-05,2222
2018-11-06,2230
2018-11-07,2216
2018-11-08,2252
2018-11-09,2252
2018-11-10,2240
2018-11-11,2228
2018-11-12,2231
2018-11-13,2224
2018-11-14,2217
2018-11-15,2207
2018-11-16,2213
2018-11-17,2216
2018-11-18,2216
2018-11-19,2192
2018-11-20,2200
2018-11-21,2202
2018-11-22,2196
2018-11-23,2191
2018-11-24,2219
2018-11-25,2222
2018-11-26,2233
2018-11-27,2226
2018-11-28,2221
2018-11-29,2225
2018-12-01,2229
2018-12-02,2231
2018-12-03,2221
2018-12-04,2217
2018-12-05,2218
2018-12-07,2213
2018-12-09,2237
2018-12-10,2240
2018-12-11,2239
2018-12-12,2229
2018-12-13,2238
2018-12-14,2245
2018-12-15,2247
2018-12-16,2236
2018-12-17,2242
2018-12-18,2246
2018-12-19,2248
2018-12-20,2253
2018-12-21,2255
2018-12-22,2252
2018-12-23,2252
2018-12-24,2247
2018-12-25,2236
2018-12-26,2210
2018-12-27,2228
2018-12-28,2218
2018-12-29,2205
2018-12-30,2200
2018-12-31,2224
2019-01-01,2210
2019-01-02,2191
2019-01-03,2216
2019-01-04,2217
2019-01-05,2210
2019-01-06,2210
2019-01-08,2206
2019-01-10,2220
2019-01-11,2187
2019-01-12,2200
2019-01-13,2175
2019-01-14,2208
2019-01-15,2216
2019-01-16,2226
2019-01-17,2218
2019-01-18,2213
2019-01-19,2216
2019-01-20,2213
2019-01-21,2219
2019-01-22,2217
2019-01-23,2215
2019-01-24,2212
2019-01-25,2221
2019-01-26,2218
2019-01-27,2216
2019-01-28,2216
2019-01-29,2227
2019-01-30,2223
2019-01-31,2230
2019-02-01,2222
2019-02-02,2218
2019-02-03,2214
2019-02-04,2216
2019-02-05,2216
2019-02-06,2220
2019-02-07,2173
2019-02-08,2220
2019-02-09,2234
2019-02-10,2204
2019-02-11,2207
2019-02-12,2226
2019-02-13,2237
2019-02-14,2247
2019-02-15,2245
2019-02-16,2229
2019-02-17,2210
2019-02-18,2226
2019-02-19,2236
2019-02-20,2252
2019-02-21,2248
2019-02-22,2268
2019-02-23,2254
2019-02-24,2248
2019-02-25,2233
2019-02-26,2231
2019-02-27,2231
2019-02-28,2210
2019-03-01,2235
2019-03-02,2229
2019-03-03,2229
2019-03-04,2228
2019-03-05,2241
2019-03-06,2256
2019-03-07,2244
2019-03-08,2249
2019-03-09,2245
2019-03-10,2218
2019-03-11,2219
2019-03-12,2214
2019-03-13,2217
2019-03-14,2219
2019-03-15,2218
2019-03-16,2224
