date_obj,Bagged%20roses price
2015-08-04,16000
2015-08-05,16000
2015-08-06,16000
2015-08-07,16000
2015-08-08,16000
2015-08-09,16000
2015-08-10,16000
2015-08-11,16000
2015-08-12,16000
2015-08-13,16000
2015-08-14,16000
2015-08-15,16000
2015-08-16,16000
2015-08-17,16000
2015-08-18,16000
2015-08-19,16000
2015-08-20,16000
2015-08-21,16000
2015-08-22,16000
2015-08-23,16000
2015-08-24,16000
2015-08-25,16000
2015-08-26,16000
2015-08-27,16000
2015-08-28,16000
2015-08-29,16000
2015-08-30,16000
2015-08-31,16000
2015-09-02,16000
2015-09-07,16000
2015-09-08,16000
2015-09-10,16000
2015-09-14,16000
2015-09-16,16000
2015-09-22,16000
2015-09-23,16000
2015-09-24,16000
2015-09-25,16000
2015-09-27,16000
2015-09-28,16000
2015-09-29,16000
2015-09-30,16000
2015-10-05,16000
2015-10-06,16000
2015-10-07,16000
2015-10-08,16000
2015-10-09,16000
2015-10-10,16000
2015-10-11,16000
2015-10-12,16000
2015-10-13,16000
2015-10-14,16000
2015-10-15,16000
2015-10-16,16000
2015-10-17,16000
2015-10-18,16000
2015-10-19,16000
2015-10-20,16000
2015-10-22,16000
2015-10-23,16000
2015-10-24,16000
2015-10-25,16000
2015-10-26,16000
2015-10-27,16000
2015-10-28,16000
2015-10-29,16000
2015-10-30,16000
2015-10-31,16000
2015-11-01,16000
2015-11-02,16000
2015-11-03,16000
2015-11-04,16000
2015-11-05,16000
2015-11-06,16000
2015-11-07,16000
2015-11-08,16000
2015-11-09,16000
2015-11-10,16000
2015-11-11,16000
2015-11-12,16000
2015-11-13,16000
2015-11-14,16000
2015-11-15,16000
2015-11-16,16000
2015-11-17,16000
2015-11-18,16000
2015-11-19,16000
2015-11-20,16000
2015-11-21,16000
2015-11-22,16000
2015-11-23,16000
2015-11-24,16000
2015-11-25,16000
2015-11-26,16000
2015-11-27,16000
2015-11-28,16000
2015-11-29,16000
2015-11-30,16000
2015-12-01,16000
2015-12-02,16000
2015-12-03,16000
2015-12-04,16000
2015-12-05,16000
2015-12-06,16000
2015-12-07,16000
2015-12-08,16000
2015-12-09,16000
2015-12-10,16000
2015-12-11,16000
2015-12-12,16000
2015-12-13,16000
2015-12-14,16000
2015-12-15,16000
2015-12-16,16000
2015-12-17,16000
2015-12-18,16000
2015-12-19,16000
2015-12-20,16000
2015-12-21,16000
2015-12-22,16000
2015-12-23,16000
2015-12-24,16000
2015-12-25,16000
2015-12-26,16000
2015-12-27,16000
2015-12-28,16000
2015-12-29,16000
2015-12-30,16000
2015-12-31,16000
2016-01-01,16000
2016-01-02,16000
2016-01-03,16000
2016-01-04,16000
2016-01-05,16000
2016-01-06,16000
2016-01-07,16000
2016-01-08,16000
2016-01-09,16000
2016-01-10,16000
2016-01-11,16000
2016-01-12,16000
2016-01-13,16000
2016-01-14,16000
2016-01-15,16000
2016-01-16,16000
2016-01-17,16000
2016-01-18,16000
2016-01-19,15795
2016-01-20,15795
2016-01-21,15795
2016-01-22,15795
2016-01-23,15795
2016-01-24,15795
2016-01-25,15795
2016-01-26,15795
2016-01-27,15795
2016-01-28,15795
2016-01-29,15795
2016-01-30,15795
2016-01-31,15795
2016-02-01,15795
2016-02-02,15795
2016-02-03,15795
2016-02-04,15795
2016-02-05,15795
2016-02-06,15795
2016-02-07,15795
2016-02-08,15795
2016-02-09,15795
2016-02-10,15795
2016-02-11,15795
2016-02-12,15795
2016-02-13,15795
2016-02-14,15795
2016-02-15,15795
2016-02-16,15795
2016-02-17,15795
2016-02-18,15795
2016-02-19,15795
2016-02-20,15795
2016-02-21,15795
2016-02-22,15795
2016-02-23,15795
2016-02-24,15795
2016-02-25,15795
2016-02-26,15795
2016-02-27,15795
2016-02-28,15795
2016-02-29,15795
2016-03-01,15795
2016-03-02,15795
2016-03-03,15795
2016-03-04,15795
2016-03-05,15795
2016-03-06,15795
2016-03-07,15795
2016-03-08,15795
2016-03-09,15795
2016-03-10,15795
2016-03-11,15795
2016-03-12,15795
2016-03-13,15795
2016-03-14,15795
2016-03-15,15795
2016-03-16,15795
2016-03-17,15795
2016-03-18,15795
2016-03-19,15795
2016-03-20,15795
2016-03-21,15795
2016-03-22,15795
2016-03-23,15795
2016-03-24,15795
2016-03-25,15795
2016-03-26,15795
2016-03-27,15795
2016-03-28,15795
2016-03-29,15795
2016-03-30,15795
2016-03-31,15795
2016-04-01,15795
2016-04-02,15795
2016-04-03,15795
2016-04-04,15795
2016-04-05,15795
2016-04-06,15795
2016-04-07,15795
2016-04-08,15795
2016-04-09,15795
2016-04-10,15795
2016-04-11,15795
2016-04-12,15795
2016-04-13,15795
2016-04-14,15795
2016-04-15,15795
2016-04-16,15795
2016-04-17,15795
2016-04-18,15795
2016-04-19,15795
2016-04-20,15795
2016-04-21,15795
2016-04-22,15795
2016-04-23,15795
2016-04-24,15795
2016-04-25,15795
2016-04-26,15795
2016-04-27,15795
2016-04-28,15795
2016-04-29,15795
2016-04-30,15795
2016-05-01,15795
2016-05-02,15795
2016-05-03,15795
2016-05-04,15795
2016-05-05,15795
2016-05-06,15795
2016-05-07,15795
2016-05-08,15795
2016-05-09,15795
2016-05-10,15795
2016-05-11,15795
2016-05-12,15795
2016-05-13,15795
2016-05-14,15795
2016-05-15,15795
2016-05-16,15795
2016-05-17,15795
2016-05-18,15795
2016-05-19,15795
2016-05-22,15795
2016-05-23,15795
2016-05-24,15795
2016-05-25,15795
2016-05-26,15795
2016-05-27,15795
2016-05-28,15795
2016-05-29,15795
2016-05-30,15795
2016-05-31,15795
2016-06-01,15795
2016-06-02,15795
2016-06-03,15795
2016-06-04,15795
2016-06-05,15795
2016-06-06,15795
2016-06-07,15795
2016-06-08,15795
2016-06-09,15795
2016-06-10,15795
2016-06-11,15795
2016-06-12,15795
2016-06-13,15795
2016-06-14,15795
2016-06-15,15795
2016-06-16,15795
2016-06-17,15795
2016-06-18,15795
2016-06-19,15795
2016-06-20,15795
2016-06-21,15795
2016-06-22,15795
2016-06-23,15795
2016-06-24,15795
2016-06-25,15795
2016-06-26,15795
2016-06-27,15795
2016-06-28,15795
2016-06-29,15795
2016-06-30,15795
2016-07-01,15795
2016-07-02,15795
2016-07-03,15795
2016-07-04,15795
2016-07-05,15795
2016-07-06,15795
2016-07-07,15795
2016-07-08,15795
2016-07-09,15795
2016-07-10,15795
2016-07-11,15795
2016-07-12,15795
2016-07-13,15795
2016-07-14,15795
2016-07-15,15795
2016-07-16,15795
2016-07-17,15795
2016-07-18,15795
2016-07-23,15795
2016-07-24,15795
2016-07-25,15795
2016-07-26,15795
2016-07-27,15795
2016-07-28,15795
2016-07-29,15795
2016-07-30,15795
2016-07-31,15795
2016-08-01,15795
2016-08-02,15795
2016-08-03,15795
2016-08-04,15795
2016-08-05,15795
2016-08-06,15795
2016-08-07,15795
2016-08-08,15795
2016-08-09,15795
2016-08-10,15795
2016-08-11,15795
2016-08-12,15795
2016-08-13,15795
2016-08-14,15795
2016-08-15,15795
2016-08-16,15795
2016-08-17,15795
2016-08-18,15795
2016-08-19,15795
2016-08-20,15795
2016-08-21,15795
2016-08-22,15795
2016-08-23,15795
2016-08-24,15795
2016-08-25,15669
2016-08-26,15669
2016-08-28,15669
2016-08-31,15669
2016-09-01,15669
2016-09-02,15669
2016-09-03,15669
2016-09-04,15669
2016-09-05,15669
2016-09-06,15669
2016-09-07,15669
2016-09-08,15669
2016-09-09,15669
2016-09-10,15669
2016-09-11,15669
2016-09-12,15669
2016-09-13,15669
2016-09-14,15669
2016-09-15,15669
2016-09-16,15669
2016-09-17,15669
2016-09-18,15669
2016-09-19,15669
2016-09-20,15669
2016-09-21,15669
2016-09-22,15669
2016-09-23,15669
2016-09-24,15669
2016-09-25,15669
2016-09-26,15669
2016-09-27,15669
2016-09-28,15669
2016-09-29,15669
2016-09-30,15669
2016-10-01,15669
2016-10-02,15669
2016-10-03,15669
2016-10-04,15669
2016-10-05,15669
2016-10-06,15669
2016-10-07,15669
2016-10-08,15669
2016-10-09,15669
2016-10-10,15669
2016-10-11,15669
2016-10-12,15669
2016-10-13,15669
2016-10-14,15669
2016-10-15,15669
2016-10-16,15669
2016-10-17,15669
2016-10-18,15669
2016-10-19,15669
2016-10-20,15669
2016-10-21,15669
2016-10-22,15669
2016-10-23,15669
2016-10-24,15669
2016-10-25,15669
2016-10-26,15669
2016-10-27,15669
2016-10-28,15669
2016-10-29,15669
2016-10-30,15669
2016-10-31,15669
2016-11-01,15669
2016-11-02,15669
2016-11-03,15669
2016-11-04,15669
2016-11-05,15669
2016-11-06,15669
2016-11-07,15669
2016-11-08,15655
2016-11-09,15655
2016-11-10,15655
2016-11-11,15655
2016-11-12,15655
2016-11-13,15655
2016-11-14,15655
2016-11-15,15655
2016-12-07,15655
2016-12-08,15655
2016-12-09,15655
2016-12-10,15655
2016-12-11,15655
2016-12-12,15655
2016-12-13,15655
2016-12-14,15655
2016-12-15,15655
2016-12-16,15655
2016-12-17,15655
2016-12-18,15655
2016-12-19,15655
2016-12-20,15655
2016-12-21,15655
2016-12-22,15655
2016-12-23,15655
2016-12-24,15655
2016-12-25,15655
2016-12-26,15655
2016-12-27,15655
2016-12-28,15655
2016-12-29,15655
2016-12-30,15655
2016-12-31,15655
2017-01-01,15655
2017-01-02,15655
2017-01-03,15655
2017-01-04,15655
2017-01-05,15655
2017-01-06,15655
2017-01-07,15655
2017-01-08,15655
2017-01-09,15655
2017-01-10,15655
2017-01-11,15655
2017-01-12,15655
2017-01-13,15655
2017-01-14,15655
2017-01-15,15655
2017-01-16,15655
2017-01-17,15655
2017-01-18,15655
2017-01-19,15655
2017-01-20,15655
2017-01-21,15655
2017-01-22,15655
2017-01-23,15623
2017-01-27,15623
2017-01-28,15623
2017-01-29,15623
2017-01-30,15623
2017-01-31,15623
2017-02-01,15623
2017-02-02,15623
2017-02-03,15623
2017-02-04,15623
2017-02-05,15623
2017-02-06,15623
2017-02-07,15623
2017-02-08,15623
2017-02-09,15623
2017-02-10,15623
2017-02-11,15623
2017-02-12,15623
2017-02-13,15623
2017-02-14,15623
2017-02-15,15623
2017-02-16,15623
2017-02-18,15623
2017-02-19,15623
2017-02-20,15623
2017-02-21,15623
2017-02-22,15623
2017-02-23,15623
2017-02-24,15623
2017-02-25,15623
2017-02-26,15623
2017-02-27,15623
2017-02-28,15623
2017-03-01,15623
2017-03-02,15623
2017-03-03,15623
2017-03-04,15623
2017-03-05,15623
2017-03-06,15623
2017-03-07,15623
2017-03-08,15623
2017-03-09,15623
2017-03-10,15623
2017-03-11,15623
2017-03-12,15623
2017-03-13,15623
2017-03-14,15623
2017-03-15,15623
2017-03-16,15623
2017-03-17,15623
2017-03-18,15623
2017-03-19,15623
2017-03-20,15623
2017-03-21,15623
2017-03-22,15623
2017-03-23,15623
2017-03-24,15623
2017-03-25,15623
2017-03-26,15623
2017-03-27,15623
2017-03-28,15623
2017-03-29,15708
2017-03-30,15708
2017-03-31,15708
2017-04-01,15708
2017-04-02,15708
2017-04-03,15708
2017-04-04,15708
2017-04-05,15708
2017-04-12,15708
2017-04-13,15708
2017-04-14,15708
2017-04-15,15708
2017-04-16,15708
2017-04-17,15708
2017-04-18,15708
2017-04-19,15708
2017-04-20,15708
2017-04-21,15708
2017-04-22,15708
2017-04-23,15708
2017-04-24,15708
2017-04-25,15708
2017-04-26,15708
2017-04-27,15708
2017-04-28,15708
2017-04-29,15708
2017-04-30,15708
2017-05-01,15708
2017-05-02,15708
2017-05-03,15708
2017-05-04,15708
2017-05-05,15708
2017-05-06,15708
2017-05-07,15708
2017-05-08,15708
2017-05-09,15708
2017-05-10,15708
2017-05-11,15708
2017-05-12,15708
2017-05-13,15708
2017-05-14,15708
2017-05-15,15708
2017-05-16,15708
2017-05-17,15708
2017-05-18,15708
2017-05-19,15708
2017-05-20,15708
2017-05-21,15708
2017-05-22,15708
2017-05-23,15708
2017-05-24,15708
2017-05-25,15708
2017-05-26,15708
2017-05-27,15708
2017-05-28,15823
2017-05-29,15823
2017-05-30,15823
2017-05-31,15823
2017-06-01,15823
2017-06-02,15823
2017-06-03,15823
2017-06-04,15823
2017-06-05,15823
2017-06-06,15823
2017-06-07,15823
2017-06-08,15823
2017-06-09,15823
2017-06-10,15823
2017-06-11,15823
2017-06-12,15823
2017-06-13,15823
2017-06-14,15823
2017-06-15,15823
2017-06-16,15823
2017-06-17,15823
2017-06-18,15823
2017-06-19,15823
2017-06-20,15823
2017-06-21,15823
2017-06-22,15823
2017-06-23,15823
2017-06-24,15823
2017-06-25,15823
2017-06-26,15823
2017-06-27,15823
2017-06-28,15823
2017-06-29,15823
2017-06-30,15823
2017-07-01,15823
2017-07-02,15823
2017-07-03,15823
2017-07-04,15823
2017-07-05,15823
2017-07-06,15823
2017-07-07,15823
2017-07-08,15823
2017-07-09,15823
2017-07-13,15823
2017-07-14,15823
2017-07-15,15823
2017-07-16,15823
2017-07-17,15823
2017-07-18,15823
2017-07-19,15823
2017-07-20,15823
2017-07-21,15823
2017-07-22,15823
2017-07-23,15823
2017-07-24,15823
2017-07-25,15823
2017-07-26,15823
2017-07-27,15823
2017-07-28,15823
2017-07-29,15823
2017-07-30,15872
2017-07-31,15872
2017-08-01,15872
2017-08-02,15872
2017-08-03,15872
2017-08-04,15872
2017-08-05,15872
2017-08-06,15872
2017-08-07,15872
2017-08-08,15872
2017-08-09,15872
2017-08-10,15872
2017-08-11,15872
2017-08-12,15872
2017-08-13,15872
2017-08-14,15872
2017-08-15,15872
2017-08-16,15872
2017-08-17,15872
2017-08-18,15872
2017-08-19,15872
2017-08-20,15872
2017-08-21,15872
2017-08-22,15872
2017-08-23,15872
2017-08-24,15872
2017-08-25,15872
2017-08-26,15872
2017-08-27,15872
2017-08-28,15872
2017-08-29,15872
2017-08-30,15872
2017-08-31,15872
2017-09-01,15872
2017-09-02,15872
2017-09-03,15872
2017-09-04,15872
2017-09-05,15872
2017-09-06,15872
2017-09-07,15872
2017-09-08,15872
2017-09-09,15872
2017-09-10,15872
2017-09-11,15872
2017-09-12,15872
2017-09-13,15872
2017-09-14,15872
2017-09-15,15872
2017-09-16,15872
2017-09-17,15872
2017-09-18,15872
2017-09-19,15872
2017-09-20,15872
2017-09-22,15872
2017-09-23,15872
2017-09-24,15872
2017-09-25,15872
2017-09-26,15872
2017-09-27,15872
2017-09-28,15872
2017-09-29,15872
2017-09-30,15872
2017-10-01,15872
2017-10-02,15872
2017-10-03,15872
2017-10-04,15872
2017-10-05,16000
2017-10-06,16000
2017-10-07,16000
2017-10-08,16000
2017-10-09,16000
2017-10-10,16000
2017-10-11,16000
2017-10-12,16000
2017-10-13,16000
2017-10-14,16000
2017-10-15,16000
2017-10-16,16000
2017-10-17,16000
2017-10-18,16000
2017-10-19,16000
2017-10-20,16000
2017-10-21,16000
2017-10-22,16000
2017-10-23,16000
2017-10-24,16000
2017-10-25,16000
2017-10-26,16000
2017-10-27,16000
2017-10-28,16000
2017-10-29,16000
2017-10-30,16000
2017-10-31,16000
2017-11-01,16000
2017-11-02,16000
2017-11-03,16000
2017-11-04,16000
2017-11-05,16000
2017-11-06,16000
2017-11-07,16000
2017-11-08,16000
2017-11-09,16000
2017-11-10,16000
2017-11-11,16000
2017-11-12,16000
2017-11-13,16000
2017-11-14,16000
2017-11-15,16000
2017-11-16,16000
2017-11-17,16000
2017-11-18,16000
2017-11-19,16000
2017-11-20,16000
2017-11-21,16000
2017-11-22,16000
2017-11-23,16000
2017-11-24,16000
2017-11-25,16000
2017-11-26,16000
2017-11-27,16000
2017-11-28,16000
2017-11-29,16000
2017-11-30,16000
2017-12-01,16000
2017-12-02,16000
2017-12-03,16000
2017-12-04,16000
2017-12-05,16000
2017-12-06,16000
2017-12-07,16000
2017-12-08,16000
2017-12-09,16000
2017-12-10,16000
2017-12-11,16000
2017-12-12,16274
2017-12-13,16274
2017-12-14,16274
2017-12-15,16274
2017-12-16,16274
2017-12-17,16274
2017-12-18,16274
2017-12-19,16274
2017-12-20,16274
2017-12-21,16274
2017-12-22,16274
2017-12-23,16274
2017-12-24,16274
2017-12-25,16274
2017-12-26,16274
2017-12-27,16274
2017-12-28,16274
2017-12-29,16274
2017-12-30,16274
2017-12-31,16274
2018-01-01,16274
2018-01-02,16274
2018-01-03,16274
2018-01-04,16274
2018-01-05,16274
2018-01-06,16274
2018-01-07,16274
2018-01-08,16274
2018-01-09,16274
2018-01-10,16274
2018-01-11,16274
2018-01-12,16274
2018-01-13,16274
2018-01-14,16274
2018-01-15,16274
2018-01-16,16274
2018-01-17,16274
2018-01-18,16274
2018-01-19,16274
2018-01-20,16274
2018-01-21,16274
2018-01-22,16274
2018-01-23,16274
2018-01-24,16274
2018-01-25,16274
2018-01-26,16274
2018-01-27,16274
2018-01-28,16579
2018-01-29,16579
2018-01-30,16579
2018-01-31,16579
2018-02-01,16579
2018-02-02,16579
2018-02-03,16579
2018-02-04,16579
2018-02-05,16579
2018-02-06,16579
2018-02-07,16579
2018-02-08,16579
2018-02-09,16579
2018-02-10,16579
2018-02-11,16579
2018-02-12,16579
2018-02-13,16579
2018-02-14,16579
2018-02-15,16579
2018-02-16,16579
2018-02-17,16579
2018-02-18,16579
2018-02-19,16579
2018-02-20,16579
2018-02-21,16579
2018-02-22,16579
2018-02-23,16579
2018-02-24,16579
2018-02-25,16579
2018-02-26,16579
2018-02-27,16579
2018-02-28,16579
2018-03-01,16579
2018-03-02,16579
2018-03-03,16579
2018-03-04,16579
2018-03-05,16579
2018-03-06,16579
2018-03-07,16579
2018-03-08,16579
2018-03-09,16579
2018-03-10,16579
2018-03-11,16579
2018-03-12,16777
2018-03-13,16777
2018-03-14,16777
2018-03-15,16777
2018-03-16,16777
2018-03-17,16777
2018-03-18,16777
2018-03-20,16777
2018-03-22,16777
2018-03-23,16777
2018-03-24,16777
2018-03-25,16777
2018-03-26,16777
2018-03-27,16777
2018-03-28,16777
2018-03-29,16777
2018-03-30,16777
2018-03-31,16777
2018-04-01,16777
2018-04-02,16777
2018-04-03,16777
2018-04-04,16777
2018-04-05,16777
2018-04-06,16777
2018-04-07,16777
2018-04-08,16777
2018-04-09,16777
2018-04-10,16777
2018-04-11,16777
2018-04-12,16777
2018-04-13,16777
2018-04-14,16777
2018-04-15,16777
2018-04-16,16777
2018-04-17,16777
2018-04-18,16777
2018-04-19,16777
2018-04-20,16777
2018-04-21,16777
2018-04-22,16777
2018-04-23,16777
2018-04-24,16777
2018-04-25,16777
2018-04-26,16777
2018-04-27,17152
2018-04-28,17152
2018-04-29,17152
2018-04-30,17152
2018-05-01,17152
2018-05-02,17152
2018-05-03,17152
2018-05-04,17152
2018-05-05,17152
2018-05-06,17152
2018-05-07,17152
2018-05-08,17152
2018-05-09,17152
2018-05-10,17152
2018-05-11,17152
2018-05-12,17152
2018-05-13,17152
2018-05-14,17152
2018-05-15,17152
2018-05-16,17152
2018-05-17,17152
2018-05-18,17152
2018-05-19,17152
2018-05-20,17152
2018-05-21,17152
2018-05-22,17152
2018-05-23,17152
2018-05-24,17152
2018-05-25,17152
2018-05-26,17152
2018-05-27,17152
2018-05-28,17152
2018-05-29,17152
2018-05-30,17152
2018-05-31,17152
2018-06-01,17152
2018-06-02,17152
2018-06-03,17152
2018-06-04,17152
2018-06-05,17152
2018-06-06,17152
2018-06-07,17152
2018-06-08,17152
2018-06-09,17152
2018-06-10,17105
2018-06-11,17105
2018-06-12,17105
2018-06-13,17105
2018-06-14,17105
2018-06-15,17105
2018-06-16,17105
2018-06-17,17105
2018-06-18,17105
2018-06-19,17105
2018-06-20,17105
2018-06-21,17105
2018-06-22,17105
2018-06-23,17105
2018-06-24,17105
2018-06-25,17105
2018-06-26,17105
2018-06-27,17105
2018-06-28,17105
2018-06-29,17105
2018-06-30,17105
2018-07-01,17105
2018-07-02,17105
2018-07-03,17105
2018-07-04,17105
2018-07-05,17105
2018-07-06,17105
2018-07-07,17105
2018-07-08,17105
2018-07-09,17105
2018-07-10,17105
2018-07-11,17105
2018-07-12,17105
2018-07-13,17105
2018-07-14,17105
2018-07-15,17105
2018-07-16,17105
2018-07-17,17105
2018-07-18,17105
2018-07-19,17105
2018-07-20,17105
2018-07-21,17105
2018-07-22,17105
2018-07-23,17105
2018-07-24,17105
2018-07-25,17105
2018-07-26,17105
2018-07-27,17105
2018-07-28,17105
2018-07-29,17105
2018-07-30,17105
2018-07-31,17105
2018-08-01,17105
2018-08-02,17105
2018-08-03,17105
2018-08-04,17105
2018-08-05,17105
2018-08-06,17105
2018-08-07,17105
2018-08-08,17105
2018-08-09,17105
2018-08-10,17105
2018-08-11,17105
2018-08-12,17105
2018-08-14,17105
2018-08-16,17105
2018-08-17,17105
2018-08-18,17105
2018-08-19,17264
2018-08-20,17264
2018-08-21,17264
2018-08-22,17264
2018-08-23,17264
2018-08-24,17264
2018-08-25,17264
2018-08-26,17264
2018-08-27,17264
2018-08-28,17264
2018-08-29,17264
2018-08-30,17264
2018-08-31,17264
2018-09-01,17264
2018-09-02,17264
2018-09-03,17264
2018-09-04,17264
2018-09-05,17264
2018-09-06,17264
2018-09-07,17264
2018-09-08,17264
2018-09-09,17264
2018-09-10,17264
2018-09-11,17264
2018-09-12,17264
2018-09-13,17264
2018-09-14,17264
2018-09-15,17264
2018-09-16,17264
2018-09-17,17264
2018-09-18,17264
2018-09-19,17264
2018-09-20,17264
2018-09-21,17264
2018-09-22,17264
2018-09-23,17264
2018-09-24,17264
2018-09-25,17264
2018-09-26,17264
2018-09-27,17264
2018-09-28,17264
2018-09-29,17269
2018-09-30,17269
2018-10-01,17269
2018-10-02,17269
2018-10-03,17269
2018-10-04,17269
2018-10-05,17269
2018-10-06,17269
2018-10-07,17269
2018-10-08,17269
2018-10-09,17269
2018-10-10,17269
2018-10-11,17269
2018-10-12,17269
2018-10-13,17269
2018-10-14,17269
2018-10-15,17269
2018-10-16,17269
2018-10-17,17269
2018-10-18,17269
2018-10-19,17269
2018-10-20,17269
2018-10-21,17269
2018-10-22,17269
2018-10-23,17269
2018-10-24,17269
2018-10-25,17269
2018-10-26,17269
2018-10-27,17269
2018-10-28,17269
2018-10-29,17269
2018-10-30,17269
2018-10-31,17269
2018-11-01,17269
2018-11-03,17269
2018-11-04,17269
2018-11-05,17269
2018-11-06,17269
2018-11-07,17269
2018-11-08,17269
2018-11-09,17269
2018-11-10,17168
2018-11-11,17168
2018-11-12,17168
2018-11-13,17168
2018-11-14,17168
2018-11-15,17168
2018-11-16,17168
2018-11-17,17168
2018-11-18,17168
2018-11-19,17168
2018-11-20,17168
2018-11-21,17168
2018-11-22,17168
2018-11-23,17168
2018-11-24,17168
2018-11-25,17168
2018-11-26,17168
2018-11-27,17168
2018-11-28,17168
2018-11-29,17168
2018-12-01,17168
2018-12-02,17168
2018-12-03,17168
2018-12-04,17168
2018-12-05,17168
2018-12-07,17168
2018-12-09,17168
2018-12-10,17168
2018-12-11,17168
2018-12-12,17168
2018-12-13,17168
2018-12-14,17168
2018-12-15,16785
2018-12-16,16785
2018-12-17,16785
2018-12-18,16785
2018-12-19,16785
2018-12-20,16785
2018-12-21,16785
2018-12-22,16785
2018-12-23,16785
2018-12-24,16785
2018-12-25,16785
2018-12-26,16785
2018-12-27,16785
2018-12-28,16785
2018-12-29,16785
2018-12-30,16785
2018-12-31,16785
2019-01-01,16785
2019-01-02,16785
2019-01-03,16785
2019-01-04,16785
2019-01-05,16785
2019-01-06,16785
2019-01-08,16785
2019-01-10,16785
2019-01-11,16785
2019-01-12,16785
2019-01-13,16785
2019-01-14,16785
2019-01-15,16785
2019-01-16,16785
2019-01-17,16689
2019-01-18,16689
2019-01-19,16689
2019-01-20,16689
2019-01-21,16689
2019-01-22,16689
2019-01-23,16689
2019-01-24,16689
2019-01-25,16689
2019-01-26,16689
2019-01-27,16689
2019-01-28,16689
2019-01-29,16689
2019-01-30,16689
2019-01-31,16689
2019-02-01,16689
2019-02-02,16689
2019-02-03,16689
2019-02-04,16689
2019-02-05,16689
2019-02-06,16689
2019-02-07,16689
2019-02-08,16689
2019-02-09,16689
2019-02-10,16689
2019-02-11,16689
2019-02-12,16689
2019-02-13,16689
2019-02-14,16689
2019-02-15,16631
2019-02-16,16631
2019-02-17,16631
2019-02-18,16631
2019-02-19,16631
2019-02-20,16631
2019-02-21,16631
2019-02-22,16631
2019-02-23,16631
2019-02-24,16631
2019-02-25,16631
2019-02-26,16631
2019-02-27,16631
2019-02-28,16631
2019-03-01,16631
2019-03-02,16631
2019-03-03,16631
2019-03-04,16631
2019-03-05,16631
2019-03-06,16631
2019-03-07,16631
2019-03-08,16631
2019-03-09,16631
2019-03-10,16631
2019-03-11,16631
2019-03-12,16631
2019-03-13,16631
2019-03-14,16631
2019-03-15,16631
