date_obj,Shorts%20(yellow) price
2015-02-25,3000
2015-02-26,3000
2015-02-27,3000
2015-02-28,3000
2015-03-01,3000
2015-03-02,3000
2015-03-03,3000
2015-03-04,3000
2015-03-05,3000
2015-03-06,3000
2015-03-07,3000
2015-03-08,3000
2015-03-09,2950
2015-03-10,2950
2015-03-11,2950
2015-03-12,2950
2015-03-13,2950
2015-03-14,2950
2015-03-15,2950
2015-03-16,2950
2015-03-17,2950
2015-03-18,2950
2015-03-19,2950
2015-03-20,2950
2015-03-21,2950
2015-03-22,2950
2015-03-23,2909
2015-03-24,2909
2015-03-25,2909
2015-03-26,2909
2015-03-27,2909
2015-03-28,2909
2015-03-29,2909
2015-03-30,2909
2015-03-31,2909
2015-04-01,2909
2015-04-02,2909
2015-04-03,2909
2015-04-04,2909
2015-04-05,2863
2015-04-06,2863
2015-04-07,2863
2015-04-08,2863
2015-04-09,2863
2015-04-10,2863
2015-04-11,2863
2015-04-12,2863
2015-04-13,2863
2015-04-14,2863
2015-04-15,2863
2015-04-16,2863
2015-04-17,2863
2015-04-18,2777
2015-04-19,2777
2015-04-20,2777
2015-04-21,2777
2015-04-22,2777
2015-04-23,2777
2015-04-24,2777
2015-04-25,2777
2015-04-26,2777
2015-04-27,2777
2015-04-28,2777
2015-04-29,2777
2015-04-30,2777
2015-05-01,2777
2015-05-02,2777
2015-05-03,2647
2015-05-04,2647
2015-05-05,2647
2015-05-06,2647
2015-05-07,2647
2015-05-08,2647
2015-05-09,2647
2015-05-10,2647
2015-05-11,2647
2015-05-12,2647
2015-05-13,2647
2015-05-14,2647
2015-05-15,2647
2015-05-16,2647
2015-05-17,2649
2015-05-18,2649
2015-05-19,2649
2015-05-20,2649
2015-05-21,2649
2015-05-22,2649
2015-05-23,2649
2015-05-24,2649
2015-05-25,2649
2015-05-26,2649
2015-05-27,2649
2015-05-28,2680
2015-05-29,2680
2015-05-30,2680
2015-05-31,2680
2015-06-01,2680
2015-06-02,2680
2015-06-03,2680
2015-06-04,2680
2015-06-05,2680
2015-06-06,2680
2015-06-07,2663
2015-06-08,2663
2015-06-09,2663
2015-06-10,2663
2015-06-11,2663
2015-06-12,2663
2015-06-13,2663
2015-06-14,2663
2015-06-15,2663
2015-06-16,2673
2015-06-17,2673
2015-06-18,2673
2015-06-19,2673
2015-06-20,2673
2015-06-21,2673
2015-06-22,2673
2015-06-23,2673
2015-06-24,2673
2015-06-25,2673
2015-06-26,2673
2015-06-27,2623
2015-06-28,2623
2015-06-29,2623
2015-06-30,2623
2015-07-01,2623
2015-07-02,2623
2015-07-03,2623
2015-07-04,2623
2015-07-05,2623
2015-07-06,2623
2015-07-07,2628
2015-07-08,2628
2015-07-09,2628
2015-07-10,2628
2015-07-11,2628
2015-07-12,2628
2015-07-13,2628
2015-07-14,2628
2015-07-15,2628
2015-07-16,2628
2015-07-17,2558
2015-07-18,2558
2015-07-19,2558
2015-07-20,2558
2015-07-21,2558
2015-07-22,2558
2015-07-23,2558
2015-07-24,2558
2015-07-25,2558
2015-07-26,2558
2015-07-27,2573
2015-07-28,2573
2015-07-29,2573
2015-07-30,2573
2015-07-31,2573
2015-08-01,2573
2015-08-02,2573
2015-08-03,2573
2015-08-04,2573
2015-08-05,2573
2015-08-06,2568
2015-08-07,2568
2015-08-08,2568
2015-08-09,2568
2015-08-10,2568
2015-08-11,2568
2015-08-12,2568
2015-08-13,2568
2015-08-14,2568
2015-08-15,2568
2015-08-16,2517
2015-08-17,2517
2015-08-18,2517
2015-08-19,2517
2015-08-20,2517
2015-08-21,2517
2015-08-22,2517
2015-08-23,2517
2015-08-24,2517
2015-08-25,2517
2015-08-26,2517
2015-08-27,2454
2015-08-28,2454
2015-08-29,2454
2015-08-30,2454
2015-08-31,2454
2015-09-01,2454
2015-09-02,2454
2015-09-03,2454
2015-09-04,2454
2015-09-05,2454
2015-09-06,2454
2015-09-07,2428
2015-09-08,2428
2015-09-09,2428
2015-09-10,2428
2015-09-11,2428
2015-09-12,2428
2015-09-13,2428
2015-09-14,2428
2015-09-15,2428
2015-09-16,2428
2015-09-17,2404
2015-09-18,2404
2015-09-19,2404
2015-09-20,2404
2015-09-21,2404
2015-09-22,2404
2015-09-23,2404
2015-09-24,2404
2015-09-25,2404
2015-09-26,2404
2015-09-27,2404
2015-09-28,2398
2015-09-29,2398
2015-09-30,2398
2015-10-01,2398
2015-10-02,2398
2015-10-03,2398
2015-10-04,2398
2015-10-05,2398
2015-10-06,2398
2015-10-07,2398
2015-10-08,2398
2015-10-09,2338
2015-10-10,2338
2015-10-11,2338
2015-10-12,2338
2015-10-13,2338
2015-10-14,2338
2015-10-15,2338
2015-10-16,2338
2015-10-17,2338
2015-10-18,2338
2015-10-19,2338
2015-10-20,2323
2015-10-21,2323
2015-10-22,2323
2015-10-23,2323
2015-10-24,2323
2015-10-25,2323
2015-10-26,2323
2015-10-27,2323
2015-10-28,2323
2015-10-29,2323
2015-10-30,2323
2015-10-31,2369
2015-11-01,2369
2015-11-02,2369
2015-11-03,2369
2015-11-04,2369
2015-11-05,2369
2015-11-06,2369
2015-11-07,2369
2015-11-08,2369
2015-11-09,2369
2015-11-10,2369
2015-11-11,2369
2015-11-12,2369
2015-11-13,2369
2015-11-14,2369
2015-11-15,2381
2015-11-16,2381
2015-11-17,2381
2015-11-18,2381
2015-11-19,2381
2015-11-20,2381
2015-11-21,2381
2015-11-22,2381
2015-11-23,2381
2015-11-24,2381
2015-11-25,2381
2015-11-26,2381
2015-11-27,2434
2015-11-28,2434
2015-11-29,2434
2015-11-30,2434
2015-12-01,2434
2015-12-02,2434
2015-12-03,2434
2015-12-04,2434
2015-12-05,2434
2015-12-06,2434
2015-12-07,2434
2015-12-08,2434
2015-12-09,2434
2015-12-10,2515
2015-12-11,2515
2015-12-12,2515
2015-12-13,2515
2015-12-14,2515
2015-12-15,2515
2015-12-16,2515
2015-12-17,2515
2015-12-18,2515
2015-12-19,2515
2015-12-20,2442
2015-12-21,2442
2015-12-22,2442
2015-12-23,2442
2015-12-24,2442
2015-12-25,2442
2015-12-26,2442
2015-12-27,2442
2015-12-28,2442
2015-12-29,2442
2015-12-30,2449
2015-12-31,2449
2016-01-01,2449
2016-01-02,2449
2016-01-03,2449
2016-01-04,2449
2016-01-05,2449
2016-01-06,2449
2016-01-07,2449
2016-01-08,2449
2016-01-09,2448
2016-01-10,2448
2016-01-11,2448
2016-01-12,2448
2016-01-13,2448
2016-01-14,2448
2016-01-15,2448
2016-01-16,2448
2016-01-17,2448
2016-01-18,2448
2016-01-19,2448
2016-01-20,2448
2016-01-21,2332
2016-01-22,2332
2016-01-23,2332
2016-01-24,2332
2016-01-25,2332
2016-01-26,2332
2016-01-27,2332
2016-01-28,2332
2016-01-29,2332
2016-01-30,2332
2016-01-31,2301
2016-02-01,2301
2016-02-02,2301
2016-02-03,2301
2016-02-04,2301
2016-02-05,2301
2016-02-06,2301
2016-02-07,2301
2016-02-08,2301
2016-02-09,2301
2016-02-10,2301
2016-02-11,2307
2016-02-12,2307
2016-02-13,2307
2016-02-14,2307
2016-02-15,2307
2016-02-16,2307
2016-02-17,2307
2016-02-18,2307
2016-02-19,2307
2016-02-20,2307
2016-02-21,2307
2016-02-22,2307
2016-02-23,2311
2016-02-24,2311
2016-02-25,2311
2016-02-26,2311
2016-02-27,2311
2016-02-28,2311
2016-02-29,2311
2016-03-01,2311
2016-03-02,2311
2016-03-03,2311
2016-03-04,2345
2016-03-05,2345
2016-03-06,2345
2016-03-07,2345
2016-03-08,2345
2016-03-09,2345
2016-03-10,2345
2016-03-11,2345
2016-03-12,2345
2016-03-13,2345
2016-03-14,2345
2016-03-15,2307
2016-03-16,2307
2016-03-17,2307
2016-03-18,2307
2016-03-19,2307
2016-03-20,2307
2016-03-21,2307
2016-03-22,2307
2016-03-23,2307
2016-03-24,2307
2016-03-25,2307
2016-03-26,2298
2016-03-27,2298
2016-03-28,2298
2016-03-29,2298
2016-03-30,2298
2016-03-31,2298
2016-04-01,2298
2016-04-02,2298
2016-04-03,2298
2016-04-04,2298
2016-04-05,2298
2016-04-06,2298
2016-04-07,2275
2016-04-08,2275
2016-04-09,2275
2016-04-10,2275
2016-04-11,2275
2016-04-12,2275
2016-04-13,2275
2016-04-14,2275
2016-04-15,2275
2016-04-16,2275
2016-04-17,2275
2016-04-18,2225
2016-04-19,2225
2016-04-20,2225
2016-04-21,2225
2016-04-22,2225
2016-04-23,2225
2016-04-24,2225
2016-04-25,2225
2016-04-26,2225
2016-04-27,2225
2016-04-28,2225
2016-04-29,2190
2016-04-30,2190
2016-05-01,2190
2016-05-02,2190
2016-05-03,2190
2016-05-04,2190
2016-05-05,2190
2016-05-06,2190
2016-05-07,2190
2016-05-08,2190
2016-05-09,2118
2016-05-10,2118
2016-05-11,2118
2016-05-12,2118
2016-05-13,2118
2016-05-14,2118
2016-05-15,2118
2016-05-16,2118
2016-05-17,2118
2016-05-18,2118
2016-05-19,2118
2016-05-20,2118
2016-05-21,2118
2016-05-22,2118
2016-05-23,2118
2016-05-24,2118
2016-05-25,2118
2016-05-26,2118
2016-05-27,2118
2016-05-28,2150
2016-05-29,2150
2016-05-30,2150
2016-05-31,2150
2016-06-01,2150
2016-06-02,2150
2016-06-03,2150
2016-06-04,2150
2016-06-05,2150
2016-06-06,2102
2016-06-07,2102
2016-06-08,2102
2016-06-09,2102
2016-06-10,2102
2016-06-11,2102
2016-06-12,2102
2016-06-13,2102
2016-06-14,2102
2016-06-15,2059
2016-06-16,2059
2016-06-17,2059
2016-06-18,2059
2016-06-19,2059
2016-06-20,2059
2016-06-21,2059
2016-06-22,2059
2016-06-23,2059
2016-06-24,2020
2016-06-25,2020
2016-06-26,2020
2016-06-27,2020
2016-06-28,2020
2016-06-29,2020
2016-06-30,2020
2016-07-01,2020
2016-07-02,2020
2016-07-03,2004
2016-07-04,2004
2016-07-05,2004
2016-07-06,2004
2016-07-07,2004
2016-07-08,2004
2016-07-09,2004
2016-07-10,2004
2016-07-11,1975
2016-07-13,1975
2016-07-14,1975
2016-07-15,1975
2016-07-16,1975
2016-07-17,1975
2016-07-18,1975
2016-07-19,1975
2016-07-20,1902
2016-07-21,1902
2016-07-22,1902
2016-07-23,1902
2016-07-24,1902
2016-07-25,1902
2016-07-26,1902
2016-07-27,1902
2016-07-28,1902
2016-07-29,1902
2016-07-30,1841
2016-07-31,1841
2016-08-01,1841
2016-08-02,1841
2016-08-03,1841
2016-08-04,1841
2016-08-05,1841
2016-08-06,1841
2016-08-07,1841
2016-08-08,1841
2016-08-09,1841
2016-08-10,1841
2016-08-11,1873
2016-08-12,1873
2016-08-13,1873
2016-08-14,1873
2016-08-15,1873
2016-08-16,1873
2016-08-17,1873
2016-08-18,1873
2016-08-19,1873
2016-08-20,1873
2016-08-21,1873
2016-08-22,1863
2016-08-23,1863
2016-08-24,1863
2016-08-25,1863
2016-08-26,1863
2016-08-27,1863
2016-08-28,1863
2016-08-29,1863
2016-08-30,1863
2016-08-31,1863
2016-09-01,1863
2016-09-02,1863
2016-09-03,1844
2016-09-04,1844
2016-09-05,1844
2016-09-06,1844
2016-09-07,1844
2016-09-08,1844
2016-09-09,1844
2016-09-10,1844
2016-09-11,1844
2016-09-12,1844
2016-09-13,1844
2016-09-14,1844
2016-09-15,1846
2016-09-16,1846
2016-09-17,1846
2016-09-18,1846
2016-09-19,1846
2016-09-20,1846
2016-09-21,1846
2016-09-22,1846
2016-09-23,1846
2016-09-24,1846
2016-09-25,1846
2016-09-26,1846
2016-09-27,1846
2016-09-28,1884
2016-09-29,1884
2016-09-30,1884
2016-10-01,1884
2016-10-02,1884
2016-10-03,1884
2016-10-04,1884
2016-10-05,1884
2016-10-06,1884
2016-10-07,1884
2016-10-08,1884
2016-10-09,1884
2016-10-10,1884
2016-10-11,1889
2016-10-12,1889
2016-10-13,1889
2016-10-14,1889
2016-10-15,1889
2016-10-16,1889
2016-10-17,1889
2016-10-18,1889
2016-10-19,1889
2016-10-20,1889
2016-10-21,1889
2016-10-22,1889
2016-10-23,1857
2016-10-24,1857
2016-10-25,1857
2016-10-26,1857
2016-10-27,1857
2016-10-28,1857
2016-10-29,1857
2016-10-30,1857
2016-10-31,1857
