date_obj,Splitbark%20boots price
2015-11-12,15101
2015-11-13,15101
2015-11-14,15101
2015-11-15,14379
2015-11-16,14379
2015-11-17,14379
2015-11-18,14379
2015-11-19,14379
2015-11-20,13692
2015-11-21,13692
2015-11-22,13692
2015-11-23,13692
2015-11-24,13692
2015-11-25,13692
2015-11-26,13034
2015-11-27,13034
2015-11-28,13034
2015-11-29,13034
2015-11-30,12531
2015-12-01,12531
2015-12-02,12531
2015-12-03,12531
2015-12-04,12531
2015-12-05,12531
2015-12-06,12531
2015-12-07,12830
2015-12-08,12830
2015-12-09,12830
2015-12-10,12830
2015-12-11,12830
2015-12-12,12830
2015-12-13,12830
2015-12-14,12532
2015-12-15,12532
2015-12-16,12532
2015-12-17,12532
2015-12-18,12532
2015-12-19,12532
2015-12-20,12403
2015-12-21,12403
2015-12-22,12403
2015-12-23,12403
2015-12-24,12403
2015-12-25,12403
2015-12-26,12403
2015-12-27,12403
2015-12-28,12403
2015-12-29,12308
2015-12-30,12308
2015-12-31,12308
2016-01-01,12308
2016-01-02,12308
2016-01-03,12308
2016-01-04,12308
2016-01-05,11999
2016-01-06,11999
2016-01-07,11999
2016-01-08,11999
2016-01-09,11999
2016-01-10,11999
2016-01-11,11999
2016-01-12,11608
2016-01-13,11608
2016-01-14,11608
2016-01-15,11608
2016-01-16,11608
2016-01-17,11608
2016-01-18,11439
2016-01-19,11439
2016-01-20,11439
2016-01-21,11439
2016-01-22,11439
2016-01-23,11439
2016-01-24,11439
2016-01-25,10867
2016-01-26,10867
2016-01-27,10867
2016-01-28,10867
2016-01-29,10867
2016-01-30,10867
2016-01-31,10402
2016-02-01,10402
2016-02-02,10402
2016-02-03,10402
2016-02-04,10402
2016-02-05,10402
2016-02-06,10345
2016-02-07,10345
2016-02-08,10345
2016-02-09,10345
2016-02-10,10345
2016-02-11,10345
2016-02-12,10345
2016-02-13,10380
2016-02-14,10380
2016-02-15,10380
2016-02-16,10380
2016-02-17,10380
2016-02-18,10380
2016-02-19,10380
2016-02-20,9991
2016-02-21,9991
2016-02-22,9991
2016-02-23,9991
2016-02-24,9991
2016-02-25,9503
2016-02-26,9503
2016-02-27,9503
2016-02-28,9503
2016-02-29,9503
2016-03-01,9503
2016-03-02,9503
2016-03-03,9044
2016-03-04,9044
2016-03-05,9044
2016-03-06,9044
2016-03-07,9044
2016-03-08,9044
2016-03-09,8609
2016-03-10,8609
2016-03-11,8609
2016-03-12,8609
2016-03-13,8609
2016-03-14,8609
2016-03-15,8190
2016-03-16,8190
2016-03-17,8190
2016-03-18,8190
2016-03-19,8190
2016-03-20,7789
2016-03-21,7789
2016-03-22,7789
2016-03-23,7789
2016-03-24,7789
2016-03-25,7789
2016-03-26,7420
2016-03-27,7420
2016-03-28,7420
2016-03-29,7420
2016-03-30,7420
2016-03-31,7070
2016-04-01,7070
2016-04-02,7070
2016-04-03,7070
2016-04-04,7070
2016-04-05,6729
2016-04-06,6729
2016-04-07,6729
2016-04-08,6729
2016-04-09,6729
2016-04-10,6798
2016-04-11,6798
2016-04-12,6798
2016-04-13,6798
2016-04-14,6798
2016-04-15,6798
2016-04-16,6735
2016-04-17,6735
2016-04-18,6735
2016-04-19,6735
2016-04-20,6735
2016-04-21,6735
2016-04-22,6795
2016-04-23,6795
2016-04-24,6795
2016-04-25,6795
2016-04-26,6795
2016-04-27,6603
2016-04-28,6603
2016-04-29,6603
2016-04-30,6603
2016-05-01,6603
2016-05-02,6603
2016-05-03,6318
2016-05-04,6318
2016-05-05,6318
2016-05-06,6318
2016-05-07,6318
2016-05-08,6318
2016-05-09,6360
2016-05-10,6360
2016-05-11,6360
2016-05-12,6360
2016-05-13,6360
2016-05-14,6202
2016-05-15,6202
2016-05-16,6202
2016-05-17,6202
2016-05-18,6202
2016-05-19,5969
2016-05-22,5969
2016-05-23,5969
2016-05-24,5969
2016-05-25,5795
2016-05-26,5795
2016-05-27,5795
2016-05-28,5795
2016-05-29,5795
2016-05-30,5509
2016-05-31,5509
2016-06-01,5509
2016-06-02,5509
2016-06-03,5509
2016-06-04,5367
2016-06-05,5367
2016-06-06,5367
2016-06-07,5367
2016-06-08,5367
2016-06-09,5266
2016-06-10,5266
2016-06-11,5266
2016-06-12,5266
2016-06-13,5266
2016-06-14,5199
2016-06-15,5199
2016-06-16,5199
2016-06-17,5199
2016-06-18,5199
2016-06-19,4945
2016-06-20,4945
2016-06-21,4945
2016-06-22,4945
2016-06-23,4945
2016-06-24,4878
2016-06-25,4878
2016-06-26,4878
2016-06-27,4878
2016-06-28,4878
2016-06-29,4878
2016-06-30,5045
2016-07-01,5045
2016-07-02,5045
2016-07-03,5045
2016-07-04,5045
2016-07-05,5019
2016-07-06,5019
2016-07-07,5019
2016-07-08,5019
2016-07-09,5019
2016-07-10,5066
2016-07-11,5066
2016-07-12,5066
2016-07-13,5066
2016-07-14,5066
2016-07-15,5066
2016-07-16,5105
2016-07-17,5105
2016-07-18,5105
2016-07-24,4928
2016-07-25,4928
2016-07-26,4928
2016-07-27,4928
2016-07-28,4928
2016-07-29,4928
2016-07-30,4928
2016-07-31,4928
2016-08-01,4873
2016-08-02,4873
2016-08-03,4873
2016-08-04,4873
2016-08-05,4873
2016-08-06,4873
2016-08-07,4843
2016-08-08,4843
2016-08-09,4843
2016-08-10,4843
2016-08-11,4843
2016-08-12,4843
2016-08-13,4843
2016-08-14,4843
2016-08-15,4710
2016-08-16,4710
2016-08-17,4710
2016-08-18,4710
2016-08-19,4710
2016-08-20,4710
2016-08-21,4710
2016-08-22,4710
2016-08-23,4819
2016-08-24,4819
2016-08-25,4819
2016-08-26,4819
2016-08-28,4819
2016-08-31,4819
2016-09-01,4791
2016-09-02,4791
2016-09-03,4791
2016-09-04,4791
2016-09-05,4791
2016-09-06,4791
2016-09-07,4791
2016-09-08,4791
2016-09-09,4692
2016-09-10,4692
2016-09-11,4692
2016-09-12,4692
2016-09-13,4692
2016-09-14,4692
2016-09-15,4692
2016-09-16,4741
2016-09-17,4741
2016-09-18,4741
2016-09-19,4741
2016-09-20,4741
2016-09-21,4741
2016-09-22,4741
2016-09-23,4741
2016-09-24,4865
2016-09-25,4865
2016-09-26,4865
2016-09-27,4865
2016-09-28,4865
2016-09-29,4865
2016-09-30,4865
2016-10-01,4865
2016-10-02,4673
2016-10-03,4673
2016-10-04,4673
2016-10-05,4673
2016-10-06,4673
2016-10-07,4673
2016-10-08,4673
2016-10-09,4673
2016-10-11,4628
2016-10-12,4628
2016-10-13,4628
2016-10-14,4628
2016-10-15,4628
2016-10-16,4628
2016-10-17,4692
2016-10-18,4692
2016-10-19,4692
2016-10-20,4692
2016-10-21,4692
2016-10-22,4692
2016-10-23,4692
2016-10-24,4692
2016-10-25,4692
2016-10-26,4737
2016-10-27,4737
2016-10-28,4737
2016-10-29,4737
2016-10-30,4737
2016-10-31,4737
2016-11-01,4737
2016-11-02,4737
2016-11-03,4737
2016-11-04,4719
2016-11-05,4719
2016-11-06,4719
2016-11-07,4719
2016-11-08,4719
2016-11-09,4719
2016-11-10,4719
2016-11-11,4719
2016-11-12,4780
2016-11-13,4780
2016-11-14,4780
2016-12-08,4948
2016-12-09,4965
2016-12-10,4965
2016-12-11,4965
2016-12-12,4965
2016-12-13,4965
2016-12-14,4965
2016-12-15,4965
2016-12-16,4944
2016-12-17,4944
2016-12-18,4944
2016-12-19,4944
2016-12-20,4944
2016-12-21,4944
2016-12-22,4944
2016-12-23,4931
2016-12-24,4931
2016-12-25,4931
2016-12-26,4931
2016-12-27,4931
2016-12-28,4931
2016-12-29,4931
2016-12-30,5089
2016-12-31,5089
2017-01-01,5089
2017-01-02,5089
2017-01-03,5089
2017-01-04,5089
2017-01-05,4956
2017-01-06,4956
2017-01-07,4956
2017-01-08,4956
2017-01-09,4956
2017-01-10,4956
2017-01-11,4905
2017-01-12,4905
2017-01-13,4905
2017-01-14,4905
2017-01-15,4905
2017-01-16,4844
2017-01-17,4844
2017-01-18,4844
2017-01-19,4844
2017-01-20,4844
2017-01-21,4655
2017-01-22,4655
2017-01-27,4621
2017-01-28,4621
2017-01-29,4621
2017-01-30,4621
2017-01-31,4621
2017-02-01,4566
2017-02-02,4566
2017-02-03,4566
2017-02-04,4566
2017-02-05,4566
2017-02-06,4566
2017-02-07,4460
2017-02-08,4460
2017-02-09,4460
2017-02-10,4460
2017-02-11,4460
2017-02-12,4362
2017-02-13,4362
2017-02-14,4362
2017-02-15,4362
2017-02-16,4362
2017-02-18,4233
2017-02-19,4233
2017-02-20,4233
2017-02-21,4233
2017-02-22,4233
2017-02-23,4233
2017-02-24,4233
2017-02-25,4326
2017-02-26,4326
2017-02-27,4326
2017-02-28,4326
2017-03-01,4326
2017-03-02,4326
2017-03-03,4326
2017-03-04,4337
2017-03-05,4337
2017-03-06,4337
2017-03-07,4337
2017-03-08,4337
2017-03-09,4337
2017-03-10,4399
2017-03-11,4399
2017-03-12,4399
2017-03-13,4399
2017-03-14,4399
2017-03-15,4333
2017-03-16,4333
2017-03-17,4333
2017-03-18,4333
2017-03-19,4333
2017-03-20,4320
2017-03-21,4320
2017-03-22,4320
2017-03-23,4320
2017-03-24,4320
2017-03-25,4320
2017-03-26,4238
2017-03-27,4238
2017-03-28,4238
2017-03-29,4238
2017-03-30,4238
2017-03-31,4238
2017-04-01,4101
2017-04-02,4101
2017-04-03,4101
2017-04-04,4101
2017-04-12,3786
2017-04-13,3786
2017-04-14,3786
2017-04-15,3786
2017-04-16,3786
2017-04-17,3643
2017-04-18,3643
2017-04-19,3643
2017-04-20,3643
2017-04-21,3643
2017-04-22,3521
2017-04-23,3521
2017-04-24,3521
2017-04-25,3521
2017-04-26,3521
2017-04-27,3511
2017-04-28,3511
2017-04-29,3511
2017-04-30,3511
2017-05-01,3511
2017-05-02,3441
2017-05-03,3441
2017-05-04,3441
2017-05-05,3441
2017-05-06,3441
2017-05-07,3388
2017-05-08,3388
2017-05-09,3388
2017-05-10,3388
2017-05-11,3388
2017-05-12,3505
2017-05-13,3505
2017-05-14,3505
2017-05-15,3505
2017-05-16,3505
2017-05-17,3505
2017-05-18,3467
2017-05-19,3467
2017-05-20,3467
2017-05-21,3467
2017-05-22,3467
2017-05-23,3467
2017-05-24,3466
2017-05-25,3466
2017-05-26,3466
2017-05-27,3466
2017-05-28,3466
2017-05-29,3466
2017-05-30,3365
2017-05-31,3365
2017-06-01,3365
2017-06-02,3365
2017-06-03,3365
2017-06-06,3230
2017-06-07,3230
2017-06-08,3230
2017-06-09,3230
2017-06-10,3220
2017-06-11,3220
2017-06-12,3220
2017-06-13,3220
2017-06-14,3220
2017-06-15,3220
2017-06-16,3172
2017-06-17,3172
2017-06-18,3172
2017-06-19,3172
2017-06-20,3172
2017-06-21,3172
2017-06-22,3218
2017-06-23,3218
2017-06-24,3218
2017-06-25,3218
2017-06-26,3218
2017-06-27,3218
2017-06-28,3262
2017-06-29,3262
2017-06-30,3262
2017-07-01,3262
2017-07-02,3262
2017-07-03,3262
2017-07-04,3262
2017-07-05,3370
2017-07-06,3370
2017-07-07,3370
2017-07-08,3370
2017-07-13,3518
2017-07-14,3518
2017-07-15,3518
2017-07-16,3518
2017-07-17,3518
2017-07-18,3518
2017-07-19,3610
2017-07-20,3610
2017-07-21,3610
2017-07-22,3610
2017-07-23,3458
2017-07-24,3458
2017-07-25,3458
2017-07-26,3458
2017-07-27,3458
2017-07-28,3286
2017-07-29,3286
2017-07-30,3286
2017-07-31,3286
2017-08-01,3286
2017-08-02,3129
2017-08-03,3129
2017-08-04,3129
2017-08-05,3129
2017-08-06,3129
2017-08-09,3020
2017-08-10,3020
2017-08-11,3020
2017-08-12,2905
2017-08-13,2905
2017-08-14,2905
2017-08-15,2905
2017-08-17,2874
2017-08-18,2874
2017-08-19,2874
2017-08-20,2874
2017-08-21,2874
2017-08-22,2772
2017-08-23,2772
2017-08-24,2772
2017-08-25,2772
2017-08-26,2772
2017-08-27,2787
2017-08-28,2787
2017-08-29,2787
2017-08-30,2787
2017-08-31,2787
2017-09-01,2787
2017-09-02,2794
2017-09-03,2794
2017-09-04,2794
2017-09-05,2794
2017-09-06,2794
2017-09-07,2795
2017-09-08,2795
2017-09-09,2795
2017-09-10,2795
2017-09-11,2795
2017-09-12,2795
2017-09-13,2731
2017-09-14,2731
2017-09-15,2731
2017-09-16,2731
2017-09-17,2731
2017-09-19,2742
2017-09-20,2742
2017-09-21,2742
2017-09-22,2742
2017-09-23,2742
2017-09-24,2719
2017-09-25,2719
2017-09-26,2719
2017-09-27,2719
2017-09-28,2719
2017-09-29,2708
2017-09-30,2708
2017-10-01,2708
2017-10-02,2708
2017-10-03,2708
2017-10-04,2708
2017-10-05,2719
2017-10-06,2719
2017-10-07,2719
2017-10-08,2719
2017-10-09,2719
2017-10-10,2755
2017-10-11,2755
2017-10-12,2755
2017-10-13,2755
2017-10-14,2755
2017-10-15,2755
2017-10-16,2755
2017-10-17,2789
2017-10-18,2789
2017-10-19,2789
2017-10-20,2789
2017-10-21,2789
2017-10-22,2789
2017-10-23,2847
2017-10-24,2847
2017-10-25,2847
2017-10-26,2847
2017-10-27,2847
2017-10-28,2847
2017-10-29,2885
2017-10-30,2885
2017-10-31,2885
2017-11-01,2885
2017-11-02,2885
2017-11-03,2885
2017-11-04,2825
2017-11-05,2825
2017-11-06,2825
2017-11-07,2825
2017-11-08,2825
2017-11-09,2825
2017-11-10,2825
2017-11-11,2773
2017-11-12,2773
2017-11-13,2773
2017-11-14,2773
2017-11-15,2773
2017-11-16,2773
2017-11-17,2797
2017-11-18,2797
2017-11-19,2797
2017-11-20,2797
2017-11-21,2797
2017-11-22,2815
2017-11-23,2815
2017-11-24,2815
2017-11-25,2815
2017-11-26,2924
2017-11-27,2924
2017-11-28,2924
2017-11-29,2924
2017-11-30,2924
2017-12-01,3018
2017-12-02,3018
2017-12-03,3018
2017-12-04,3018
2017-12-05,3018
2017-12-06,3061
2017-12-07,3061
2017-12-08,3061
2017-12-09,3061
2017-12-10,3061
2017-12-11,2992
2017-12-12,2992
2017-12-13,2992
2017-12-14,2992
2017-12-15,2992
2017-12-16,2992
2017-12-17,2890
2017-12-18,2890
2017-12-19,2890
2017-12-20,2890
2017-12-21,2896
2017-12-22,2896
2017-12-23,2896
2017-12-24,2896
2017-12-25,2896
2017-12-26,2896
2017-12-27,2885
2017-12-28,2885
2017-12-29,2885
2017-12-30,2885
2017-12-31,2885
2018-01-01,2886
2018-01-02,2886
2018-01-03,2886
2018-01-04,2886
2018-01-05,2886
2018-01-06,2940
2018-01-07,2940
2018-01-08,2940
2018-01-09,2940
2018-01-10,2940
2018-01-11,2940
2018-01-12,3014
2018-01-13,3014
2018-01-14,3014
2018-01-15,3014
2018-01-16,2975
2018-01-17,2975
2018-01-18,2975
2018-01-19,2975
2018-01-20,2975
2018-01-21,2944
2018-01-22,2944
2018-01-23,2944
2018-01-24,2935
2018-01-25,2935
2018-01-26,2935
2018-01-27,2935
2018-01-28,2909
2018-01-29,2909
2018-01-30,2909
2018-02-01,2948
2018-02-02,2948
2018-02-04,3019
2018-02-05,3019
2018-02-06,3033
2018-02-07,3033
2018-02-08,3033
2018-02-09,3058
2018-02-10,3058
2018-02-11,3058
2018-02-12,3112
2018-02-13,3112
2018-02-14,3112
2018-02-15,3148
2018-02-16,3148
2018-02-17,3148
2018-02-18,3075
2018-02-19,3075
2018-02-20,3075
2018-02-21,3000
2018-02-22,3000
2018-02-23,3000
2018-02-24,3000
2018-02-25,2894
2018-02-26,2894
2018-02-27,2894
2018-02-28,2902
2018-03-01,2902
2018-03-02,2902
2018-03-03,2909
2018-03-04,2909
2018-03-05,2909
2018-03-06,2988
2018-03-07,2988
2018-03-08,2988
2018-03-09,2963
2018-03-10,2963
2018-03-11,2963
2018-03-12,3065
2018-03-13,3065
2018-03-14,3065
2018-03-15,3065
2018-03-16,2987
2018-03-17,2987
2018-03-18,2987
2018-03-19,2958
2018-03-20,2958
2018-03-21,2958
2018-03-23,2898
2018-03-24,2898
2018-03-26,2858
2018-03-27,2858
2018-03-28,2828
2018-03-29,2828
2018-03-30,2828
2018-03-31,2914
2018-04-01,2914
2018-04-02,2914
2018-04-03,2992
2018-04-04,2992
2018-04-05,2992
2018-04-06,2919
2018-04-08,2919
2018-04-09,2929
2018-04-10,2929
2018-04-11,2929
2018-04-12,3012
2018-04-13,3012
2018-04-14,3012
2018-04-16,3045
2018-04-17,3045
2018-04-18,3045
2018-04-19,3023
2018-04-20,3023
2018-04-21,3023
2018-04-22,3140
2018-04-23,3140
2018-04-24,3140
2018-04-25,3250
2018-04-26,3250
2018-04-27,3250
2018-04-28,3279
2018-04-29,3279
2018-04-30,3279
2018-05-01,3340
2018-05-02,3340
2018-05-03,3340
2018-05-04,3340
2018-05-05,3287
2018-05-06,3287
2018-05-07,3287
2018-05-08,3287
2018-05-09,3253
2018-05-10,3253
2018-05-11,3253
2018-05-12,3397
2018-05-13,3397
2018-05-14,3397
2018-05-15,3397
2018-05-16,3452
2018-05-17,3452
2018-05-18,3452
2018-05-19,3451
2018-05-20,3451
2018-05-21,3451
2018-05-22,3322
2018-05-23,3322
2018-05-24,3322
2018-05-25,3322
2018-05-26,3379
2018-05-27,3379
2018-05-28,3379
2018-05-29,3473
2018-05-30,3473
2018-05-31,3473
2018-06-01,3449
2018-06-02,3449
2018-06-03,3449
2018-06-04,3379
2018-06-05,3379
2018-06-06,3379
2018-06-07,3374
2018-06-08,3374
2018-06-09,3374
2018-06-10,3346
2018-06-11,3346
2018-06-12,3346
2018-06-13,3383
2018-06-14,3383
2018-06-15,3383
2018-06-16,3383
2018-06-17,3353
2018-06-18,3353
2018-06-19,3353
2018-06-20,3353
2018-06-21,3301
2018-06-22,3301
2018-06-23,3301
2018-06-24,3135
2018-06-25,3135
2018-06-26,3135
2018-06-27,2984
2018-06-28,2984
2018-06-29,2984
2018-06-30,2882
2018-07-01,2882
2018-07-02,2882
2018-07-03,2913
2018-07-04,2913
2018-07-05,2913
2018-07-06,2880
2018-07-07,2880
2018-07-08,2880
2018-07-09,2915
2018-07-10,2915
2018-07-11,2915
2018-07-12,2915
2018-07-13,2915
2018-07-14,2846
2018-07-15,2846
2018-07-16,2846
2018-07-17,2843
2018-07-18,2843
2018-07-19,2843
2018-07-20,2873
2018-07-21,2873
2018-07-22,2990
2018-07-23,2990
2018-07-24,3138
2018-07-25,3138
2018-07-26,3138
2018-07-27,3295
2018-07-28,3295
2018-07-29,3295
2018-07-30,3456
2018-07-31,3456
2018-08-01,3532
2018-08-02,3532
2018-08-03,3532
2018-08-04,3583
2018-08-05,3583
2018-08-06,3496
2018-08-07,3496
2018-08-08,3554
2018-08-09,3554
2018-08-10,3554
2018-08-11,3376
2018-08-12,3247
2018-08-14,3243
2018-08-16,3243
2018-08-17,3203
2018-08-18,3203
2018-08-19,3203
2018-08-20,3257
2018-08-21,3257
2018-08-22,3257
2018-08-23,3412
2018-08-24,3412
2018-08-25,3581
2018-08-26,3581
2018-08-27,3581
2018-08-28,3708
2018-08-29,3708
2018-08-30,3708
2018-08-31,3555
2018-09-01,3555
2018-09-02,3656
2018-09-03,3656
2018-09-04,3725
2018-09-05,3725
2018-09-06,3725
2018-09-07,3808
2018-09-08,3808
2018-09-09,3887
2018-09-10,3887
2018-09-11,3964
2018-09-12,3964
2018-09-13,3945
2018-09-14,3945
2018-09-15,4025
2018-09-16,4025
2018-09-17,4025
2018-09-18,3984
2018-09-19,3984
2018-09-20,3917
2018-09-21,3917
2018-09-22,4011
2018-09-23,4011
2018-09-24,4146
2018-09-25,4146
2018-09-26,4260
2018-09-27,4260
2018-09-28,4260
2018-09-29,4162
2018-09-30,4162
2018-10-02,4220
2018-10-03,4189
2018-10-04,4189
2018-10-05,4189
2018-10-06,4355
2018-10-07,4355
2018-10-08,4541
2018-10-09,4541
2018-10-10,4721
2018-10-11,4721
2018-10-12,4721
2018-10-13,4954
2018-10-14,4954
2018-10-15,5175
2018-10-16,5175
2018-10-17,5175
2018-10-18,5430
2018-10-19,5430
2018-10-20,5430
2018-10-21,5548
2018-10-22,5548
2018-10-23,5580
2018-10-24,5580
2018-10-25,5853
2018-10-26,5853
2018-10-27,6141
2018-10-28,6141
2018-10-29,6188
2018-10-30,6188
2018-10-31,5947
2018-11-01,5947
2018-11-03,5982
2018-11-04,6246
2018-11-05,6309
2018-11-06,6589
2018-11-07,6589
2018-11-08,6913
2018-11-09,6913
2018-11-10,7259
2018-11-11,7259
2018-11-12,7609
2018-11-13,7400
2018-11-14,7400
2018-11-15,7031
2018-11-16,6806
2018-11-17,6806
2018-11-18,6729
2018-11-19,6729
2018-11-20,6980
2018-11-21,6980
2018-11-22,7121
2018-11-23,7452
2018-11-24,7755
2018-11-25,7813
2018-11-26,7813
2018-11-27,7821
2018-11-28,7845
2018-11-29,8057
2018-12-01,8308
2018-12-02,8133
2018-12-03,8133
2018-12-04,7801
2018-12-05,7431
2018-12-07,7059
2018-12-09,6920
2018-12-10,6864
2018-12-11,6864
2018-12-12,6556
2018-12-13,6247
2018-12-14,5964
2018-12-15,5835
2018-12-16,5742
2018-12-17,5742
2018-12-18,5719
2018-12-19,5598
2018-12-20,5598
2018-12-21,5494
2018-12-22,5494
2018-12-23,5683
2018-12-24,5936
2018-12-25,5936
2018-12-26,6222
2018-12-27,6534
2018-12-28,6534
2018-12-29,6671
2018-12-30,6671
2018-12-31,7005
2019-01-01,7005
2019-01-02,7355
2019-01-03,7608
2019-01-04,7608
2019-01-05,7856
2019-01-06,8027
2019-01-08,8070
2019-01-10,8000
2019-01-11,8000
2019-01-12,7925
2019-01-13,7754
2019-01-14,7525
2019-01-15,7525
2019-01-16,7508
2019-01-17,7508
2019-01-18,7531
2019-01-19,7706
2019-01-20,8060
2019-01-21,8060
2019-01-22,8445
2019-01-23,8717
2019-01-24,8717
2019-01-25,8796
2019-01-26,8796
2019-01-27,8770
2019-01-28,8770
2019-01-29,8800
2019-01-30,8800
2019-01-31,9216
2019-02-01,9403
2019-02-02,9403
2019-02-03,9274
2019-02-04,9274
2019-02-05,9185
2019-02-06,9185
2019-02-07,9521
2019-02-08,9521
2019-02-09,9922
2019-02-10,9922
2019-02-11,10127
2019-02-12,10127
2019-02-13,10418
2019-02-14,10418
2019-02-15,9923
2019-02-16,9923
2019-02-17,9527
2019-02-18,9527
2019-02-19,9373
2019-02-20,9373
2019-02-21,9085
2019-02-22,9085
2019-02-23,9039
2019-02-24,9039
2019-02-25,8772
2019-02-26,8772
2019-02-27,8837
2019-02-28,8837
2019-03-01,8904
2019-03-02,8904
2019-03-03,9214
2019-03-04,9214
2019-03-05,8933
2019-03-06,8561
2019-03-07,8561
2019-03-08,8561
2019-03-09,8132
2019-03-10,7742
2019-03-11,7742
2019-03-12,7527
2019-03-13,7527
2019-03-14,7150
2019-03-15,7150
2019-03-16,6804
2019-03-17,6475
2019-03-18,6475
2019-03-19,6475
2019-03-20,6151
2019-03-21,6151
2019-03-22,5943
2019-03-23,5754
2019-03-24,5754
2019-03-25,5551
2019-03-26,5551
2019-03-27,5345
2019-03-28,5345
2019-03-29,5441
2019-03-30,5441
2019-03-31,5441
2019-04-01,5554
2019-04-02,5554
2019-04-03,5637
2019-04-04,5637
2019-04-05,5896
2019-04-06,5896
2019-04-07,6179
