date_obj,Santa%20hat price
2019-04-06,13947
2019-04-07,14123
2019-04-08,14123
2019-04-09,14171
2019-04-10,14171
2019-04-11,14302
2019-04-12,14302
2019-04-13,14287
2019-04-14,14287
2019-04-15,14187
2019-04-16,14187
2019-04-17,13534
2019-04-18,13534
2019-04-19,13464
2019-04-20,13464
2019-04-21,13194
2019-04-22,13194
2019-04-23,12982
2019-04-24,12982
2019-04-25,12780
2019-04-26,12780
2019-04-27,12695
2019-04-28,12695
2019-04-29,12710
2019-04-30,12710
2019-05-01,13165
2019-05-02,13165
2019-05-03,13473
2019-05-04,13473
2019-05-05,13556
2019-05-06,13556
2019-05-07,13657
2019-05-08,13657
2019-05-09,13690
2019-05-10,13690
2019-05-11,14188
2019-05-12,14384
2019-05-13,14744
2019-05-14,14744
2019-05-15,15008
2019-05-16,15008
2019-05-17,15150
2019-05-18,15491
2019-05-19,15491
2019-05-20,16016
2019-05-21,16016
2019-05-22,15973
2019-05-23,15973
2019-05-24,16021
2019-05-25,16021
2019-05-26,16300
2019-05-27,16334
2019-05-28,16334
2019-05-29,16802
2019-05-30,16802
2019-05-31,17576
2019-06-01,17576
2019-06-02,17797
2019-06-03,17797
2019-06-04,18485
2019-06-05,18485
2019-06-06,19022
2019-06-07,19022
2019-06-08,19506
2019-06-09,20163
2019-06-10,20163
2019-06-11,20286
2019-06-12,20286
2019-06-13,20481
2019-06-14,20481
2019-06-15,20765
2019-06-16,20765
2019-06-17,21379
2019-06-18,21379
2019-06-19,21175
2019-06-20,20675
2019-06-21,20675
2019-06-22,20095
2019-06-23,20095
2019-06-24,20112
2019-06-25,20112
2019-06-26,20554
2019-06-27,20554
2019-06-28,21341
2019-06-29,21341
2019-06-30,21468
2019-07-01,21468
2019-07-02,21254
2019-07-03,21254
2019-07-04,20872
2019-07-05,20872
2019-07-06,21104
2019-07-07,21104
2019-07-08,21136
2019-07-09,21136
2019-07-10,20979
2019-07-11,20979
2019-07-12,20745
2019-07-13,20745
2019-07-14,19812
2019-07-15,19812
2019-07-16,18999
2019-07-17,18999
2019-07-18,19278
2019-07-19,19278
2019-07-20,19041
2019-07-21,19041
2019-07-22,18628
2019-07-23,18628
2019-07-24,18630
2019-07-25,18630
2019-07-26,18630
2019-07-27,18258
2019-07-28,18258
2019-07-29,17614
2019-07-30,17614
2019-07-31,17949
2019-08-01,17949
2019-08-02,17817
2019-08-03,17817
2019-08-04,18207
2019-08-05,18207
2019-08-06,18389
2019-08-07,18389
2019-08-08,18746
2019-08-09,18746
2019-08-10,19222
2019-08-11,19222
2019-08-12,19221
2019-08-13,19221
2019-08-14,19591
2019-08-15,19591
2019-08-16,19798
2019-08-17,19798
2019-08-18,20545
2019-08-19,20545
2019-08-20,21145
2019-08-21,21145
2019-08-22,22026
2019-08-23,22026
2019-08-24,22897
2019-08-24,22897
2019-08-25,22897
2019-08-25,22897
2019-08-26,22822
2019-08-26,22822
2019-08-27,22822
2019-08-27,22822
2019-08-28,23174
2019-08-29,23174
2019-08-30,23571
2019-08-31,23571
2019-09-01,24259
2019-09-02,24259
2019-09-03,24479
2019-09-04,24479
2019-09-05,25574
2019-09-06,25574
2019-09-07,26819
2019-09-08,26819
2019-09-09,28129
2019-09-10,28129
2019-09-11,29534
2019-09-12,29534
2019-09-13,29533
2019-09-14,29533
2019-09-15,30649
2019-09-16,30649
2019-09-17,31473
2019-09-18,31473
2019-09-19,32184
2019-09-20,32184
2019-09-21,33075
2019-09-22,33075
2019-09-23,33635
2019-09-24,33635
2019-09-25,33635
2019-09-26,33042
2019-09-27,33042
2019-09-28,31761
2019-09-29,31761
2019-09-30,30462
2019-10-01,29534
2019-10-02,29534
2019-10-03,29601
2019-10-04,29601
2019-10-05,29783
2019-10-06,31052
2019-10-07,31052
2019-10-08,31890
2019-10-09,31890
2019-10-10,31890
2019-10-11,32558
2019-10-12,32558
2019-10-13,32965
2019-10-14,32965
2019-10-15,33293
2019-10-16,33293
2019-10-17,34647
2019-10-18,34647
2019-10-19,34665
2019-10-20,34665
2019-10-21,33839
2019-10-22,33839
2019-10-23,32573
2019-10-24,32573
2019-10-25,31712
2019-10-26,31712
2019-10-27,30347
2019-10-28,30347
2019-10-29,30000
2019-10-30,30000
2019-10-31,30102
2019-11-01,30102
2019-11-02,29029
2019-11-03,29029
2019-11-04,27577
2019-11-05,27577
2019-11-06,26247
2019-11-07,26247
2019-11-08,25173
2019-11-09,25173
2019-11-10,24016
2019-11-11,24016
2019-11-12,22977
2019-11-13,22977
2019-11-14,22798
2019-11-15,22798
2019-11-16,22667
2019-11-17,22667
2019-11-18,23017
2019-11-19,23017
2019-11-20,22483
2019-11-21,22483
2019-11-22,21360
2019-11-23,21360
2019-11-24,20398
2019-11-25,20398
2019-11-26,19506
2019-11-27,19506
2019-11-28,19084
2019-11-29,19084
2019-11-30,18448
2019-12-01,18448
2019-12-02,18664
2019-12-03,18629
2019-12-04,17698
2019-12-05,17698
2019-12-06,16994
2019-12-07,17626
2019-12-08,17626
2019-12-09,18135
2019-12-10,17615
2019-12-11,16735
2019-12-12,15898
2019-12-13,15366
2019-12-14,14985
2019-12-15,14924
2019-12-16,14960
2019-12-17,14543
2019-12-18,14583
2019-12-19,14688
2019-12-20,14700
2019-12-21,14642
2019-12-22,14371
2019-12-23,13790
2019-12-24,13169
2019-12-25,12511
2019-12-26,11886
2019-12-27,11292
2019-12-28,10727
2019-12-29,10332
2019-12-30,10128
2019-12-31,10179
2020-01-01,10222
2020-01-02,10051
2020-01-03,9854
2020-01-04,9715
2020-01-05,9614
2020-01-06,9508
2020-01-07,9187
2020-01-08,9017
2020-01-09,8598
2020-01-10,8190
2020-01-11,7912
2020-01-12,7538
2020-01-13,7538
2020-01-14,7467
2020-01-15,7532
2020-01-16,7785
2020-01-17,8167
2020-01-18,8167
2020-01-19,8550
2020-01-20,8550
2020-01-21,8950
2020-01-22,9397
2020-01-23,9867
2020-01-24,10158
2020-01-25,10654
2020-01-26,11043
2020-01-27,11587
2020-01-28,11587
2020-01-29,12145
2020-01-30,12646
2020-01-31,12304
2020-02-01,12071
2020-02-02,11478
2020-02-03,11173
2020-02-04,11173
2020-02-05,11432
2020-02-06,11796
2020-02-07,11796
2020-02-08,12141
2020-02-09,12141
2020-02-10,12642
2020-02-11,12642
2020-02-12,13258
2020-02-13,13258
2020-02-14,13675
2020-02-15,13675
2020-02-16,13622
2020-02-17,14109
2020-02-18,14109
2020-02-19,14604
2020-02-20,14827
2020-02-21,14827
2020-02-22,14925
2020-02-23,14925
2020-02-24,15208
2020-02-25,15208
2020-02-26,14799
2020-02-27,14799
2020-02-28,14799
2020-02-29,14799
2020-03-01,14119
2020-03-02,14119
2020-03-03,14447
2020-03-04,14447
2020-03-05,14792
2020-03-06,14792
2020-03-07,14536
2020-03-08,14536
2020-03-09,14622
2020-03-10,14622
2020-03-11,14771
2020-03-12,14771
2020-03-13,14941
2020-03-14,14941
2020-03-15,14543
2020-03-16,14543
2020-03-17,14249
2020-03-18,14249
2020-03-19,14252
2020-03-20,14335
2020-03-21,14335
2020-03-22,14196
2020-03-23,14196
2020-03-24,14549
2020-03-25,14648
2020-03-26,14811
2020-03-27,14963
2020-03-28,14963
2020-03-29,14711
2020-03-30,14915
2020-03-31,14915
2020-04-01,14998
2020-04-02,14830
2020-04-03,14830
2020-04-04,14772
2020-04-05,14772
2020-04-06,14622
2020-04-07,14622
2020-04-08,14709
2020-04-09,14709
2020-04-10,14651
2020-04-11,14755
2020-04-12,14755
2020-04-13,14879
2020-04-14,14780
2020-04-15,14843
2020-04-16,14843
2020-04-17,14938
2020-04-18,15090
2020-04-19,15037
2020-04-20,15037
2020-04-21,14814
2020-04-22,14534
2020-04-23,14534
2020-04-24,14625
2020-04-25,14625
2020-04-26,14582
2020-04-27,14617
2020-04-28,14413
2020-04-29,14413
2020-04-30,14796
2020-05-01,14796
2020-05-02,14516
2020-05-03,13810
2020-05-04,13810
2020-05-05,13120
2020-05-06,12876
2020-05-07,12876
2020-05-08,13249
2020-05-09,13566
2020-05-10,13566
2020-05-11,13513
2020-05-12,13513
2020-05-13,13658
