date_obj,Blue%20partyhat price
2016-02-07,87014
2016-02-08,89813
2016-02-09,89813
2016-02-10,93776
2016-02-11,93776
2016-02-12,96452
2016-02-13,99125
2016-02-14,99125
2016-02-15,94928
2016-02-16,94928
2016-02-17,90227
2016-02-18,90227
2016-02-19,85716
2016-02-20,85716
2016-02-21,81672
2016-02-22,81672
2016-02-23,77588
2016-02-24,77588
2016-02-25,73708
2016-02-26,73708
2016-02-27,70022
2016-02-28,70022
2016-02-29,66527
2016-03-01,66527
2016-03-02,64038
2016-03-03,64038
2016-03-04,62420
2016-03-05,62420
2016-03-06,60340
2016-03-07,60340
2016-03-08,58942
2016-03-09,58942
2016-03-10,56954
2016-03-11,56954
2016-03-12,57109
2016-03-13,57109
2016-03-14,56474
2016-03-15,56474
2016-03-16,56779
2016-03-17,56779
2016-03-18,55526
2016-03-19,55526
2016-03-20,55106
2016-03-21,55106
2016-03-22,55106
2016-03-23,53737
2016-03-24,53737
2016-03-25,51837
2016-03-26,51837
2016-03-27,50329
2016-03-28,50329
2016-03-29,48221
2016-03-30,48221
2016-03-31,48221
2016-04-01,46221
2016-04-02,46221
2016-04-03,43989
2016-04-04,43989
2016-04-05,42192
2016-04-06,42192
2016-04-07,40632
2016-04-08,40632
2016-04-09,38923
2016-04-10,38923
2016-04-11,38923
2016-04-12,37230
2016-04-13,37230
2016-04-14,35876
2016-04-15,35876
2016-04-16,35122
2016-04-17,35122
2016-04-18,34404
2016-04-19,34404
2016-04-20,34404
2016-04-21,34434
2016-04-22,34434
2016-04-23,34434
2016-04-24,35031
2016-04-25,35031
2016-04-26,34880
2016-04-27,34880
2016-04-28,34994
2016-04-29,34994
2016-04-30,34521
2016-05-01,34521
2016-05-02,34468
2016-05-03,34468
2016-05-04,35052
2016-05-05,35052
2016-05-06,34740
2016-05-07,34740
2016-05-08,33511
2016-05-09,33511
2016-05-10,32118
2016-05-11,32118
2016-05-12,30569
2016-05-13,30569
2016-05-14,29048
2016-05-15,29048
2016-05-16,28172
2016-05-17,28172
2016-05-18,27691
2016-05-19,27691
2016-05-22,26375
2016-05-23,26375
2016-05-24,25973
2016-05-25,25973
2016-05-26,26144
2016-05-27,26144
2016-05-28,26100
2016-05-29,25748
2016-05-30,25748
2016-05-31,25748
2016-06-01,25754
2016-06-02,25754
2016-06-03,24840
2016-06-04,24840
2016-06-05,24971
2016-06-06,24971
2016-06-07,24970
2016-06-08,24970
2016-06-09,25260
2016-06-10,25260
2016-06-11,25662
2016-06-12,25662
2016-06-13,25757
2016-06-14,25757
2016-06-15,25552
2016-06-16,25552
2016-06-17,25709
2016-06-18,25709
2016-06-19,24902
2016-06-20,24902
2016-06-21,25052
2016-06-22,25052
2016-06-23,24482
2016-06-24,24482
2016-06-25,24911
2016-06-26,24911
2016-06-27,24911
2016-06-28,25062
2016-06-29,25062
2016-06-30,25051
2016-07-01,25051
2016-07-02,24234
2016-07-03,24234
2016-07-04,24081
2016-07-05,24081
2016-07-06,24081
2016-07-07,23783
2016-07-08,23783
2016-07-09,23709
2016-07-10,23709
2016-07-11,22731
2016-07-12,22731
2016-07-13,22731
2016-07-14,21901
2016-07-15,21901
2016-07-16,21901
2016-07-17,20843
2016-07-18,20843
2016-07-23,18813
2016-07-24,18813
2016-07-25,17876
2016-07-26,17876
2016-07-27,17876
2016-07-28,17207
2016-07-29,17207
2016-07-30,16747
2016-07-31,16747
2016-08-01,16747
2016-08-02,15924
2016-08-03,15924
2016-08-04,15924
2016-08-05,16091
2016-08-06,16091
2016-08-07,16091
2016-08-08,15784
2016-08-09,15784
2016-08-10,15088
2016-08-11,15088
2016-08-12,15088
2016-08-13,15088
2016-08-14,14420
2016-08-15,14420
2016-08-16,14420
2016-08-17,14306
2016-08-18,14306
2016-08-19,14306
2016-08-20,13953
2016-08-21,13953
2016-08-22,13953
2016-08-23,14002
2016-08-24,14002
2016-08-25,14002
2016-08-26,14002
2016-08-28,13731
2016-08-31,14034
2016-09-01,14034
2016-09-02,14034
2016-09-03,14332
2016-09-04,14332
2016-09-05,14332
2016-09-06,14438
2016-09-07,14438
2016-09-08,14438
2016-09-09,14438
2016-09-10,14262
2016-09-11,14262
2016-09-12,14262
2016-09-13,14038
2016-09-14,14038
2016-09-15,14038
2016-09-16,14038
2016-09-17,14608
2016-09-18,14608
2016-09-19,14608
2016-09-20,15045
2016-09-21,15045
2016-09-22,15045
2016-09-23,15558
2016-09-24,15558
2016-09-25,15558
2016-09-26,15558
2016-09-27,16095
2016-09-28,16095
2016-09-29,16095
2016-09-30,16689
2016-10-01,16689
2016-10-02,16689
2016-10-03,16689
2016-10-04,17251
2016-10-05,17251
2016-10-06,17251
2016-10-07,17356
2016-10-08,17356
2016-10-09,17356
2016-10-10,16847
2016-10-11,16847
2016-10-12,16847
2016-10-13,16050
2016-10-14,16050
2016-10-15,16050
2016-10-16,15824
2016-10-17,15824
2016-10-18,15824
2016-10-19,15204
2016-10-20,15204
2016-10-21,15204
2016-10-22,14514
2016-10-23,14514
2016-10-24,14514
2016-10-25,14079
2016-10-26,14079
2016-10-27,14079
2016-10-28,14334
2016-10-29,14334
2016-10-30,14334
2016-10-31,14493
2016-11-01,14493
2016-11-02,14493
2016-11-03,14493
2016-11-04,15026
2016-11-05,15026
2016-11-06,15026
2016-11-07,15026
2016-11-08,14369
2016-11-09,14369
2016-11-10,14369
2016-11-11,13807
2016-11-12,13807
2016-11-13,13807
2016-11-14,13353
2016-11-15,13353
2016-12-07,8973
2016-12-08,8526
2016-12-09,8526
2016-12-10,8526
2016-12-11,8100
2016-12-12,8100
2016-12-13,7712
2016-12-14,7326
2016-12-15,7326
2016-12-16,6959
2016-12-17,6645
2016-12-18,6645
2016-12-19,6435
2016-12-20,6280
2016-12-21,6020
2016-12-22,6020
2016-12-23,5948
2016-12-24,5948
2016-12-25,6168
2016-12-26,6168
2016-12-27,6301
2016-12-28,6301
2016-12-29,6391
2016-12-30,6391
2016-12-31,6419
2017-01-01,6419
2017-01-02,6556
2017-01-03,6556
2017-01-04,6637
2017-01-05,6637
2017-01-06,6637
2017-01-07,6478
2017-01-08,6478
2017-01-09,6475
2017-01-10,6475
2017-01-11,6400
2017-01-12,6400
2017-01-13,6512
2017-01-14,6512
2017-01-15,6629
2017-01-16,6629
2017-01-17,6719
2017-01-18,6719
2017-01-19,6719
2017-01-20,6510
2017-01-21,6510
2017-01-22,6291
2017-01-23,6291
2017-01-27,6416
2017-01-28,6367
2017-01-29,6367
2017-01-30,6367
2017-01-31,6279
2017-02-01,6279
2017-02-02,6324
2017-02-03,6324
2017-02-04,6324
2017-02-05,6199
2017-02-06,6199
2017-02-07,6199
2017-02-08,6260
2017-02-09,6260
2017-02-10,6260
2017-02-11,6392
2017-02-12,6392
2017-02-13,6392
2017-02-14,6477
2017-02-15,6477
2017-02-16,6515
2017-02-18,6515
2017-02-19,6493
2017-02-20,6493
2017-02-21,6493
2017-02-22,6610
2017-02-23,6610
2017-02-24,6610
2017-02-25,6639
2017-02-26,6639
2017-02-27,6639
2017-02-28,6750
2017-03-01,6750
2017-03-02,6750
2017-03-03,6792
2017-03-04,6792
2017-03-05,6792
2017-03-06,6839
2017-03-07,6839
2017-03-08,6839
2017-03-09,6902
2017-03-10,6902
2017-03-11,6614
2017-03-12,6614
2017-03-13,6313
2017-03-14,6313
2017-03-15,6101
2017-03-16,6101
2017-03-17,5808
2017-03-18,5808
2017-03-19,5699
2017-03-20,5699
2017-03-21,5607
2017-03-22,5607
2017-03-23,5607
2017-03-24,5532
2017-03-25,5532
2017-03-26,5532
2017-03-27,5494
2017-03-28,5494
2017-03-29,5494
2017-03-30,5327
2017-03-31,5327
2017-04-01,5327
2017-04-02,5272
2017-04-03,5272
2017-04-04,5066
2017-04-12,4833
2017-04-13,4833
2017-04-14,4833
2017-04-15,4865
2017-04-16,4865
2017-04-17,5036
2017-04-18,5036
2017-04-19,5036
2017-04-20,5109
2017-04-21,5109
2017-04-22,5109
2017-04-23,5047
2017-04-24,5047
2017-04-25,5077
2017-04-26,5077
2017-04-27,5077
2017-04-28,5040
2017-04-29,5040
2017-04-30,5040
2017-05-01,5005
2017-05-02,5005
2017-05-03,5005
2017-05-04,5025
2017-05-05,5025
2017-05-06,5025
2017-05-07,5089
2017-05-08,5089
2017-05-09,5089
2017-05-10,5085
2017-05-11,5085
2017-05-12,5085
2017-05-13,5073
2017-05-14,5073
2017-05-15,5073
2017-05-16,4969
2017-05-17,4969
2017-05-18,4969
2017-05-19,4969
2017-05-20,4849
2017-05-21,4849
2017-05-22,4849
2017-05-23,4849
2017-05-24,4841
2017-05-25,4841
2017-05-26,4841
2017-05-27,4622
2017-05-28,4622
2017-05-29,4622
2017-05-30,4622
2017-05-31,4598
2017-06-01,4598
2017-06-02,4598
2017-06-03,4566
2017-06-04,4566
2017-06-05,4566
2017-06-06,4551
2017-06-07,4551
2017-06-08,4551
2017-06-09,4551
2017-06-10,4642
2017-06-11,4642
2017-06-12,4642
2017-06-13,4606
2017-06-14,4606
2017-06-15,4606
2017-06-16,4559
2017-06-17,4559
2017-06-18,4559
2017-06-19,4559
2017-06-20,4369
2017-06-21,4369
2017-06-22,4369
2017-06-23,4369
2017-06-24,4263
2017-06-25,4263
2017-06-26,4263
2017-06-27,4259
2017-06-28,4259
2017-06-29,4259
2017-06-30,4295
2017-07-01,4295
2017-07-02,4295
2017-07-03,4295
2017-07-04,4417
2017-07-05,4417
2017-07-06,4417
2017-07-07,4417
2017-07-08,4462
2017-07-13,4522
2017-07-14,4575
2017-07-15,4575
2017-07-16,4575
2017-07-17,4573
2017-07-18,4573
2017-07-19,4573
2017-07-20,4656
2017-07-21,4656
2017-07-22,4656
2017-07-23,4763
2017-07-24,4763
2017-07-25,4763
2017-07-26,4775
2017-07-27,4775
2017-07-28,4775
2017-07-29,4787
2017-07-30,4787
2017-07-31,4787
2017-08-01,4881
2017-08-02,4881
2017-08-03,4881
2017-08-04,4889
2017-08-05,4889
2017-08-06,4889
2017-08-09,5074
2017-08-10,5048
2017-08-11,5048
2017-08-12,5048
2017-08-13,5263
2017-08-14,5263
2017-08-15,5263
2017-08-16,5395
2017-08-17,5395
2017-08-18,5395
2017-08-19,5550
2017-08-20,5550
2017-08-21,5550
2017-08-22,5713
2017-08-23,5713
2017-08-24,5713
2017-08-25,5611
2017-08-26,5611
2017-08-27,5840
2017-08-28,5840
2017-08-29,5840
2017-08-30,6111
2017-08-31,6111
2017-09-01,6111
2017-09-02,6333
2017-09-03,6333
2017-09-04,6333
2017-09-05,6599
2017-09-06,6599
2017-09-07,6599
2017-09-08,6853
2017-09-09,6853
2017-09-10,7056
2017-09-11,7056
2017-09-12,7056
2017-09-13,7011
2017-09-14,7011
2017-09-15,7011
2017-09-16,7303
2017-09-17,7303
2017-09-18,7303
2017-09-19,7237
2017-09-20,7237
2017-09-22,7204
2017-09-23,7204
2017-09-24,7204
2017-09-25,7204
2017-09-26,6976
2017-09-27,6976
2017-09-28,6976
2017-09-29,7059
2017-09-30,7059
2017-10-01,7059
2017-10-02,7026
2017-10-03,7026
2017-10-04,7026
2017-10-05,7026
2017-10-06,7039
2017-10-07,7039
2017-10-08,7039
2017-10-09,7039
2017-10-10,7177
2017-10-11,7177
2017-10-12,7177
2017-10-13,7177
2017-10-14,7290
2017-10-15,7290
2017-10-16,7290
2017-10-17,7290
2017-10-18,7171
2017-10-19,7171
2017-10-20,7171
2017-10-21,7171
2017-10-22,7193
2017-10-23,7193
2017-10-24,7193
2017-10-25,7224
2017-10-26,7224
2017-10-27,7224
2017-10-28,7224
2017-10-29,6931
2017-10-30,6931
2017-10-31,6931
2017-11-01,6931
2017-11-02,6805
2017-11-03,6805
2017-11-04,6805
2017-11-05,6890
2017-11-06,6890
2017-11-07,6890
2017-11-08,6890
2017-11-09,6879
2017-11-10,6879
2017-11-11,6879
2017-11-12,6879
2017-11-13,6953
2017-11-14,6953
2017-11-15,6953
2017-11-16,6953
2017-11-17,7017
2017-11-18,7017
2017-11-19,7017
2017-11-20,7017
2017-11-21,6781
2017-11-22,6781
2017-11-23,6781
2017-11-24,6781
2017-11-25,6589
2017-11-26,6589
2017-11-27,6589
2017-11-28,6589
2017-11-29,6525
2017-11-30,6525
2017-12-01,6525
2017-12-02,6620
2017-12-03,6620
2017-12-04,6620
2017-12-05,6705
2017-12-06,6705
2017-12-07,6705
2017-12-08,6705
2017-12-09,6525
2017-12-10,6321
2017-12-11,6004
2017-12-12,5718
2017-12-13,5718
2017-12-14,5438
2017-12-15,5230
2017-12-16,5230
2017-12-17,5173
2017-12-18,5069
2017-12-19,5069
2017-12-20,5069
2017-12-21,5039
2017-12-22,5039
2017-12-23,4956
2017-12-24,4956
2017-12-25,4851
2017-12-26,4851
2017-12-27,4813
2017-12-28,4813
2017-12-29,4813
2017-12-30,4924
2017-12-31,4924
2018-01-01,4811
2018-01-02,4811
2018-01-03,4867
2018-01-04,4867
2018-01-05,4895
2018-01-06,4895
2018-01-07,4826
2018-01-08,4826
2018-01-09,4826
2018-01-10,4840
2018-01-11,4840
2018-01-12,4840
2018-01-13,4816
2018-01-14,4816
2018-01-15,4816
2018-01-16,4719
2018-01-17,4719
2018-01-18,4626
2018-01-19,4626
2018-01-20,4626
2018-01-21,4757
2018-01-22,4757
2018-01-23,4807
2018-01-24,4807
2018-01-25,4807
2018-01-26,4904
2018-01-27,4904
2018-01-28,5030
2018-01-29,5030
2018-01-30,5030
2018-01-31,5116
2018-02-01,5116
2018-02-02,5116
2018-02-03,5263
2018-02-04,5263
2018-02-05,5263
2018-02-06,5381
2018-02-07,5381
2018-02-08,5381
2018-02-09,5257
2018-02-10,5257
2018-02-11,5257
2018-02-12,5191
2018-02-13,5191
2018-02-14,5191
2018-02-15,5180
2018-02-16,5180
2018-02-17,5180
2018-02-18,5196
2018-02-19,5196
2018-02-20,5172
2018-02-21,5172
2018-02-22,5109
2018-02-23,5109
2018-02-24,4962
2018-02-25,4729
2018-02-26,4729
2018-02-27,4492
2018-02-28,4492
2018-03-01,4279
2018-03-02,4080
2018-03-03,3893
2018-03-04,3893
2018-03-05,3785
2018-03-06,3785
2018-03-07,3648
2018-03-08,3648
2018-03-09,3529
2018-03-10,3529
2018-03-11,3459
2018-03-12,3541
2018-03-13,3541
2018-03-14,3661
2018-03-15,3661
2018-03-16,3813
2018-03-17,3813
2018-03-18,3967
2018-03-20,3967
2018-03-21,4091
2018-03-22,4091
2018-03-23,4091
2018-03-24,4266
2018-03-25,4266
2018-03-26,4266
2018-03-27,4443
2018-03-28,4443
2018-03-29,4443
2018-03-30,4546
2018-03-31,4546
2018-04-01,4546
2018-04-02,4734
2018-04-03,4734
2018-04-04,4860
2018-04-05,4860
2018-04-06,4860
2018-04-07,4860
2018-04-08,5059
2018-04-09,5059
2018-04-10,5059
2018-04-11,5269
2018-04-12,5269
2018-04-13,5269
2018-04-14,5269
2018-04-15,5401
2018-04-16,5401
2018-04-17,5401
2018-04-18,5401
2018-04-19,5629
2018-04-20,5629
2018-04-21,5629
2018-04-22,5895
2018-04-23,5895
2018-04-24,5895
2018-04-25,6096
2018-04-26,6096
2018-04-27,6096
2018-04-28,6085
2018-04-29,6085
2018-04-30,6085
2018-05-01,6346
2018-05-02,6346
2018-05-03,6346
2018-05-04,6346
2018-05-05,6623
2018-05-06,6623
2018-05-07,6623
2018-05-08,6623
2018-05-09,6876
2018-05-10,6876
2018-05-11,6876
2018-05-12,7056
2018-05-13,7056
2018-05-14,7056
2018-05-15,7056
2018-05-16,7232
2018-05-17,7232
2018-05-18,7232
2018-05-19,7433
2018-05-20,7433
2018-05-21,7433
2018-05-22,7494
2018-05-23,7494
2018-05-24,7494
2018-05-25,7734
2018-05-26,7734
2018-05-27,7734
2018-05-28,7992
2018-05-29,7992
2018-05-30,7992
2018-05-31,8299
2018-06-01,8299
2018-06-02,8367
2018-06-03,8367
2018-06-04,8367
2018-06-05,8572
2018-06-06,8572
2018-06-07,8572
2018-06-08,8963
2018-06-09,8963
2018-06-10,8963
2018-06-11,9193
2018-06-12,9193
2018-06-13,9193
2018-06-14,9270
2018-06-15,9270
2018-06-16,9270
2018-06-17,9027
2018-06-18,9027
2018-06-19,9027
2018-06-20,9027
2018-06-21,9000
2018-06-22,9000
2018-06-23,9000
2018-06-24,9017
2018-06-25,9017
2018-06-26,9017
2018-06-27,9017
2018-06-28,9221
2018-06-29,9221
2018-06-30,9221
2018-07-01,9496
2018-07-02,9496
2018-07-03,9496
2018-07-04,9496
2018-07-05,9577
2018-07-06,9577
2018-07-07,9577
2018-07-08,9845
2018-07-09,9845
2018-07-10,9845
2018-07-11,10155
2018-07-12,10155
2018-07-13,10155
2018-07-14,10220
2018-07-15,10220
2018-07-16,10220
2018-07-17,10233
2018-07-18,10233
2018-07-19,10233
2018-07-20,10670
2018-07-21,10670
2018-07-22,10670
2018-07-23,10912
2018-07-24,10912
2018-07-25,10912
2018-07-26,11153
2018-07-27,11153
2018-07-28,11153
2018-07-29,11509
2018-07-30,11509
2018-07-31,11753
2018-08-01,11753
2018-08-02,11753
2018-08-03,11788
2018-08-04,11788
2018-08-05,11672
2018-08-06,11672
2018-08-07,11672
2018-08-08,11987
2018-08-09,11987
2018-08-10,11987
2018-08-11,12389
2018-08-12,12389
2018-08-14,12589
2018-08-16,13081
2018-08-17,13081
2018-08-18,13168
2018-08-19,13168
2018-08-20,13642
2018-08-21,13642
2018-08-22,13642
2018-08-23,14194
2018-08-24,14194
2018-08-25,14743
2018-08-26,14743
2018-08-27,14743
2018-08-28,15245
2018-08-29,15245
2018-08-30,15946
2018-08-31,16694
2018-09-01,17474
2018-09-02,17474
2018-09-03,18338
2018-09-04,19252
2018-09-05,20200
2018-09-06,21120
2018-09-07,22176
2018-09-08,23239
2018-09-09,24315
2018-09-10,25455
2018-09-11,26613
2018-09-12,27865
2018-09-13,29168
2018-09-14,30555
2018-09-15,32083
2018-09-16,32083
2018-09-17,33688
2018-09-18,35277
2018-09-19,35277
2018-09-20,37034
2018-09-21,37034
2018-09-22,38774
2018-09-23,40582
2018-09-24,42564
2018-09-25,42564
2018-09-26,44687
2018-09-27,46785
2018-09-28,49106
2018-09-29,51363
2018-09-30,53806
2018-10-01,56497
2018-10-02,59126
2018-10-03,62066
2018-10-04,65170
2018-10-05,68427
2018-10-06,71834
2018-10-07,75178
2018-10-08,78869
2018-10-09,82813
2018-10-10,85910
2018-10-11,88989
2018-10-12,92911
2018-10-13,92323
2018-10-14,91740
2018-10-15,88174
2018-10-16,88174
2018-10-17,83876
2018-10-18,80076
2018-10-19,76386
2018-10-20,76386
2018-10-21,72566
2018-10-22,69078
2018-10-23,69078
2018-10-24,65635
2018-10-25,62626
2018-10-26,62626
2018-10-27,59494
2018-10-28,56665
2018-10-29,56665
2018-10-30,53852
2018-10-31,51160
2018-11-01,48604
2018-11-03,45512
2018-11-04,44442
2018-11-05,44635
2018-11-06,44895
2018-11-07,45424
2018-11-08,46270
2018-11-09,47541
2018-11-10,48957
2018-11-11,50352
2018-11-12,52800
2018-11-13,55437
2018-11-15,60484
2018-11-16,63500
2018-11-17,66630
2018-11-18,69949
2018-11-19,73436
2018-11-20,76559
2018-11-21,80021
2018-11-22,81428
2018-11-23,84021
2018-11-24,83730
2018-11-25,79616
2018-11-26,75635
2018-11-27,71858
2018-11-28,68265
2018-11-29,64862
2018-12-01,58974
2018-12-02,56094
2018-12-03,56094
2018-12-04,53865
2018-12-05,52847
2018-12-07,50399
2018-12-09,48633
2018-12-10,46201
2018-12-11,46201
2018-12-12,44351
2018-12-13,42133
2018-12-14,40026
2018-12-15,38027
2018-12-16,36126
2018-12-17,34319
2018-12-18,32603
2018-12-19,30972
2018-12-20,29423
2018-12-21,27956
2018-12-22,26558
2018-12-23,25232
2018-12-24,24121
2018-12-25,23168
2018-12-26,22209
2018-12-27,21440
2018-12-28,20588
2018-12-29,20066
2018-12-30,19774
2018-12-31,20343
2019-01-01,20707
2019-01-02,20815
2019-01-03,20364
2019-01-04,20243
2019-01-05,20284
2019-01-06,19937
2019-01-08,18971
2019-01-10,18510
2019-01-11,18878
2019-01-12,19118
2019-01-13,19210
2019-01-14,19506
2019-01-15,19597
2019-01-16,20139
2019-01-17,20522
2019-01-18,20973
2019-01-19,21409
2019-01-20,21425
2019-01-21,21425
2019-01-22,21566
2019-01-23,21888
2019-01-24,21888
2019-01-25,21610
2019-01-26,21854
2019-01-27,21800
2019-01-28,21754
2019-01-29,21995
2019-01-30,21936
2019-01-31,21936
2019-02-01,21909
2019-02-02,21909
2019-02-03,21558
2019-02-04,21558
2019-02-05,21367
2019-02-06,21367
2019-02-07,20880
2019-02-08,20880
2019-02-09,20705
2019-02-10,20705
2019-02-11,20529
2019-02-12,20529
2019-02-13,20696
2019-02-14,20696
2019-02-15,20893
2019-02-16,20893
2019-02-17,20546
2019-02-18,20546
2019-02-19,20558
2019-02-20,20558
2019-02-21,20735
2019-02-22,20735
2019-02-23,20595
2019-02-24,20595
2019-02-25,20459
2019-02-26,20459
2019-02-27,20780
2019-02-28,20780
2019-03-01,20472
2019-03-02,20472
2019-03-03,20283
2019-03-04,20283
2019-03-05,20126
2019-03-06,20126
2019-03-07,20201
2019-03-08,20201
2019-03-09,20201
2019-03-10,20681
2019-03-11,20681
2019-03-12,20587
2019-03-13,20587
2019-03-14,20842
2019-03-15,20842
2019-03-16,20842
2019-03-17,20677
2019-03-18,20677
2019-03-19,20677
2019-03-20,20738
2019-03-21,20738
2019-03-22,20938
2019-03-23,20938
2019-03-24,21077
2019-03-25,21077
