date_obj,Bones%20to%20peaches%20(tablet) price
2019-05-23,780
2019-05-24,772
2019-05-25,768
2019-05-26,771
2019-05-27,790
2019-05-28,781
2019-05-29,780
2019-05-30,779
2019-05-31,779
2019-06-01,756
2019-06-02,740
2019-06-03,748
2019-06-04,747
2019-06-05,763
2019-06-06,764
2019-06-07,774
2019-06-08,783
2019-06-09,763
2019-06-10,763
2019-06-11,764
2019-06-12,759
2019-06-13,737
2019-06-14,714
2019-06-15,723
2019-06-16,722
2019-06-17,718
2019-06-18,718
2019-06-19,718
2019-06-20,731
2019-06-21,706
2019-06-22,692
2019-06-23,679
2019-06-24,671
2019-06-25,668
2019-06-26,654
2019-06-27,634
2019-06-28,634
2019-06-29,629
2019-06-30,636
2019-07-01,636
2019-07-02,635
2019-07-03,642
2019-07-04,642
2019-07-05,648
2019-07-06,681
2019-07-07,707
2019-07-08,708
2019-07-09,723
2019-07-10,727
2019-07-11,727
2019-07-12,716
2019-07-13,716
2019-07-14,712
2019-07-15,712
2019-07-16,707
2019-07-17,691
2019-07-18,680
2019-07-19,669
2019-07-20,674
2019-07-21,693
2019-07-22,675
2019-07-23,679
2019-07-24,679
2019-07-25,656
2019-07-26,656
2019-07-27,633
2019-07-28,629
2019-07-29,646
2019-07-30,643
2019-07-31,651
2019-08-01,662
2019-08-02,667
2019-08-03,665
2019-08-04,665
2019-08-05,656
2019-08-06,634
2019-08-07,629
2019-08-08,629
2019-08-09,625
2019-08-10,620
2019-08-11,620
2019-08-12,643
2019-08-13,649
2019-08-14,653
2019-08-15,653
2019-08-16,672
2019-08-17,672
2019-08-18,681
2019-08-19,685
2019-08-20,707
2019-08-21,740
2019-08-22,749
2019-08-23,749
2019-08-24,746
2019-08-24,746
2019-08-25,746
2019-08-25,746
2019-08-26,783
2019-08-27,823
2019-08-27,823
2019-08-28,865
2019-08-29,907
2019-08-30,935
2019-08-31,935
2019-09-01,936
2019-09-02,936
2019-09-03,896
2019-09-04,852
2019-09-05,852
2019-09-06,815
2019-09-07,775
2019-09-08,736
2019-09-09,736
2019-09-10,705
2019-09-11,676
2019-09-12,676
2019-09-13,691
2019-09-14,723
2019-09-15,730
2019-09-16,744
2019-09-17,713
2019-09-18,697
2019-09-19,697
2019-09-20,714
2019-09-21,702
2019-09-22,688
2019-09-23,690
2019-09-24,690
2019-09-25,707
2019-09-26,700
2019-09-27,700
2019-09-28,689
2019-09-29,689
2019-09-30,683
2019-10-01,670
2019-10-02,670
2019-10-03,669
2019-10-04,669
2019-10-05,656
2019-10-06,625
2019-10-07,611
2019-10-08,598
2019-10-09,598
2019-10-10,590
2019-10-11,590
2019-10-12,588
2019-10-13,611
2019-10-14,612
2019-10-15,612
2019-10-16,616
2019-10-17,616
2019-10-18,603
2019-10-19,618
2019-10-20,648
2019-10-21,648
2019-10-22,680
2019-10-23,714
2019-10-24,749
2019-10-25,787
2019-10-26,827
2019-10-27,868
2019-10-28,887
2019-10-29,887
2019-10-30,848
2019-10-31,809
2019-11-01,769
2019-11-02,730
2019-11-03,704
2019-11-04,691
2019-11-05,691
2019-11-06,679
2019-11-07,672
2019-11-08,686
2019-11-09,718
2019-11-10,754
2019-11-11,792
2019-11-12,792
2019-11-13,822
2019-11-14,822
2019-11-15,806
2019-11-16,792
2019-11-17,792
2019-11-18,769
2019-11-19,769
2019-11-20,754
2019-11-21,754
2019-11-22,759
2019-11-23,745
2019-11-24,724
2019-11-25,698
2019-11-26,696
2019-11-27,696
2019-11-28,690
2019-11-29,690
2019-11-30,700
2019-12-01,700
2019-12-02,732
2019-12-03,743
2019-12-04,760
2019-12-05,760
2019-12-06,760
2019-12-07,785
2019-12-08,785
2019-12-09,804
2019-12-10,806
2019-12-11,806
2019-12-12,793
2019-12-13,759
2019-12-14,761
2019-12-15,772
2019-12-16,785
2019-12-17,787
2019-12-18,787
2019-12-19,795
2019-12-20,812
2019-12-21,819
2019-12-22,832
2019-12-23,832
2019-12-24,835
2019-12-25,810
2019-12-26,810
2019-12-27,838
2019-12-28,843
2019-12-29,843
2019-12-30,869
2019-12-31,909
2020-01-01,911
2020-01-02,920
2020-01-03,965
2020-01-04,1014
2020-01-05,1065
2020-01-06,1032
2020-01-07,1023
2020-01-08,1023
2020-01-09,1028
2020-01-10,1022
2020-01-11,1009
2020-01-12,1007
2020-01-13,1007
2020-01-14,989
2020-01-15,961
2020-01-16,944
2020-01-17,931
2020-01-18,931
2020-01-19,914
2020-01-20,897
2020-01-21,897
2020-01-22,906
2020-01-23,929
2020-01-24,929
2020-01-25,947
2020-01-26,986
2020-01-27,1009
2020-01-28,1000
2020-01-29,1008
2020-01-30,1007
2020-01-31,1031
2020-02-01,1082
2020-02-02,1136
2020-02-03,1187
2020-02-04,1225
2020-02-05,1171
2020-02-06,1112
2020-02-07,1056
2020-02-08,1004
2020-02-09,956
2020-02-10,931
2020-02-11,889
2020-02-12,892
2020-02-13,911
2020-02-14,905
2020-02-15,927
2020-02-16,943
2020-02-17,938
2020-02-18,959
2020-02-19,965
2020-02-20,969
2020-02-21,969
2020-02-22,944
2020-02-23,934
2020-02-24,929
2020-02-25,928
2020-02-26,931
2020-02-27,940
2020-02-28,946
2020-02-29,946
2020-03-01,947
2020-03-02,940
2020-03-03,949
2020-03-04,949
2020-03-05,951
2020-03-06,951
2020-03-07,989
2020-03-08,1031
2020-03-09,1038
2020-03-10,1004
2020-03-11,1008
2020-03-12,1059
2020-03-13,1106
2020-03-14,1156
2020-03-15,1168
2020-03-16,1142
2020-03-17,1133
2020-03-18,1088
2020-03-19,1039
2020-03-20,1000
2020-03-21,982
2020-03-22,988
2020-03-23,1015
2020-03-24,1003
2020-03-25,1002
2020-03-26,1038
2020-03-27,1078
2020-03-28,1086
2020-03-29,1069
2020-03-30,1052
2020-03-31,1044
2020-04-01,1029
2020-04-02,992
2020-04-03,992
2020-04-04,966
2020-04-05,931
2020-04-06,900
2020-04-07,875
2020-04-08,904
2020-04-09,938
2020-04-10,941
2020-04-11,957
2020-04-12,976
2020-04-13,969
2020-04-14,963
2020-04-15,988
2020-04-16,1031
2020-04-17,1083
2020-04-18,1137
2020-04-19,1187
2020-04-20,1141
2020-04-21,1089
2020-04-22,1039
2020-04-23,999
2020-04-24,980
2020-04-25,969
2020-04-26,959
2020-04-27,946
2020-04-28,971
2020-04-29,1015
2020-04-30,1002
2020-05-01,1031
2020-05-02,1083
2020-05-03,1095
2020-05-04,1064
2020-05-05,1064
2020-05-06,1062
2020-05-07,1034
2020-05-08,1026
2020-05-09,1000
2020-05-10,992
2020-05-11,998
2020-05-12,1015
2020-05-13,1019
