date_obj,Dragon%20platebody price
2018-05-18,15411945
2018-05-19,15198866
2018-05-20,15198866
2018-05-21,15198866
2018-05-22,15606516
2018-05-23,15606516
2018-05-24,15606516
2018-05-25,15772200
2018-05-26,15772200
2018-05-27,15772200
2018-05-28,15849696
2018-05-29,15849696
2018-05-30,15849696
2018-05-31,16116600
2018-06-01,16116600
2018-06-02,16237047
2018-06-03,16237047
2018-06-04,16237047
2018-06-05,16579056
2018-06-06,16579056
2018-06-07,16579056
2018-06-08,15984233
2018-06-09,15984233
2018-06-10,15984233
2018-06-11,15186228
2018-06-12,15186228
2018-06-13,14472995
2018-06-14,14472995
2018-06-15,14472995
2018-06-16,13749345
2018-06-17,13749345
2018-06-18,13122587
2018-06-19,13122587
2018-06-20,13122587
2018-06-21,12651624
2018-06-22,12651624
2018-06-23,12651624
2018-06-24,12720896
2018-06-25,12720896
2018-06-26,13161207
2018-06-27,13161207
2018-06-28,13161207
2018-06-29,13003108
2018-06-30,13003108
2018-07-01,13032193
2018-07-02,13032193
2018-07-03,13032193
2018-07-04,13032193
2018-07-05,13004091
2018-07-06,13004091
2018-07-07,12925306
2018-07-08,12925306
2018-07-09,12925306
2018-07-10,12840428
2018-07-11,12840428
2018-07-12,12840428
2018-07-13,12840428
2018-07-14,12665332
2018-07-15,12665332
2018-07-16,12665332
2018-07-17,12583245
2018-07-18,12583245
2018-07-19,12583245
2018-07-20,12696142
2018-07-21,12696142
2018-07-22,13053160
2018-07-23,13053160
2018-07-24,13559721
2018-07-25,13559721
2018-07-26,13559721
2018-07-27,13220506
2018-07-28,13220506
2018-07-29,13284158
2018-07-30,13284158
2018-07-31,13658589
2018-08-01,13658589
2018-08-02,13455198
2018-08-03,13455198
2018-08-04,13365542
2018-08-05,13365542
2018-08-06,13619355
2018-08-07,13619355
2018-08-08,13834068
2018-08-09,13834068
2018-08-10,13834068
2018-08-11,13764207
2018-08-12,13764207
2018-08-14,13972554
2018-08-16,14217205
2018-08-17,14217205
2018-08-18,14217205
2018-08-19,14225749
2018-08-20,14225749
2018-08-21,14386843
2018-08-22,14386843
2018-08-23,14386843
2018-08-24,14129380
2018-08-25,14129380
2018-08-26,13893408
2018-08-27,13893408
2018-08-28,13589529
2018-08-29,13589529
2018-08-30,13589529
2018-08-31,13680030
2018-09-01,13680030
2018-09-02,13928510
2018-09-03,13928510
2018-09-04,13868503
2018-09-05,13868503
2018-09-06,13868503
2018-09-07,13845242
2018-09-08,13845242
2018-09-09,13845242
2018-09-10,14162441
2018-09-11,14162441
2018-09-12,14162441
2018-09-13,13983708
2018-09-14,13983708
2018-09-15,13993505
2018-09-16,13993505
2018-09-17,13993505
2018-09-18,14018595
2018-09-19,14018595
2018-09-20,14366372
2018-09-21,14366372
2018-09-22,14511677
2018-09-23,14511677
2018-09-24,14711196
2018-09-25,14711196
2018-09-26,14711196
2018-09-27,14515976
2018-09-28,14515976
2018-09-29,14574420
2018-09-30,14574420
2018-10-02,14935464
2018-10-03,15551048
2018-10-04,15551048
2018-10-05,15551048
2018-10-06,15340952
2018-10-07,15340952
2018-10-08,15340952
2018-10-09,15298328
2018-10-10,15298328
2018-10-11,15024212
2018-10-12,15024212
2018-10-13,14819163
2018-10-14,14819163
2018-10-15,14740527
2018-10-16,14740527
2018-10-17,14623989
2018-10-18,14623989
2018-10-19,14775167
2018-10-20,14775167
2018-10-21,14775167
2018-10-22,14663201
2018-10-23,14663201
2018-10-24,14663201
2018-10-25,14509080
2018-10-26,14509080
2018-10-27,14396021
2018-10-28,14396021
2018-10-29,14234748
2018-10-30,14234748
2018-10-31,13944077
2018-11-01,13944077
2018-11-03,14044959
2018-11-04,14519081
2018-11-05,15110750
2018-11-06,15110750
2018-11-07,15118633
2018-11-08,15118633
2018-11-09,15292901
2018-11-10,15539888
2018-11-11,15539888
2018-11-12,16211790
2018-11-13,16927332
2018-11-14,16927332
2018-11-15,17682551
2018-11-16,18374774
2018-11-17,18374774
2018-11-18,18859627
2018-11-19,18859627
2018-11-20,19651394
2018-11-21,19651394
2018-11-22,19156432
2018-11-23,19156432
2018-11-24,18198610
2018-11-25,17467767
2018-11-26,17467767
2018-11-27,17276636
2018-11-28,17276636
2018-11-29,17777915
2018-12-01,18357507
2018-12-02,18357507
2018-12-03,18176775
2018-12-04,18176775
2018-12-05,18053792
2018-12-07,17795749
2018-12-09,17498996
2018-12-10,17361918
2018-12-11,17361918
2018-12-12,16753225
2018-12-13,16753225
2018-12-14,16880442
2018-12-15,16880442
2018-12-16,17272850
2018-12-17,17272850
2018-12-18,17904169
2018-12-19,17904169
2018-12-20,17742383
2018-12-21,17742383
2018-12-22,17475489
2018-12-23,17305481
2018-12-24,17277261
2018-12-25,17277261
2018-12-26,17106586
2018-12-27,16919735
2018-12-28,16919735
2018-12-29,16492747
2018-12-30,16492747
2018-12-31,16080995
2019-01-01,16080995
2019-01-02,16073206
2019-01-03,16073206
2019-01-04,16088721
2019-01-05,16058070
2019-01-06,15823467
2019-01-08,15497759
2019-01-10,14953649
2019-01-11,14953649
2019-01-12,14235799
2019-01-13,13524473
2019-01-14,13090838
2019-01-15,12935614
2019-01-16,12935614
2019-01-17,12885144
2019-01-18,12885144
2019-01-19,12828873
2019-01-20,12734081
2019-01-21,12734081
2019-01-22,12321579
2019-01-23,11988482
2019-01-24,11988482
2019-01-25,11446882
2019-01-26,11161970
2019-01-27,10988171
2019-01-28,10988171
2019-01-29,11033864
2019-01-30,11310049
2019-01-31,11310049
2019-02-01,11183574
2019-02-02,11393215
2019-02-03,11479246
2019-02-04,11479246
2019-02-05,11480705
2019-02-06,11480705
2019-02-07,11118386
2019-02-08,11118386
2019-02-09,10818533
2019-02-10,10691989
2019-02-11,11121709
2019-02-12,11121709
2019-02-13,10758242
2019-02-14,10758242
2019-02-15,10553690
2019-02-16,10658860
2019-02-17,10658860
2019-02-18,10615894
2019-02-19,10615894
2019-02-20,10685351
2019-02-21,10505848
2019-02-22,10505848
2019-02-23,10340358
2019-02-24,10255782
2019-02-25,10286614
2019-02-26,10286614
2019-02-27,10242501
2019-02-28,10242501
2019-03-01,10045090
2019-03-02,10146604
2019-03-03,10087702
2019-03-04,9981549
2019-03-05,9868634
2019-03-06,9781768
2019-03-07,9741387
2019-03-08,9741387
2019-03-09,9660659
2019-03-10,9559373
2019-03-11,9545027
2019-03-12,9374072
2019-03-13,9374072
2019-03-14,9210047
2019-03-15,9210047
2019-03-16,9072930
2019-03-17,8939873
2019-03-18,8939873
2019-03-19,8826061
2019-03-20,8622159
2019-03-21,8433319
2019-03-22,8433319
2019-03-23,8348757
2019-03-24,8174331
2019-03-25,8174331
2019-03-26,7942488
2019-03-27,7942488
2019-03-28,7663182
2019-03-29,7336593
2019-03-30,7336593
2019-03-31,7020595
2019-04-01,6750845
2019-04-02,6691715
2019-04-03,6623257
2019-04-04,6653710
2019-04-05,6779266
2019-04-06,6779266
2019-04-07,7069723
2019-04-08,7247537
2019-04-09,7247537
2019-04-10,7240665
2019-04-11,7150974
2019-04-12,6968852
2019-04-13,6744962
2019-04-14,6598700
2019-04-15,6556369
2019-04-16,6514375
2019-04-17,6514375
2019-04-18,6316489
2019-04-19,6217428
2019-04-20,6081375
2019-04-21,6044430
2019-04-22,6338640
2019-04-23,6655256
2019-04-24,6856981
2019-04-25,6955942
2019-04-26,7034280
2019-04-27,7034280
2019-04-28,6853903
2019-04-29,6511787
2019-04-30,6205578
2019-05-01,6067898
2019-05-02,5946649
2019-05-03,5966100
2019-05-04,5980577
2019-05-05,6079781
2019-05-06,6079781
2019-05-07,6056153
2019-05-08,6121528
2019-05-09,6121528
2019-05-10,6118095
2019-05-11,6118095
2019-05-12,6150606
2019-05-13,6123645
2019-05-14,6104052
2019-05-15,6104052
2019-05-16,6146855
2019-05-17,6146855
2019-05-18,6171268
2019-05-19,6171268
2019-05-20,6207682
2019-05-21,6207682
2019-05-22,6140801
2019-05-23,6095826
2019-05-24,5990006
2019-05-25,6016445
2019-05-26,6022919
2019-05-27,5948234
2019-05-28,5989385
2019-05-29,6077737
2019-05-30,5957256
2019-05-31,5957256
2019-06-01,5946355
2019-06-02,5895611
2019-06-03,5800407
2019-06-04,5622782
2019-06-05,5478641
2019-06-06,5257789
2019-06-07,5130778
2019-06-08,5111966
2019-06-09,5189854
2019-06-10,5189854
2019-06-11,5135798
2019-06-12,5239491
2019-06-13,5160711
2019-06-14,5089760
2019-06-15,5100328
2019-06-16,5117730
2019-06-17,5092100
2019-06-18,5091665
2019-06-19,5216550
2019-06-20,5404624
2019-06-21,5340604
2019-06-22,5340604
2019-06-23,5260870
2019-06-24,5126022
2019-06-25,5108247
2019-06-26,5195792
2019-06-27,5254396
2019-06-28,5254396
2019-06-29,5291060
2019-06-30,5343632
2019-07-01,5343632
2019-07-02,5464875
2019-07-03,5624134
2019-07-04,5624134
2019-07-05,5638374
2019-07-06,5756587
2019-07-07,5786435
2019-07-08,5779710
2019-07-09,5610286
2019-07-10,5428236
2019-07-11,5380103
2019-07-12,5305231
2019-07-13,5305231
2019-07-14,5416689
2019-07-15,5416689
2019-07-16,5527838
2019-07-17,5579251
2019-07-18,5774893
2019-07-19,5899296
2019-07-20,5925382
2019-07-21,5900058
2019-07-22,5742599
2019-07-23,5691712
2019-07-24,5691712
2019-07-25,5652813
2019-07-26,5652813
2019-07-27,5577991
2019-07-28,5594056
2019-07-29,5731864
2019-07-30,5839067
2019-07-31,5909100
2019-08-01,5909100
2019-08-02,5887897
2019-08-03,5875094
2019-08-04,5875094
2019-08-05,5791199
2019-08-06,5777912
2019-08-07,5751259
2019-08-08,5751259
2019-08-09,5724857
2019-08-10,5739290
2019-08-11,5739290
2019-08-12,5690234
2019-08-13,5662426
2019-08-14,5642653
2019-08-15,5615144
2019-08-16,5609503
2019-08-17,5609503
2019-08-18,5638390
2019-08-19,5599221
2019-08-20,5579698
2019-08-21,5579698
2019-08-22,5554320
2019-08-23,5554320
2019-08-24,5520880
2019-08-24,5520880
2019-08-25,5520880
2019-08-25,5520880
2019-08-26,5517743
2019-08-27,5517743
2019-08-27,5517743
2019-08-28,5536804
2019-08-29,5535815
2019-08-30,5508368
2019-08-31,5508368
2019-09-01,5472420
2019-09-02,5472420
2019-09-03,5422514
2019-09-04,5379632
2019-09-05,5379632
2019-09-06,5385388
2019-09-07,5354442
2019-09-08,5310727
2019-09-09,5310727
2019-09-10,5236041
2019-09-11,5216916
2019-09-12,5216916
2019-09-13,5185250
2019-09-14,5148676
2019-09-15,5118217
2019-09-16,5068374
2019-09-17,5106170
2019-09-18,5128124
2019-09-19,5128124
2019-09-20,5065274
2019-09-21,4993870
2019-09-22,4960122
2019-09-23,4953263
2019-09-24,4953263
2019-09-25,4962674
2019-09-26,4921278
2019-09-27,4921278
2019-09-28,4824705
2019-09-29,4824705
2019-09-30,4700869
2019-10-01,4611897
2019-10-02,4611897
2019-10-03,4547242
2019-10-04,4703219
2019-10-05,4894467
2019-10-06,4808837
2019-10-07,4776675
2019-10-08,4763114
2019-10-09,4763114
2019-10-10,4591055
2019-10-11,4453892
2019-10-12,4417900
2019-10-13,4425855
2019-10-14,4461824
2019-10-15,4461824
2019-10-16,4682994
2019-10-17,4682994
2019-10-18,4917144
2019-10-19,5016499
2019-10-20,4909960
2019-10-21,4968092
2019-10-22,4989920
2019-10-23,4848421
2019-10-24,4624374
2019-10-25,4419885
2019-10-26,4307776
2019-10-27,4213321
2019-10-28,4178930
2019-10-29,4178930
2019-10-30,4105665
2019-10-31,3936319
2019-11-01,3870995
2019-11-02,3922609
2019-11-03,3901336
2019-11-04,3888754
2019-11-05,3888754
2019-11-06,3868345
2019-11-07,3862453
2019-11-08,3892097
2019-11-09,3865580
2019-11-10,3942315
2019-11-11,3902856
2019-11-12,3902856
2019-11-13,3876913
2019-11-14,3861488
2019-11-15,3861783
2019-11-16,3799178
2019-11-17,3799178
2019-11-18,3762282
2019-11-19,3706640
2019-11-20,3618437
2019-11-21,3618437
2019-11-22,3642868
2019-11-23,3662335
2019-11-24,3718371
2019-11-25,3763163
2019-11-26,3813079
2019-11-27,3813079
2019-11-28,3818730
2019-11-29,3798762
2019-11-30,3831925
2019-12-01,3840419
2019-12-02,3760759
2019-12-03,3722944
2019-12-04,3608492
2019-12-05,3608492
2019-12-06,3560138
2019-12-07,3643650
2019-12-08,3622436
2019-12-09,3575505
2019-12-10,3545546
2019-12-11,3528110
2019-12-12,3526748
2019-12-13,3556718
2019-12-14,3696857
2019-12-15,3677542
2019-12-16,3743368
2019-12-17,3857091
2019-12-18,3911708
2019-12-19,4080761
2019-12-20,4164134
2019-12-21,4102808
2019-12-22,4021594
2019-12-23,3985662
2019-12-24,3945051
2019-12-25,3989368
2019-12-26,4022605
2019-12-27,4068131
2019-12-28,4217988
2019-12-29,4038460
2019-12-30,3964651
2019-12-31,3898716
2020-01-01,3952627
2020-01-02,3987294
2020-01-03,3977413
2020-01-04,3965570
2020-01-05,3926451
2020-01-06,3878281
2020-01-07,3866436
2020-01-08,3866436
2020-01-09,3899622
2020-01-10,3925371
2020-01-11,3996811
2020-01-12,4042705
2020-01-13,4042705
2020-01-14,4050570
2020-01-15,4136371
2020-01-16,4106027
2020-01-17,4173817
2020-01-18,4173817
2020-01-19,4233640
2020-01-20,4103897
2020-01-21,4103897
2020-01-22,4061768
2020-01-23,3968175
2020-01-24,3936676
2020-01-25,3945572
2020-01-26,3935504
2020-01-27,3913842
2020-01-28,3917347
2020-01-29,3890148
2020-01-30,3896043
2020-01-31,3889487
2020-02-01,3878901
2020-02-02,3868791
2020-02-03,3846694
2020-02-04,3834638
2020-02-05,3812040
2020-02-06,3709188
2020-02-07,3623562
2020-02-08,3582582
2020-02-09,3596367
2020-02-10,3661316
2020-02-11,3739221
2020-02-12,3706614
2020-02-13,3706614
2020-02-14,3704505
2020-02-15,3709914
2020-02-16,3708231
2020-02-17,3689922
2020-02-18,3667402
2020-02-19,3695864
2020-02-20,3719643
2020-02-21,3719643
2020-02-22,3804069
2020-02-23,3796928
2020-02-24,3775937
2020-02-25,3769935
2020-02-26,3802932
2020-02-27,3795893
2020-02-28,3883721
2020-02-29,3883721
2020-03-01,3836237
2020-03-02,3814664
2020-03-03,3852001
2020-03-04,3853908
2020-03-05,3909662
2020-03-06,4098811
2020-03-07,4091969
2020-03-08,4175831
2020-03-09,4197500
2020-03-10,4134360
2020-03-11,4161574
2020-03-12,4090300
2020-03-13,4018106
2020-03-14,3932349
2020-03-15,3859056
2020-03-16,3900301
2020-03-17,3924548
2020-03-18,3897839
2020-03-19,3894441
2020-03-20,3897654
2020-03-21,4001996
2020-03-22,4182346
2020-03-23,4187558
2020-03-24,4263286
2020-03-25,4221323
2020-03-26,4224391
2020-03-27,4251495
2020-03-28,4284252
2020-03-29,4251549
2020-03-30,4309240
2020-03-31,4324032
2020-04-01,4471894
2020-04-02,4474117
2020-04-03,4548738
2020-04-04,4733730
2020-04-05,4623851
2020-04-06,4544526
2020-04-07,4544364
2020-04-08,4475819
2020-04-09,4447730
2020-04-10,4433273
2020-04-11,4363801
2020-04-12,4325614
2020-04-13,4331955
2020-04-14,4313594
2020-04-15,4289248
2020-04-16,4301600
2020-04-17,4278999
2020-04-18,4253592
2020-04-19,4242160
2020-04-20,4222854
2020-04-21,4268709
2020-04-22,4256958
2020-04-23,4231909
2020-04-24,4268040
2020-04-25,4256860
2020-04-26,4163584
2020-04-27,4140294
2020-04-28,4121456
2020-04-29,4062620
2020-04-30,4025912
2020-05-01,4016746
2020-05-02,3956301
2020-05-03,3906713
2020-05-04,3920927
2020-05-05,3917295
2020-05-06,3921878
2020-05-07,3926372
2020-05-08,3977875
2020-05-09,3941546
2020-05-10,3919593
2020-05-11,3905297
2020-05-12,3883463
2020-05-13,3880188
