date_obj,Red%20topaz price
2019-04-30,3472
2019-05-01,3407
2019-05-02,3498
2019-05-03,3445
2019-05-04,3415
2019-05-05,3415
2019-05-06,3379
2019-05-07,3342
2019-05-08,3318
2019-05-09,3382
2019-05-10,3365
2019-05-11,3394
2019-05-12,3439
2019-05-13,3437
2019-05-14,3425
2019-05-15,3442
2019-05-16,3417
2019-05-17,3385
2019-05-18,3378
2019-05-19,3383
2019-05-20,3369
2019-05-21,3371
2019-05-22,3389
2019-05-23,3420
2019-05-24,3476
2019-05-25,3511
2019-05-26,3543
2019-05-27,3516
2019-05-28,3513
2019-05-29,3549
2019-05-30,3596
2019-05-31,3568
2019-06-01,3552
2019-06-02,3645
2019-06-03,3648
2019-06-04,3715
2019-06-05,3736
2019-06-06,3779
2019-06-07,3749
2019-06-08,3764
2019-06-09,3807
2019-06-10,3830
2019-06-11,3869
2019-06-12,3859
2019-06-13,3846
2019-06-14,3817
2019-06-15,3816
2019-06-16,3773
2019-06-17,3783
2019-06-18,3809
2019-06-19,3845
2019-06-20,3833
2019-06-21,3837
2019-06-22,3810
2019-06-23,3740
2019-06-24,3644
2019-06-25,3655
2019-06-26,3675
2019-06-27,3760
2019-06-28,3827
2019-06-29,3879
2019-06-30,3922
2019-07-01,3953
2019-07-02,4113
2019-07-03,4163
2019-07-04,4202
2019-07-05,4167
2019-07-06,4279
2019-07-07,4267
2019-07-08,4198
2019-07-09,4086
2019-07-10,3945
2019-07-11,3987
2019-07-12,3966
2019-07-13,3960
2019-07-14,3992
2019-07-15,3974
2019-07-16,4009
2019-07-17,4036
2019-07-18,4057
2019-07-19,4073
2019-07-20,4037
2019-07-21,3971
2019-07-22,3910
2019-07-23,3955
2019-07-24,3965
2019-07-25,3888
2019-07-26,3870
2019-07-27,3883
2019-07-28,3913
2019-07-29,3978
2019-07-30,3987
2019-07-31,4054
2019-08-01,4130
2019-08-02,4159
2019-08-03,4125
2019-08-04,3999
2019-08-05,3956
2019-08-06,3944
2019-08-07,3949
2019-08-08,3969
2019-08-09,4061
2019-08-10,4089
2019-08-11,4016
2019-08-12,4021
2019-08-13,4129
2019-08-14,4161
2019-08-15,4155
2019-08-16,4149
2019-08-17,4170
2019-08-18,4090
2019-08-19,4028
2019-08-20,3880
2019-08-21,3957
2019-08-22,4100
2019-08-23,4076
2019-08-24,4042
2019-08-24,4042
2019-08-25,3952
2019-08-25,3952
2019-08-26,4072
2019-08-26,4072
2019-08-27,4118
2019-08-27,4118
2019-08-28,4209
2019-08-29,4271
2019-08-30,4268
2019-08-31,4200
2019-09-01,4216
2019-09-02,4208
2019-09-03,4197
2019-09-04,4288
2019-09-05,4245
2019-09-06,4214
2019-09-07,4346
2019-09-08,4395
2019-09-09,4421
2019-09-10,4502
2019-09-11,4476
2019-09-12,4427
2019-09-13,4430
2019-09-14,4529
2019-09-15,4567
2019-09-16,4476
2019-09-17,4466
2019-09-18,4512
2019-09-19,4709
2019-09-20,4821
2019-09-21,4874
2019-09-22,4945
2019-09-23,4966
2019-09-24,5024
2019-09-25,5139
2019-09-26,5194
2019-09-27,5225
2019-09-28,5169
2019-09-29,5216
2019-09-30,5335
2019-10-01,5339
2019-10-02,5251
2019-10-03,5261
2019-10-04,5246
2019-10-05,5186
2019-10-06,5167
2019-10-07,5205
2019-10-08,5269
2019-10-09,5255
2019-10-10,5221
2019-10-11,5137
2019-10-12,5159
2019-10-13,5059
2019-10-14,5158
2019-10-15,5177
2019-10-16,5214
2019-10-17,5305
2019-10-18,5369
2019-10-19,5355
2019-10-20,5283
2019-10-21,5227
2019-10-22,5201
2019-10-23,5247
2019-10-24,5312
2019-10-25,5318
2019-10-26,5179
2019-10-27,5205
2019-10-28,5276
2019-10-29,5259
2019-10-30,5333
2019-10-31,5314
2019-11-01,5438
2019-11-02,5432
2019-11-03,5343
2019-11-04,5355
2019-11-05,5404
2019-11-06,5353
2019-11-07,5349
2019-11-08,5262
2019-11-09,5256
2019-11-10,5277
2019-11-11,5337
2019-11-12,5274
2019-11-13,5272
2019-11-14,5210
2019-11-15,5245
2019-11-16,5236
2019-11-17,5209
2019-11-18,5150
2019-11-19,5051
2019-11-20,5106
2019-11-21,5066
2019-11-22,5083
2019-11-23,5037
2019-11-24,5099
2019-11-25,5109
2019-11-26,4975
2019-11-27,4905
2019-11-28,4808
2019-11-29,4781
2019-11-30,4760
2019-12-01,4744
2019-12-02,4677
2019-12-03,4636
2019-12-04,4623
2019-12-05,4637
2019-12-06,4658
2019-12-07,4666
2019-12-08,4636
2019-12-09,4652
2019-12-10,4708
2019-12-11,4707
2019-12-12,4645
2019-12-13,4620
2019-12-14,4586
2019-12-15,4585
2019-12-16,4567
2019-12-17,4625
2019-12-18,4648
2019-12-19,4731
2019-12-20,4746
2019-12-21,4788
2019-12-22,4845
2019-12-23,4912
2019-12-24,4914
2019-12-25,5025
2019-12-26,5164
2019-12-27,5085
2019-12-28,5009
2019-12-29,4790
2019-12-30,4942
2019-12-31,4943
2020-01-01,4959
2020-01-02,4923
2020-01-03,5005
2020-01-04,4967
2020-01-05,4946
2020-01-06,4880
2020-01-07,4866
2020-01-08,4896
2020-01-09,4893
2020-01-10,4882
2020-01-11,4900
2020-01-12,4915
2020-01-13,4861
2020-01-14,4930
2020-01-15,4944
2020-01-16,4906
2020-01-17,4937
2020-01-18,5042
2020-01-19,5048
2020-01-20,5055
2020-01-21,5177
2020-01-22,5201
2020-01-23,5086
2020-01-24,5263
2020-01-25,5437
2020-01-26,5387
2020-01-27,5286
2020-01-28,5169
2020-01-29,5132
2020-01-30,5127
2020-01-31,5139
2020-02-01,5065
2020-02-02,5101
2020-02-03,5068
2020-02-04,5193
2020-02-05,5195
2020-02-06,5086
2020-02-07,4984
2020-02-08,4864
2020-02-09,4949
2020-02-10,5055
2020-02-11,5091
2020-02-12,5077
2020-02-13,5171
2020-02-14,5269
2020-02-15,5114
2020-02-16,5069
2020-02-17,5050
2020-02-18,5088
2020-02-19,5203
2020-02-20,5141
2020-02-21,5139
2020-02-22,5138
2020-02-23,5103
2020-02-24,5073
2020-02-25,5231
2020-02-26,5267
2020-02-27,5373
2020-02-28,5447
2020-02-29,5353
2020-03-01,5386
2020-03-02,5407
2020-03-03,5506
2020-03-04,5636
2020-03-05,5601
2020-03-06,5606
2020-03-07,5517
2020-03-08,5379
2020-03-09,5333
2020-03-10,5427
2020-03-11,5492
2020-03-12,5446
2020-03-13,5372
2020-03-14,5275
2020-03-15,5320
2020-03-16,5337
2020-03-17,5354
2020-03-18,5480
2020-03-19,5503
2020-03-20,5494
2020-03-21,5471
2020-03-22,5469
2020-03-23,5505
2020-03-24,5528
2020-03-25,5588
2020-03-26,5663
2020-03-27,5839
2020-03-28,5819
2020-03-29,5805
2020-03-30,5762
2020-03-31,5638
2020-04-01,5609
2020-04-02,5524
2020-04-03,5529
2020-04-04,5480
2020-04-05,5406
2020-04-06,5336
2020-04-07,5357
2020-04-08,5292
2020-04-09,5197
2020-04-10,5228
2020-04-11,5164
2020-04-12,5088
2020-04-13,5135
2020-04-14,5218
2020-04-15,5093
2020-04-16,5038
2020-04-17,4986
2020-04-18,4994
2020-04-19,5047
2020-04-20,5070
2020-04-21,4909
2020-04-22,4840
2020-04-23,4818
2020-04-24,4754
2020-04-25,4663
2020-04-26,4695
2020-04-27,4683
2020-04-28,4735
2020-04-29,4774
2020-04-30,4762
2020-05-01,4670
2020-05-02,4746
2020-05-03,4719
2020-05-04,4708
2020-05-05,4709
2020-05-06,4688
2020-05-07,4677
2020-05-08,4667
2020-05-09,4672
2020-05-10,4591
2020-05-11,4571
2020-05-12,4586
2020-05-13,4688
