date_obj,Ensouled%20bloodveld%20head price
2017-10-01,4662
2017-10-02,4756
2017-10-03,4535
2017-10-04,4559
2017-10-05,4621
2017-10-06,4741
2017-10-07,4701
2017-10-08,4528
2017-10-09,4341
2017-10-10,4413
2017-10-11,4505
2017-10-12,4438
2017-10-13,4370
2017-10-14,4422
2017-10-15,4444
2017-10-16,4308
2017-10-17,4138
2017-10-18,4160
2017-10-19,4119
2017-10-20,3979
2017-10-21,3903
2017-10-22,3934
2017-10-23,4116
2017-10-24,4161
2017-10-25,4230
2017-10-26,4248
2017-10-27,4099
2017-10-28,3998
2017-10-29,4049
2017-10-30,4183
2017-10-31,4239
2017-11-01,4228
2017-11-02,4085
2017-11-03,4241
2017-11-04,4166
2017-11-05,4168
2017-11-06,4072
2017-11-07,4001
2017-11-08,4030
2017-11-09,4056
2017-11-10,4152
2017-11-11,4241
2017-11-12,4168
2017-11-13,4187
2017-11-14,4080
2017-11-15,4065
2017-11-16,4134
2017-11-17,4123
2017-11-18,4148
2017-11-19,4093
2017-11-20,4065
2017-11-21,4012
2017-11-22,4031
2017-11-23,3949
2017-11-24,4003
2017-11-25,4009
2017-11-26,3949
2017-11-27,4011
2017-11-28,4008
2017-11-29,3994
2017-11-30,3840
2017-12-01,3975
2017-12-02,3997
2017-12-03,4071
2017-12-04,3968
2017-12-05,3947
2017-12-06,4020
2017-12-07,4099
2017-12-08,4277
2017-12-09,4377
2017-12-10,4252
2017-12-11,4058
2017-12-12,3956
2017-12-13,3959
2017-12-14,3939
2017-12-15,3803
2017-12-16,3756
2017-12-17,3783
2017-12-18,3945
2017-12-19,3947
2017-12-20,3983
2017-12-21,3864
2017-12-22,3922
2017-12-23,4080
2017-12-24,4137
2017-12-25,4019
2017-12-26,3894
2017-12-27,3943
2017-12-28,3791
2017-12-29,3670
2017-12-30,3733
2017-12-31,3783
2018-01-01,3784
2018-01-02,3710
2018-01-03,3654
2018-01-04,3669
2018-01-05,3591
2018-01-06,3516
2018-01-07,3500
2018-01-08,3544
2018-01-09,3629
2018-01-10,3657
2018-01-11,3586
2018-01-12,3535
2018-01-13,3461
2018-01-14,3398
2018-01-15,3447
2018-01-16,3577
2018-01-17,3524
2018-01-18,3565
2018-01-19,3742
2018-01-20,3902
2018-01-21,4085
2018-01-22,4092
2018-01-23,4166
2018-01-25,4484
2018-01-26,4709
2018-01-27,4845
2018-01-28,4753
2018-01-29,4588
2018-01-30,4537
2018-01-31,4485
2018-02-01,4443
2018-02-02,4408
2018-02-03,4453
2018-02-04,4518
2018-02-05,4417
2018-02-06,4333
2018-02-07,4192
2018-02-08,4194
2018-02-09,4265
2018-02-10,4446
2018-02-11,4472
2018-02-12,4274
2018-02-13,4115
2018-02-14,4111
2018-02-15,4317
2018-02-16,4334
2018-02-17,4328
2018-02-18,4398
2018-02-19,4466
2018-02-20,4579
2018-02-21,4701
2018-02-22,4849
2018-02-23,4667
2018-02-24,4641
2018-02-25,4639
2018-02-26,4469
2018-02-27,4459
2018-02-28,4422
2018-03-01,4487
2018-03-02,4529
2018-03-03,4652
2018-03-04,4885
2018-03-05,5073
2018-03-06,4966
2018-03-07,4894
2018-03-08,5038
2018-03-09,5166
2018-03-10,5058
2018-03-11,4925
2018-03-12,4839
2018-03-13,4893
2018-03-14,4954
2018-03-15,5120
2018-03-16,5086
2018-03-17,4980
2018-03-18,4987
2018-03-20,5027
2018-03-21,5113
2018-03-23,4998
2018-03-24,5055
2018-03-25,5088
2018-03-26,5096
2018-03-27,5092
2018-03-28,5244
2018-03-29,5118
2018-03-30,5053
2018-03-31,4985
2018-04-01,4874
2018-04-02,4863
2018-04-03,4884
2018-04-04,4952
2018-04-05,4908
2018-04-06,4878
2018-04-07,4963
2018-04-08,5028
2018-04-09,5129
2018-04-10,5182
2018-04-11,5077
2018-04-12,4975
2018-04-13,4921
2018-04-14,4940
2018-04-15,4899
2018-04-16,4899
2018-04-17,4931
2018-04-18,4908
2018-04-19,4913
2018-04-20,4854
2018-04-21,4972
2018-04-22,4899
2018-04-23,4928
2018-04-24,4926
2018-04-25,4920
2018-04-26,4890
2018-04-27,4932
2018-04-28,4932
2018-04-29,4932
2018-04-30,4789
2018-05-01,4726
2018-05-03,4822
2018-05-04,4829
2018-05-05,4852
2018-05-07,4769
2018-05-08,4773
2018-05-09,4887
2018-05-10,4862
2018-05-11,4823
2018-05-12,4825
2018-05-13,4731
2018-05-14,4719
2018-05-15,4748
2018-05-16,4756
2018-05-17,4864
2018-05-18,4745
2018-05-19,4790
2018-05-20,4829
2018-05-21,4744
2018-05-22,4687
2018-05-23,4758
2018-05-24,4853
2018-05-25,4725
2018-05-26,4760
2018-05-27,4798
2018-05-28,4817
2018-05-29,4717
2018-05-30,4680
2018-05-31,4714
2018-06-01,4723
2018-06-02,4765
2018-06-03,4717
2018-06-04,4631
2018-06-05,4733
2018-06-06,4787
2018-06-07,4841
2018-06-08,4703
2018-06-09,4788
2018-06-10,4818
2018-06-11,4798
2018-06-12,4725
2018-06-13,4562
2018-06-14,4351
2018-06-15,4356
2018-06-16,4452
2018-06-17,4329
2018-06-18,4377
2018-06-19,4394
2018-06-20,4611
2018-06-21,4559
2018-06-22,4467
2018-06-23,4383
2018-06-24,4339
2018-06-25,4365
2018-06-26,4424
2018-06-27,4444
2018-06-28,4456
2018-06-29,4586
2018-06-30,4709
2018-07-01,4610
2018-07-02,4686
2018-07-03,4659
2018-07-04,4605
2018-07-05,4458
2018-07-06,4470
2018-07-07,4302
2018-07-08,4450
2018-07-09,4591
2018-07-10,4700
2018-07-11,4661
2018-07-12,4625
2018-07-13,4526
2018-07-14,4356
2018-07-15,4471
2018-07-16,4527
2018-07-17,4538
2018-07-18,4345
2018-07-19,4356
2018-07-20,4376
2018-07-21,4555
2018-07-22,4658
2018-07-23,4709
2018-07-24,4600
2018-07-25,4489
2018-07-26,4441
2018-07-27,4485
2018-07-28,4420
2018-07-29,4425
2018-07-30,4491
2018-07-31,4500
2018-08-01,4492
2018-08-02,4507
2018-08-03,4518
2018-08-04,4407
2018-08-05,4456
2018-08-06,4454
2018-08-07,4534
2018-08-08,4636
2018-08-09,4608
2018-08-10,4676
2018-08-11,4653
2018-08-12,4641
2018-08-14,4518
2018-08-16,4549
2018-08-17,4626
2018-08-18,4601
2018-08-19,4592
2018-08-20,4495
2018-08-21,4532
2018-08-22,4591
2018-08-23,4529
2018-08-24,4486
2018-08-25,4449
2018-08-26,4557
2018-08-27,4483
2018-08-28,4444
2018-08-29,4476
2018-08-30,4542
2018-08-31,4527
2018-09-01,4467
2018-09-02,4421
2018-09-03,4384
2018-09-04,4358
2018-09-05,4454
2018-09-06,4482
2018-09-07,4409
2018-09-08,4416
2018-09-09,4348
2018-09-10,4343
2018-09-11,4368
2018-09-12,4365
2018-09-13,4387
2018-09-14,4352
2018-09-15,4306
2018-09-16,4376
2018-09-17,4353
2018-09-18,4325
2018-09-19,4322
2018-09-20,4228
2018-09-21,4258
2018-09-22,4333
2018-09-23,4335
2018-09-24,4310
2018-09-25,4216
2018-09-26,4216
2018-09-27,4219
2018-09-28,4203
2018-09-29,4200
2018-09-30,4243
2018-10-01,4257
2018-10-02,4326
2018-10-03,4453
2018-10-04,4493
2018-10-05,4493
2018-10-06,4417
2018-10-07,4401
2018-10-08,4345
2018-10-09,4279
2018-10-10,4283
2018-10-11,4301
2018-10-12,4313
2018-10-13,4268
2018-10-14,4348
2018-10-15,4313
2018-10-16,4297
2018-10-17,4308
2018-10-18,4328
2018-10-19,4307
2018-10-20,4319
2018-10-21,4261
2018-10-22,4275
2018-10-23,4288
2018-10-24,4279
2018-10-25,4300
2018-10-26,4321
2018-10-27,4271
2018-10-28,4233
2018-10-29,4194
2018-10-30,4191
2018-10-31,4314
2018-11-01,4300
2018-11-03,4282
2018-11-04,4301
2018-11-05,4282
2018-11-06,4228
2018-11-07,4255
2018-11-08,4181
2018-11-09,4223
2018-11-10,4175
2018-11-11,4178
2018-11-12,4218
2018-11-13,4218
2018-11-14,4248
2018-11-15,4260
2018-11-16,4240
2018-11-17,4179
2018-11-18,4077
2018-11-19,3988
2018-11-20,3914
2018-11-21,3863
2018-11-22,3898
2018-11-23,4000
2018-11-24,4025
2018-11-25,4066
2018-11-26,4042
2018-11-27,3997
2018-11-28,3968
2018-11-29,4032
2018-12-01,4040
2018-12-02,3976
2018-12-03,4026
2018-12-04,4048
2018-12-05,4092
2018-12-07,4028
2018-12-09,4010
2018-12-10,4052
2018-12-11,4016
2018-12-12,4023
2018-12-13,3974
2018-12-14,3904
2018-12-15,3903
2018-12-16,3879
2018-12-17,3939
2018-12-18,3904
2018-12-19,3883
2018-12-20,3900
2018-12-21,3865
2018-12-22,3840
2018-12-23,3870
2018-12-24,3900
2018-12-25,3777
2018-12-26,3699
2018-12-27,3773
2018-12-28,3857
2018-12-29,3939
2018-12-30,3902
2018-12-31,3965
2019-01-01,3959
2019-01-02,3891
2019-01-03,3798
2019-01-04,3767
2019-01-05,3724
2019-01-06,3671
2019-01-08,3769
2019-01-10,3773
2019-01-11,3631
2019-01-12,3518
2019-01-13,3411
2019-01-14,3461
2019-01-15,3404
2019-01-16,3375
2019-01-17,3471
2019-01-18,3601
2019-01-19,3740
2019-01-20,3773
2019-01-21,3785
2019-01-22,3798
2019-01-23,3840
2019-01-24,3836
2019-01-25,3788
2019-01-26,3870
2019-01-27,3882
2019-01-28,3851
2019-01-29,3803
2019-01-30,3871
2019-01-31,3907
2019-02-01,3923
2019-02-02,3889
2019-02-03,3842
2019-02-04,3792
2019-02-05,3794
2019-02-06,3770
2019-02-07,3774
2019-02-08,3744
2019-02-09,3740
2019-02-10,3710
2019-02-11,3790
2019-02-12,3797
2019-02-13,3827
2019-02-14,3921
2019-02-15,3970
2019-02-16,4026
2019-02-17,3912
2019-02-18,3947
2019-02-19,3946
2019-02-20,4055
2019-02-21,4078
2019-02-22,4057
2019-02-23,4066
2019-02-24,4032
2019-02-25,4047
2019-02-26,4076
2019-02-27,4093
2019-02-28,4155
2019-03-01,4128
2019-03-02,4106
2019-03-03,4093
2019-03-04,4104
2019-03-05,4127
2019-03-06,4118
2019-03-07,4032
2019-03-08,3981
2019-03-09,3927
2019-03-10,3956
2019-03-11,4075
2019-03-12,4160
2019-03-13,4147
2019-03-14,4174
2019-03-15,4118
2019-03-16,4183
2019-03-17,4020
2019-03-18,4093
2019-03-19,4078
2019-03-20,4025
2019-03-21,4011
2019-03-22,4118
2019-03-23,4070
2019-03-24,3959
2019-03-25,4001
2019-03-26,4037
2019-03-27,4058
2019-03-28,4022
2019-03-29,4018
2019-03-30,4130
2019-03-31,4098
2019-04-01,4062
2019-04-02,4100
2019-04-03,4204
2019-04-04,4096
2019-04-05,4105
2019-04-06,4084
2019-04-07,4066
2019-04-08,3936
2019-04-09,4037
2019-04-10,4036
2019-04-11,4031
2019-04-12,3986
2019-04-13,3974
2019-04-14,3932
2019-04-15,3963
2019-04-16,4027
2019-04-17,4037
2019-04-18,4059
2019-04-19,4073
2019-04-20,4095
2019-04-21,4104
2019-04-22,4149
2019-04-23,4261
2019-04-24,4137
2019-04-25,4096
2019-04-26,4000
2019-04-27,4018
2019-04-28,3969
2019-04-29,3955
2019-04-30,3886
2019-05-01,3971
2019-05-02,4041
2019-05-03,3992
2019-05-04,3903
2019-05-05,3926
2019-05-06,3891
2019-05-07,3840
2019-05-08,3866
2019-05-09,3929
2019-05-10,3882
2019-05-11,3838
2019-05-12,3847
2019-05-13,3835
2019-05-14,3842
2019-05-15,3865
2019-05-16,3882
2019-05-17,3933
2019-05-18,3969
2019-05-19,4073
2019-05-20,4053
2019-05-21,3965
2019-05-22,3966
2019-05-23,4029
2019-05-24,4059
2019-05-25,4011
2019-05-26,3991
2019-05-27,3893
2019-05-28,3854
2019-05-29,3791
2019-05-30,3848
2019-05-31,3817
2019-06-01,3797
2019-06-02,3772
2019-06-03,3715
2019-06-04,3666
2019-06-05,3758
2019-06-06,3778
2019-06-07,3808
2019-06-08,3824
2019-06-09,3832
2019-06-10,3901
2019-06-11,3861
2019-06-12,3868
2019-06-13,3922
2019-06-14,3926
2019-06-15,4040
2019-06-16,4108
2019-06-17,3975
2019-06-18,3909
2019-06-19,3918
2019-06-20,3932
2019-06-21,3872
2019-06-22,3883
2019-06-23,3827
2019-06-24,3723
2019-06-25,3657
2019-06-26,3566
2019-06-27,3620
2019-06-28,3644
2019-06-29,3642
2019-06-30,3765
2019-07-01,3749
2019-07-02,3784
2019-07-03,3881
2019-07-04,3893
2019-07-05,3847
2019-07-06,3831
2019-07-07,3904
2019-07-08,3907
2019-07-09,3991
2019-07-10,3982
2019-07-11,3999
2019-07-12,3975
2019-07-13,3948
2019-07-14,3971
2019-07-15,3835
2019-07-16,3717
2019-07-17,3798
2019-07-18,3935
2019-07-19,3932
2019-07-20,3902
2019-07-21,3888
2019-07-22,3879
2019-07-23,3863
2019-07-24,3902
2019-07-25,3910
2019-07-26,3909
2019-07-27,3933
2019-07-28,3906
2019-07-29,3939
2019-07-30,3928
2019-07-31,3871
2019-08-01,3901
2019-08-02,3908
2019-08-03,3871
2019-08-04,3850
2019-08-05,3905
2019-08-06,3899
2019-08-07,3934
2019-08-08,3919
2019-08-09,3901
2019-08-10,3899
2019-08-11,3960
2019-08-12,3971
2019-08-13,3961
2019-08-14,3961
2019-08-15,3951
2019-08-16,3962
2019-08-17,3950
2019-08-18,3957
2019-08-19,3957
2019-08-20,3921
2019-08-21,3950
2019-08-22,3950
2019-08-23,3950
2019-08-24,3913
2019-08-24,3913
2019-08-25,3958
2019-08-25,3958
2019-08-26,3974
2019-08-27,3973
2019-08-27,3973
2019-08-28,4017
2019-08-29,4178
2019-08-30,4208
2019-08-31,4208
2019-09-01,4156
2019-09-02,3998
2019-09-03,4019
2019-09-04,4131
2019-09-05,4264
2019-09-06,4386
2019-09-07,4310
2019-09-08,4162
2019-09-09,4152
2019-09-10,4178
2019-09-11,4117
2019-09-12,4083
2019-09-13,4092
2019-09-14,4149
2019-09-15,4132
2019-09-16,4107
2019-09-17,4164
2019-09-18,4192
2019-09-19,4100
2019-09-20,4087
2019-09-21,4173
2019-09-22,4146
2019-09-23,4057
2019-09-24,4068
2019-09-25,4093
2019-09-26,4060
2019-09-27,4082
2019-09-28,4013
2019-09-29,3992
2019-09-30,3922
2019-10-01,3890
2019-10-02,3885
2019-10-03,3857
2019-10-04,3907
2019-10-05,3940
2019-10-06,3938
2019-10-07,3984
2019-10-08,3966
2019-10-09,3962
2019-10-10,3978
2019-10-11,3979
2019-10-12,3964
2019-10-13,3961
2019-10-14,3970
2019-10-15,3976
2019-10-16,3964
2019-10-17,3938
2019-10-18,3945
2019-10-19,3976
2019-10-20,3960
2019-10-21,3974
2019-10-22,3956
2019-10-23,3971
2019-10-24,3936
2019-10-25,3965
2019-10-26,3968
2019-10-27,3958
2019-10-28,3983
2019-10-29,3946
2019-10-30,3973
2019-10-31,3983
2019-11-01,3973
2019-11-02,3962
2019-11-03,3994
2019-11-04,3983
2019-11-05,3965
2019-11-06,3939
2019-11-07,4042
2019-11-08,3992
2019-11-09,3902
2019-11-10,3943
2019-11-11,3932
2019-11-12,3953
2019-11-13,3983
2019-11-14,3991
2019-11-15,3963
2019-11-16,4047
2019-11-17,4112
2019-11-18,4199
2019-11-19,4170
2019-11-20,4180
2019-11-21,4389
2019-11-22,4432
2019-11-23,4632
2019-11-24,4703
2019-11-25,4779
2019-11-26,4674
2019-11-27,4477
2019-11-28,4412
2019-11-29,4506
2019-11-30,4692
2019-12-01,4834
2019-12-02,5037
2019-12-03,4941
2019-12-04,4733
2019-12-05,4716
2019-12-06,4745
2019-12-07,4633
2019-12-08,4707
2019-12-09,4765
2019-12-10,4735
2019-12-11,4764
2019-12-12,4927
2019-12-13,4837
2019-12-14,4754
2019-12-15,4704
2019-12-16,4727
2019-12-17,4729
2019-12-18,4745
2019-12-19,4762
2019-12-20,4731
2019-12-21,4697
2019-12-22,4646
2019-12-23,4737
2019-12-24,4760
2019-12-25,4741
2019-12-26,4768
2019-12-27,4731
2019-12-28,4707
2019-12-29,4725
