date_obj,Rune%20full%20helm price
2019-04-03,20698
2019-04-04,20699
2019-04-05,20670
2019-04-06,20671
2019-04-07,20676
2019-04-08,20694
2019-04-09,20704
2019-04-10,20708
2019-04-11,20682
2019-04-12,20662
2019-04-13,20650
2019-04-14,20655
2019-04-15,20672
2019-04-16,20686
2019-04-17,20703
2019-04-18,20718
2019-04-19,20744
2019-04-20,20777
2019-04-21,20777
2019-04-22,20771
2019-04-23,20683
2019-04-24,20703
2019-04-25,20694
2019-04-26,20680
2019-04-27,20681
2019-04-28,20694
2019-04-29,20695
2019-04-30,20693
2019-05-01,20695
2019-05-02,20682
2019-05-03,20701
2019-05-04,20701
2019-05-05,20712
2019-05-06,20701
2019-05-07,20707
2019-05-08,20710
2019-05-09,20717
2019-05-10,20710
2019-05-11,20702
2019-05-12,20689
2019-05-13,20702
2019-05-14,20707
2019-05-15,20714
2019-05-16,20723
2019-05-17,20726
2019-05-18,20708
2019-05-19,20705
2019-05-20,20694
2019-05-21,20698
2019-05-22,20699
2019-05-23,20703
2019-05-24,20697
2019-05-25,20682
2019-05-26,20707
2019-05-27,20709
2019-05-28,20711
2019-05-29,20714
2019-05-30,20719
2019-05-31,20725
2019-06-01,20704
2019-06-02,20681
2019-06-03,20682
2019-06-04,20693
2019-06-05,20710
2019-06-06,20710
2019-06-07,20708
2019-06-08,20697
2019-06-09,20705
2019-06-10,20678
2019-06-11,20678
2019-06-12,20697
2019-06-13,20710
2019-06-14,20708
2019-06-15,20684
2019-06-16,20703
2019-06-17,20707
2019-06-18,20701
2019-06-19,20707
2019-06-20,20669
2019-06-21,20662
2019-06-22,20673
2019-06-23,20678
2019-06-24,20676
2019-06-25,20691
2019-06-26,20671
2019-06-27,20699
2019-06-28,20711
2019-06-29,20715
2019-06-30,20715
2019-07-01,20712
2019-07-02,20722
2019-07-03,20702
2019-07-04,20675
2019-07-05,20668
2019-07-06,20647
2019-07-07,20670
2019-07-08,20688
2019-07-09,20703
2019-07-10,20718
2019-07-11,20730
2019-07-12,20707
2019-07-13,20692
2019-07-14,20694
2019-07-15,20709
2019-07-16,20708
2019-07-17,20710
2019-07-18,20710
2019-07-19,20710
2019-07-20,20694
2019-07-21,20684
2019-07-22,20687
2019-07-23,20690
2019-07-24,20680
2019-07-25,20685
2019-07-26,20682
2019-07-27,20642
2019-07-28,20617
2019-07-29,20625
2019-07-30,20649
2019-07-31,20644
2019-08-01,20632
2019-08-02,20628
2019-08-03,20610
2019-08-04,20591
2019-08-05,20621
2019-08-06,20628
2019-08-07,20645
2019-08-08,20648
2019-08-09,20592
2019-08-10,20587
2019-08-11,20572
2019-08-12,20594
2019-08-13,20614
2019-08-14,20639
2019-08-15,20662
2019-08-16,20658
2019-08-17,20645
2019-08-18,20644
2019-08-19,20639
2019-08-20,20648
2019-08-21,20637
2019-08-22,20636
2019-08-23,20643
2019-08-24,20642
2019-08-24,20642
2019-08-25,20649
2019-08-25,20649
2019-08-26,20654
2019-08-26,20654
2019-08-27,20660
2019-08-27,20660
2019-08-28,20684
2019-08-29,20683
2019-08-30,20669
2019-08-31,20654
2019-09-01,20657
2019-09-02,20669
2019-09-03,20679
2019-09-04,20675
2019-09-05,20672
2019-09-06,20668
2019-09-07,20647
2019-09-08,20645
2019-09-09,20665
2019-09-10,20678
2019-09-11,20685
2019-09-12,20695
2019-09-13,20692
2019-09-14,20687
2019-09-15,20677
2019-09-16,20640
2019-09-17,20661
2019-09-18,20658
2019-09-19,20674
2019-09-20,20665
2019-09-21,20655
2019-09-22,20661
2019-09-23,20636
2019-09-24,20620
2019-09-25,20644
2019-09-26,20639
2019-09-27,20648
2019-09-28,20608
2019-09-29,20588
2019-09-30,20612
2019-10-01,20605
2019-10-02,20630
2019-10-03,20633
2019-10-04,20598
2019-10-05,20618
2019-10-06,20566
2019-10-07,20603
2019-10-08,20598
2019-10-09,20584
2019-10-10,20586
2019-10-11,20570
2019-10-12,20568
2019-10-13,20597
2019-10-14,20621
2019-10-15,20634
2019-10-16,20634
2019-10-17,20618
2019-10-18,20620
2019-10-19,20614
2019-10-20,20605
2019-10-21,20634
2019-10-22,20651
2019-10-23,20646
2019-10-24,20642
2019-10-25,20620
2019-10-26,20617
2019-10-27,20606
2019-10-28,20627
2019-10-29,20637
2019-10-30,20664
2019-10-31,20674
2019-11-01,20664
2019-11-02,20600
2019-11-03,20614
2019-11-04,20640
2019-11-05,20633
2019-11-06,20618
2019-11-07,20607
2019-11-08,20605
2019-11-09,20542
2019-11-10,20576
2019-11-11,20603
2019-11-12,20610
2019-11-13,20620
2019-11-14,20627
2019-11-15,20630
2019-11-16,20611
2019-11-17,20597
2019-11-18,20628
2019-11-19,20647
2019-11-20,20639
2019-11-21,20629
2019-11-22,20632
2019-11-23,20644
2019-11-24,20643
2019-11-25,20628
2019-11-26,20633
2019-11-27,20613
2019-11-28,20620
2019-11-29,20606
2019-11-30,20596
2019-12-01,20593
2019-12-02,20588
2019-12-03,20579
2019-12-04,20556
2019-12-05,20542
2019-12-06,20560
2019-12-07,20550
2019-12-08,20573
2019-12-09,20590
2019-12-10,20610
2019-12-11,20615
2019-12-12,20614
2019-12-13,20617
2019-12-14,20602
2019-12-15,20605
2019-12-16,20601
2019-12-17,20599
2019-12-18,20594
2019-12-19,20618
2019-12-20,20620
2019-12-21,20611
2019-12-22,20591
2019-12-23,20574
2019-12-24,20602
2019-12-25,20621
2019-12-26,20600
2019-12-27,20610
2019-12-28,20614
2019-12-29,20610
2019-12-30,20570
2019-12-31,20591
2020-01-01,20594
2020-01-02,20580
2020-01-03,20530
2020-01-04,20541
2020-01-05,20526
2020-01-06,20535
2020-01-07,20569
2020-01-08,20579
2020-01-09,20600
2020-01-10,20612
2020-01-11,20612
2020-01-12,20619
2020-01-13,20613
2020-01-14,20608
2020-01-15,20605
2020-01-16,20605
2020-01-17,20600
2020-01-18,20606
2020-01-19,20593
2020-01-20,20598
2020-01-21,20583
2020-01-22,20554
2020-01-23,20591
2020-01-24,20599
2020-01-25,20574
2020-01-26,20551
2020-01-27,20556
2020-01-28,20572
2020-01-29,20587
2020-01-30,20596
2020-01-31,20595
2020-02-01,20594
2020-02-02,20571
2020-02-03,20575
2020-02-04,20568
2020-02-05,20546
2020-02-06,20517
2020-02-07,20489
2020-02-08,20523
2020-02-09,20514
2020-02-10,20550
2020-02-11,20570
2020-02-12,20575
2020-02-13,20559
2020-02-14,20563
2020-02-15,20569
2020-02-16,20567
2020-02-17,20574
2020-02-18,20587
2020-02-19,20587
2020-02-20,20588
2020-02-21,20602
2020-02-22,20599
2020-02-23,20594
2020-02-24,20610
2020-02-25,20601
2020-02-26,20599
2020-02-27,20598
2020-02-28,20541
2020-02-29,20561
2020-03-01,20548
2020-03-02,20565
2020-03-03,20580
2020-03-04,20573
2020-03-05,20588
2020-03-06,20589
2020-03-07,20594
2020-03-08,20601
2020-03-09,20601
2020-03-10,20620
2020-03-11,20624
2020-03-12,20627
2020-03-13,20625
2020-03-14,20618
2020-03-15,20572
2020-03-16,20603
2020-03-17,20638
2020-03-18,20594
2020-03-19,20606
2020-03-20,20577
2020-03-21,20567
2020-03-22,20578
2020-03-23,20587
2020-03-24,20602
2020-03-25,20584
2020-03-26,20597
2020-03-27,20592
2020-03-28,20591
2020-03-29,20594
2020-03-30,20607
2020-03-31,20623
2020-04-01,20632
2020-04-02,20655
2020-04-03,20633
2020-04-04,20583
2020-04-05,20604
2020-04-06,20594
2020-04-07,20612
2020-04-08,20625
2020-04-09,20616
2020-04-10,20624
2020-04-11,20592
2020-04-12,20599
2020-04-13,20559
2020-04-14,20605
2020-04-15,20616
2020-04-16,20643
2020-04-17,20630
2020-04-18,20604
2020-04-19,20619
2020-04-20,20613
2020-04-21,20617
2020-04-22,20634
2020-04-23,20617
2020-04-24,20625
2020-04-25,20618
2020-04-26,20625
2020-04-27,20627
2020-04-28,20636
2020-04-29,20619
2020-04-30,20613
2020-05-01,20619
2020-05-02,20623
2020-05-03,20614
2020-05-04,20618
2020-05-05,20626
2020-05-06,20632
2020-05-07,20635
2020-05-08,20643
2020-05-09,20606
2020-05-10,20619
2020-05-11,20637
2020-05-12,20647
2020-05-13,20644
