date_obj,Fremennik%20blue%20shirt price
2015-03-04,2000
2015-03-05,2000
2015-03-06,2000
2015-03-07,2000
2015-03-08,2000
2015-03-09,2000
2015-03-10,2000
2015-03-11,2000
2015-03-12,2000
2015-03-13,2000
2015-03-14,2000
2015-03-15,2000
2015-03-16,2000
2015-03-17,2000
2015-03-18,2000
2015-03-19,2031
2015-03-20,2031
2015-03-21,2031
2015-03-22,2031
2015-03-23,2031
2015-03-24,2031
2015-03-25,2031
2015-03-26,2031
2015-03-27,2031
2015-03-28,2031
2015-03-29,2031
2015-03-30,2031
2015-03-31,2031
2015-04-01,2031
2015-04-02,2031
2015-04-03,2031
2015-04-04,2031
2015-04-05,2031
2015-04-06,2031
2015-04-07,2031
2015-04-08,2031
2015-04-09,2031
2015-04-10,2031
2015-04-11,2031
2015-04-12,1992
2015-04-13,1992
2015-04-14,1992
2015-04-15,1992
2015-04-16,1992
2015-04-17,1992
2015-04-18,1992
2015-04-19,1992
2015-04-20,1992
2015-04-21,1992
2015-04-22,1992
2015-04-23,1992
2015-04-24,1992
2015-04-25,1992
2015-04-26,1992
2015-04-27,1992
2015-04-28,1992
2015-04-29,1992
2015-04-30,1992
2015-05-01,1992
2015-05-02,1992
2015-05-03,1992
2015-05-04,1992
2015-05-05,1992
2015-05-06,1992
2015-05-07,1992
2015-05-08,1992
2015-05-09,1992
2015-05-10,1992
2015-05-11,1992
2015-05-12,2035
2015-05-13,2035
2015-05-14,2035
2015-05-15,2035
2015-05-16,2035
2015-05-17,2035
2015-05-18,2035
2015-05-19,2035
2015-05-20,2035
2015-05-21,2035
2015-05-22,2035
2015-05-23,2035
2015-05-24,2035
2015-05-25,2035
2015-05-26,2035
2015-05-27,2035
2015-05-28,2035
2015-05-29,2035
2015-05-30,2078
2015-05-31,2078
2015-06-01,2078
2015-06-02,2078
2015-06-03,2078
2015-06-04,2078
2015-06-05,2078
2015-06-06,2078
2015-06-07,2078
2015-06-08,2078
2015-06-09,2078
2015-06-10,2078
2015-06-11,2078
2015-06-12,2078
2015-06-13,2078
2015-06-14,2078
2015-06-15,2078
2015-06-16,2078
2015-06-17,2078
2015-06-18,2109
2015-06-19,2109
2015-06-20,2109
2015-06-21,2109
2015-06-22,2109
2015-06-23,2109
2015-06-24,2109
2015-06-25,2109
2015-06-26,2109
2015-06-27,2109
2015-06-28,2109
2015-06-29,2109
2015-06-30,2109
2015-07-01,2109
2015-07-02,2109
2015-07-03,2109
2015-07-04,2109
2015-07-05,2151
2015-07-06,2151
2015-07-07,2151
2015-07-08,2151
2015-07-09,2151
2015-07-10,2151
2015-07-11,2151
2015-07-12,2151
2015-07-13,2151
2015-07-14,2151
2015-07-15,2151
2015-07-16,2151
2015-07-17,2151
2015-07-18,2151
2015-07-19,2151
2015-07-20,2151
2015-07-21,2151
2015-07-22,2151
2015-07-23,2151
2015-07-24,2181
2015-07-25,2181
2015-07-26,2181
2015-07-27,2181
2015-07-28,2181
2015-07-29,2181
2015-07-30,2181
2015-07-31,2181
2015-08-01,2181
2015-08-02,2181
2015-08-03,2181
2015-08-04,2181
2015-08-05,2181
2015-08-06,2181
2015-08-07,2162
2015-08-08,2162
2015-08-09,2162
2015-08-10,2162
2015-08-11,2162
2015-08-12,2162
2015-08-13,2162
2015-08-14,2162
2015-08-15,2162
2015-08-16,2162
2015-08-17,2162
2015-08-18,2162
2015-08-19,2162
2015-08-20,2135
2015-08-21,2135
2015-08-22,2135
2015-08-23,2135
2015-08-24,2135
2015-08-25,2135
2015-08-26,2135
2015-08-27,2135
2015-08-28,2135
2015-08-29,2135
2015-08-30,2135
2015-08-31,2135
2015-09-02,2135
2015-09-07,2114
2015-09-08,2114
2015-09-10,2114
2015-09-14,2114
2015-09-16,2142
2015-09-22,2142
2015-09-23,2142
2015-09-24,2142
2015-09-25,2142
2015-09-27,2142
2015-09-28,2142
2015-09-29,2142
2015-09-30,2148
2015-10-05,2148
2015-10-06,2148
2015-10-07,2148
2015-10-08,2148
2015-10-09,2148
2015-10-10,2148
2015-10-11,2148
2015-10-12,2148
2015-10-13,2148
2015-10-14,2148
2015-10-15,2137
2015-10-16,2137
2015-10-17,2137
2015-10-18,2137
2015-10-19,2137
2015-10-20,2137
2015-10-22,2137
2015-10-23,2137
2015-10-24,2137
2015-10-25,2137
2015-10-26,2137
2015-10-27,2137
2015-10-29,2137
2015-10-30,2137
2015-10-31,2128
2015-11-01,2128
2015-11-02,2128
2015-11-03,2128
2015-11-04,2128
2015-11-05,2128
2015-11-06,2128
2015-11-07,2128
2015-11-08,2128
2015-11-09,2128
2015-11-10,2128
2015-11-11,2128
2015-11-12,2128
2015-11-13,2128
2015-11-14,2128
2015-11-15,2128
2015-11-16,2128
2015-11-17,2128
2015-11-18,2138
2015-11-19,2138
2015-11-20,2138
2015-11-21,2138
2015-11-22,2138
2015-11-23,2138
2015-11-24,2138
2015-11-25,2138
2015-11-26,2138
2015-11-27,2138
2015-11-28,2138
2015-11-29,2138
2015-11-30,2106
2015-12-01,2106
2015-12-02,2106
2015-12-03,2106
2015-12-04,2106
2015-12-05,2106
2015-12-06,2106
2015-12-07,2106
2015-12-08,2106
2015-12-09,2106
2015-12-10,2106
2015-12-11,2106
2015-12-12,2106
2015-12-13,2106
2015-12-14,2106
2015-12-15,2085
2015-12-16,2085
2015-12-17,2085
2015-12-18,2085
2015-12-19,2085
2015-12-20,2085
2015-12-21,2085
2015-12-22,2085
2015-12-23,2085
2015-12-24,2085
2015-12-25,2085
2015-12-26,2085
2015-12-27,2085
2015-12-28,2085
2015-12-29,2103
2015-12-30,2103
2015-12-31,2103
2016-01-01,2103
2016-01-02,2103
2016-01-03,2103
2016-01-04,2103
2016-01-05,2103
2016-01-06,2103
2016-01-07,2103
2016-01-08,2103
2016-01-09,2103
2016-01-10,2103
2016-01-11,2103
2016-01-12,2103
2016-01-13,2103
2016-01-14,2135
2016-01-15,2135
2016-01-16,2135
2016-01-17,2135
2016-01-18,2135
2016-01-19,2135
2016-01-20,2135
2016-01-21,2135
2016-01-22,2135
2016-01-23,2135
2016-01-24,2135
2016-01-25,2135
2016-01-26,2099
2016-01-27,2099
2016-01-28,2099
2016-01-29,2099
2016-01-30,2099
2016-01-31,2099
2016-02-01,2099
2016-02-02,2099
2016-02-03,2099
2016-02-04,2099
2016-02-05,2099
2016-02-06,2099
2016-02-07,2090
2016-02-08,2090
2016-02-09,2090
2016-02-10,2090
2016-02-11,2090
2016-02-12,2090
2016-02-13,2090
2016-02-14,2090
2016-02-15,2090
2016-02-16,2090
2016-02-17,2090
2016-02-18,2090
2016-02-19,2005
2016-02-20,2005
2016-02-21,2005
2016-02-22,2005
2016-02-23,2005
2016-02-24,2005
2016-02-25,2005
2016-02-26,2005
2016-02-27,2005
2016-02-28,2005
2016-02-29,2005
2016-03-01,1971
2016-03-02,1971
2016-03-03,1971
2016-03-04,1971
2016-03-05,1971
2016-03-06,1971
2016-03-07,1971
2016-03-08,1971
2016-03-09,1971
2016-03-10,1971
2016-03-11,1971
2016-03-12,1971
2016-03-13,1908
2016-03-14,1908
2016-03-15,1908
2016-03-16,1908
2016-03-17,1908
2016-03-18,1908
2016-03-19,1908
2016-03-20,1908
2016-03-21,1908
2016-03-22,1908
2016-03-23,1862
2016-03-24,1862
2016-03-25,1862
2016-03-26,1862
2016-03-27,1862
2016-03-28,1862
2016-03-29,1862
2016-03-30,1862
2016-03-31,1862
2016-04-01,1862
2016-04-02,1862
2016-04-03,1862
2016-04-04,1811
2016-04-05,1811
2016-04-06,1811
2016-04-07,1811
2016-04-08,1811
2016-04-09,1811
2016-04-10,1811
2016-04-11,1811
2016-04-12,1811
2016-04-13,1811
2016-04-14,1811
2016-04-15,1811
2016-04-16,1831
2016-04-17,1831
2016-04-18,1831
2016-04-19,1831
2016-04-20,1831
2016-04-21,1831
2016-04-22,1831
2016-04-23,1831
2016-04-24,1831
2016-04-25,1831
