date_obj,Steel%20brutal price
2015-03-26,126
2015-03-27,126
2015-03-28,126
2015-03-29,126
2015-03-30,126
2015-03-31,126
2015-04-01,126
2015-04-02,126
2015-04-03,126
2015-04-04,126
2015-04-05,126
2015-04-06,126
2015-04-07,126
2015-04-08,126
2015-04-09,126
2015-04-10,129
2015-04-11,129
2015-04-12,129
2015-04-13,129
2015-04-14,129
2015-04-15,129
2015-04-16,129
2015-04-17,129
2015-04-18,129
2015-04-19,129
2015-04-20,129
2015-04-21,129
2015-04-22,129
2015-04-23,129
2015-04-24,129
2015-04-25,133
2015-04-26,133
2015-04-27,133
2015-04-28,133
2015-04-29,133
2015-04-30,133
2015-05-01,133
2015-05-02,133
2015-05-03,133
2015-05-04,133
2015-05-05,133
2015-05-06,133
2015-05-07,135
2015-05-08,135
2015-05-09,135
2015-05-10,135
2015-05-11,135
2015-05-12,135
2015-05-13,135
2015-05-14,135
2015-05-15,135
2015-05-16,135
2015-05-17,135
2015-05-18,135
2015-05-19,135
2015-05-20,138
2015-05-21,138
2015-05-22,138
2015-05-23,138
2015-05-24,138
2015-05-25,138
2015-05-26,138
2015-05-27,138
2015-05-28,138
2015-05-29,141
2015-05-30,141
2015-05-31,141
2015-06-01,141
2015-06-02,141
2015-06-03,141
2015-06-04,141
2015-06-05,141
2015-06-06,141
2015-06-07,143
2015-06-08,143
2015-06-09,143
2015-06-10,143
2015-06-11,143
2015-06-12,143
2015-06-13,143
2015-06-14,143
2015-06-15,145
2015-06-16,145
2015-06-17,145
2015-06-18,145
2015-06-19,145
2015-06-20,145
2015-06-21,145
2015-06-22,145
2015-06-23,145
2015-06-24,145
2015-06-25,145
2015-06-26,150
2015-06-27,150
2015-06-28,150
2015-06-29,150
2015-06-30,150
2015-07-01,150
2015-07-02,150
2015-07-03,150
2015-07-04,150
2015-07-05,150
2015-07-06,150
2015-07-07,150
2015-07-08,156
2015-07-09,156
2015-07-10,156
2015-07-11,156
2015-07-12,156
2015-07-13,156
2015-07-14,156
2015-07-15,156
2015-07-16,156
2015-07-17,156
2015-07-18,157
2015-07-19,157
2015-07-20,157
2015-07-21,157
2015-07-22,157
2015-07-23,157
2015-07-24,157
2015-07-25,157
2015-07-26,157
2015-07-27,160
2015-07-28,160
2015-07-29,160
2015-07-30,160
2015-07-31,160
2015-08-01,160
2015-08-02,160
2015-08-03,160
2015-08-04,160
2015-08-05,162
2015-08-06,162
2015-08-07,162
2015-08-08,162
2015-08-09,162
2015-08-10,162
2015-08-11,162
2015-08-12,162
2015-08-13,162
2015-08-14,162
2015-08-15,162
2015-08-16,166
2015-08-17,166
2015-08-18,166
2015-08-19,166
2015-08-20,166
2015-08-21,166
2015-08-22,166
2015-08-23,166
2015-08-24,166
2015-08-25,166
2015-08-26,171
2015-08-27,171
2015-08-28,171
2015-08-29,171
2015-08-30,171
2015-08-31,171
2015-09-01,171
2015-09-02,171
2015-09-03,171
2015-09-04,177
2015-09-05,177
2015-09-06,177
2015-09-07,177
2015-09-08,177
2015-09-09,177
2015-09-10,177
2015-09-11,177
2015-09-12,177
2015-09-13,177
2015-09-14,177
2015-09-15,178
2015-09-16,178
2015-09-17,178
2015-09-18,178
2015-09-19,178
2015-09-20,178
2015-09-21,178
2015-09-22,178
2015-09-23,178
2015-09-24,178
2015-09-25,178
2015-09-27,178
2015-09-28,182
2015-09-29,182
2015-09-30,182
2015-10-05,182
2015-10-06,182
2015-10-07,182
2015-10-08,182
2015-10-09,182
2015-10-10,183
2015-10-11,183
2015-10-12,183
2015-10-13,183
2015-10-14,183
2015-10-15,183
2015-10-16,183
2015-10-17,183
2015-10-18,183
2015-10-19,183
2015-10-20,183
2015-10-22,185
2015-10-23,185
2015-10-24,185
2015-10-25,185
2015-10-26,185
2015-10-27,185
2015-10-29,185
2015-10-30,185
2015-10-31,185
2015-11-01,185
2015-11-02,188
2015-11-03,188
2015-11-04,188
2015-11-05,188
2015-11-06,188
2015-11-07,188
2015-11-08,188
2015-11-09,188
2015-11-10,188
2015-11-11,188
2015-11-12,188
2015-11-13,188
2015-11-14,188
2015-11-15,188
2015-11-16,188
2015-11-17,188
2015-11-18,188
2015-11-19,188
2015-11-20,188
2015-11-21,188
2015-11-22,188
2015-11-23,188
2015-11-24,188
2015-11-25,188
2015-11-26,188
2015-11-27,188
2015-11-28,192
2015-11-29,192
2015-11-30,192
2015-12-01,192
2015-12-02,192
2015-12-03,192
2015-12-04,192
2015-12-05,192
2015-12-06,192
2015-12-07,192
2015-12-08,192
2015-12-09,192
2015-12-10,195
2015-12-11,195
2015-12-12,195
2015-12-13,195
2015-12-14,195
2015-12-15,195
2015-12-16,195
2015-12-17,195
2015-12-18,195
2015-12-19,195
2015-12-20,195
2015-12-21,197
2015-12-22,197
2015-12-23,197
2015-12-24,197
2015-12-25,197
2015-12-26,197
2015-12-27,197
2015-12-28,197
2015-12-29,197
2015-12-30,200
2015-12-31,200
2016-01-01,200
2016-01-02,200
2016-01-03,200
2016-01-04,200
2016-01-05,200
2016-01-06,200
2016-01-07,202
2016-01-08,202
2016-01-09,202
2016-01-10,202
2016-01-11,202
2016-01-12,202
2016-01-13,202
2016-01-14,202
2016-01-15,202
2016-01-16,202
2016-01-17,205
2016-01-18,205
2016-01-19,205
2016-01-20,205
2016-01-21,205
2016-01-22,205
2016-01-23,205
2016-01-24,205
2016-01-25,205
2016-01-26,205
2016-01-27,207
2016-01-28,207
2016-01-29,207
2016-01-30,207
2016-01-31,207
2016-02-01,207
2016-02-02,207
2016-02-03,207
2016-02-04,207
2016-02-05,207
2016-02-06,209
2016-02-07,209
2016-02-08,209
2016-02-09,209
2016-02-10,209
2016-02-11,209
2016-02-12,209
2016-02-13,209
2016-02-14,209
2016-02-15,210
2016-02-16,210
2016-02-17,210
2016-02-18,210
2016-02-19,210
2016-02-20,210
2016-02-21,210
2016-02-22,210
2016-02-23,210
2016-02-24,210
2016-02-25,201
2016-02-26,201
2016-02-27,201
2016-02-28,201
2016-02-29,201
2016-03-01,201
2016-03-02,201
2016-03-03,201
