date_obj,Xerician%20hat price
2016-07-16,9570
2016-07-17,9266
2016-07-18,8957
2016-07-24,7288
2016-07-25,7380
2016-07-26,7110
2016-07-27,6754
2016-07-28,6434
2016-07-29,6353
2016-07-30,6421
2016-07-31,6492
2016-08-01,6495
2016-08-02,6749
2016-08-03,7056
2016-08-04,7239
2016-08-05,7239
2016-08-06,7159
2016-08-07,7048
2016-08-08,7048
2016-08-09,7110
2016-08-10,6858
2016-08-11,6640
2016-08-12,6341
2016-08-13,6206
2016-08-14,6174
2016-08-15,6167
2016-08-16,6007
2016-08-17,5946
2016-08-18,5946
2016-08-19,5916
2016-08-20,5989
2016-08-21,5962
2016-08-22,5785
2016-08-23,5495
2016-08-24,5434
2016-08-25,5276
2016-08-26,5276
2016-08-28,5523
2016-08-31,5817
2016-09-01,6105
2016-09-02,6105
2016-09-03,6411
2016-09-04,6732
2016-09-05,6987
2016-09-06,7289
2016-09-07,7289
2016-09-08,7219
2016-09-09,7219
2016-09-10,6996
2016-09-11,6996
2016-09-12,6646
2016-09-13,6313
2016-09-14,6313
2016-09-15,6128
2016-09-16,6128
2016-09-17,6159
2016-09-18,6467
2016-09-19,6791
2016-09-20,6791
2016-09-21,6967
2016-09-22,6709
2016-09-23,6373
2016-09-24,6373
2016-09-25,6139
2016-09-26,6139
2016-09-27,6253
2016-09-28,6443
2016-09-29,6443
2016-09-30,6436
2016-10-01,6427
2016-10-02,6427
2016-10-03,6496
2016-10-04,6514
2016-10-05,6657
2016-10-06,6729
2016-10-07,6729
2016-10-08,6744
2016-10-09,6744
2016-10-10,6522
2016-10-11,6275
2016-10-12,6275
2016-10-13,6208
2016-10-14,6464
2016-10-15,6635
2016-10-16,6907
2016-10-17,7176
2016-10-18,7363
2016-10-19,7569
2016-10-20,7767
2016-10-21,7957
2016-10-22,7957
2016-10-23,8007
2016-10-24,7814
2016-10-25,7814
2016-10-26,7730
2016-10-27,7418
2016-10-28,7418
2016-10-29,7220
2016-10-30,7208
2016-10-31,7184
2016-11-01,7184
2016-11-02,7212
2016-11-03,7518
2016-11-04,7699
2016-11-05,7699
2016-11-06,7759
2016-11-07,7699
2016-11-08,7727
2016-11-09,7813
2016-11-10,7989
2016-11-11,8172
2016-11-12,8340
2016-11-13,8545
2016-11-14,8645
2016-12-08,7386
2016-12-09,7521
2016-12-10,7515
2016-12-11,7419
2016-12-12,7385
2016-12-13,7508
2016-12-14,7379
2016-12-15,7379
2016-12-16,7010
2016-12-17,6780
2016-12-18,6653
2016-12-19,6701
2016-12-20,6822
2016-12-21,7076
2016-12-22,7328
2016-12-23,7609
2016-12-24,7668
2016-12-25,7358
2016-12-26,7430
2016-12-27,7525
2016-12-28,7634
2016-12-29,7683
2016-12-30,7930
2016-12-31,8228
2017-01-01,8588
2017-01-02,8989
2017-01-03,9345
2017-01-04,9220
2017-01-05,8816
2017-01-06,8376
2017-01-07,7957
2017-01-08,7559
2017-01-09,7181
2017-01-10,6827
2017-01-11,6556
2017-01-12,6272
2017-01-13,6201
2017-01-14,6036
2017-01-15,5975
2017-01-16,5967
2017-01-17,6071
2017-01-18,6342
2017-01-19,6556
2017-01-20,6659
2017-01-21,6888
2017-01-22,7223
2017-01-27,7865
2017-01-28,7713
2017-01-29,7483
2017-01-30,7156
2017-01-31,6904
2017-02-01,6731
2017-02-02,6508
2017-02-03,6439
2017-02-04,6342
2017-02-05,6188
2017-02-06,6082
2017-02-07,6036
2017-02-08,6173
2017-02-09,6173
2017-02-10,6448
2017-02-11,6609
2017-02-12,6569
2017-02-13,6615
2017-02-14,6605
2017-02-15,6673
2017-02-16,6627
2017-02-18,6649
2017-02-19,6762
2017-02-20,6694
2017-02-21,6737
2017-02-22,6706
2017-02-23,6586
2017-02-24,6586
2017-02-25,6621
2017-02-26,6622
2017-02-27,6501
2017-02-28,6535
2017-03-01,6500
2017-03-02,6481
2017-03-03,6539
2017-03-04,6537
2017-03-05,6638
2017-03-06,6633
2017-03-07,6737
2017-03-08,6879
2017-03-09,6959
2017-03-10,6956
2017-03-11,6913
2017-03-12,6701
2017-03-13,6773
2017-03-14,6638
2017-03-15,6460
2017-03-16,6527
2017-03-17,6622
2017-03-18,6482
2017-03-19,6543
2017-03-20,6292
2017-03-21,6092
2017-03-22,5851
2017-03-23,5861
2017-03-24,5852
2017-03-25,5852
2017-03-26,5962
2017-03-27,6067
2017-03-28,6085
2017-03-29,5990
2017-03-30,5993
2017-03-31,5933
2017-04-01,5958
2017-04-02,6049
2017-04-03,6124
2017-04-04,6146
2017-04-12,6983
2017-04-13,7093
2017-04-14,7448
2017-04-15,7821
2017-04-16,8213
2017-04-17,8624
2017-04-18,9056
2017-04-19,9509
2017-04-20,9773
2017-04-21,9949
2017-04-22,9883
2017-04-23,9650
2017-04-24,9402
2017-04-25,9186
2017-04-26,9016
2017-04-27,8807
2017-04-28,8638
2017-04-29,8484
2017-04-30,8454
2017-05-01,8477
2017-05-02,8633
2017-05-03,8625
2017-05-04,8650
2017-05-05,8638
2017-05-06,8469
2017-05-07,8381
2017-05-08,8524
2017-05-09,8402
2017-05-10,8117
2017-05-11,7845
2017-05-12,7610
2017-05-13,7483
2017-05-14,7554
2017-05-15,7343
2017-05-16,7442
2017-05-17,7625
2017-05-18,7595
2017-05-19,7821
2017-05-20,7915
2017-05-21,7915
2017-05-22,7773
2017-05-23,7658
2017-05-24,7336
2017-05-25,7217
2017-05-26,7195
2017-05-27,7376
2017-05-28,7405
2017-05-29,7174
2017-05-30,7188
2017-05-31,7120
2017-06-01,6920
2017-06-02,6892
2017-06-03,6843
2017-06-06,6681
2017-06-07,6523
2017-06-08,6444
2017-06-09,6515
2017-06-10,6449
2017-06-11,6342
2017-06-12,6279
2017-06-13,6437
2017-06-14,6472
2017-06-15,6464
2017-06-16,6480
2017-06-17,6697
2017-06-18,6557
2017-06-19,6557
2017-06-20,6600
2017-06-21,6595
2017-06-22,6659
2017-06-23,6776
2017-06-24,6671
2017-06-25,6433
2017-06-26,6373
2017-06-27,6348
2017-06-28,6402
2017-06-29,6235
2017-06-30,6233
2017-07-01,6233
2017-07-02,6146
2017-07-03,6036
2017-07-04,5931
2017-07-05,5931
2017-07-06,5921
2017-07-07,6057
2017-07-08,6157
2017-07-13,6134
2017-07-14,6208
2017-07-15,6158
2017-07-16,6137
2017-07-17,6325
2017-07-18,6522
2017-07-19,6652
2017-07-20,6830
2017-07-21,6919
2017-07-22,6960
2017-07-23,7037
2017-07-24,7210
2017-07-25,7313
2017-07-26,7256
2017-07-27,7302
2017-07-28,7187
2017-07-29,7308
2017-07-30,7574
2017-07-31,7574
2017-08-01,7594
2017-08-02,7610
2017-08-03,7405
2017-08-04,7179
2017-08-05,7288
2017-08-06,7355
2017-08-09,7661
2017-08-10,7396
2017-08-11,7250
2017-08-12,7021
2017-08-13,6967
2017-08-14,6915
2017-08-15,6776
2017-08-16,6601
2017-08-17,6558
2017-08-18,6558
2017-08-19,6626
2017-08-20,6464
2017-08-21,6240
2017-08-22,6001
2017-08-23,5945
2017-08-24,5984
2017-08-25,6268
2017-08-26,6285
2017-08-27,6117
2017-08-28,6076
2017-08-29,6048
2017-08-30,6033
2017-08-31,6201
2017-09-01,6202
2017-09-02,6210
2017-09-03,6338
2017-09-04,6167
2017-09-05,6117
2017-09-06,6115
2017-09-07,6078
2017-09-08,6137
2017-09-09,6084
2017-09-10,6105
2017-09-11,6313
2017-09-12,6252
2017-09-13,6269
2017-09-14,6227
2017-09-15,6227
2017-09-16,6321
2017-09-17,6383
2017-09-18,6374
2017-09-19,6217
2017-09-20,6293
2017-09-21,6170
2017-09-22,6147
2017-09-23,6213
2017-09-24,6232
2017-09-25,6262
2017-09-26,6270
2017-09-27,6011
2017-09-28,6090
2017-09-29,5822
2017-09-30,5697
2017-10-01,5685
2017-10-02,5788
2017-10-03,5933
2017-10-04,6081
2017-10-05,6135
2017-10-06,6284
2017-10-07,6462
2017-10-08,6478
2017-10-09,6156
2017-10-10,5909
2017-10-11,5660
2017-10-12,5613
2017-10-13,5646
2017-10-14,5616
2017-10-15,5616
2017-10-16,5652
2017-10-17,5652
2017-10-18,5663
2017-10-19,5731
2017-10-20,5793
2017-10-21,6001
2017-10-22,6031
2017-10-23,5828
2017-10-24,5926
2017-10-25,5907
2017-10-26,5682
2017-10-27,5734
2017-10-28,5734
2017-10-29,5818
2017-10-30,5678
2017-10-31,5633
2017-11-01,5633
2017-11-02,5643
2017-11-03,5481
2017-11-04,5283
2017-11-05,5104
2017-11-06,5179
2017-11-07,5315
2017-11-08,5478
2017-11-09,5532
2017-11-10,5453
2017-11-11,5363
2017-11-12,5307
2017-11-13,5292
2017-11-14,5239
2017-11-15,5161
2017-11-16,5038
2017-11-17,4948
2017-11-18,5129
2017-11-19,5318
2017-11-20,5338
2017-11-21,5343
2017-11-22,5268
2017-11-23,5523
2017-11-24,5800
2017-11-25,6090
2017-11-26,6395
2017-11-27,6673
2017-11-28,6998
2017-11-29,7348
2017-11-30,7716
2017-12-01,8102
2017-12-02,8508
2017-12-03,8934
2017-12-04,9261
2017-12-05,9375
2017-12-06,9521
2017-12-07,9576
2017-12-08,9336
2017-12-09,9061
2017-12-10,8811
2017-12-11,8478
2017-12-12,8071
2017-12-13,7950
2017-12-14,7948
2017-12-15,8013
2017-12-16,8032
2017-12-17,8077
2017-12-18,8007
2017-12-19,7943
2017-12-20,7664
2017-12-21,7429
2017-12-22,7538
2017-12-23,7586
2017-12-24,7698
2017-12-25,7597
2017-12-26,7404
2017-12-27,7505
2017-12-28,7613
2017-12-29,7926
2017-12-30,8236
2017-12-31,8508
2018-01-01,8656
2018-01-02,8305
2018-01-03,7938
2018-01-04,7559
2018-01-05,7513
2018-01-06,7514
2018-01-07,7455
2018-01-08,7407
2018-01-09,7182
2018-01-10,7230
2018-01-11,7060
2018-01-12,7120
2018-01-13,7206
2018-01-14,7151
2018-01-15,6987
2018-01-16,6821
2018-01-17,6770
2018-01-18,6900
2018-01-19,6842
2018-01-20,6802
2018-01-21,6775
2018-01-22,6677
2018-01-23,6511
2018-01-24,6623
2018-01-25,6437
2018-01-26,6536
2018-01-27,6447
2018-01-28,6344
2018-01-29,6423
2018-01-30,6502
2018-02-01,6745
2018-02-02,7041
2018-02-03,7154
2018-02-04,7167
2018-02-05,7035
2018-02-06,7116
2018-02-07,7170
2018-02-08,7048
2018-02-09,7301
2018-02-10,7457
2018-02-11,7585
2018-02-12,7761
2018-02-13,8150
2018-02-14,8554
2018-02-15,8973
2018-02-16,9365
2018-02-17,9507
2018-02-18,9380
2018-02-19,9361
2018-02-20,9538
2018-02-21,9338
2018-02-22,9129
2018-02-23,8881
2018-02-24,9010
2018-02-25,8757
2018-02-26,8419
2018-02-27,7998
2018-02-28,7998
2018-03-01,7877
2018-03-02,7943
2018-03-03,7984
2018-03-04,7912
2018-03-05,7981
2018-03-06,8218
2018-03-07,8262
2018-03-08,8272
2018-03-09,8328
2018-03-10,8317
2018-03-11,8169
2018-03-12,7956
2018-03-13,7856
2018-03-14,7579
2018-03-15,7465
2018-03-16,7378
2018-03-17,7348
2018-03-18,7244
2018-03-20,7506
2018-03-21,7564
2018-03-23,7636
2018-03-24,7771
2018-03-26,7817
2018-03-27,7877
2018-03-28,7677
2018-03-29,7601
2018-03-30,7812
2018-03-31,7898
2018-04-01,7881
2018-04-02,7821
2018-04-03,7862
2018-04-04,7755
2018-04-05,7629
2018-04-06,7527
2018-04-08,7280
2018-04-09,7312
2018-04-10,7375
2018-04-11,7439
2018-04-12,7444
2018-04-13,7579
2018-04-14,7408
2018-04-16,6868
2018-04-17,6546
2018-04-18,6219
2018-04-19,5908
2018-04-20,5612
2018-04-21,5331
2018-04-22,5307
2018-04-23,5150
2018-04-24,5317
2018-04-25,5583
2018-04-26,5795
2018-04-27,6030
2018-04-28,6220
2018-04-29,6425
2018-04-30,6594
2018-05-02,6685
2018-05-03,6567
2018-05-04,6517
2018-05-05,6379
2018-05-06,6162
2018-05-07,5920
2018-05-08,5742
2018-05-09,5570
2018-05-10,5707
2018-05-11,5758
2018-05-12,5846
2018-05-13,5813
2018-05-14,5681
2018-05-15,5482
2018-05-16,5448
2018-05-17,5309
2018-05-18,5241
2018-05-19,5212
2018-05-20,5339
2018-05-21,5554
2018-05-22,5684
2018-05-23,5825
2018-05-24,6015
2018-05-25,6184
2018-05-26,6082
2018-05-27,5947
2018-05-28,5803
2018-05-29,5805
2018-05-30,5755
2018-05-31,5736
2018-06-01,5757
2018-06-02,5864
2018-06-03,5953
2018-06-04,5881
2018-06-05,5926
2018-06-06,5809
2018-06-07,5656
2018-06-08,5505
2018-06-09,5444
2018-06-10,5380
2018-06-11,5147
2018-06-12,5147
2018-06-13,5067
2018-06-14,5199
2018-06-15,5347
2018-06-16,5500
2018-06-17,5492
2018-06-18,5573
2018-06-19,5671
2018-06-20,5627
2018-06-21,5727
2018-06-22,5864
2018-06-23,5865
2018-06-24,5806
2018-06-25,5781
2018-06-26,5713
2018-06-27,5724
2018-06-28,5708
2018-06-29,5753
2018-06-30,5913
2018-07-01,6034
2018-07-02,6170
2018-07-03,6225
2018-07-04,6363
2018-07-05,6306
2018-07-06,6448
2018-07-07,6560
2018-07-08,6786
2018-07-09,6901
2018-07-10,7033
2018-07-11,7127
2018-07-12,7398
2018-07-13,7634
2018-07-14,7477
2018-07-15,7352
2018-07-16,7345
2018-07-17,7307
2018-07-18,7204
2018-07-19,7209
2018-07-20,6971
2018-07-21,6961
2018-07-22,7041
2018-07-23,7133
2018-07-24,7280
2018-07-25,7422
2018-07-26,7526
2018-07-27,7533
2018-07-28,7490
2018-07-29,7459
2018-07-30,7423
2018-07-31,7414
2018-08-01,7501
2018-08-02,7495
2018-08-03,7272
2018-08-04,7075
2018-08-05,6777
2018-08-06,6609
2018-08-07,6522
2018-08-08,6589
2018-08-09,6854
2018-08-10,7069
2018-08-11,7042
2018-08-12,7128
2018-08-14,6977
2018-08-16,7181
2018-08-17,7260
2018-08-18,7244
2018-08-19,7360
2018-08-20,7471
2018-08-21,7596
2018-08-22,7664
2018-08-23,7584
2018-08-24,7619
2018-08-25,7655
2018-08-26,7456
2018-08-27,7202
2018-08-28,7155
2018-08-29,7078
2018-08-30,7126
2018-08-31,7378
2018-09-01,7619
2018-09-02,7941
2018-09-03,8109
2018-09-04,8408
2018-09-05,8193
2018-09-06,7872
2018-09-07,7757
2018-09-08,7903
2018-09-09,7943
2018-09-10,7980
2018-09-11,7970
2018-09-12,7735
2018-09-13,7397
2018-09-14,7204
2018-09-15,6936
2018-09-16,6602
2018-09-17,6283
2018-09-18,6217
2018-09-19,6268
2018-09-20,6346
2018-09-21,6423
2018-09-22,6446
2018-09-23,6368
2018-09-24,6294
2018-09-25,6319
2018-09-26,6458
2018-09-27,6601
2018-09-28,6647
2018-09-29,6671
2018-09-30,6772
2018-10-02,6872
2018-10-03,6914
2018-10-04,7016
2018-10-05,6984
2018-10-06,6973
2018-10-07,7284
2018-10-08,7649
2018-10-09,8003
2018-10-10,8306
2018-10-11,8714
2018-10-12,9127
2018-10-13,9474
2018-10-14,9576
2018-10-15,9551
2018-10-16,9422
2018-10-17,9222
2018-10-18,8990
2018-10-19,8707
2018-10-20,8430
2018-10-21,8050
2018-10-22,7779
2018-10-23,7536
2018-10-24,7385
2018-10-25,7165
2018-10-26,7009
2018-10-27,6888
2018-10-28,6728
2018-10-29,6608
2018-10-30,6514
2018-10-31,6437
2018-11-01,6240
2018-11-03,6175
2018-11-04,6378
2018-11-05,6526
2018-11-06,6775
2018-11-07,6918
2018-11-08,7101
2018-11-09,7427
2018-11-10,7647
2018-11-11,7794
2018-11-12,7958
2018-11-13,7944
2018-11-14,7865
2018-11-15,7867
2018-11-16,7789
2018-11-17,7561
2018-11-18,7362
2018-11-19,7269
2018-11-20,7316
2018-11-21,7379
2018-11-22,7311
2018-11-23,7182
2018-11-24,6917
2018-11-25,6809
2018-11-26,6748
2018-11-27,6492
2018-11-28,6408
2018-11-29,6397
2018-12-01,6404
2018-12-02,6361
2018-12-03,6359
2018-12-04,6326
2018-12-05,6306
2018-12-09,6916
2018-12-10,6930
2018-12-11,7210
2018-12-12,7546
2018-12-13,7804
2018-12-14,7826
2018-12-15,7855
2018-12-16,7633
2018-12-17,7533
2018-12-18,7220
2018-12-19,6937
2018-12-20,6792
2018-12-21,6657
2018-12-22,6525
2018-12-23,6360
2018-12-24,6213
2018-12-25,6264
2018-12-26,6210
2018-12-27,6271
2018-12-28,6304
2018-12-29,6406
2018-12-30,6436
2018-12-31,6532
2019-01-01,6659
2019-01-02,6557
2019-01-03,6625
2019-01-04,6645
2019-01-05,6900
2019-01-06,6675
2019-01-08,6795
2019-01-10,6511
2019-01-11,6244
2019-01-12,5977
2019-01-13,5687
2019-01-14,5402
2019-01-15,5166
2019-01-16,5053
2019-01-17,4918
2019-01-18,4752
2019-01-19,4678
2019-01-20,4534
2019-01-21,4320
2019-01-22,4379
2019-01-23,4488
2019-01-24,4553
2019-01-25,4410
2019-01-26,4348
2019-01-27,4373
2019-01-28,4391
2019-01-29,4493
2019-01-30,4542
2019-01-31,4536
2019-02-01,4725
2019-02-02,4957
2019-02-03,4950
2019-02-04,4783
2019-02-05,4692
2019-02-06,4719
2019-02-07,4706
2019-02-08,4850
2019-02-09,5034
2019-02-10,5165
2019-02-11,5239
2019-02-12,5279
2019-02-13,5183
2019-02-14,5066
2019-02-15,4959
2019-02-16,4966
2019-02-17,5136
2019-02-18,5268
2019-02-19,5119
2019-02-20,4893
2019-02-21,4808
2019-02-22,4702
2019-02-23,4580
2019-02-24,4504
2019-02-25,4346
2019-02-26,4426
2019-02-27,4643
2019-02-28,4874
2019-03-01,5045
2019-03-02,5239
2019-03-03,5179
2019-03-04,5124
2019-03-05,4974
2019-03-06,4932
2019-03-07,4861
2019-03-08,4826
2019-03-09,4819
2019-03-10,4861
2019-03-11,4889
2019-03-12,4865
2019-03-13,4810
2019-03-14,4796
2019-03-15,4908
2019-03-16,4773
2019-03-17,4726
2019-03-18,4761
2019-03-19,4758
2019-03-20,4685
2019-03-21,4675
2019-03-22,4730
2019-03-23,4833
2019-03-24,4900
2019-03-25,4976
2019-03-26,4962
2019-03-27,4838
2019-03-28,4742
2019-03-29,4737
2019-03-30,4882
2019-03-31,4932
2019-04-01,4987
2019-04-02,5059
2019-04-03,5110
2019-04-04,5139
2019-04-05,5255
2019-04-06,5287
2019-04-07,5214
2019-04-08,5075
2019-04-09,5130
2019-04-10,5079
2019-04-11,5229
2019-04-12,5175
2019-04-13,5191
2019-04-14,5360
2019-04-15,5584
2019-04-16,5831
2019-04-17,6036
2019-04-18,6285
2019-04-19,6310
2019-04-20,6454
2019-04-21,6714
2019-04-22,6916
2019-04-23,6993
2019-04-24,7045
2019-04-25,7049
2019-04-26,6995
2019-04-27,6761
2019-04-28,6539
2019-04-29,6502
2019-04-30,6550
2019-05-01,6571
2019-05-02,6485
2019-05-03,6382
2019-05-04,6352
2019-05-05,6242
2019-05-06,6217
2019-05-07,6223
2019-05-08,6259
2019-05-09,6317
2019-05-10,6205
2019-05-11,6234
2019-05-12,6201
2019-05-13,6348
2019-05-14,6581
2019-05-15,6635
2019-05-16,6599
2019-05-17,6533
2019-05-18,6504
2019-05-19,6649
2019-05-20,6669
2019-05-21,6702
2019-05-22,6620
2019-05-23,6767
2019-05-24,6854
2019-05-25,6811
2019-05-26,6802
2019-05-27,6627
2019-05-28,6471
2019-05-29,6336
2019-05-30,6228
2019-05-31,6212
2019-06-01,6252
2019-06-02,6188
2019-06-03,6316
2019-06-04,6292
2019-06-05,6342
2019-06-06,6435
2019-06-07,6387
2019-06-08,6355
2019-06-09,6263
2019-06-10,6143
2019-06-11,6148
2019-06-12,6193
2019-06-13,6259
2019-06-14,6331
2019-06-15,6188
2019-06-16,6114
2019-06-17,6058
2019-06-18,6071
2019-06-19,6017
2019-06-20,5924
2019-06-21,6120
2019-06-22,6134
2019-06-23,6098
2019-06-24,5845
2019-06-25,5589
2019-06-26,5459
2019-06-27,5368
2019-06-28,5413
2019-06-29,5447
2019-06-30,5701
2019-07-01,5982
2019-07-02,6094
2019-07-03,6293
2019-07-04,6555
2019-07-05,6478
2019-07-06,6693
2019-07-07,6675
2019-07-08,6610
2019-07-09,6578
2019-07-10,6550
2019-07-11,6402
2019-07-12,6437
2019-07-13,6380
2019-07-14,6560
2019-07-15,6564
2019-07-16,6641
2019-07-17,6561
2019-07-18,6591
2019-07-19,6638
2019-07-20,6837
2019-07-21,6796
2019-07-22,7004
2019-07-23,7128
2019-07-24,7050
2019-07-25,6758
2019-07-26,6431
2019-07-27,6134
2019-07-28,5827
2019-07-29,5544
2019-07-30,5266
2019-07-31,5033
2019-08-01,4789
2019-08-02,4668
2019-08-03,4623
2019-08-04,4638
2019-08-05,4654
2019-08-06,4661
2019-08-07,4643
2019-08-08,4629
2019-08-09,4719
2019-08-10,4702
2019-08-11,4687
2019-08-12,4690
2019-08-13,4549
2019-08-14,4398
2019-08-15,4271
2019-08-16,4156
2019-08-17,4171
2019-08-18,4158
2019-08-19,4185
2019-08-20,4218
2019-08-21,4229
2019-08-22,4218
2019-08-23,4287
2019-08-24,4289
2019-08-24,4289
2019-08-25,4285
2019-08-25,4285
2019-08-26,4288
2019-08-26,4288
2019-08-27,4343
2019-08-27,4343
2019-08-28,4352
2019-08-29,4389
2019-08-30,4437
2019-08-31,4471
2019-09-01,4581
2019-09-02,4666
2019-09-03,4790
2019-09-04,4920
2019-09-05,5152
2019-09-06,5280
2019-09-07,5297
2019-09-08,5403
2019-09-09,5358
2019-09-10,5385
2019-09-11,5511
2019-09-12,5741
2019-09-13,5881
2019-09-14,5989
2019-09-15,5943
2019-09-16,5946
2019-09-17,5824
2019-09-18,5869
2019-09-19,5824
2019-09-20,5853
2019-09-21,5931
2019-09-22,5901
2019-09-23,5974
2019-09-24,6032
2019-09-25,6143
2019-09-26,6079
2019-09-27,6181
2019-09-28,6032
2019-09-29,5818
2019-09-30,5788
2019-10-01,5842
2019-10-02,5735
2019-10-03,5872
2019-10-04,5993
2019-10-05,5975
2019-10-06,5903
2019-10-07,5823
2019-10-08,5810
2019-10-09,5804
2019-10-10,5826
2019-10-11,5679
2019-10-12,5499
2019-10-13,5413
2019-10-14,5345
2019-10-15,5283
2019-10-16,5220
2019-10-17,5257
2019-10-18,5239
2019-10-19,5238
2019-10-20,5283
2019-10-21,5201
2019-10-22,5283
2019-10-23,5343
2019-10-24,5395
2019-10-25,5411
2019-10-26,5577
2019-10-27,5651
2019-10-28,5748
2019-10-29,5657
2019-10-30,5791
2019-10-31,5923
2019-11-01,6010
2019-11-02,5899
2019-11-03,5756
2019-11-04,5675
2019-11-05,5519
2019-11-06,5314
2019-11-07,5242
2019-11-08,5038
2019-11-09,4828
2019-11-10,4658
2019-11-11,4530
2019-11-12,4524
2019-11-13,4503
2019-11-14,4414
2019-11-15,4338
2019-11-16,4224
2019-11-17,4192
2019-11-18,4165
2019-11-19,4062
2019-11-20,3992
2019-11-21,3910
2019-11-22,3980
2019-11-23,4034
2019-11-24,4110
2019-11-25,4109
2019-11-26,4183
2019-11-27,4311
2019-11-28,4384
2019-11-29,4469
2019-11-30,4532
2019-12-01,4652
2019-12-02,4745
2019-12-03,4681
2019-12-04,4691
2019-12-05,4846
2019-12-06,5019
2019-12-07,5124
2019-12-08,5169
2019-12-09,5264
2019-12-10,5384
2019-12-11,5467
2019-12-12,5371
2019-12-13,5275
2019-12-14,5283
2019-12-15,5267
2019-12-16,5437
2019-12-17,5394
2019-12-18,5390
2019-12-19,5277
2019-12-20,5320
2019-12-21,5302
2019-12-22,5289
2019-12-23,5282
2019-12-24,5325
2019-12-25,5471
2019-12-26,5568
2019-12-27,5675
2019-12-28,5936
2019-12-29,5983
2019-12-30,5756
2019-12-31,5597
2020-01-01,5439
2020-01-02,5409
2020-01-03,5474
2020-01-04,5393
2020-01-05,5385
2020-01-06,5299
2020-01-07,5345
2020-01-08,5412
2020-01-09,5336
