date_obj,Royal%20gown%20top price
2015-03-26,181191
2015-03-27,181191
2015-03-28,173710
2015-03-29,173710
2015-03-30,165193
2015-03-31,165193
2015-04-01,158118
2015-04-02,158118
2015-04-03,153487
2015-04-04,150558
2015-04-05,150558
2015-04-06,146332
2015-04-07,146332
2015-04-08,143701
2015-04-09,143701
2015-04-10,142214
2015-04-11,142214
2015-04-12,140029
2015-04-13,140029
2015-04-14,139069
2015-04-15,143315
2015-04-16,143315
2015-04-17,147438
2015-04-18,147438
2015-04-19,153162
2015-04-20,153162
2015-04-21,155737
2015-04-22,155737
2015-04-23,159101
2015-04-24,159101
2015-04-25,163723
2015-04-26,163723
2015-04-27,171045
2015-04-28,178197
2015-04-29,178197
2015-04-30,181448
2015-05-01,181448
2015-05-02,181609
2015-05-03,181609
2015-05-04,175356
2015-05-05,175356
2015-05-06,167685
2015-05-07,159817
2015-05-08,152684
2015-05-09,145049
2015-05-10,137796
2015-05-11,137796
2015-05-12,130906
2015-05-13,125264
2015-05-14,119000
2015-05-15,119000
2015-05-16,113241
2015-05-17,109241
2015-05-18,104795
2015-05-19,99768
2015-05-20,99768
2015-05-21,94834
2015-05-22,90157
2015-05-23,87344
2015-05-24,84875
2015-05-25,83079
2015-05-26,83079
2015-05-27,80396
2015-05-28,80396
2015-05-29,79959
2015-05-30,79003
2015-05-31,79003
2015-06-01,78226
2015-06-02,78226
2015-06-03,77655
2015-06-04,77655
2015-06-05,77231
2015-06-06,77076
2015-06-07,77076
2015-06-08,76829
2015-06-09,76781
2015-06-10,77355
2015-06-11,77355
2015-06-12,79764
2015-06-13,83215
2015-06-14,83215
2015-06-15,86437
2015-06-16,86437
2015-06-17,88704
2015-06-18,91150
2015-06-19,91150
2015-06-20,91744
2015-06-21,91744
2015-06-22,91505
2015-06-23,91505
2015-06-24,92809
2015-06-25,92809
2015-06-26,93594
2015-06-27,93594
2015-06-28,98014
2015-06-29,98014
2015-06-30,100988
2015-07-01,100988
2015-07-02,103395
2015-07-03,106195
2015-07-04,106195
2015-07-05,108238
2015-07-06,108238
2015-07-07,109716
2015-07-08,109716
2015-07-09,110235
2015-07-10,110203
2015-07-11,110203
2015-07-12,110076
2015-07-13,110076
2015-07-14,107317
2015-07-15,105760
2015-07-16,105760
2015-07-17,105859
2015-07-18,105859
2015-07-19,106872
2015-07-20,106872
2015-07-21,109758
2015-07-22,112369
2015-07-23,112369
2015-07-24,114566
2015-07-25,114566
2015-07-26,115639
2015-07-27,115639
2015-07-28,114111
2015-07-29,114706
2015-07-30,114706
2015-07-31,117904
2015-08-01,117904
2015-08-02,118925
2015-08-03,118925
2015-08-04,120176
2015-08-05,120345
2015-08-06,120345
2015-08-07,120749
2015-08-08,120749
2015-08-09,120869
2015-08-10,120869
2015-08-11,117943
2015-08-12,117943
2015-08-13,113057
2015-08-14,108173
2015-08-15,108173
2015-08-16,105260
2015-08-17,106709
2015-08-18,106709
2015-08-19,106055
2015-08-20,106055
2015-08-21,106058
2015-08-22,106058
2015-08-23,106776
2015-08-24,108139
2015-08-25,108139
2015-08-26,108191
2015-08-27,110339
2015-08-28,115503
2015-08-29,118980
2015-08-30,118980
2015-08-31,122510
2015-09-01,127718
2015-09-02,127718
2015-09-03,132373
2015-09-04,136806
2015-09-05,136806
2015-09-06,140910
2015-09-07,140910
2015-09-08,144498
2015-09-09,144498
2015-09-10,146822
2015-09-11,146822
2015-09-12,147142
2015-09-13,148643
2015-09-14,148643
2015-09-15,144376
2015-09-16,144376
2015-09-17,140781
2015-09-18,140781
2015-09-19,136210
2015-09-20,136210
2015-09-21,132814
2015-09-22,132814
2015-09-23,130896
2015-09-24,130896
2015-09-25,127079
2015-09-27,122951
2015-09-28,122951
2015-09-29,118654
2015-09-30,113559
2015-10-05,109933
2015-10-06,112393
2015-10-07,112393
2015-10-08,111476
2015-10-09,111581
2015-10-10,111581
2015-10-11,111194
2015-10-12,111194
2015-10-13,112081
2015-10-14,112081
2015-10-15,113172
2015-10-16,113172
2015-10-17,112392
2015-10-18,112392
2015-10-19,111589
2015-10-20,111589
2015-10-22,109241
2015-10-23,106946
2015-10-24,106946
2015-10-25,105866
2015-10-26,105866
2015-10-27,104130
2015-10-29,101553
2015-10-30,101553
2015-10-31,99535
2015-11-01,99535
2015-11-02,96616
2015-11-03,96616
2015-11-04,93541
2015-11-05,93541
2015-11-06,92336
2015-11-07,91411
2015-11-08,91411
2015-11-09,91150
2015-11-10,91150
2015-11-11,91924
2015-11-12,91924
2015-11-13,90745
2015-11-14,90745
2015-11-15,90638
2015-11-16,90638
2015-11-17,91074
2015-11-18,91074
2015-11-19,90955
2015-11-20,90955
2015-11-21,91456
2015-11-22,92230
2015-11-23,92230
2015-11-24,91925
2015-11-25,93756
2015-11-26,93756
2015-11-27,95450
2015-11-28,95450
2015-11-29,95767
2015-11-30,95767
2015-12-01,95548
2015-12-02,95548
2015-12-03,99431
2015-12-04,99431
2015-12-05,104078
2015-12-06,104078
2015-12-07,109257
2015-12-08,109257
2015-12-09,112824
2015-12-10,112824
2015-12-11,113898
2015-12-12,113898
2015-12-13,113323
2015-12-14,113323
2015-12-15,113245
2015-12-16,113245
2015-12-17,112631
2015-12-18,112631
2015-12-19,111565
2015-12-20,111565
2015-12-21,113496
2015-12-22,113496
2015-12-23,114746
2015-12-24,114746
2015-12-25,114577
2015-12-26,114577
2015-12-27,113150
2015-12-28,113150
2015-12-29,113346
2015-12-30,113346
2015-12-31,111155
2016-01-01,111155
2016-01-02,110599
2016-01-03,109101
2016-01-04,109101
2016-01-05,106292
2016-01-06,106292
2016-01-07,103228
2016-01-08,103228
2016-01-09,101268
2016-01-10,101268
2016-01-11,100887
2016-01-12,100887
2016-01-13,99581
2016-01-14,99581
2016-01-15,98893
2016-01-16,98893
2016-01-17,97627
2016-01-18,97627
2016-01-19,95106
2016-01-20,95106
2016-01-21,92029
2016-01-22,90168
2016-01-23,90168
2016-01-24,87905
2016-01-25,87905
2016-01-26,83819
2016-01-27,81753
2016-01-28,81753
2016-01-29,80923
2016-01-30,80923
2016-01-31,78817
2016-02-01,77245
2016-02-02,77245
2016-02-03,75632
2016-02-04,75632
2016-02-05,76259
2016-02-06,77036
2016-02-07,77036
2016-02-08,77499
2016-02-09,77499
2016-02-10,77674
2016-02-11,77674
2016-02-12,77200
2016-02-13,76687
2016-02-14,76687
2016-02-15,77326
2016-02-16,77326
2016-02-17,77498
2016-02-18,77498
2016-02-19,76553
2016-02-20,76553
2016-02-21,77216
2016-02-22,77216
2016-02-23,77536
2016-02-24,77536
2016-02-25,77633
2016-02-26,77633
2016-02-27,77293
2016-02-28,77293
2016-02-29,77655
2016-03-01,78663
2016-03-02,78663
2016-03-03,79165
2016-03-04,79165
2016-03-05,81742
2016-03-06,83299
2016-03-07,83299
2016-03-08,84431
2016-03-09,84431
2016-03-10,84347
2016-03-11,84347
2016-03-12,86524
2016-03-13,86524
2016-03-14,86123
2016-03-15,86123
2016-03-16,86470
2016-03-17,86470
2016-03-18,87611
2016-03-19,87611
2016-03-20,87064
2016-03-21,87064
2016-03-22,87492
2016-03-23,87492
2016-03-24,87546
2016-03-25,87546
2016-03-26,86789
2016-03-27,86789
2016-03-28,86197
2016-03-29,86197
2016-03-30,85232
2016-03-31,85232
2016-04-01,84272
2016-04-02,84272
2016-04-03,82099
2016-04-04,81627
2016-04-05,81627
2016-04-06,79247
2016-04-07,79247
2016-04-08,76497
2016-04-09,76497
2016-04-10,74839
2016-04-11,74839
2016-04-12,72976
2016-04-13,72976
2016-04-14,71917
2016-04-15,71917
2016-04-16,72025
2016-04-17,72025
2016-04-18,74971
2016-04-19,74971
2016-04-20,78720
2016-04-21,78720
2016-04-22,78720
2016-04-23,81007
2016-04-24,81007
2016-04-25,81501
2016-04-26,81501
2016-04-27,81509
2016-04-28,81509
2016-04-29,81003
2016-04-30,81003
2016-05-01,81605
2016-05-02,81605
2016-05-03,80478
2016-05-04,80478
2016-05-05,80059
2016-05-06,80059
2016-05-07,76138
2016-05-08,76138
2016-05-09,73249
2016-05-10,75602
2016-05-11,75602
2016-05-12,78588
2016-05-13,82133
2016-05-14,82133
2016-05-15,85990
2016-05-16,85990
2016-05-17,90151
2016-05-18,94148
2016-05-19,94148
2016-05-22,103090
2016-05-23,108199
2016-05-24,108199
2016-05-25,111607
2016-05-26,111607
2016-05-27,113315
2016-05-28,113315
2016-05-29,112209
2016-05-30,112209
2016-05-31,108646
2016-06-01,103213
2016-06-02,103213
2016-06-03,101789
2016-06-04,101432
2016-06-05,101432
2016-06-06,99798
2016-06-07,99798
2016-06-08,98432
2016-06-09,98432
2016-06-10,96245
2016-06-11,96245
2016-06-12,95453
2016-06-13,95453
2016-06-14,97552
2016-06-15,97552
2016-06-16,102184
2016-06-17,107294
2016-06-18,107294
2016-06-19,110431
2016-06-20,110431
2016-06-21,110995
2016-06-22,110995
2016-06-23,107231
2016-06-24,107231
2016-06-25,104063
2016-06-26,104063
2016-06-27,100458
2016-06-28,100458
2016-06-29,96987
2016-06-30,96987
2016-07-01,94331
2016-07-02,94331
2016-07-03,92390
2016-07-04,92244
2016-07-05,92244
2016-07-06,91763
2016-07-07,91763
2016-07-08,89849
2016-07-09,89849
2016-07-10,86244
2016-07-11,83067
2016-07-12,83067
2016-07-13,81841
2016-07-14,81841
2016-07-15,81536
2016-07-16,81536
2016-07-17,80227
2016-07-18,78598
2016-07-23,78207
2016-07-24,76782
2016-07-25,76782
2016-07-26,77471
2016-07-27,77471
2016-07-28,77577
2016-07-29,77171
2016-07-30,77171
2016-07-31,75805
2016-08-01,75805
2016-08-02,75900
2016-08-03,75900
2016-08-04,76240
2016-08-05,76240
2016-08-06,75775
2016-08-07,75775
2016-08-08,75959
2016-08-09,75959
2016-08-10,76183
2016-08-11,76183
2016-08-12,76183
2016-08-13,76161
2016-08-14,76161
2016-08-15,75685
2016-08-16,75685
2016-08-17,75693
2016-08-18,75693
2016-08-19,75693
2016-08-20,75004
2016-08-21,75004
2016-08-22,74884
2016-08-23,74884
2016-08-24,74999
2016-08-25,74999
2016-08-26,74999
2016-08-28,73483
2016-08-31,72835
2016-09-01,71123
2016-09-02,71123
2016-09-03,71172
2016-09-04,71172
2016-09-05,68733
2016-09-06,68733
2016-09-07,68601
2016-09-08,68601
2016-09-09,68601
2016-09-10,67106
2016-09-11,67106
2016-09-12,67106
2016-09-13,65589
2016-09-14,65589
2016-09-15,65691
2016-09-16,65691
2016-09-17,64242
2016-09-18,64242
2016-09-19,64484
2016-09-20,64484
2016-09-21,64484
2016-09-22,62250
2016-09-23,62250
2016-09-24,62250
2016-09-25,59161
2016-09-26,59161
2016-09-27,57250
2016-09-28,57250
2016-09-29,57250
2016-09-30,55414
2016-10-01,55414
2016-10-02,55414
2016-10-03,53592
2016-10-04,53592
2016-10-05,52118
2016-10-06,52118
2016-10-07,51596
2016-10-08,51596
2016-10-09,50972
2016-10-10,50972
2016-10-11,51016
2016-10-12,51016
2016-10-13,51016
2016-10-14,50700
2016-10-15,50700
2016-10-16,50444
2016-10-17,50444
2016-10-18,49767
2016-10-19,49767
2016-10-20,49767
2016-10-21,50715
2016-10-22,50715
2016-10-23,50715
2016-10-24,51005
2016-10-25,51005
2016-10-26,51534
2016-10-27,51534
2016-10-28,51534
2016-10-29,51366
2016-10-30,51366
2016-10-31,50937
2016-11-01,50937
2016-11-02,50937
2016-11-03,51059
2016-11-04,51059
2016-11-05,49072
2016-11-06,49072
2016-11-07,48075
2016-11-08,48075
2016-11-09,46841
2016-11-10,46841
2016-11-11,46841
2016-11-12,47208
2016-11-13,47208
2016-11-14,47208
2016-12-08,44624
2016-12-09,44589
2016-12-10,44589
2016-12-11,44422
2016-12-12,44422
2016-12-13,44597
2016-12-14,44597
2016-12-15,44106
2016-12-16,44106
2016-12-17,43772
2016-12-18,43772
2016-12-19,43772
2016-12-20,43633
2016-12-21,43633
2016-12-22,43633
2016-12-23,43633
2016-12-24,43633
2016-12-25,43633
2016-12-26,44076
2016-12-27,44076
2016-12-28,44462
2016-12-29,44462
2016-12-30,43947
2016-12-31,43947
2017-01-01,43436
2017-01-02,43436
2017-01-03,42567
2017-01-04,42567
2017-01-05,41369
2017-01-06,41369
2017-01-07,40742
2017-01-08,40742
2017-01-09,40176
2017-01-10,40176
2017-01-11,40081
2017-01-12,40081
2017-01-13,39555
2017-01-14,39555
2017-01-15,39251
2017-01-16,39251
2017-01-17,38830
2017-01-18,38830
2017-01-19,38986
2017-01-20,38986
2017-01-21,39106
2017-01-22,39106
2017-01-27,39556
2017-01-28,40402
2017-01-29,40402
2017-01-30,40874
2017-01-31,40874
2017-02-01,41413
2017-02-02,41413
2017-02-03,42488
2017-02-04,42488
2017-02-05,43182
2017-02-06,43182
2017-02-07,43972
2017-02-08,45229
2017-02-09,45229
2017-02-10,45080
2017-02-11,45080
2017-02-12,44505
2017-02-13,44505
2017-02-14,44427
2017-02-15,44427
2017-02-16,43547
2017-02-18,41669
2017-02-19,41669
2017-02-20,41101
2017-02-21,41101
2017-02-22,40628
2017-02-23,40628
2017-02-24,41131
2017-02-25,41131
2017-02-26,40477
2017-02-27,40477
2017-02-28,39371
2017-03-01,39371
2017-03-02,38356
2017-03-03,38356
2017-03-04,38636
2017-03-05,38636
2017-03-06,38596
2017-03-07,38596
2017-03-08,38278
2017-03-09,38278
2017-03-10,38388
2017-03-11,38884
2017-03-12,38884
2017-03-13,39079
2017-03-14,39552
2017-03-15,39552
2017-03-16,39181
2017-03-17,39181
2017-03-18,38542
2017-03-19,39247
2017-03-20,39247
2017-03-21,39349
2017-03-22,39349
2017-03-23,39900
2017-03-24,39900
2017-03-25,40199
2017-03-26,40199
2017-03-27,39901
2017-03-28,39901
2017-03-29,39833
2017-03-30,39833
2017-03-31,39422
2017-04-01,39422
2017-04-02,40032
2017-04-03,40526
2017-04-04,40526
2017-04-12,43470
2017-04-13,43470
2017-04-14,43526
2017-04-15,43526
2017-04-16,44207
2017-04-17,44207
2017-04-18,45256
2017-04-19,45256
2017-04-20,46689
2017-04-21,46689
2017-04-22,48804
2017-04-23,48804
2017-04-24,50989
2017-04-25,50989
2017-04-26,51628
2017-04-27,51628
2017-04-28,50088
2017-04-29,50088
2017-04-30,50259
2017-05-01,50259
2017-05-02,52105
2017-05-03,52105
2017-05-04,54171
2017-05-05,54171
2017-05-06,53765
2017-05-07,53765
2017-05-08,55412
2017-05-09,57984
2017-05-10,57984
2017-05-11,60727
2017-05-12,60727
2017-05-13,62959
2017-05-14,62959
2017-05-15,62959
2017-05-16,64154
2017-05-17,64154
2017-05-18,66401
2017-05-19,66401
2017-05-20,68454
2017-05-21,68454
2017-05-22,69864
2017-05-23,69864
2017-05-24,71784
2017-05-25,71784
2017-05-26,73124
2017-05-27,73124
2017-05-28,72715
2017-05-29,72715
2017-05-30,73298
2017-05-31,73298
2017-06-01,72032
2017-06-02,72032
2017-06-03,72032
2017-06-06,69977
2017-06-07,68342
2017-06-08,68342
2017-06-09,66403
2017-06-10,64847
2017-06-11,64847
2017-06-12,62537
2017-06-13,62537
2017-06-14,61177
2017-06-15,61177
2017-06-16,61094
2017-06-17,61094
2017-06-18,60918
2017-06-19,60918
2017-06-20,60770
2017-06-21,60770
2017-06-22,61560
2017-06-23,61560
2017-06-24,61344
2017-06-25,61344
2017-06-26,62580
2017-06-27,62580
2017-06-28,61519
2017-06-29,61519
2017-06-30,59446
2017-07-01,59446
2017-07-02,59446
2017-07-03,58965
2017-07-04,58965
2017-07-05,58566
2017-07-06,58566
2017-07-07,57821
2017-07-08,57821
2017-07-13,58714
2017-07-14,59638
2017-07-15,59638
2017-07-16,59638
2017-07-17,61610
2017-07-18,61610
2017-07-19,61575
2017-07-20,61575
2017-07-21,61496
2017-07-22,61496
2017-07-23,60850
2017-07-24,60850
2017-07-25,59314
2017-07-26,59314
2017-07-27,57921
2017-07-28,57921
2017-07-29,58764
2017-07-30,57546
2017-07-31,57546
2017-08-01,57546
2017-08-02,56051
2017-08-03,56051
2017-08-04,56051
2017-08-05,55013
2017-08-06,55013
2017-08-09,59713
2017-08-10,59713
2017-08-11,59406
2017-08-12,59406
2017-08-13,59896
2017-08-14,59896
2017-08-15,61212
2017-08-17,63828
2017-08-18,63828
2017-08-19,66863
2017-08-20,68884
2017-08-21,68884
2017-08-22,67676
2017-08-23,67676
2017-08-24,67676
2017-08-25,65338
2017-08-26,65338
2017-08-27,62200
2017-08-28,62200
2017-08-29,62200
2017-08-30,60637
2017-08-31,60637
2017-09-01,60637
2017-09-02,59501
2017-09-03,59501
2017-09-04,58244
2017-09-05,58244
2017-09-06,59169
2017-09-07,59169
2017-09-08,60708
2017-09-09,60708
2017-09-10,61885
2017-09-11,61885
2017-09-12,61885
2017-09-13,60741
2017-09-14,60741
2017-09-15,60741
2017-09-16,57996
2017-09-17,56317
2017-09-19,56290
2017-09-20,56290
2017-09-21,56290
2017-09-22,56290
2017-09-23,56870
2017-09-24,56870
2017-09-25,58126
2017-09-26,58126
2017-09-27,58693
2017-09-28,58693
2017-09-29,59653
2017-09-30,59653
2017-10-01,60714
2017-10-02,60714
2017-10-03,62213
2017-10-04,62213
2017-10-05,62322
2017-10-06,62322
2017-10-07,61289
2017-10-08,61289
2017-10-09,59182
2017-10-10,59182
2017-10-11,58174
2017-10-12,58174
2017-10-13,57514
2017-10-14,57514
2017-10-15,56807
2017-10-16,56807
2017-10-17,56347
2017-10-18,56347
2017-10-19,54593
2017-10-20,54593
2017-10-21,53875
2017-10-22,53875
2017-10-23,53636
2017-10-24,53636
2017-10-25,53217
2017-10-26,53217
2017-10-27,51632
2017-10-28,51632
2017-10-29,51520
2017-10-30,51520
2017-10-31,51470
2017-11-01,51470
2017-11-02,51470
2017-11-03,51717
2017-11-04,51717
2017-11-05,51075
2017-11-06,51075
2017-11-07,51565
2017-11-08,51565
2017-11-09,52640
2017-11-10,52640
2017-11-11,53686
2017-11-12,53686
2017-11-13,54008
2017-11-14,54008
2017-11-15,54008
2017-11-16,53543
2017-11-17,53543
2017-11-18,53226
2017-11-19,53226
2017-11-20,52593
2017-11-21,52593
2017-11-22,51701
2017-11-23,51701
2017-11-24,51701
2017-11-25,50391
2017-11-26,50391
2017-11-27,50391
2017-11-28,49173
2017-11-29,49173
2017-11-30,48280
2017-12-01,48280
2017-12-02,48141
2017-12-03,48141
2017-12-04,48227
2017-12-05,48227
2017-12-06,47744
2017-12-07,47744
2017-12-08,48300
2017-12-09,48300
2017-12-10,50445
2017-12-11,50445
2017-12-12,52221
2017-12-14,54308
2017-12-15,54308
2017-12-16,56569
2017-12-17,56569
2017-12-18,59102
2017-12-19,59102
2017-12-20,59102
2017-12-21,61281
2017-12-22,61281
2017-12-23,61457
2017-12-24,61457
2017-12-25,61457
2017-12-26,62005
2017-12-27,62005
2017-12-28,60578
2017-12-29,60578
2017-12-30,59549
2017-12-31,59549
2018-01-01,58174
2018-01-02,58174
2018-01-03,59522
