date_obj,Fire%20battlestaff price
2017-03-18,9114
2017-03-19,9197
2017-03-20,9183
2017-03-21,9143
2017-03-22,9161
2017-03-23,9160
2017-03-24,9144
2017-03-25,9125
2017-03-26,9155
2017-03-27,9164
2017-03-28,9171
2017-03-29,9163
2017-03-30,9138
2017-03-31,9130
2017-04-01,9139
2017-04-02,9143
2017-04-03,9134
2017-04-04,9194
2017-04-12,9277
2017-04-13,9344
2017-04-14,9304
2017-04-15,9237
2017-04-16,9222
2017-04-17,9221
2017-04-18,9169
2017-04-19,9122
2017-04-20,9093
2017-04-21,9083
2017-04-22,9068
2017-04-23,8991
2017-04-24,9083
2017-04-25,9090
2017-04-26,9091
2017-04-27,9125
2017-04-28,9133
2017-04-29,9114
2017-04-30,9115
2017-05-01,9126
2017-05-02,9146
2017-05-03,9110
2017-05-04,9130
2017-05-05,9127
2017-05-06,9107
2017-05-07,9109
2017-05-08,9103
2017-05-09,9116
2017-05-10,9168
2017-05-11,9093
2017-05-12,9088
2017-05-13,9106
2017-05-14,9120
2017-05-15,9100
2017-05-16,9088
2017-05-17,9100
2017-05-18,9098
2017-05-19,9105
2017-05-20,9109
2017-05-21,9100
2017-05-22,9152
2017-05-23,9138
2017-05-24,9122
2017-05-25,9032
2017-05-26,9070
2017-05-27,9059
2017-05-28,9066
2017-05-29,9083
2017-05-30,9103
2017-05-31,9101
2017-06-01,9098
2017-06-02,9082
2017-06-03,9090
2017-06-04,9086
2017-06-05,9123
2017-06-06,9100
2017-06-07,9100
2017-06-08,9089
2017-06-09,9096
2017-06-10,9088
2017-06-11,9092
2017-06-12,9078
2017-06-13,9090
2017-06-14,9093
2017-06-15,9088
2017-06-16,9091
2017-06-17,9100
2017-06-18,9103
2017-06-19,9095
2017-06-20,9095
2017-06-21,9102
2017-06-22,9097
2017-06-23,9091
2017-06-24,9098
2017-06-25,9096
2017-06-26,9146
2017-06-27,9087
2017-06-28,9093
2017-06-29,9082
2017-06-30,9074
2017-07-01,9077
2017-07-02,9091
2017-07-03,9083
2017-07-04,9098
2017-07-05,9081
2017-07-06,9092
2017-07-07,9085
2017-07-08,9089
2017-07-13,9106
2017-07-14,9088
2017-07-15,9108
2017-07-16,9114
2017-07-17,9110
2017-07-18,9105
2017-07-19,9102
2017-07-20,9105
2017-07-21,9105
2017-07-22,9106
2017-07-23,9109
2017-07-24,9117
2017-07-25,9103
2017-07-26,9114
2017-07-27,9106
2017-07-28,9110
2017-07-29,9106
2017-07-30,9108
2017-07-31,9098
2017-08-01,9097
2017-08-02,9112
2017-08-03,9110
2017-08-04,9105
2017-08-05,9096
2017-08-06,9094
2017-08-09,9100
2017-08-10,9113
2017-08-11,9099
2017-08-12,9100
2017-08-13,9095
2017-08-14,9095
2017-08-15,9096
2017-08-16,9098
2017-08-17,9100
2017-08-18,9093
2017-08-19,9098
2017-08-20,9092
2017-08-21,9095
2017-08-22,9099
2017-08-23,9094
2017-08-24,9091
2017-08-25,9087
2017-08-26,9088
2017-08-27,9099
2017-08-28,9117
2017-08-29,9166
2017-08-30,9120
2017-08-31,9100
2017-09-01,9094
2017-09-02,9106
2017-09-03,9109
2017-09-04,9094
2017-09-05,9102
2017-09-06,9123
2017-09-07,9108
2017-09-08,9105
2017-09-09,9103
2017-09-10,9084
2017-09-11,9090
2017-09-12,9085
2017-09-13,9084
2017-09-14,9092
2017-09-15,9090
2017-09-16,9092
2017-09-17,9080
2017-09-18,9089
2017-09-19,9093
2017-09-20,9094
2017-09-21,9166
2017-09-22,9075
2017-09-23,9105
2017-09-24,9113
2017-09-25,9094
2017-09-26,9098
2017-09-27,9091
2017-09-28,9091
2017-09-29,9086
2017-09-30,9063
2017-10-01,9096
2017-10-02,9097
2017-10-03,9105
2017-10-04,9101
2017-10-05,9110
2017-10-06,9122
2017-10-07,9121
2017-10-08,9078
2017-10-09,9092
2017-10-10,9114
2017-10-11,9111
2017-10-12,9094
2017-10-13,9080
2017-10-14,9078
2017-10-15,9084
2017-10-16,9079
2017-10-17,9086
2017-10-18,9096
2017-10-19,9093
2017-10-20,9074
2017-10-21,9096
2017-10-22,9083
2017-10-23,9088
2017-10-24,9084
2017-10-25,9079
2017-10-26,9080
2017-10-27,9087
2017-10-28,9080
2017-10-29,9073
2017-10-30,9077
2017-10-31,9084
2017-11-01,9092
2017-11-02,9084
2017-11-03,9104
2017-11-04,9076
2017-11-05,9074
2017-11-06,9090
2017-11-07,9085
2017-11-08,9083
2017-11-09,9094
2017-11-10,9075
2017-11-11,9095
2017-11-12,9105
2017-11-13,9071
2017-11-14,9081
2017-11-15,9089
2017-11-16,9129
2017-11-17,9094
2017-11-18,9065
2017-11-19,9064
2017-11-20,9057
2017-11-21,9070
2017-11-22,9082
2017-11-23,9087
2017-11-24,9098
2017-11-25,9083
2017-11-26,9131
2017-11-27,9062
2017-11-28,9076
2017-11-29,9086
2017-11-30,9077
2017-12-01,9102
2017-12-02,9073
2017-12-03,9100
2017-12-04,9085
2017-12-05,9085
2017-12-06,9079
2017-12-07,9100
2017-12-08,9090
2017-12-09,9081
2017-12-10,9078
2017-12-11,9123
2017-12-12,9088
2017-12-13,9085
2017-12-14,9074
2017-12-15,9073
2017-12-16,9089
2017-12-17,9093
2017-12-18,9096
2017-12-19,9088
2017-12-20,9102
2017-12-21,9099
2017-12-22,9094
2017-12-23,9099
2017-12-24,9099
2017-12-25,9078
2017-12-26,9076
2017-12-27,9081
2017-12-28,9082
2017-12-29,9066
2017-12-30,9079
2017-12-31,9129
2018-01-01,9094
2018-01-02,9089
2018-01-03,9071
2018-01-04,9079
2018-01-05,9076
2018-01-06,9088
2018-01-07,9078
2018-01-08,9073
2018-01-09,9096
2018-01-10,9087
2018-01-11,9078
2018-01-12,9077
2018-01-13,9082
2018-01-14,9080
2018-01-15,9068
2018-01-16,9066
2018-01-17,9085
2018-01-18,9087
2018-01-19,9081
2018-01-20,9036
2018-01-21,9079
2018-01-22,9080
2018-01-23,9078
2018-01-24,9087
2018-01-25,9084
2018-01-26,9098
2018-01-27,9094
2018-01-28,9091
2018-01-29,9104
2018-01-30,9113
2018-01-31,9111
2018-02-01,9110
2018-02-02,9109
2018-02-03,9100
2018-02-04,9089
2018-02-05,9083
2018-02-06,9092
2018-02-07,9095
2018-02-08,9088
2018-02-09,9094
2018-02-10,9115
2018-02-11,9073
2018-02-12,9079
2018-02-13,9082
2018-02-14,9075
2018-02-15,9073
2018-02-16,9066
2018-02-17,9058
2018-02-18,9061
2018-02-19,9051
2018-02-20,9055
2018-02-21,9074
2018-02-22,9096
2018-02-23,9071
2018-02-24,9076
2018-02-25,9099
2018-02-26,9120
2018-02-27,9112
2018-02-28,9090
2018-03-01,9085
2018-03-02,9086
2018-03-03,9071
2018-03-04,9079
2018-03-05,9085
2018-03-06,9080
2018-03-07,9101
2018-03-08,9082
2018-03-09,9078
2018-03-10,9088
2018-03-11,9084
2018-03-12,9089
2018-03-13,9098
2018-03-14,9079
2018-03-15,9080
2018-03-16,9128
2018-03-17,9091
2018-03-18,9084
2018-03-20,9084
2018-03-21,9127
2018-03-23,9106
2018-03-24,9086
2018-03-25,9086
2018-03-26,9090
2018-03-27,9107
2018-03-28,9099
2018-03-29,9082
2018-03-30,9080
2018-03-31,9090
2018-04-01,9085
2018-04-02,9110
2018-04-03,9111
2018-04-04,9128
2018-04-05,9086
2018-04-06,9093
2018-04-07,9082
2018-04-08,9106
2018-04-09,9094
2018-04-10,9091
2018-04-11,9104
2018-04-12,9096
2018-04-13,9073
2018-04-14,9078
2018-04-15,9085
2018-04-16,9089
2018-04-17,9128
2018-04-18,9139
2018-04-19,9092
2018-04-20,9093
2018-04-21,9075
2018-04-22,9065
2018-04-23,9079
2018-04-24,9084
2018-04-25,9082
2018-04-26,9115
2018-04-27,9118
2018-04-28,9128
2018-04-29,9129
2018-04-30,9106
2018-05-01,9179
2018-05-03,9083
2018-05-04,9099
2018-05-05,9111
2018-05-06,9090
2018-05-07,9095
2018-05-08,9091
2018-05-09,9085
2018-05-10,9073
2018-05-11,9066
2018-05-12,9079
2018-05-13,9097
2018-05-14,9098
2018-05-15,9127
2018-05-16,9094
2018-05-17,9096
2018-05-18,9095
2018-05-19,9077
2018-05-20,9106
2018-05-21,9075
2018-05-22,9085
2018-05-23,9092
2018-05-24,9083
2018-05-25,9089
2018-05-26,9122
2018-05-27,9131
2018-05-28,9100
2018-05-29,9116
2018-05-30,9100
2018-05-31,9098
2018-06-01,9099
2018-06-02,9109
2018-06-03,9123
2018-06-04,9107
2018-06-05,9090
2018-06-06,9060
2018-06-07,9087
2018-06-08,9064
2018-06-09,9106
2018-06-10,9083
2018-06-11,9078
2018-06-12,9081
2018-06-13,9075
2018-06-14,9066
2018-06-15,9074
2018-06-16,9093
2018-06-17,9073
2018-06-18,9093
2018-06-19,9125
2018-06-20,9093
2018-06-21,9075
2018-06-22,9078
2018-06-23,9073
2018-06-24,9088
2018-06-25,9086
2018-06-26,9094
2018-06-27,9102
2018-06-28,9098
2018-06-29,9092
2018-06-30,9082
2018-07-01,9106
2018-07-02,9114
2018-07-03,9113
2018-07-04,9086
2018-07-05,9090
2018-07-06,9080
2018-07-07,9081
2018-07-08,9091
2018-07-09,9102
2018-07-10,9089
2018-07-11,9129
2018-07-12,9084
2018-07-13,9084
2018-07-14,9105
2018-07-15,9104
2018-07-16,9091
2018-07-17,9101
2018-07-18,9109
2018-07-19,9100
2018-07-20,9102
2018-07-21,9147
2018-07-22,9113
2018-07-23,9092
2018-07-24,9090
2018-07-25,9084
2018-07-26,9086
2018-07-27,9094
2018-07-28,9096
2018-07-29,9100
2018-07-30,9096
2018-07-31,9103
2018-08-01,9107
2018-08-02,9090
2018-08-03,9092
2018-08-04,9061
2018-08-05,9086
2018-08-06,9082
2018-08-07,9081
2018-08-08,9080
2018-08-09,9068
2018-08-10,9062
2018-08-11,9032
2018-08-12,9048
2018-08-14,9046
2018-08-16,9060
2018-08-17,9070
2018-08-18,9074
2018-08-19,9061
2018-08-20,9062
2018-08-21,9072
2018-08-22,9039
2018-08-23,9039
2018-08-24,9065
2018-08-25,8994
2018-08-26,9058
2018-08-27,9059
2018-08-28,9036
2018-08-29,9054
2018-08-30,9068
2018-08-31,9062
2018-09-01,9038
2018-09-02,9005
2018-09-03,9064
2018-09-04,9066
2018-09-05,9063
2018-09-06,9064
2018-09-07,9061
2018-09-08,9079
2018-09-09,9079
2018-09-10,9092
2018-09-11,9111
2018-09-12,9086
2018-09-13,9081
2018-09-14,9070
2018-09-15,9090
2018-09-16,9076
2018-09-17,9069
2018-09-18,9059
2018-09-19,9044
2018-09-20,9044
2018-09-21,9063
2018-09-22,9069
2018-09-23,9072
2018-09-24,9093
2018-09-25,9098
2018-09-26,9075
2018-09-27,9119
2018-09-28,9078
2018-09-29,9073
2018-09-30,9039
2018-10-01,9053
2018-10-02,9067
2018-10-03,9058
2018-10-04,9038
2018-10-05,9042
2018-10-06,9056
2018-10-07,9073
2018-10-08,9068
2018-10-09,9052
2018-10-10,9049
2018-10-11,9041
2018-10-12,9037
2018-10-13,9063
2018-10-14,9050
2018-10-15,9038
2018-10-16,9046
2018-10-17,9086
2018-10-18,9072
2018-10-19,9062
2018-10-20,9051
2018-10-21,9051
2018-10-22,9042
2018-10-23,9051
2018-10-24,9069
2018-10-25,9075
2018-10-26,9069
2018-10-27,9115
2018-10-28,9083
2018-10-29,9069
2018-10-30,9080
2018-10-31,9137
2018-11-01,9060
2018-11-03,9069
2018-11-04,9068
2018-11-05,9040
2018-11-06,9042
2018-11-07,9040
2018-11-08,9044
2018-11-09,9043
2018-11-10,9035
2018-11-11,8970
2018-11-12,9013
2018-11-13,9032
2018-11-14,9016
2018-11-15,9002
2018-11-16,9006
2018-11-17,9038
2018-11-18,9024
2018-11-19,9023
2018-11-20,9023
2018-11-21,9013
2018-11-22,9009
2018-11-23,9025
2018-11-24,9017
2018-11-25,9024
2018-11-26,9035
2018-11-27,9034
2018-11-28,9030
2018-11-29,9043
2018-12-01,9028
2018-12-02,9071
2018-12-03,9051
2018-12-04,9030
2018-12-05,9035
2018-12-07,9034
2018-12-09,9038
2018-12-10,9045
2018-12-11,9056
2018-12-12,9043
2018-12-13,9049
2018-12-14,9043
2018-12-15,9038
2018-12-16,9071
2018-12-17,9044
2018-12-18,9037
2018-12-19,9052
2018-12-20,9053
2018-12-21,9079
2018-12-22,9091
2018-12-23,9042
2018-12-24,9066
2018-12-25,9047
2018-12-26,9034
2018-12-27,9034
2018-12-28,9026
2018-12-29,9039
2018-12-30,9063
2018-12-31,9041
2019-01-01,9032
2019-01-02,9011
2019-01-03,9026
2019-01-04,9007
2019-01-05,9051
2019-01-06,9031
2019-01-08,9030
2019-01-10,9031
2019-01-11,9033
2019-01-12,9043
2019-01-13,9055
2019-01-14,9048
2019-01-15,9059
2019-01-16,9039
2019-01-17,9018
2019-01-18,9030
2019-01-19,9037
2019-01-20,9039
2019-01-21,9060
2019-01-22,9032
2019-01-23,9029
2019-01-24,9056
2019-01-25,9038
2019-01-26,9032
2019-01-27,9052
2019-01-28,9040
2019-01-29,9041
2019-01-30,9049
2019-01-31,9054
2019-02-01,9052
2019-02-02,9070
2019-02-03,9066
2019-02-04,9065
2019-02-05,9077
2019-02-06,9058
2019-02-07,9056
2019-02-08,9058
2019-02-09,9061
2019-02-10,9060
2019-02-11,9078
2019-02-12,9079
2019-02-13,9097
2019-02-14,9115
2019-02-15,9082
2019-02-16,9065
2019-02-17,9064
2019-02-18,9066
2019-02-19,9064
2019-02-20,9064
2019-02-21,9077
2019-02-22,9084
2019-02-23,9096
2019-02-24,9079
2019-02-25,9075
2019-02-26,9073
2019-02-27,9071
2019-02-28,9031
2019-03-01,9056
2019-03-02,9074
2019-03-03,9067
2019-03-04,9088
2019-03-05,9112
2019-03-06,9088
2019-03-07,9100
2019-03-08,9092
2019-03-09,9072
2019-03-10,9067
2019-03-11,9046
2019-03-12,9047
2019-03-13,9037
2019-03-14,9051
2019-03-15,9059
2019-03-16,9055
2019-03-17,9035
2019-03-18,9047
2019-03-19,9057
2019-03-20,9058
2019-03-21,9059
2019-03-22,9050
2019-03-23,9064
2019-03-24,9054
2019-03-25,9065
