date_obj,Adamant%20kiteshield%20(g) price
2019-03-15,20838
2019-03-16,20440
2019-03-17,20596
2019-03-18,20927
2019-03-19,20505
2019-03-20,20401
2019-03-21,20543
2019-03-22,20227
2019-03-23,19595
2019-03-24,19720
2019-03-25,19339
2019-03-26,19173
2019-03-27,18697
2019-03-28,18374
2019-03-29,18215
2019-03-30,18025
2019-03-31,18055
2019-04-01,18329
2019-04-02,18670
2019-04-03,18848
2019-04-04,19026
2019-04-05,18936
2019-04-06,18501
2019-04-07,18286
2019-04-08,18259
2019-04-09,17899
2019-04-10,17673
2019-04-11,17421
2019-04-12,16903
2019-04-13,16626
2019-04-14,16381
2019-04-15,16548
2019-04-16,16582
2019-04-17,16405
2019-04-18,15933
2019-04-19,15294
2019-04-20,14954
2019-04-21,14619
2019-04-22,14699
2019-04-23,14945
2019-04-24,14811
2019-04-25,14905
2019-04-26,14713
2019-04-27,14486
2019-04-28,14099
2019-04-29,14104
2019-04-30,14012
2019-05-01,13953
2019-05-02,14072
2019-05-03,13967
2019-05-04,14133
2019-05-05,13949
2019-05-06,13992
2019-05-07,13986
2019-05-08,13888
2019-05-09,13993
2019-05-10,14020
2019-05-11,13756
2019-05-12,14007
2019-05-13,14505
2019-05-14,14998
2019-05-15,14950
2019-05-16,15164
2019-05-17,15734
2019-05-18,16200
2019-05-19,16561
2019-05-20,17006
2019-05-21,17464
2019-05-22,17595
2019-05-23,17691
2019-05-24,17748
2019-05-25,17992
2019-05-26,17859
2019-05-27,17519
2019-05-28,17378
2019-05-29,17451
2019-05-30,17927
2019-05-31,18123
2019-06-01,17980
2019-06-02,17800
2019-06-03,17793
2019-06-04,18444
2019-06-05,18678
2019-06-06,18667
2019-06-07,19102
2019-06-08,19430
2019-06-09,19532
2019-06-10,19532
2019-06-11,19621
2019-06-12,19907
2019-06-13,19818
2019-06-14,20258
2019-06-15,20420
2019-06-16,20512
2019-06-17,20668
2019-06-18,20335
2019-06-19,20105
2019-06-20,19679
2019-06-21,19204
2019-06-22,19280
2019-06-23,19098
2019-06-24,19035
2019-06-25,18904
2019-06-26,19114
2019-06-27,19131
2019-06-28,19131
2019-06-29,19282
2019-06-30,19413
2019-07-01,19540
2019-07-02,19927
2019-07-03,20041
2019-07-04,20174
2019-07-05,20787
2019-07-06,20744
2019-07-07,20963
2019-07-08,21092
2019-07-09,21167
2019-07-10,21418
2019-07-11,21621
2019-07-12,21656
2019-07-13,21877
2019-07-14,21945
2019-07-15,22200
2019-07-16,22370
2019-07-17,22690
2019-07-18,22892
2019-07-19,22979
2019-07-20,23318
2019-07-21,23394
2019-07-22,23949
2019-07-23,24378
2019-07-24,25065
2019-07-25,25259
2019-07-26,25416
2019-07-27,25812
2019-07-28,26285
2019-07-29,26375
2019-07-30,27083
2019-07-31,27452
2019-08-01,27225
2019-08-02,27123
2019-08-03,27657
2019-08-04,27985
2019-08-05,28241
2019-08-06,28435
2019-08-07,28303
2019-08-08,28205
2019-08-09,28764
2019-08-10,28725
2019-08-11,28174
2019-08-12,28017
2019-08-13,27981
2019-08-14,28347
2019-08-15,28969
2019-08-16,29523
2019-08-17,29523
2019-08-18,29611
2019-08-19,29585
2019-08-20,30137
2019-08-21,30769
2019-08-22,31178
2019-08-23,31371
2019-08-24,31480
2019-08-24,31480
2019-08-25,31480
2019-08-25,31480
2019-08-26,30791
2019-08-27,29853
2019-08-27,29853
2019-08-28,29006
2019-08-29,27807
2019-08-30,26968
2019-08-31,26968
2019-09-01,26786
2019-09-02,26786
2019-09-03,26619
2019-09-04,26412
2019-09-05,26328
2019-09-06,26045
2019-09-07,26178
2019-09-08,26509
2019-09-09,26673
2019-09-10,26572
2019-09-11,26507
2019-09-12,26305
2019-09-13,26319
2019-09-14,25922
2019-09-15,26196
2019-09-16,26453
2019-09-17,26834
2019-09-18,27183
2019-09-19,27322
2019-09-20,27426
2019-09-21,27619
2019-09-22,27544
2019-09-23,27725
2019-09-24,27725
2019-09-25,27383
2019-09-26,26991
2019-09-27,26991
2019-09-28,26991
2019-09-29,26991
2019-09-30,27197
2019-10-01,26370
2019-10-02,25472
2019-10-03,24289
2019-10-04,23710
2019-10-05,23051
2019-10-06,22419
2019-10-07,22105
2019-10-08,21860
2019-10-09,21860
2019-10-10,21818
2019-10-11,22108
2019-10-12,22671
2019-10-13,23150
2019-10-14,23451
2019-10-15,23608
2019-10-16,23627
2019-10-17,23627
2019-10-18,23845
2019-10-19,23644
2019-10-20,22890
2019-10-21,22798
2019-10-22,22720
2019-10-23,22977
2019-10-24,22639
2019-10-25,22158
2019-10-26,22139
2019-10-27,22177
2019-10-28,21792
2019-10-29,21792
2019-10-30,21525
2019-10-31,21477
2019-11-01,21345
2019-11-02,21692
2019-11-03,22044
2019-11-04,22200
2019-11-05,22200
2019-11-06,22348
2019-11-07,22310
2019-11-08,22413
2019-11-09,22368
2019-11-10,22107
2019-11-11,22259
2019-11-12,22164
2019-11-13,22024
2019-11-14,21862
2019-11-15,21566
2019-11-16,21315
2019-11-17,21315
2019-11-18,21512
2019-11-19,21512
2019-11-20,21645
2019-11-21,21645
2019-11-22,21632
2019-11-23,21495
2019-11-24,21893
2019-11-25,22004
2019-11-26,22090
2019-11-27,22090
2019-11-28,21835
2019-11-29,21535
2019-11-30,21625
2019-12-01,21834
2019-12-02,22104
2019-12-03,21857
2019-12-04,21837
2019-12-05,21837
2019-12-06,21426
2019-12-07,21483
2019-12-08,21483
2019-12-09,21317
2019-12-10,21337
2019-12-11,21309
2019-12-12,21683
2019-12-13,22100
2019-12-14,22331
2019-12-15,22384
2019-12-16,22175
2019-12-17,22383
2019-12-18,22191
2019-12-19,22001
2019-12-20,22138
2019-12-21,22479
2019-12-22,22400
2019-12-23,22193
2019-12-24,21769
2019-12-25,21290
2019-12-26,21290
2019-12-27,20867
2019-12-28,20676
2019-12-29,20335
2019-12-30,20332
2019-12-31,20304
2020-01-01,20230
2020-01-02,19855
2020-01-03,19921
2020-01-04,19819
2020-01-05,19611
2020-01-06,19118
2020-01-07,18733
2020-01-08,18733
2020-01-09,18034
2020-01-10,17922
2020-01-11,18363
2020-01-12,18309
2020-01-13,18309
2020-01-14,18393
2020-01-15,17884
2020-01-16,17771
2020-01-17,17578
2020-01-18,17578
2020-01-19,17394
2020-01-20,17586
2020-01-21,17586
2020-01-22,17324
2020-01-23,17609
2020-01-24,17523
2020-01-25,17519
2020-01-26,17365
2020-01-27,17110
2020-01-28,17039
2020-01-29,17161
2020-01-30,17180
2020-01-31,16941
2020-02-01,17067
2020-02-02,17402
2020-02-03,17330
2020-02-04,17436
2020-02-05,17444
2020-02-06,17276
2020-02-07,16987
2020-02-08,16908
2020-02-09,16772
2020-02-10,16884
2020-02-11,16942
2020-02-12,17004
2020-02-13,16829
2020-02-14,16713
2020-02-15,15987
2020-02-16,15193
2020-02-17,14717
2020-02-18,14352
2020-02-19,14191
2020-02-20,14407
2020-02-21,14407
2020-02-22,14479
2020-02-23,14242
2020-02-24,14209
2020-02-25,14255
2020-02-26,14437
2020-02-27,14524
2020-02-28,14572
2020-02-29,14572
2020-03-01,14776
2020-03-02,14470
2020-03-03,14387
2020-03-04,14115
2020-03-05,14371
2020-03-06,14509
2020-03-07,14384
2020-03-08,14338
2020-03-09,14390
2020-03-10,14438
2020-03-11,14252
2020-03-12,14214
2020-03-13,13825
2020-03-14,13739
2020-03-15,13448
2020-03-16,13145
2020-03-17,13020
2020-03-18,12997
2020-03-19,12906
2020-03-20,12798
2020-03-21,12798
2020-03-22,12969
2020-03-23,13294
2020-03-24,13728
2020-03-25,13979
2020-03-26,14200
2020-03-27,14529
2020-03-28,14654
2020-03-29,14796
2020-03-30,15034
2020-03-31,15077
2020-04-01,15045
2020-04-02,14953
2020-04-03,14953
2020-04-04,14624
2020-04-05,14639
2020-04-06,14536
2020-04-07,14450
2020-04-08,14518
2020-04-09,14615
2020-04-10,14594
2020-04-11,14716
2020-04-12,14441
2020-04-13,14196
2020-04-14,14224
2020-04-15,14186
2020-04-16,14179
2020-04-17,13961
2020-04-18,13933
2020-04-19,14029
2020-04-20,14248
2020-04-21,14222
2020-04-22,14248
2020-04-23,14370
2020-04-24,14314
2020-04-25,14341
2020-04-26,14068
2020-04-27,14114
2020-04-28,14413
2020-04-29,14797
2020-04-30,15199
2020-05-01,15006
2020-05-02,14967
2020-05-03,15231
2020-05-04,15277
2020-05-05,15373
2020-05-06,15392
2020-05-07,15509
2020-05-08,15556
2020-05-09,15454
2020-05-10,15338
2020-05-11,15121
2020-05-12,14886
2020-05-13,15156
