date_obj,Rune%20sq%20shield price
2015-09-16,23780
2015-09-17,23373
2015-09-18,23373
2015-09-19,23200
2015-09-20,23200
2015-09-21,23462
2015-09-22,23669
2015-09-23,23841
2015-09-24,23841
2015-09-25,23668
2015-09-27,23676
2015-09-28,24148
2015-09-29,24148
2015-09-30,24689
2015-10-05,24619
2015-10-06,24894
2015-10-07,24894
2015-10-08,24687
2015-10-09,24834
2015-10-10,24834
2015-10-11,25121
2015-10-12,25232
2015-10-13,25232
2015-10-14,24925
2015-10-15,24744
2015-10-16,25077
2015-10-17,25077
2015-10-18,25050
2015-10-19,24514
2015-10-20,25057
2015-10-22,25056
2015-10-23,25188
2015-10-24,25188
2015-10-25,24854
2015-10-26,25238
2015-10-27,25238
2015-10-29,24944
2015-10-30,25023
2015-10-31,25160
2015-11-01,25160
2015-11-02,24884
2015-11-03,24884
2015-11-04,24214
2015-11-05,24214
2015-11-06,24926
2015-11-07,24058
2015-11-08,24058
2015-11-09,23956
2015-11-10,23956
2015-11-11,24466
2015-11-12,24466
2015-11-13,25035
2015-11-14,25035
2015-11-15,24468
2015-11-16,24468
2015-11-17,24669
2015-11-18,24669
2015-11-19,24816
2015-11-20,25333
2015-11-21,25333
2015-11-22,25290
2015-11-23,25290
2015-11-24,25294
2015-11-25,24555
2015-11-26,24555
2015-11-27,24021
2015-11-28,24021
2015-11-29,23837
2015-11-30,23588
2015-12-01,23588
2015-12-02,23703
2015-12-03,23757
2015-12-04,23757
2015-12-05,24247
2015-12-06,24306
2015-12-07,24306
2015-12-08,23885
2015-12-09,23733
2015-12-10,23733
2015-12-11,23750
2015-12-12,23750
2015-12-13,23656
2015-12-14,23656
2015-12-15,23707
2015-12-16,23825
2015-12-17,23825
2015-12-18,23915
2015-12-19,23915
2015-12-20,23387
2015-12-21,23387
2015-12-22,23371
2015-12-23,23763
2015-12-24,23763
2015-12-25,23708
2015-12-26,23708
2015-12-27,23991
2015-12-28,23991
2015-12-29,24096
2015-12-30,24522
2015-12-31,24522
2016-01-01,25145
2016-01-02,25145
2016-01-03,24829
2016-01-04,24404
2016-01-05,24814
2016-01-06,24422
2016-01-07,24422
2016-01-08,23905
2016-01-09,23905
2016-01-10,24627
2016-01-11,23896
2016-01-12,24131
2016-01-13,24131
2016-01-14,24317
2016-01-15,24317
2016-01-16,24565
2016-01-17,24564
2016-01-18,24532
2016-01-19,24532
2016-01-20,24399
2016-01-21,24166
2016-01-22,24613
2016-01-23,24521
2016-01-24,24490
2016-01-25,24444
2016-01-26,24444
2016-01-27,24522
2016-01-28,24522
2016-01-29,24519
2016-01-30,24519
2016-01-31,24810
2016-02-01,24797
2016-02-02,24797
2016-02-03,24746
2016-02-04,24746
2016-02-05,23948
2016-02-06,23848
2016-02-07,23848
2016-02-08,24143
2016-02-09,24143
2016-02-10,24526
2016-02-11,24526
2016-02-12,24422
2016-02-13,24079
2016-02-14,24079
2016-02-15,24402
2016-02-16,24517
2016-02-17,24341
2016-02-18,24341
2016-02-19,24463
2016-02-20,24530
2016-02-21,24662
2016-02-22,24662
2016-02-23,24175
2016-02-24,24175
2016-02-25,23499
2016-02-26,23499
2016-02-27,23642
2016-02-28,23642
2016-02-29,24202
2016-03-01,24076
2016-03-02,24076
2016-03-03,23856
2016-03-04,23856
2016-03-05,24291
2016-03-06,23976
2016-03-07,23976
2016-03-08,23770
2016-03-09,24147
2016-03-10,24501
2016-03-11,24501
2016-03-12,24879
2016-03-13,24879
2016-03-14,24835
2016-03-15,24536
2016-03-16,24339
2016-03-17,24339
2016-03-18,24519
2016-03-19,24519
2016-03-20,25147
2016-03-21,25147
2016-03-22,25054
2016-03-23,24452
2016-03-24,24887
2016-03-25,25030
2016-03-26,25048
2016-03-27,25048
2016-03-28,24917
2016-03-29,24706
2016-03-30,24706
2016-03-31,25196
2016-04-01,25316
2016-04-02,25048
2016-04-03,24359
2016-04-04,24453
2016-04-05,24453
2016-04-06,24405
2016-04-07,24405
2016-04-08,24807
2016-04-09,24914
2016-04-10,25090
2016-04-11,25090
2016-04-12,25186
2016-04-13,25275
2016-04-14,25042
2016-04-15,25224
2016-04-16,25605
2016-04-17,25638
2016-04-18,25561
2016-04-19,25290
2016-04-20,25143
2016-04-21,24709
2016-04-22,24709
2016-04-23,24798
2016-04-24,24436
2016-04-25,24437
2016-04-26,24465
2016-04-27,24672
2016-04-28,24202
2016-04-29,24202
2016-04-30,23967
2016-05-01,24382
2016-05-02,24370
2016-05-03,24094
2016-05-04,23698
2016-05-05,23335
2016-05-06,23335
2016-05-07,23257
2016-05-08,23257
2016-05-09,23791
2016-05-10,23455
2016-05-11,23455
2016-05-12,23656
2016-05-13,23961
2016-05-14,24171
2016-05-15,24554
2016-05-16,24837
2016-05-17,24785
2016-05-18,24816
2016-05-19,24816
2016-05-22,24653
2016-05-23,24688
2016-05-24,24921
2016-05-25,24921
2016-05-26,24988
2016-05-27,24580
2016-05-28,24580
2016-05-29,24801
2016-05-30,24801
2016-05-31,25068
2016-06-01,25507
2016-06-02,25350
2016-06-03,24999
2016-06-04,25087
2016-06-05,25087
2016-06-06,25307
2016-06-07,25307
2016-06-08,25287
2016-06-09,25153
2016-06-10,24560
2016-06-11,23768
2016-06-12,24210
2016-06-13,24210
2016-06-14,24665
2016-06-15,24899
2016-06-16,24936
2016-06-17,25012
2016-06-18,24015
2016-06-19,23454
2016-06-20,23218
2016-06-21,23557
2016-06-22,24066
2016-06-23,24190
2016-06-24,24631
2016-06-25,24757
2016-06-26,24757
2016-06-27,24935
2016-06-28,24927
2016-06-29,24823
2016-06-30,25033
2016-07-01,24705
2016-07-02,24833
2016-07-03,24562
2016-07-04,24726
2016-07-05,24726
2016-07-06,24189
2016-07-07,24692
2016-07-08,24076
2016-07-09,23930
2016-07-10,24065
2016-07-11,24038
2016-07-12,24494
2016-07-13,24230
2016-07-14,24832
2016-07-15,24915
2016-07-16,24596
2016-07-17,24726
2016-07-18,24924
2016-07-23,24241
2016-07-24,24298
2016-07-25,24597
2016-07-26,24597
2016-07-27,24298
2016-07-28,23242
2016-07-29,23058
2016-07-30,23751
2016-07-31,23751
2016-08-01,24187
2016-08-02,24766
2016-08-03,24864
2016-08-04,25073
2016-08-05,25073
2016-08-06,24968
2016-08-07,25008
2016-08-08,25008
2016-08-09,24964
2016-08-10,24502
2016-08-11,24502
2016-08-12,24475
2016-08-13,24739
2016-08-14,24701
2016-08-15,24751
2016-08-16,24847
2016-08-17,24847
2016-08-18,24682
2016-08-19,24240
2016-08-20,24403
2016-08-21,24403
2016-08-22,24567
2016-08-23,24640
2016-08-24,25051
2016-08-25,24955
2016-08-26,24955
2016-08-28,24950
2016-08-31,24689
2016-09-01,24739
2016-09-02,24739
2016-09-03,24960
2016-09-04,25085
2016-09-05,25113
2016-09-06,25042
2016-09-07,25042
2016-09-08,25019
2016-09-09,25019
2016-09-10,25175
2016-09-11,25175
2016-09-12,24783
2016-09-13,25206
2016-09-14,25206
2016-09-15,25143
2016-09-16,25143
2016-09-17,24663
2016-09-18,24773
2016-09-19,24719
2016-09-20,24719
2016-09-21,24532
2016-09-22,24505
2016-09-23,24491
2016-09-24,24491
2016-09-25,24322
2016-09-26,24322
2016-09-27,24316
2016-09-28,23910
2016-09-29,23910
2016-09-30,23776
2016-10-01,23741
2016-10-02,23741
2016-10-03,24079
2016-10-04,24359
2016-10-05,24186
2016-10-06,24451
2016-10-07,24451
2016-10-08,24664
2016-10-09,24664
2016-10-10,24780
2016-10-11,24866
2016-10-12,24969
2016-10-13,25089
2016-10-14,25179
2016-10-15,25189
2016-10-16,25050
2016-10-17,24527
2016-10-18,24182
2016-10-19,24847
2016-10-20,25054
2016-10-21,24973
2016-10-22,24973
2016-10-23,25138
2016-10-24,24846
2016-10-25,24846
2016-10-26,25009
2016-10-27,24984
2016-10-28,25104
2016-10-29,25060
2016-10-30,25238
2016-10-31,25193
2016-11-01,25193
2016-11-02,25310
2016-11-03,25310
2016-11-04,25180
2016-11-05,25180
2016-11-06,24843
2016-11-07,24379
2016-11-08,24324
2016-11-09,24279
2016-11-10,24259
2016-11-11,24430
2016-11-12,24590
2016-11-13,24204
2016-11-14,23947
2016-12-08,25039
2016-12-09,24953
2016-12-10,25003
2016-12-11,24765
2016-12-12,24572
2016-12-13,24875
2016-12-14,24964
2016-12-15,24761
2016-12-16,24956
2016-12-17,24555
2016-12-18,24064
2016-12-19,23396
2016-12-20,23708
2016-12-21,24684
2016-12-22,25341
2016-12-23,25170
2016-12-24,25232
2016-12-25,24825
2016-12-26,24769
2016-12-27,25042
2016-12-28,24829
2016-12-29,24867
2016-12-30,24942
2016-12-31,24940
2017-01-01,24669
2017-01-02,24713
2017-01-03,24530
2017-01-04,24507
2017-01-05,24089
2017-01-06,24472
2017-01-07,24133
2017-01-08,24343
2017-01-09,24486
2017-01-10,24611
2017-01-11,24822
2017-01-12,25000
2017-01-13,24939
2017-01-14,25035
2017-01-15,24822
2017-01-16,24822
2017-01-17,24534
2017-01-18,24576
2017-01-19,24880
2017-01-20,24753
2017-01-21,24993
2017-01-22,25169
2017-01-27,24702
2017-01-28,24318
2017-01-29,24349
2017-01-30,24305
2017-01-31,24195
2017-02-01,23909
2017-02-02,24322
2017-02-03,24754
2017-02-04,24584
2017-02-05,24246
2017-02-06,24435
2017-02-07,24716
2017-02-08,24946
2017-02-09,24705
2017-02-10,24749
2017-02-11,24538
2017-02-12,24418
2017-02-13,24897
2017-02-14,24483
2017-02-15,24054
2017-02-16,24234
2017-02-18,24518
2017-02-19,24576
2017-02-20,24840
2017-02-21,24789
2017-02-22,24890
2017-02-23,24987
2017-02-24,25064
2017-02-25,25121
2017-02-26,24988
2017-02-27,25012
2017-02-28,24892
2017-03-01,24743
2017-03-02,24821
2017-03-03,24794
2017-03-04,24538
2017-03-05,24898
2017-03-06,24988
2017-03-07,24748
2017-03-08,24604
2017-03-09,24491
2017-03-10,24344
2017-03-11,24364
2017-03-12,24648
2017-03-13,24706
2017-03-14,24598
2017-03-15,24645
2017-03-16,24500
2017-03-17,24593
2017-03-18,24393
2017-03-19,24357
2017-03-20,24714
2017-03-21,24630
2017-03-22,24412
2017-03-23,24480
2017-03-24,24653
2017-03-25,24753
2017-03-26,24595
2017-03-27,24986
2017-03-28,24963
2017-03-29,25009
2017-03-30,25026
2017-03-31,25043
2017-04-01,24977
2017-04-02,25104
2017-04-03,25041
2017-04-04,24789
2017-04-12,25330
2017-04-13,25364
2017-04-14,25215
2017-04-15,25208
2017-04-16,25073
2017-04-17,25035
2017-04-18,24851
2017-04-19,24349
2017-04-20,23265
2017-04-21,22655
2017-04-22,22621
2017-04-23,22766
2017-04-24,22698
2017-04-25,22686
2017-04-26,22482
2017-04-27,22815
2017-04-28,23232
2017-04-29,24004
2017-04-30,23744
2017-05-01,23624
2017-05-02,24078
2017-05-03,23860
2017-05-04,23415
2017-05-05,23733
2017-05-06,23116
2017-05-07,23019
2017-05-08,23121
2017-05-09,23330
2017-05-10,23338
2017-05-11,23302
2017-05-12,23483
2017-05-13,23440
2017-05-14,23674
2017-05-15,23468
2017-05-16,23767
2017-05-17,24127
2017-05-18,24013
2017-05-19,24101
2017-05-20,23775
2017-05-21,24375
2017-05-22,24564
2017-05-23,24628
2017-05-24,24706
2017-05-25,23470
2017-05-26,22459
2017-05-27,22389
2017-05-28,22495
2017-05-29,22527
2017-05-30,22557
2017-05-31,22591
2017-06-01,22608
2017-06-02,22488
2017-06-03,22443
2017-06-06,22647
2017-06-07,22565
2017-06-08,22454
2017-06-09,22405
2017-06-10,22456
2017-06-11,22502
2017-06-12,22542
2017-06-13,22601
2017-06-14,22625
2017-06-15,22637
2017-06-16,22605
2017-06-17,22653
2017-06-18,22653
2017-06-19,22664
2017-06-20,22632
2017-06-21,22631
2017-06-22,22605
2017-06-23,22586
2017-06-24,22598
2017-06-25,22595
2017-06-26,22568
2017-06-27,22608
2017-06-28,22628
2017-06-29,22647
2017-06-30,22598
2017-07-01,22577
2017-07-02,22617
2017-07-03,22650
2017-07-04,22615
2017-07-05,22649
2017-07-06,22663
2017-07-07,22703
2017-07-08,22573
2017-07-13,22636
2017-07-14,22641
2017-07-15,22634
2017-07-16,22609
2017-07-17,22647
2017-07-18,22661
2017-07-19,22674
2017-07-20,22648
2017-07-21,22653
2017-07-22,22644
2017-07-23,22638
2017-07-24,22677
2017-07-25,22694
2017-07-26,22642
2017-07-27,22622
2017-07-28,22666
2017-07-29,22574
2017-07-30,22590
2017-07-31,22630
2017-08-01,22685
2017-08-02,22692
2017-08-03,22681
2017-08-04,22635
2017-08-05,22682
2017-08-06,22668
2017-08-09,22661
2017-08-10,22666
2017-08-11,22628
2017-08-12,22619
2017-08-13,22572
2017-08-14,22589
2017-08-15,22579
2017-08-17,22626
2017-08-18,22644
2017-08-19,22611
2017-08-20,22546
2017-08-21,22610
2017-08-22,22650
2017-08-23,22678
2017-08-24,22648
2017-08-25,22667
2017-08-26,22660
2017-08-27,22631
2017-08-28,22608
2017-08-29,22535
2017-08-30,22625
2017-08-31,22649
2017-09-01,22647
2017-09-02,22647
2017-09-03,22619
2017-09-04,22634
2017-09-05,22649
2017-09-06,22669
2017-09-07,22661
2017-09-08,22664
2017-09-09,22613
2017-09-10,22593
2017-09-11,22636
2017-09-12,22620
2017-09-13,22645
2017-09-14,22616
2017-09-15,22645
2017-09-16,22651
2017-09-17,22632
2017-09-19,22623
2017-09-20,22639
2017-09-21,22665
2017-09-22,22684
2017-09-23,22686
2017-09-24,22666
2017-09-25,22624
2017-09-26,22647
2017-09-27,22625
2017-09-28,22676
2017-09-29,22665
2017-09-30,22681
2017-10-01,22631
2017-10-02,22633
2017-10-03,22673
2017-10-04,22677
2017-10-05,22693
2017-10-06,22677
2017-10-07,22672
2017-10-08,22654
2017-10-09,22679
2017-10-10,22695
2017-10-11,22673
2017-10-12,22692
2017-10-13,22636
2017-10-14,22656
2017-10-15,22669
2017-10-16,22609
2017-10-17,22673
2017-10-18,22633
2017-10-19,22641
2017-10-20,22558
2017-10-21,22665
2017-10-22,22634
2017-10-23,22682
2017-10-24,22645
2017-10-25,22668
2017-10-26,22656
2017-10-27,22564
2017-10-28,22615
2017-10-29,22547
2017-10-30,22604
2017-10-31,22637
2017-11-01,22645
2017-11-02,22672
2017-11-03,22669
2017-11-04,22643
2017-11-05,22637
2017-11-06,22616
2017-11-07,22682
2017-11-08,22665
2017-11-09,22661
2017-11-10,22659
2017-11-11,22536
2017-11-12,22516
2017-11-13,22609
2017-11-14,22643
2017-11-15,22608
2017-11-16,22665
2017-11-17,22553
2017-11-18,22587
2017-11-19,22607
2017-11-20,22613
2017-11-21,22648
2017-11-22,22602
2017-11-23,22634
2017-11-24,22619
2017-11-25,22521
2017-11-26,22572
2017-11-27,22426
2017-11-28,22635
2017-11-29,22639
2017-11-30,22627
2017-12-01,22646
2017-12-02,22626
2017-12-03,22603
2017-12-04,22623
2017-12-05,22660
2017-12-06,22667
2017-12-07,22670
2017-12-08,22620
2017-12-09,22657
2017-12-10,22673
2017-12-11,22674
2017-12-12,22702
2017-12-13,22628
2017-12-14,22586
2017-12-15,22661
2017-12-16,22653
2017-12-17,22610
2017-12-18,22647
2017-12-19,22656
2017-12-20,22679
2017-12-21,22686
2017-12-22,22651
2017-12-23,22640
2017-12-24,22604
2017-12-25,22601
2017-12-26,22630
2017-12-27,22547
2017-12-28,22593
2017-12-29,22621
2017-12-30,22627
2017-12-31,22610
2018-01-01,22544
2018-01-02,22582
2018-01-03,22544
2018-01-04,22545
2018-01-05,22553
2018-01-06,22539
2018-01-07,22611
2018-01-08,22634
2018-01-09,22585
2018-01-10,22633
2018-01-11,22593
2018-01-12,22622
2018-01-13,22584
2018-01-14,22621
2018-01-15,22608
2018-01-16,22642
2018-01-17,22643
2018-01-18,22601
2018-01-19,22598
2018-01-20,22650
2018-01-21,22661
2018-01-22,22658
2018-01-23,22704
2018-01-24,22660
2018-01-25,22626
2018-01-26,22649
2018-01-27,22657
2018-01-28,22662
2018-01-29,22668
2018-01-30,22464
2018-02-01,22633
2018-02-02,22682
2018-02-03,22650
2018-02-04,22480
2018-02-05,22636
2018-02-06,22644
2018-02-07,22668
2018-02-08,22653
2018-02-09,22615
2018-02-10,22464
2018-02-11,22549
2018-02-12,22612
2018-02-13,22638
2018-02-14,22643
2018-02-15,22644
2018-02-16,22643
2018-02-17,22619
2018-02-18,22485
2018-02-19,22562
2018-02-20,22626
2018-02-21,22575
2018-02-22,22608
2018-02-23,22614
2018-02-24,22648
2018-02-25,22648
2018-02-26,22673
2018-02-27,22596
2018-02-28,22616
2018-03-01,22616
2018-03-02,22443
2018-03-03,22605
2018-03-04,22644
2018-03-05,22623
2018-03-06,22643
2018-03-07,22643
2018-03-08,22612
2018-03-09,22631
2018-03-10,22636
2018-03-11,22614
2018-03-12,22641
2018-03-13,22690
2018-03-14,22636
2018-03-15,22651
2018-03-16,22668
2018-03-17,22648
2018-03-18,22627
2018-03-19,22640
2018-03-20,22640
2018-03-21,22674
2018-03-23,22669
2018-03-24,22642
2018-03-26,22664
2018-03-27,22673
2018-03-28,22684
2018-03-29,22679
2018-03-30,22632
2018-03-31,22590
2018-04-01,22651
2018-04-02,22670
2018-04-03,22678
2018-04-04,22660
2018-04-05,22697
2018-04-06,22691
2018-04-08,22633
2018-04-09,22665
2018-04-10,22676
2018-04-11,22651
2018-04-12,22674
2018-04-13,22677
2018-04-14,22649
2018-04-15,22592
2018-04-16,22665
2018-04-17,22686
2018-04-18,22692
2018-04-19,22675
2018-04-20,22618
2018-04-21,22596
2018-04-22,22645
2018-04-23,22669
2018-04-24,22640
2018-04-25,22668
2018-04-26,22664
2018-04-27,22667
2018-04-28,22648
2018-04-29,22647
2018-04-30,22613
2018-05-01,22629
2018-05-02,22622
2018-05-03,22628
2018-05-04,22654
2018-05-05,22652
2018-05-06,22657
2018-05-07,22662
2018-05-08,22611
2018-05-09,22624
2018-05-10,22597
2018-05-11,22505
2018-05-12,22609
2018-05-13,22658
2018-05-14,22629
2018-05-15,22612
2018-05-16,22662
2018-05-17,22664
2018-05-18,22635
2018-05-19,22640
2018-05-20,22634
2018-05-21,22593
2018-05-22,22581
2018-05-23,22646
2018-05-24,22659
2018-05-25,22664
2018-05-26,22669
2018-05-27,22662
2018-05-28,22646
2018-05-29,22654
2018-05-30,22659
2018-05-31,22654
2018-06-01,22649
2018-06-02,22585
2018-06-03,22626
2018-06-04,22655
2018-06-05,22533
2018-06-06,22631
2018-06-07,22496
2018-06-08,22510
2018-06-09,22613
2018-06-10,22618
2018-06-11,22619
2018-06-12,22625
2018-06-13,22578
2018-06-14,22587
2018-06-15,22585
2018-06-16,22536
2018-06-17,22590
2018-06-18,22558
2018-06-19,22600
2018-06-20,22656
2018-06-21,22623
2018-06-22,22645
2018-06-23,22616
2018-06-24,22619
2018-06-25,22655
2018-06-26,22653
2018-06-27,22564
2018-06-28,22441
2018-06-29,22566
2018-06-30,22516
2018-07-01,22605
2018-07-02,22638
2018-07-03,22623
2018-07-04,22607
2018-07-05,22650
2018-07-06,22571
2018-07-07,22541
2018-07-08,22584
2018-07-09,22600
2018-07-10,22627
2018-07-11,22601
2018-07-12,22648
2018-07-13,22553
2018-07-14,22548
2018-07-15,22581
2018-07-16,22597
2018-07-17,22604
2018-07-18,22582
2018-07-19,22553
2018-07-20,22597
2018-07-21,22593
2018-07-22,22574
2018-07-23,22584
2018-07-24,22615
2018-07-25,22534
2018-07-26,22590
2018-07-27,22421
2018-07-28,22333
2018-07-29,22437
2018-07-30,22422
2018-07-31,22561
2018-08-01,22574
2018-08-02,22471
2018-08-03,22539
2018-08-04,22522
2018-08-05,22528
2018-08-06,22554
2018-08-07,22558
2018-08-08,22550
2018-08-09,22561
2018-08-10,22539
2018-08-11,22466
2018-08-12,22482
2018-08-14,22517
2018-08-16,22558
2018-08-17,22574
2018-08-18,22576
2018-08-19,22565
2018-08-20,22605
2018-08-21,22629
2018-08-22,22565
2018-08-23,22571
2018-08-24,22542
2018-08-25,22564
2018-08-26,22551
2018-08-27,22429
2018-08-28,22549
2018-08-29,22615
2018-08-30,22626
2018-08-31,22589
2018-09-01,22453
2018-09-02,22507
2018-09-03,22559
2018-09-04,22591
2018-09-05,22593
2018-09-06,22582
2018-09-07,22613
2018-09-08,22627
2018-09-09,22583
2018-09-10,22557
2018-09-11,22622
2018-09-12,22629
2018-09-13,22627
2018-09-14,22653
2018-09-15,22633
2018-09-16,22622
2018-09-17,22629
2018-09-18,22589
2018-09-19,22605
2018-09-20,22632
2018-09-21,22576
2018-09-22,22594
2018-09-23,22603
2018-09-24,22622
2018-09-25,22613
2018-09-26,22641
2018-09-27,22585
2018-09-28,22621
2018-09-29,22551
2018-09-30,22570
2018-10-02,22598
2018-10-03,22592
2018-10-04,22625
2018-10-05,22609
2018-10-06,22558
2018-10-07,22589
2018-10-08,22594
2018-10-09,22621
2018-10-10,22618
2018-10-11,22606
2018-10-12,22632
2018-10-13,22587
2018-10-14,22559
2018-10-15,22587
2018-10-16,22609
2018-10-17,22611
2018-10-18,22635
2018-10-19,22643
2018-10-20,22640
2018-10-21,22625
2018-10-22,22622
2018-10-23,22601
2018-10-24,22614
2018-10-25,22631
2018-10-26,22637
2018-10-27,22629
2018-10-28,22625
2018-10-29,22613
2018-10-30,22588
2018-10-31,22629
2018-11-01,22639
2018-11-03,22634
2018-11-04,22622
2018-11-05,22657
2018-11-06,22658
2018-11-07,22674
2018-11-08,22674
2018-11-09,22658
2018-11-10,22660
2018-11-11,22521
2018-11-12,22497
2018-11-13,22625
2018-11-14,22655
2018-11-15,22630
2018-11-16,22594
2018-11-17,22555
2018-11-18,22588
2018-11-19,22575
2018-11-20,22614
2018-11-21,22614
2018-11-22,22630
2018-11-23,22626
2018-11-24,22622
2018-11-25,22649
2018-11-26,22691
2018-11-27,22654
2018-11-28,22656
2018-11-29,22655
2018-12-01,22639
2018-12-02,22642
2018-12-03,22655
2018-12-04,22663
2018-12-05,22566
2018-12-07,22634
2018-12-09,22619
2018-12-10,22656
2018-12-11,22668
2018-12-12,22676
2018-12-13,22625
2018-12-14,22653
2018-12-15,22641
2018-12-16,22527
2018-12-17,22635
2018-12-18,22641
2018-12-19,22626
2018-12-20,22632
2018-12-21,22618
2018-12-22,22637
2018-12-23,22631
2018-12-24,22640
2018-12-25,22581
2018-12-26,22545
2018-12-27,22598
2018-12-28,22610
2018-12-29,22584
2018-12-30,22591
2018-12-31,22605
2019-01-01,22566
2019-01-02,22561
2019-01-03,22588
2019-01-04,22621
2019-01-05,22631
2019-01-06,22617
2019-01-08,22635
2019-01-10,22442
2019-01-11,22524
2019-01-12,22565
2019-01-13,22599
2019-01-14,22628
2019-01-15,22641
2019-01-16,22640
2019-01-17,22637
2019-01-18,22657
2019-01-19,22662
2019-01-20,22644
2019-01-21,22654
2019-01-22,22632
2019-01-23,22606
2019-01-24,22636
2019-01-25,22644
2019-01-26,22654
2019-01-27,22483
2019-01-28,22596
2019-01-29,22639
2019-01-30,22650
2019-01-31,22670
2019-02-01,22689
2019-02-02,22626
2019-02-03,22637
2019-02-04,22629
2019-02-05,22634
2019-02-06,22643
2019-02-07,22668
2019-02-08,22657
2019-02-09,22647
2019-02-10,22647
2019-02-11,22645
2019-02-12,22640
2019-02-13,22648
2019-02-14,22656
2019-02-15,22629
2019-02-16,22632
2019-02-17,22637
2019-02-18,22670
2019-02-19,22668
2019-02-20,22664
2019-02-21,22680
2019-02-22,22662
2019-02-23,22654
2019-02-24,22674
2019-02-25,22676
2019-02-26,22650
2019-02-27,22652
2019-02-28,22672
2019-03-01,22654
2019-03-02,22652
2019-03-03,22674
2019-03-04,22675
2019-03-05,22691
2019-03-06,22666
2019-03-07,22685
2019-03-08,22678
2019-03-09,22650
2019-03-10,22628
2019-03-11,22657
2019-03-12,22663
2019-03-13,22617
2019-03-14,22661
2019-03-15,22669
2019-03-16,22628
2019-03-17,22614
2019-03-18,22580
2019-03-19,22626
2019-03-20,22671
2019-03-21,22659
2019-03-22,22663
2019-03-23,22611
2019-03-24,22574
2019-03-25,22588
2019-03-26,22623
2019-03-27,22488
2019-03-28,22589
2019-03-29,22553
2019-03-30,22606
2019-03-31,22617
2019-04-01,22568
2019-04-02,22351
2019-04-03,22556
