date_obj,Adamant%20platebody%20(h1) price
2019-04-11,62000
2019-04-11,59392
2019-04-12,56422
2019-04-13,53600
2019-04-14,50920
2019-04-15,48757
2019-04-16,46319
2019-04-17,44003
2019-04-18,41802
2019-04-19,39810
2019-04-20,37819
2019-04-21,36060
2019-04-22,34257
2019-04-23,32544
2019-04-24,30916
2019-04-25,29370
2019-04-26,27901
2019-04-27,26530
2019-04-28,25335
2019-04-29,24257
2019-04-30,23044
2019-05-01,21972
2019-05-02,21026
2019-05-03,19974
2019-05-04,18975
2019-05-05,18155
2019-05-06,17407
2019-05-07,16673
2019-05-08,15991
2019-05-09,15347
2019-05-10,14705
2019-05-11,14140
2019-05-12,13539
2019-05-13,12862
2019-05-14,12274
2019-05-15,12274
2019-05-16,11721
2019-05-17,11721
2019-05-18,11389
2019-05-19,11389
2019-05-20,10880
2019-05-21,10880
2019-05-22,10447
2019-05-23,10181
2019-05-24,10181
2019-05-25,9928
2019-05-26,9928
2019-05-27,9701
2019-05-28,9701
2019-05-29,9619
2019-05-30,9619
2019-05-31,9756
2019-06-01,9756
2019-06-02,9647
2019-06-03,9647
2019-06-04,9691
2019-06-05,9691
2019-06-06,9711
2019-06-07,9711
2019-06-08,9622
2019-06-09,9622
2019-06-10,9642
2019-06-11,9642
2019-06-12,9695
2019-06-13,9695
2019-06-14,9675
2019-06-15,9675
2019-06-16,9689
2019-06-17,9689
2019-06-18,9709
2019-06-19,9709
2019-06-20,9665
2019-06-21,9665
2019-06-22,9811
2019-06-23,9811
2019-06-24,9730
2019-06-25,9730
2019-06-26,9623
2019-06-27,9623
2019-06-28,9763
2019-06-29,9763
2019-06-30,9583
2019-07-01,9583
2019-07-02,9511
2019-07-03,9511
2019-07-04,9516
2019-07-05,9516
2019-07-06,9569
2019-07-07,9569
2019-07-08,9518
2019-07-09,9518
2019-07-10,9661
2019-07-11,9661
2019-07-12,9737
2019-07-13,9737
2019-07-14,9876
2019-07-15,9876
2019-07-16,9876
2019-07-17,9624
2019-07-18,9624
2019-07-19,9624
2019-07-20,9619
2019-07-21,9619
2019-07-22,9678
2019-07-23,9678
2019-07-24,9628
2019-07-25,9628
2019-07-26,9716
2019-07-27,9716
2019-07-28,9702
2019-07-29,9702
2019-07-30,9748
2019-07-31,9748
2019-08-01,9857
2019-08-02,9857
2019-08-03,9629
2019-08-04,9629
2019-08-05,9557
2019-08-06,9557
2019-08-07,9670
2019-08-08,9670
2019-08-09,9670
2019-08-10,9755
2019-08-11,9755
2019-08-12,9671
2019-08-13,9671
2019-08-14,9630
2019-08-15,9630
2019-08-16,9613
2019-08-17,9613
2019-08-18,9595
2019-08-19,9595
2019-08-20,9730
2019-08-21,9730
2019-08-22,9679
2019-08-23,9679
2019-08-24,9644
2019-08-24,9644
2019-08-25,9644
2019-08-25,9644
2019-08-26,9644
2019-08-26,9644
2019-08-27,9637
2019-08-27,9637
2019-08-28,9637
2019-08-29,9678
2019-08-30,9678
2019-08-31,9634
2019-09-01,9634
2019-09-02,9674
2019-09-03,9674
2019-09-04,9674
2019-09-05,9674
2019-09-06,9674
2019-09-07,9630
2019-09-08,9630
2019-09-09,9600
2019-09-10,9600
2019-09-11,9607
2019-09-12,9607
2019-09-13,9607
2019-09-14,9617
2019-09-15,9617
2019-09-16,9457
2019-09-17,9457
2019-09-18,9400
2019-09-19,9400
2019-09-20,9559
2019-09-21,9559
2019-09-22,9639
2019-09-23,9639
2019-09-24,9639
2019-09-25,9622
2019-09-26,9622
2019-09-27,9622
2019-09-28,9761
2019-09-29,9761
2019-09-30,9761
2019-10-01,9679
2019-10-02,9679
2019-10-03,9679
2019-10-04,9677
2019-10-05,9677
2019-10-06,9643
2019-10-07,9643
2019-10-08,9690
2019-10-09,9690
2019-10-10,9690
2019-10-11,9701
2019-10-12,9701
2019-10-13,9733
2019-10-14,9733
2019-10-15,9733
2019-10-16,9565
2019-10-17,9565
2019-10-18,9565
2019-10-19,9507
2019-10-20,9507
2019-10-21,9507
2019-10-22,9348
2019-10-23,9348
2019-10-24,9402
2019-10-25,9402
2019-10-26,9365
2019-10-27,9365
2019-10-28,9401
2019-10-29,9401
2019-10-30,9401
2019-10-31,9357
2019-11-01,9357
2019-11-02,9351
2019-11-03,9351
2019-11-04,9082
2019-11-05,9082
2019-11-06,9082
2019-11-07,9196
2019-11-08,9196
2019-11-09,9216
2019-11-10,9216
2019-11-11,9323
2019-11-12,9323
2019-11-13,9323
2019-11-14,9457
2019-11-15,9457
2019-11-16,9514
2019-11-17,9514
2019-11-18,9514
2019-11-19,9394
2019-11-20,9394
2019-11-21,9394
2019-11-22,9461
2019-11-23,9461
2019-11-24,9636
2019-11-25,9636
2019-11-26,9649
2019-11-27,9649
2019-11-28,9649
2019-11-29,9648
2019-11-30,9648
2019-12-01,9532
2019-12-02,9532
2019-12-03,9532
2019-12-04,9422
2019-12-05,9422
2019-12-06,9422
2019-12-07,9520
2019-12-08,9520
2019-12-09,9520
2019-12-10,9472
2019-12-11,9472
2019-12-12,9472
2019-12-13,9530
2019-12-14,9530
2019-12-15,9626
2019-12-16,9626
2019-12-17,9626
2019-12-18,9622
2019-12-19,9622
2019-12-20,9549
2019-12-21,9549
2019-12-22,9515
2019-12-23,9515
2019-12-24,9515
2019-12-25,9527
2019-12-26,9527
2019-12-27,9527
2019-12-28,9540
2019-12-29,9540
2019-12-30,9540
2019-12-31,9559
2020-01-01,9559
2020-01-02,9559
2020-01-03,9485
2020-01-04,9485
2020-01-05,9485
2020-01-06,9584
2020-01-07,9584
2020-01-08,9455
2020-01-09,9455
2020-01-10,9438
2020-01-11,9438
2020-01-12,9566
2020-01-13,9566
2020-01-14,9566
2020-01-15,9652
