date_obj,Zamorak%20godsword price
2015-06-25,3868081
2015-06-26,3868081
2015-06-27,3859036
2015-06-28,3859036
2015-06-29,3886124
2015-06-30,3886124
2015-07-01,3892551
2015-07-02,3892551
2015-07-03,3897490
2015-07-04,3897490
2015-07-05,3894096
2015-07-06,3894096
2015-07-07,3883721
2015-07-08,3883721
2015-07-09,3883721
2015-07-10,3880440
2015-07-11,3880440
2015-07-12,3880440
2015-07-13,3836496
2015-07-14,3836496
2015-07-15,3801369
2015-07-16,3801369
2015-07-17,3850023
2015-07-18,3850023
2015-07-19,3956991
2015-07-20,3956991
2015-07-21,3919832
2015-07-22,3919832
2015-07-23,3908121
2015-07-24,3891465
2015-07-25,3891465
2015-07-26,3919151
2015-07-27,3919151
2015-07-28,3992995
2015-07-29,3932794
2015-07-30,3932794
2015-07-31,3921192
2015-08-01,3921192
2015-08-02,3938602
2015-08-03,3938602
2015-08-04,3929370
2015-08-05,3915792
2015-08-06,3915792
2015-08-07,3880156
2015-08-08,3876473
2015-08-09,3875016
2015-08-10,3911677
2015-08-11,3828824
2015-08-12,3828824
2015-08-13,3800284
2015-08-14,3761467
2015-08-15,3761467
2015-08-16,3676978
2015-08-17,3670552
2015-08-18,3670552
2015-08-19,3698613
2015-08-20,3698613
2015-08-21,3660877
2015-08-22,3640099
2015-08-23,3640099
2015-08-24,3631471
2015-08-25,3631471
2015-08-26,3750361
2015-08-27,3625121
2015-08-28,3625121
2015-08-29,3611379
2015-08-30,3611379
2015-08-31,3626742
2015-09-01,3626742
2015-09-02,3595134
2015-09-03,3501801
2015-09-04,3399262
2015-09-05,3399262
2015-09-06,3301782
2015-09-07,3301782
2015-09-08,3261694
2015-09-09,3261694
2015-09-10,3298377
2015-09-11,3326946
2015-09-12,3326946
2015-09-13,3329385
2015-09-14,3329385
2015-09-15,3288081
2015-09-16,3288081
2015-09-17,3207931
2015-09-18,3207931
2015-09-19,3157305
2015-09-20,3157305
2015-09-21,3161606
2015-09-22,3167583
2015-09-23,3214072
2015-09-24,3214072
2015-09-25,3167353
2015-09-27,3177118
2015-09-28,3177118
2015-09-29,3097046
2015-09-30,3077823
2015-10-05,3202936
2015-10-06,3281949
2015-10-07,3281949
2015-10-08,3359547
2015-10-09,3396991
2015-10-10,3396991
2015-10-11,3513361
2015-10-12,3513361
2015-10-13,3431658
2015-10-14,3431658
2015-10-15,3312579
2015-10-16,3187480
2015-10-17,3187480
2015-10-18,3187697
2015-10-19,3246028
2015-10-20,3399199
2015-10-22,3714234
2015-10-23,3888319
2015-10-24,4058826
2015-10-25,4171671
2015-10-26,4171671
2015-10-27,4299030
2015-10-29,4428697
2015-10-30,4428697
2015-10-31,4216470
2015-11-01,4216470
2015-11-02,4041457
2015-11-03,4041457
2015-11-05,3840849
2015-11-06,3840849
2015-11-07,3648806
2015-11-08,3648806
2015-11-09,3532392
2015-11-10,3532392
2015-11-11,3622962
2015-11-12,3622962
2015-11-13,3526016
2015-11-14,3526016
2015-11-15,3349763
2015-11-16,3349763
2015-11-17,3243227
2015-11-18,3243227
2015-11-19,3088062
2015-11-20,3034071
2015-11-21,3034071
2015-11-22,3015227
2015-11-23,3015227
2015-11-24,3006657
2015-11-25,3109830
2015-11-26,3109830
2015-11-27,3222131
2015-11-28,3222131
2015-11-29,3125975
2015-11-30,3055575
2015-12-01,3055575
2015-12-02,2971653
2015-12-03,3006653
2015-12-04,3006653
2015-12-05,3017268
2015-12-06,3018937
2015-12-07,3018937
2015-12-08,3019114
2015-12-09,3012469
2015-12-10,3012469
2015-12-11,2978186
2015-12-13,2962876
2015-12-14,2962876
2015-12-15,2967670
2015-12-16,2963303
2015-12-17,2963303
2015-12-18,3032462
2015-12-19,3169138
2015-12-20,3208576
2015-12-21,3208576
2015-12-22,3226323
2015-12-23,3230646
2015-12-24,3230646
2015-12-25,3197318
2015-12-26,3174877
2015-12-27,3165029
2015-12-28,3183609
2015-12-29,3157143
2015-12-30,3129429
2015-12-31,3109247
2016-01-01,3120446
2016-01-02,3102606
2016-01-03,3131870
2016-01-04,3124589
2016-01-05,3080648
2016-01-06,3080499
2016-01-07,3069577
2016-01-08,3076816
2016-01-09,3060135
2016-01-10,3051759
2016-01-11,3019892
2016-01-12,3035243
2016-01-13,3127231
2016-01-14,3120211
2016-01-15,3203112
2016-01-16,3214585
2016-01-17,3247156
2016-01-18,3235619
2016-01-19,3227017
2016-01-20,3181870
2016-01-21,3077578
2016-01-22,2984311
2016-01-23,2938540
2016-01-24,2908596
2016-01-25,2878175
2016-01-26,2832791
2016-01-27,2817801
2016-01-28,2817801
2016-01-29,2872136
2016-01-30,2872136
2016-01-31,2880690
2016-02-01,2856133
2016-02-02,2864687
2016-02-03,2853144
2016-02-04,2870941
2016-02-05,2851907
2016-02-06,2834218
2016-02-07,2821391
2016-02-08,2793778
2016-02-09,2833037
2016-02-10,2840419
2016-02-11,2842703
2016-02-12,2868695
2016-02-13,2911809
2016-02-14,2911809
2016-02-15,2952710
2016-02-16,2952394
2016-02-17,2932266
2016-02-18,2932266
2016-02-19,2901375
2016-02-20,2898075
2016-02-21,2873462
2016-02-22,2873462
2016-02-23,2859281
2016-02-24,2838536
2016-02-25,2821635
2016-02-26,2821635
2016-02-27,2838955
2016-02-28,2785182
2016-02-29,2753053
2016-03-01,2739768
2016-03-02,2730089
2016-03-03,2718546
2016-03-04,2711896
2016-03-05,2712217
2016-03-06,2699478
2016-03-07,2699278
2016-03-08,2684716
2016-03-09,2707553
2016-03-10,2711663
2016-03-11,2697041
2016-03-12,2700371
2016-03-13,2699694
2016-03-14,2665492
2016-03-15,2640656
2016-03-16,2675918
2016-03-17,2779615
2016-03-18,2883061
2016-03-19,2880547
2016-03-20,2762186
2016-03-21,2645965
2016-03-22,2530027
2016-03-23,2511860
2016-03-24,2558363
2016-03-25,2565000
2016-03-26,2563845
2016-03-27,2554301
2016-03-28,2522312
2016-03-29,2474347
2016-03-30,2474347
2016-03-31,2406631
2016-04-01,2296536
2016-04-02,2333783
2016-04-03,2441643
2016-04-04,2423309
2016-04-05,2370256
2016-04-06,2354260
2016-04-07,2345241
2016-04-08,2321554
2016-04-09,2329312
2016-04-10,2373144
2016-04-11,2373144
2016-04-12,2370671
2016-04-13,2362336
2016-04-14,2359951
2016-04-15,2343021
2016-04-16,2414143
2016-04-17,2454340
2016-04-18,2396396
2016-04-19,2441518
2016-04-20,2532471
2016-04-21,2589372
2016-04-22,2589372
2016-04-23,2703494
2016-04-24,2685535
2016-04-25,2786201
2016-04-26,2925512
2016-04-27,3064838
2016-04-28,3214159
2016-04-29,3327942
2016-04-30,3329056
2016-05-01,3301294
2016-05-02,3201340
2016-05-03,3166250
2016-05-04,3119445
2016-05-05,3083721
2016-05-06,3083721
2016-05-07,3029760
2016-05-08,2988171
2016-05-09,2923755
2016-05-10,2778514
2016-05-11,2766835
2016-05-12,2699000
2016-05-13,2646026
2016-05-14,2657539
2016-05-15,2776262
2016-05-16,2807218
2016-05-17,2791141
2016-05-18,2778501
2016-05-19,2741448
2016-05-22,2683003
2016-05-23,2667567
2016-05-24,2641862
2016-05-25,2633806
2016-05-26,2634081
2016-05-27,2707182
2016-05-28,2817263
2016-05-29,2950019
2016-05-30,2950846
2016-05-31,2873368
2016-06-01,2885595
2016-06-02,2890925
2016-06-03,3017258
2016-06-04,3037469
2016-06-05,3079785
2016-06-06,3056389
2016-06-07,3032446
2016-06-08,2976280
2016-06-09,2924189
2016-06-10,2953409
2016-06-11,2972485
2016-06-12,2986698
2016-06-13,2968617
2016-06-14,2931591
2016-06-15,2930147
2016-06-16,2924910
2016-06-17,2882915
2016-06-18,2819987
2016-06-19,2795814
2016-06-20,2744764
2016-06-21,2724047
2016-06-22,2693761
2016-06-23,2724092
2016-06-24,2688894
2016-06-25,2639033
2016-06-26,2603336
2016-06-27,2563695
2016-06-28,2561023
2016-06-29,2572949
2016-06-30,2586096
2016-07-01,2590383
2016-07-02,2614106
2016-07-03,2626754
2016-07-04,2645420
2016-07-05,2775564
2016-07-06,2901827
2016-07-07,2940759
2016-07-08,2894983
2016-07-09,3035984
2016-07-10,3139030
2016-07-11,3046229
2016-07-12,3034964
2016-07-13,2960230
2016-07-14,2962091
2016-07-15,2979072
2016-07-16,3068056
2016-07-17,3195694
2016-07-18,3315013
2016-07-24,3650841
2016-07-25,3545958
2016-07-26,3434567
2016-07-27,3269939
2016-07-28,3282375
2016-07-29,3370196
2016-07-30,3505291
2016-07-31,3505291
2016-08-01,3560673
2016-08-02,3628095
2016-08-03,3726822
2016-08-04,3669152
2016-08-05,3658618
2016-08-06,3615688
2016-08-07,3477701
2016-08-08,3411970
2016-08-09,3418584
2016-08-10,3370081
2016-08-11,3388923
2016-08-12,3407284
2016-08-13,3517743
2016-08-14,3692789
2016-08-15,3731486
2016-08-16,3907652
2016-08-17,4071601
2016-08-18,3983774
2016-08-19,3953036
2016-08-20,3872315
2016-08-21,3812007
2016-08-22,3695608
2016-08-23,3521804
2016-08-24,3392046
2016-08-25,3222443
2016-08-26,3222443
2016-08-28,3067301
2016-08-31,3090326
2016-09-01,3029779
2016-09-02,3029779
2016-09-03,3018084
2016-09-04,3112607
2016-09-05,3219451
2016-09-06,3189992
2016-09-07,3171440
2016-09-08,3171440
2016-09-09,3142655
2016-09-10,3080325
2016-09-11,3080325
2016-09-12,3073032
2016-09-13,2985615
2016-09-14,2985615
2016-09-15,3028879
2016-09-16,3028879
2016-09-17,3076320
2016-09-18,3140762
2016-09-19,3116662
2016-09-20,3116662
2016-09-21,3030972
2016-09-22,3060284
2016-09-23,3043818
2016-09-24,3043818
2016-09-25,3049015
2016-09-26,3049015
2016-09-27,2970819
2016-09-28,2974150
2016-09-29,2974150
2016-09-30,2991510
2016-10-01,2959138
2016-10-02,2959138
2016-10-03,2949549
2016-10-04,2951136
2016-10-05,2997818
2016-10-06,3009317
2016-10-07,3009317
2016-10-08,3043424
2016-10-09,3043424
2016-10-10,3104142
2016-10-11,3045978
2016-10-12,3045978
2016-10-13,3015442
2016-10-14,3025223
2016-10-15,3095978
2016-10-16,3075401
2016-10-17,3046510
2016-10-18,3049456
2016-10-19,3016232
2016-10-20,3023391
2016-10-21,3085898
2016-10-22,3085898
2016-10-23,3123536
2016-10-24,3057799
2016-10-25,3057799
2016-10-26,3061529
2016-10-27,3213921
2016-10-28,3374618
2016-10-29,3478697
2016-10-30,3555650
2016-10-31,3544174
2016-11-01,3544174
2016-11-02,3547603
2016-11-03,3486899
2016-11-04,3457660
2016-11-05,3457660
2016-11-06,3512522
2016-11-07,3655636
2016-11-08,3622322
2016-11-09,3502258
2016-11-10,3380234
2016-11-11,3286747
2016-11-12,3313559
2016-11-13,3354426
2016-11-14,3288947
2016-12-08,3106635
2016-12-09,3103452
2016-12-10,3186249
2016-12-11,3222875
2016-12-12,3277811
2016-12-13,3344646
2016-12-14,3384548
2016-12-15,3384548
2016-12-16,3435319
2016-12-17,3419508
2016-12-18,3434310
2016-12-19,3531334
2016-12-20,3597890
2016-12-21,3567192
2016-12-22,3663244
2016-12-23,3679898
2016-12-24,3686219
2016-12-25,3662414
2016-12-26,3742112
2016-12-27,3919976
2016-12-28,4107261
2016-12-29,4207921
2016-12-30,4417873
2016-12-31,4433186
2017-01-01,4369713
2017-01-02,4350411
2017-01-03,4143197
2017-01-04,3944135
2017-01-05,3746928
2017-01-06,3559581
2017-01-07,3599784
2017-01-08,3420385
2017-01-09,3265320
2017-01-10,3105867
2017-01-11,3137997
2017-01-12,3082970
2017-01-13,3198076
2017-01-14,3241747
2017-01-15,3351412
2017-01-16,3409965
2017-01-17,3498684
2017-01-18,3592782
2017-01-19,3446582
2017-01-20,3399838
2017-01-21,3354091
2017-01-22,3315797
2017-01-27,2924385
2017-01-28,2916081
2017-01-29,2973083
2017-01-30,3048272
2017-01-31,3076217
2017-02-01,3075080
2017-02-02,3027769
2017-02-03,2999735
2017-02-04,2970510
2017-02-05,2972426
2017-02-06,3047287
2017-02-07,3015962
2017-02-08,2960577
2017-02-09,2960577
2017-02-10,2959067
2017-02-11,2979795
2017-02-12,3018475
2017-02-13,2995950
2017-02-14,2998906
2017-02-15,2999640
2017-02-16,2959697
2017-02-18,3002575
2017-02-19,3032206
2017-02-20,3056613
2017-02-21,3012114
2017-02-22,3012114
2017-02-23,2919235
2017-02-24,2885495
2017-02-25,2873811
2017-02-26,2901934
2017-02-27,2925939
2017-02-28,2914589
2017-03-01,2912005
2017-03-02,2949019
2017-03-03,3012594
2017-03-04,3051303
2017-03-05,3034444
2017-03-06,3015919
2017-03-07,3003699
2017-03-08,3008003
2017-03-09,2998463
2017-03-10,3004009
2017-03-11,3002146
2017-03-12,3028236
2017-03-13,3089596
2017-03-14,3219821
2017-03-15,3198483
2017-03-16,3161227
2017-03-17,3121392
2017-03-18,3128594
2017-03-19,3099103
2017-03-20,3008208
2017-03-21,2954347
2017-03-22,2926246
2017-03-23,2925517
2017-03-24,2979742
2017-03-25,2979742
2017-03-26,2992551
2017-03-27,3006778
2017-03-28,3122880
2017-03-29,3155778
2017-03-30,3215677
2017-03-31,3306957
2017-04-01,3471854
2017-04-02,3551755
2017-04-03,3501052
2017-04-04,3489166
2017-04-12,3638424
2017-04-13,3782380
2017-04-14,3963166
2017-04-15,4011339
2017-04-16,4121283
2017-04-17,4180966
2017-04-18,4199982
2017-04-19,4156939
2017-04-20,4099328
2017-04-21,3983931
2017-04-22,3897287
2017-04-23,3741147
2017-04-24,3689291
2017-04-25,3642326
2017-04-26,3642326
2017-04-27,3673395
2017-04-28,3626359
2017-04-29,3625001
2017-04-30,3766303
2017-05-01,3916784
2017-05-02,3932705
2017-05-03,3856777
2017-05-04,3807087
2017-05-05,3799475
2017-05-06,3798235
2017-05-07,3781799
2017-05-08,3818768
2017-05-09,3777790
2017-05-10,3737493
2017-05-11,3739003
2017-05-12,3836522
2017-05-13,3836613
2017-05-14,4012970
2017-05-15,3975732
2017-05-16,3949469
2017-05-17,3916811
2017-05-18,3864442
2017-05-19,3864442
2017-05-20,3931779
2017-05-21,3931779
2017-05-22,3932065
2017-05-23,3852856
2017-05-24,3697897
2017-05-25,3530058
2017-05-26,3359130
2017-05-27,3252903
2017-05-28,3395006
2017-05-29,3265617
2017-05-30,3240146
2017-05-31,3364882
2017-06-01,3265670
2017-06-02,3311111
2017-06-03,3325147
2017-06-06,3361922
2017-06-07,3438619
2017-06-08,3438619
2017-06-09,3610342
2017-06-10,3669223
2017-06-11,3711981
2017-06-12,3526859
2017-06-13,3426819
2017-06-14,3406079
2017-06-15,3362656
2017-06-16,3417736
2017-06-17,3451562
2017-06-18,3446307
2017-06-19,3446307
2017-06-20,3413233
2017-06-21,3405916
2017-06-22,3405916
2017-06-23,3393128
2017-06-24,3402343
2017-06-25,3420266
2017-06-26,3429611
2017-06-27,3426478
2017-06-28,3414438
2017-06-29,3471480
2017-06-30,3561459
2017-07-01,3561459
2017-07-02,3495674
2017-07-03,3389433
2017-07-04,3257939
2017-07-05,3257939
2017-07-06,3263356
2017-07-07,3263356
2017-07-08,3282254
2017-07-13,3220847
2017-07-14,3237700
2017-07-15,3258891
2017-07-16,3343616
2017-07-17,3466090
2017-07-18,3554739
2017-07-19,3588270
2017-07-20,3746937
2017-07-21,3773827
2017-07-22,3665782
2017-07-23,3684312
2017-07-24,3684312
2017-07-25,3650137
2017-07-26,3633115
2017-07-27,3600667
2017-07-28,3582455
2017-07-29,3582090
2017-07-30,3554438
2017-07-31,3554438
2017-08-01,3530658
2017-08-02,3483033
2017-08-03,3360472
2017-08-04,3360472
2017-08-05,3314077
2017-08-06,3375184
2017-08-09,3400543
2017-08-10,3351880
2017-08-11,3377063
2017-08-12,3385158
2017-08-13,3348380
2017-08-14,3318408
2017-08-15,3301409
2017-08-16,3301430
2017-08-17,3320707
2017-08-18,3320707
2017-08-19,3329571
2017-08-20,3368525
2017-08-21,3423938
2017-08-22,3366661
2017-08-23,3355699
2017-08-24,3290467
2017-08-25,3206235
2017-08-26,3176872
2017-08-27,3283825
2017-08-28,3318090
2017-08-29,3318090
2017-08-30,3279004
2017-08-31,3279004
2017-09-01,3219128
2017-09-02,3220661
2017-09-03,3220661
2017-09-04,3286685
2017-09-05,3279003
2017-09-06,3265209
2017-09-07,3182963
2017-09-08,3182963
2017-09-09,3121074
2017-09-10,3074872
2017-09-11,3042839
2017-09-12,3042839
2017-09-13,3049445
2017-09-14,3099223
2017-09-15,3099223
2017-09-16,3108569
2017-09-17,3150949
2017-09-18,3100246
2017-09-19,3100246
2017-09-20,3073084
2017-09-21,3073084
2017-09-22,3062481
2017-09-23,3062481
2017-09-24,3073253
2017-09-25,3039492
2017-09-26,3056900
2017-09-27,3056900
2017-09-28,3025099
2017-09-29,3027255
2017-09-30,3019734
2017-10-01,3136691
2017-10-02,3088383
2017-10-03,3088383
2017-10-04,3159052
2017-10-05,3300576
2017-10-06,3465605
2017-10-07,3638886
2017-10-08,3792974
2017-10-09,3857616
2017-10-10,3994738
2017-10-11,3994738
2017-10-12,4153967
2017-10-13,4054153
2017-10-14,4076002
2017-10-15,4076002
2017-10-16,4024085
2017-10-17,4024085
2017-10-18,3996418
2017-10-19,4030608
2017-10-20,4160567
2017-10-21,4321723
2017-10-22,4474467
2017-10-23,4472608
2017-10-24,4433617
2017-10-25,4612439
2017-10-26,4803392
2017-10-27,4969632
2017-10-28,4969632
2017-10-29,5036026
2017-10-30,4863244
2017-10-31,4631501
2017-11-01,4631501
2017-11-02,4400477
2017-11-03,4201756
2017-11-04,4033229
2017-11-05,3873151
2017-11-06,3721473
2017-11-07,3541108
2017-11-08,3614934
2017-11-09,3751716
2017-11-10,3820020
2017-11-11,3845759
2017-11-12,3763178
2017-11-13,3668863
2017-11-14,3573568
2017-11-15,3557841
2017-11-16,3627134
2017-11-17,3714407
2017-11-18,3673067
2017-11-19,3596701
2017-11-20,3472393
2017-11-21,3338434
2017-11-22,3305251
2017-11-23,3460230
2017-11-24,3633242
2017-11-25,3814905
2017-11-26,4005651
2017-11-27,4205934
2017-11-28,4416231
2017-11-29,4637043
2017-11-30,4868896
2017-12-01,5112341
2017-12-02,5367959
2017-12-03,5577492
2017-12-04,5657258
2017-12-05,5680781
2017-12-06,5451643
2017-12-07,5179092
2017-12-08,4964838
2017-12-09,4842846
2017-12-10,4639495
2017-12-11,4554937
2017-12-12,4530444
2017-12-13,4492454
2017-12-14,4434508
2017-12-15,4348692
2017-12-16,4305759
2017-12-17,4295493
2017-12-18,4271255
2017-12-19,4249262
2017-12-20,4229153
2017-12-21,4361373
2017-12-22,4432280
2017-12-23,4511350
2017-12-24,4491231
2017-12-25,4488722
2017-12-26,4480863
2017-12-27,4444852
2017-12-28,4424183
2017-12-29,4434507
2017-12-30,4408732
2017-12-31,4373629
2018-01-01,4331947
2018-01-02,4282720
2018-01-03,4151125
2018-01-04,3945639
2018-01-05,3884663
2018-01-06,3990288
2018-01-07,4156804
2018-01-08,4243144
2018-01-09,4427053
2018-01-10,4531565
2018-01-11,4458454
2018-01-12,4494492
2018-01-13,4709210
2018-01-14,4591146
2018-01-15,4562604
2018-01-16,4465904
2018-01-17,4369816
2018-01-18,4400228
2018-01-19,4397279
2018-01-20,4414487
2018-01-21,4445826
2018-01-22,4445996
2018-01-23,4461967
2018-01-24,4662709
2018-01-25,4716355
2018-01-26,4732636
2018-01-27,4931379
2018-01-28,5159814
2018-01-29,5140203
2018-01-30,5272454
2018-02-01,5218675
2018-02-02,5043585
2018-02-03,4935730
2018-02-04,4909009
2018-02-05,4841031
2018-02-06,4833630
2018-02-07,5035081
2018-02-08,5276149
2018-02-09,5539862
2018-02-10,5816856
2018-02-11,6107699
2018-02-12,6413084
2018-02-13,6733739
2018-02-14,7064534
2018-02-15,7412273
2018-02-16,7355401
2018-02-17,7272809
2018-02-18,7371945
2018-02-19,7252566
2018-02-20,7046821
2018-02-21,6694479
2018-02-22,6359755
2018-02-23,6041767
2018-02-24,5739678
2018-02-25,5452937
2018-02-26,5180290
2018-02-27,4921275
2018-02-28,5107033
2018-03-01,5362385
2018-03-02,5402280
2018-03-03,5302565
2018-03-04,5226096
2018-03-05,5148841
2018-03-06,5071091
2018-03-07,5109920
2018-03-08,5085073
2018-03-09,5006013
2018-03-10,4974605
2018-03-11,4956417
2018-03-12,4905647
2018-03-13,4847022
2018-03-14,4726517
2018-03-15,4609747
2018-03-16,4575425
2018-03-17,4559446
2018-03-18,4753742
2018-03-20,5034118
2018-03-21,4856582
2018-03-23,4702858
2018-03-24,4673765
2018-03-26,4828711
2018-03-27,5070047
2018-03-28,5304766
2018-03-29,5439425
2018-03-30,5616325
2018-03-31,5765398
2018-04-01,5789522
2018-04-02,5629770
2018-04-03,5392636
2018-04-04,5430196
2018-04-05,5392771
2018-04-06,5369003
2018-04-08,5310636
2018-04-09,5281860
2018-04-10,5248844
2018-04-11,5143611
2018-04-12,5133452
2018-04-13,5198781
2018-04-14,5193178
2018-04-16,5138628
2018-04-17,5113023
2018-04-18,5156292
2018-04-19,5223553
2018-04-20,5388476
2018-04-21,5556820
2018-04-22,5376150
2018-04-23,5424454
2018-04-24,5589805
2018-04-25,5414218
2018-04-26,5393019
2018-04-27,5303019
2018-04-28,5162462
2018-04-29,5075482
2018-04-30,5132361
2018-05-02,5132929
2018-05-03,5143766
2018-05-04,5124751
2018-05-05,5096996
2018-05-06,5096219
2018-05-08,5164214
2018-05-09,5243178
2018-05-10,5205311
2018-05-11,5171552
2018-05-12,5214056
2018-05-13,5253115
2018-05-14,5318101
2018-05-15,5389589
2018-05-16,5392973
2018-05-17,5480197
2018-05-18,5466045
2018-05-19,5487120
2018-05-20,5492378
2018-05-21,5501809
2018-05-22,5503760
2018-05-23,5493700
2018-05-24,5485045
2018-05-25,5445064
2018-05-26,5478493
2018-05-27,5404779
2018-05-28,5412582
2018-05-29,5378380
2018-05-30,5366132
2018-05-31,5380552
2018-06-01,5351434
2018-06-02,5302491
2018-06-03,5293798
2018-06-04,5263055
2018-06-05,5230952
2018-06-06,5106207
2018-06-07,4866344
2018-06-08,4749260
2018-06-09,4686569
2018-06-10,4585184
2018-06-11,4440626
2018-06-12,4219342
2018-06-13,4098065
2018-06-14,4098910
2018-06-15,4189507
2018-06-16,4256489
2018-06-17,4286550
2018-06-18,4341056
2018-06-19,4274401
2018-06-20,4310061
2018-06-21,4370282
2018-06-22,4325417
2018-06-23,4315788
2018-06-24,4311971
2018-06-25,4319785
2018-06-26,4430666
2018-06-27,4577907
2018-06-28,4806285
2018-06-29,5011554
2018-06-30,5051035
2018-07-01,5032498
2018-07-02,4800538
2018-07-03,4683904
2018-07-04,4727674
2018-07-05,4845756
2018-07-06,4775118
2018-07-07,4924094
2018-07-08,5078887
2018-07-09,5240022
2018-07-10,5268536
2018-07-11,5290914
2018-07-12,5211195
2018-07-13,5128522
2018-07-14,5031933
2018-07-15,4992331
2018-07-16,5023271
2018-07-17,5148876
2018-07-18,5390872
2018-07-19,5405635
2018-07-20,5346693
2018-07-21,5316517
2018-07-22,5576689
2018-07-23,5738800
2018-07-24,5932625
2018-07-25,6021375
2018-07-26,5902097
2018-07-27,5606992
2018-07-28,5326642
2018-07-29,5232174
2018-07-30,5123132
2018-07-31,5092842
2018-08-01,5038508
2018-08-02,4925002
2018-08-03,4878682
2018-08-04,4867454
2018-08-05,4835290
2018-08-06,4867504
2018-08-07,4841363
2018-08-08,4763668
2018-08-09,4711095
2018-08-10,4632906
2018-08-11,4656366
2018-08-12,4646012
2018-08-14,4480912
2018-08-16,4468677
2018-08-17,4516979
2018-08-18,4506818
2018-08-19,4650304
2018-08-20,4834031
2018-08-21,4855286
2018-08-22,4823288
2018-08-23,4817144
2018-08-24,4827356
2018-08-25,4873040
2018-08-26,4989077
2018-08-27,5064007
2018-08-28,5136453
2018-08-29,5165088
2018-08-30,5223025
2018-08-31,5138029
2018-09-01,5111217
2018-09-02,5076756
2018-09-03,4988207
2018-09-04,4942761
2018-09-05,4933584
2018-09-06,4906252
2018-09-07,4795382
2018-09-08,4686416
2018-09-09,4672003
2018-09-10,4697096
2018-09-11,4756893
2018-09-12,4909634
2018-09-13,4969204
2018-09-14,5093570
2018-09-15,4987961
2018-09-16,4950127
2018-09-17,4861081
2018-09-18,4662260
2018-09-19,4611669
2018-09-20,4550468
2018-09-21,4505652
2018-09-22,4548721
2018-09-23,4546457
2018-09-24,4510600
2018-09-25,4491932
2018-09-26,4507833
2018-09-27,4571549
2018-09-28,4507000
2018-09-29,4462039
2018-09-30,4453498
2018-10-02,4395446
2018-10-03,4390691
2018-10-04,4411409
2018-10-05,4439222
2018-10-06,4415078
2018-10-07,4414299
2018-10-08,4399394
2018-10-09,4375329
2018-10-10,4380873
2018-10-11,4396097
2018-10-12,4429438
2018-10-13,4407548
2018-10-14,4444652
2018-10-15,4445070
2018-10-16,4629510
2018-10-17,4705878
2018-10-18,4889874
2018-10-19,4793744
2018-10-20,4803777
2018-10-21,4840587
2018-10-22,4842407
2018-10-23,4854115
2018-10-24,4995214
2018-10-25,5010634
2018-10-26,5025781
2018-10-27,5165728
2018-10-28,5239253
2018-10-29,5294649
2018-10-30,5246714
2018-10-31,5205750
2018-11-01,5126414
2018-11-03,5043597
2018-11-04,5049853
2018-11-05,5015763
2018-11-06,4972230
2018-11-07,4938283
2018-11-08,4854817
2018-11-09,4848868
2018-11-10,4879042
2018-11-11,4878152
2018-11-12,4988027
2018-11-13,4945115
2018-11-14,4982606
2018-11-15,4939909
2018-11-16,5003305
2018-11-17,5108291
2018-11-18,5118070
2018-11-19,5178725
2018-11-20,5142933
2018-11-21,5103382
2018-11-22,5020600
2018-11-23,4932522
2018-11-24,4785576
2018-11-25,4814575
2018-11-26,4799401
2018-11-27,4920964
