date_obj,Diamond price
2015-03-26,2196
2015-03-27,2196
2015-03-28,2180
2015-03-29,2215
2015-03-30,2270
2015-03-31,2289
2015-04-01,2266
2015-04-02,2229
2015-04-03,2204
2015-04-04,2250
2015-04-05,2282
2015-04-06,2197
2015-04-07,2132
2015-04-08,2078
2015-04-09,2120
2015-04-10,2143
2015-04-11,2091
2015-04-12,2070
2015-04-13,2005
2015-04-14,2058
2015-04-15,2073
2015-04-16,2097
2015-04-17,2135
2015-04-18,2147
2015-04-19,2095
2015-04-20,2063
2015-04-21,2059
2015-04-22,2071
2015-04-23,2109
2015-04-24,2129
2015-04-25,2135
2015-04-26,2171
2015-04-27,2182
2015-04-28,2179
2015-04-29,2189
2015-04-30,2189
2015-05-01,2200
2015-05-02,2184
2015-05-03,2224
2015-05-04,2188
2015-05-05,2209
2015-05-06,2251
2015-05-07,2282
2015-05-08,2311
2015-05-09,2344
2015-05-10,2262
2015-05-11,2256
2015-05-12,2326
2015-05-13,2346
2015-05-14,2340
2015-05-15,2329
2015-05-16,2356
2015-05-17,2374
2015-05-18,2331
2015-05-19,2297
2015-05-20,2314
2015-05-21,2264
2015-05-22,2278
2015-05-23,2260
2015-05-24,2209
2015-05-25,2254
2015-05-26,2238
2015-05-27,2242
2015-05-28,2243
2015-05-29,2256
2015-05-30,2292
2015-05-31,2342
2015-06-01,2309
2015-06-02,2331
2015-06-03,2322
2015-06-04,2271
2015-06-05,2286
2015-06-06,2259
2015-06-07,2230
2015-06-08,2231
2015-06-09,2262
2015-06-10,2285
2015-06-11,2328
2015-06-12,2345
2015-06-13,2351
2015-06-14,2245
2015-06-15,2209
2015-06-16,2234
2015-06-17,2282
2015-06-18,2291
2015-06-19,2305
2015-06-20,2261
2015-06-21,2157
2015-06-22,2152
2015-06-23,2163
2015-06-24,2164
2015-06-25,2211
2015-06-26,2202
2015-06-27,2126
2015-06-28,2125
2015-06-29,2139
2015-06-30,2189
2015-07-01,2165
2015-07-02,2143
2015-07-03,2090
2015-07-04,2083
2015-07-05,2107
2015-07-06,2066
2015-07-07,2071
2015-07-08,2081
2015-07-09,2111
2015-07-10,2078
2015-07-11,2059
2015-07-12,2079
2015-07-13,2079
2015-07-14,2082
2015-07-15,2121
2015-07-16,2124
2015-07-17,2081
2015-07-18,2060
2015-07-19,2028
2015-07-20,2040
2015-07-21,2067
2015-07-22,2035
2015-07-23,2018
2015-07-24,2008
2015-07-25,1983
2015-07-26,1988
2015-07-27,2049
2015-07-28,2085
2015-07-29,2098
2015-07-30,2100
2015-07-31,2121
2015-08-01,2171
2015-08-02,2117
2015-08-03,2069
2015-08-04,2091
2015-08-05,2123
2015-08-06,2168
2015-08-07,2185
2015-08-08,2144
2015-08-09,2119
2015-08-10,2200
2015-08-11,2193
2015-08-12,2282
2015-08-13,2240
2015-08-14,2202
2015-08-15,2265
2015-08-16,2292
2015-08-17,2382
2015-08-18,2458
2015-08-19,2484
2015-08-20,2503
2015-08-21,2447
2015-08-22,2400
2015-08-23,2488
2015-08-24,2467
2015-08-25,2467
2015-08-26,2401
2015-08-27,2328
2015-08-28,2259
2015-08-29,2148
2015-08-30,2092
2015-08-31,2105
2015-09-01,2166
2015-09-02,2166
2015-09-03,2130
2015-09-04,2104
2015-09-05,2104
2015-09-06,2099
2015-09-07,2083
2015-09-08,2107
2015-09-09,2103
2015-09-10,2100
2015-09-11,2137
2015-09-12,2161
2015-09-13,2170
2015-09-14,2197
2015-09-15,2201
2015-09-16,2201
2015-09-17,2209
2015-09-18,2193
2015-09-19,2210
2015-09-20,2176
2015-09-21,2142
2015-09-22,2109
2015-09-23,2120
2015-09-24,2120
2015-09-25,2188
2015-09-27,2172
2015-09-28,2179
2015-09-29,2178
2015-09-30,2258
2015-10-05,2162
2015-10-06,2187
2015-10-07,2182
2015-10-08,2216
2015-10-09,2219
2015-10-10,2219
2015-10-11,2180
2015-10-12,2157
2015-10-13,2157
2015-10-14,2132
2015-10-15,2106
2015-10-16,2140
2015-10-17,2140
2015-10-18,2134
2015-10-19,2124
2015-10-20,2073
2015-10-22,2118
2015-10-23,2104
2015-10-24,2135
2015-10-25,2154
2015-10-26,2109
2015-10-27,2109
2015-10-29,2042
2015-10-30,2019
2015-10-31,2020
2015-11-01,2020
2015-11-02,2054
2015-11-03,2025
2015-11-04,2014
2015-11-05,2001
2015-11-06,2001
2015-11-07,1973
2015-11-08,1973
2015-11-09,1977
2015-11-10,2007
2015-11-11,2021
2015-11-12,1990
2015-11-13,2008
2015-11-14,1987
2015-11-15,1995
2015-11-16,2003
2015-11-17,2022
2015-11-18,2040
2015-11-19,2058
2015-11-20,2048
2015-11-21,2048
2015-11-22,2048
2015-11-23,2048
2015-11-24,2058
2015-11-25,2052
2015-11-26,2052
2015-11-27,2104
2015-11-28,2121
2015-11-29,2128
2015-11-30,2150
2015-12-01,2173
2015-12-02,2150
2015-12-03,2109
2015-12-04,2109
2015-12-05,2139
2015-12-06,2170
2015-12-07,2161
2015-12-08,2129
2015-12-09,2108
2015-12-10,2164
2015-12-11,2167
2015-12-12,2204
2015-12-13,2206
2015-12-14,2206
2015-12-15,2139
2015-12-16,2123
2015-12-17,2097
2015-12-18,2108
2015-12-19,2105
2015-12-20,2075
2015-12-21,2110
2015-12-22,2093
2015-12-23,2064
2015-12-24,2121
2015-12-25,2174
2015-12-26,2190
2015-12-27,2217
2015-12-28,2129
2015-12-29,2088
2015-12-30,2135
2015-12-31,2102
2016-01-01,2125
2016-01-02,2185
2016-01-03,2185
2016-01-04,2223
2016-01-05,2220
2016-01-06,2239
2016-01-07,2236
2016-01-08,2241
2016-01-09,2287
2016-01-10,2264
2016-01-11,2296
2016-01-12,2324
2016-01-13,2337
2016-01-14,2355
2016-01-15,2367
2016-01-16,2321
2016-01-17,2310
2016-01-18,2278
2016-01-19,2215
2016-01-20,2205
2016-01-21,2275
2016-01-22,2207
2016-01-23,2129
2016-01-24,2091
2016-01-25,2064
2016-01-26,2073
2016-01-27,2066
2016-01-28,2066
2016-01-29,2062
2016-01-30,2062
2016-01-31,2104
2016-02-01,2107
2016-02-02,2098
2016-02-03,2080
2016-02-04,2086
2016-02-05,2135
2016-02-06,2149
2016-02-07,2143
2016-02-08,2164
2016-02-09,2228
2016-02-10,2223
2016-02-11,2190
2016-02-12,2188
2016-02-13,2242
2016-02-14,2272
2016-02-15,2253
2016-02-16,2244
2016-02-17,2142
2016-02-18,2126
2016-02-19,2094
2016-02-20,2084
2016-02-21,2093
2016-02-22,2093
2016-02-23,2060
2016-02-24,2040
2016-02-25,2051
2016-02-26,2051
2016-02-27,2035
2016-02-28,1996
2016-02-29,2010
2016-03-01,1990
2016-03-02,2031
2016-03-03,2007
2016-03-04,2032
2016-03-05,2038
2016-03-06,2058
2016-03-07,2047
2016-03-08,2045
2016-03-09,2055
2016-03-10,2064
2016-03-11,2078
2016-03-12,2085
2016-03-13,2072
2016-03-14,2028
2016-03-15,2059
2016-03-16,2060
2016-03-17,2058
2016-03-18,2036
2016-03-19,1991
2016-03-20,1980
2016-03-21,1973
2016-03-22,2013
2016-03-23,2045
2016-03-24,2073
2016-03-25,2067
2016-03-26,2046
2016-03-27,2068
2016-03-28,2046
2016-03-29,2036
2016-03-30,2036
2016-03-31,2028
2016-04-01,2038
2016-04-02,2050
2016-04-03,2041
2016-04-04,2022
2016-04-05,2033
2016-04-06,1996
2016-04-07,1934
2016-04-08,1966
2016-04-09,1964
2016-04-10,1985
2016-04-11,1985
2016-04-12,2008
2016-04-13,2042
2016-04-14,2044
2016-04-15,2034
2016-04-16,2034
2016-04-17,2040
2016-04-18,2038
2016-04-19,2026
2016-04-20,2063
2016-04-21,2072
2016-04-22,2057
2016-04-23,2049
2016-04-24,2025
2016-04-25,2045
2016-04-26,2058
2016-04-27,2041
2016-04-28,2031
2016-04-29,2041
2016-04-30,2039
2016-05-01,2029
2016-05-02,2042
2016-05-03,2043
2016-05-04,2065
2016-05-05,2072
2016-05-06,2153
2016-05-07,2206
2016-05-08,2206
2016-05-09,2200
2016-05-10,2146
2016-05-11,2179
2016-05-12,2129
2016-05-13,2068
2016-05-14,2079
2016-05-15,2068
2016-05-16,2022
2016-05-17,2024
2016-05-18,2031
2016-05-19,2034
2016-05-22,2136
2016-05-23,2090
2016-05-24,2063
2016-05-25,2072
2016-05-26,2098
2016-05-27,2075
2016-05-28,2112
2016-05-29,2152
2016-05-30,2104
2016-05-31,2093
2016-06-01,2114
2016-06-02,2119
2016-06-03,2115
2016-06-04,2111
2016-06-05,2117
2016-06-06,2113
2016-06-07,2104
2016-06-08,2088
2016-06-09,2102
2016-06-10,2117
2016-06-11,2155
2016-06-12,2194
2016-06-13,2240
2016-06-14,2183
2016-06-15,2186
2016-06-16,2178
2016-06-17,2196
2016-06-18,2131
2016-06-19,2152
2016-06-20,2140
2016-06-21,2199
2016-06-22,2161
2016-06-23,2190
2016-06-24,2153
2016-06-25,2159
2016-06-26,2180
2016-06-27,2167
2016-06-28,2143
2016-06-29,2167
2016-06-30,2187
2016-07-01,2233
2016-07-02,2277
2016-07-03,2282
2016-07-04,2286
2016-07-05,2304
2016-07-06,2268
2016-07-07,2228
2016-07-08,2239
2016-07-09,2216
2016-07-10,2210
2016-07-11,2169
2016-07-12,2225
2016-07-13,2256
2016-07-14,2260
2016-07-15,2269
2016-07-16,2304
2016-07-17,2240
2016-07-18,2215
2016-07-23,2235
2016-07-24,2266
2016-07-25,2260
2016-07-26,2255
2016-07-27,2275
2016-07-28,2300
2016-07-29,2346
2016-07-30,2328
2016-07-31,2321
2016-08-01,2342
2016-08-02,2311
2016-08-03,2299
2016-08-04,2286
2016-08-05,2251
2016-08-06,2241
2016-08-07,2199
2016-08-08,2172
2016-08-09,2169
2016-08-10,2221
2016-08-11,2252
2016-08-12,2232
2016-08-13,2204
2016-08-14,2178
2016-08-15,2168
2016-08-16,2161
2016-08-17,2155
2016-08-18,2190
2016-08-19,2163
2016-08-20,2125
2016-08-21,2083
2016-08-22,2081
2016-08-23,2094
2016-08-24,2080
2016-08-25,2066
2016-08-26,2066
2016-08-28,2052
2016-08-31,2027
2016-09-01,2040
2016-09-02,2040
2016-09-03,2044
2016-09-04,2064
2016-09-05,2048
2016-09-06,2048
2016-09-07,2043
2016-09-08,2030
2016-09-09,2020
2016-09-10,1987
2016-09-11,2016
2016-09-12,1963
2016-09-13,1961
2016-09-14,1970
2016-09-15,1946
2016-09-16,1891
2016-09-17,1832
2016-09-18,1766
2016-09-19,1818
2016-09-20,1827
2016-09-21,1855
2016-09-22,1908
2016-09-23,1930
2016-09-24,1930
2016-09-25,1939
2016-09-26,1963
2016-09-27,1954
2016-09-28,1967
2016-09-29,1965
2016-09-30,1986
2016-10-01,2011
2016-10-02,2021
2016-10-03,2008
2016-10-04,2025
2016-10-05,2001
2016-10-06,1964
2016-10-07,1945
2016-10-08,1987
2016-10-09,1981
2016-10-10,1997
2016-10-11,2002
2016-10-12,2045
2016-10-13,2088
2016-10-14,2108
2016-10-15,2093
2016-10-16,2089
2016-10-17,2111
2016-10-18,2105
2016-10-19,2156
2016-10-20,2155
2016-10-21,2192
2016-10-22,2230
2016-10-23,2251
2016-10-24,2192
2016-10-25,2207
2016-10-26,2305
2016-10-27,2358
2016-10-28,2475
2016-10-29,2596
2016-10-30,2726
2016-10-31,2863
2016-11-01,3007
2016-11-02,3158
2016-11-03,3316
2016-11-04,3482
2016-11-05,3656
2016-11-06,3838
2016-11-07,4030
2016-11-08,4027
2016-11-09,3825
2016-11-10,3633
2016-11-11,3455
2016-11-12,3295
2016-11-13,3190
2016-11-14,3034
2016-11-15,2882
2016-12-07,2704
2016-12-08,2636
2016-12-09,2642
2016-12-10,2661
2016-12-11,2667
2016-12-12,2708
2016-12-13,2759
2016-12-14,2767
2016-12-15,2717
2016-12-16,2686
2016-12-17,2596
2016-12-18,2526
2016-12-19,2492
2016-12-20,2519
2016-12-21,2572
2016-12-22,2578
2016-12-23,2603
2016-12-24,2621
2016-12-25,2608
2016-12-26,2623
2016-12-27,2680
2016-12-28,2669
2016-12-29,2589
2016-12-30,2616
2016-12-31,2617
2017-01-01,2587
2017-01-02,2653
2017-01-03,2745
2017-01-04,2807
2017-01-05,2893
2017-01-06,2783
2017-01-07,2647
2017-01-08,2538
2017-01-09,2411
2017-01-10,2304
2017-01-11,2327
2017-01-12,2329
2017-01-13,2265
2017-01-14,2275
2017-01-15,2190
2017-01-16,2147
2017-01-17,2174
2017-01-18,2188
2017-01-19,2185
2017-01-20,2171
2017-01-21,2152
2017-01-22,2141
2017-01-23,2132
2017-01-27,2102
2017-01-28,2089
2017-01-29,2078
2017-01-30,2092
2017-01-31,2106
2017-02-01,2152
2017-02-02,2108
2017-02-03,2055
2017-02-04,2063
2017-02-05,2072
2017-02-06,2104
2017-02-07,2094
2017-02-08,2108
2017-02-09,2096
2017-02-10,2120
2017-02-11,2130
2017-02-12,2166
2017-02-13,2174
2017-02-14,2173
2017-02-15,2165
2017-02-16,2106
2017-02-18,2104
2017-02-19,2069
2017-02-20,2110
2017-02-21,2123
2017-02-22,2125
2017-02-23,2133
2017-02-24,2145
2017-02-25,2126
2017-02-26,2113
2017-02-27,2107
2017-02-28,2112
2017-03-01,2089
2017-03-02,2136
2017-03-03,2143
2017-03-04,2147
2017-03-05,2123
2017-03-06,2124
2017-03-07,2146
2017-03-08,2157
2017-03-09,2152
2017-03-10,2146
2017-03-11,2153
2017-03-12,2206
2017-03-13,2263
2017-03-14,2270
2017-03-15,2265
2017-03-16,2239
2017-03-17,2207
2017-03-18,2180
2017-03-19,2187
2017-03-20,2157
2017-03-21,2137
2017-03-22,2120
2017-03-23,2118
2017-03-24,2124
2017-03-25,2127
2017-03-26,2121
2017-03-27,2138
2017-03-28,2151
2017-03-29,2157
2017-03-30,2160
2017-03-31,2175
2017-04-01,2159
2017-04-02,2159
2017-04-03,2182
2017-04-04,2236
2017-04-12,2176
2017-04-13,2156
2017-04-14,2165
2017-04-15,2165
2017-04-16,2165
2017-04-17,2122
2017-04-18,2117
2017-04-19,2087
2017-04-20,2077
2017-04-21,2082
2017-04-22,2086
2017-04-23,2102
2017-04-24,2111
2017-04-25,2127
2017-04-26,2144
2017-04-27,2166
2017-04-28,2173
2017-04-29,2209
2017-04-30,2255
2017-05-01,2276
2017-05-02,2229
2017-05-03,2211
2017-05-04,2178
2017-05-05,2169
2017-05-06,2152
2017-05-07,2145
2017-05-08,2141
2017-05-09,2186
2017-05-10,2191
2017-05-11,2215
2017-05-12,2214
2017-05-13,2248
2017-05-14,2285
2017-05-15,2283
2017-05-16,2285
2017-05-17,2274
2017-05-18,2263
2017-05-19,2234
2017-05-20,2228
2017-05-21,2229
2017-05-22,2233
2017-05-23,2235
2017-05-24,2241
2017-05-25,2251
2017-05-26,2251
2017-05-27,2249
2017-05-28,2240
2017-05-29,2290
2017-05-30,2311
2017-05-31,2371
2017-06-01,2322
2017-06-02,2248
2017-06-03,2144
2017-06-04,2085
2017-06-05,2033
2017-06-06,2089
2017-06-07,2096
2017-06-08,2108
2017-06-09,2100
2017-06-10,2079
2017-06-11,2093
2017-06-12,2086
2017-06-13,2110
2017-06-14,2186
2017-06-15,2148
2017-06-16,2141
2017-06-17,2156
2017-06-18,2165
2017-06-19,2252
2017-06-20,2221
2017-06-21,2181
2017-06-22,2206
2017-06-23,2183
2017-06-24,2122
2017-06-25,2141
2017-06-26,2176
2017-06-27,2235
2017-06-28,2242
2017-06-29,2244
2017-06-30,2223
2017-07-01,2254
2017-07-02,2274
2017-07-03,2250
2017-07-04,2231
2017-07-05,2222
2017-07-06,2177
2017-07-07,2167
2017-07-08,2157
2017-07-13,2179
2017-07-14,2176
2017-07-15,2174
2017-07-16,2185
2017-07-17,2208
2017-07-18,2231
2017-07-19,2270
2017-07-20,2319
2017-07-21,2322
2017-07-22,2284
2017-07-23,2278
2017-07-24,2283
2017-07-25,2294
2017-07-26,2232
2017-07-27,2224
2017-07-28,2286
2017-07-29,2242
2017-07-30,2262
2017-07-31,2256
2017-08-01,2233
2017-08-02,2232
2017-08-03,2202
2017-08-04,2230
2017-08-05,2225
2017-08-06,2203
2017-08-09,2246
2017-08-10,2216
2017-08-11,2202
2017-08-12,2160
2017-08-13,2152
2017-08-14,2159
2017-08-15,2168
2017-08-16,2176
2017-08-17,2193
2017-08-18,2194
2017-08-19,2196
2017-08-20,2188
2017-08-21,2181
2017-08-22,2174
2017-08-23,2177
2017-08-24,2181
2017-08-25,2175
2017-08-26,2162
2017-08-27,2153
2017-08-28,2158
2017-08-29,2159
2017-08-30,2174
2017-08-31,2200
2017-09-01,2185
2017-09-03,2170
2017-09-04,2190
2017-09-05,2261
2017-09-06,2299
2017-09-07,2272
2017-09-08,2228
2017-09-09,2223
2017-09-10,2237
2017-09-11,2239
2017-09-12,2253
2017-09-13,2258
2017-09-14,2245
2017-09-15,2222
2017-09-16,2224
2017-09-17,2218
2017-09-18,2225
2017-09-19,2227
2017-09-20,2265
2017-09-21,2250
2017-09-22,2241
2017-09-23,2231
2017-09-24,2190
2017-09-25,2195
2017-09-26,2179
2017-09-27,2139
2017-09-28,2142
2017-09-29,2127
2017-09-30,2118
2017-10-01,2116
2017-10-02,2102
2017-10-03,2100
2017-10-04,2085
2017-10-05,2084
2017-10-06,2105
2017-10-07,2088
2017-10-08,2069
2017-10-09,2066
2017-10-10,2063
2017-10-11,2069
2017-10-12,2082
2017-10-13,2104
2017-10-14,2101
2017-10-15,2102
2017-10-16,2106
2017-10-17,2119
2017-10-18,2126
2017-10-19,2158
2017-10-20,2140
2017-10-21,2128
2017-10-22,2149
2017-10-23,2173
2017-10-24,2160
2017-10-25,2164
2017-10-26,2176
2017-10-27,2217
2017-10-28,2174
2017-10-29,2153
2017-10-30,2143
2017-10-31,2134
2017-11-01,2133
2017-11-02,2128
2017-11-03,2099
2017-11-04,2086
2017-11-05,2114
2017-11-06,2115
2017-11-07,2122
2017-11-08,2087
2017-11-09,2087
2017-11-10,2050
2017-11-11,2020
2017-11-12,2060
2017-11-13,2058
2017-11-14,2082
2017-11-15,2098
2017-11-16,2096
2017-11-17,2111
2017-11-18,2107
2017-11-19,2095
2017-11-20,2091
2017-11-21,2113
2017-11-22,2102
2017-11-23,2076
2017-11-24,2047
2017-11-25,2054
2017-11-26,2075
2017-11-27,2068
2017-11-28,2071
2017-11-29,2060
2017-11-30,2010
2017-12-01,2027
2017-12-02,2055
2017-12-03,2039
2017-12-04,2037
2017-12-05,2048
2017-12-06,2059
