date_obj,Diamond price
2017-12-07,2066
2017-12-08,2075
2017-12-09,2075
2017-12-10,2050
2017-12-11,2060
2017-12-12,2049
2017-12-13,2049
2017-12-14,2041
2017-12-15,2043
2017-12-16,2039
2017-12-17,2042
2017-12-18,2038
2017-12-19,2024
2017-12-20,2040
2017-12-21,2038
2017-12-22,2023
2017-12-23,2046
2017-12-24,2045
2017-12-25,2050
2017-12-26,2045
2017-12-27,2041
2017-12-28,2058
2017-12-29,2120
2017-12-30,2209
2017-12-31,2227
2018-01-01,2251
2018-01-02,2237
2018-01-03,2208
2018-01-04,2097
2018-01-05,2023
2018-01-06,2021
2018-01-07,1998
2018-01-08,2011
2018-01-09,2009
2018-01-10,2003
2018-01-11,2011
2018-01-12,2019
2018-01-13,2025
2018-01-14,2021
2018-01-15,2019
2018-01-16,2018
2018-01-17,2018
2018-01-18,2021
2018-01-19,2022
2018-01-20,2029
2018-01-21,2020
2018-01-22,2021
2018-01-23,2037
2018-01-25,2023
2018-01-26,2014
2018-01-27,2028
2018-01-28,2041
2018-01-29,2105
2018-01-30,2102
2018-01-31,2106
2018-02-01,2084
2018-02-02,2059
2018-02-03,2034
2018-02-04,2016
2018-02-05,2012
2018-02-06,2025
2018-02-07,2073
2018-02-08,2071
2018-02-09,2058
2018-02-10,2044
2018-02-11,2028
2018-02-12,2029
2018-02-13,2025
2018-02-14,2031
2018-02-15,2044
2018-02-16,2069
2018-02-17,2075
2018-02-18,2072
2018-02-19,2073
2018-02-20,2062
2018-02-21,2058
2018-02-22,2048
2018-02-23,2047
2018-02-24,2047
2018-02-25,2057
2018-02-26,2077
2018-02-27,2061
2018-02-28,2063
2018-03-01,2095
2018-03-02,2103
2018-03-03,2096
2018-03-04,2081
2018-03-05,2070
2018-03-06,2093
2018-03-07,2090
2018-03-08,2074
2018-03-09,2070
2018-03-10,2058
2018-03-11,2072
2018-03-12,2087
2018-03-13,2078
2018-03-14,2097
2018-03-15,2083
2018-03-16,2059
2018-03-17,2043
2018-03-18,2049
2018-03-19,2039
2018-03-20,2042
2018-03-21,2034
2018-03-23,2028
2018-03-24,2025
2018-03-25,1998
2018-03-26,2008
2018-03-27,2017
2018-03-28,2025
2018-03-29,2026
2018-03-30,2026
2018-03-31,2025
2018-04-01,2026
2018-04-02,2025
2018-04-03,2019
2018-04-04,2017
2018-04-05,2018
2018-04-06,2019
2018-04-07,2019
2018-04-08,2012
2018-04-09,2016
2018-04-10,2016
2018-04-11,2018
2018-04-12,2019
2018-04-13,2019
2018-04-14,2015
2018-04-15,2003
2018-04-16,1989
2018-04-17,1982
2018-04-18,1997
2018-04-19,2003
2018-04-20,2003
2018-04-21,2000
2018-04-22,2000
2018-04-23,1999
2018-04-24,1995
2018-04-25,1994
2018-04-26,1973
2018-04-27,1982
2018-04-28,1983
2018-04-29,1992
2018-04-30,1988
2018-05-01,1995
2018-05-03,1990
2018-05-04,1994
2018-05-05,1986
2018-05-07,1987
2018-05-08,1985
2018-05-09,1992
2018-05-10,1978
2018-05-11,1961
2018-05-12,1976
2018-05-13,1983
2018-05-14,1978
2018-05-15,1980
2018-05-16,1978
2018-05-17,1969
2018-05-18,1971
2018-05-19,1977
2018-05-20,1982
2018-05-21,1992
2018-05-22,1995
2018-05-23,2020
2018-05-24,2039
2018-05-25,2033
2018-05-26,1993
2018-05-27,1995
2018-05-28,1996
2018-05-29,1989
2018-05-30,2003
2018-05-31,2027
2018-06-01,2031
2018-06-02,2064
2018-06-03,2046
2018-06-04,2037
2018-06-05,2041
2018-06-06,2042
2018-06-07,2046
2018-06-08,2041
2018-06-09,2030
2018-06-10,1976
2018-06-11,1951
2018-06-12,1939
2018-06-13,1945
2018-06-14,1965
2018-06-15,1970
2018-06-16,1964
2018-06-17,1989
2018-06-18,2004
2018-06-19,1995
2018-06-20,1978
2018-06-21,1972
2018-06-22,1977
2018-06-23,1985
2018-06-24,2014
2018-06-25,2053
2018-06-26,2028
2018-06-27,2015
2018-06-28,2008
2018-06-29,2004
2018-06-30,1978
2018-07-01,1982
2018-07-02,1991
2018-07-03,1994
2018-07-04,1990
2018-07-05,1998
2018-07-06,1990
2018-07-07,1985
2018-07-08,1998
2018-07-09,2007
2018-07-10,2007
2018-07-11,2012
2018-07-12,1997
2018-07-13,2012
2018-07-14,2019
2018-07-15,2023
2018-07-16,2027
2018-07-17,2027
2018-07-18,2030
2018-07-19,2022
2018-07-20,2021
2018-07-21,2015
2018-07-22,2017
2018-07-23,2038
2018-07-24,2038
2018-07-25,2050
2018-07-26,2041
2018-07-27,2028
2018-07-28,2023
2018-07-29,2022
2018-07-30,2040
2018-07-31,2043
2018-08-01,2048
2018-08-02,2054
2018-08-03,2035
2018-08-04,2031
2018-08-05,2038
2018-08-06,2044
2018-08-07,2096
2018-08-08,2097
2018-08-09,2092
2018-08-10,2075
2018-08-11,2040
2018-08-12,2004
2018-08-14,2021
2018-08-16,2052
2018-08-17,2034
2018-08-18,2008
2018-08-19,2011
2018-08-20,2046
2018-08-21,2057
2018-08-22,2033
2018-08-23,2020
2018-08-24,2015
2018-08-25,2028
2018-08-26,2008
2018-08-27,2018
2018-08-28,2012
2018-08-29,2014
2018-08-30,2015
2018-08-31,2019
2018-09-01,2018
2018-09-02,2018
2018-09-03,2017
2018-09-04,2020
2018-09-05,2039
2018-09-06,2067
2018-09-07,2047
2018-09-08,2025
2018-09-09,2023
2018-09-10,2023
2018-09-11,2081
2018-09-12,2051
2018-09-13,2047
2018-09-14,2028
2018-09-15,2023
2018-09-16,2017
2018-09-17,2022
2018-09-18,2037
2018-09-19,2047
2018-09-20,2042
2018-09-21,2039
2018-09-22,2031
2018-09-23,2025
2018-09-24,2022
2018-09-25,2026
2018-09-26,2022
2018-09-27,2023
2018-09-28,2025
2018-09-29,2029
2018-09-30,2046
2018-10-01,2041
2018-10-02,2072
2018-10-03,2075
2018-10-04,2064
2018-10-05,2062
2018-10-06,2048
2018-10-07,2050
2018-10-08,2063
2018-10-09,2070
2018-10-10,2099
2018-10-11,2090
2018-10-12,2063
2018-10-13,2057
2018-10-14,2050
2018-10-15,2049
2018-10-16,2041
2018-10-17,2041
2018-10-18,2043
2018-10-19,2053
2018-10-20,2054
2018-10-21,2049
2018-10-22,2047
2018-10-23,2051
2018-10-24,2072
2018-10-25,2083
2018-10-26,2065
2018-10-27,2051
2018-10-28,2038
2018-10-29,2036
2018-10-30,2041
2018-10-31,2041
2018-11-01,2052
2018-11-03,2062
2018-11-04,2058
2018-11-05,2073
2018-11-06,2084
2018-11-07,2069
2018-11-08,2074
2018-11-09,2065
2018-11-10,2053
2018-11-11,2054
2018-11-12,2073
2018-11-13,2093
2018-11-14,2082
2018-11-15,2078
2018-11-16,2061
2018-11-17,2046
2018-11-18,2050
2018-11-19,2057
2018-11-20,2068
2018-11-21,2066
2018-11-22,2054
2018-11-23,2051
2018-11-24,2033
2018-11-25,2020
2018-11-26,2037
2018-11-27,2064
2018-11-28,2078
2018-11-29,2086
2018-12-01,2070
2018-12-02,2071
2018-12-03,2081
2018-12-04,2089
2018-12-05,2098
2018-12-07,2091
2018-12-09,2068
2018-12-10,2054
2018-12-11,2025
2018-12-12,2024
2018-12-13,2019
2018-12-14,2017
2018-12-15,2010
2018-12-16,2015
2018-12-17,2025
2018-12-18,2035
2018-12-19,2045
2018-12-20,2078
2018-12-21,2053
2018-12-22,2041
2018-12-23,2030
2018-12-24,2043
2018-12-25,2038
2018-12-26,2035
2018-12-27,2031
2018-12-28,2032
2018-12-29,2045
2018-12-30,2054
2018-12-31,2076
2019-01-01,2090
2019-01-02,2105
2019-01-03,2103
2019-01-04,2099
2019-01-05,2096
2019-01-06,2071
2019-01-08,2040
2019-01-10,2029
2019-01-11,1996
2019-01-12,1988
2019-01-13,1967
2019-01-14,1959
2019-01-15,1994
2019-01-16,2005
2019-01-17,2009
2019-01-18,2008
2019-01-19,2011
2019-01-20,2008
2019-01-21,2006
2019-01-22,2006
2019-01-23,1995
2019-01-24,1981
2019-01-25,1961
2019-01-26,1961
2019-01-27,1955
2019-01-28,1960
2019-01-29,1964
2019-01-30,1976
2019-01-31,1983
2019-02-01,1988
2019-02-02,1996
2019-02-03,2002
2019-02-04,2001
2019-02-05,1989
2019-02-06,1977
2019-02-07,1981
2019-02-08,1983
2019-02-09,1991
2019-02-10,1976
2019-02-11,1966
2019-02-12,1966
2019-02-13,1962
2019-02-14,1973
2019-02-15,1980
2019-02-16,1989
2019-02-17,1997
2019-02-18,1999
2019-02-19,1996
2019-02-20,2000
2019-02-21,1992
2019-02-22,1994
2019-02-23,1997
2019-02-24,2003
2019-02-25,2001
2019-02-26,2001
2019-02-27,2011
2019-02-28,2031
2019-03-01,2046
2019-03-02,2037
2019-03-03,2037
2019-03-04,2029
2019-03-05,2030
2019-03-06,2021
2019-03-07,2012
2019-03-08,2016
2019-03-09,2017
2019-03-10,2006
2019-03-11,1996
2019-03-12,1995
2019-03-13,2000
2019-03-14,1999
2019-03-15,1996
2019-03-16,2004
2019-03-17,2026
2019-03-18,2029
2019-03-19,2032
2019-03-20,2045
2019-03-21,2025
2019-03-22,2013
2019-03-23,2000
2019-03-24,2005
2019-03-25,1998
2019-03-26,1991
2019-03-27,1993
2019-03-28,1995
