date_obj,Elven%20skirt%20(white) price
2019-07-25,5000
2019-07-25,5087
2019-07-26,5156
2019-07-27,5375
2019-07-28,5375
2019-07-29,5330
2019-07-30,5257
2019-07-31,5257
2019-08-01,5510
2019-08-02,5510
2019-08-03,5708
2019-08-04,5708
2019-08-05,5918
2019-08-06,5918
2019-08-07,5925
2019-08-08,5925
2019-08-09,5925
2019-08-10,5694
2019-08-11,5694
2019-08-12,5879
2019-08-13,5879
2019-08-14,5879
2019-08-15,5955
2019-08-16,5955
2019-08-17,5955
2019-08-18,6091
2019-08-19,6091
2019-08-20,6091
2019-08-21,6211
2019-08-22,6211
2019-08-23,6211
2019-08-24,6155
2019-08-24,6155
2019-08-25,6155
2019-08-25,6155
2019-08-26,6155
2019-08-26,6155
2019-08-27,6110
2019-08-27,6110
2019-08-28,6110
2019-08-29,6110
2019-08-30,6169
2019-08-31,6169
2019-09-01,6169
2019-09-02,6329
2019-09-03,6329
2019-09-04,6329
2019-09-05,6596
2019-09-06,6596
2019-09-07,6596
2019-09-08,6686
2019-09-09,6686
2019-09-10,6686
2019-09-11,6833
2019-09-12,6833
2019-09-13,6833
2019-09-14,6562
2019-09-15,6562
2019-09-16,6427
2019-09-17,6427
2019-09-18,6567
2019-09-19,6567
2019-09-20,6567
2019-09-21,6375
2019-09-22,6375
2019-09-23,6375
2019-09-24,6523
2019-09-25,6523
2019-09-26,6523
2019-09-27,6665
2019-09-28,6665
2019-09-29,6665
2019-09-30,6665
2019-10-01,6953
2019-10-02,6953
2019-10-03,6953
2019-10-04,6953
2019-10-05,7219
2019-10-06,7219
2019-10-07,7219
2019-10-08,7288
2019-10-09,7288
2019-10-10,7288
2019-10-11,7277
2019-10-12,7277
2019-10-13,7277
2019-10-14,7102
2019-10-15,7102
2019-10-16,7102
2019-10-17,7102
2019-10-18,6894
2019-10-19,6894
2019-10-20,6894
2019-10-21,6930
2019-10-22,6930
2019-10-23,6930
2019-10-24,7090
2019-10-25,7090
2019-10-26,7090
2019-10-27,7179
2019-10-28,7179
2019-10-29,7179
2019-10-30,7179
2019-10-31,6948
2019-11-01,6948
2019-11-02,6948
2019-11-03,6956
2019-11-04,6956
2019-11-05,6956
2019-11-06,6956
2019-11-07,7169
2019-11-08,7169
2019-11-09,7169
2019-11-10,6933
2019-11-11,6933
2019-11-12,6933
2019-11-13,6933
2019-11-14,6897
2019-11-15,6897
2019-11-16,6897
2019-11-17,6700
2019-11-18,6700
2019-11-19,6700
2019-11-20,6550
2019-11-21,6550
2019-11-22,6550
2019-11-23,6550
2019-11-24,6654
2019-11-25,6654
2019-11-26,6654
2019-11-27,6654
2019-11-28,6675
2019-11-29,6675
2019-11-30,6675
2019-12-01,6675
2019-12-02,6675
2019-12-03,6741
2019-12-04,6741
2019-12-05,6741
2019-12-06,6741
2019-12-07,6790
2019-12-08,6790
2019-12-09,6790
2019-12-10,6790
2019-12-11,7004
2019-12-12,7004
2019-12-13,7004
2019-12-14,7004
2019-12-15,7058
2019-12-16,7058
2019-12-17,7058
2019-12-18,7058
2019-12-19,7058
2019-12-20,6840
2019-12-21,6840
2019-12-22,6840
2019-12-23,6840
2019-12-24,6889
2019-12-25,6889
2019-12-26,6889
2019-12-27,6889
2019-12-28,6862
2019-12-29,6862
2019-12-30,6862
2019-12-31,6862
2020-01-01,6898
2020-01-02,6898
2020-01-03,6898
2020-01-04,6898
2020-01-05,6636
2020-01-06,6636
2020-01-07,6636
2020-01-08,6636
2020-01-09,6359
2020-01-10,6359
2020-01-11,6359
2020-01-12,6368
2020-01-13,6368
2020-01-14,6368
2020-01-15,6368
2020-01-16,6547
2020-01-17,6547
2020-01-18,6547
2020-01-19,6581
2020-01-20,6581
2020-01-21,6581
2020-01-22,6581
2020-01-23,6728
2020-01-24,6728
2020-01-25,6728
2020-01-26,6728
2020-01-27,6771
2020-01-28,6771
2020-01-29,6771
2020-01-30,6771
2020-01-31,6771
2020-02-01,6909
2020-02-02,6909
2020-02-03,6909
2020-02-04,6909
2020-02-05,7055
2020-02-06,7055
2020-02-07,7055
2020-02-08,7055
2020-02-09,7146
2020-02-10,7146
2020-02-11,7146
2020-02-12,7102
2020-02-13,7102
2020-02-14,7102
2020-02-15,7102
2020-02-16,7102
2020-02-17,7084
2020-02-18,7084
2020-02-19,7084
2020-02-20,6948
2020-02-21,6948
2020-02-22,6948
2020-02-23,6948
2020-02-24,6871
2020-02-25,6871
2020-02-26,6871
2020-02-27,6871
2020-02-28,6916
2020-02-29,6916
2020-03-01,6916
2020-03-02,6916
2020-03-03,7082
2020-03-04,7082
2020-03-05,7082
2020-03-06,7082
2020-03-07,7082
2020-03-08,7046
2020-03-09,7046
2020-03-10,7046
2020-03-11,7009
2020-03-12,7009
2020-03-13,7009
2020-03-14,7009
2020-03-15,6913
2020-03-16,6913
2020-03-17,6913
2020-03-18,6913
2020-03-19,6891
2020-03-20,6891
2020-03-21,6891
2020-03-22,6976
2020-03-23,6976
2020-03-24,6976
2020-03-25,6976
2020-03-26,6945
2020-03-27,6945
2020-03-28,6945
2020-03-29,7005
2020-03-30,7005
2020-03-31,7005
2020-04-01,7030
2020-04-02,7030
2020-04-03,7030
2020-04-04,7030
2020-04-05,7039
2020-04-06,7039
2020-04-07,7039
2020-04-08,7032
2020-04-09,7032
2020-04-10,7032
2020-04-11,7032
2020-04-12,7053
2020-04-13,7053
2020-04-14,7053
2020-04-15,7034
2020-04-16,7034
2020-04-17,7034
2020-04-18,7034
2020-04-19,6904
2020-04-20,6904
2020-04-21,6904
2020-04-22,6904
2020-04-23,6659
2020-04-24,6659
2020-04-25,6659
2020-04-26,6343
2020-04-27,6343
2020-04-28,6343
2020-04-29,6303
2020-04-30,6303
2020-05-01,6303
2020-05-02,6303
2020-05-03,6534
2020-05-04,6534
2020-05-05,6534
2020-05-06,6768
2020-05-07,6768
2020-05-08,6768
2020-05-09,6768
2020-05-10,6817
2020-05-11,6817
2020-05-12,6817
2020-05-13,6817
