date_obj,Steel%20platebody price
2015-09-01,1004
2015-09-02,1002
2015-09-03,1013
2015-09-04,1002
2015-09-05,1006
2015-09-06,1009
2015-09-07,1023
2015-09-08,1024
2015-09-09,1007
2015-09-10,1017
2015-09-11,1011
2015-09-12,1012
2015-09-13,1009
2015-09-14,993
2015-09-15,1006
2015-09-16,1010
2015-09-17,1015
2015-09-18,1026
2015-09-19,1036
2015-09-20,1015
2015-09-21,1002
2015-09-22,1005
2015-09-23,1023
2015-09-24,1026
2015-09-25,1020
2015-09-27,1030
2015-09-28,1028
2015-09-29,1021
2015-09-30,1038
2015-10-05,1042
2015-10-06,1020
2015-10-07,1021
2015-10-08,1036
2015-10-09,1039
2015-10-10,1039
2015-10-11,1036
2015-10-12,1019
2015-10-13,1026
2015-10-14,1040
2015-10-15,1039
2015-10-16,1037
2015-10-17,1037
2015-10-18,1028
2015-10-19,1035
2015-10-20,1051
2015-10-22,1034
2015-10-23,1030
2015-10-24,1041
2015-10-25,1031
2015-10-26,1042
2015-10-27,1007
2015-10-29,1030
2015-10-30,1009
2015-10-31,1014
2015-11-01,1018
2015-11-02,1038
2015-11-03,1038
2015-11-04,1038
2015-11-05,1047
2015-11-06,1058
2015-11-07,1042
2015-11-08,1029
2015-11-09,1034
2015-11-10,1033
2015-11-11,1065
2015-11-12,1051
2015-11-13,1041
2015-11-14,1061
2015-11-15,1057
2015-11-16,1069
2015-11-17,1062
2015-11-18,1068
2015-11-19,1084
2015-11-20,1086
2015-11-21,1086
2015-11-22,1066
2015-11-23,1066
2015-11-24,1070
2015-11-25,1064
2015-11-26,1064
2015-11-27,1061
2015-11-28,1060
2015-11-29,1073
2015-11-30,1073
2015-12-01,1074
2015-12-02,1071
2015-12-03,1073
2015-12-04,1060
2015-12-05,1086
2015-12-06,1068
2015-12-07,1052
2015-12-08,1051
2015-12-09,1049
2015-12-10,1041
2015-12-11,1056
2015-12-12,1043
2015-12-13,1052
2015-12-14,1064
2015-12-15,1060
2015-12-16,1050
2015-12-17,1056
2015-12-18,1052
2015-12-19,1030
2015-12-20,1049
2015-12-21,1061
2015-12-22,1050
2015-12-23,1044
2015-12-24,1044
2015-12-25,1045
2015-12-26,1056
2015-12-27,1053
2015-12-28,1033
2015-12-29,1035
2015-12-30,1040
2015-12-31,1025
2016-01-01,1013
2016-01-02,998
2016-01-03,1030
2016-01-04,1027
2016-01-05,1022
2016-01-06,1041
2016-01-07,1036
2016-01-08,1046
2016-01-09,1039
2016-01-10,1037
2016-01-11,1057
2016-01-12,1057
2016-01-13,1042
2016-01-14,1040
2016-01-15,1047
2016-01-16,1038
2016-01-17,1032
2016-01-18,1049
2016-01-19,1053
2016-01-20,1047
2016-01-21,1038
2016-01-22,1040
2016-01-23,1031
2016-01-24,1043
2016-01-25,1053
2016-01-26,1053
2016-01-27,1060
2016-01-28,1060
2016-01-29,1064
2016-01-30,1066
2016-01-31,1050
2016-02-01,1049
2016-02-02,1042
2016-02-03,1064
2016-02-04,1055
2016-02-05,1046
2016-02-06,1057
2016-02-07,1061
2016-02-08,1049
2016-02-09,1065
2016-02-10,1070
2016-02-11,1061
2016-02-12,1068
2016-02-13,1060
2016-02-14,1066
2016-02-15,1057
2016-02-16,1044
2016-02-17,1052
2016-02-18,1047
2016-02-19,1043
2016-02-20,1028
2016-02-21,1025
2016-02-22,1032
2016-02-23,1028
2016-02-24,1006
2016-02-25,1001
2016-02-26,1003
2016-02-27,1020
2016-02-28,1006
2016-02-29,1000
2016-03-01,1021
2016-03-02,1011
2016-03-03,1021
2016-03-04,1023
2016-03-05,1029
2016-03-06,1018
2016-03-07,1014
2016-03-08,1028
2016-03-09,1030
2016-03-10,1037
2016-03-11,1055
2016-03-12,1029
2016-03-13,1033
2016-03-14,1027
2016-03-15,1031
2016-03-16,1035
2016-03-17,1027
2016-03-18,1026
2016-03-19,1032
2016-03-20,1040
2016-03-21,1044
2016-03-22,1037
2016-03-23,1030
2016-03-24,1024
2016-03-25,1019
2016-03-26,1010
2016-03-27,991
2016-03-28,991
2016-03-29,1021
2016-03-30,1022
2016-03-31,1033
2016-04-01,1060
2016-04-02,1047
2016-04-03,1034
2016-04-04,1038
2016-04-05,1036
2016-04-06,1020
2016-04-07,1041
2016-04-08,1066
2016-04-09,1052
2016-04-10,1056
2016-04-11,1056
2016-04-12,1044
2016-04-13,1047
2016-04-14,1054
2016-04-15,1050
2016-04-16,1049
2016-04-17,1037
2016-04-18,1039
2016-04-19,1026
2016-04-20,1031
2016-04-21,1033
2016-04-22,1018
2016-04-23,1019
2016-04-24,1026
2016-04-25,1027
2016-04-26,1021
2016-04-27,1015
2016-04-28,1035
2016-04-29,1038
2016-04-30,1040
2016-05-01,1039
2016-05-02,1043
2016-05-03,1044
2016-05-04,1040
2016-05-05,1044
2016-05-06,1035
2016-05-07,1033
2016-05-08,997
2016-05-09,1009
2016-05-10,1034
2016-05-11,1031
2016-05-12,1012
2016-05-13,1020
2016-05-14,1025
2016-05-15,1015
2016-05-16,1004
2016-05-17,1009
2016-05-18,1007
2016-05-19,1023
2016-05-22,1002
2016-05-23,1007
2016-05-24,1012
2016-05-25,1012
2016-05-26,1020
2016-05-27,1008
2016-05-28,991
2016-05-29,1005
2016-05-30,1011
2016-05-31,997
2016-06-01,1014
2016-06-02,1000
2016-06-03,1016
2016-06-04,1021
2016-06-05,1018
2016-06-06,1020
2016-06-07,999
2016-06-08,1023
2016-06-09,1029
2016-06-10,1035
2016-06-11,1017
2016-06-12,1009
2016-06-13,1018
2016-06-14,1041
2016-06-15,1042
2016-06-16,1035
2016-06-17,1042
2016-06-18,1036
2016-06-19,1032
2016-06-20,1036
2016-06-21,1025
2016-06-22,1026
2016-06-23,1030
2016-06-24,1017
2016-06-25,1021
2016-06-26,1028
2016-06-27,1043
2016-06-28,1051
2016-06-29,1040
2016-06-30,1050
2016-07-01,1060
2016-07-02,1081
2016-07-03,1051
2016-07-04,1043
2016-07-05,1039
2016-07-06,1037
2016-07-07,1044
2016-07-08,1044
2016-07-09,1036
2016-07-10,1038
2016-07-11,1034
2016-07-12,1007
2016-07-13,1011
2016-07-14,1027
2016-07-15,1038
2016-07-16,1041
2016-07-17,1042
2016-07-18,1041
2016-07-24,1029
2016-07-25,1037
2016-07-26,1043
2016-07-27,1053
2016-07-28,1046
2016-07-29,1046
2016-07-30,1044
2016-07-31,1028
2016-08-01,1037
2016-08-02,1030
2016-08-03,1021
2016-08-04,997
2016-08-05,1025
2016-08-06,1031
2016-08-07,1030
2016-08-08,1032
2016-08-09,1045
2016-08-10,1032
2016-08-11,998
2016-08-12,1035
2016-08-13,1035
2016-08-14,1034
2016-08-15,1018
2016-08-16,1032
2016-08-17,1012
2016-08-18,1026
2016-08-19,1023
2016-08-20,1023
2016-08-21,998
2016-08-22,1019
2016-08-23,1028
2016-08-24,1030
2016-08-25,1028
2016-08-26,1028
2016-08-28,1019
2016-08-31,1020
2016-09-01,1034
2016-09-02,1034
2016-09-03,1025
2016-09-04,1003
2016-09-05,1006
2016-09-06,1012
2016-09-07,1015
2016-09-08,1025
2016-09-09,1036
2016-09-10,1015
2016-09-11,999
2016-09-12,1027
2016-09-13,1020
2016-09-14,1010
2016-09-15,1017
2016-09-16,1000
2016-09-17,1030
2016-09-18,1016
2016-09-19,1030
2016-09-20,1030
2016-09-21,1039
2016-09-22,1037
2016-09-23,1012
2016-09-24,1012
2016-09-25,1008
2016-09-26,1008
2016-09-27,1006
2016-09-28,1010
2016-09-29,1017
2016-09-30,1011
2016-10-01,1007
2016-10-02,1009
2016-10-03,1014
2016-10-04,1013
2016-10-05,1023
2016-10-06,1023
2016-10-07,1009
2016-10-08,1011
2016-10-09,992
2016-10-10,1003
2016-10-11,1021
2016-10-12,1014
2016-10-13,1023
2016-10-14,1040
2016-10-15,1033
2016-10-16,1005
2016-10-17,1023
2016-10-18,1029
2016-10-19,1020
2016-10-20,1039
2016-10-21,1025
2016-10-22,1025
2016-10-23,1015
2016-10-24,1010
2016-10-25,1009
2016-10-26,1014
2016-10-27,1014
2016-10-28,1007
2016-10-29,1009
2016-10-30,1014
2016-10-31,1025
2016-11-01,1025
2016-11-02,1010
2016-11-03,999
2016-11-04,1002
2016-11-05,999
2016-11-06,1007
2016-11-07,1001
2016-11-08,1020
2016-11-09,1029
2016-11-10,1024
2016-11-11,1020
2016-11-12,1011
2016-11-13,1008
2016-11-14,1029
2016-12-08,1032
2016-12-09,1035
2016-12-10,1031
2016-12-11,1018
2016-12-12,1027
2016-12-13,1012
2016-12-14,1005
2016-12-15,1006
2016-12-16,1021
2016-12-17,1028
2016-12-18,1029
2016-12-19,1024
2016-12-20,1023
2016-12-21,1016
2016-12-22,1021
2016-12-23,1029
2016-12-24,1030
2016-12-25,1020
2016-12-26,1023
2016-12-27,1005
2016-12-28,1005
2016-12-29,999
2016-12-30,1022
2016-12-31,1012
2017-01-01,1006
2017-01-02,996
2017-01-03,1009
2017-01-04,991
2017-01-05,988
2017-01-06,993
2017-01-07,996
2017-01-08,999
2017-01-09,1013
2017-01-10,1017
2017-01-11,1013
2017-01-12,1003
2017-01-13,997
2017-01-14,1004
2017-01-15,1001
2017-01-16,1006
2017-01-17,1011
2017-01-18,1019
2017-01-19,1026
2017-01-20,1012
2017-01-21,1007
2017-01-22,999
2017-01-27,1013
2017-01-28,1006
2017-01-29,1008
2017-01-30,989
2017-01-31,1005
2017-02-01,1019
2017-02-02,1008
2017-02-03,1026
2017-02-04,1008
2017-02-05,1021
2017-02-06,1016
2017-02-07,1016
2017-02-08,1016
2017-02-09,1006
2017-02-10,1005
2017-02-11,1004
2017-02-12,988
2017-02-13,1005
2017-02-14,999
2017-02-15,990
2017-02-16,998
2017-02-18,995
2017-02-19,995
2017-02-20,994
2017-02-21,998
2017-02-22,997
2017-02-23,999
2017-02-24,997
2017-02-25,989
2017-02-26,980
2017-02-27,1000
2017-02-28,998
2017-03-01,993
2017-03-02,1006
2017-03-03,1006
2017-03-04,1009
2017-03-05,986
2017-03-06,998
2017-03-07,1007
2017-03-08,1005
2017-03-09,1007
2017-03-10,994
2017-03-11,998
2017-03-12,1004
2017-03-13,1012
2017-03-14,1006
2017-03-15,1000
2017-03-16,1009
2017-03-17,1007
2017-03-18,1000
2017-03-19,1000
2017-03-20,1001
2017-03-21,1003
2017-03-22,1002
2017-03-23,996
2017-03-24,1002
2017-03-25,995
2017-03-26,1008
2017-03-27,1010
2017-03-28,1008
2017-03-29,1005
2017-03-30,1004
2017-03-31,1007
2017-04-01,1022
2017-04-02,1013
2017-04-03,1019
2017-04-04,1017
2017-04-12,1006
2017-04-13,1021
2017-04-14,1018
2017-04-15,1020
2017-04-16,1011
2017-04-17,1013
2017-04-18,1023
2017-04-19,1032
2017-04-20,1025
2017-04-21,1013
2017-04-22,1022
2017-04-23,1007
2017-04-24,1001
2017-04-25,1015
2017-04-26,1010
2017-04-27,1006
2017-04-28,1011
2017-04-29,1004
2017-04-30,1000
2017-05-01,1000
2017-05-02,1009
2017-05-03,1020
2017-05-04,1025
2017-05-05,1014
2017-05-06,999
2017-05-07,990
2017-05-08,1019
2017-05-09,1014
2017-05-10,1004
2017-05-11,1012
2017-05-12,1014
2017-05-13,1008
2017-05-14,996
2017-05-15,988
2017-05-16,1004
2017-05-17,982
2017-05-18,1004
2017-05-19,990
2017-05-20,1001
2017-05-21,1001
2017-05-22,1009
2017-05-23,1010
2017-05-24,1014
2017-05-25,1019
2017-05-26,1005
2017-05-27,996
2017-05-28,1000
2017-05-29,1003
2017-05-30,1007
2017-05-31,997
2017-06-01,1000
2017-06-02,1009
2017-06-03,1003
2017-06-06,1007
2017-06-07,997
2017-06-08,991
2017-06-09,1004
2017-06-10,1001
2017-06-11,993
2017-06-12,1001
2017-06-13,1011
2017-06-14,1007
2017-06-15,1008
2017-06-16,1000
2017-06-17,1002
2017-06-18,1001
2017-06-19,1001
2017-06-20,1006
2017-06-21,1003
2017-06-22,1002
2017-06-23,1011
2017-06-24,1007
2017-06-25,998
2017-06-26,997
2017-06-27,1007
2017-06-28,1001
2017-06-29,1009
2017-06-30,1016
2017-07-01,1010
2017-07-02,1016
2017-07-03,1010
2017-07-04,1016
2017-07-05,998
2017-07-06,995
2017-07-07,1014
2017-07-08,1003
2017-07-13,1010
2017-07-14,1009
2017-07-15,1012
2017-07-16,998
2017-07-17,1007
2017-07-18,1008
2017-07-19,1018
2017-07-20,1010
2017-07-21,1008
2017-07-22,1003
2017-07-23,1003
2017-07-24,1013
2017-07-25,1013
2017-07-26,1018
2017-07-27,1021
2017-07-28,1022
2017-07-29,1011
2017-07-30,1023
2017-07-31,1029
2017-08-01,1018
2017-08-02,1008
2017-08-03,1000
2017-08-04,1001
2017-08-05,1000
2017-08-06,1019
2017-08-09,1022
2017-08-10,1016
2017-08-11,1024
2017-08-12,1011
2017-08-13,1012
2017-08-14,1001
2017-08-15,1003
2017-08-17,1005
2017-08-18,1014
2017-08-19,1014
2017-08-20,999
2017-08-21,997
2017-08-22,1005
2017-08-23,996
2017-08-24,1011
2017-08-25,1017
2017-08-26,1010
2017-08-27,1004
2017-08-28,1008
2017-08-29,1009
2017-08-30,1004
2017-08-31,1010
2017-09-01,998
2017-09-02,1002
2017-09-03,1009
2017-09-04,1003
2017-09-05,999
2017-09-06,1002
2017-09-07,1014
2017-09-08,1015
2017-09-09,1005
2017-09-10,1010
2017-09-11,1007
2017-09-12,1005
2017-09-13,1010
2017-09-14,1018
2017-09-15,1018
2017-09-16,1004
2017-09-17,1004
2017-09-19,1001
2017-09-20,1004
2017-09-21,1007
2017-09-22,990
2017-09-23,1004
2017-09-24,1009
2017-09-25,993
2017-09-26,1004
2017-09-27,1012
2017-09-28,1010
2017-09-29,1013
2017-09-30,999
2017-10-01,1000
2017-10-02,1015
2017-10-03,1004
2017-10-04,1002
2017-10-05,1004
2017-10-06,1001
2017-10-07,1000
2017-10-08,1004
2017-10-09,997
2017-10-10,1002
2017-10-11,1002
2017-10-12,1005
2017-10-13,1009
2017-10-14,1001
2017-10-15,1001
2017-10-16,1016
2017-10-17,1010
2017-10-18,996
2017-10-19,1003
2017-10-20,998
2017-10-21,981
2017-10-22,994
2017-10-23,997
2017-10-24,994
2017-10-25,995
2017-10-26,1008
2017-10-27,994
2017-10-28,994
2017-10-29,987
2017-10-30,999
2017-10-31,999
2017-11-01,999
2017-11-02,1014
2017-11-03,1015
2017-11-04,995
2017-11-05,1014
2017-11-06,1012
2017-11-07,997
2017-11-08,1002
2017-11-09,1002
2017-11-10,1006
2017-11-11,975
2017-11-12,982
2017-11-13,998
2017-11-14,1002
2017-11-15,987
2017-11-16,975
2017-11-17,984
2017-11-18,987
2017-11-19,992
2017-11-20,981
2017-11-21,994
2017-11-22,1001
2017-11-23,994
2017-11-24,999
2017-11-25,987
2017-11-26,988
2017-11-27,990
2017-11-28,1001
2017-11-29,1001
2017-11-30,1001
2017-12-01,1003
2017-12-02,997
2017-12-03,996
2017-12-04,984
2017-12-05,999
2017-12-06,999
2017-12-07,1000
2017-12-08,997
2017-12-09,999
2017-12-10,1003
2017-12-11,1010
2017-12-12,1003
2017-12-13,975
2017-12-14,994
2017-12-15,998
2017-12-16,991
2017-12-17,1011
2017-12-18,1001
2017-12-19,994
2017-12-20,999
2017-12-21,1001
2017-12-22,997
2017-12-23,994
2017-12-24,1001
2017-12-25,991
2017-12-26,985
2017-12-27,971
2017-12-28,994
2017-12-29,986
2017-12-30,987
2017-12-31,984
2018-01-01,981
2018-01-02,965
2018-01-03,958
2018-01-04,949
2018-01-05,955
2018-01-06,969
2018-01-07,962
2018-01-08,974
2018-01-09,981
2018-01-10,978
2018-01-11,979
2018-01-12,980
2018-01-13,980
2018-01-14,956
2018-01-15,980
2018-01-16,981
2018-01-17,980
2018-01-18,988
2018-01-19,991
2018-01-20,976
2018-01-21,979
2018-01-22,991
2018-01-23,991
2018-01-24,995
2018-01-25,990
2018-01-26,987
2018-01-27,970
2018-01-28,989
2018-01-29,988
2018-01-30,996
2018-02-01,988
2018-02-02,982
2018-02-03,994
2018-02-04,993
2018-02-05,980
2018-02-06,986
2018-02-07,990
2018-02-08,1002
2018-02-09,999
2018-02-10,988
2018-02-11,980
2018-02-12,981
2018-02-13,994
2018-02-14,993
2018-02-15,992
2018-02-16,980
2018-02-17,993
2018-02-18,986
2018-02-19,1001
2018-02-20,999
2018-02-21,1004
2018-02-22,1004
2018-02-23,988
2018-02-24,978
2018-02-25,986
2018-02-26,986
2018-02-27,994
2018-02-28,973
2018-03-01,991
2018-03-02,993
2018-03-03,986
2018-03-04,993
2018-03-05,994
2018-03-06,999
2018-03-07,994
2018-03-08,994
2018-03-09,1002
2018-03-10,996
2018-03-11,992
2018-03-12,988
2018-03-13,985
2018-03-14,994
2018-03-15,997
2018-03-16,983
2018-03-17,994
2018-03-18,999
2018-03-19,989
2018-03-20,993
2018-03-21,992
2018-03-23,999
2018-03-24,1007
2018-03-26,998
2018-03-27,995
2018-03-28,1008
2018-03-29,1002
2018-03-30,998
2018-03-31,986
2018-04-01,986
2018-04-02,977
2018-04-03,986
2018-04-04,1000
2018-04-05,996
2018-04-06,1002
2018-04-08,991
2018-04-09,995
2018-04-10,1004
2018-04-11,1004
2018-04-12,1002
2018-04-13,1000
2018-04-14,998
2018-04-16,1006
2018-04-17,1005
2018-04-18,1009
2018-04-19,1007
2018-04-20,1003
2018-04-21,986
2018-04-22,986
2018-04-23,1002
2018-04-24,984
2018-04-25,995
2018-04-26,993
2018-04-27,998
2018-04-28,1003
2018-04-29,995
2018-04-30,1008
2018-05-01,1003
2018-05-02,990
2018-05-03,983
2018-05-04,1001
2018-05-05,996
2018-05-06,1007
2018-05-07,994
2018-05-08,992
2018-05-09,1000
2018-05-10,1005
2018-05-11,999
2018-05-12,1002
2018-05-13,997
2018-05-14,1006
2018-05-15,1003
2018-05-16,996
2018-05-17,1007
2018-05-18,997
2018-05-19,992
2018-05-20,998
2018-05-21,1006
2018-05-22,1004
2018-05-23,1007
2018-05-24,1004
2018-05-25,1005
2018-05-26,1006
2018-05-27,1007
2018-05-28,1006
2018-05-29,1009
2018-05-30,1018
2018-05-31,1016
2018-06-01,1016
2018-06-02,1003
2018-06-03,1014
2018-06-04,1013
2018-06-05,1007
2018-06-06,1007
2018-06-07,1001
2018-06-08,1012
2018-06-09,1000
2018-06-10,1007
2018-06-11,992
2018-06-12,1004
2018-06-13,1020
2018-06-14,1005
2018-06-15,1011
2018-06-16,1006
2018-06-17,1002
2018-06-18,1018
2018-06-19,1019
2018-06-20,1002
2018-06-21,1009
2018-06-22,1008
2018-06-23,997
2018-06-24,1009
2018-06-25,1009
2018-06-26,1022
2018-06-27,1019
2018-06-28,1008
2018-06-29,1002
2018-06-30,1005
2018-07-01,1007
2018-07-02,1001
2018-07-03,1014
2018-07-04,997
2018-07-05,1009
2018-07-06,1010
2018-07-07,1008
2018-07-08,1003
2018-07-09,1000
2018-07-10,997
2018-07-11,1007
2018-07-12,994
2018-07-13,1001
2018-07-14,1009
2018-07-15,1003
2018-07-16,1015
2018-07-17,1013
2018-07-18,1009
2018-07-19,989
2018-07-20,996
2018-07-21,1005
2018-07-22,995
2018-07-23,1011
2018-07-24,1005
2018-07-25,1007
2018-07-26,1008
2018-07-27,992
2018-07-28,1002
2018-07-29,1011
2018-07-30,998
2018-07-31,987
2018-08-01,996
2018-08-02,994
2018-08-03,989
2018-08-04,1002
2018-08-05,990
2018-08-06,1007
2018-08-07,1006
2018-08-08,993
2018-08-09,975
2018-08-10,969
2018-08-11,985
2018-08-12,963
2018-08-14,976
2018-08-16,978
2018-08-17,985
2018-08-18,967
2018-08-19,961
2018-08-20,985
2018-08-21,977
2018-08-22,968
2018-08-23,975
2018-08-24,975
2018-08-25,974
2018-08-26,950
2018-08-27,954
2018-08-28,973
2018-08-29,995
2018-08-30,988
2018-08-31,980
2018-09-01,978
2018-09-02,952
2018-09-03,959
2018-09-04,969
2018-09-05,960
2018-09-06,942
2018-09-07,953
2018-09-08,956
2018-09-09,963
2018-09-10,963
2018-09-11,970
2018-09-12,981
2018-09-13,976
2018-09-14,982
2018-09-15,974
2018-09-16,985
2018-09-17,974
2018-09-18,962
2018-09-19,966
2018-09-20,968
2018-09-21,971
2018-09-22,971
2018-09-23,977
2018-09-24,984
2018-09-25,988
2018-09-26,976
2018-09-27,953
2018-09-28,974
2018-09-29,968
2018-09-30,964
2018-10-02,964
2018-10-03,957
2018-10-04,965
2018-10-05,956
2018-10-06,969
2018-10-07,972
2018-10-08,974
2018-10-09,971
2018-10-10,966
2018-10-11,952
2018-10-12,948
2018-10-13,948
2018-10-14,929
2018-10-15,949
2018-10-16,963
2018-10-17,973
2018-10-18,970
2018-10-19,954
2018-10-20,962
2018-10-21,974
2018-10-22,963
2018-10-23,969
2018-10-24,966
2018-10-25,968
2018-10-26,966
2018-10-27,952
2018-10-28,959
2018-10-29,967
2018-10-30,968
2018-10-31,971
2018-11-01,980
2018-11-03,958
2018-11-04,968
2018-11-05,970
2018-11-06,975
2018-11-07,967
2018-11-08,973
2018-11-09,968
2018-11-10,956
2018-11-11,935
2018-11-12,935
2018-11-13,928
2018-11-14,930
2018-11-15,924
2018-11-16,916
2018-11-17,922
2018-11-18,915
2018-11-19,918
2018-11-20,915
2018-11-21,909
2018-11-22,910
2018-11-23,917
2018-11-24,925
2018-11-25,932
2018-11-26,934
2018-11-27,934
2018-11-28,938
2018-11-29,937
2018-12-01,937
2018-12-02,928
2018-12-03,911
2018-12-04,926
2018-12-05,937
2018-12-07,942
2018-12-09,939
2018-12-10,948
2018-12-11,937
2018-12-12,953
2018-12-13,955
2018-12-14,960
2018-12-15,962
2018-12-16,964
2018-12-17,955
2018-12-18,950
2018-12-19,948
2018-12-20,956
2018-12-21,956
2018-12-22,950
2018-12-23,955
2018-12-24,929
2018-12-25,953
2018-12-26,940
2018-12-27,939
2018-12-28,951
2018-12-29,944
2018-12-30,949
2018-12-31,951
2019-01-01,928
2019-01-02,924
2019-01-03,920
2019-01-04,925
2019-01-05,930
2019-01-06,938
2019-01-08,934
2019-01-10,947
2019-01-11,949
2019-01-12,944
2019-01-13,953
2019-01-14,950
2019-01-15,947
2019-01-16,944
2019-01-17,947
2019-01-18,947
2019-01-19,927
2019-01-20,942
2019-01-21,932
2019-01-22,942
2019-01-23,940
2019-01-24,937
2019-01-25,944
2019-01-26,940
2019-01-27,940
2019-01-28,930
2019-01-29,943
2019-01-30,949
2019-01-31,954
2019-02-01,959
2019-02-02,947
2019-02-03,949
2019-02-04,945
2019-02-05,949
2019-02-06,962
2019-02-07,953
2019-02-08,960
2019-02-09,955
2019-02-10,948
2019-02-11,956
2019-02-12,966
2019-02-13,969
2019-02-14,973
2019-02-15,968
2019-02-16,956
2019-02-17,970
2019-02-18,980
2019-02-19,975
2019-02-20,981
2019-02-21,975
2019-02-22,975
2019-02-23,969
2019-02-24,970
2019-02-25,971
2019-02-26,973
2019-02-27,985
2019-02-28,980
2019-03-01,984
2019-03-02,974
2019-03-03,980
2019-03-04,991
2019-03-05,993
2019-03-06,994
2019-03-07,985
2019-03-08,994
2019-03-09,980
2019-03-10,958
2019-03-11,972
2019-03-12,970
2019-03-13,964
2019-03-14,977
2019-03-15,959
2019-03-16,968
2019-03-17,966
2019-03-18,973
2019-03-19,972
2019-03-20,976
2019-03-21,973
2019-03-22,963
2019-03-23,955
2019-03-24,958
2019-03-25,967
2019-03-26,970
2019-03-27,949
2019-03-28,974
2019-03-29,974
2019-03-30,975
2019-03-31,954
2019-04-01,955
2019-04-02,951
2019-04-03,957
2019-04-04,969
2019-04-05,962
2019-04-06,939
2019-04-07,940
2019-04-08,948
2019-04-09,951
2019-04-10,944
2019-04-11,942
2019-04-12,947
2019-04-13,934
2019-04-14,939
2019-04-15,930
2019-04-16,953
2019-04-17,958
2019-04-18,955
2019-04-19,956
2019-04-20,955
2019-04-21,941
2019-04-22,946
2019-04-23,952
2019-04-24,965
2019-04-25,968
2019-04-26,958
2019-04-27,961
2019-04-28,952
2019-04-29,955
2019-04-30,957
2019-05-01,963
2019-05-02,955
2019-05-03,960
2019-05-04,959
2019-05-05,959
2019-05-06,968
2019-05-07,968
2019-05-08,961
2019-05-09,965
2019-05-10,959
2019-05-11,957
2019-05-12,939
2019-05-13,944
2019-05-14,954
2019-05-15,964
2019-05-16,961
2019-05-17,967
2019-05-18,945
2019-05-19,930
2019-05-20,929
2019-05-21,935
2019-05-22,934
2019-05-23,937
2019-05-24,937
2019-05-25,919
2019-05-26,922
2019-05-27,934
2019-05-28,944
2019-05-29,943
2019-05-30,947
2019-05-31,951
2019-06-01,948
2019-06-02,952
2019-06-03,954
2019-06-04,945
2019-06-05,954
2019-06-06,964
2019-06-07,953
2019-06-08,948
