date_obj,Dragon%20kiteshield price
2018-01-03,3095831
2018-01-04,3217448
2018-01-05,3335839
2018-01-06,3335839
2018-01-07,3469421
2018-01-08,3469421
2018-01-09,3600012
2018-01-10,3600012
2018-01-11,3600012
2018-01-12,3600012
2018-01-13,3738684
2018-01-14,3738684
2018-01-15,3738684
2018-01-16,3887876
2018-01-17,3887876
2018-01-18,3887876
2018-01-19,3887876
2018-01-20,3887876
2018-01-21,4045783
2018-01-22,4045783
2018-01-23,4045783
2018-01-25,4204113
2018-01-26,4204113
2018-01-27,4374171
2018-01-28,4374171
2018-01-29,4374171
2018-01-30,4543756
2018-01-31,4543756
2018-02-01,4543756
2018-02-02,4543756
2018-02-03,4727976
2018-02-04,4727976
2018-02-05,4727976
2018-02-06,4727976
2018-02-07,4908830
2018-02-08,4908830
2018-02-09,4908830
2018-02-10,4908830
2018-02-11,5100174
2018-02-12,5100174
2018-02-13,5100174
2018-02-14,5100174
2018-02-15,5303591
2018-02-16,5303591
2018-02-17,5303591
2018-02-18,5303591
2018-02-19,5515703
2018-02-20,5515703
2018-02-21,5515703
2018-02-22,5515703
2018-02-23,5515703
2018-02-24,5741988
2018-02-25,5741988
2018-02-26,5741988
2018-02-27,5741988
2018-02-28,5741988
2018-03-01,5971981
2018-03-02,5971981
2018-03-03,5971981
2018-03-04,5971981
2018-03-05,5971981
2018-03-06,6218471
2018-03-07,6218471
2018-03-08,6218471
2018-03-09,6218471
2018-03-10,6218471
2018-03-11,6482411
2018-03-12,6482411
2018-03-13,6482411
2018-03-14,6482411
2018-03-15,6482411
2018-03-16,6482411
2018-03-17,6766294
2018-03-18,6766294
2018-03-20,6766294
2018-03-21,6766294
2018-03-23,6766294
2018-03-24,7043080
2018-03-25,7043080
2018-03-26,7043080
2018-03-27,7043080
2018-03-28,7043080
2018-03-29,7043080
2018-03-30,7342404
2018-03-31,7342404
2018-04-01,7342404
2018-04-02,7342404
2018-04-03,7647707
2018-04-04,7647707
2018-04-05,7647707
2018-04-06,7647707
2018-04-07,7647707
2018-04-08,7647707
2018-04-09,7964191
2018-04-10,7964191
2018-04-11,7964191
2018-04-12,7964191
2018-04-13,7964191
2018-04-14,7964191
2018-04-15,8286116
2018-04-16,8286116
2018-04-17,8286116
2018-04-18,8286116
2018-04-19,8286116
2018-04-20,8286116
2018-04-21,8617922
2018-04-22,8617922
2018-04-23,8617922
2018-04-24,8617922
2018-04-25,8617922
2018-04-26,8617922
2018-04-27,8617922
2018-04-28,8970579
2018-04-29,8970579
2018-04-30,8970579
2018-05-01,8970579
2018-05-03,8970579
2018-05-04,8970579
2018-05-05,9330424
2018-05-07,9330424
2018-05-08,9330424
2018-05-09,9330424
2018-05-10,9330424
2018-05-11,9330424
2018-05-12,9705991
2018-05-13,9705991
2018-05-14,9705991
2018-05-15,9705991
2018-05-16,9705991
2018-05-17,9705991
2018-05-18,9705991
2018-05-19,10101571
2018-05-20,10101571
2018-05-21,10101571
2018-05-22,10101571
2018-05-23,10101571
2018-05-24,10101571
2018-05-25,10101571
2018-05-26,10101571
2018-05-27,10513380
2018-05-28,10513380
2018-05-29,10513380
2018-05-30,10513380
2018-05-31,10513380
2018-06-01,10513380
2018-06-02,10946767
2018-06-03,10946767
2018-06-04,10946767
2018-06-05,10946767
2018-06-06,10946767
2018-06-07,10946767
2018-06-08,10946767
2018-06-09,11365727
2018-06-10,11365727
2018-06-11,11365727
2018-06-12,11365727
2018-06-13,11365727
2018-06-14,11365727
2018-06-15,11365727
2018-06-16,11365727
2018-06-17,11843685
2018-06-18,11843685
2018-06-19,11843685
2018-06-20,11843685
2018-06-21,11843685
2018-06-22,11843685
2018-06-23,11843685
2018-06-24,11843685
2018-06-25,12339606
2018-06-26,12339606
2018-06-27,12339606
2018-06-28,12339606
2018-06-29,12339606
2018-06-30,12339606
2018-07-01,12339606
2018-07-02,12339606
2018-07-03,12846844
2018-07-04,12846844
2018-07-05,12846844
2018-07-06,12846844
2018-07-07,12846844
2018-07-08,12846844
2018-07-09,12846844
2018-07-10,12846844
2018-07-11,13388185
2018-07-12,13388185
2018-07-13,13388185
2018-07-14,13388185
2018-07-15,13388185
2018-07-16,13388185
2018-07-17,13388185
2018-07-18,13940940
2018-07-19,13940940
2018-07-20,13940940
2018-07-21,13940940
2018-07-22,13940940
2018-07-23,13940940
2018-07-24,13940940
2018-07-25,13940940
2018-07-26,14500991
2018-07-27,14500991
2018-07-28,14500991
2018-07-29,14500991
2018-07-30,14500991
2018-07-31,14500991
2018-08-01,14500991
2018-08-02,14500991
2018-08-03,14500991
2018-08-04,15098169
2018-08-05,15098169
2018-08-06,15098169
2018-08-07,15098169
2018-08-08,15098169
2018-08-09,15098169
2018-08-10,15098169
2018-08-11,15098169
2018-08-12,15098169
2018-08-14,15698252
2018-08-16,15698252
2018-08-17,15698252
2018-08-18,15698252
2018-08-19,15698252
2018-08-20,15698252
2018-08-21,15698252
2018-08-22,15698252
2018-08-23,16360114
2018-08-24,16360114
2018-08-25,16360114
2018-08-26,16360114
2018-08-27,16360114
2018-08-28,16360114
2018-08-29,16360114
2018-08-30,16360114
2018-08-31,17018268
2018-09-01,17018268
2018-09-02,17018268
2018-09-03,17018268
2018-09-04,17018268
2018-09-05,17018268
2018-09-06,17018268
2018-09-07,17018268
2018-09-08,17724151
2018-09-09,17724151
2018-09-10,17724151
2018-09-11,17724151
2018-09-12,17724151
2018-09-13,17724151
2018-09-14,17724151
2018-09-15,17724151
2018-09-16,17724151
2018-09-17,17724151
2018-09-18,17724151
2018-09-19,18434436
2018-09-20,18434436
2018-09-21,18434436
2018-09-22,18434436
2018-09-23,18434436
2018-09-24,18434436
2018-09-25,18434436
2018-09-26,18434436
2018-09-27,18434436
2018-09-28,18434436
2018-09-29,19171962
2018-09-30,19171962
2018-10-02,19171962
2018-10-03,19171962
2018-10-04,19171962
2018-10-05,19171962
2018-10-06,19171962
2018-10-07,19171962
2018-10-08,19171962
2018-10-09,19984033
2018-10-10,19984033
2018-10-11,19984033
2018-10-12,19984033
2018-10-13,19984033
2018-10-14,19984033
2018-10-15,19984033
2018-10-16,19984033
2018-10-17,19984033
2018-10-18,19984033
2018-10-19,20803454
2018-10-20,20803454
2018-10-21,20803454
2018-10-22,20803454
2018-10-23,20803454
2018-10-24,20803454
2018-10-25,20803454
2018-10-26,20803454
2018-10-27,20803454
2018-10-28,20803454
2018-10-29,20803454
2018-10-30,20803454
2018-10-31,20803454
2018-11-01,21616615
2018-11-03,21616615
2018-11-04,21616615
2018-11-05,21616615
2018-11-06,21616615
2018-11-07,21616615
2018-11-08,21616615
2018-11-09,22520007
2018-11-10,22520007
2018-11-11,22520007
2018-11-12,22520007
2018-11-13,22520007
2018-11-14,22520007
2018-11-15,22520007
2018-11-16,23463587
2018-11-17,23463587
2018-11-18,23463587
2018-11-19,23463587
2018-11-20,23463587
2018-11-21,23463587
2018-11-22,23463587
2018-11-23,24421376
2018-11-24,24421376
2018-11-25,24421376
2018-11-26,24421376
2018-11-27,24421376
2018-11-28,24421376
2018-11-29,24421376
2018-12-01,25421542
2018-12-02,25421542
2018-12-03,25421542
2018-12-04,25421542
2018-12-05,25421542
2018-12-07,26456943
2018-12-09,26456943
2018-12-10,26456943
2018-12-11,26456943
2018-12-12,26456943
2018-12-13,26456943
2018-12-14,27511389
2018-12-15,27511389
2018-12-16,27511389
2018-12-17,27511389
2018-12-18,27511389
2018-12-19,27511389
2018-12-20,27511389
2018-12-21,27511389
2018-12-22,28699487
2018-12-23,28699487
2018-12-24,28699487
2018-12-25,28699487
2018-12-26,28699487
