date_obj,3rd%20age%20druidic%20staff price
2019-04-11,150000000
2019-04-11,150000000
2019-04-12,150000000
2019-04-13,156015713
2019-04-14,156015713
2019-04-15,500000000
2019-04-16,500000000
2019-04-17,500000000
2019-04-18,500000000
2019-04-19,500000000
2019-04-20,500000000
2019-04-21,500000000
2019-04-22,500000000
2019-04-23,500000000
2019-04-24,500000000
2019-04-25,500000000
2019-04-26,500000000
2019-04-27,500000000
2019-04-28,500000000
2019-04-29,500000000
2019-04-30,500000000
2019-05-01,500000000
2019-05-02,500000000
2019-05-03,500000000
2019-05-04,500000000
2019-05-05,500000000
2019-05-06,500000000
2019-05-07,500000000
2019-05-08,500000000
2019-05-09,500000000
2019-05-10,500000000
2019-05-11,500000000
2019-05-12,500000000
2019-05-13,500000000
2019-05-14,500000000
2019-05-15,500000000
2019-05-16,500000000
2019-05-17,500000000
2019-05-18,500000000
2019-05-19,500000000
2019-05-20,500000000
2019-05-21,500000000
2019-05-22,500000000
2019-05-23,500000000
2019-05-24,500000000
2019-05-25,500000000
2019-05-26,500000000
2019-05-27,500000000
2019-05-28,500000000
2019-05-29,500000000
2019-05-30,500000000
2019-05-31,500000000
2019-06-01,500000000
2019-06-02,500000000
2019-06-03,500000000
2019-06-04,500000000
2019-06-05,500000000
2019-06-06,500000000
2019-06-07,500000000
2019-06-08,500000000
2019-06-09,500000000
2019-06-10,518612695
2019-06-11,518612695
2019-06-12,518612695
2019-06-13,518612695
2019-06-14,518612695
2019-06-15,518612695
2019-06-16,518612695
2019-06-17,518612695
2019-06-18,518612695
2019-06-19,518612695
2019-06-20,518612695
2019-06-21,518612695
2019-06-22,518612695
2019-06-23,518612695
2019-06-24,518612695
2019-06-25,518612695
2019-06-26,518612695
2019-06-27,518612695
2019-06-28,518612695
2019-06-29,518612695
2019-06-30,518612695
2019-07-01,518612695
2019-07-02,518612695
2019-07-03,518612695
2019-07-04,518612695
2019-07-05,518612695
2019-07-06,518612695
2019-07-07,518612695
2019-07-08,518612695
2019-07-09,518612695
2019-07-10,518612695
2019-07-11,518612695
2019-07-12,518612695
2019-07-13,518612695
2019-07-14,518612695
2019-07-15,518612695
2019-07-16,518612695
2019-07-17,518612695
2019-07-18,518612695
2019-07-19,518612695
2019-07-20,518612695
2019-07-21,518612695
2019-07-22,518612695
2019-07-23,518612695
2019-07-24,518612695
2019-07-25,518612695
2019-07-26,518612695
2019-07-27,518612695
2019-07-28,518612695
2019-07-29,518612695
2019-07-30,518612695
2019-07-31,518612695
2019-08-01,518612695
2019-08-02,518612695
2019-08-03,518612695
2019-08-04,518612695
2019-08-05,518612695
2019-08-06,518612695
2019-08-07,518612695
2019-08-08,518612695
2019-08-09,518612695
2019-08-10,518612695
2019-08-11,518612695
2019-08-12,518612695
2019-08-13,518612695
2019-08-14,518612695
2019-08-15,518612695
2019-08-16,518612695
2019-08-17,518612695
2019-08-18,518612695
2019-08-19,518612695
2019-08-20,518612695
2019-08-21,518612695
2019-08-22,518612695
2019-08-23,518612695
2019-08-24,518612695
2019-08-24,518612695
2019-08-25,518612695
2019-08-25,518612695
2019-08-26,518612695
2019-08-26,518612695
2019-08-27,518612695
2019-08-27,518612695
2019-08-28,518612695
2019-08-29,541477100
2019-08-30,541477100
2019-08-31,541477100
2019-09-01,541477100
2019-09-02,541477100
2019-09-03,541477100
2019-09-04,541477100
2019-09-05,541477100
2019-09-06,541477100
2019-09-07,541477100
2019-09-08,541477100
2019-09-09,541477100
2019-09-10,541477100
2019-09-11,541477100
2019-09-12,541477100
2019-09-13,541477100
2019-09-14,541477100
2019-09-15,541477100
2019-09-16,541477100
2019-09-17,541477100
2019-09-18,541477100
2019-09-19,541477100
2019-09-20,541477100
2019-09-21,541477100
2019-09-22,541477100
2019-09-23,541477100
2019-09-24,541477100
2019-09-25,541477100
2019-09-26,541477100
2019-09-27,541477100
2019-09-28,541477100
2019-09-29,541477100
2019-09-30,541477100
2019-10-01,541477100
2019-10-02,541477100
2019-10-03,541477100
2019-10-04,541477100
2019-10-05,541477100
2019-10-06,541477100
2019-10-07,541477100
2019-10-08,541477100
2019-10-09,541477100
2019-10-10,541477100
2019-10-11,541477100
2019-10-12,541477100
2019-10-13,541477100
2019-10-14,541477100
2019-10-15,541477100
2019-10-16,541477100
2019-10-17,541477100
2019-10-18,541477100
2019-10-19,541477100
2019-10-20,541477100
2019-10-21,541477100
2019-10-22,541477100
2019-10-23,541477100
2019-10-24,541477100
2019-10-25,541477100
2019-10-26,541477100
2019-10-27,541477100
2019-10-28,541477100
2019-10-29,541477100
2019-10-30,541477100
2019-10-31,541477100
2019-11-01,541477100
2019-11-02,541477100
2019-11-03,541477100
2019-11-04,541477100
2019-11-05,541477100
2019-11-06,541477100
2019-11-07,541477100
2019-11-08,541477100
2019-11-09,541477100
2019-11-10,541477100
2019-11-11,541477100
2019-11-12,541477100
2019-11-13,541477100
2019-11-14,541477100
2019-11-15,541477100
2019-11-16,541477100
2019-11-17,541477100
2019-11-18,549041365
2019-11-19,549041365
2019-11-20,549041365
2019-11-21,549041365
2019-11-22,549041365
2019-11-23,549041365
2019-11-24,549041365
2019-11-25,549041365
2019-11-26,549041365
2019-11-27,549041365
2019-11-28,549041365
2019-11-29,549041365
2019-11-30,549041365
2019-12-01,549041365
2019-12-02,549041365
2019-12-03,549041365
2019-12-04,549041365
2019-12-05,549041365
2019-12-06,549041365
2019-12-07,549041365
2019-12-08,549041365
2019-12-09,549041365
2019-12-10,549041365
2019-12-11,549041365
2019-12-12,549041365
2019-12-13,549041365
2019-12-14,549041365
2019-12-15,549041365
2019-12-16,549041365
2019-12-17,549041365
2019-12-18,549041365
2019-12-19,549041365
2019-12-20,549041365
2019-12-21,549041365
2019-12-22,549041365
2019-12-23,549041365
2019-12-24,549041365
2019-12-25,549041365
2019-12-26,549041365
2019-12-27,549041365
2019-12-28,549041365
2019-12-29,549041365
2019-12-30,549041365
2019-12-31,549041365
2020-01-01,549041365
2020-01-02,549041365
2020-01-03,549041365
2020-01-04,549041365
2020-01-05,549041365
2020-01-06,549041365
2020-01-07,549041365
2020-01-08,549041365
2020-01-09,549041365
2020-01-10,549041365
2020-01-11,549041365
2020-01-12,549041365
2020-01-13,549041365
2020-01-14,549041365
2020-01-15,549041365
2020-01-16,549041365
2020-01-17,549041365
2020-01-18,549041365
2020-01-19,549041365
2020-01-20,549041365
2020-01-21,549041365
2020-01-22,549041365
2020-01-23,549041365
2020-01-24,549041365
2020-01-25,549041365
2020-01-26,549041365
2020-01-27,549041365
2020-01-28,549041365
2020-01-29,549041365
2020-01-30,549041365
2020-01-31,549041365
2020-02-01,549041365
2020-02-02,549041365
2020-02-03,549041365
2020-02-04,549041365
2020-02-05,549041365
2020-02-06,549041365
2020-02-07,549041365
2020-02-08,549041365
2020-02-09,524423418
2020-02-10,524423418
2020-02-11,524423418
2020-02-12,524423418
2020-02-13,524423418
2020-02-14,524423418
2020-02-15,524423418
2020-02-16,524423418
2020-02-17,524423418
2020-02-18,524423418
2020-02-19,524423418
2020-02-20,524423418
2020-02-21,524423418
2020-02-22,524423418
2020-02-23,524423418
2020-02-24,524423418
2020-02-25,524423418
2020-02-26,524423418
2020-02-27,524423418
2020-02-28,524423418
2020-02-29,524423418
2020-03-01,524423418
2020-03-02,524423418
2020-03-03,524423418
2020-03-04,524423418
2020-03-05,524423418
2020-03-06,524423418
2020-03-07,524423418
2020-03-08,524423418
2020-03-09,524423418
2020-03-10,524423418
2020-03-11,524423418
2020-03-12,524423418
2020-03-13,524423418
2020-03-14,524423418
2020-03-15,524423418
2020-03-16,524423418
2020-03-17,524423418
2020-03-18,524423418
2020-03-19,524423418
2020-03-20,524423418
2020-03-21,524423418
2020-03-22,524423418
2020-03-23,524423418
2020-03-24,524423418
2020-03-25,524423418
2020-03-26,524423418
2020-03-27,524423418
2020-03-28,524423418
2020-03-29,524423418
2020-03-30,524423418
2020-03-31,524423418
2020-04-01,524423418
2020-04-02,524423418
2020-04-03,524423418
2020-04-04,524423418
2020-04-05,524423418
2020-04-06,524423418
2020-04-07,524423418
2020-04-08,524423418
2020-04-09,524423418
2020-04-10,524423418
2020-04-11,524423418
2020-04-12,524423418
2020-04-13,524423418
2020-04-14,524423418
2020-04-15,524423418
2020-04-16,524423418
2020-04-17,524423418
2020-04-18,524423418
2020-04-19,524423418
2020-04-20,499530122
2020-04-21,499530122
2020-04-22,499530122
2020-04-23,499530122
2020-04-24,499530122
2020-04-25,499530122
2020-04-26,499530122
2020-04-27,499530122
2020-04-28,499530122
2020-04-29,499530122
2020-04-30,499530122
2020-05-01,499530122
2020-05-02,499530122
2020-05-03,499530122
2020-05-04,499530122
2020-05-05,499530122
2020-05-06,499530122
2020-05-07,499530122
2020-05-08,499530122
2020-05-09,499530122
2020-05-10,499530122
2020-05-11,499530122
2020-05-12,499530122
2020-05-13,499530122
