date_obj,Mystic%20air%20staff price
2019-04-11,25166
2019-04-12,25141
2019-04-13,25126
2019-04-14,25148
2019-04-15,25336
2019-04-16,25101
2019-04-17,25181
2019-04-18,25253
2019-04-19,25171
2019-04-20,25183
2019-04-21,25231
2019-04-22,25206
2019-04-23,25171
2019-04-24,25141
2019-04-25,25195
2019-04-26,25115
2019-04-27,25140
2019-04-28,25153
2019-04-29,25193
2019-04-30,25232
2019-05-01,25198
2019-05-02,25201
2019-05-03,25181
2019-05-04,25184
2019-05-05,25283
2019-05-06,25214
2019-05-07,25202
2019-05-08,25203
2019-05-09,25335
2019-05-10,25217
2019-05-11,25301
2019-05-12,25257
2019-05-13,25260
2019-05-14,25275
2019-05-15,25193
2019-05-16,25179
2019-05-17,25199
2019-05-18,25203
2019-05-19,25214
2019-05-20,25222
2019-05-21,25199
2019-05-22,25189
2019-05-23,25235
2019-05-24,25212
2019-05-25,25200
2019-05-26,25220
2019-05-27,25186
2019-05-28,25271
2019-05-29,25203
2019-05-30,25169
2019-05-31,25175
2019-06-01,25191
2019-06-02,25198
2019-06-03,25196
2019-06-04,25213
2019-06-05,25209
2019-06-06,25188
2019-06-07,25203
2019-06-08,25214
2019-06-09,25174
2019-06-10,25149
2019-06-11,25179
2019-06-12,25211
2019-06-13,25246
2019-06-14,25140
2019-06-15,25214
2019-06-16,25217
2019-06-17,25226
2019-06-18,25243
2019-06-19,25226
2019-06-20,25185
2019-06-21,25125
2019-06-22,25176
2019-06-23,25236
2019-06-24,25144
2019-06-25,25147
2019-06-26,25188
2019-06-27,25119
2019-06-28,25146
2019-06-29,25149
2019-06-30,25172
2019-07-01,25193
2019-07-02,25179
2019-07-03,25270
2019-07-04,25229
2019-07-05,25198
2019-07-06,25126
2019-07-07,25202
2019-07-08,25183
2019-07-09,25172
2019-07-10,25172
2019-07-11,25197
2019-07-12,25174
2019-07-13,25199
2019-07-14,25206
2019-07-15,25213
2019-07-16,25152
2019-07-17,25160
2019-07-18,25161
2019-07-19,25251
2019-07-20,25307
2019-07-21,25281
2019-07-22,25121
2019-07-23,25133
2019-07-24,25153
2019-07-25,25029
2019-07-26,25108
2019-07-27,25026
2019-07-28,25057
2019-07-29,25128
2019-07-30,25233
2019-07-31,25159
2019-08-01,25074
2019-08-02,25082
2019-08-03,25160
2019-08-04,25087
2019-08-05,25116
2019-08-06,25066
2019-08-07,25077
2019-08-08,25124
2019-08-09,25094
2019-08-10,25107
2019-08-11,25116
2019-08-12,25087
2019-08-13,25079
2019-08-14,25119
2019-08-15,25107
2019-08-16,25205
2019-08-17,25213
2019-08-18,25088
2019-08-19,25122
2019-08-20,25168
2019-08-21,25163
2019-08-22,25167
2019-08-23,25160
2019-08-24,25231
2019-08-24,25231
2019-08-25,25185
2019-08-25,25185
2019-08-26,25256
2019-08-26,25256
2019-08-27,25170
2019-08-27,25170
2019-08-28,25104
2019-08-29,25214
2019-08-30,25160
2019-08-31,25172
2019-09-01,25202
2019-09-02,25205
2019-09-03,25141
2019-09-04,25029
2019-09-05,25130
2019-09-06,25164
2019-09-07,25098
2019-09-08,25169
2019-09-09,25122
2019-09-10,25124
2019-09-11,25200
2019-09-12,25170
2019-09-13,25073
2019-09-14,25175
2019-09-15,25214
2019-09-16,25201
2019-09-17,25222
2019-09-18,25177
2019-09-19,25136
2019-09-20,25020
2019-09-21,25129
2019-09-22,25122
2019-09-23,25120
2019-09-24,25079
2019-09-25,25138
2019-09-26,25137
2019-09-27,25162
2019-09-28,25142
2019-09-29,25164
2019-09-30,25090
2019-10-01,25138
2019-10-02,25226
2019-10-03,25145
2019-10-04,24965
2019-10-05,25124
2019-10-06,25099
2019-10-07,24864
2019-10-08,25037
2019-10-09,25072
2019-10-10,25102
2019-10-11,25139
2019-10-12,24990
2019-10-13,25175
2019-10-14,25120
2019-10-15,25072
2019-10-16,25097
2019-10-17,25085
2019-10-18,25207
2019-10-19,25081
2019-10-20,25122
2019-10-21,25110
2019-10-22,25112
2019-10-23,25208
2019-10-24,25097
2019-10-25,25097
2019-10-26,25086
2019-10-27,25035
2019-10-28,25080
2019-10-29,25064
2019-10-30,25091
2019-10-31,25010
2019-11-01,25093
2019-11-02,25085
2019-11-03,25102
2019-11-04,25117
2019-11-05,25102
2019-11-06,25082
2019-11-07,25149
2019-11-08,25161
2019-11-09,25070
2019-11-10,24996
2019-11-11,25115
2019-11-12,25169
2019-11-13,25106
2019-11-14,25050
2019-11-15,25044
2019-11-16,24973
2019-11-17,25240
2019-11-18,25120
2019-11-19,25079
2019-11-20,25045
2019-11-21,25021
2019-11-22,25034
2019-11-23,25063
2019-11-24,25010
2019-11-25,25074
2019-11-26,25136
2019-11-27,25135
2019-11-28,25077
2019-11-29,24994
2019-11-30,25100
2019-12-01,25134
2019-12-02,25043
2019-12-03,25120
2019-12-04,25080
2019-12-05,25066
2019-12-06,25071
2019-12-07,25165
2019-12-08,25186
2019-12-09,24914
2019-12-10,25006
2019-12-11,25006
2019-12-12,25043
2019-12-13,25050
2019-12-14,25058
2019-12-15,25075
2019-12-16,25086
2019-12-17,25083
2019-12-18,25104
2019-12-19,25096
2019-12-20,25138
2019-12-21,25108
2019-12-22,25151
2019-12-23,25176
2019-12-24,25072
2019-12-25,25154
2019-12-26,25417
2019-12-27,25032
2019-12-28,25095
2019-12-29,25143
2019-12-30,25107
2019-12-31,25111
2020-01-01,25102
2020-01-02,25109
2020-01-03,25238
2020-01-04,25157
2020-01-05,25022
2020-01-06,25075
2020-01-07,25123
2020-01-08,25119
2020-01-09,25098
2020-01-10,25114
2020-01-11,25108
2020-01-12,25179
2020-01-13,25088
2020-01-14,25118
2020-01-15,25114
2020-01-16,25054
2020-01-17,25107
2020-01-18,25123
2020-01-19,25143
2020-01-20,25157
2020-01-21,25208
2020-01-22,24941
2020-01-23,25040
2020-01-24,25053
2020-01-25,25058
2020-01-26,25116
2020-01-27,25137
2020-01-28,25056
2020-01-29,25082
2020-01-30,25140
2020-01-31,25134
2020-02-01,25043
2020-02-02,25130
2020-02-03,25123
2020-02-04,25166
2020-02-05,25166
2020-02-06,24986
2020-02-07,25164
2020-02-08,24903
2020-02-09,25121
2020-02-10,25109
2020-02-11,25060
2020-02-12,25108
2020-02-13,25001
2020-02-14,25089
2020-02-15,25072
2020-02-16,25077
2020-02-17,25112
2020-02-18,25123
2020-02-19,25178
2020-02-20,25132
2020-02-21,25114
2020-02-22,25089
2020-02-23,25108
2020-02-24,25193
2020-02-25,25121
2020-02-26,25193
2020-02-27,25128
2020-02-28,25009
2020-02-29,25106
2020-03-01,25110
2020-03-02,25174
2020-03-03,25185
2020-03-04,25145
2020-03-05,25194
2020-03-06,25060
2020-03-07,25128
2020-03-08,25171
2020-03-09,25149
2020-03-10,25144
2020-03-11,25170
2020-03-12,25146
2020-03-13,25133
2020-03-14,25131
2020-03-15,25148
2020-03-16,25126
2020-03-17,25132
2020-03-18,25186
2020-03-19,25190
2020-03-20,25111
2020-03-21,25123
2020-03-22,25186
2020-03-23,25194
2020-03-24,25149
2020-03-25,25203
2020-03-26,25168
2020-03-27,25119
2020-03-28,25150
2020-03-29,25127
2020-03-30,25163
2020-03-31,25204
2020-04-01,25144
2020-04-02,25183
2020-04-03,25167
2020-04-04,25127
2020-04-05,25198
2020-04-06,25159
2020-04-07,25139
2020-04-08,25170
2020-04-09,25131
2020-04-10,25147
2020-04-11,25154
2020-04-12,25128
2020-04-13,25200
2020-04-14,25170
2020-04-15,25005
2020-04-16,25226
2020-04-17,25181
2020-04-18,25128
2020-04-19,25182
2020-04-20,25177
2020-04-21,25175
2020-04-22,25166
2020-04-23,25203
2020-04-24,25158
2020-04-25,25289
2020-04-26,25124
2020-04-27,25238
2020-04-28,25161
2020-04-29,25188
2020-04-30,25183
2020-05-01,25195
2020-05-02,25194
2020-05-03,25129
2020-05-04,25183
2020-05-05,25201
2020-05-06,25207
2020-05-07,25193
2020-05-08,25244
2020-05-09,25094
2020-05-10,25231
2020-05-11,25398
2020-05-12,25255
2020-05-13,25150
