date_obj,Studded%20body price
2015-10-22,420
2015-10-23,440
2015-10-24,451
2015-10-25,454
2015-10-26,466
2015-10-27,466
2015-10-29,495
2015-10-30,495
2015-10-31,504
2015-11-01,504
2015-11-02,503
2015-11-03,507
2015-11-04,489
2015-11-05,482
2015-11-06,478
2015-11-07,482
2015-11-08,500
2015-11-09,515
2015-11-10,527
2015-11-11,532
2015-11-12,528
2015-11-13,528
2015-11-14,524
2015-11-15,533
2015-11-16,527
2015-11-17,543
2015-11-18,560
2015-11-19,564
2015-11-20,550
2015-11-21,550
2015-11-22,540
2015-11-23,540
2015-11-24,557
2015-11-25,549
2015-11-26,549
2015-11-27,556
2015-11-28,562
2015-11-29,573
2015-11-30,556
2015-12-01,557
2015-12-02,548
2015-12-03,565
2015-12-04,565
2015-12-05,556
2015-12-06,559
2015-12-07,554
2015-12-08,539
2015-12-09,522
2015-12-10,501
2015-12-11,503
2015-12-13,507
2015-12-14,507
2015-12-15,507
2015-12-16,497
2015-12-17,497
2015-12-18,484
2015-12-19,476
2015-12-20,492
2015-12-21,485
2015-12-22,492
2015-12-23,500
2015-12-24,487
2015-12-25,495
2015-12-26,489
2015-12-27,492
2015-12-28,486
2015-12-29,478
2015-12-30,458
2015-12-31,446
2016-01-01,437
2016-01-02,448
2016-01-03,466
2016-01-04,483
2016-01-05,479
2016-01-06,502
2016-01-07,520
2016-01-08,546
2016-01-09,546
2016-01-10,556
2016-01-11,549
2016-01-12,548
2016-01-13,571
2016-01-14,598
2016-01-15,617
2016-01-16,630
2016-01-17,657
2016-01-18,672
2016-01-19,680
2016-01-20,650
2016-01-21,646
2016-01-22,636
2016-01-23,615
2016-01-24,595
2016-01-25,609
2016-01-26,602
2016-01-27,602
2016-01-28,602
2016-01-29,576
2016-01-30,576
2016-01-31,550
2016-02-01,524
2016-02-02,511
2016-02-03,497
2016-02-04,487
2016-02-05,474
2016-02-06,451
2016-02-07,453
2016-02-08,469
2016-02-09,454
2016-02-10,453
2016-02-11,458
2016-02-12,444
2016-02-13,442
2016-02-14,442
2016-02-15,432
2016-02-16,432
2016-02-17,416
2016-02-18,416
2016-02-19,409
2016-02-20,402
2016-02-21,404
2016-02-22,404
2016-02-23,402
2016-02-24,407
2016-02-25,410
2016-02-26,410
2016-02-27,417
2016-02-28,434
2016-02-29,449
2016-03-01,450
2016-03-02,460
2016-03-03,466
2016-03-04,471
2016-03-05,460
2016-03-06,455
2016-03-07,466
2016-03-08,466
2016-03-09,457
2016-03-10,461
2016-03-11,465
2016-03-12,462
2016-03-13,462
2016-03-14,454
2016-03-15,447
2016-03-16,447
2016-03-17,432
2016-03-18,424
2016-03-19,411
2016-03-20,394
2016-03-21,389
2016-03-22,375
2016-03-23,377
2016-03-24,390
2016-03-25,401
2016-03-26,416
2016-03-27,426
2016-03-28,447
2016-03-29,470
2016-03-30,470
2016-03-31,492
2016-04-01,517
2016-04-02,543
2016-04-03,547
2016-04-04,559
2016-04-05,546
2016-04-06,556
2016-04-07,577
2016-04-08,592
2016-04-09,587
2016-04-10,572
2016-04-11,572
2016-04-12,590
2016-04-13,620
2016-04-14,633
2016-04-15,620
2016-04-16,629
2016-04-17,622
2016-04-18,595
2016-04-19,572
2016-04-20,545
2016-04-21,531
2016-04-22,531
2016-04-23,511
2016-04-24,490
2016-04-25,483
2016-04-26,482
2016-04-27,458
2016-04-28,439
2016-04-29,417
2016-04-30,402
2016-05-01,393
2016-05-02,406
2016-05-03,396
2016-05-04,398
2016-05-05,404
2016-05-06,404
2016-05-07,415
2016-05-08,416
2016-05-09,424
2016-05-10,439
2016-05-11,459
2016-05-12,468
2016-05-13,449
2016-05-14,437
2016-05-15,434
2016-05-16,445
2016-05-17,460
2016-05-18,481
2016-05-19,497
2016-05-22,557
2016-05-23,543
2016-05-24,538
2016-05-25,528
2016-05-26,521
2016-05-27,497
2016-05-28,491
2016-05-29,482
2016-05-30,477
2016-05-31,471
2016-06-01,461
2016-06-02,450
2016-06-03,447
2016-06-04,434
2016-06-05,427
2016-06-06,426
2016-06-07,410
2016-06-08,399
2016-06-09,398
2016-06-10,403
2016-06-11,417
2016-06-12,436
2016-06-13,444
2016-06-14,432
2016-06-15,426
2016-06-16,448
2016-06-17,458
2016-06-18,461
2016-06-19,449
2016-06-20,439
2016-06-21,447
2016-06-22,469
2016-06-23,479
2016-06-24,496
2016-06-25,510
2016-06-26,511
2016-06-27,491
2016-06-28,487
2016-06-29,485
2016-06-30,460
2016-07-01,441
2016-07-02,436
2016-07-03,433
2016-07-04,422
2016-07-05,413
2016-07-06,419
2016-07-07,422
2016-07-08,419
2016-07-09,416
2016-07-10,418
2016-07-11,423
2016-07-12,421
2016-07-13,433
2016-07-14,422
2016-07-15,413
2016-07-16,399
2016-07-17,393
2016-07-18,388
2016-07-24,452
2016-07-25,449
2016-07-26,444
2016-07-27,443
2016-07-28,433
2016-07-29,428
2016-07-30,425
2016-07-31,425
2016-08-01,418
2016-08-02,419
2016-08-03,402
2016-08-04,396
2016-08-05,391
2016-08-06,384
2016-08-07,372
2016-08-08,373
2016-08-09,379
2016-08-10,378
2016-08-11,374
2016-08-12,375
2016-08-13,374
2016-08-14,365
2016-08-15,358
2016-08-16,363
2016-08-17,365
2016-08-18,365
2016-08-19,371
2016-08-20,379
2016-08-21,383
2016-08-22,392
2016-08-23,405
2016-08-24,411
2016-08-25,415
2016-08-26,415
2016-08-28,397
2016-08-31,384
2016-09-01,396
2016-09-02,396
2016-09-03,389
2016-09-04,375
2016-09-05,375
2016-09-06,380
2016-09-07,380
2016-09-08,393
2016-09-09,404
2016-09-10,415
2016-09-11,415
2016-09-12,417
2016-09-13,424
2016-09-14,424
2016-09-15,417
2016-09-16,417
2016-09-17,415
2016-09-18,408
2016-09-19,406
2016-09-20,406
2016-09-21,399
2016-09-22,397
2016-09-23,394
2016-09-24,394
2016-09-25,395
2016-09-26,395
2016-09-27,386
2016-09-28,384
2016-09-29,384
2016-09-30,380
2016-10-01,378
2016-10-02,378
2016-10-03,377
2016-10-04,382
2016-10-05,383
2016-10-06,380
2016-10-07,381
2016-10-08,382
2016-10-09,382
2016-10-10,384
2016-10-11,377
2016-10-12,377
2016-10-13,377
2016-10-14,389
2016-10-15,396
2016-10-16,400
2016-10-17,401
2016-10-18,415
2016-10-19,416
2016-10-20,423
2016-10-21,431
2016-10-22,431
2016-10-23,432
2016-10-24,416
2016-10-25,416
2016-10-26,413
2016-10-27,413
2016-10-28,405
2016-10-29,406
2016-10-30,396
2016-10-31,392
2016-11-01,392
2016-11-02,390
2016-11-03,390
2016-11-04,402
2016-11-05,402
2016-11-06,418
2016-11-07,439
2016-11-08,438
2016-11-09,440
2016-11-10,441
2016-11-11,458
2016-11-12,458
2016-11-13,456
2016-11-14,458
2016-12-08,399
2016-12-09,412
2016-12-10,410
2016-12-11,410
2016-12-12,401
2016-12-13,392
2016-12-14,390
2016-12-15,390
2016-12-16,394
2016-12-17,394
2016-12-18,410
2016-12-19,418
2016-12-20,409
2016-12-21,406
2016-12-22,421
2016-12-23,422
2016-12-24,408
2016-12-25,405
2016-12-26,411
2016-12-27,413
2016-12-28,405
2016-12-29,402
2016-12-30,410
2016-12-31,410
2017-01-01,401
2017-01-02,398
2017-01-03,384
2017-01-04,386
2017-01-05,387
2017-01-06,394
2017-01-07,397
2017-01-08,394
2017-01-09,377
2017-01-10,383
2017-01-11,381
2017-01-12,393
2017-01-13,403
2017-01-14,409
2017-01-15,412
2017-01-16,411
2017-01-17,406
2017-01-18,399
2017-01-19,413
2017-01-20,415
2017-01-21,402
2017-01-22,409
2017-01-27,408
2017-01-28,407
2017-01-29,421
2017-01-30,428
2017-01-31,418
2017-02-01,408
2017-02-02,398
2017-02-03,398
2017-02-04,394
2017-02-05,388
2017-02-06,392
2017-02-07,389
2017-02-08,385
2017-02-09,385
2017-02-10,383
2017-02-11,371
2017-02-12,364
2017-02-13,374
2017-02-14,372
2017-02-15,385
2017-02-16,382
2017-02-18,387
2017-02-19,374
2017-02-20,367
2017-02-21,370
2017-02-22,362
2017-02-23,367
2017-02-24,369
2017-02-25,367
2017-02-26,364
2017-02-27,365
2017-02-28,371
2017-03-01,381
2017-03-02,384
2017-03-03,387
2017-03-04,397
2017-03-05,405
2017-03-06,389
2017-03-07,392
2017-03-08,386
2017-03-09,389
2017-03-10,377
2017-03-11,379
2017-03-12,376
2017-03-13,372
2017-03-14,380
2017-03-15,397
2017-03-16,393
2017-03-17,390
2017-03-18,391
2017-03-19,391
2017-03-20,399
2017-03-21,412
2017-03-22,408
2017-03-23,402
2017-03-24,406
2017-03-25,421
2017-03-26,414
2017-03-27,399
2017-03-28,390
2017-03-29,385
2017-03-30,372
2017-03-31,377
2017-04-01,381
2017-04-02,367
2017-04-03,361
2017-04-04,364
2017-04-12,396
2017-04-13,407
2017-04-14,424
2017-04-15,434
2017-04-16,431
2017-04-17,434
2017-04-18,439
2017-04-19,450
2017-04-20,436
2017-04-21,430
2017-04-22,435
2017-04-23,433
2017-04-24,431
2017-04-25,425
2017-04-26,422
2017-04-27,419
2017-04-28,429
2017-04-29,428
2017-04-30,422
2017-05-01,412
2017-05-02,406
2017-05-03,407
2017-05-04,399
2017-05-05,401
2017-05-06,407
2017-05-07,399
2017-05-08,403
2017-05-09,402
2017-05-10,391
2017-05-11,386
2017-05-12,381
2017-05-13,375
2017-05-14,370
2017-05-15,373
2017-05-16,380
2017-05-17,380
2017-05-18,384
2017-05-19,383
2017-05-20,373
2017-05-21,373
2017-05-22,378
2017-05-23,378
2017-05-24,377
2017-05-25,368
2017-05-26,364
2017-05-27,364
2017-05-28,358
2017-05-29,362
2017-05-30,364
2017-05-31,367
2017-06-01,365
2017-06-02,361
2017-06-03,374
2017-06-06,411
2017-06-07,429
2017-06-08,429
2017-06-09,414
2017-06-10,426
2017-06-11,431
2017-06-12,449
2017-06-13,467
2017-06-14,477
2017-06-15,461
2017-06-16,448
2017-06-17,437
2017-06-18,426
2017-06-19,426
2017-06-20,418
2017-06-21,405
2017-06-22,394
2017-06-23,393
2017-06-24,390
2017-06-25,396
2017-06-26,394
2017-06-27,396
2017-06-28,397
2017-06-29,396
2017-06-30,401
2017-07-01,401
2017-07-02,397
2017-07-03,383
2017-07-04,385
2017-07-05,385
2017-07-06,382
2017-07-07,375
2017-07-08,380
2017-07-13,382
2017-07-14,387
2017-07-15,387
2017-07-16,404
2017-07-17,418
2017-07-18,431
2017-07-19,433
2017-07-20,426
2017-07-21,428
2017-07-22,424
2017-07-23,427
2017-07-24,412
2017-07-25,422
2017-07-26,441
2017-07-27,462
2017-07-28,486
2017-07-29,499
2017-07-30,492
2017-07-31,491
2017-08-01,489
2017-08-02,474
2017-08-03,461
2017-08-04,445
2017-08-05,443
2017-08-06,434
2017-08-09,413
2017-08-10,404
2017-08-11,416
2017-08-12,400
2017-08-13,393
2017-08-14,395
2017-08-15,409
2017-08-17,415
2017-08-18,418
2017-08-19,427
2017-08-20,442
2017-08-21,462
2017-08-22,446
2017-08-23,443
2017-08-24,435
2017-08-25,434
2017-08-26,420
2017-08-27,406
2017-08-28,388
2017-08-29,379
2017-08-30,373
2017-08-31,378
2017-09-01,372
2017-09-02,370
2017-09-03,363
2017-09-04,350
2017-09-05,348
2017-09-06,355
2017-09-07,363
2017-09-08,349
2017-09-09,342
2017-09-10,342
2017-09-11,342
2017-09-12,340
2017-09-13,346
2017-09-14,357
2017-09-15,357
2017-09-16,357
2017-09-17,351
2017-09-19,371
2017-09-20,380
2017-09-21,386
2017-09-22,395
2017-09-23,410
2017-09-24,405
2017-09-25,408
2017-09-26,398
2017-09-27,397
2017-09-28,399
2017-09-29,401
2017-09-30,393
2017-10-01,398
2017-10-02,396
2017-10-03,395
2017-10-04,401
2017-10-05,409
2017-10-06,412
2017-10-07,419
2017-10-08,420
2017-10-09,414
2017-10-10,409
2017-10-11,409
2017-10-12,403
2017-10-13,410
2017-10-14,415
2017-10-15,415
2017-10-16,415
2017-10-17,415
2017-10-18,409
2017-10-19,420
2017-10-20,434
2017-10-21,439
2017-10-22,443
2017-10-23,456
2017-10-24,474
2017-10-25,472
2017-10-26,476
2017-10-27,481
2017-10-28,481
2017-10-29,482
2017-10-30,478
2017-10-31,467
2017-11-01,467
2017-11-02,463
2017-11-03,456
2017-11-04,435
2017-11-05,422
2017-11-06,431
2017-11-07,436
2017-11-08,447
2017-11-09,458
2017-11-10,453
2017-11-11,459
2017-11-12,449
2017-11-13,444
2017-11-14,443
2017-11-15,439
2017-11-16,444
2017-11-17,455
2017-11-18,454
2017-11-19,461
2017-11-20,447
2017-11-21,439
2017-11-22,438
2017-11-23,428
2017-11-24,410
2017-11-25,406
2017-11-26,395
2017-11-27,395
2017-11-28,394
2017-11-29,414
2017-11-30,424
2017-12-01,422
2017-12-02,422
2017-12-03,412
2017-12-04,413
2017-12-05,418
2017-12-06,416
2017-12-07,431
2017-12-08,431
2017-12-09,424
2017-12-10,425
2017-12-11,419
2017-12-12,425
2017-12-13,404
2017-12-14,391
2017-12-15,382
2017-12-16,384
2017-12-17,377
2017-12-18,368
2017-12-19,362
2017-12-20,359
2017-12-21,356
2017-12-22,360
2017-12-23,361
2017-12-24,370
2017-12-25,372
2017-12-26,374
2017-12-27,387
2017-12-28,397
2017-12-29,410
2017-12-30,421
2017-12-31,406
2018-01-01,412
2018-01-02,403
2018-01-03,399
2018-01-04,387
2018-01-05,383
2018-01-06,386
2018-01-07,389
2018-01-08,394
2018-01-09,400
2018-01-10,412
2018-01-11,405
2018-01-12,406
2018-01-13,412
2018-01-14,397
2018-01-15,391
2018-01-16,383
2018-01-17,375
2018-01-18,371
2018-01-19,371
2018-01-20,372
2018-01-21,370
2018-01-22,375
2018-01-23,371
2018-01-24,366
2018-01-25,372
2018-01-26,375
2018-01-27,380
2018-01-28,382
2018-01-29,372
2018-01-30,370
2018-02-01,382
2018-02-02,383
2018-02-03,385
2018-02-04,383
2018-02-05,391
2018-02-06,388
2018-02-07,384
2018-02-08,392
2018-02-09,387
2018-02-10,386
2018-02-11,384
2018-02-12,385
2018-02-13,391
2018-02-14,403
2018-02-15,414
2018-02-16,424
2018-02-17,436
2018-02-18,440
2018-02-19,432
2018-02-20,414
2018-02-21,409
2018-02-22,394
2018-02-23,387
2018-02-24,388
2018-02-25,388
2018-02-26,384
2018-02-27,374
2018-02-28,377
2018-03-01,373
2018-03-02,372
2018-03-03,372
2018-03-04,372
2018-03-05,376
2018-03-06,377
2018-03-07,383
2018-03-08,385
2018-03-09,390
2018-03-10,391
2018-03-11,395
2018-03-12,392
2018-03-13,393
2018-03-14,391
2018-03-15,395
2018-03-16,400
2018-03-17,393
2018-03-18,404
2018-03-19,395
2018-03-20,397
2018-03-21,413
2018-03-23,425
2018-03-24,424
2018-03-26,431
2018-03-27,441
2018-03-28,432
2018-03-29,425
2018-03-30,428
2018-03-31,419
2018-04-01,417
2018-04-02,409
2018-04-03,416
2018-04-04,408
2018-04-05,409
2018-04-06,407
2018-04-08,407
2018-04-09,413
2018-04-10,412
2018-04-11,419
2018-04-12,401
2018-04-13,380
2018-04-14,369
2018-04-16,404
2018-04-17,418
2018-04-18,411
2018-04-19,393
2018-04-20,381
2018-04-21,365
2018-04-22,349
2018-04-23,351
2018-04-24,347
2018-04-25,358
2018-04-26,367
2018-04-27,360
2018-04-28,359
2018-04-29,364
2018-04-30,370
2018-05-01,385
2018-05-02,397
2018-05-03,406
2018-05-04,414
2018-05-05,429
2018-05-06,436
2018-05-08,459
2018-05-09,466
2018-05-10,451
2018-05-11,447
2018-05-12,440
2018-05-13,437
2018-05-14,434
2018-05-15,432
2018-05-16,437
2018-05-17,437
2018-05-18,454
2018-05-19,472
2018-05-20,482
2018-05-21,475
2018-05-22,471
2018-05-23,460
2018-05-24,439
2018-05-25,425
2018-05-26,419
2018-05-27,410
2018-05-28,394
2018-05-29,398
2018-05-30,410
2018-05-31,424
2018-06-01,421
2018-06-02,409
2018-06-03,404
2018-06-04,404
2018-06-05,403
2018-06-06,395
2018-06-07,393
2018-06-08,386
2018-06-09,379
2018-06-10,384
2018-06-11,383
2018-06-12,385
2018-06-13,393
2018-06-14,395
2018-06-15,401
2018-06-16,398
2018-06-17,406
2018-06-18,396
2018-06-19,412
2018-06-20,426
2018-06-21,445
2018-06-22,462
2018-06-23,485
2018-06-24,492
2018-06-25,488
2018-06-26,479
2018-06-27,470
2018-06-28,468
2018-06-29,464
2018-06-30,440
2018-07-01,419
2018-07-02,410
2018-07-03,412
2018-07-04,402
2018-07-05,391
2018-07-06,403
2018-07-07,405
2018-07-08,413
2018-07-09,421
2018-07-10,423
2018-07-11,436
2018-07-12,435
2018-07-13,453
2018-07-14,461
2018-07-15,478
2018-07-16,483
2018-07-17,477
2018-07-18,480
2018-07-19,481
2018-07-20,468
2018-07-21,450
2018-07-22,442
2018-07-23,424
2018-07-24,408
2018-07-25,403
2018-07-26,386
2018-07-27,381
2018-07-28,374
2018-07-29,367
2018-07-30,372
2018-07-31,371
2018-08-01,371
2018-08-02,369
2018-08-03,367
2018-08-04,365
2018-08-05,383
2018-08-06,398
2018-08-07,418
2018-08-08,436
2018-08-09,437
2018-08-10,429
2018-08-11,424
2018-08-12,418
2018-08-14,424
2018-08-16,454
2018-08-17,447
2018-08-18,435
2018-08-19,434
2018-08-20,432
2018-08-21,418
2018-08-22,407
2018-08-23,409
2018-08-24,402
2018-08-25,397
2018-08-26,400
2018-08-27,401
2018-08-28,399
2018-08-29,393
2018-08-30,391
2018-08-31,408
2018-09-01,406
2018-09-02,417
2018-09-03,427
2018-09-04,429
2018-09-05,424
2018-09-06,421
2018-09-07,425
2018-09-08,403
2018-09-09,410
2018-09-10,416
2018-09-11,409
2018-09-12,406
2018-09-13,409
2018-09-14,412
2018-09-15,414
2018-09-16,434
2018-09-17,432
2018-09-18,421
2018-09-19,424
2018-09-20,430
2018-09-21,423
2018-09-22,417
2018-09-23,408
2018-09-24,393
2018-09-25,389
2018-09-26,396
2018-09-27,383
2018-09-28,381
2018-09-29,401
2018-09-30,422
2018-10-02,423
2018-10-03,432
2018-10-04,424
2018-10-05,406
2018-10-06,405
2018-10-07,409
2018-10-08,405
2018-10-09,405
2018-10-10,394
2018-10-11,390
2018-10-12,375
2018-10-13,368
2018-10-14,360
2018-10-15,369
2018-10-16,386
2018-10-17,379
2018-10-18,389
2018-10-19,391
2018-10-20,386
2018-10-21,377
2018-10-22,381
2018-10-23,390
2018-10-24,392
2018-10-25,389
2018-10-26,406
2018-10-27,425
2018-10-28,425
2018-10-29,420
2018-10-30,424
2018-10-31,428
2018-11-01,435
2018-11-03,461
2018-11-04,483
2018-11-05,506
2018-11-06,515
2018-11-07,521
2018-11-08,522
2018-11-09,528
2018-11-10,545
2018-11-11,556
2018-11-12,566
2018-11-13,564
2018-11-14,563
2018-11-15,560
2018-11-16,560
2018-11-17,543
2018-11-18,520
2018-11-19,494
2018-11-20,473
2018-11-21,450
2018-11-22,429
2018-11-23,421
2018-11-24,409
2018-11-25,397
2018-11-26,395
2018-11-27,396
2018-11-28,390
2018-11-29,392
2018-12-01,378
2018-12-02,385
2018-12-03,390
2018-12-04,392
2018-12-05,387
2018-12-09,397
2018-12-10,404
2018-12-11,415
2018-12-12,432
2018-12-13,441
2018-12-14,433
2018-12-15,415
2018-12-16,404
2018-12-17,398
2018-12-18,395
2018-12-19,394
2018-12-20,385
2018-12-21,387
2018-12-22,387
2018-12-23,389
2018-12-24,387
2018-12-25,388
2018-12-26,377
2018-12-27,370
2018-12-28,365
2018-12-29,362
2018-12-30,363
2018-12-31,365
2019-01-01,361
2019-01-02,365
2019-01-03,364
2019-01-04,358
2019-01-05,364
2019-01-06,378
2019-01-08,385
2019-01-10,417
2019-01-11,432
2019-01-12,420
2019-01-13,409
2019-01-14,401
2019-01-15,390
2019-01-16,394
2019-01-17,387
2019-01-18,374
2019-01-19,375
2019-01-20,371
2019-01-21,365
2019-01-22,371
2019-01-23,371
2019-01-24,362
2019-01-25,364
2019-01-26,375
2019-01-27,391
2019-01-28,391
2019-01-29,385
2019-01-30,385
2019-01-31,384
2019-02-01,381
2019-02-02,388
2019-02-03,388
2019-02-04,378
2019-02-05,375
2019-02-06,376
2019-02-07,383
2019-02-08,376
2019-02-09,370
2019-02-10,372
2019-02-11,371
2019-02-12,367
2019-02-13,373
2019-02-14,376
2019-02-15,377
2019-02-16,389
2019-02-17,382
2019-02-18,386
2019-02-19,381
2019-02-20,398
2019-02-21,406
2019-02-22,410
2019-02-23,407
2019-02-24,391
2019-02-25,385
2019-02-26,388
2019-02-27,395
2019-02-28,395
2019-03-01,396
2019-03-02,391
2019-03-03,382
2019-03-04,376
2019-03-05,375
2019-03-06,380
2019-03-07,377
2019-03-08,360
2019-03-09,362
2019-03-10,367
2019-03-11,380
2019-03-12,379
2019-03-13,376
2019-03-14,372
2019-03-15,370
2019-03-16,374
2019-03-17,381
2019-03-18,378
2019-03-19,380
2019-03-20,373
2019-03-21,374
2019-03-22,380
2019-03-23,377
2019-03-24,386
2019-03-25,395
2019-03-26,398
2019-03-27,405
2019-03-28,416
2019-03-29,424
2019-03-30,426
2019-03-31,435
2019-04-01,445
2019-04-02,446
2019-04-03,457
2019-04-04,449
2019-04-05,451
2019-04-06,450
2019-04-07,461
2019-04-08,452
2019-04-09,464
2019-04-10,475
2019-04-11,469
2019-04-12,451
2019-04-13,444
2019-04-14,437
2019-04-15,432
2019-04-16,427
2019-04-17,416
2019-04-18,413
2019-04-19,408
2019-04-20,408
2019-04-21,401
2019-04-22,384
2019-04-23,366
2019-04-24,359
2019-04-25,353
2019-04-26,361
2019-04-27,368
2019-04-28,367
2019-04-29,371
2019-04-30,381
2019-05-01,376
2019-05-02,368
2019-05-03,369
2019-05-04,357
2019-05-05,362
2019-05-06,347
2019-05-07,345
2019-05-08,352
2019-05-09,356
2019-05-10,348
2019-05-11,345
2019-05-12,333
2019-05-13,340
2019-05-14,350
2019-05-15,360
2019-05-16,372
2019-05-17,383
2019-05-18,380
2019-05-19,387
2019-05-20,382
2019-05-21,393
2019-05-22,396
2019-05-23,388
2019-05-24,385
2019-05-25,378
2019-05-26,375
2019-05-27,378
2019-05-28,377
2019-05-29,393
2019-05-30,401
2019-05-31,393
2019-06-01,382
2019-06-02,369
2019-06-03,362
2019-06-04,348
2019-06-05,350
2019-06-06,356
2019-06-07,357
2019-06-08,362
2019-06-09,370
2019-06-10,383
2019-06-11,380
2019-06-12,387
2019-06-13,378
2019-06-14,377
2019-06-15,376
2019-06-16,373
2019-06-17,383
2019-06-18,387
2019-06-19,395
2019-06-20,404
2019-06-21,403
2019-06-22,402
2019-06-23,405
2019-06-24,387
2019-06-25,388
2019-06-26,387
2019-06-27,395
2019-06-28,402
2019-06-29,402
2019-06-30,405
2019-07-01,420
2019-07-02,427
2019-07-03,430
2019-07-04,430
2019-07-05,429
2019-07-06,435
2019-07-07,434
2019-07-08,441
2019-07-09,450
2019-07-10,444
2019-07-11,446
2019-07-12,439
2019-07-13,444
2019-07-14,434
2019-07-15,426
2019-07-16,415
2019-07-17,396
2019-07-18,384
2019-07-19,383
2019-07-20,389
2019-07-21,407
2019-07-22,428
2019-07-23,439
2019-07-24,430
2019-07-25,412
2019-07-26,398
2019-07-27,385
2019-07-28,371
2019-07-29,363
2019-07-30,350
2019-07-31,343
2019-08-01,341
2019-08-02,331
2019-08-03,328
2019-08-04,328
2019-08-05,321
2019-08-06,321
2019-08-07,312
2019-08-08,308
2019-08-09,308
2019-08-10,313
2019-08-11,322
2019-08-12,319
2019-08-13,325
2019-08-14,324
2019-08-15,328
2019-08-16,321
2019-08-17,324
2019-08-18,318
2019-08-19,330
2019-08-20,345
2019-08-21,355
2019-08-22,361
2019-08-23,380
2019-08-24,395
2019-08-24,395
2019-08-25,415
2019-08-25,415
2019-08-26,433
2019-08-26,433
2019-08-27,433
2019-08-27,433
2019-08-28,417
2019-08-29,411
2019-08-30,396
2019-08-31,388
2019-09-01,400
2019-09-02,418
2019-09-03,427
2019-09-04,432
2019-09-05,430
2019-09-06,410
2019-09-07,402
