date_obj,Bone%20dagger price
2015-08-31,2794
2015-09-01,2896
2015-09-02,2896
2015-09-03,2896
2015-09-04,2819
2015-09-05,2819
2015-09-06,2819
2015-09-07,2878
2015-09-08,2878
2015-09-09,2962
2015-09-10,2962
2015-09-11,2930
2015-09-12,2930
2015-09-13,2943
2015-09-14,2943
2015-09-15,2922
2015-09-16,2922
2015-09-17,2922
2015-09-18,2893
2015-09-19,2893
2015-09-20,2893
2015-09-21,2936
2015-09-22,2936
2015-09-23,2940
2015-09-24,2940
2015-09-25,2940
2015-09-27,2940
2015-09-28,2940
2015-09-29,3000
2015-09-30,3000
2015-10-05,3131
2015-10-06,3131
2015-10-07,3214
2015-10-08,3214
2015-10-09,3293
2015-10-10,3293
2015-10-11,3293
2015-10-12,3270
2015-10-13,3270
2015-10-14,3270
2015-10-15,3331
2015-10-16,3331
2015-10-17,3331
2015-10-18,3287
2015-10-19,3287
2015-10-20,3329
2015-10-22,3329
2015-10-23,3356
2015-10-24,3356
2015-10-25,3208
2015-10-26,3208
2015-10-27,3208
2015-10-29,3047
2015-10-30,3047
2015-10-31,3014
2015-11-01,3014
2015-11-02,3014
2015-11-03,3059
2015-11-04,3059
2015-11-05,3059
2015-11-06,2954
2015-11-07,2954
2015-11-08,2954
2015-11-09,3000
2015-11-10,3000
2015-11-11,3000
2015-11-12,3051
2015-11-13,3051
2015-11-14,3051
2015-11-15,3045
2015-11-16,3045
2015-11-17,3045
2015-11-18,3058
2015-11-19,3058
2015-11-20,3058
2015-11-21,3053
2015-11-22,3053
2015-11-23,3053
2015-11-24,3069
2015-11-25,3069
2015-11-26,3069
2015-11-27,3078
2015-11-28,3078
2015-11-29,3091
2015-11-30,3091
2015-12-01,3091
2015-12-02,3178
2015-12-03,3178
2015-12-04,3178
2015-12-05,3155
2015-12-06,3155
2015-12-07,3167
2015-12-08,3167
2015-12-09,3220
2015-12-10,3220
2015-12-11,3220
2015-12-12,3264
2015-12-13,3264
2015-12-14,3264
2015-12-15,3165
2015-12-16,3165
2015-12-17,3165
2015-12-18,3006
2015-12-19,3006
2015-12-20,2855
2015-12-21,2855
2015-12-22,2712
2015-12-23,2712
2015-12-24,2656
2015-12-25,2656
2015-12-26,2656
2015-12-27,2670
2015-12-28,2670
2015-12-29,2683
2015-12-30,2683
2015-12-31,2686
2016-01-01,2686
2016-01-02,2686
2016-01-03,2746
2016-01-04,2746
2016-01-05,2880
2016-01-06,2880
2016-01-07,2980
2016-01-08,2980
2016-01-09,2928
2016-01-10,2928
2016-01-11,2945
2016-01-12,2945
2016-01-13,2978
2016-01-14,2978
2016-01-15,3029
2016-01-16,3029
2016-01-17,2892
2016-01-18,2892
2016-01-19,2747
2016-01-20,2747
2016-01-21,2609
2016-01-22,2609
2016-01-23,2551
2016-01-24,2551
2016-01-25,2479
2016-01-26,2479
2016-01-27,2524
2016-01-28,2524
2016-01-29,2558
2016-01-30,2558
2016-01-31,2614
2016-02-01,2614
2016-02-02,2653
2016-02-03,2653
2016-02-04,2648
2016-02-05,2648
2016-02-06,2703
2016-02-07,2703
2016-02-08,2832
2016-02-09,2832
2016-02-10,2753
2016-02-11,2753
2016-02-12,2753
2016-02-13,2788
2016-02-14,2788
2016-02-15,2834
2016-02-16,2834
2016-02-17,2885
2016-02-18,2885
2016-02-19,2954
2016-02-20,2954
2016-02-21,3032
2016-02-22,3032
2016-02-23,3115
2016-02-24,3115
2016-02-25,3174
2016-02-26,3174
2016-02-27,3071
2016-02-28,3071
2016-02-29,3045
2016-03-01,3045
2016-03-02,2933
2016-03-03,2933
2016-03-04,2818
2016-03-05,2818
2016-03-06,2779
2016-03-07,2779
2016-03-08,2841
2016-03-09,2841
2016-03-10,2916
2016-03-11,2916
2016-03-12,2918
2016-03-13,2918
2016-03-14,3021
2016-03-15,3021
2016-03-16,3070
2016-03-17,3070
2016-03-18,3041
2016-03-19,3041
2016-03-20,3098
2016-03-21,3098
2016-03-22,3098
2016-03-23,3069
2016-03-24,3069
2016-03-25,3140
2016-03-26,3140
2016-03-27,3251
2016-03-28,3162
2016-03-29,3162
2016-03-30,3159
2016-03-31,3159
2016-04-01,3205
2016-04-02,3205
2016-04-03,3281
2016-04-04,3281
2016-04-05,3335
2016-04-06,3335
2016-04-07,3263
2016-04-08,3263
2016-04-09,3271
2016-04-10,3116
2016-04-11,3116
2016-04-12,2960
2016-04-13,2960
2016-04-14,2859
2016-04-15,2859
2016-04-16,2867
2016-04-17,2867
2016-04-18,2898
2016-04-19,2898
2016-04-20,2995
2016-04-21,2995
2016-04-22,2961
2016-04-23,2969
2016-04-24,2969
2016-04-25,2974
2016-04-26,2974
2016-04-27,2925
2016-04-28,2925
2016-04-29,2950
2016-04-30,3031
2016-05-01,3031
2016-05-02,2916
2016-05-03,2772
2016-05-04,2772
2016-05-05,2700
2016-05-06,2700
2016-05-07,2677
2016-05-08,2677
2016-05-09,2711
2016-05-10,2711
2016-05-11,2743
2016-05-12,2743
2016-05-13,2754
2016-05-14,2754
2016-05-15,2632
2016-05-16,2632
2016-05-17,2700
2016-05-18,2700
2016-05-19,2690
2016-05-22,2740
2016-05-23,2781
2016-05-24,2781
2016-05-25,2822
2016-05-26,2822
2016-05-27,2859
2016-05-28,2859
2016-05-29,2872
2016-05-30,2872
2016-05-31,2734
2016-06-01,2734
2016-06-02,2712
2016-06-03,2712
2016-06-04,2588
2016-06-05,2588
2016-06-06,2575
2016-06-07,2575
2016-06-08,2563
2016-06-09,2563
2016-06-10,2672
2016-06-11,2672
2016-06-12,2683
2016-06-13,2683
2016-06-14,2733
2016-06-15,2733
2016-06-16,2787
2016-06-17,2852
2016-06-18,2852
2016-06-19,2847
2016-06-20,2847
2016-06-21,2890
2016-06-22,2890
2016-06-23,2804
2016-06-24,2804
2016-06-25,2755
2016-06-26,2755
2016-06-27,2617
2016-06-28,2617
2016-06-29,2486
2016-06-30,2486
2016-07-01,2363
2016-07-02,2363
2016-07-03,2244
2016-07-04,2261
2016-07-05,2261
2016-07-06,2312
2016-07-07,2312
2016-07-08,2411
2016-07-09,2530
2016-07-10,2567
2016-07-11,2604
2016-07-12,2604
2016-07-13,2699
2016-07-14,2710
2016-07-15,2710
2016-07-16,2721
2016-07-17,2721
2016-07-18,2803
2016-07-23,2743
2016-07-24,2806
2016-07-25,2806
2016-07-26,2841
2016-07-27,2841
2016-07-28,2874
2016-07-29,2874
2016-07-30,2907
2016-07-31,2907
2016-08-01,2907
2016-08-02,2943
2016-08-03,2943
2016-08-04,2879
2016-08-05,2879
2016-08-06,2810
2016-08-07,2810
2016-08-08,2862
2016-08-09,2862
2016-08-10,2890
2016-08-11,2890
2016-08-12,2890
2016-08-13,2887
2016-08-14,2887
2016-08-15,2892
2016-08-16,2892
2016-08-17,2973
2016-08-18,2973
2016-08-19,2994
2016-08-20,2994
2016-08-21,2990
2016-08-22,2990
2016-08-23,2931
2016-08-24,2931
2016-08-25,2931
2016-08-26,2955
2016-08-28,2923
2016-08-31,2779
2016-09-01,2793
2016-09-02,2793
2016-09-03,2793
2016-09-04,2744
2016-09-05,2744
2016-09-06,2772
2016-09-07,2772
2016-09-08,2772
2016-09-09,2772
2016-09-10,2799
2016-09-11,2799
2016-09-12,2799
2016-09-13,2851
2016-09-14,2851
2016-09-15,2851
2016-09-16,2818
2016-09-17,2818
2016-09-18,2818
2016-09-19,2835
2016-09-20,2835
2016-09-21,2835
2016-09-22,2841
2016-09-23,2841
2016-09-24,2841
2016-09-25,2863
2016-09-26,2863
2016-09-27,2863
2016-09-28,2958
2016-09-29,2958
2016-09-30,2958
2016-10-01,2985
2016-10-02,2985
2016-10-03,2985
2016-10-04,2985
2016-10-05,2857
2016-10-06,2857
2016-10-07,2857
2016-10-08,2738
2016-10-09,2738
2016-10-10,2738
2016-10-11,2645
2016-10-12,2645
2016-10-13,2645
2016-10-14,2657
2016-10-15,2657
2016-10-16,2657
2016-10-17,2622
2016-10-18,2622
2016-10-19,2622
2016-10-20,2622
2016-10-21,2615
2016-10-22,2615
2016-10-23,2615
2016-10-24,2678
2016-10-25,2678
2016-10-26,2678
2016-10-27,2645
2016-10-28,2645
2016-10-29,2645
2016-10-30,2662
2016-10-31,2662
2016-11-01,2662
2016-11-02,2543
2016-11-03,2543
2016-11-04,2543
2016-11-05,2574
2016-11-06,2574
2016-11-07,2574
2016-11-08,2614
2016-11-09,2614
2016-11-10,2614
2016-11-11,2582
2016-11-12,2582
2016-11-13,2650
2016-11-14,2650
2016-11-15,2650
2016-12-07,2930
2016-12-08,2908
2016-12-09,2908
2016-12-10,2947
2016-12-11,2947
2016-12-12,2902
2016-12-13,2902
2016-12-14,2894
2016-12-15,2894
2016-12-16,2894
2016-12-17,2965
2016-12-18,2965
2016-12-19,2965
2016-12-20,2969
2016-12-21,2969
2016-12-22,2969
2016-12-23,3001
2016-12-24,3001
2016-12-25,3001
2016-12-26,2970
2016-12-27,2970
2016-12-28,2981
2016-12-29,2981
2016-12-30,2943
2016-12-31,2943
2017-01-01,2844
2017-01-02,2844
2017-01-03,2777
2017-01-04,2777
2017-01-05,2711
2017-01-06,2711
2017-01-07,2732
2017-01-08,2732
2017-01-09,2718
2017-01-10,2718
2017-01-11,2662
2017-01-12,2662
2017-01-13,2656
2017-01-14,2656
2017-01-15,2691
2017-01-16,2691
2017-01-17,2820
2017-01-18,2820
2017-01-19,2711
2017-01-20,2711
2017-01-21,2776
2017-01-22,2776
2017-01-23,2805
2017-01-27,2665
2017-01-28,2665
2017-01-29,2619
2017-01-30,2619
2017-01-31,2590
2017-02-01,2590
2017-02-02,2541
2017-02-03,2541
2017-02-04,2502
2017-02-05,2502
2017-02-06,2502
2017-02-07,2485
2017-02-08,2485
2017-02-09,2360
2017-02-10,2352
2017-02-11,2352
2017-02-12,2402
2017-02-13,2402
2017-02-14,2370
2017-02-15,2370
2017-02-16,2339
2017-02-18,2339
2017-02-19,2290
2017-02-20,2290
2017-02-21,2243
2017-02-22,2243
2017-02-23,2267
2017-02-24,2267
2017-02-25,2209
2017-02-26,2209
2017-02-27,2187
2017-02-28,2187
2017-03-01,2192
2017-03-02,2192
2017-03-03,2211
2017-03-04,2211
2017-03-05,2303
2017-03-06,2303
2017-03-07,2397
2017-03-08,2397
2017-03-09,2397
2017-03-10,2479
2017-03-11,2479
2017-03-12,2519
2017-03-13,2519
2017-03-14,2590
2017-03-15,2590
2017-03-16,2641
2017-03-17,2641
2017-03-18,2604
2017-03-19,2604
2017-03-20,2541
2017-03-21,2541
2017-03-22,2570
2017-03-23,2570
2017-03-24,2676
2017-03-25,2676
2017-03-26,2676
2017-03-27,2686
2017-03-28,2686
2017-03-29,2696
2017-03-30,2696
2017-03-31,2639
2017-04-01,2639
2017-04-02,2639
2017-04-03,2725
2017-04-04,2725
2017-04-12,3029
2017-04-13,3051
2017-04-14,3051
2017-04-15,3007
2017-04-16,3007
2017-04-17,3012
2017-04-18,3012
2017-04-19,2942
2017-04-20,2942
2017-04-21,2962
2017-04-22,2962
2017-04-23,3008
2017-04-24,3008
2017-04-25,3013
2017-04-26,3013
2017-04-27,3013
2017-04-28,3039
2017-04-29,3039
2017-04-30,3083
2017-05-01,3083
2017-05-02,3084
2017-05-03,3084
2017-05-04,3086
2017-05-05,3086
2017-05-06,3021
2017-05-07,3021
2017-05-08,2989
2017-05-09,2940
2017-05-10,2940
2017-05-11,2940
2017-05-12,2964
2017-05-13,2964
2017-05-14,3024
2017-05-15,3024
2017-05-16,3013
2017-05-17,3013
2017-05-18,3005
2017-05-19,3005
2017-05-20,3079
2017-05-21,3079
2017-05-22,3086
2017-05-23,3086
2017-05-24,3043
2017-05-25,3043
2017-05-26,3013
2017-05-27,3013
2017-05-28,2992
2017-05-29,2992
2017-05-30,2940
2017-05-31,2940
2017-06-01,2873
2017-06-02,2873
2017-06-03,2888
2017-06-04,2888
2017-06-05,2854
2017-06-06,2854
2017-06-07,2929
2017-06-08,2929
2017-06-09,2929
2017-06-10,2857
2017-06-11,2857
2017-06-12,2807
2017-06-13,2807
2017-06-14,2739
2017-06-15,2739
2017-06-16,2739
2017-06-17,2754
2017-06-18,2754
2017-06-19,2754
2017-06-20,2668
2017-06-21,2668
2017-06-22,2668
2017-06-23,2563
2017-06-24,2563
2017-06-25,2587
2017-06-26,2587
2017-06-27,2587
2017-06-28,2587
2017-06-29,2541
2017-06-30,2541
2017-07-01,2541
2017-07-02,2489
2017-07-03,2489
2017-07-04,2518
2017-07-05,2518
2017-07-06,2518
2017-07-07,2527
2017-07-08,2527
2017-07-13,2653
2017-07-14,2691
2017-07-15,2691
2017-07-16,2691
2017-07-17,2687
2017-07-18,2687
2017-07-19,2694
2017-07-20,2694
2017-07-21,2762
2017-07-22,2762
2017-07-23,2744
2017-07-24,2744
2017-07-25,2744
2017-07-26,2860
2017-07-27,2860
2017-07-28,2778
2017-07-29,2778
2017-07-30,2814
2017-07-31,2814
2017-08-01,2814
2017-08-02,2842
2017-08-03,2842
2017-08-04,2842
2017-08-05,2829
2017-08-06,2829
2017-08-09,2827
2017-08-10,2827
2017-08-11,2838
2017-08-12,2838
2017-08-13,2823
2017-08-14,2823
2017-08-15,2824
2017-08-16,2824
2017-08-17,2832
2017-08-18,2832
2017-08-19,2832
2017-08-20,2840
2017-08-21,2840
2017-08-22,2898
2017-08-23,2898
2017-08-24,2898
2017-08-25,2918
2017-08-26,2918
2017-08-27,2915
2017-08-28,2915
2017-08-29,2915
2017-08-30,2906
2017-08-31,2906
2017-09-01,2906
2017-09-02,2989
2017-09-03,2989
2017-09-04,2989
2017-09-05,3050
2017-09-06,3050
2017-09-07,3142
2017-09-08,3142
2017-09-09,3142
2017-09-10,2996
2017-09-11,2996
2017-09-12,2861
2017-09-13,2861
2017-09-14,2904
2017-09-15,2904
2017-09-16,2904
2017-09-17,2913
2017-09-18,2913
2017-09-19,2913
2017-09-20,2917
2017-09-22,2801
2017-09-23,2801
2017-09-24,2801
2017-09-25,2717
2017-09-26,2717
2017-09-27,2717
2017-09-28,2670
2017-09-29,2670
2017-09-30,2675
2017-10-01,2675
2017-10-02,2691
2017-10-03,2691
2017-10-04,2691
2017-10-05,2725
2017-10-06,2725
2017-10-07,2715
2017-10-08,2715
2017-10-09,2715
2017-10-10,2749
2017-10-11,2749
2017-10-12,2749
2017-10-13,2810
2017-10-14,2810
2017-10-15,2810
2017-10-16,2822
2017-10-17,2822
2017-10-18,2822
2017-10-19,2887
2017-10-20,2887
2017-10-21,2887
2017-10-22,2915
2017-10-23,2915
2017-10-24,2973
2017-10-25,2973
2017-10-26,3048
2017-10-27,3048
2017-10-28,3048
2017-10-29,3095
2017-10-30,3095
2017-10-31,3181
2017-11-01,3181
2017-11-02,3181
2017-11-03,3175
2017-11-04,3175
2017-11-05,3172
2017-11-06,3172
2017-11-07,3172
2017-11-08,3176
2017-11-09,3176
2017-11-10,3176
2017-11-11,3127
2017-11-12,3127
2017-11-13,3054
2017-11-14,3054
2017-11-15,3054
2017-11-16,3135
2017-11-17,3135
2017-11-18,3135
2017-11-19,3038
2017-11-20,3038
2017-11-21,3089
2017-11-22,3089
2017-11-23,3089
2017-11-24,2990
2017-11-25,2990
2017-11-26,2946
2017-11-27,2946
2017-11-28,2946
2017-11-29,2798
2017-11-30,2798
2017-12-01,2710
2017-12-02,2710
2017-12-03,2710
2017-12-04,2723
2017-12-05,2723
2017-12-06,2616
2017-12-07,2616
2017-12-08,2616
2017-12-09,2485
2017-12-10,2485
2017-12-11,2401
2017-12-12,2401
2017-12-13,2401
2017-12-14,2425
2017-12-15,2425
2017-12-16,2430
2017-12-17,2430
2017-12-18,2457
2017-12-19,2457
2017-12-20,2457
2017-12-21,2455
2017-12-22,2455
2017-12-23,2455
2017-12-24,2493
2017-12-25,2493
2017-12-26,2517
2017-12-27,2517
2017-12-28,2566
2017-12-29,2566
2017-12-30,2586
2017-12-31,2586
2018-01-01,2581
2018-01-02,2581
2018-01-03,2538
2018-01-04,2538
2018-01-05,2625
2018-01-06,2625
2018-01-07,2594
2018-01-08,2594
2018-01-09,2687
2018-01-10,2687
2018-01-11,2793
2018-01-12,2793
2018-01-13,2705
2018-01-14,2705
2018-01-15,2622
2018-01-16,2622
2018-01-17,2665
2018-01-18,2665
2018-01-19,2630
2018-01-20,2630
2018-01-21,2693
2018-01-22,2693
2018-01-23,2715
2018-01-24,2776
2018-01-25,2776
2018-01-26,2847
2018-01-27,2910
2018-01-28,2893
2018-01-29,2911
2018-01-30,2944
2018-01-31,3000
2018-02-01,3081
2018-02-02,3144
2018-02-03,3247
2018-02-04,3133
2018-02-05,3100
2018-02-06,3078
2018-02-07,3036
2018-02-08,3036
2018-02-09,2889
2018-02-10,2889
2018-02-11,2878
2018-02-12,3009
2018-02-13,2999
2018-02-14,2966
2018-02-15,3046
2018-02-16,3136
2018-02-17,3183
2018-02-18,3105
2018-02-19,3070
2018-02-20,3056
2018-02-21,3017
2018-02-22,2869
2018-02-23,2840
2018-02-24,2840
2018-02-25,2805
2018-02-26,2853
2018-02-27,2895
2018-02-28,2895
2018-03-01,2871
2018-03-03,2881
2018-03-04,2881
2018-03-05,2837
2018-03-06,2847
2018-03-07,2893
2018-03-08,2893
2018-03-09,2788
2018-03-10,2712
2018-03-11,2745
2018-03-12,2693
2018-03-13,2646
2018-03-14,2710
2018-03-15,2710
2018-03-16,2652
2018-03-17,2709
2018-03-18,2824
2018-03-20,2745
2018-03-21,2769
2018-03-23,2682
2018-03-24,2641
2018-03-25,2552
2018-03-26,2552
2018-03-27,2475
2018-03-28,2475
2018-03-29,2490
2018-03-30,2490
2018-03-31,2520
2018-04-01,2520
2018-04-02,2520
2018-04-03,2573
2018-04-04,2620
2018-04-05,2620
2018-04-06,2651
2018-04-07,2651
2018-04-08,2659
2018-04-09,2683
2018-04-10,2680
2018-04-11,2674
2018-04-12,2595
2018-04-13,2595
2018-04-14,2602
2018-04-15,2642
2018-04-16,2642
2018-04-17,2681
2018-04-18,2681
2018-04-19,2772
2018-04-20,2911
2018-04-21,3032
2018-04-22,3032
2018-04-23,3080
2018-04-24,3080
2018-04-25,3194
2018-04-26,3194
2018-04-27,3245
2018-04-28,3164
2018-04-29,3222
2018-04-30,3238
2018-05-01,3213
2018-05-02,3213
2018-05-03,3255
2018-05-04,3255
2018-05-05,3333
2018-05-06,3333
2018-05-07,3390
2018-05-08,3475
2018-05-09,3505
2018-05-10,3431
2018-05-11,3431
2018-05-12,3482
2018-05-13,3482
2018-05-14,3438
2018-05-15,3266
2018-05-16,3102
2018-05-17,3102
2018-05-18,2958
2018-05-19,2931
2018-05-20,2890
2018-05-21,2848
2018-05-22,2848
2018-05-23,2862
2018-05-24,2892
2018-05-25,2892
2018-05-26,2906
2018-05-27,2906
2018-05-28,2932
2018-05-29,2891
2018-05-30,2921
2018-05-31,2888
2018-06-01,2974
2018-06-02,3123
2018-06-03,2982
2018-06-04,2870
2018-06-05,2866
2018-06-06,2827
2018-06-07,2827
2018-06-08,2806
2018-06-09,2806
2018-06-10,2794
2018-06-11,2837
2018-06-12,2747
2018-06-13,2787
2018-06-14,2786
2018-06-15,2786
2018-06-16,2885
2018-06-17,2912
2018-06-18,2869
2018-06-19,2746
2018-06-20,2746
2018-06-21,2758
2018-06-22,2816
2018-06-23,2816
2018-06-24,2903
2018-06-25,2945
2018-06-26,2945
2018-06-27,2959
2018-06-28,2984
2018-06-29,3006
2018-06-30,3021
2018-07-01,3003
2018-07-02,3003
2018-07-03,2974
2018-07-04,2974
2018-07-05,2872
2018-07-06,2891
2018-07-07,2887
2018-07-08,2742
2018-07-09,2604
2018-07-10,2565
2018-07-11,2663
2018-07-12,2686
2018-07-13,2710
2018-07-14,2747
2018-07-15,2747
2018-07-16,2792
2018-07-17,2807
2018-07-18,2857
2018-07-19,2952
2018-07-20,3001
2018-07-21,2979
2018-07-22,3001
2018-07-23,2963
2018-07-24,2856
2018-07-25,2761
2018-07-26,2762
2018-07-27,2817
2018-07-28,2926
2018-07-29,2929
2018-07-30,2973
2018-07-31,2969
2018-08-01,2969
2018-08-02,3005
2018-08-03,2862
2018-08-04,2830
2018-08-05,2874
2018-08-06,2949
2018-08-07,2901
2018-08-08,2847
2018-08-09,2847
2018-08-10,2863
2018-08-11,2947
2018-08-12,3093
2018-08-14,2963
2018-08-16,2903
2018-08-17,2808
2018-08-18,2808
2018-08-19,2781
2018-08-20,2800
2018-08-21,2864
2018-08-22,2744
2018-08-23,2638
2018-08-24,2536
2018-08-25,2571
2018-08-26,2571
2018-08-27,2582
2018-08-28,2693
2018-08-29,2769
2018-08-30,2830
2018-08-31,2887
2018-09-01,2982
2018-09-02,3095
2018-09-03,3201
2018-09-04,3210
2018-09-05,3326
2018-09-06,3326
2018-09-07,3445
2018-09-08,3488
2018-09-09,3381
2018-09-10,3359
2018-09-11,3359
2018-09-12,3320
2018-09-13,3232
2018-09-14,3088
2018-09-15,2933
2018-09-16,2933
2018-09-17,2786
2018-09-18,2646
2018-09-19,2513
2018-09-20,2391
2018-09-21,2278
2018-09-22,2196
2018-09-23,2088
2018-09-24,2030
2018-09-25,2030
2018-09-26,2105
2018-09-27,2105
2018-09-28,2196
2018-09-29,2292
2018-09-30,2359
2018-10-01,2430
2018-10-02,2534
2018-10-03,2609
2018-10-04,2609
2018-10-05,2722
2018-10-06,2844
2018-10-07,2875
2018-10-08,3018
2018-10-09,3117
2018-10-10,3128
2018-10-11,3188
2018-10-12,3188
2018-10-13,3120
2018-10-14,3006
2018-10-15,2999
2018-10-16,3021
2018-10-17,2943
2018-10-18,2944
2018-10-19,3038
2018-10-20,3038
2018-10-21,3073
2018-10-22,3150
2018-10-23,3150
2018-10-24,3133
2018-10-25,3100
2018-10-26,3126
2018-10-27,3109
2018-10-28,3171
2018-10-29,3309
2018-10-30,3320
2018-10-31,3431
2018-11-01,3399
2018-11-03,3293
2018-11-04,3159
2018-11-05,3083
2018-11-06,3185
2018-11-07,3201
2018-11-08,3054
2018-11-09,2910
2018-11-10,2786
2018-11-11,2703
2018-11-12,2689
2018-11-13,2707
2018-11-15,2681
2018-11-16,2701
2018-11-17,2638
2018-11-18,2545
2018-11-19,2481
2018-11-20,2559
2018-11-21,2513
2018-11-22,2544
2018-11-23,2597
2018-11-24,2624
2018-11-25,2604
2018-11-26,2596
2018-11-27,2659
2018-11-28,2653
2018-11-29,2740
2018-12-01,2872
2018-12-02,2990
2018-12-03,2849
2018-12-04,2757
2018-12-05,2803
2018-12-07,2754
2018-12-09,2615
2018-12-10,2498
2018-12-11,2427
2018-12-12,2344
2018-12-13,2263
2018-12-14,2254
2018-12-15,2266
2018-12-16,2373
2018-12-17,2487
2018-12-18,2430
2018-12-19,2387
2018-12-20,2474
2018-12-21,2491
2018-12-22,2500
2018-12-23,2542
2018-12-24,2641
2018-12-25,2753
2018-12-26,2764
2018-12-27,2871
2018-12-28,2941
2018-12-29,3000
2018-12-30,3123
2018-12-31,3190
2019-01-01,3228
2019-01-02,3175
2019-01-03,3162
2019-01-04,3141
2019-01-05,3033
2019-01-06,2980
2019-01-08,2897
2019-01-10,2686
2019-01-11,2551
2019-01-12,2423
2019-01-13,2301
2019-01-14,2185
2019-01-15,2075
2019-01-16,1990
2019-01-17,1994
2019-01-18,1980
2019-01-19,1969
2019-01-20,1976
2019-01-21,2049
2019-01-22,2093
2019-01-23,2094
2019-01-24,2175
2019-01-25,2244
2019-01-26,2292
2019-01-27,2349
2019-01-28,2434
2019-01-29,2353
2019-01-30,2320
2019-01-31,2276
2019-02-01,2314
2019-02-02,2343
2019-02-03,2343
2019-02-04,2387
2019-02-05,2373
2019-02-06,2398
2019-02-07,2407
2019-02-08,2425
2019-02-09,2398
2019-02-10,2420
2019-02-11,2430
2019-02-12,2406
2019-02-13,2432
2019-02-14,2466
2019-02-15,2376
2019-02-16,2398
2019-02-17,2395
2019-02-18,2410
2019-02-19,2462
2019-02-20,2508
2019-02-21,2598
2019-02-22,2666
2019-02-23,2631
2019-02-24,2715
2019-02-25,2794
2019-02-26,2834
2019-02-27,2825
2019-02-28,2683
2019-03-01,2709
2019-03-02,2738
2019-03-03,2685
2019-03-04,2676
2019-03-05,2710
2019-03-06,2734
2019-03-07,2767
2019-03-08,2781
2019-03-09,2812
2019-03-10,2844
2019-03-11,2829
2019-03-12,2831
2019-03-13,2859
2019-03-14,2871
2019-03-15,2907
2019-03-16,2862
2019-03-17,2837
2019-03-18,2735
2019-03-19,2716
2019-03-20,2621
2019-03-21,2529
2019-03-22,2597
2019-03-23,2630
2019-03-24,2654
2019-03-25,2710
2019-03-26,2781
2019-03-27,2921
2019-03-28,2904
