date_obj,Wolf%20bones price
2015-08-11,406
2015-08-12,406
2015-08-13,407
2015-08-14,393
2015-08-15,393
2015-08-16,384
2015-08-17,384
2015-08-18,392
2015-08-19,392
2015-08-20,398
2015-08-21,398
2015-08-22,401
2015-08-23,401
2015-08-24,410
2015-08-25,410
2015-08-26,410
2015-08-27,405
2015-08-28,405
2015-08-29,393
2015-08-30,393
2015-08-31,385
2015-09-01,385
2015-09-02,379
2015-09-03,379
2015-09-04,392
2015-09-05,392
2015-09-06,402
2015-09-07,402
2015-09-08,407
2015-09-09,407
2015-09-10,398
2015-09-11,398
2015-09-12,393
2015-09-13,393
2015-09-14,392
2015-09-15,392
2015-09-16,378
2015-09-17,378
2015-09-18,379
2015-09-19,379
2015-09-20,375
2015-09-21,375
2015-09-22,374
2015-09-23,374
2015-09-24,374
2015-09-25,383
2015-09-27,380
2015-09-28,380
2015-09-29,377
2015-09-30,377
2015-10-05,381
2015-10-06,381
2015-10-07,374
2015-10-08,374
2015-10-09,367
2015-10-10,367
2015-10-11,362
2015-10-12,362
2015-10-13,370
2015-10-14,370
2015-10-15,376
2015-10-16,376
2015-10-17,383
2015-10-18,383
2015-10-19,390
2015-10-20,390
2015-10-22,398
2015-10-23,395
2015-10-24,395
2015-10-25,398
2015-10-26,398
2015-10-27,408
2015-10-29,417
2015-10-30,417
2015-10-31,425
2015-11-01,425
2015-11-02,427
2015-11-03,427
2015-11-05,426
2015-11-06,426
2015-11-07,418
2015-11-08,418
2015-11-09,418
2015-11-10,399
2015-11-11,399
2015-11-12,391
2015-11-13,391
2015-11-14,393
2015-11-15,393
2015-11-16,385
2015-11-17,385
2015-11-18,392
2015-11-19,392
2015-11-20,399
2015-11-21,399
2015-11-22,417
2015-11-23,417
2015-11-24,417
2015-11-25,426
2015-11-26,426
2015-11-27,445
2015-11-28,445
2015-11-29,457
2015-11-30,457
2015-12-01,464
2015-12-02,464
2015-12-03,479
2015-12-04,479
2015-12-05,501
2015-12-06,493
2015-12-07,493
2015-12-08,475
2015-12-09,463
2015-12-10,463
2015-12-11,446
2015-12-13,435
2015-12-14,435
2015-12-15,424
2015-12-16,424
2015-12-17,402
2015-12-18,393
2015-12-19,393
2015-12-20,406
2015-12-21,406
2015-12-22,427
2015-12-23,427
2015-12-24,434
2015-12-25,434
2015-12-26,426
2015-12-27,429
2015-12-28,429
2015-12-29,438
2015-12-30,452
2015-12-31,452
2016-01-01,466
2016-01-02,466
2016-01-03,490
2016-01-04,499
2016-01-05,499
2016-01-06,515
2016-01-07,515
2016-01-08,499
2016-01-09,499
2016-01-10,489
2016-01-11,489
2016-01-12,476
2016-01-13,476
2016-01-14,461
2016-01-15,461
2016-01-16,458
2016-01-17,458
2016-01-18,467
2016-01-19,467
2016-01-20,450
2016-01-21,450
2016-01-22,432
2016-01-23,432
2016-01-24,428
2016-01-25,426
2016-01-26,426
2016-01-27,442
2016-01-28,442
2016-01-29,450
2016-01-30,450
2016-01-31,446
2016-02-01,424
2016-02-02,424
2016-02-03,402
2016-02-04,402
2016-02-05,401
2016-02-06,402
2016-02-07,402
2016-02-08,405
2016-02-09,405
2016-02-10,413
2016-02-11,413
2016-02-12,408
2016-02-13,408
2016-02-14,408
2016-02-15,412
2016-02-16,412
2016-02-17,420
2016-02-18,420
2016-02-19,419
2016-02-20,419
2016-02-21,421
2016-02-22,421
2016-02-23,425
2016-02-24,425
2016-02-25,442
2016-02-26,442
2016-02-27,458
2016-02-28,458
2016-02-29,469
2016-03-01,487
2016-03-02,487
2016-03-03,509
2016-03-04,509
2016-03-05,528
2016-03-06,534
2016-03-07,534
2016-03-08,534
2016-03-09,534
2016-03-10,536
2016-03-11,536
2016-03-12,523
2016-03-13,523
2016-03-14,526
2016-03-15,513
2016-03-16,487
2016-03-17,487
2016-03-18,462
2016-03-19,462
2016-03-20,442
2016-03-21,442
2016-03-22,431
2016-03-23,424
2016-03-24,424
2016-03-25,410
2016-03-26,403
2016-03-27,403
2016-03-28,390
2016-03-29,390
2016-03-30,386
2016-03-31,386
2016-04-01,399
2016-04-02,399
2016-04-03,412
2016-04-04,411
2016-04-05,411
2016-04-06,397
2016-04-07,397
2016-04-08,416
2016-04-09,437
2016-04-10,459
2016-04-11,459
2016-04-12,482
2016-04-13,482
2016-04-14,507
2016-04-15,529
2016-04-16,529
2016-04-17,519
2016-04-18,507
2016-04-19,507
2016-04-20,497
2016-04-21,497
2016-04-22,479
2016-04-23,473
2016-04-24,473
2016-04-25,457
2016-04-26,457
2016-04-27,450
2016-04-28,450
2016-04-29,446
2016-04-30,440
2016-05-01,440
2016-05-02,451
2016-05-03,453
2016-05-04,453
2016-05-05,465
2016-05-06,465
2016-05-07,478
2016-05-08,478
2016-05-09,464
2016-05-10,451
2016-05-11,451
2016-05-12,437
2016-05-13,438
2016-05-14,438
2016-05-15,423
2016-05-16,423
2016-05-17,417
2016-05-18,415
2016-05-19,415
2016-05-22,395
2016-05-23,387
2016-05-24,383
2016-05-25,383
2016-05-26,369
2016-05-27,367
2016-05-28,367
2016-05-29,369
2016-05-30,369
2016-05-31,365
2016-06-01,371
2016-06-02,371
2016-06-03,381
2016-06-04,376
2016-06-05,376
2016-06-06,377
2016-06-07,377
2016-06-08,381
2016-06-09,387
2016-06-10,405
2016-06-11,405
2016-06-12,422
2016-06-13,422
2016-06-14,433
2016-06-15,433
2016-06-16,439
2016-06-17,434
2016-06-18,434
2016-06-19,440
2016-06-20,440
2016-06-21,440
2016-06-22,450
2016-06-23,460
2016-06-24,460
2016-06-25,455
2016-06-26,455
2016-06-27,452
2016-06-28,462
2016-06-29,469
2016-06-30,480
2016-07-01,498
2016-07-02,498
2016-07-03,502
2016-07-04,500
2016-07-05,500
2016-07-06,497
2016-07-07,497
2016-07-08,496
2016-07-09,490
2016-07-10,478
2016-07-11,470
2016-07-12,470
2016-07-13,472
2016-07-14,476
2016-07-15,476
2016-07-16,468
2016-07-17,468
2016-07-18,452
2016-07-24,443
2016-07-25,443
2016-07-26,451
2016-07-27,451
2016-07-28,459
2016-07-29,466
2016-07-30,470
2016-07-31,470
2016-08-01,478
2016-08-02,472
2016-08-03,488
2016-08-04,488
2016-08-05,498
2016-08-06,513
2016-08-07,531
2016-08-08,531
2016-08-09,540
2016-08-10,540
2016-08-11,564
2016-08-12,564
2016-08-13,557
2016-08-14,557
2016-08-15,573
2016-08-16,573
2016-08-17,574
2016-08-18,574
2016-08-19,573
2016-08-20,547
2016-08-21,547
2016-08-22,525
2016-08-23,502
2016-08-24,502
2016-08-25,496
2016-08-26,496
2016-08-28,496
2016-08-31,500
2016-09-01,515
2016-09-02,515
2016-09-03,541
2016-09-04,569
2016-09-05,569
2016-09-06,559
2016-09-07,559
2016-09-08,564
2016-09-09,564
2016-09-10,548
2016-09-11,548
2016-09-12,534
2016-09-13,534
2016-09-14,522
2016-09-15,522
2016-09-16,526
2016-09-17,526
2016-09-18,516
2016-09-19,516
2016-09-20,523
2016-09-21,523
2016-09-22,513
2016-09-23,513
2016-09-24,495
2016-09-25,478
2016-09-26,478
2016-09-27,464
2016-09-28,464
2016-09-29,463
2016-09-30,457
2016-10-01,457
2016-10-02,439
2016-10-03,439
2016-10-04,443
2016-10-05,443
2016-10-06,453
2016-10-07,453
2016-10-08,447
2016-10-09,447
2016-10-10,440
2016-10-11,440
2016-10-12,436
2016-10-13,436
2016-10-14,426
2016-10-15,426
2016-10-16,429
2016-10-17,435
2016-10-18,435
2016-10-19,438
2016-10-20,438
2016-10-21,429
2016-10-22,429
2016-10-23,428
2016-10-24,426
2016-10-25,426
2016-10-26,434
2016-10-27,434
2016-10-28,432
2016-10-29,420
2016-10-30,420
2016-10-31,417
2016-11-01,417
2016-11-02,421
2016-11-03,421
2016-11-04,438
2016-11-05,438
2016-11-06,454
2016-11-07,454
2016-11-08,471
2016-11-09,471
2016-11-10,478
2016-11-11,478
2016-11-12,492
2016-11-13,492
2016-11-14,494
2016-12-08,529
2016-12-09,524
2016-12-10,524
2016-12-11,509
2016-12-12,509
2016-12-13,509
2016-12-14,520
2016-12-15,520
2016-12-16,545
2016-12-17,573
2016-12-18,573
2016-12-19,602
2016-12-20,605
2016-12-21,600
2016-12-22,600
2016-12-23,595
2016-12-24,595
2016-12-25,589
2016-12-26,589
2016-12-27,564
2016-12-28,550
2016-12-29,544
2016-12-30,544
2016-12-31,530
2017-01-01,514
2017-01-02,509
2017-01-03,509
2017-01-04,500
2017-01-05,500
2017-01-06,485
2017-01-07,469
2017-01-08,446
2017-01-09,432
2017-01-10,416
2017-01-11,399
2017-01-12,398
2017-01-13,398
2017-01-14,399
2017-01-15,396
2017-01-16,390
2017-01-17,385
2017-01-18,383
2017-01-19,383
2017-01-20,389
2017-01-21,397
2017-01-22,410
2017-01-27,494
2017-01-28,503
2017-01-29,500
2017-01-30,500
2017-01-31,508
2017-02-01,533
2017-02-02,539
2017-02-03,535
2017-02-04,548
2017-02-05,561
2017-02-06,583
2017-02-07,578
2017-02-08,575
2017-02-09,575
2017-02-10,588
2017-02-11,578
2017-02-12,578
2017-02-13,574
2017-02-14,563
2017-02-15,563
2017-02-16,551
2017-02-18,548
2017-02-19,544
2017-02-20,526
2017-02-21,522
2017-02-22,522
2017-02-23,520
2017-02-24,520
2017-02-25,505
2017-02-26,497
2017-02-27,492
2017-02-28,496
2017-03-01,496
2017-03-02,489
2017-03-03,489
2017-03-04,502
2017-03-05,502
2017-03-06,505
2017-03-07,530
2017-03-08,530
2017-03-09,541
2017-03-10,539
2017-03-11,535
2017-03-12,541
2017-03-13,538
2017-03-14,527
2017-03-15,517
2017-03-16,491
2017-03-17,466
2017-03-18,445
2017-03-19,422
2017-03-20,400
2017-03-21,382
2017-03-22,382
2017-03-23,384
2017-03-24,400
2017-03-25,400
2017-03-26,405
2017-03-27,406
2017-03-28,413
2017-03-29,428
2017-03-30,429
2017-03-31,426
2017-04-01,426
2017-04-02,431
2017-04-03,431
2017-04-04,428
2017-04-12,370
2017-04-13,372
2017-04-14,370
2017-04-15,371
2017-04-16,367
2017-04-17,375
2017-04-18,383
2017-04-19,388
2017-04-20,388
2017-04-21,405
2017-04-22,405
2017-04-23,426
2017-04-24,448
2017-04-25,470
2017-04-26,470
2017-04-27,475
2017-04-28,496
2017-04-29,501
2017-04-30,525
2017-05-01,525
2017-05-02,510
2017-05-03,499
2017-05-04,487
2017-05-05,483
2017-05-06,483
2017-05-07,473
2017-05-08,487
2017-05-09,509
2017-05-10,509
2017-05-11,496
2017-05-12,475
2017-05-13,470
2017-05-14,470
2017-05-15,455
2017-05-16,452
2017-05-17,452
2017-05-18,468
2017-05-19,468
2017-05-20,482
2017-05-21,482
2017-05-22,480
2017-05-23,480
2017-05-24,481
2017-05-25,481
2017-05-26,478
2017-05-27,485
2017-05-28,485
2017-05-29,480
2017-05-30,477
2017-05-31,484
2017-06-01,486
2017-06-02,487
2017-06-03,487
2017-06-06,505
2017-06-07,530
2017-06-08,530
2017-06-09,528
2017-06-10,503
2017-06-11,486
2017-06-12,486
2017-06-13,485
2017-06-14,487
2017-06-15,487
2017-06-16,508
2017-06-17,508
2017-06-18,523
2017-06-19,523
2017-06-20,535
2017-06-21,547
2017-06-22,547
2017-06-23,563
2017-06-24,553
2017-06-25,536
2017-06-26,527
2017-06-27,522
2017-06-28,522
2017-06-29,515
2017-06-30,489
2017-07-01,489
2017-07-02,470
2017-07-03,461
2017-07-04,468
2017-07-05,468
2017-07-06,476
2017-07-07,476
2017-07-08,486
2017-07-13,520
2017-07-14,512
2017-07-15,512
2017-07-16,510
2017-07-17,504
2017-07-18,504
2017-07-19,493
2017-07-20,491
2017-07-21,495
2017-07-22,510
2017-07-23,511
2017-07-24,511
2017-07-25,510
2017-07-26,505
2017-07-27,494
2017-07-28,480
2017-07-29,480
2017-07-30,488
2017-07-31,488
2017-08-01,508
2017-08-02,497
2017-08-03,497
2017-08-04,476
2017-08-05,452
2017-08-06,452
2017-08-09,440
2017-08-10,437
2017-08-11,436
2017-08-12,438
2017-08-13,438
2017-08-14,433
2017-08-15,432
2017-08-16,414
2017-08-17,408
2017-08-18,408
2017-08-19,418
2017-08-20,422
2017-08-21,422
2017-08-22,418
2017-08-23,418
2017-08-24,428
2017-08-25,428
2017-08-26,446
2017-08-27,460
2017-08-28,460
2017-08-29,456
2017-08-30,454
2017-08-31,454
2017-09-01,449
2017-09-02,438
2017-09-03,438
2017-09-04,446
2017-09-05,447
2017-09-06,447
2017-09-07,444
2017-09-08,444
2017-09-09,433
2017-09-10,428
2017-09-11,428
2017-09-12,411
2017-09-13,412
2017-09-14,418
2017-09-15,418
2017-09-16,427
2017-09-17,421
2017-09-18,421
2017-09-19,417
2017-09-20,413
2017-09-21,413
2017-09-22,426
2017-09-23,426
2017-09-24,448
2017-09-25,471
2017-09-26,489
2017-09-27,489
2017-09-28,513
2017-09-29,529
2017-09-30,556
2017-10-01,573
2017-10-02,591
2017-10-03,591
2017-10-04,581
2017-10-05,558
2017-10-06,540
2017-10-07,518
2017-10-08,498
2017-10-09,474
2017-10-10,450
2017-10-11,450
2017-10-12,431
2017-10-13,420
2017-10-14,410
2017-10-15,410
2017-10-16,411
2017-10-17,411
2017-10-18,413
2017-10-19,413
2017-10-20,423
2017-10-21,423
2017-10-22,423
2017-10-23,408
2017-10-24,408
2017-10-25,389
2017-10-26,389
2017-10-27,369
2017-10-28,369
2017-10-29,362
2017-10-30,348
2017-10-31,348
2017-11-01,348
2017-11-02,341
2017-11-03,341
2017-11-04,350
2017-11-05,350
2017-11-06,348
2017-11-07,348
2017-11-08,345
2017-11-09,346
2017-11-10,346
2017-11-11,355
2017-11-12,367
2017-11-13,374
2017-11-14,374
2017-11-15,388
2017-11-16,408
2017-11-17,408
2017-11-18,429
2017-11-19,445
2017-11-20,460
2017-11-21,476
2017-11-22,476
2017-11-23,485
2017-11-24,485
2017-11-25,492
2017-11-26,501
2017-11-27,501
2017-11-28,503
2017-11-29,503
2017-11-30,511
2017-12-01,533
2017-12-02,533
2017-12-03,524
2017-12-04,524
2017-12-05,497
2017-12-06,473
2017-12-07,461
2017-12-08,461
2017-12-09,448
2017-12-10,431
2017-12-11,410
2017-12-12,410
2017-12-13,402
2017-12-14,402
2017-12-15,396
2017-12-16,396
2017-12-17,394
2017-12-18,397
2017-12-19,397
2017-12-20,385
2017-12-21,381
2017-12-22,381
2017-12-23,385
2017-12-24,385
2017-12-25,391
2017-12-26,409
2017-12-27,422
2017-12-28,422
2017-12-29,425
2017-12-30,422
2017-12-31,422
2018-01-01,434
2018-01-02,444
2018-01-03,467
2018-01-04,489
2018-01-05,502
2018-01-06,497
2018-01-07,477
2018-01-08,464
2018-01-09,450
2018-01-10,450
2018-01-11,442
2018-01-12,444
2018-01-13,431
2018-01-14,431
2018-01-15,428
2018-01-16,435
2018-01-17,440
2018-01-18,437
2018-01-19,437
2018-01-20,433
2018-01-21,441
2018-01-22,435
2018-01-23,437
2018-01-24,438
2018-01-25,429
2018-01-26,416
2018-01-27,423
2018-01-28,409
2018-01-29,421
2018-01-30,430
2018-02-01,421
2018-02-02,422
2018-02-03,428
2018-02-04,448
2018-02-05,465
2018-02-06,486
2018-02-07,509
2018-02-08,509
2018-02-09,520
2018-02-10,504
2018-02-11,488
2018-02-12,463
2018-02-13,446
2018-02-14,424
2018-02-15,414
2018-02-16,394
2018-02-17,397
2018-02-18,413
2018-02-19,426
2018-02-20,429
2018-02-21,443
2018-02-22,464
2018-02-23,488
2018-02-24,498
2018-02-25,487
2018-02-26,494
2018-02-27,497
2018-02-28,521
2018-03-01,548
2018-03-02,570
2018-03-03,599
2018-03-04,599
2018-03-05,605
2018-03-06,604
2018-03-07,608
2018-03-08,628
2018-03-09,646
2018-03-10,645
2018-03-11,667
2018-03-12,666
2018-03-13,660
2018-03-14,669
2018-03-15,637
2018-03-16,613
2018-03-17,597
2018-03-18,578
2018-03-20,540
2018-03-21,519
2018-03-23,475
2018-03-24,477
2018-03-26,441
2018-03-27,436
2018-03-28,423
2018-03-29,409
2018-03-30,393
2018-03-31,381
2018-04-01,373
2018-04-02,372
2018-04-03,390
2018-04-04,408
2018-04-05,408
2018-04-06,423
2018-04-08,457
2018-04-09,475
2018-04-10,486
2018-04-11,478
2018-04-12,496
2018-04-13,502
2018-04-14,515
2018-04-16,518
2018-04-17,539
2018-04-18,565
2018-04-19,583
2018-04-20,610
2018-04-21,628
2018-04-22,660
2018-04-23,675
2018-04-24,678
2018-04-25,666
2018-04-26,666
2018-04-27,644
2018-04-28,630
2018-04-29,623
2018-04-30,612
2018-05-02,602
2018-05-03,617
2018-05-04,623
2018-05-05,639
2018-05-06,639
2018-05-07,649
2018-05-08,628
2018-05-09,643
2018-05-10,627
2018-05-11,597
2018-05-12,589
2018-05-13,584
2018-05-14,572
2018-05-15,564
2018-05-16,553
2018-05-17,547
2018-05-18,543
2018-05-19,516
2018-05-20,497
2018-05-21,501
2018-05-22,480
2018-05-23,471
2018-05-24,457
2018-05-25,443
2018-05-26,438
2018-05-27,455
2018-05-28,460
2018-05-29,453
2018-05-30,437
2018-05-31,432
2018-06-01,427
2018-06-02,423
2018-06-03,426
2018-06-04,448
2018-06-05,465
2018-06-06,489
2018-06-07,505
2018-06-08,502
2018-06-09,484
2018-06-10,477
2018-06-11,496
2018-06-12,498
2018-06-13,491
2018-06-14,479
2018-06-15,484
2018-06-16,493
2018-06-17,487
2018-06-18,482
2018-06-19,498
2018-06-20,498
2018-06-21,505
2018-06-22,488
2018-06-23,499
2018-06-24,522
2018-06-25,538
2018-06-26,543
2018-06-27,527
2018-06-28,505
2018-06-29,485
2018-06-30,486
2018-07-01,465
2018-07-02,441
2018-07-03,418
2018-07-04,416
2018-07-05,419
2018-07-06,431
2018-07-07,423
2018-07-08,426
2018-07-09,433
2018-07-10,423
2018-07-11,426
2018-07-12,417
2018-07-13,410
2018-07-14,414
2018-07-15,401
2018-07-16,406
2018-07-17,406
2018-07-18,413
2018-07-19,401
2018-07-20,407
2018-07-21,413
2018-07-22,415
2018-07-23,405
2018-07-24,406
2018-07-25,410
2018-07-26,419
2018-07-27,428
2018-07-28,429
2018-07-29,434
2018-07-30,456
2018-07-31,443
2018-08-01,424
2018-08-02,411
2018-08-03,398
2018-08-04,384
2018-08-05,384
2018-08-06,371
2018-08-07,374
2018-08-08,363
2018-08-09,359
2018-08-10,358
2018-08-11,353
2018-08-12,355
2018-08-14,336
2018-08-16,322
2018-08-17,314
2018-08-18,320
2018-08-19,331
2018-08-20,340
2018-08-21,346
2018-08-22,344
2018-08-23,332
2018-08-24,326
2018-08-25,332
2018-08-26,320
2018-08-27,312
2018-08-28,320
2018-08-29,332
2018-08-30,349
2018-08-31,359
2018-09-01,372
2018-09-02,375
2018-09-03,374
2018-09-04,371
2018-09-05,365
2018-09-06,365
2018-09-07,361
2018-09-08,351
2018-09-09,348
2018-09-10,353
2018-09-11,365
2018-09-12,371
2018-09-13,379
2018-09-14,385
2018-09-15,393
2018-09-16,401
2018-09-17,407
2018-09-18,404
2018-09-19,403
2018-09-20,396
2018-09-21,394
2018-09-22,394
2018-09-23,394
2018-09-24,385
2018-09-25,384
2018-09-26,379
2018-09-27,371
2018-09-28,380
2018-09-29,384
2018-09-30,384
2018-10-02,392
2018-10-03,407
2018-10-04,410
2018-10-05,418
2018-10-06,422
2018-10-07,417
2018-10-08,410
2018-10-09,420
2018-10-10,416
2018-10-11,399
2018-10-12,393
2018-10-13,387
2018-10-14,390
2018-10-15,376
2018-10-16,368
2018-10-17,377
2018-10-18,377
2018-10-19,381
2018-10-20,381
2018-10-21,371
2018-10-22,379
2018-10-23,384
2018-10-24,386
2018-10-25,385
2018-10-26,398
2018-10-27,418
2018-10-28,435
2018-10-29,450
2018-10-30,443
2018-10-31,435
2018-11-01,421
2018-11-03,404
2018-11-04,404
2018-11-05,399
2018-11-06,386
2018-11-07,375
2018-11-08,364
2018-11-09,359
2018-11-10,360
2018-11-11,343
2018-11-12,325
2018-11-13,309
2018-11-14,299
2018-11-15,287
2018-11-16,296
2018-11-17,304
2018-11-18,305
2018-11-19,308
2018-11-20,308
2018-11-21,316
2018-11-22,325
2018-11-23,330
2018-11-24,329
2018-11-25,338
2018-11-26,342
2018-11-27,355
2018-11-28,371
2018-11-29,384
2018-12-01,405
2018-12-02,419
2018-12-03,412
2018-12-04,411
2018-12-05,406
2018-12-07,380
2018-12-09,367
2018-12-10,362
2018-12-11,358
2018-12-12,346
2018-12-13,334
2018-12-14,330
2018-12-15,331
2018-12-16,327
2018-12-17,325
2018-12-18,319
2018-12-19,309
2018-12-20,304
2018-12-21,312
2018-12-22,319
2018-12-23,324
2018-12-24,331
2018-12-25,335
2018-12-26,336
2018-12-27,339
2018-12-28,350
2018-12-29,364
2018-12-30,379
2018-12-31,395
2019-01-01,391
2019-01-02,396
2019-01-03,404
2019-01-04,399
2019-01-05,391
2019-01-06,394
2019-01-08,410
2019-01-10,411
2019-01-11,401
2019-01-12,414
2019-01-13,410
2019-01-14,407
2019-01-15,409
2019-01-16,399
2019-01-17,393
2019-01-18,395
2019-01-19,396
2019-01-20,384
2019-01-21,368
2019-01-22,353
2019-01-23,339
2019-01-24,323
2019-01-25,335
2019-01-26,343
2019-01-28,375
2019-01-29,384
2019-01-30,378
2019-01-31,374
2019-02-01,360
2019-02-02,348
2019-02-03,346
2019-02-04,349
2019-02-05,351
2019-02-06,351
2019-02-07,350
2019-02-08,349
2019-02-09,350
2019-02-10,353
2019-02-11,352
2019-02-12,353
2019-02-13,352
2019-02-14,357
2019-02-15,362
2019-02-16,370
2019-02-17,373
2019-02-18,370
2019-02-19,372
2019-02-20,380
2019-02-21,399
2019-02-22,419
2019-02-23,435
2019-02-24,447
2019-02-25,431
2019-02-26,409
2019-02-27,393
2019-02-28,382
2019-03-01,391
2019-03-02,408
2019-03-03,405
2019-03-04,409
2019-03-05,416
2019-03-06,427
2019-03-07,421
2019-03-08,409
2019-03-09,392
2019-03-10,380
2019-03-11,369
2019-03-12,365
2019-03-13,358
2019-03-14,354
2019-03-15,349
2019-03-16,347
2019-03-17,345
2019-03-18,337
2019-03-19,328
2019-03-20,320
2019-03-21,314
2019-03-22,316
2019-03-23,315
2019-03-24,320
2019-03-25,327
2019-03-26,343
2019-03-27,349
2019-03-28,347
2019-03-29,350
2019-03-30,342
2019-03-31,351
2019-04-01,349
2019-04-02,346
2019-04-03,343
2019-04-04,348
2019-04-05,340
2019-04-06,347
2019-04-07,342
2019-04-08,344
2019-04-09,346
2019-04-10,342
2019-04-11,352
2019-04-12,369
2019-04-13,370
2019-04-14,376
2019-04-15,375
2019-04-16,389
2019-04-17,409
2019-04-18,430
2019-04-19,452
2019-04-20,475
2019-04-21,496
2019-04-22,511
2019-04-23,531
2019-04-24,538
2019-04-25,532
2019-04-26,524
2019-04-27,512
2019-04-28,491
2019-04-29,489
2019-04-30,479
2019-05-01,468
2019-05-02,451
2019-05-03,431
2019-05-04,425
2019-05-05,416
2019-05-06,406
2019-05-07,411
2019-05-08,410
2019-05-09,405
2019-05-10,414
2019-05-11,409
2019-05-12,408
2019-05-13,397
2019-05-14,381
2019-05-15,384
2019-05-16,393
2019-05-17,399
2019-05-18,418
2019-05-19,438
2019-05-20,457
2019-05-21,437
2019-05-22,445
2019-05-23,429
2019-05-24,417
2019-05-25,405
2019-05-26,414
2019-05-27,415
2019-05-28,426
2019-05-29,432
2019-05-30,432
2019-05-31,428
2019-06-01,417
2019-06-02,403
2019-06-03,397
2019-06-04,395
2019-06-05,390
2019-06-06,390
2019-06-07,387
2019-06-08,386
2019-06-09,398
2019-06-10,396
2019-06-11,388
2019-06-12,395
2019-06-13,389
2019-06-14,377
2019-06-15,374
2019-06-16,370
2019-06-17,366
2019-06-18,363
2019-06-19,369
2019-06-20,353
2019-06-21,358
2019-06-22,373
2019-06-23,380
2019-06-24,393
2019-06-25,393
2019-06-26,377
2019-06-27,370
2019-06-28,366
2019-06-29,367
2019-06-30,369
2019-07-01,386
2019-07-02,401
2019-07-03,419
2019-07-04,433
2019-07-05,447
2019-07-06,470
2019-07-07,494
2019-07-08,519
2019-07-09,543
2019-07-10,520
2019-07-11,509
2019-07-12,492
2019-07-13,493
2019-07-14,479
2019-07-15,476
2019-07-16,453
2019-07-17,430
2019-07-18,409
2019-07-19,397
2019-07-20,400
2019-07-21,408
2019-07-22,418
2019-07-23,419
2019-07-24,426
2019-07-25,421
2019-07-26,420
2019-07-27,419
2019-07-28,420
2019-07-29,423
2019-07-30,420
2019-07-31,431
2019-08-01,425
2019-08-02,418
2019-08-03,424
2019-08-04,418
2019-08-05,420
2019-08-06,428
2019-08-07,443
2019-08-08,458
2019-08-09,471
2019-08-10,495
2019-08-11,519
2019-08-12,513
2019-08-13,507
2019-08-14,494
2019-08-15,475
2019-08-16,472
2019-08-17,460
2019-08-18,449
2019-08-19,447
2019-08-20,433
2019-08-21,441
2019-08-22,459
2019-08-23,469
2019-08-24,457
2019-08-24,457
2019-08-25,443
2019-08-25,443
2019-08-26,444
2019-08-26,444
2019-08-27,442
2019-08-27,442
2019-08-28,442
2019-08-29,443
2019-08-30,454
2019-08-31,477
2019-09-01,479
2019-09-02,472
2019-09-03,464
2019-09-04,466
2019-09-05,465
2019-09-06,451
2019-09-07,456
