date_obj,Torag's%20platebody price
2019-04-06,212681
2019-04-07,211373
2019-04-08,209704
2019-04-09,209499
2019-04-10,209623
2019-04-11,209096
2019-04-12,208347
2019-04-13,212389
2019-04-14,214943
2019-04-15,215748
2019-04-16,216539
2019-04-17,215602
2019-04-18,217437
2019-04-19,218435
2019-04-20,221839
2019-04-21,219434
2019-04-22,216520
2019-04-23,216011
2019-04-24,214814
2019-04-25,214219
2019-04-26,213371
2019-04-27,218475
2019-04-28,217116
2019-04-29,220894
2019-04-30,223006
2019-05-01,220331
2019-05-02,220579
2019-05-03,219943
2019-05-04,220157
2019-05-05,228739
2019-05-06,231899
2019-05-07,235940
2019-05-08,232795
2019-05-09,230840
2019-05-10,229231
2019-05-11,227336
2019-05-12,225750
2019-05-13,221884
2019-05-14,217908
2019-05-15,214061
2019-05-16,214869
2019-05-17,216488
2019-05-18,218006
2019-05-19,222382
2019-05-20,225796
2019-05-21,221764
2019-05-22,218031
2019-05-23,216687
2019-05-24,217954
2019-05-25,217450
2019-05-26,225965
2019-05-27,230083
2019-05-28,233222
2019-05-29,230318
2019-05-30,229753
2019-05-31,232805
2019-06-01,229321
2019-06-02,227979
2019-06-03,228333
2019-06-04,225268
2019-06-05,221731
2019-06-06,217236
2019-06-07,220190
2019-06-08,230341
2019-06-09,239858
2019-06-10,236923
2019-06-11,230517
2019-06-12,226421
2019-06-13,231284
2019-06-14,235047
2019-06-15,232997
2019-06-16,230277
2019-06-17,237995
2019-06-18,229979
2019-06-19,225494
2019-06-20,222317
2019-06-21,217130
2019-06-22,216428
2019-06-23,216441
2019-06-24,218752
2019-06-25,215578
2019-06-26,217634
2019-06-27,221627
2019-06-28,220852
2019-06-29,228769
2019-06-30,235769
2019-07-01,243825
2019-07-02,240916
2019-07-03,244416
2019-07-04,244849
2019-07-05,247545
2019-07-06,254999
2019-07-07,244547
2019-07-08,240044
2019-07-09,239885
2019-07-10,230698
2019-07-11,220251
2019-07-12,222274
2019-07-13,227597
2019-07-14,230439
2019-07-15,227725
2019-07-16,230339
2019-07-17,230545
2019-07-18,223919
2019-07-19,216816
2019-07-20,219721
2019-07-21,216208
2019-07-22,216291
2019-07-23,213990
2019-07-24,214937
2019-07-25,206004
2019-07-26,207423
2019-07-27,209231
2019-07-28,213553
2019-07-29,209053
2019-07-30,217685
2019-07-31,216860
2019-08-01,217846
2019-08-02,212077
2019-08-03,216402
2019-08-04,220991
2019-08-05,219807
2019-08-06,223990
2019-08-07,227463
2019-08-08,224144
2019-08-09,223430
2019-08-10,225278
2019-08-11,223035
2019-08-12,219791
2019-08-13,217890
2019-08-14,214173
2019-08-15,211663
2019-08-16,214377
2019-08-17,215471
2019-08-18,223211
2019-08-19,221343
2019-08-20,217430
2019-08-21,219671
2019-08-22,222980
2019-08-23,224295
2019-08-24,229416
2019-08-24,229416
2019-08-25,228833
2019-08-25,228833
2019-08-26,224139
2019-08-26,224139
2019-08-27,219174
2019-08-27,219174
2019-08-28,220009
2019-08-29,219165
2019-08-30,219401
2019-08-31,220815
2019-09-01,223218
2019-09-02,229602
2019-09-03,229328
2019-09-04,233578
2019-09-05,228006
2019-09-06,224489
2019-09-07,220735
2019-09-08,216330
2019-09-09,214923
2019-09-10,213401
2019-09-11,214067
2019-09-12,213307
2019-09-13,220892
2019-09-14,225855
2019-09-15,228008
2019-09-16,224762
2019-09-17,220837
2019-09-18,218613
2019-09-19,219541
2019-09-20,226679
2019-09-21,227187
2019-09-22,226782
2019-09-23,231371
2019-09-24,228435
2019-09-25,230287
2019-09-26,230940
2019-09-27,231311
2019-09-28,229752
2019-09-29,225672
2019-09-30,228076
2019-10-01,222051
2019-10-02,221431
2019-10-03,222828
2019-10-04,222671
2019-10-05,229677
2019-10-06,225778
2019-10-07,228793
2019-10-08,229044
2019-10-09,226602
2019-10-10,230864
2019-10-11,226883
2019-10-12,222723
2019-10-13,221467
2019-10-14,219921
2019-10-15,220119
2019-10-16,214603
2019-10-17,213732
2019-10-18,218784
2019-10-19,219909
2019-10-20,216833
2019-10-21,211027
2019-10-22,212803
2019-10-23,211728
2019-10-24,212434
2019-10-25,214907
2019-10-26,221880
2019-10-27,218484
2019-10-28,211051
2019-10-29,206172
2019-10-30,207483
2019-10-31,206933
2019-11-01,210838
2019-11-02,215442
2019-11-03,211715
2019-11-04,213557
2019-11-05,214629
2019-11-06,221356
2019-11-07,225127
2019-11-08,223679
2019-11-09,219881
2019-11-10,214270
2019-11-11,211620
2019-11-12,211675
2019-11-13,212181
2019-11-14,211511
2019-11-15,211915
2019-11-16,216219
2019-11-17,219720
2019-11-18,219194
2019-11-19,224144
2019-11-20,221625
2019-11-21,224413
2019-11-22,223075
2019-11-23,213470
2019-11-24,214695
2019-11-25,218877
2019-11-26,217487
2019-11-27,214965
2019-11-28,217676
2019-11-29,216752
2019-11-30,218238
2019-12-01,217097
2019-12-02,213165
2019-12-03,216989
2019-12-04,219436
2019-12-05,219975
2019-12-06,218205
2019-12-07,217884
2019-12-08,220384
2019-12-09,217978
2019-12-10,221438
2019-12-11,220547
2019-12-12,220642
2019-12-13,218391
2019-12-14,220041
2019-12-15,218239
2019-12-16,216273
2019-12-17,216671
2019-12-18,214969
2019-12-19,218655
2019-12-20,218343
2019-12-21,216086
2019-12-22,220322
2019-12-23,218578
2019-12-24,222714
2019-12-25,221183
2019-12-26,222638
2019-12-27,222299
2019-12-28,224049
2019-12-29,227906
2019-12-30,224391
2019-12-31,223602
2020-01-01,221046
2020-01-02,224764
2020-01-03,235178
2020-01-04,235014
2020-01-05,245114
2020-01-06,241894
2020-01-07,233287
2020-01-08,232574
2020-01-09,234020
2020-01-10,231177
2020-01-11,227575
2020-01-12,225866
2020-01-13,218982
2020-01-14,221184
2020-01-15,217925
2020-01-16,214248
2020-01-17,207082
2020-01-18,199169
2020-01-19,198353
2020-01-20,202029
2020-01-21,207749
2020-01-22,213257
2020-01-23,217454
2020-01-24,220115
2020-01-25,221669
2020-01-26,218924
2020-01-27,215837
2020-01-28,213464
2020-01-29,216617
2020-01-30,220462
2020-01-31,217538
2020-02-01,215370
2020-02-02,213677
2020-02-03,212292
2020-02-04,214403
2020-02-05,217724
2020-02-06,219681
2020-02-07,218792
2020-02-08,219300
2020-02-09,225930
2020-02-10,230951
2020-02-11,226555
2020-02-12,235112
2020-02-13,242271
2020-02-14,250000
2020-02-15,249995
2020-02-16,246340
2020-02-17,238339
2020-02-18,227291
2020-02-19,223289
2020-02-20,218447
2020-02-21,218827
2020-02-22,217999
2020-02-23,220543
2020-02-24,225273
2020-02-25,229986
2020-02-26,236768
2020-02-27,231480
2020-02-28,227471
2020-02-29,225986
2020-03-01,224622
2020-03-02,221031
2020-03-03,218119
2020-03-04,217159
2020-03-05,217836
2020-03-06,218935
2020-03-07,223296
2020-03-08,220949
2020-03-09,215772
2020-03-10,211436
2020-03-11,213974
2020-03-12,215190
2020-03-13,215198
2020-03-14,220185
2020-03-15,221735
2020-03-16,223983
2020-03-17,232603
2020-03-18,234733
2020-03-19,240855
2020-03-20,234032
2020-03-21,231138
2020-03-22,230768
2020-03-23,229818
2020-03-24,231956
2020-03-25,228968
2020-03-26,223747
2020-03-27,223133
2020-03-28,225252
2020-03-29,224185
2020-03-30,223068
2020-03-31,219160
2020-04-01,219768
2020-04-02,218514
2020-04-03,215242
2020-04-04,213729
2020-04-05,215241
2020-04-06,210378
2020-04-07,214238
2020-04-08,216546
2020-04-09,215983
2020-04-10,220596
2020-04-11,217896
2020-04-12,219616
2020-04-13,216740
2020-04-14,216820
2020-04-15,213601
2020-04-16,211259
2020-04-17,213763
2020-04-18,219301
2020-04-19,215481
2020-04-20,217534
2020-04-21,211957
2020-04-22,209686
2020-04-23,213220
2020-04-24,212884
2020-04-25,212576
2020-04-26,212042
2020-04-27,212997
2020-04-28,212656
2020-04-29,214656
2020-04-30,215763
2020-05-01,215753
2020-05-02,221199
2020-05-03,212006
2020-05-04,211618
2020-05-05,217513
2020-05-06,216494
2020-05-07,211626
2020-05-08,210432
2020-05-09,202610
2020-05-10,197985
2020-05-11,192186
2020-05-12,197128
2020-05-13,203720
