date_obj,Shield%20right%20half price
2015-03-26,560624
2015-03-27,560624
2015-03-28,560624
2015-03-29,560624
2015-03-30,560624
2015-03-31,560624
2015-04-01,560624
2015-04-02,560624
2015-04-03,560624
2015-04-04,586873
2015-04-05,586873
2015-04-06,586873
2015-04-07,586873
2015-04-08,586873
2015-04-09,586873
2015-04-10,586873
2015-04-11,586873
2015-04-12,586873
2015-04-13,586873
2015-04-14,586873
2015-04-15,586873
2015-04-16,586873
2015-04-17,586873
2015-04-18,586873
2015-04-19,613487
2015-04-20,613487
2015-04-21,613487
2015-04-22,613487
2015-04-23,613487
2015-04-24,613487
2015-04-25,613487
2015-04-26,613487
2015-04-27,613487
2015-04-28,613487
2015-04-29,613487
2015-04-30,613487
2015-05-01,613487
2015-05-02,613487
2015-05-03,613487
2015-05-04,613487
2015-05-05,613487
2015-05-06,640731
2015-05-07,640731
2015-05-08,640731
2015-05-09,640731
2015-05-10,640731
2015-05-11,640731
2015-05-12,640731
2015-05-13,640731
2015-05-14,640731
2015-05-15,640731
2015-05-16,640731
2015-05-17,640731
2015-05-18,640731
2015-05-19,640731
2015-05-20,640731
2015-05-21,640731
2015-05-22,640731
2015-05-23,640731
2015-05-24,669976
2015-05-25,669976
2015-05-26,669976
2015-05-27,669976
2015-05-28,669976
2015-05-29,669976
2015-05-30,669976
2015-05-31,669976
2015-06-01,669976
2015-06-02,669976
2015-06-03,700930
2015-06-04,700930
2015-06-05,700930
2015-06-06,700930
2015-06-07,700930
2015-06-08,700930
2015-06-09,700930
2015-06-10,700930
2015-06-11,700930
2015-06-12,700930
2015-06-13,700930
2015-06-14,732135
2015-06-15,732135
2015-06-16,732135
2015-06-17,732135
2015-06-18,732135
2015-06-19,732135
2015-06-20,732135
2015-06-21,732135
2015-06-22,732135
2015-06-23,732135
2015-06-24,732135
2015-06-25,732135
2015-06-26,732135
2015-06-27,732135
2015-06-28,758974
2015-06-29,758974
2015-06-30,758974
2015-07-01,758974
2015-07-02,758974
2015-07-03,758974
2015-07-04,758974
2015-07-05,758974
2015-07-06,758974
2015-07-07,758974
2015-07-08,758974
2015-07-09,758974
2015-07-10,758974
2015-07-11,758974
2015-07-12,758974
2015-07-13,758974
2015-07-14,758974
2015-07-15,758974
2015-07-16,777979
2015-07-17,777979
2015-07-18,777979
2015-07-19,777979
2015-07-20,777979
2015-07-21,777979
2015-07-22,777979
2015-07-23,777979
2015-07-24,777979
2015-07-25,777979
2015-07-26,777979
2015-07-27,777979
2015-07-28,777979
2015-07-29,777979
2015-07-30,777979
2015-07-31,777979
2015-08-01,777979
2015-08-02,800172
2015-08-03,800172
2015-08-04,800172
2015-08-05,800172
2015-08-06,800172
2015-08-07,800172
2015-08-08,800172
2015-08-09,800172
2015-08-10,800172
2015-08-11,800172
2015-08-12,800172
2015-08-13,800172
2015-08-14,800172
2015-08-15,800172
2015-08-16,800172
2015-08-17,800172
2015-08-18,800172
2015-08-19,806418
2015-08-20,806418
2015-08-21,806418
2015-08-22,806418
2015-08-23,806418
2015-08-24,806418
2015-08-25,806418
2015-08-26,806418
2015-08-27,806418
2015-08-28,806418
2015-08-29,806418
2015-08-30,806418
2015-08-31,806418
2015-09-01,806418
2015-09-02,806418
2015-09-03,795486
2015-09-04,795486
2015-09-05,795486
2015-09-06,795486
2015-09-07,795486
2015-09-08,795486
2015-09-09,795486
2015-09-10,795486
2015-09-11,795486
2015-09-12,795486
2015-09-13,795486
2015-09-14,795486
2015-09-15,795486
2015-09-16,795486
2015-09-17,795486
2015-09-18,795486
2015-09-19,795486
2015-09-20,795486
2015-09-21,803078
2015-09-22,803078
2015-09-23,803078
2015-09-24,803078
2015-09-25,803078
2015-09-27,803078
2015-09-28,803078
2015-09-29,803078
2015-09-30,803078
2015-10-05,803078
2015-10-06,803078
2015-10-07,803078
2015-10-08,803078
2015-10-09,803078
2015-10-10,803078
2015-10-11,789385
2015-10-12,789385
2015-10-13,789385
2015-10-14,789385
2015-10-15,789385
2015-10-16,789385
2015-10-17,789385
2015-10-18,789385
2015-10-19,789385
2015-10-20,789385
2015-10-22,789385
2015-10-23,789385
2015-10-24,789385
2015-10-25,789385
2015-10-26,789385
2015-10-27,789385
2015-10-29,801025
2015-10-30,801025
2015-10-31,801025
2015-11-01,801025
2015-11-02,801025
2015-11-03,801025
2015-11-04,801025
2015-11-05,801025
2015-11-06,801025
2015-11-07,801025
2015-11-08,801025
2015-11-09,801025
2015-11-10,801025
2015-11-11,801025
2015-11-12,801025
2015-11-13,801025
2015-11-14,801025
2015-11-15,801025
2015-11-16,801025
2015-11-17,801025
2015-11-18,801025
2015-11-19,789208
2015-11-20,789208
2015-11-21,789208
2015-11-22,789208
2015-11-23,789208
2015-11-24,789208
2015-11-25,789208
2015-11-26,789208
2015-11-27,789208
2015-11-28,789208
2015-11-29,789208
2015-11-30,789208
2015-12-01,789208
2015-12-02,789208
2015-12-03,789208
2015-12-04,789208
2015-12-05,789208
2015-12-06,789208
2015-12-07,774261
2015-12-08,774261
2015-12-09,774261
2015-12-10,774261
2015-12-11,774261
2015-12-12,774261
2015-12-13,774261
2015-12-14,774261
2015-12-15,774261
2015-12-16,774261
2015-12-17,774261
2015-12-18,774261
2015-12-19,774261
2015-12-20,774261
2015-12-21,793148
2015-12-22,793148
2015-12-23,793148
2015-12-24,793148
2015-12-25,793148
2015-12-26,793148
2015-12-27,793148
2015-12-28,793148
2015-12-29,793148
2015-12-30,793148
2015-12-31,793148
2016-01-01,793148
2016-01-02,793148
2016-01-03,793148
2016-01-04,806162
2016-01-05,806162
2016-01-06,806162
2016-01-07,806162
2016-01-08,806162
2016-01-09,806162
2016-01-10,806162
2016-01-11,806162
2016-01-12,806162
2016-01-13,806162
2016-01-14,806162
2016-01-15,806162
2016-01-16,810009
2016-01-17,810009
2016-01-18,810009
2016-01-19,810009
2016-01-20,810009
2016-01-21,810009
2016-01-22,810009
2016-01-23,810009
2016-01-24,810009
2016-01-25,810009
2016-01-26,810009
2016-01-27,810009
2016-01-28,810009
2016-01-29,793322
2016-01-30,793322
2016-01-31,793322
2016-02-01,793322
2016-02-02,793322
2016-02-03,793322
2016-02-04,793322
2016-02-05,793322
2016-02-06,793322
2016-02-07,793322
2016-02-08,793322
2016-02-09,800479
2016-02-10,800479
2016-02-11,800479
2016-02-12,800479
2016-02-13,800479
2016-02-14,800479
2016-02-15,800479
2016-02-16,800479
2016-02-17,800479
2016-02-18,800479
2016-02-19,800479
2016-02-20,800479
2016-02-21,802334
2016-02-22,802334
2016-02-23,802334
2016-02-24,802334
2016-02-25,802334
2016-02-26,802334
2016-02-27,802334
2016-02-28,802334
2016-02-29,802334
2016-03-01,802334
2016-03-02,802334
2016-03-03,802334
2016-03-04,802334
2016-03-05,802269
2016-03-06,802269
2016-03-07,802269
2016-03-08,802269
2016-03-09,802269
2016-03-10,802269
2016-03-11,802269
2016-03-12,802269
2016-03-13,802269
2016-03-14,802269
2016-03-15,802269
2016-03-16,788050
2016-03-17,788050
2016-03-18,788050
2016-03-19,788050
2016-03-20,788050
2016-03-21,788050
2016-03-22,788050
2016-03-23,788050
2016-03-24,788050
2016-03-25,788050
2016-03-26,788050
2016-03-27,788050
2016-03-28,771961
2016-03-29,771961
2016-03-30,771961
2016-03-31,771961
2016-04-01,771961
2016-04-02,771961
2016-04-03,771961
2016-04-04,771961
2016-04-05,771961
2016-04-06,771961
2016-04-07,771961
2016-04-08,771961
2016-04-09,768564
2016-04-10,768564
2016-04-11,768564
2016-04-12,768564
2016-04-13,768564
2016-04-14,768564
2016-04-15,768564
2016-04-16,768564
2016-04-17,768564
2016-04-18,768564
2016-04-19,768564
2016-04-20,776609
2016-04-21,776609
2016-04-22,776609
2016-04-23,776609
2016-04-24,776609
2016-04-25,776609
2016-04-26,776609
2016-04-27,776609
2016-04-28,776609
2016-04-29,776609
