date_obj,Dragon%20armour%20set%20(sk) price
2018-04-15,27743291
2018-04-16,27743291
2018-04-17,27743291
2018-04-18,27743291
2018-04-19,27743291
2018-04-20,27743291
2018-04-21,27743291
2018-04-22,27743291
2018-04-23,27743291
2018-04-24,27743291
2018-04-25,27743291
2018-04-26,27743291
2018-04-27,27743291
2018-04-28,27743291
2018-04-29,27743291
2018-04-30,27743291
2018-05-01,27743291
2018-05-03,27743291
2018-05-04,27743291
2018-05-05,27743291
2018-05-07,27743291
2018-05-08,27743291
2018-05-09,27743291
2018-05-10,27743291
2018-05-11,27743291
2018-05-12,27743291
2018-05-13,27743291
2018-05-14,27743291
2018-05-15,27743291
2018-05-16,27743291
2018-05-17,27743291
2018-05-18,27743291
2018-05-19,27743291
2018-05-20,27743291
2018-05-21,28828527
2018-05-22,28828527
2018-05-23,28828527
2018-05-24,28828527
2018-05-25,28828527
2018-05-26,28828527
2018-05-27,28828527
2018-05-28,28828527
2018-05-29,28828527
2018-05-30,28828527
2018-05-31,28828527
2018-06-01,28828527
2018-06-02,28828527
2018-06-03,28828527
2018-06-04,28828527
2018-06-05,28828527
2018-06-06,28828527
2018-06-07,28828527
2018-06-08,28828527
2018-06-09,28828527
2018-06-10,28828527
2018-06-11,28828527
2018-06-12,28828527
2018-06-13,28828527
2018-06-14,28828527
2018-06-15,28828527
2018-06-16,28828527
2018-06-17,28828527
2018-06-18,29923163
2018-06-19,29923163
2018-06-20,29923163
2018-06-21,29923163
2018-06-22,29923163
2018-06-23,29923163
2018-06-24,29923163
2018-06-25,29923163
2018-06-26,29923163
2018-06-27,29923163
2018-06-28,29923163
2018-06-29,29923163
2018-06-30,29923163
2018-07-01,29923163
2018-07-02,29923163
2018-07-03,29923163
2018-07-04,29923163
2018-07-05,29923163
2018-07-06,29923163
2018-07-07,29923163
2018-07-08,29923163
2018-07-09,29923163
2018-07-10,29923163
2018-07-11,29923163
2018-07-12,29923163
2018-07-13,29923163
2018-07-14,29923163
2018-07-15,29923163
2018-07-16,29923163
2018-07-17,29923163
2018-07-18,29923163
2018-07-19,29923163
2018-07-20,29923163
2018-07-21,29923163
2018-07-22,29923163
2018-07-23,29923163
2018-07-24,29923163
2018-07-25,29923163
2018-07-26,29923163
2018-07-27,29923163
2018-07-28,29923163
2018-07-29,29923163
2018-07-30,29923163
2018-07-31,29923163
2018-08-01,29923163
2018-08-02,29923163
2018-08-03,29923163
2018-08-04,29923163
2018-08-05,29923163
2018-08-06,29923163
2018-08-07,29923163
2018-08-08,29923163
2018-08-09,31107193
2018-08-10,31107193
2018-08-11,31107193
2018-08-12,31107193
2018-08-14,31107193
2018-08-16,31107193
2018-08-17,31107193
2018-08-18,31107193
2018-08-19,31107193
2018-08-20,31107193
2018-08-21,31107193
2018-08-22,31107193
2018-08-23,31107193
2018-08-24,31107193
2018-08-25,31107193
2018-08-26,31107193
2018-08-27,31107193
2018-08-28,31107193
2018-08-29,31107193
2018-08-30,31107193
2018-08-31,31107193
2018-09-01,31107193
2018-09-02,31107193
2018-09-03,31107193
2018-09-04,31107193
2018-09-05,31107193
2018-09-06,31107193
2018-09-07,31107193
2018-09-08,31107193
2018-09-09,31107193
2018-09-10,31107193
2018-09-11,31107193
2018-09-12,31107193
2018-09-13,32455503
2018-09-14,32455503
2018-09-15,32455503
2018-09-16,32455503
2018-09-17,32455503
2018-09-18,32455503
2018-09-19,32455503
2018-09-20,32455503
2018-09-21,32455503
2018-09-22,32455503
2018-09-23,32455503
2018-09-24,32455503
2018-09-25,32455503
2018-09-26,32455503
2018-09-27,32455503
2018-09-28,32455503
2018-09-29,32455503
2018-09-30,32455503
2018-10-02,32455503
2018-10-03,32455503
2018-10-04,32455503
2018-10-05,32455503
2018-10-06,32455503
2018-10-07,32455503
2018-10-08,32455503
2018-10-09,32455503
2018-10-10,33765489
2018-10-11,33765489
2018-10-12,33765489
2018-10-13,33765489
2018-10-14,33765489
2018-10-15,33765489
2018-10-16,33765489
2018-10-17,33765489
2018-10-18,33765489
2018-10-19,33765489
2018-10-20,33765489
2018-10-21,33765489
2018-10-22,33765489
2018-10-23,33765489
2018-10-24,33765489
2018-10-25,33765489
2018-10-26,33765489
2018-10-27,33765489
2018-10-28,33765489
2018-10-29,33765489
2018-10-30,33765489
2018-10-31,33765489
2018-11-01,33765489
2018-11-03,35245277
2018-11-04,35245277
2018-11-05,35245277
2018-11-06,35245277
2018-11-07,35245277
2018-11-08,35245277
2018-11-09,35245277
2018-11-10,35245277
2018-11-11,35245277
2018-11-12,35245277
2018-11-13,35245277
2018-11-14,35245277
2018-11-15,35245277
2018-11-16,35245277
2018-11-17,35245277
2018-11-18,35245277
2018-11-19,36754129
2018-11-20,36754129
2018-11-21,36754129
2018-11-22,36754129
2018-11-23,36754129
2018-11-24,36754129
2018-11-25,36754129
2018-11-26,36754129
2018-11-27,36754129
2018-11-28,36754129
2018-11-29,36754129
2018-12-01,36754129
2018-12-02,38281349
2018-12-03,38281349
2018-12-05,38281349
2018-12-07,38281349
2018-12-09,38281349
2018-12-10,38281349
2018-12-11,38281349
2018-12-12,38281349
2018-12-13,38281349
2018-12-14,38281349
2018-12-15,38281349
2018-12-16,38281349
2018-12-17,38281349
2018-12-18,38281349
2018-12-19,38281349
2018-12-20,38281349
2018-12-21,39770559
2018-12-22,39770559
2018-12-23,39770559
2018-12-24,39770559
2018-12-25,39770559
2018-12-26,39770559
2018-12-27,39770559
2018-12-28,39770559
2018-12-29,39770559
2018-12-30,39770559
2018-12-31,39770559
2019-01-01,39770559
2019-01-02,39770559
2019-01-03,39770559
2019-01-04,39770559
2019-01-05,39770559
2019-01-06,41264853
2019-01-08,41264853
2019-01-10,41264853
2019-01-11,41264853
2019-01-12,41264853
2019-01-13,41264853
2019-01-14,41264853
2019-01-15,41264853
2019-01-16,41264853
2019-01-17,41264853
2019-01-18,41264853
2019-01-19,41264853
2019-01-20,41264853
2019-01-21,41264853
2019-01-22,41264853
2019-01-23,41264853
2019-01-24,41264853
2019-01-25,41264853
2019-01-26,41264853
2019-01-27,42951492
2019-01-28,42951492
2019-01-29,42951492
2019-01-30,42951492
2019-01-31,42951492
2019-02-01,42951492
2019-02-02,42951492
2019-02-03,42951492
2019-02-04,42951492
2019-02-05,42951492
2019-02-06,42951492
2019-02-07,42951492
2019-02-08,42951492
2019-02-09,42951492
2019-02-10,42951492
2019-02-11,42951492
2019-02-12,42951492
2019-02-13,42951492
2019-02-14,42951492
2019-02-15,42951492
2019-02-16,42951492
2019-02-17,42951492
2019-02-18,42951492
2019-02-19,42951492
2019-02-20,42951492
2019-02-21,42951492
2019-02-22,42951492
2019-02-23,42951492
2019-02-24,42951492
2019-02-25,42951492
2019-02-26,42951492
2019-02-27,42951492
2019-02-28,42951492
2019-03-01,42951492
2019-03-02,42951492
2019-03-03,42951492
2019-03-04,42951492
2019-03-05,42951492
2019-03-06,42951492
2019-03-07,42951492
2019-03-08,42951492
2019-03-09,42951492
2019-03-10,42951492
2019-03-11,42951492
2019-03-12,42951492
2019-03-13,42951492
2019-03-14,42951492
2019-03-15,42951492
2019-03-16,42951492
2019-03-17,42951492
2019-03-18,42951492
2019-03-19,42951492
2019-03-20,42951492
2019-03-21,42951492
2019-03-22,42951492
2019-03-23,42951492
2019-03-24,42951492
2019-03-25,42951492
2019-03-26,42951492
2019-03-27,42951492
2019-03-28,42951492
2019-03-29,42951492
2019-03-30,42951492
2019-03-31,44726284
2019-04-01,44726284
2019-04-02,44726284
2019-04-03,44726284
2019-04-04,44726284
2019-04-05,44726284
2019-04-06,44726284
2019-04-07,44726284
2019-04-08,44726284
2019-04-09,44726284
2019-04-10,44726284
2019-04-11,44726284
2019-04-12,44726284
2019-04-13,44726284
2019-04-14,44726284
2019-04-15,44726284
2019-04-16,44726284
2019-04-17,44726284
2019-04-18,44726284
2019-04-19,44726284
2019-04-20,44726284
2019-04-21,44726284
2019-04-22,44726284
2019-04-23,44726284
2019-04-24,44726284
2019-04-25,44726284
2019-04-26,44726284
2019-04-27,44726284
2019-04-28,44726284
2019-04-29,44726284
2019-04-30,44726284
2019-05-01,44726284
2019-05-02,44726284
2019-05-03,44726284
2019-05-04,46549135
2019-05-05,46549135
2019-05-06,46549135
2019-05-07,46549135
2019-05-08,46549135
2019-05-09,46549135
2019-05-10,46549135
2019-05-11,46549135
2019-05-12,46549135
2019-05-13,46549135
2019-05-14,46549135
2019-05-15,46549135
2019-05-16,46549135
2019-05-17,46549135
2019-05-18,46549135
2019-05-19,46549135
2019-05-20,46549135
2019-05-21,46549135
2019-05-22,46549135
2019-05-23,46549135
2019-05-24,46549135
2019-05-25,46549135
2019-05-26,46549135
2019-05-27,46549135
2019-05-28,46549135
2019-05-29,46549135
2019-05-30,46549135
2019-05-31,46549135
2019-06-01,46549135
2019-06-02,46549135
2019-06-03,46549135
2019-06-04,46549135
2019-06-05,46549135
2019-06-06,46549135
2019-06-07,46549135
2019-06-08,48530319
2019-06-09,48530319
2019-06-10,48530319
2019-06-11,48530319
2019-06-12,48530319
2019-06-13,48530319
2019-06-14,48530319
2019-06-15,48530319
2019-06-16,48530319
2019-06-17,48530319
2019-06-18,48530319
2019-06-19,48530319
2019-06-20,48530319
2019-06-21,48530319
2019-06-22,48530319
2019-06-23,48530319
2019-06-24,48530319
2019-06-25,48530319
2019-06-26,48530319
2019-06-27,48530319
2019-06-28,48530319
2019-06-29,48530319
2019-06-30,48530319
2019-07-01,48530319
2019-07-02,48530319
2019-07-03,48530319
2019-07-04,48530319
2019-07-05,48530319
2019-07-06,48530319
2019-07-07,48530319
2019-07-08,48530319
2019-07-09,48530319
2019-07-10,48530319
2019-07-11,48530319
2019-07-12,48530319
2019-07-13,50351779
2019-07-14,50351779
2019-07-15,50351779
2019-07-16,50351779
2019-07-17,50351779
2019-07-18,50351779
2019-07-19,50351779
2019-07-20,50351779
2019-07-21,50351779
2019-07-22,50351779
2019-07-23,50351779
2019-07-24,50351779
2019-07-25,50351779
2019-07-26,50351779
2019-07-27,50351779
2019-07-28,50351779
2019-07-29,50351779
2019-07-30,50351779
2019-07-31,50351779
2019-08-01,50351779
2019-08-02,50351779
2019-08-03,50351779
2019-08-04,50351779
2019-08-05,50351779
2019-08-06,50351779
2019-08-07,50351779
2019-08-08,50351779
2019-08-09,50351779
2019-08-10,50351779
2019-08-11,50351779
2019-08-12,50351779
2019-08-13,50351779
2019-08-14,50351779
2019-08-15,50351779
2019-08-16,50351779
2019-08-17,50351779
2019-08-18,52567260
2019-08-19,52567260
2019-08-20,52567260
2019-08-21,52567260
2019-08-22,52567260
2019-08-23,52567260
2019-08-24,52567260
2019-08-24,52567260
2019-08-25,52567260
2019-08-25,52567260
2019-08-26,52567260
2019-08-27,52567260
2019-08-27,52567260
2019-08-28,52567260
2019-08-29,52567260
2019-08-30,52567260
2019-08-31,52567260
2019-09-01,52567260
2019-09-02,52567260
2019-09-03,52567260
2019-09-04,52567260
2019-09-05,52567260
2019-09-06,52567260
2019-09-07,52567260
2019-09-08,52567260
2019-09-09,52567260
2019-09-10,52567260
2019-09-11,52567260
2019-09-12,52567260
2019-09-13,52567260
2019-09-14,52567260
2019-09-15,52567260
2019-09-16,52567260
2019-09-17,52567260
2019-09-18,52567260
2019-09-19,52567260
2019-09-20,52567260
2019-09-21,52567260
2019-09-22,52567260
2019-09-23,52567260
2019-09-24,52567260
2019-09-25,52567260
2019-09-26,52567260
2019-09-27,52567260
2019-09-28,52567260
2019-09-29,52567260
2019-09-30,52567260
2019-10-01,54677342
2019-10-02,54677342
2019-10-03,54677342
2019-10-04,54677342
2019-10-05,54677342
2019-10-06,54677342
2019-10-07,54677342
2019-10-08,54677342
2019-10-09,54677342
2019-10-10,54677342
2019-10-11,54677342
2019-10-12,54677342
2019-10-13,54677342
2019-10-14,54677342
2019-10-15,54677342
2019-10-16,54677342
2019-10-17,54677342
2019-10-18,54677342
2019-10-19,54677342
2019-10-20,54677342
2019-10-21,54677342
2019-10-22,54677342
2019-10-23,54677342
2019-10-24,54677342
2019-10-25,54677342
2019-10-26,54677342
2019-10-27,54677342
2019-10-28,54677342
2019-10-29,54677342
2019-10-30,54677342
2019-10-31,54677342
2019-11-01,54677342
2019-11-02,54677342
2019-11-03,54677342
2019-11-04,54677342
2019-11-05,54677342
2019-11-06,54677342
2019-11-07,54677342
2019-11-08,54677342
2019-11-09,54677342
2019-11-10,54677342
2019-11-11,54677342
2019-11-12,56931261
2019-11-13,56931261
2019-11-14,56931261
2019-11-15,56931261
2019-11-16,56931261
2019-11-17,56931261
2019-11-18,56931261
2019-11-19,56931261
2019-11-20,56931261
2019-11-21,56931261
2019-11-22,56931261
2019-11-23,56931261
2019-11-24,56931261
2019-11-25,56931261
2019-11-26,56931261
2019-11-27,56931261
2019-11-28,56931261
2019-11-29,56931261
2019-11-30,56931261
2019-12-01,56931261
2019-12-02,56931261
2019-12-03,56931261
2019-12-04,56931261
2019-12-05,56931261
2019-12-06,56931261
2019-12-07,56931261
2019-12-08,56931261
2019-12-09,56931261
2019-12-10,56931261
2019-12-11,56931261
2019-12-12,56931261
2019-12-13,56931261
2019-12-14,56931261
2019-12-15,56931261
2019-12-16,56931261
2019-12-17,56931261
2019-12-18,56931261
2019-12-19,56931261
2019-12-20,56931261
2019-12-21,56931261
2019-12-22,56931261
2019-12-23,56931261
2019-12-24,56931261
2019-12-25,59227068
2019-12-26,59227068
2019-12-27,59227068
2019-12-28,59227068
2019-12-29,59227068
2019-12-30,59227068
2019-12-31,59227068
2020-01-01,59227068
2020-01-02,59227068
2020-01-03,59227068
2020-01-04,59227068
2020-01-05,59227068
2020-01-06,59227068
2020-01-07,59227068
2020-01-08,59227068
2020-01-09,59227068
2020-01-10,59227068
2020-01-11,59227068
2020-01-12,59227068
2020-01-13,59227068
2020-01-14,59227068
2020-01-15,59227068
2020-01-16,59227068
2020-01-17,59227068
2020-01-18,59227068
2020-01-19,59227068
2020-01-20,59227068
2020-01-21,59227068
2020-01-22,59227068
2020-01-23,59227068
2020-01-24,59227068
2020-01-25,59227068
2020-01-26,59227068
2020-01-27,61666717
2020-01-28,61666717
2020-01-29,61666717
2020-01-30,61666717
2020-01-31,61666717
2020-02-01,61666717
2020-02-02,61666717
2020-02-03,61666717
2020-02-04,61666717
2020-02-05,61666717
2020-02-06,61666717
2020-02-07,61666717
2020-02-08,61666717
2020-02-09,61666717
2020-02-10,61666717
2020-02-11,61666717
2020-02-12,61666717
2020-02-13,61666717
2020-02-14,61666717
2020-02-15,61666717
2020-02-16,61666717
2020-02-17,61666717
2020-02-18,61666717
2020-02-19,61666717
2020-02-20,61666717
2020-02-21,61666717
2020-02-22,61666717
2020-02-23,61666717
2020-02-24,61666717
2020-02-25,61666717
2020-02-26,61666717
2020-02-27,61666717
2020-02-28,61666717
2020-02-29,61666717
2020-03-01,61666717
2020-03-02,61666717
2020-03-03,61666717
2020-03-04,61666717
2020-03-05,61666717
2020-03-06,61666717
2020-03-07,61666717
2020-03-08,61666717
2020-03-09,64032483
2020-03-10,64032483
2020-03-11,64032483
2020-03-12,64032483
2020-03-13,64032483
2020-03-14,64032483
2020-03-15,64032483
2020-03-16,64032483
2020-03-17,64032483
2020-03-18,64032483
2020-03-19,64032483
2020-03-20,64032483
2020-03-21,64032483
2020-03-22,64032483
2020-03-23,64032483
2020-03-24,64032483
2020-03-25,64032483
2020-03-26,64032483
2020-03-27,64032483
2020-03-28,64032483
2020-03-29,64032483
2020-03-30,64032483
2020-03-31,64032483
2020-04-01,64032483
2020-04-02,64032483
2020-04-03,64032483
2020-04-04,64032483
2020-04-05,64032483
2020-04-06,64032483
2020-04-07,64032483
2020-04-08,64032483
2020-04-09,64032483
2020-04-10,64032483
2020-04-11,64032483
2020-04-12,64032483
2020-04-13,64032483
2020-04-14,64032483
2020-04-15,64032483
2020-04-16,66604858
2020-04-17,66604858
2020-04-18,66604858
2020-04-19,66604858
2020-04-20,66604858
2020-04-21,66604858
2020-04-22,66604858
2020-04-23,66604858
2020-04-24,66604858
2020-04-25,66604858
2020-04-26,66604858
2020-04-27,66604858
2020-04-28,66604858
2020-04-29,66604858
2020-04-30,66604858
2020-05-01,66604858
2020-05-02,66604858
2020-05-03,66604858
2020-05-04,66604858
2020-05-05,66604858
2020-05-06,66604858
2020-05-07,66604858
2020-05-08,66604858
2020-05-09,66604858
2020-05-10,66604858
2020-05-11,66604858
2020-05-12,66604858
2020-05-13,66604858
