date_obj,Dragon%20mace price
2016-07-23,33267
2016-07-24,33270
2016-07-25,32959
2016-07-26,32959
2016-07-27,32957
2016-07-28,32979
2016-07-29,33070
2016-07-30,33621
2016-07-31,33621
2016-08-01,33127
2016-08-02,33153
2016-08-03,33435
2016-08-04,33317
2016-08-05,33317
2016-08-06,33430
2016-08-07,32442
2016-08-08,32442
2016-08-09,32911
2016-08-10,33231
2016-08-11,33231
2016-08-12,33073
2016-08-13,33093
2016-08-14,33246
2016-08-15,33290
2016-08-16,33360
2016-08-17,33360
2016-08-18,33206
2016-08-19,33225
2016-08-20,33117
2016-08-21,32741
2016-08-22,32810
2016-08-23,33348
2016-08-24,34538
2016-08-25,35385
2016-08-26,35385
2016-08-28,34458
2016-08-31,34375
2016-09-01,33646
2016-09-02,33646
2016-09-03,33488
2016-09-04,33397
2016-09-05,33342
2016-09-06,32732
2016-09-07,32745
2016-09-08,32745
2016-09-09,33448
2016-09-10,33598
2016-09-11,33598
2016-09-12,33755
2016-09-13,33648
2016-09-14,33648
2016-09-15,33859
2016-09-16,33859
2016-09-17,34064
2016-09-18,34315
2016-09-19,33952
2016-09-20,33952
2016-09-21,33498
2016-09-22,33627
2016-09-23,33734
2016-09-24,33734
2016-09-25,33801
2016-09-26,33801
2016-09-27,33200
2016-09-28,33043
2016-09-29,33043
2016-09-30,33316
2016-10-01,32926
2016-10-02,32926
2016-10-03,32149
2016-10-04,32646
2016-10-05,32860
2016-10-06,33401
2016-10-07,33401
2016-10-08,33744
2016-10-09,33744
2016-10-10,33762
2016-10-11,33768
2016-10-12,33768
2016-10-13,33346
2016-10-14,33918
2016-10-15,34299
2016-10-16,34499
2016-10-17,33666
2016-10-18,33666
2016-10-19,33737
2016-10-20,34433
2016-10-21,34666
2016-10-22,34666
2016-10-23,33549
2016-10-24,33407
2016-10-25,33407
2016-10-26,33277
2016-10-27,33277
2016-10-28,33544
2016-10-29,33413
2016-10-30,32573
2016-10-31,33227
2016-11-01,33227
2016-11-02,33753
2016-11-03,33753
2016-11-04,33785
2016-11-05,33785
2016-11-06,33588
2016-11-07,33194
2016-11-08,33138
2016-11-09,32538
2016-11-10,32594
2016-11-11,32594
2016-11-12,33104
2016-11-13,33104
2016-11-14,33115
2016-11-15,32876
2016-12-07,32507
2016-12-08,32739
2016-12-09,33186
2016-12-10,33186
2016-12-11,33428
2016-12-12,32774
2016-12-13,32291
2016-12-14,33221
2016-12-15,33221
2016-12-16,33463
2016-12-17,32866
2016-12-18,32866
2016-12-19,32915
2016-12-20,33049
2016-12-21,33053
2016-12-22,33053
2016-12-23,33350
2016-12-24,33350
2016-12-25,33616
2016-12-26,33776
2016-12-27,34561
2016-12-28,33688
2016-12-29,33533
2016-12-30,33472
2016-12-31,33616
2017-01-01,33262
2017-01-02,32758
2017-01-03,33466
2017-01-04,32869
2017-01-05,32649
2017-01-06,32361
2017-01-07,32184
2017-01-08,32460
2017-01-09,33071
2017-01-10,32696
2017-01-11,32672
2017-01-12,32951
2017-01-13,32951
2017-01-14,33015
2017-01-15,32971
2017-01-16,32925
2017-01-17,33325
2017-01-18,33888
2017-01-19,34257
2017-01-20,33089
2017-01-21,33346
2017-01-22,33082
2017-01-23,33727
2017-01-27,33201
2017-01-28,33902
2017-01-29,33427
2017-01-30,34168
2017-01-31,33862
2017-02-01,32996
2017-02-02,32436
2017-02-03,32817
2017-02-04,33102
2017-02-05,32244
2017-02-06,32689
2017-02-07,33048
2017-02-08,32859
2017-02-09,32859
2017-02-10,33423
2017-02-11,32854
2017-02-12,32854
2017-02-13,33182
2017-02-14,33134
2017-02-15,32586
2017-02-16,32864
2017-02-18,33176
2017-02-19,32612
2017-02-20,32856
2017-02-21,33242
2017-02-22,33242
2017-02-23,33346
2017-02-24,33346
2017-02-25,33579
2017-02-26,33674
2017-02-27,33562
2017-02-28,33652
2017-03-01,33867
2017-03-02,34014
2017-03-03,34077
2017-03-04,33271
2017-03-05,33335
2017-03-06,33278
2017-03-07,32774
2017-03-08,32029
2017-03-09,32772
2017-03-10,33527
2017-03-11,34381
2017-03-12,35481
2017-03-13,34681
2017-03-14,33188
2017-03-15,32775
2017-03-16,33308
2017-03-17,33523
2017-03-18,32569
2017-03-19,32477
2017-03-20,33319
2017-03-21,33784
2017-03-22,33398
2017-03-23,32634
2017-03-24,32942
2017-03-25,32942
2017-03-26,32863
2017-03-27,33015
2017-03-28,33775
2017-03-29,33940
2017-03-30,33944
2017-03-31,33824
2017-04-01,33839
2017-04-02,33839
2017-04-03,34339
2017-04-04,33382
2017-04-12,33623
2017-04-13,33905
2017-04-14,33822
2017-04-15,33816
2017-04-16,34039
2017-04-17,33560
2017-04-18,32969
2017-04-19,33024
2017-04-20,33385
2017-04-21,32593
2017-04-22,32394
2017-04-23,32066
2017-04-24,31141
2017-04-25,30244
2017-04-26,30244
2017-04-27,30062
2017-04-28,31242
2017-04-29,32139
2017-04-30,32796
2017-05-01,33189
2017-05-02,33417
2017-05-03,32475
2017-05-04,32126
2017-05-05,31748
2017-05-06,31343
2017-05-07,31142
2017-05-08,31765
2017-05-09,31714
2017-05-10,32367
2017-05-11,32162
2017-05-12,32532
2017-05-13,32643
2017-05-14,32454
2017-05-15,32237
2017-05-16,32670
2017-05-17,33195
2017-05-18,33747
2017-05-19,33747
2017-05-20,33311
2017-05-21,33311
2017-05-22,32785
2017-05-23,33013
2017-05-24,32682
2017-05-25,31408
2017-05-26,30284
2017-05-27,29901
2017-05-28,29855
2017-05-29,30119
2017-05-30,29818
2017-05-31,30097
2017-06-01,29660
2017-06-02,29760
2017-06-03,29760
2017-06-04,29757
2017-06-05,30176
2017-06-06,30112
2017-06-07,30228
2017-06-08,30228
2017-06-09,29820
2017-06-10,29714
2017-06-11,29535
2017-06-12,29717
2017-06-13,29842
2017-06-14,29810
2017-06-15,29944
2017-06-16,29895
2017-06-17,29937
2017-06-18,29685
2017-06-19,29685
2017-06-20,29997
2017-06-21,30285
2017-06-22,30285
2017-06-23,30221
2017-06-24,30038
2017-06-25,30083
2017-06-26,30407
2017-06-27,30073
2017-06-28,29720
2017-06-29,29964
2017-06-30,30306
2017-07-01,30306
2017-07-02,30234
2017-07-03,30366
2017-07-04,31036
2017-07-05,31036
2017-07-06,31228
2017-07-07,31228
2017-07-08,30374
2017-07-13,29947
2017-07-14,29576
2017-07-15,29576
2017-07-16,29831
2017-07-17,29759
2017-07-18,29640
2017-07-19,30004
2017-07-20,29708
2017-07-21,29775
2017-07-22,30004
2017-07-23,30081
2017-07-24,29868
2017-07-25,29839
2017-07-26,29889
2017-07-27,30027
2017-07-28,29756
2017-07-29,29635
2017-07-30,29717
2017-07-31,29717
2017-08-01,29953
2017-08-02,29683
2017-08-03,29913
2017-08-04,29913
2017-08-05,29857
2017-08-06,29930
2017-08-09,29806
2017-08-10,29805
2017-08-11,29923
2017-08-12,30174
2017-08-13,30238
2017-08-14,29984
2017-08-15,29958
2017-08-16,29967
2017-08-17,29902
2017-08-18,29902
2017-08-19,29866
2017-08-20,29870
2017-08-21,29683
2017-08-22,29820
2017-08-23,30022
2017-08-24,29647
2017-08-25,29948
2017-08-26,29825
2017-08-27,29788
2017-08-28,29730
2017-08-29,29730
2017-08-30,29753
2017-08-31,30021
2017-09-01,29736
2017-09-03,29679
2017-09-04,29763
2017-09-05,29879
2017-09-06,31249
2017-09-07,31152
2017-09-08,31152
2017-09-09,30372
2017-09-10,30335
2017-09-11,30523
2017-09-12,30523
2017-09-13,29964
2017-09-14,29745
2017-09-15,29745
2017-09-16,29517
2017-09-17,29682
2017-09-18,29646
2017-09-19,29576
2017-09-20,29692
2017-09-21,29959
2017-09-22,29919
2017-09-23,29919
2017-09-24,29882
2017-09-25,29671
2017-09-26,29693
2017-09-27,29693
2017-09-28,29912
2017-09-29,29821
2017-09-30,29610
2017-10-01,29632
2017-10-02,29724
2017-10-03,29724
2017-10-04,29646
2017-10-05,29765
2017-10-06,29962
2017-10-07,29550
2017-10-08,29589
2017-10-09,29928
2017-10-10,30022
2017-10-11,30022
2017-10-12,29756
2017-10-13,29815
2017-10-14,29810
2017-10-15,29810
2017-10-16,29767
2017-10-17,29767
2017-10-18,29755
2017-10-19,29668
2017-10-20,29719
2017-10-21,29966
2017-10-22,29558
2017-10-23,29814
2017-10-24,30340
2017-10-25,30643
2017-10-26,29739
2017-10-27,29790
2017-10-28,29790
2017-10-29,29512
2017-10-30,29836
2017-10-31,30199
2017-11-01,30199
2017-11-02,29833
2017-11-03,29941
2017-11-04,29822
2017-11-05,29731
2017-11-06,29808
2017-11-07,29808
2017-11-08,29627
2017-11-09,29810
2017-11-10,29836
2017-11-11,29707
2017-11-12,29557
2017-11-13,29815
2017-11-14,29719
2017-11-15,29855
2017-11-16,29692
2017-11-17,29574
2017-11-18,29604
2017-11-19,29494
2017-11-20,29890
2017-11-21,29860
2017-11-22,30045
2017-11-23,29782
2017-11-24,29725
2017-11-25,29793
2017-11-26,29894
2017-11-27,29894
2017-11-28,29984
2017-11-29,29934
2017-11-30,29761
2017-12-01,29716
2017-12-02,29716
2017-12-03,29786
2017-12-04,29769
2017-12-05,29733
2017-12-06,30010
2017-12-07,29761
2017-12-08,29761
2017-12-09,29915
2017-12-10,29783
2017-12-11,29699
2017-12-12,29824
2017-12-13,29826
2017-12-14,29776
2017-12-15,29820
2017-12-16,29567
2017-12-17,29571
2017-12-18,29621
2017-12-19,29701
2017-12-20,29628
2017-12-21,29735
2017-12-22,29763
2017-12-23,29484
2017-12-24,29569
2017-12-25,29645
2017-12-26,29519
2017-12-27,29915
2017-12-28,29821
2017-12-29,29675
2017-12-30,29586
2017-12-31,29665
2018-01-01,29777
2018-01-02,29823
2018-01-03,29787
2018-01-04,29696
2018-01-05,29504
2018-01-06,29420
2018-01-07,29729
2018-01-08,29727
2018-01-09,29749
2018-01-10,29875
2018-01-11,29831
2018-01-12,29894
2018-01-13,29587
2018-01-14,29622
2018-01-15,29690
2018-01-16,29762
2018-01-17,29915
2018-01-18,30005
2018-01-19,30005
2018-01-20,29852
2018-01-21,29638
2018-01-22,29592
2018-01-23,29556
2018-01-25,30213
2018-01-26,29754
2018-01-27,29762
2018-01-28,30019
2018-01-29,29950
2018-01-30,29750
2018-01-31,29952
2018-02-01,29557
2018-02-02,29686
2018-02-03,29720
2018-02-04,29960
2018-02-05,29761
2018-02-06,29847
2018-02-07,29705
2018-02-08,29650
2018-02-09,29821
2018-02-10,29612
2018-02-11,29688
2018-02-12,29749
2018-02-13,29855
2018-02-14,29773
2018-02-15,29700
2018-02-16,29789
2018-02-17,29755
2018-02-18,29660
2018-02-19,29808
2018-02-20,29691
2018-02-21,29770
2018-02-22,29630
2018-02-23,29752
2018-02-24,29864
2018-02-25,29722
2018-02-26,29713
2018-02-27,29687
2018-02-28,29792
2018-03-01,29781
2018-03-02,29751
2018-03-03,29754
2018-03-04,29718
2018-03-05,29746
2018-03-06,29881
2018-03-07,29897
2018-03-08,29669
2018-03-09,29912
2018-03-10,29666
2018-03-11,30024
2018-03-12,29832
2018-03-13,29745
2018-03-14,29748
2018-03-15,29900
2018-03-16,29848
2018-03-17,29931
2018-03-18,29662
2018-03-20,29825
2018-03-21,29705
2018-03-23,29643
2018-03-24,29609
2018-03-25,29681
2018-03-26,29617
2018-03-27,29655
2018-03-28,29709
2018-03-29,29684
2018-03-30,29682
2018-03-31,29826
2018-04-01,29835
2018-04-02,29815
2018-04-03,29757
2018-04-04,29680
2018-04-05,29765
2018-04-06,29774
2018-04-07,29700
2018-04-08,29766
2018-04-09,29928
2018-04-10,30273
2018-04-11,29688
2018-04-12,29743
2018-04-13,29839
2018-04-14,29700
2018-04-15,29720
2018-04-16,29787
2018-04-17,29807
2018-04-18,29706
2018-04-19,29638
2018-04-20,29767
2018-04-21,29856
2018-04-22,29914
2018-04-23,29911
2018-04-24,29797
2018-04-25,29611
2018-04-26,29549
2018-04-27,29507
2018-04-28,29959
2018-04-29,29915
2018-04-30,29782
2018-05-01,29748
2018-05-03,29636
2018-05-04,29821
2018-05-05,29606
2018-05-07,29693
2018-05-08,30114
2018-05-09,30116
2018-05-10,29984
2018-05-11,29859
2018-05-12,29535
2018-05-13,29677
2018-05-14,29653
2018-05-15,29712
2018-05-16,29720
2018-05-17,29852
2018-05-18,29954
2018-05-19,29872
2018-05-20,29832
2018-05-21,29754
2018-05-22,29782
2018-05-23,29731
2018-05-24,29462
2018-05-25,29669
2018-05-26,29636
2018-05-27,29778
2018-05-28,29847
2018-05-29,29841
2018-05-30,29699
2018-05-31,29717
2018-06-01,29851
2018-06-02,29734
2018-06-03,29591
2018-06-04,29387
2018-06-05,29834
2018-06-06,29733
2018-06-07,29899
2018-06-08,30008
2018-06-09,29675
2018-06-10,29912
2018-06-11,29782
2018-06-12,29686
2018-06-13,29856
2018-06-14,29815
2018-06-15,29602
2018-06-16,29632
2018-06-17,29818
2018-06-18,29855
2018-06-19,29770
2018-06-20,29770
2018-06-21,29684
2018-06-22,29757
2018-06-23,29778
2018-06-24,29907
2018-06-25,29884
2018-06-26,29569
2018-06-27,29665
2018-06-28,29608
2018-06-29,29639
2018-06-30,29964
2018-07-01,29618
2018-07-02,29590
2018-07-03,29599
2018-07-04,29711
2018-07-05,29608
2018-07-06,29675
2018-07-07,29689
2018-07-08,29787
2018-07-09,29823
2018-07-10,29621
2018-07-11,29719
2018-07-12,29719
2018-07-13,29806
2018-07-14,29741
2018-07-15,29625
2018-07-16,29586
2018-07-17,29772
2018-07-18,29960
2018-07-19,29917
2018-07-20,29592
2018-07-21,29640
2018-07-22,29607
2018-07-23,29829
2018-07-24,30117
2018-07-25,30301
2018-07-26,29717
2018-07-27,29934
2018-07-28,29765
2018-07-29,29445
2018-07-30,29548
2018-07-31,29752
2018-08-01,29959
2018-08-02,29992
2018-08-03,29900
2018-08-04,29643
2018-08-05,29770
2018-08-06,29611
2018-08-07,29595
2018-08-08,29731
2018-08-09,29711
2018-08-10,29696
2018-08-11,29747
2018-08-12,29754
2018-08-14,29669
2018-08-16,29620
2018-08-17,29690
2018-08-18,29676
2018-08-19,29708
2018-08-20,29655
2018-08-21,29661
2018-08-22,29627
2018-08-23,29768
2018-08-24,29594
2018-08-25,29604
2018-08-26,29770
2018-08-27,29606
2018-08-28,29861
2018-08-29,29625
2018-08-30,29680
2018-08-31,29643
2018-09-01,29732
2018-09-02,29655
2018-09-03,29773
2018-09-04,29627
2018-09-05,29593
2018-09-06,29590
2018-09-07,29597
2018-09-08,29763
2018-09-09,30174
2018-09-10,29890
2018-09-11,30346
2018-09-12,29912
2018-09-13,29615
2018-09-14,29890
2018-09-15,30204
2018-09-16,29941
2018-09-17,29969
2018-09-18,29866
2018-09-19,30096
2018-09-20,30180
2018-09-21,30318
2018-09-22,30197
2018-09-23,29646
2018-09-24,29646
2018-09-25,29630
2018-09-26,29815
2018-09-27,30100
2018-09-28,29855
2018-09-29,30057
2018-09-30,29666
2018-10-01,29792
2018-10-02,29576
2018-10-03,29780
2018-10-04,30017
2018-10-05,29886
2018-10-06,29924
2018-10-07,30024
2018-10-08,30125
2018-10-09,29928
2018-10-10,29960
2018-10-11,30142
2018-10-12,30145
2018-10-13,29936
2018-10-14,29851
2018-10-15,29897
2018-10-16,29842
2018-10-17,29892
2018-10-18,30070
2018-10-19,29811
2018-10-20,29607
2018-10-21,29649
2018-10-22,29811
2018-10-23,29567
2018-10-24,29664
2018-10-25,29958
2018-10-26,30138
2018-10-27,29973
2018-10-28,29764
2018-10-29,29851
2018-10-30,29914
2018-10-31,29986
2018-11-01,30041
2018-11-03,29811
2018-11-04,29767
2018-11-05,29851
2018-11-06,29823
2018-11-07,29840
2018-11-08,29712
2018-11-09,29780
2018-11-10,29886
2018-11-11,29713
2018-11-12,29759
2018-11-13,29754
2018-11-14,29752
2018-11-15,29801
2018-11-16,29811
2018-11-17,29748
2018-11-18,29630
2018-11-19,29624
2018-11-20,29913
2018-11-21,29963
2018-11-22,29852
2018-11-23,29827
2018-11-24,29956
2018-11-25,29900
2018-11-26,30122
2018-11-27,30183
2018-11-28,30070
2018-11-29,29892
2018-12-01,29888
2018-12-02,29829
2018-12-03,29836
2018-12-04,29831
2018-12-05,29794
2018-12-07,30037
2018-12-09,29973
2018-12-10,29842
2018-12-11,29717
2018-12-12,29853
2018-12-13,29971
2018-12-14,30098
2018-12-15,29944
2018-12-16,29823
2018-12-17,29751
2018-12-18,29767
2018-12-19,29516
2018-12-20,29892
2018-12-21,29886
2018-12-22,29708
2018-12-23,29760
2018-12-24,29795
2018-12-25,29797
2018-12-26,29816
2018-12-27,29706
2018-12-28,29858
2018-12-29,29914
2018-12-30,29746
2018-12-31,29651
2019-01-01,29667
2019-01-02,29684
2019-01-03,29757
2019-01-04,29780
2019-01-05,29738
2019-01-06,29796
2019-01-08,29714
2019-01-10,29593
2019-01-11,29461
2019-01-12,29579
2019-01-13,29650
2019-01-14,29716
2019-01-15,29604
2019-01-16,29487
2019-01-17,29630
2019-01-18,29701
2019-01-19,29725
2019-01-20,29686
2019-01-21,29605
2019-01-22,29739
2019-01-23,29800
2019-01-24,29651
2019-01-25,29604
2019-01-26,29665
2019-01-27,29651
2019-01-28,29720
2019-01-29,29639
2019-01-30,29648
2019-01-31,29647
2019-02-01,29670
2019-02-02,29667
2019-02-03,29789
2019-02-04,29706
2019-02-05,29613
2019-02-06,29721
2019-02-07,29658
2019-02-08,29626
2019-02-09,29651
2019-02-10,29616
2019-02-11,29602
2019-02-12,29621
2019-02-13,29804
2019-02-14,29844
2019-02-15,29527
2019-02-16,29676
2019-02-17,29853
2019-02-18,29670
2019-02-19,29654
2019-02-20,29887
2019-02-21,30301
2019-02-22,29875
2019-02-23,30107
2019-02-24,30025
2019-02-25,30702
2019-02-26,30084
2019-02-27,30055
2019-02-28,30089
2019-03-01,29792
2019-03-02,29717
2019-03-03,29708
2019-03-04,29822
2019-03-05,29787
2019-03-06,29844
2019-03-07,29182
2019-03-08,29767
2019-03-09,29836
2019-03-10,29662
2019-03-11,29682
2019-03-12,29702
2019-03-13,29659
2019-03-14,29614
2019-03-15,29635
2019-03-16,29816
2019-03-17,29723
2019-03-18,29617
2019-03-19,29661
2019-03-20,29716
2019-03-21,29773
2019-03-22,29708
2019-03-23,29738
2019-03-24,29752
2019-03-25,29735
2019-03-26,29755
2019-03-27,29793
2019-03-28,29719
2019-03-29,29657
