date_obj,Dragonfire%20shield price
2015-10-17,17081884
2015-10-18,17089714
2015-10-19,16950809
2015-10-20,16874924
2015-10-22,16902593
2015-10-23,17009822
2015-10-24,17432546
2015-10-25,17677675
2015-10-26,17599959
2015-10-27,17607683
2015-10-29,17488969
2015-10-30,17480652
2015-10-31,17179604
2015-11-01,17089364
2015-11-02,16867843
2015-11-03,16682981
2015-11-04,16352971
2015-11-05,16050382
2015-11-06,16158375
2015-11-07,16513359
2015-11-08,16777645
2015-11-09,16672492
2015-11-10,16410100
2015-11-11,16138319
2015-11-12,16115091
2015-11-13,16099069
2015-11-14,15949858
2015-11-15,15814924
2015-11-16,15833156
2015-11-17,15786289
2015-11-18,15798189
2015-11-19,15948755
2015-11-20,16108023
2015-11-21,16108023
2015-11-22,16158074
2015-11-23,16158074
2015-11-24,16246436
2015-11-25,16358169
2015-11-26,16589804
2015-11-27,16811765
2015-11-28,17193792
2015-11-29,17345864
2015-11-30,17233909
2015-12-01,17151076
2015-12-02,17066203
2015-12-03,17197619
2015-12-04,17388121
2015-12-05,17419708
2015-12-06,17485658
2015-12-07,17634888
2015-12-08,17720629
2015-12-09,17674075
2015-12-10,17616991
2015-12-11,17814822
2015-12-12,17931799
2015-12-13,18114299
2015-12-14,18210954
2015-12-15,18296881
2015-12-16,18233035
2015-12-17,18200948
2015-12-18,18494499
2015-12-19,18605543
2015-12-20,18697426
2015-12-21,18559004
2015-12-22,18630513
2015-12-23,18743164
2015-12-24,18935594
2015-12-25,19382671
2015-12-26,19372173
2015-12-27,19200605
2015-12-28,18666119
2015-12-29,18340803
2015-12-30,18372875
2015-12-31,18634789
2016-01-01,18789918
2016-01-02,19227471
2016-01-03,19116462
2016-01-04,19035286
2016-01-05,19085317
2016-01-06,18999482
2016-01-07,18950177
2016-01-08,18902163
2016-01-09,18953253
2016-01-10,18978041
2016-01-11,18991581
2016-01-12,18987570
2016-01-13,18950462
2016-01-14,18928278
2016-01-15,18920162
2016-01-16,18993984
2016-01-17,19059904
2016-01-18,19100065
2016-01-19,19099836
2016-01-20,19074423
2016-01-21,18997743
2016-01-22,18922555
2016-01-23,18953989
2016-01-24,18994177
2016-01-25,19001357
2016-01-26,19020071
2016-01-27,18964048
2016-01-28,18924391
2016-01-29,18914397
2016-01-30,18978398
2016-01-31,18963420
2016-02-01,18963308
2016-02-02,18926452
2016-02-03,18895726
2016-02-04,18807234
2016-02-05,18744754
2016-02-06,18498361
2016-02-07,18432568
2016-02-08,18401991
2016-02-09,18300406
2016-02-10,18311102
2016-02-11,18378517
2016-02-12,18451304
2016-02-13,18559691
2016-02-14,18673797
2016-02-15,18754098
2016-02-16,18692896
2016-02-17,18645774
2016-02-18,18572328
2016-02-19,18469982
2016-02-20,18407055
2016-02-21,18179827
2016-02-22,17947679
2016-02-23,17470822
2016-02-24,17052657
2016-02-25,17556491
2016-02-26,17713645
2016-02-27,17858863
2016-02-28,17931544
2016-02-29,17873319
2016-03-01,17911262
2016-03-02,17911613
2016-03-03,17635876
2016-03-04,17721956
2016-03-05,17878128
2016-03-06,17950354
2016-03-07,17949001
2016-03-08,18036672
2016-03-09,17961091
2016-03-10,17866129
2016-03-11,17773782
2016-03-12,17705491
2016-03-13,17687940
2016-03-14,17598903
2016-03-15,17456296
2016-03-16,17407235
2016-03-17,17301964
2016-03-18,17236186
2016-03-19,17262026
2016-03-20,17353814
2016-03-21,17524147
2016-03-22,17471926
2016-03-23,17484908
2016-03-24,17419893
2016-03-25,17489148
2016-03-26,17661210
2016-03-27,17619532
2016-03-28,17486878
2016-03-29,17338436
2016-03-30,17170922
2016-03-31,16842209
2016-04-01,16428370
2016-04-02,16646344
2016-04-04,16861200
2016-04-05,16850176
2016-04-06,16857179
2016-04-07,16900347
2016-04-08,16860592
2016-04-09,16820727
2016-04-10,16756361
2016-04-11,16756361
2016-04-12,16735102
2016-04-13,16784670
2016-04-14,16776230
2016-04-15,16910807
2016-04-16,17057310
2016-04-17,17237162
2016-04-18,17252529
2016-04-19,17530563
2016-04-20,17555464
2016-04-21,17446073
2016-04-22,17432665
2016-04-23,17389665
2016-04-24,17504981
2016-04-25,17657247
2016-04-26,17768398
2016-04-27,17778077
2016-04-28,17884507
2016-04-29,17833268
2016-04-30,17902203
2016-05-01,17928492
2016-05-02,17950187
2016-05-03,18085366
2016-05-04,18059924
2016-05-05,17799367
2016-05-06,17710291
2016-05-07,17643989
2016-05-08,17580084
2016-05-09,17467442
2016-05-10,17334366
2016-05-11,17165760
2016-05-12,17209826
2016-05-13,17228638
2016-05-14,17385007
2016-05-15,17423175
2016-05-16,17349557
2016-05-17,17284455
2016-05-18,17251068
2016-05-19,17179254
2016-05-22,17141253
2016-05-23,17126302
2016-05-24,17091937
2016-05-25,17091412
2016-05-26,17080641
2016-05-27,17065213
2016-05-28,17042597
2016-05-29,17070572
2016-05-30,17037169
2016-05-31,16979151
2016-06-01,16911350
2016-06-02,16923384
2016-06-03,16950868
2016-06-04,16949776
2016-06-05,16875724
2016-06-06,16833598
2016-06-07,16664003
2016-06-08,16654330
2016-06-09,16770434
2016-06-10,16752710
2016-06-11,16748946
2016-06-12,16636186
2016-06-13,16488759
2016-06-14,16381108
2016-06-15,16328080
2016-06-16,16295604
2016-06-17,16163870
2016-06-18,16104931
2016-06-19,16073072
2016-06-20,15777918
2016-06-21,15471391
2016-06-22,15308085
2016-06-23,15517243
2016-06-24,15845415
2016-06-25,16086260
2016-06-26,16100023
2016-06-27,15788565
2016-06-28,15606138
2016-06-29,15434378
2016-06-30,15128275
2016-07-01,15159689
2016-07-02,15549218
2016-07-03,15530630
2016-07-04,15499310
2016-07-05,15499670
2016-07-06,15493658
2016-07-07,15267487
2016-07-08,15150793
2016-07-09,15151339
2016-07-10,15091303
2016-07-11,15014381
2016-07-12,15076765
2016-07-13,15132594
2016-07-14,15160782
2016-07-15,15209093
2016-07-16,15207980
2016-07-17,15174193
2016-07-18,15063886
2016-07-23,14910137
2016-07-24,14766036
2016-07-25,14499619
2016-07-26,14184667
2016-07-27,13917395
2016-07-28,13696735
2016-07-29,14229129
2016-07-30,14281375
2016-07-31,14490236
2016-08-01,14810410
2016-08-02,14552386
2016-08-03,14456112
2016-08-04,14428475
2016-08-05,14327435
2016-08-06,14243492
2016-08-07,13893451
2016-08-08,13738143
2016-08-09,13812251
2016-08-10,13907902
2016-08-11,13845380
2016-08-12,13766050
2016-08-13,13665528
2016-08-14,13707076
2016-08-15,13921383
2016-08-16,13982858
2016-08-17,14039656
2016-08-18,13777593
2016-08-19,13819432
2016-08-20,13859430
2016-08-21,13891584
2016-08-22,14168790
2016-08-23,14007787
2016-08-24,13821427
2016-08-25,13429806
2016-08-26,13373990
2016-08-28,13588823
2016-08-31,13820715
2016-09-01,13649094
2016-09-02,13690238
2016-09-03,13677044
2016-09-04,13708485
2016-09-05,13838234
2016-09-06,13760954
2016-09-07,13755571
2016-09-08,13774589
2016-09-09,13725225
2016-09-10,13610411
2016-09-11,13480075
2016-09-12,13406036
2016-09-13,13166980
2016-09-14,13041484
2016-09-15,13064226
2016-09-16,13041819
2016-09-17,13152629
2016-09-18,13183755
2016-09-19,13423121
2016-09-20,13528894
2016-09-21,13511637
2016-09-22,13489464
2016-09-23,13538286
2016-09-24,13539477
2016-09-25,13522526
2016-09-26,13346453
2016-09-27,13234742
2016-09-28,12977930
2016-09-29,12761987
2016-09-30,12779330
2016-10-01,12908666
2016-10-02,13016320
2016-10-03,13008362
2016-10-04,12961761
2016-10-05,12870599
2016-10-06,12792782
2016-10-07,12731633
2016-10-08,12845391
2016-10-09,12809880
2016-10-10,12773446
2016-10-11,12810841
2016-10-12,12897340
2016-10-13,12968756
2016-10-14,13151034
2016-10-15,13420025
2016-10-16,13417059
2016-10-17,13480444
2016-10-18,13648151
2016-10-19,13548936
2016-10-20,13495105
2016-10-21,13658353
2016-10-22,13953770
2016-10-23,13913723
2016-10-24,13764444
2016-10-25,13714944
2016-10-26,13672220
2016-10-27,13634417
2016-10-28,13578019
2016-10-29,13557803
2016-10-30,13522676
2016-10-31,13582395
2016-11-01,13684730
2016-11-02,13759842
2016-11-03,13920825
2016-11-04,14040256
2016-11-05,14214000
2016-11-06,14643390
2016-11-07,14474197
2016-11-08,14058266
2016-11-09,13594621
2016-11-10,13025069
2016-11-11,13045870
2016-11-12,13299002
2016-11-13,13342435
2016-11-14,13475360
2016-11-15,13392185
2016-12-07,13002022
2016-12-08,12901963
2016-12-09,12797949
2016-12-10,12699341
2016-12-11,12586933
2016-12-12,12580579
2016-12-13,12538185
2016-12-14,12487529
2016-12-15,12508113
2016-12-16,12632015
2016-12-17,12806147
2016-12-18,12824922
2016-12-19,13055193
2016-12-20,13422379
2016-12-21,13856238
2016-12-22,13949034
2016-12-23,13972311
2016-12-24,14541274
2016-12-25,15175233
2016-12-26,15449329
2016-12-27,15832653
2016-12-28,16487580
2016-12-29,15802246
2016-12-30,15018693
2016-12-31,14651574
2017-01-01,14879775
2017-01-02,15610266
2017-01-03,16385030
2017-01-04,17013457
2017-01-05,16163077
2017-01-06,16306008
2017-01-07,16624335
2017-01-08,15900727
2017-01-09,15138754
2017-01-10,14395741
2017-01-11,14058441
2017-01-12,14046269
2017-01-13,14230111
2017-01-14,14528278
2017-01-15,14639845
2017-01-16,14036263
2017-01-17,13768974
2017-01-18,13519110
2017-01-19,13538710
2017-01-20,13631596
2017-01-21,13671459
2017-01-22,13577391
2017-01-23,13458213
2017-01-27,11909762
2017-01-28,12123468
2017-01-29,12479120
2017-01-30,12581583
2017-01-31,12401761
2017-02-01,12167820
2017-02-02,11936759
2017-02-03,11853546
2017-02-04,11953546
2017-02-05,12119345
2017-02-06,12201872
2017-02-07,12221591
2017-02-08,12159580
2017-02-09,12069850
2017-02-10,12058954
2017-02-11,12057931
2017-02-12,12041261
2017-02-13,11977239
2017-02-14,11926779
2017-02-15,11858675
2017-02-16,11794808
2017-02-18,11766346
2017-02-19,11748608
2017-02-20,11655662
2017-02-21,11441955
2017-02-22,11054046
2017-02-23,10550573
2017-02-24,10588050
2017-02-25,10690058
2017-02-26,10830018
2017-02-27,10848777
2017-02-28,10809439
2017-03-01,10688007
2017-03-02,10623710
2017-03-03,10636671
2017-03-04,10748005
2017-03-05,10652169
2017-03-06,10645786
2017-03-07,10877805
2017-03-08,10911023
2017-03-09,10843889
2017-03-10,10752058
2017-03-11,10640661
2017-03-12,10591649
2017-03-13,10327487
2017-03-14,10166755
2017-03-15,9876299
2017-03-16,9540334
2017-03-17,9251812
2017-03-18,9396068
2017-03-19,9421651
2017-03-20,9525987
2017-03-21,9454640
2017-03-22,9428101
2017-03-23,9357042
2017-03-24,9454350
2017-03-25,9545856
2017-03-26,9548312
2017-03-27,9533580
2017-03-28,9496761
2017-03-29,9424997
2017-03-30,9352000
2017-03-31,9444098
2017-04-01,9570179
2017-04-02,9658766
2017-04-03,9850080
2017-04-04,9827157
2017-04-12,9991503
2017-04-13,9883143
2017-04-14,9786924
2017-04-15,9719374
2017-04-16,9787601
2017-04-17,9932039
2017-04-18,9940939
2017-04-19,9874577
2017-04-20,9865282
2017-04-21,9826782
2017-04-22,9871653
2017-04-23,9809886
2017-04-24,9718991
2017-04-25,9726460
2017-04-26,9859136
2017-04-27,9835433
2017-04-28,9744392
2017-04-29,9703048
2017-04-30,9768346
2017-05-01,9738285
2017-05-02,9699236
2017-05-03,9735158
2017-05-04,9835383
2017-05-05,9859075
2017-05-06,10052953
2017-05-07,10278339
2017-05-08,10132700
2017-05-09,10092368
2017-05-10,9962406
2017-05-11,9975739
2017-05-12,9945528
2017-05-13,9935708
2017-05-14,9923245
2017-05-15,9961138
2017-05-16,9939004
2017-05-17,9940400
2017-05-18,9950854
2017-05-19,9946971
2017-05-20,9954426
2017-05-21,9961640
2017-05-22,9942538
2017-05-23,9941422
2017-05-24,9848391
2017-05-25,9481488
2017-05-26,9256869
2017-05-27,9536557
2017-05-28,9576152
2017-05-29,9776654
2017-05-30,10111155
2017-05-31,10445160
2017-06-01,10158803
2017-06-02,9651498
2017-06-03,9384088
2017-06-04,9438829
2017-06-05,9494723
2017-06-06,9328036
2017-06-07,9280181
2017-06-08,9236726
2017-06-09,9078129
2017-06-10,9139994
2017-06-11,8876912
2017-06-12,8466206
2017-06-13,8577616
2017-06-14,8937829
2017-06-15,8972174
2017-06-16,8983343
2017-06-17,8965086
2017-06-18,8967853
2017-06-19,8932831
2017-06-20,8905609
2017-06-21,8769561
2017-06-22,8777533
2017-06-23,8767625
2017-06-24,8745466
2017-06-25,8853536
2017-06-26,8689270
2017-06-27,8630280
2017-06-28,8646506
2017-06-29,8530549
2017-06-30,8518330
2017-07-01,8511422
2017-07-02,8556651
2017-07-03,8537346
2017-07-04,8501928
2017-07-05,8419401
2017-07-06,8247577
2017-07-07,8085839
2017-07-08,8053606
2017-07-13,7537247
2017-07-14,7408819
2017-07-15,7399193
2017-07-16,7620311
2017-07-17,7744341
2017-07-18,7776868
2017-07-19,8081109
2017-07-20,8348042
2017-07-21,8621320
2017-07-22,8660871
2017-07-23,8575859
2017-07-24,8522813
2017-07-25,8482851
2017-07-26,8387573
2017-07-27,8368209
2017-07-28,8380090
2017-07-29,8411850
2017-07-30,8428947
2017-07-31,8440775
2017-08-01,8467899
2017-08-02,8669314
2017-08-03,8576128
2017-08-04,8584431
2017-08-05,8723079
2017-08-06,8790217
2017-08-09,8683205
2017-08-10,8747523
2017-08-11,8700022
2017-08-12,8701844
2017-08-13,8729632
2017-08-14,8671023
2017-08-15,8635362
2017-08-16,8572040
2017-08-17,8717230
2017-08-18,8711529
2017-08-19,8832354
2017-08-20,9072929
2017-08-21,9205983
2017-08-22,8941970
2017-08-23,8751662
2017-08-24,8707928
2017-08-25,8811817
2017-08-26,8905276
2017-08-27,8903916
2017-08-28,8931180
2017-08-29,9029159
2017-08-30,9208923
2017-08-31,9667931
2017-09-01,9784235
2017-09-03,9293601
2017-09-04,9199392
2017-09-05,9367548
2017-09-06,9519839
2017-09-07,9533376
2017-09-08,9490988
2017-09-09,9284441
2017-09-10,9194684
2017-09-11,8958700
2017-09-12,8781452
2017-09-13,8657014
2017-09-14,8557282
2017-09-15,8454895
2017-09-16,8455598
2017-09-17,8490221
2017-09-18,8408713
2017-09-19,8381828
2017-09-20,8329617
2017-09-21,8304204
2017-09-22,8324873
2017-09-23,8368582
2017-09-24,8440081
2017-09-25,8446948
2017-09-26,8414282
2017-09-27,8376246
2017-09-28,8320119
2017-09-29,8238993
2017-09-30,8254843
2017-10-01,8303329
2017-10-02,8260491
2017-10-03,8228761
2017-10-04,8200570
2017-10-05,8165241
2017-10-06,8116081
2017-10-07,8161108
2017-10-08,8244559
2017-10-09,8249730
2017-10-10,8239044
2017-10-11,8217891
2017-10-12,8167551
2017-10-13,8212766
2017-10-14,8257040
2017-10-15,8462064
2017-10-16,8551852
2017-10-17,8528859
2017-10-18,8460475
2017-10-19,8381349
2017-10-20,8421963
2017-10-21,8568606
2017-10-22,8550672
2017-10-23,8420977
2017-10-24,8353976
2017-10-25,8334333
2017-10-26,8313356
2017-10-27,8326456
2017-10-28,8337911
2017-10-29,8359536
2017-10-30,8280718
2017-10-31,8263115
2017-11-01,8232589
2017-11-02,8209862
2017-11-03,8229378
2017-11-04,8204395
2017-11-05,8187853
2017-11-06,8151986
2017-11-07,8166662
2017-11-08,8152002
2017-11-09,8113547
2017-11-10,8089372
2017-11-11,8073253
2017-11-12,8032491
2017-11-13,7960526
2017-11-14,7883662
2017-11-15,7799701
2017-11-16,7587170
2017-11-17,7413865
2017-11-18,7259927
2017-11-19,7161427
2017-11-20,7010982
2017-11-21,6884044
2017-11-22,7161565
2017-11-23,7230981
2017-11-24,7137927
2017-11-25,7091466
2017-11-26,7058686
2017-11-27,7082917
2017-11-28,7184064
2017-11-29,7409787
2017-11-30,7436596
2017-12-01,7524748
2017-12-02,7790563
2017-12-03,8140091
2017-12-04,8219755
2017-12-05,8171104
2017-12-06,8269317
2017-12-07,8343484
2017-12-08,8380540
2017-12-09,8432495
2017-12-10,8391491
2017-12-11,8297673
2017-12-12,8217841
2017-12-13,8144158
2017-12-14,8247593
2017-12-15,8506768
2017-12-16,8767214
2017-12-17,9142961
2017-12-18,9468768
2017-12-19,9942207
2017-12-20,10439178
2017-12-21,10952052
2017-12-22,10867918
2017-12-23,10360823
2017-12-24,10112807
2017-12-25,10391481
2017-12-26,10908892
2017-12-27,11287829
2017-12-28,11672839
2017-12-29,11990204
2017-12-30,11448803
2017-12-31,11299540
2018-01-01,10793268
2018-01-02,10361505
2018-01-03,10419858
2018-01-04,9898865
2018-01-05,9403921
2018-01-06,8949074
2018-01-07,9122890
2018-01-08,8790653
2018-01-09,8373425
2018-01-10,8124612
2018-01-11,8064925
2018-01-12,8137708
2018-01-13,8353315
2018-01-14,8326915
2018-01-15,8389370
2018-01-16,8309074
2018-01-17,8169105
2018-01-18,8156383
2018-01-19,8086299
2018-01-20,8010833
2018-01-21,8045585
2018-01-22,8126951
2018-01-23,8206005
2018-01-25,8126434
2018-01-26,8078033
2018-01-27,7989684
2018-01-28,7897458
2018-01-29,7804018
2018-01-30,7638226
2018-01-31,7483041
2018-02-01,7334195
2018-02-02,7345930
2018-02-03,7472610
2018-02-04,7546123
2018-02-05,7509729
2018-02-06,7435141
2018-02-07,7383951
2018-02-08,7297217
2018-02-09,7164293
2018-02-10,7045576
2018-02-11,6984514
2018-02-12,6928356
2018-02-13,6844167
2018-02-14,6838262
2018-02-15,6902473
2018-02-16,7115512
2018-02-17,7188012
2018-02-18,7231538
2018-02-19,7218917
2018-02-20,7211510
2018-02-21,7235177
2018-02-22,7287071
2018-02-23,7566008
2018-02-24,7936964
2018-02-25,7953444
2018-02-26,8178907
2018-02-27,8080550
2018-02-28,8048439
2018-03-01,7987502
2018-03-02,7902815
2018-03-03,7802157
2018-03-04,7704271
2018-03-05,7588604
2018-03-06,7411060
2018-03-07,7321370
2018-03-09,7155739
2018-03-10,7233149
2018-03-11,7379133
2018-03-12,7467042
2018-03-13,7679888
2018-03-14,7553079
2018-03-15,7522721
2018-03-16,7590807
2018-03-17,7649217
2018-03-18,7813013
2018-03-20,7625789
2018-03-21,7577894
2018-03-23,7630023
2018-03-24,7699703
2018-03-25,7921846
2018-03-26,7941907
2018-03-27,7846758
2018-03-28,7815977
2018-03-29,7906990
2018-03-30,7891067
2018-03-31,8024349
2018-04-01,8231801
2018-04-02,8368905
2018-04-03,8288887
2018-04-04,8229498
2018-04-05,8198911
2018-04-06,8133069
2018-04-07,8132693
2018-04-08,8340087
2018-04-09,8564900
2018-04-10,8513563
2018-04-11,8415819
2018-04-12,8334543
2018-04-13,8264422
2018-04-14,8484511
2018-04-15,8694154
2018-04-16,8748076
2018-04-17,8684714
2018-04-18,8765991
2018-04-19,8851471
2018-04-20,8959225
2018-04-21,8856074
2018-04-22,8634605
2018-04-23,8482105
2018-04-24,8389998
2018-04-25,8288230
2018-04-26,8305848
2018-04-27,8383237
2018-04-28,8413087
2018-04-29,8387456
2018-04-30,8373393
2018-05-01,8341543
2018-05-03,8278790
2018-05-04,8305919
2018-05-05,8325689
2018-05-07,8534408
2018-05-08,8574205
2018-05-09,8536903
2018-05-10,8198220
2018-05-11,7861158
2018-05-12,8210989
2018-05-13,8376767
2018-05-14,8343992
2018-05-15,8383689
2018-05-16,8323197
2018-05-17,8272213
2018-05-18,8220490
2018-05-19,8225920
2018-05-20,8256883
2018-05-21,8223647
2018-05-22,8240943
2018-05-23,8338511
2018-05-24,8261884
2018-05-25,8262965
2018-05-26,8231291
2018-05-27,8308920
2018-05-28,8360187
2018-05-29,8261737
2018-05-30,8213973
2018-05-31,8055019
2018-06-01,7968267
2018-06-02,7946733
2018-06-03,7925837
2018-06-04,7867580
2018-06-05,7865055
2018-06-06,7737570
2018-06-07,7350691
2018-06-08,6998476
2018-06-09,6942456
2018-06-10,6931754
2018-06-11,6866635
2018-06-12,6780226
2018-06-13,6813584
2018-06-14,6968282
2018-06-15,7119331
2018-06-16,7357902
2018-06-17,7312496
2018-06-18,7360600
2018-06-19,7264036
2018-06-20,7140383
2018-06-21,7002182
2018-06-22,7028751
2018-06-23,7057043
2018-06-24,7082311
2018-06-25,7078919
2018-06-26,7111051
2018-06-27,7079461
2018-06-28,7029830
2018-06-29,6988127
2018-06-30,7038736
2018-07-01,7102755
2018-07-02,7064936
2018-07-03,7045716
2018-07-04,7064481
2018-07-05,7027275
2018-07-06,7112339
2018-07-07,7304398
2018-07-08,7358653
2018-07-09,7412311
2018-07-10,7558621
2018-07-11,7554973
2018-07-12,7418777
2018-07-13,7396993
2018-07-14,7431367
2018-07-15,7518862
2018-07-16,7507849
2018-07-17,7575490
2018-07-18,7547320
2018-07-19,7528093
2018-07-20,7611860
2018-07-21,7721862
2018-07-22,7710307
2018-07-23,7777765
2018-07-24,7767192
2018-07-25,7815371
2018-07-26,7759620
2018-07-27,7632799
2018-07-28,7597758
2018-07-29,7601241
2018-07-30,7543887
2018-07-31,7540388
2018-08-01,7536343
2018-08-02,7553712
2018-08-03,7576055
2018-08-04,7592973
2018-08-05,7691659
2018-08-06,7636066
2018-08-07,7586266
2018-08-08,7501835
2018-08-09,7411275
2018-08-10,7363189
2018-08-11,7307626
2018-08-12,7258040
2018-08-14,7108669
2018-08-16,6910207
2018-08-17,6731299
2018-08-18,6776859
2018-08-19,6914198
2018-08-20,6949228
2018-08-21,6958683
2018-08-22,7005792
2018-08-23,7029110
2018-08-24,6990226
2018-08-25,6964413
2018-08-26,6961552
2018-08-27,6947643
2018-08-28,6936232
2018-08-29,6895680
2018-08-30,6863999
2018-08-31,6895169
2018-09-01,6938859
2018-09-02,7061608
2018-09-03,7139091
2018-09-04,7090568
2018-09-05,7035695
2018-09-06,6975448
2018-09-07,6893405
2018-09-08,6848435
2018-09-09,6837441
2018-09-10,6744854
2018-09-11,6800612
2018-09-12,6799218
2018-09-13,6854900
2018-09-14,6903767
2018-09-15,6979918
2018-09-16,7014742
2018-09-17,6980524
2018-09-18,6945171
2018-09-19,6963494
2018-09-20,6955639
2018-09-21,6971244
2018-09-22,7053369
2018-09-23,7270006
2018-09-24,7179803
2018-09-25,7206333
2018-09-26,7239333
2018-09-27,7181561
2018-09-28,7213828
2018-09-29,7489968
2018-09-30,7515600
2018-10-01,7573679
2018-10-02,7544778
2018-10-03,7486676
2018-10-04,7393143
2018-10-05,7307167
2018-10-06,7190444
2018-10-07,7207836
2018-10-08,7227529
2018-10-09,7282511
2018-10-10,7269240
2018-10-11,7293299
2018-10-12,7396271
2018-10-13,7459214
2018-10-14,7509810
2018-10-15,7586666
2018-10-16,7529026
2018-10-17,7517184
2018-10-18,7388025
2018-10-19,7326399
2018-10-20,7349444
2018-10-21,7450685
2018-10-22,7454169
2018-10-23,7455752
2018-10-24,7470192
2018-10-25,7485229
2018-10-26,7536382
2018-10-27,7552975
2018-10-28,7585105
2018-10-29,7534148
2018-10-30,7533221
2018-10-31,7676269
2018-11-01,7703238
2018-11-03,7886694
2018-11-04,7991412
2018-11-05,7994193
2018-11-06,7996445
2018-11-07,8015218
2018-11-08,7993943
2018-11-09,7962531
2018-11-10,7932594
2018-11-11,8013292
2018-11-12,8067593
2018-11-13,8270936
2018-11-14,8470366
2018-11-15,8499414
2018-11-16,8504369
2018-11-17,8674796
2018-11-18,8712762
