date_obj,Polished%20buttons price
2019-07-19,823
2019-07-20,821
2019-07-21,804
2019-07-22,786
2019-07-23,777
2019-07-24,765
2019-07-25,765
2019-07-26,757
2019-07-27,764
2019-07-28,755
2019-07-29,757
2019-07-30,749
2019-07-31,746
2019-08-01,743
2019-08-02,731
2019-08-03,731
2019-08-04,738
2019-08-05,749
2019-08-06,737
2019-08-07,743
2019-08-08,735
2019-08-09,733
2019-08-10,749
2019-08-11,761
2019-08-12,772
2019-08-13,792
2019-08-14,811
2019-08-15,828
2019-08-16,843
2019-08-17,851
2019-08-18,849
2019-08-19,857
2019-08-20,875
2019-08-21,876
2019-08-22,872
2019-08-23,893
2019-08-24,899
2019-08-24,899
2019-08-25,902
2019-08-25,902
2019-08-26,908
2019-08-26,908
2019-08-27,935
2019-08-27,935
2019-08-28,970
2019-08-29,940
2019-08-30,943
2019-08-31,928
2019-09-01,946
2019-09-02,946
2019-09-03,938
2019-09-04,938
2019-09-05,938
2019-09-06,931
2019-09-07,949
2019-09-08,920
2019-09-09,889
2019-09-10,868
2019-09-11,850
2019-09-12,815
2019-09-13,806
2019-09-14,810
2019-09-15,806
2019-09-16,793
2019-09-17,794
2019-09-18,777
2019-09-19,760
2019-09-20,743
2019-09-21,732
2019-09-22,712
2019-09-23,706
2019-09-24,699
2019-09-25,697
2019-09-26,704
2019-09-27,716
2019-09-28,722
2019-09-29,721
2019-09-30,701
2019-10-01,702
2019-10-02,706
2019-10-03,693
2019-10-04,667
2019-10-05,657
2019-10-06,655
2019-10-07,673
2019-10-08,685
2019-10-09,697
2019-10-10,690
2019-10-11,657
2019-10-12,624
2019-10-13,615
2019-10-14,609
2019-10-15,593
2019-10-16,576
2019-10-17,578
2019-10-18,570
2019-10-19,554
2019-10-20,526
2019-10-21,500
2019-10-22,510
2019-10-23,495
2019-10-24,483
2019-10-25,486
2019-10-26,476
2019-10-27,476
2019-10-28,477
2019-10-29,484
2019-10-30,472
2019-10-31,473
2019-11-01,490
2019-11-02,497
2019-11-03,510
2019-11-04,521
2019-11-05,520
2019-11-06,519
2019-11-07,521
2019-11-08,524
2019-11-09,525
2019-11-10,535
2019-11-11,533
2019-11-12,532
2019-11-13,530
2019-11-14,543
2019-11-15,559
2019-11-16,580
2019-11-17,593
2019-11-18,605
2019-11-19,624
2019-11-20,641
2019-11-21,659
2019-11-22,682
2019-11-23,715
2019-11-24,751
2019-11-25,778
2019-11-26,812
2019-11-27,848
2019-11-28,865
2019-11-29,904
2019-11-30,948
2019-12-01,971
2019-12-02,1005
2019-12-03,1026
2019-12-04,1042
2019-12-05,1044
2019-12-06,1046
2019-12-07,1046
2019-12-08,1036
2019-12-09,1017
2019-12-10,998
2019-12-11,998
2019-12-12,1008
2019-12-13,996
2019-12-14,991
2019-12-15,982
2019-12-16,975
2019-12-17,964
2019-12-18,966
2019-12-19,972
2019-12-20,962
2019-12-21,966
2019-12-22,960
2019-12-23,979
2019-12-24,990
2019-12-25,994
2019-12-26,997
2019-12-27,987
2019-12-28,939
2019-12-29,930
2019-12-30,921
2019-12-31,911
2020-01-01,916
2020-01-02,908
2020-01-03,894
2020-01-04,886
2020-01-05,857
2020-01-06,866
2020-01-07,864
2020-01-08,840
2020-01-09,859
2020-01-10,823
2020-01-11,827
2020-01-12,839
2020-01-13,863
2020-01-14,884
2020-01-15,899
2020-01-16,898
2020-01-17,915
2020-01-18,917
2020-01-19,920
2020-01-20,882
2020-01-21,896
2020-01-22,912
2020-01-23,897
2020-01-24,879
2020-01-25,881
2020-01-26,887
2020-01-27,907
2020-01-28,903
2020-01-29,911
2020-01-30,896
2020-01-31,897
2020-02-01,906
2020-02-02,884
2020-02-03,890
2020-02-04,892
2020-02-05,879
2020-02-06,865
2020-02-07,870
2020-02-08,858
2020-02-09,842
2020-02-10,842
2020-02-11,841
2020-02-12,828
2020-02-13,808
2020-02-14,803
2020-02-15,796
2020-02-16,787
2020-02-17,750
2020-02-18,736
2020-02-19,705
2020-02-20,691
2020-02-21,691
2020-02-22,681
2020-02-23,683
2020-02-24,687
2020-02-25,694
2020-02-26,697
2020-02-27,699
2020-02-28,704
2020-02-29,705
2020-03-01,696
2020-03-02,686
2020-03-03,681
2020-03-04,676
2020-03-05,677
2020-03-06,671
2020-03-07,675
2020-03-08,656
2020-03-09,646
2020-03-10,626
2020-03-11,609
2020-03-12,608
2020-03-13,590
2020-03-14,584
2020-03-15,556
2020-03-16,544
2020-03-17,542
2020-03-18,541
2020-03-19,534
2020-03-20,531
2020-03-21,544
2020-03-22,566
2020-03-23,593
2020-03-24,623
2020-03-25,655
2020-03-26,670
2020-03-27,676
2020-03-28,707
2020-03-29,735
2020-03-30,752
2020-03-31,772
2020-04-01,796
2020-04-02,802
2020-04-03,815
2020-04-04,832
2020-04-05,832
2020-04-06,823
2020-04-07,824
2020-04-08,821
2020-04-09,811
2020-04-10,791
2020-04-11,778
2020-04-12,753
2020-04-13,749
2020-04-14,745
2020-04-15,729
2020-04-16,720
2020-04-17,706
2020-04-18,679
2020-04-19,660
2020-04-20,647
2020-04-21,645
2020-04-22,638
2020-04-23,631
2020-04-24,626
2020-04-25,621
2020-04-26,619
2020-04-27,617
2020-04-28,604
2020-04-29,608
2020-04-30,619
2020-05-01,617
2020-05-02,623
2020-05-03,638
2020-05-04,644
2020-05-05,668
2020-05-06,695
2020-05-07,726
2020-05-08,763
2020-05-09,802
2020-05-10,842
2020-05-11,885
2020-05-12,930
2020-05-13,975
