date_obj,Cosmic%20rune price
2016-06-04,179
2016-06-05,174
2016-06-06,176
2016-06-07,178
2016-06-08,177
2016-06-09,176
2016-06-10,173
2016-06-11,173
2016-06-12,171
2016-06-13,175
2016-06-14,180
2016-06-15,184
2016-06-16,182
2016-06-17,180
2016-06-18,181
2016-06-19,183
2016-06-20,182
2016-06-21,180
2016-06-22,174
2016-06-23,178
2016-06-24,183
2016-06-25,182
2016-06-26,185
2016-06-27,182
2016-06-28,181
2016-06-29,177
2016-06-30,176
2016-07-01,182
2016-07-02,190
2016-07-03,196
2016-07-04,200
2016-07-05,202
2016-07-06,205
2016-07-07,201
2016-07-08,204
2016-07-09,203
2016-07-10,203
2016-07-11,197
2016-07-12,192
2016-07-13,193
2016-07-14,191
2016-07-15,192
2016-07-16,193
2016-07-17,192
2016-07-18,193
2016-07-23,190
2016-07-24,192
2016-07-25,188
2016-07-26,184
2016-07-27,181
2016-07-28,178
2016-07-29,179
2016-07-30,183
2016-07-31,183
2016-08-01,184
2016-08-02,182
2016-08-03,181
2016-08-04,179
2016-08-05,180
2016-08-06,181
2016-08-07,179
2016-08-08,178
2016-08-09,176
2016-08-10,174
2016-08-11,173
2016-08-12,171
2016-08-13,170
2016-08-14,168
2016-08-15,168
2016-08-16,171
2016-08-17,174
2016-08-18,175
2016-08-19,176
2016-08-20,170
2016-08-21,162
2016-08-22,154
2016-08-23,148
2016-08-24,153
2016-08-25,154
2016-08-26,158
2016-08-28,172
2016-08-31,186
2016-09-01,183
2016-09-02,182
2016-09-03,174
2016-09-04,168
2016-09-05,165
2016-09-06,169
2016-09-07,169
2016-09-08,167
2016-09-09,171
2016-09-10,178
2016-09-11,181
2016-09-12,186
2016-09-13,192
2016-09-14,191
2016-09-15,187
2016-09-16,186
2016-09-17,183
2016-09-18,190
2016-09-19,195
2016-09-20,200
2016-09-21,204
2016-09-22,207
2016-09-23,207
2016-09-24,200
2016-09-25,196
2016-09-26,197
2016-09-27,195
2016-09-28,191
2016-09-29,182
2016-09-30,175
2016-10-01,174
2016-10-02,174
2016-10-03,172
2016-10-04,171
2016-10-05,168
2016-10-06,165
2016-10-07,164
2016-10-08,158
2016-10-09,164
2016-10-10,165
2016-10-11,166
2016-10-12,166
2016-10-13,165
2016-10-14,163
2016-10-15,160
2016-10-16,159
2016-10-17,157
2016-10-18,153
2016-10-19,149
2016-10-20,145
2016-10-21,152
2016-10-22,155
2016-10-23,158
2016-10-24,156
2016-10-25,158
2016-10-26,158
2016-10-27,154
2016-10-28,150
2016-10-29,148
2016-10-30,147
2016-10-31,151
2016-11-01,155
2016-11-02,152
2016-11-03,148
2016-11-04,142
2016-11-05,140
2016-11-06,142
2016-11-07,146
2016-11-08,147
2016-11-09,146
2016-11-10,144
2016-11-11,138
2016-11-12,132
2016-11-13,129
2016-11-14,133
2016-11-15,137
2016-12-07,138
2016-12-08,138
2016-12-09,143
2016-12-10,149
2016-12-11,151
2016-12-12,147
2016-12-13,148
2016-12-14,145
2016-12-15,142
2016-12-16,140
2016-12-17,143
2016-12-18,151
2016-12-19,151
2016-12-20,154
2016-12-21,155
2016-12-22,149
2016-12-23,147
2016-12-24,147
2016-12-25,143
2016-12-26,138
2016-12-27,136
2016-12-28,132
2016-12-29,129
2016-12-30,130
2016-12-31,130
2017-01-01,127
2017-01-02,124
2017-01-03,119
2017-01-04,122
2017-01-05,128
2017-01-06,133
2017-01-07,138
2017-01-08,144
2017-01-09,144
2017-01-10,149
2017-01-11,149
2017-01-12,143
2017-01-13,142
2017-01-14,142
2017-01-15,142
2017-01-16,145
2017-01-17,148
2017-01-18,154
2017-01-19,160
2017-01-20,165
2017-01-21,163
2017-01-22,159
2017-01-23,162
2017-01-27,175
2017-01-28,167
2017-01-29,170
2017-01-30,177
2017-01-31,174
2017-02-01,178
2017-02-02,180
2017-02-03,185
2017-02-04,186
2017-02-05,180
2017-02-06,179
2017-02-07,182
2017-02-08,180
2017-02-09,177
2017-02-10,174
2017-02-11,171
2017-02-12,171
2017-02-13,166
2017-02-14,161
2017-02-15,160
2017-02-16,162
2017-02-18,170
2017-02-19,178
2017-02-20,183
2017-02-21,184
2017-02-22,180
2017-02-23,171
2017-02-24,162
2017-02-25,153
2017-02-26,145
2017-02-27,140
2017-02-28,138
2017-03-01,143
2017-03-02,148
2017-03-03,152
2017-03-04,148
2017-03-05,147
2017-03-06,143
2017-03-07,137
2017-03-08,136
2017-03-09,136
2017-03-10,136
2017-03-11,137
2017-03-12,141
2017-03-13,139
2017-03-14,135
2017-03-15,134
2017-03-16,134
2017-03-17,134
2017-03-18,135
2017-03-19,138
2017-03-20,136
2017-03-21,134
2017-03-22,132
2017-03-23,130
2017-03-24,129
2017-03-25,131
2017-03-26,138
2017-03-27,143
2017-03-28,145
2017-03-29,145
2017-03-30,140
2017-03-31,137
2017-04-01,137
2017-04-02,138
2017-04-03,132
2017-04-04,126
2017-04-12,139
2017-04-13,144
2017-04-14,151
2017-04-15,158
2017-04-16,166
2017-04-17,167
2017-04-18,158
2017-04-19,150
2017-04-20,142
2017-04-21,134
2017-04-22,138
2017-04-23,140
2017-04-24,135
2017-04-25,130
2017-04-26,129
2017-04-27,127
2017-04-28,130
2017-04-29,135
2017-04-30,139
2017-05-01,143
2017-05-02,142
2017-05-03,145
2017-05-04,148
2017-05-05,155
2017-05-06,162
2017-05-07,168
2017-05-08,165
2017-05-09,162
2017-05-10,155
2017-05-11,148
2017-05-12,147
2017-05-13,152
2017-05-14,156
2017-05-15,152
2017-05-16,146
2017-05-17,139
2017-05-18,134
2017-05-19,134
2017-05-20,137
2017-05-21,137
2017-05-22,134
2017-05-23,128
2017-05-24,129
2017-05-25,130
2017-05-26,129
2017-05-27,128
2017-05-28,130
2017-05-29,127
2017-05-30,126
2017-05-31,126
2017-06-01,127
2017-06-02,126
2017-06-03,124
2017-06-04,123
2017-06-05,119
2017-06-06,118
2017-06-07,119
2017-06-08,120
2017-06-09,121
2017-06-10,122
2017-06-11,119
2017-06-12,113
2017-06-13,109
2017-06-14,107
2017-06-15,107
2017-06-16,108
2017-06-17,110
2017-06-18,112
2017-06-19,111
2017-06-20,112
2017-06-21,113
2017-06-22,112
2017-06-23,113
2017-06-24,116
2017-06-25,118
2017-06-26,120
2017-06-27,122
2017-06-28,127
2017-06-29,129
2017-06-30,128
2017-07-01,130
2017-07-02,131
2017-07-03,133
2017-07-04,139
2017-07-05,138
2017-07-06,137
2017-07-07,132
2017-07-08,129
2017-07-13,109
2017-07-14,107
2017-07-15,106
2017-07-16,108
2017-07-17,110
2017-07-18,113
2017-07-19,114
2017-07-20,112
2017-07-21,115
2017-07-22,121
2017-07-23,127
2017-07-24,129
2017-07-25,130
2017-07-26,129
2017-07-27,123
2017-07-28,122
2017-07-29,123
2017-07-30,125
2017-07-31,124
2017-08-01,123
2017-08-02,119
2017-08-03,115
2017-08-04,114
2017-08-05,117
2017-08-06,120
2017-08-09,114
2017-08-10,112
2017-08-11,113
2017-08-12,113
2017-08-13,112
2017-08-14,110
2017-08-15,111
2017-08-16,114
2017-08-17,114
2017-08-18,115
2017-08-19,117
2017-08-20,118
2017-08-21,118
2017-08-22,121
2017-08-23,122
2017-08-24,124
2017-08-25,128
2017-08-26,130
2017-08-27,126
2017-08-28,123
2017-08-29,122
2017-08-30,120
2017-08-31,119
2017-09-01,115
2017-09-03,117
2017-09-04,116
2017-09-05,118
2017-09-06,118
2017-09-07,115
2017-09-08,112
2017-09-09,111
2017-09-10,111
2017-09-11,111
2017-09-12,114
2017-09-13,115
2017-09-14,113
2017-09-15,113
2017-09-16,112
2017-09-17,115
2017-09-18,117
2017-09-19,117
2017-09-20,115
2017-09-21,112
2017-09-22,115
2017-09-23,118
2017-09-24,121
2017-09-25,125
2017-09-26,128
2017-09-27,132
2017-09-28,133
2017-09-29,129
2017-09-30,125
2017-10-01,123
2017-10-02,121
2017-10-03,122
2017-10-04,121
2017-10-05,121
2017-10-06,118
2017-10-07,116
2017-10-08,118
2017-10-09,117
2017-10-10,117
2017-10-11,117
2017-10-12,116
2017-10-13,115
2017-10-14,117
2017-10-15,120
2017-10-16,119
2017-10-17,119
2017-10-18,120
2017-10-19,122
2017-10-20,121
2017-10-21,120
2017-10-22,122
2017-10-23,123
2017-10-24,125
2017-10-25,124
2017-10-26,122
2017-10-27,122
2017-10-28,119
2017-10-29,120
2017-10-30,116
2017-10-31,115
2017-11-01,110
2017-11-02,110
2017-11-03,113
2017-11-04,116
2017-11-05,116
2017-11-06,118
2017-11-07,122
2017-11-08,121
2017-11-09,123
2017-11-10,118
2017-11-11,114
2017-11-12,115
2017-11-13,116
2017-11-14,120
2017-11-15,119
2017-11-16,119
2017-11-17,121
2017-11-18,122
2017-11-19,123
2017-11-20,122
2017-11-21,123
2017-11-22,121
2017-11-23,119
2017-11-24,116
2017-11-25,113
2017-11-26,111
2017-11-27,110
2017-11-28,112
2017-11-29,111
2017-11-30,112
2017-12-01,112
2017-12-02,110
2017-12-03,109
2017-12-04,109
2017-12-05,109
2017-12-06,113
2017-12-07,115
2017-12-08,113
2017-12-09,112
2017-12-10,113
2017-12-11,113
2017-12-12,113
2017-12-13,115
2017-12-14,117
2017-12-15,117
2017-12-16,115
2017-12-17,112
2017-12-18,109
2017-12-19,108
2017-12-20,108
2017-12-21,111
2017-12-22,114
2017-12-23,117
2017-12-24,119
2017-12-25,123
2017-12-26,125
2017-12-27,129
2017-12-28,133
2017-12-29,129
2017-12-30,124
2017-12-31,120
2018-01-01,120
2018-01-02,120
2018-01-03,115
2018-01-04,111
2018-01-05,113
2018-01-06,116
2018-01-07,114
2018-01-08,115
2018-01-09,114
2018-01-10,114
2018-01-11,112
2018-01-12,114
2018-01-13,114
2018-01-14,115
2018-01-15,113
2018-01-16,112
2018-01-17,111
2018-01-18,110
2018-01-19,110
2018-01-20,111
2018-01-21,113
2018-01-22,111
2018-01-23,112
2018-01-24,115
2018-01-25,115
2018-01-26,114
2018-01-27,111
2018-01-28,111
2018-01-29,114
2018-01-30,113
2018-01-31,112
2018-02-01,111
2018-02-02,110
2018-02-03,111
2018-02-04,112
2018-02-05,112
2018-02-06,114
2018-02-07,115
2018-02-08,113
2018-02-09,112
2018-02-10,110
2018-02-11,110
2018-02-12,111
2018-02-13,111
2018-02-14,110
2018-02-15,111
2018-02-16,112
2018-02-17,111
2018-02-18,112
2018-02-19,112
2018-02-20,114
2018-02-21,117
2018-02-22,117
2018-02-23,114
2018-02-24,113
2018-02-25,113
2018-02-26,113
2018-02-27,115
2018-02-28,115
2018-03-01,116
2018-03-02,121
2018-03-03,124
2018-03-04,124
2018-03-05,125
2018-03-06,128
2018-03-07,127
2018-03-08,126
2018-03-09,123
2018-03-10,127
2018-03-11,132
2018-03-12,130
2018-03-13,128
2018-03-14,123
2018-03-15,116
2018-03-16,111
2018-03-17,108
2018-03-18,109
2018-03-19,108
2018-03-20,107
2018-03-21,106
2018-03-23,109
2018-03-24,111
2018-03-25,111
2018-03-26,113
2018-03-27,116
2018-03-28,115
2018-03-29,114
2018-03-30,112
2018-03-31,109
2018-04-02,104
2018-04-03,103
2018-04-04,105
2018-04-05,104
2018-04-06,109
2018-04-07,111
2018-04-08,111
2018-04-09,109
2018-04-10,108
2018-04-11,107
2018-04-12,111
2018-04-13,114
2018-04-14,113
2018-04-15,112
2018-04-16,113
2018-04-17,113
2018-04-18,111
2018-04-19,110
2018-04-20,108
2018-04-21,105
2018-04-22,102
2018-04-23,102
2018-04-24,102
2018-04-25,104
2018-04-26,109
2018-04-27,114
2018-04-28,117
2018-04-29,115
2018-04-30,117
2018-05-01,118
2018-05-03,116
2018-05-04,115
2018-05-05,117
2018-05-07,116
2018-05-08,117
2018-05-09,117
2018-05-10,117
2018-05-11,116
2018-05-12,114
2018-05-13,113
2018-05-14,111
2018-05-15,109
2018-05-16,108
2018-05-17,108
2018-05-18,106
2018-05-19,102
2018-05-20,99
2018-05-21,101
2018-05-22,106
2018-05-23,106
2018-05-24,103
2018-05-25,101
2018-05-26,100
2018-05-27,99
2018-05-28,98
2018-05-29,99
2018-05-30,100
2018-05-31,103
2018-06-01,104
2018-06-02,102
2018-06-03,101
2018-06-04,101
2018-06-05,102
2018-06-06,103
2018-06-07,104
2018-06-08,106
2018-06-09,107
2018-06-10,108
2018-06-11,111
2018-06-12,112
2018-06-13,115
2018-06-14,118
2018-06-15,122
2018-06-16,126
2018-06-17,126
2018-06-18,132
2018-06-19,139
2018-06-20,144
2018-06-21,141
2018-06-22,133
2018-06-23,126
2018-06-24,119
2018-06-25,117
2018-06-26,118
2018-06-27,121
2018-06-28,116
2018-06-29,113
2018-06-30,107
2018-07-01,105
2018-07-02,107
2018-07-03,109
2018-07-04,109
2018-07-05,110
2018-07-06,107
2018-07-07,104
2018-07-08,104
2018-07-09,107
2018-07-10,111
2018-07-11,114
2018-07-12,117
2018-07-13,115
2018-07-14,113
2018-07-15,115
2018-07-16,115
2018-07-17,118
2018-07-18,122
2018-07-19,128
2018-07-20,134
2018-07-21,141
2018-07-22,149
2018-07-23,157
2018-07-24,159
2018-07-25,161
2018-07-26,156
2018-07-27,149
2018-07-28,141
2018-07-29,133
2018-07-30,127
2018-07-31,121
2018-08-01,119
2018-08-02,120
2018-08-03,121
2018-08-04,121
2018-08-05,121
2018-08-06,123
2018-08-07,126
2018-08-08,130
2018-08-09,134
2018-08-10,134
2018-08-11,131
2018-08-12,129
2018-08-14,131
2018-08-16,138
2018-08-17,141
2018-08-18,145
2018-08-19,148
2018-08-20,152
2018-08-21,155
2018-08-22,154
2018-08-23,155
2018-08-24,151
2018-08-25,144
2018-08-26,138
2018-08-27,135
2018-08-28,134
2018-08-29,131
2018-08-30,131
2018-08-31,128
2018-09-01,125
2018-09-02,120
2018-09-03,119
2018-09-04,123
2018-09-05,130
2018-09-06,137
2018-09-07,144
2018-09-08,143
2018-09-09,137
2018-09-10,139
2018-09-11,144
2018-09-12,151
2018-09-13,154
2018-09-14,160
2018-09-15,157
2018-09-16,155
2018-09-17,152
2018-09-18,157
2018-09-19,158
2018-09-20,161
2018-09-21,158
2018-09-22,152
2018-09-23,148
2018-09-24,147
2018-09-25,147
2018-09-26,144
2018-09-27,142
2018-09-28,139
2018-09-29,134
2018-09-30,130
2018-10-01,133
2018-10-02,140
2018-10-03,147
2018-10-04,155
2018-10-05,163
2018-10-06,166
2018-10-07,168
2018-10-08,165
2018-10-09,164
2018-10-10,157
2018-10-11,149
2018-10-12,145
2018-10-13,144
2018-10-14,140
2018-10-15,143
2018-10-16,143
2018-10-17,143
2018-10-18,143
2018-10-19,143
2018-10-20,143
2018-10-21,143
2018-10-22,143
2018-10-23,146
2018-10-24,151
2018-10-25,154
2018-10-26,155
2018-10-27,158
2018-10-28,158
2018-10-29,158
2018-10-30,158
2018-10-31,158
2018-11-01,158
2018-11-03,160
2018-11-04,159
2018-11-05,159
2018-11-06,163
2018-11-07,165
2018-11-08,166
2018-11-09,166
2018-11-10,168
2018-11-11,176
2018-11-12,181
2018-11-13,186
2018-11-14,188
2018-11-15,186
2018-11-16,181
2018-11-17,172
2018-11-18,164
2018-11-19,159
2018-11-20,159
2018-11-21,164
2018-11-22,165
2018-11-23,165
2018-11-24,166
2018-11-25,163
2018-11-26,163
2018-11-27,161
2018-11-28,156
2018-11-29,154
2018-12-01,151
2018-12-02,146
2018-12-03,144
2018-12-04,141
2018-12-05,139
2018-12-07,139
2018-12-09,143
2018-12-10,150
2018-12-11,156
2018-12-12,159
2018-12-13,161
2018-12-14,158
2018-12-15,155
2018-12-16,152
2018-12-17,149
2018-12-18,146
2018-12-19,142
2018-12-20,136
2018-12-21,134
2018-12-22,133
2018-12-23,138
2018-12-24,144
2018-12-25,149
2018-12-26,155
2018-12-27,160
2018-12-28,156
2018-12-29,154
2018-12-30,158
2018-12-31,162
2019-01-01,162
2019-01-02,159
2019-01-03,158
2019-01-04,163
2019-01-05,168
2019-01-06,175
2019-01-08,182
2019-01-10,174
2019-01-11,171
2019-01-12,167
2019-01-13,169
2019-01-14,175
2019-01-15,179
2019-01-16,176
2019-01-17,169
2019-01-18,160
2019-01-19,153
2019-01-20,153
2019-01-21,154
2019-01-22,151
2019-01-23,149
2019-01-24,147
2019-01-25,140
2019-01-26,137
2019-01-27,138
2019-01-28,142
2019-01-29,140
2019-01-30,139
2019-01-31,140
2019-02-01,145
2019-02-02,144
2019-02-03,150
2019-02-04,147
2019-02-05,145
2019-02-06,139
2019-02-07,133
2019-02-08,127
2019-02-09,122
2019-02-10,123
2019-02-11,129
2019-02-12,131
2019-02-13,131
2019-02-14,130
2019-02-15,128
2019-02-16,123
2019-02-17,120
2019-02-18,116
2019-02-19,111
2019-02-20,110
2019-02-21,114
2019-02-22,116
2019-02-23,113
2019-02-24,109
2019-02-25,109
2019-02-26,109
2019-02-27,108
2019-02-28,110
2019-03-01,110
2019-03-02,110
2019-03-03,115
2019-03-04,119
2019-03-05,121
2019-03-06,125
2019-03-07,130
2019-03-08,127
2019-03-09,126
2019-03-10,125
2019-03-11,122
2019-03-12,120
2019-03-13,122
2019-03-14,120
2019-03-15,118
2019-03-16,116
2019-03-17,118
2019-03-18,122
2019-03-19,129
2019-03-20,135
2019-03-21,138
2019-03-22,138
2019-03-23,132
2019-03-24,129
2019-03-25,127
2019-03-26,121
2019-03-27,114
2019-03-28,112
2019-03-29,110
2019-03-30,113
2019-03-31,118
2019-04-01,124
2019-04-02,131
2019-04-03,138
2019-04-04,145
2019-04-05,153
2019-04-06,161
2019-04-07,170
2019-04-08,165
2019-04-09,156
2019-04-10,148
2019-04-11,144
2019-04-12,138
2019-04-13,139
2019-04-14,146
2019-04-15,147
2019-04-16,149
2019-04-17,155
2019-04-18,159
2019-04-19,156
2019-04-20,158
2019-04-21,166
2019-04-22,175
2019-04-23,171
2019-04-24,162
2019-04-25,153
2019-04-26,145
2019-04-27,140
2019-04-28,139
2019-04-29,133
2019-04-30,127
2019-05-01,122
2019-05-02,120
2019-05-03,124
2019-05-04,126
2019-05-05,125
2019-05-06,121
2019-05-07,120
2019-05-08,119
2019-05-09,121
2019-05-10,123
2019-05-11,124
2019-05-12,125
2019-05-13,125
2019-05-14,124
2019-05-15,122
2019-05-16,123
2019-05-17,123
2019-05-18,124
2019-05-19,128
2019-05-20,132
2019-05-21,130
2019-05-22,127
2019-05-23,126
2019-05-24,128
2019-05-25,126
2019-05-26,125
2019-05-27,123
2019-05-28,120
2019-05-29,114
2019-05-30,113
2019-05-31,112
2019-06-01,110
2019-06-02,106
2019-06-03,104
2019-06-04,106
2019-06-05,106
2019-06-06,109
2019-06-07,115
2019-06-08,119
2019-06-09,122
2019-06-10,127
2019-06-11,125
2019-06-12,119
2019-06-13,113
2019-06-14,110
2019-06-15,110
2019-06-16,108
2019-06-17,104
2019-06-18,105
2019-06-19,105
2019-06-20,108
2019-06-21,112
2019-06-22,113
2019-06-23,110
2019-06-24,108
2019-06-25,107
2019-06-26,105
2019-06-27,108
2019-06-28,109
2019-06-29,112
2019-06-30,118
2019-07-01,118
2019-07-02,115
2019-07-03,112
2019-07-04,109
2019-07-05,115
2019-07-06,112
2019-07-07,114
2019-07-08,112
2019-07-09,114
2019-07-10,117
2019-07-11,120
2019-07-12,126
2019-07-13,132
2019-07-14,139
2019-07-15,146
2019-07-16,149
2019-07-17,147
2019-07-18,148
2019-07-19,149
2019-07-20,155
2019-07-21,155
2019-07-22,148
2019-07-23,150
2019-07-24,158
2019-07-25,162
2019-07-26,171
2019-07-27,179
2019-07-28,185
2019-07-29,180
2019-07-30,171
2019-07-31,162
2019-08-01,153
2019-08-02,145
2019-08-03,137
2019-08-04,130
2019-08-05,123
2019-08-06,116
2019-08-07,116
2019-08-08,121
2019-08-09,128
2019-08-10,134
2019-08-11,133
2019-08-12,137
2019-08-13,137
2019-08-14,132
2019-08-15,131
2019-08-16,130
2019-08-17,128
2019-08-18,132
2019-08-19,130
2019-08-20,128
2019-08-21,130
2019-08-22,133
2019-08-23,134
2019-08-24,138
2019-08-24,138
2019-08-25,139
2019-08-25,139
2019-08-26,145
2019-08-26,145
2019-08-27,151
