date_obj,Black%20elegant%20legs price
2019-03-17,2957
2019-03-18,2957
2019-03-19,2977
2019-03-20,2995
2019-03-21,2994
2019-03-22,2994
2019-03-23,3026
2019-03-24,2944
2019-03-25,2944
2019-03-26,3028
2019-03-27,3028
2019-03-28,2982
2019-03-29,2927
2019-03-30,2927
2019-03-31,2871
2019-04-01,2915
2019-04-02,2915
2019-04-03,2920
2019-04-04,2991
2019-04-05,2996
2019-04-06,2996
2019-04-07,3032
2019-04-08,3052
2019-04-09,3052
2019-04-10,3168
2019-04-11,3195
2019-04-12,3227
2019-04-13,3251
2019-04-14,3258
2019-04-15,3258
2019-04-16,3260
2019-04-17,3260
2019-04-18,3296
2019-04-19,3296
2019-04-20,3284
2019-04-21,3284
2019-04-22,3221
2019-04-23,3179
2019-04-24,3179
2019-04-25,3177
2019-04-26,3248
2019-04-27,3248
2019-04-28,3316
2019-04-29,3395
2019-04-30,3532
2019-05-01,3532
2019-05-02,3706
2019-05-03,3892
2019-05-04,4077
2019-05-05,4214
2019-05-06,4214
2019-05-07,4360
2019-05-08,4560
2019-05-09,4560
2019-05-10,4761
2019-05-11,5000
2019-05-12,5168
2019-05-13,5275
2019-05-14,5145
2019-05-15,5145
2019-05-16,5115
2019-05-17,5115
2019-05-18,5140
2019-05-19,5140
2019-05-20,4902
2019-05-21,4902
2019-05-22,4718
2019-05-23,4631
2019-05-24,4631
2019-05-25,4564
2019-05-26,4564
2019-05-27,4516
2019-05-28,4380
2019-05-29,4310
2019-05-30,4310
2019-05-31,4224
2019-06-01,4224
2019-06-02,4219
2019-06-03,4219
2019-06-04,4207
2019-06-05,4042
2019-06-06,3951
2019-06-07,3951
2019-06-08,3846
2019-06-09,3734
2019-06-10,3734
2019-06-11,3729
2019-06-12,3657
2019-06-13,3602
2019-06-14,3602
2019-06-15,3551
2019-06-16,3467
2019-06-17,3426
2019-06-18,3426
2019-06-19,3341
2019-06-20,3340
2019-06-21,3340
2019-06-22,3408
2019-06-23,3506
2019-06-24,3506
2019-06-25,3528
2019-06-26,3528
2019-06-27,3479
2019-06-28,3479
2019-06-29,3411
2019-06-30,3424
2019-07-01,3424
2019-07-02,3433
2019-07-03,3444
2019-07-04,3444
2019-07-05,3447
2019-07-06,3447
2019-07-07,3485
2019-07-08,3485
2019-07-09,3466
2019-07-10,3466
2019-07-11,3500
2019-07-12,3570
2019-07-13,3570
2019-07-14,3702
2019-07-15,3702
2019-07-16,3888
2019-07-17,4074
2019-07-18,4259
2019-07-19,4259
2019-07-20,4472
2019-07-21,4683
2019-07-22,4683
2019-07-23,4918
2019-07-24,4918
2019-07-25,5148
2019-07-26,5148
2019-07-27,5406
2019-07-28,5677
2019-07-29,5677
2019-07-30,5961
2019-07-31,6232
2019-08-01,6232
2019-08-02,6389
2019-08-03,6501
2019-08-04,6501
2019-08-05,6592
2019-08-06,6592
2019-08-07,6777
2019-08-08,6777
2019-08-09,6688
2019-08-10,6639
2019-08-11,6639
2019-08-12,6500
2019-08-13,6377
2019-08-14,6377
2019-08-15,6278
2019-08-16,6314
2019-08-17,6314
2019-08-18,6318
2019-08-19,6318
2019-08-20,6207
2019-08-21,6207
2019-08-22,6167
2019-08-23,6167
2019-08-24,5955
2019-08-24,5955
2019-08-25,5955
2019-08-25,5955
2019-08-26,5686
2019-08-27,5686
2019-08-27,5686
2019-08-28,5401
2019-08-29,5401
2019-08-30,5190
2019-08-31,5190
2019-09-01,5007
2019-09-02,5007
2019-09-03,4791
2019-09-04,4628
2019-09-05,4628
2019-09-06,4477
2019-09-07,4437
2019-09-08,4266
2019-09-09,4266
2019-09-10,4118
2019-09-11,4062
2019-09-12,4062
2019-09-13,4097
2019-09-14,3982
2019-09-15,3853
2019-09-16,3819
2019-09-17,3819
2019-09-18,3874
2019-09-19,3874
2019-09-20,3938
2019-09-21,3938
2019-09-22,3903
2019-09-23,3889
2019-09-24,3889
2019-09-25,3881
2019-09-26,3912
2019-09-27,3912
2019-09-28,3870
2019-09-29,3870
2019-09-30,3853
2019-10-01,3775
2019-10-02,3775
2019-10-03,3652
2019-10-04,3652
2019-10-05,3575
2019-10-06,3543
2019-10-07,3543
2019-10-08,3520
2019-10-09,3520
2019-10-10,3353
2019-10-11,3353
2019-10-12,3256
2019-10-13,3244
2019-10-14,3205
2019-10-15,3205
2019-10-16,3230
2019-10-17,3230
2019-10-18,3210
2019-10-19,3168
2019-10-20,3168
2019-10-21,3233
2019-10-22,3233
2019-10-23,3248
2019-10-24,3248
2019-10-25,3147
2019-10-26,3093
2019-10-27,3093
2019-10-28,3054
2019-10-29,3054
2019-10-30,2964
2019-10-31,2887
2019-11-01,2887
2019-11-02,2837
2019-11-03,2837
2019-11-04,2752
2019-11-05,2752
2019-11-06,2703
2019-11-07,2703
2019-11-08,2647
2019-11-09,2647
2019-11-10,2595
2019-11-11,2595
2019-11-12,2532
2019-11-13,2532
2019-11-14,2477
2019-11-15,2476
2019-11-16,2481
2019-11-17,2481
2019-11-18,2504
2019-11-19,2504
2019-11-20,2495
2019-11-21,2495
2019-11-22,2498
2019-11-23,2498
2019-11-24,2474
2019-11-25,2474
2019-11-26,2559
2019-11-27,2559
2019-11-28,2687
2019-11-29,2687
2019-11-30,2785
2019-12-01,2785
2019-12-02,2904
2019-12-03,2904
2019-12-04,2992
2019-12-05,2992
2019-12-06,3078
2019-12-07,3078
2019-12-08,3154
2019-12-09,3154
2019-12-10,3204
2019-12-11,3204
2019-12-12,3326
2019-12-13,3326
2019-12-14,3262
2019-12-15,3124
2019-12-16,3124
2019-12-17,3005
2019-12-18,3005
2019-12-19,2923
2019-12-20,2923
2019-12-21,2838
2019-12-22,2838
2019-12-23,2775
2019-12-24,2775
2019-12-25,2784
2019-12-26,2784
2019-12-27,2742
2019-12-28,2742
2019-12-29,2825
2019-12-30,2825
2019-12-31,2945
2020-01-01,2945
2020-01-02,2912
2020-01-03,2912
2020-01-04,2852
2020-01-05,2786
2020-01-06,2786
2020-01-07,2827
2020-01-08,2827
2020-01-09,2879
2020-01-10,2879
2020-01-11,2841
2020-01-12,2841
2020-01-13,2780
2020-01-14,2780
2020-01-15,2723
2020-01-16,2723
2020-01-17,2672
2020-01-18,2672
2020-01-19,2540
2020-01-20,2540
2020-01-21,2523
2020-01-22,2518
2020-01-23,2518
2020-01-24,2491
2020-01-25,2491
2020-01-26,2519
2020-01-27,2519
2020-01-28,2468
2020-01-29,2498
2020-01-30,2498
2020-01-31,2502
2020-02-01,2493
2020-02-02,2480
2020-02-03,2480
2020-02-04,2423
2020-02-05,2423
2020-02-06,2343
2020-02-07,2343
2020-02-08,2283
2020-02-09,2283
2020-02-10,2232
2020-02-11,2232
2020-02-12,2176
2020-02-13,2176
2020-02-14,2126
2020-02-15,2126
2020-02-16,2117
2020-02-17,2111
2020-02-18,2133
2020-02-19,2133
2020-02-20,2121
2020-02-21,2121
2020-02-22,2106
2020-02-23,2106
2020-02-24,2109
2020-02-25,2109
2020-02-26,2158
2020-02-27,2158
2020-02-28,2226
2020-02-29,2226
2020-03-01,2293
2020-03-02,2293
2020-03-03,2343
2020-03-04,2343
2020-03-05,2387
2020-03-06,2466
2020-03-07,2466
2020-03-08,2521
2020-03-09,2528
2020-03-10,2463
2020-03-11,2463
2020-03-12,2446
2020-03-13,2446
2020-03-14,2450
2020-03-15,2450
2020-03-16,2458
2020-03-17,2458
2020-03-18,2423
2020-03-19,2382
2020-03-20,2396
2020-03-21,2396
2020-03-22,2341
2020-03-23,2241
2020-03-24,2203
2020-03-25,2179
2020-03-26,2151
2020-03-27,2161
2020-03-28,2114
2020-03-29,2164
2020-03-30,2222
2020-03-31,2275
2020-04-01,2317
2020-04-02,2338
2020-04-03,2338
2020-04-04,2320
2020-04-05,2282
2020-04-06,2270
2020-04-07,2266
2020-04-08,2324
2020-04-09,2338
2020-04-10,2338
2020-04-11,2360
2020-04-12,2380
2020-04-13,2427
2020-04-14,2482
2020-04-15,2566
2020-04-16,2566
2020-04-17,2601
2020-04-18,2685
2020-04-19,2749
2020-04-20,2794
2020-04-21,2866
2020-04-22,2881
2020-04-23,2955
2020-04-24,2990
2020-04-25,2988
2020-04-26,3057
2020-04-27,3040
2020-04-28,3058
2020-04-29,3021
2020-04-30,2918
2020-05-01,2918
2020-05-02,2870
2020-05-03,2862
2020-05-04,2862
2020-05-05,2780
2020-05-06,2722
2020-05-07,2678
2020-05-08,2665
2020-05-09,2680
2020-05-10,2710
2020-05-11,2710
2020-05-12,2683
2020-05-13,2594
