date_obj,Coal price
2015-11-04,193
2015-11-05,194
2015-11-06,195
2015-11-07,193
2015-11-08,191
2015-11-09,190
2015-11-10,191
2015-11-11,191
2015-11-12,192
2015-11-13,194
2015-11-14,195
2015-11-15,194
2015-11-16,195
2015-11-17,198
2015-11-18,198
2015-11-19,199
2015-11-20,200
2015-11-21,202
2015-11-22,201
2015-11-23,201
2015-11-24,200
2015-11-25,199
2015-11-26,197
2015-11-27,196
2015-11-28,196
2015-11-29,196
2015-11-30,197
2015-12-01,196
2015-12-02,198
2015-12-03,197
2015-12-04,196
2015-12-05,196
2015-12-06,192
2015-12-07,193
2015-12-08,193
2015-12-09,193
2015-12-10,192
2015-12-11,194
2015-12-12,195
2015-12-13,193
2015-12-14,192
2015-12-15,188
2015-12-16,183
2015-12-17,181
2015-12-18,185
2015-12-19,185
2015-12-20,187
2015-12-21,190
2015-12-22,195
2015-12-23,200
2015-12-24,203
2015-12-25,210
2015-12-26,209
2015-12-27,205
2015-12-28,209
2015-12-29,212
2015-12-30,220
2015-12-31,229
2016-01-01,234
2016-01-02,233
2016-01-03,230
2016-01-04,225
2016-01-05,213
2016-01-06,202
2016-01-07,191
2016-01-08,189
2016-01-09,192
2016-01-10,193
2016-01-11,192
2016-01-12,194
2016-01-13,200
2016-01-14,204
2016-01-15,211
2016-01-16,212
2016-01-17,213
2016-01-18,205
2016-01-19,200
2016-01-20,199
2016-01-21,201
2016-01-22,208
2016-01-23,205
2016-01-24,202
2016-01-25,206
2016-01-26,210
2016-01-27,209
2016-01-28,202
2016-01-29,199
2016-01-30,203
2016-01-31,202
2016-02-01,200
2016-02-02,201
2016-02-03,201
2016-02-04,199
2016-02-05,200
2016-02-06,197
2016-02-07,198
2016-02-08,194
2016-02-09,192
2016-02-10,189
2016-02-11,188
2016-02-12,189
2016-02-13,191
2016-02-14,192
2016-02-15,194
2016-02-16,199
2016-02-17,203
2016-02-18,203
2016-02-19,209
2016-02-20,215
2016-02-21,220
2016-02-22,215
2016-02-23,207
2016-02-24,201
2016-02-25,198
2016-02-26,198
2016-02-27,196
2016-02-28,196
2016-02-29,191
2016-03-01,192
2016-03-02,192
2016-03-03,192
2016-03-04,193
2016-03-05,194
2016-03-06,194
2016-03-07,197
2016-03-08,203
2016-03-09,205
2016-03-10,202
2016-03-11,198
2016-03-12,200
2016-03-13,201
2016-03-14,196
2016-03-15,195
2016-03-16,196
2016-03-17,197
2016-03-18,200
2016-03-19,205
2016-03-20,212
2016-03-21,215
2016-03-22,214
2016-03-23,214
2016-03-24,217
2016-03-25,223
2016-03-26,222
2016-03-27,218
2016-03-28,210
2016-03-29,211
2016-03-30,211
2016-03-31,209
2016-04-01,214
2016-04-02,217
2016-04-03,212
2016-04-04,208
2016-04-05,208
2016-04-06,213
2016-04-07,213
2016-04-08,221
2016-04-09,230
2016-04-10,237
2016-04-11,235
2016-04-12,242
2016-04-13,244
2016-04-14,251
2016-04-15,263
2016-04-16,274
2016-04-17,280
2016-04-18,270
2016-04-19,265
2016-04-20,262
2016-04-21,259
2016-04-22,269
2016-04-23,269
2016-04-24,267
2016-04-25,253
2016-04-26,243
2016-04-27,233
2016-04-28,226
2016-04-29,229
2016-04-30,223
2016-05-01,216
2016-05-02,210
2016-05-03,208
2016-05-04,206
2016-05-05,203
2016-05-06,203
2016-05-07,201
2016-05-08,199
2016-05-09,196
2016-05-10,198
2016-05-11,202
2016-05-12,205
2016-05-13,207
2016-05-14,216
2016-05-15,221
2016-05-16,211
2016-05-17,203
2016-05-18,198
2016-05-19,197
2016-05-22,215
2016-05-23,208
2016-05-24,206
2016-05-25,205
2016-05-26,208
2016-05-27,208
2016-05-28,207
2016-05-29,205
2016-05-30,208
2016-05-31,206
2016-06-01,204
2016-06-02,202
2016-06-03,202
2016-06-04,202
2016-06-05,205
2016-06-06,203
2016-06-07,202
2016-06-08,203
2016-06-09,204
2016-06-10,203
2016-06-11,204
2016-06-12,205
2016-06-13,203
2016-06-14,203
2016-06-15,204
2016-06-16,202
2016-06-17,198
2016-06-18,198
2016-06-19,198
2016-06-20,198
2016-06-21,199
2016-06-22,199
2016-06-23,198
2016-06-24,197
2016-06-25,199
2016-06-26,199
2016-06-27,198
2016-06-28,198
2016-06-29,199
2016-06-30,199
2016-07-01,199
2016-07-02,199
2016-07-03,197
2016-07-04,195
2016-07-05,194
2016-07-06,193
2016-07-07,192
2016-07-08,190
2016-07-09,187
2016-07-10,183
2016-07-11,185
2016-07-12,188
2016-07-13,190
2016-07-14,192
2016-07-15,187
2016-07-16,185
2016-07-17,185
2016-07-18,187
2016-07-23,190
2016-07-24,190
2016-07-25,191
2016-07-26,191
2016-07-27,192
2016-07-28,192
2016-07-29,193
2016-07-30,194
2016-07-31,191
2016-08-01,190
2016-08-02,190
2016-08-03,189
2016-08-04,186
2016-08-05,186
2016-08-06,187
2016-08-07,183
2016-08-08,180
2016-08-09,180
2016-08-10,185
2016-08-11,185
2016-08-12,185
2016-08-13,183
2016-08-14,180
2016-08-15,179
2016-08-16,181
2016-08-17,183
2016-08-18,185
2016-08-19,185
2016-08-20,181
2016-08-21,178
2016-08-22,180
2016-08-23,185
2016-08-24,184
2016-08-25,180
2016-08-26,179
2016-08-28,175
2016-08-31,178
2016-09-01,178
2016-09-02,182
2016-09-03,182
2016-09-04,183
2016-09-05,183
2016-09-06,185
2016-09-07,183
2016-09-08,182
2016-09-09,182
2016-09-10,182
2016-09-11,181
2016-09-12,182
2016-09-13,185
2016-09-14,185
2016-09-15,189
2016-09-16,195
2016-09-17,197
2016-09-18,197
2016-09-19,194
2016-09-20,192
2016-09-21,193
2016-09-22,193
2016-09-23,194
2016-09-24,194
2016-09-25,192
2016-09-26,191
2016-09-27,191
2016-09-28,189
2016-09-29,188
2016-09-30,185
2016-10-01,185
2016-10-02,184
2016-10-03,184
2016-10-04,183
2016-10-05,182
2016-10-06,180
2016-10-07,183
2016-10-08,182
2016-10-09,186
2016-10-10,185
2016-10-11,183
2016-10-12,182
2016-10-13,181
2016-10-14,182
2016-10-15,184
2016-10-16,182
2016-10-17,181
2016-10-18,181
2016-10-19,181
2016-10-20,181
2016-10-21,182
2016-10-22,184
2016-10-23,184
2016-10-24,187
2016-10-25,191
2016-10-26,191
2016-10-27,192
2016-10-28,192
2016-10-29,187
2016-10-30,184
2016-10-31,180
2016-11-01,180
2016-11-02,179
2016-11-03,179
2016-11-04,179
2016-11-05,179
2016-11-06,177
2016-11-07,176
2016-11-08,175
2016-11-09,176
2016-11-10,176
2016-11-11,176
2016-11-12,174
2016-11-13,171
2016-11-14,169
2016-11-15,169
2016-12-07,167
2016-12-08,166
2016-12-09,165
2016-12-10,163
2016-12-11,159
2016-12-12,157
2016-12-13,157
2016-12-14,157
2016-12-15,158
2016-12-16,157
2016-12-17,155
2016-12-18,154
2016-12-19,152
2016-12-20,151
2016-12-21,152
2016-12-22,155
2016-12-23,157
2016-12-24,160
2016-12-25,159
2016-12-26,161
2016-12-27,164
2016-12-28,169
2016-12-29,173
2016-12-30,174
2016-12-31,172
2017-01-01,169
2017-01-02,172
2017-01-03,173
2017-01-04,164
2017-01-05,156
2017-01-06,151
2017-01-07,144
2017-01-08,138
2017-01-09,138
2017-01-10,142
2017-01-11,145
2017-01-12,148
2017-01-13,148
2017-01-14,147
2017-01-15,145
2017-01-16,145
2017-01-17,146
2017-01-18,149
2017-01-19,150
2017-01-20,152
2017-01-21,152
2017-01-22,150
2017-01-23,147
2017-01-27,141
2017-01-28,141
2017-01-29,141
2017-01-30,143
2017-01-31,142
2017-02-01,144
2017-02-02,146
2017-02-03,148
2017-02-04,148
2017-02-05,145
2017-02-06,147
2017-02-07,151
2017-02-08,158
2017-02-09,162
2017-02-10,160
2017-02-11,154
2017-02-12,152
2017-02-13,152
2017-02-14,155
2017-02-15,158
2017-02-16,161
2017-02-18,160
2017-02-19,157
2017-02-20,158
2017-02-21,161
2017-02-22,165
2017-02-23,167
2017-02-24,166
2017-02-25,159
2017-02-26,152
2017-02-27,151
2017-02-28,152
2017-03-01,152
2017-03-02,150
2017-03-03,147
2017-03-04,143
2017-03-05,141
2017-03-06,140
2017-03-07,146
2017-03-08,153
2017-03-09,158
2017-03-10,161
2017-03-11,157
2017-03-12,155
2017-03-13,155
2017-03-14,162
2017-03-15,167
2017-03-16,168
2017-03-17,169
2017-03-18,166
2017-03-19,160
2017-03-20,164
2017-03-21,172
2017-03-22,179
2017-03-23,181
2017-03-24,179
2017-03-25,178
2017-03-26,171
2017-03-27,173
2017-03-28,181
2017-03-29,187
2017-03-30,185
2017-03-31,186
2017-04-01,183
2017-04-02,180
2017-04-03,179
2017-04-04,185
2017-04-12,177
2017-04-13,174
2017-04-14,173
2017-04-15,172
2017-04-16,168
2017-04-17,168
2017-04-18,171
2017-04-19,176
2017-04-20,179
2017-04-21,182
2017-04-22,184
2017-04-23,178
2017-04-24,174
2017-04-25,175
2017-04-26,180
2017-04-27,182
2017-04-28,182
2017-04-29,180
2017-04-30,174
2017-05-01,174
2017-05-02,173
2017-05-03,172
2017-05-04,172
2017-05-05,175
2017-05-06,175
2017-05-07,171
2017-05-08,172
2017-05-09,176
2017-05-10,178
2017-05-11,182
2017-05-12,182
2017-05-13,178
2017-05-14,174
2017-05-15,176
2017-05-16,178
2017-05-17,179
2017-05-18,180
2017-05-19,181
2017-05-20,178
2017-05-21,176
2017-05-22,173
2017-05-23,173
2017-05-24,174
2017-05-25,169
2017-05-26,174
2017-05-27,176
2017-05-28,176
2017-05-29,177
2017-05-30,184
2017-05-31,190
2017-06-01,191
2017-06-02,191
2017-06-03,190
2017-06-04,183
2017-06-05,182
2017-06-06,184
2017-06-07,187
2017-06-08,189
2017-06-09,191
2017-06-10,192
2017-06-11,190
2017-06-12,188
2017-06-13,189
2017-06-14,196
2017-06-15,196
2017-06-16,200
2017-06-17,201
2017-06-18,197
2017-06-19,198
2017-06-20,203
2017-06-21,211
2017-06-22,218
2017-06-23,226
2017-06-24,222
2017-06-25,212
2017-06-26,214
2017-06-27,219
2017-06-28,225
2017-06-29,221
2017-06-30,218
2017-07-01,213
2017-07-02,210
2017-07-03,206
2017-07-04,215
2017-07-05,225
2017-07-06,227
2017-07-07,230
2017-07-08,228
2017-07-13,217
2017-07-14,215
2017-07-15,211
2017-07-16,205
2017-07-17,200
2017-07-18,204
2017-07-19,204
2017-07-20,202
2017-07-21,201
2017-07-22,195
2017-07-23,188
2017-07-24,186
2017-07-25,185
2017-07-26,186
2017-07-27,193
2017-07-28,194
2017-07-29,193
2017-07-30,189
2017-07-31,193
2017-08-01,196
2017-08-02,202
2017-08-03,204
2017-08-04,208
2017-08-05,205
2017-08-06,199
2017-08-09,202
2017-08-10,206
2017-08-11,211
2017-08-12,210
2017-08-13,206
2017-08-14,208
2017-08-15,214
2017-08-16,214
2017-08-17,213
2017-08-18,213
2017-08-19,210
2017-08-20,204
2017-08-21,202
2017-08-22,203
2017-08-23,205
2017-08-24,206
2017-08-25,210
2017-08-26,209
2017-08-27,205
2017-08-28,205
2017-08-29,210
2017-08-30,212
2017-08-31,215
2017-09-01,217
2017-09-02,212
2017-09-03,210
2017-09-04,210
2017-09-05,210
2017-09-06,212
2017-09-07,214
2017-09-08,216
2017-09-09,215
2017-09-10,210
2017-09-11,208
2017-09-12,205
2017-09-13,202
2017-09-14,204
2017-09-15,203
2017-09-16,202
2017-09-17,199
2017-09-18,199
2017-09-19,201
2017-09-20,200
2017-09-21,196
2017-09-22,196
2017-09-23,195
2017-09-24,191
2017-09-25,195
2017-09-26,195
2017-09-27,187
2017-09-28,178
2017-09-29,171
2017-09-30,168
2017-10-01,163
2017-10-02,163
2017-10-03,165
2017-10-04,167
2017-10-05,171
2017-10-06,175
2017-10-07,179
2017-10-08,182
2017-10-09,181
2017-10-10,181
2017-10-11,181
2017-10-12,183
2017-10-13,186
2017-10-14,186
2017-10-15,186
2017-10-16,186
2017-10-17,186
2017-10-18,186
2017-10-19,188
2017-10-20,193
2017-10-21,191
2017-10-22,186
2017-10-23,187
2017-10-24,191
2017-10-25,195
2017-10-26,196
2017-10-27,195
2017-10-28,191
2017-10-29,185
2017-10-30,182
2017-10-31,182
2017-11-01,179
2017-11-02,178
2017-11-03,176
2017-11-04,172
2017-11-05,168
2017-11-06,167
2017-11-07,167
2017-11-08,167
2017-11-09,170
2017-11-10,172
2017-11-11,174
2017-11-12,175
2017-11-13,174
2017-11-14,176
2017-11-15,178
2017-11-16,178
2017-11-17,179
2017-11-18,178
2017-11-19,176
2017-11-20,175
2017-11-21,176
2017-11-22,176
2017-11-23,177
2017-11-24,176
2017-11-25,173
2017-11-26,169
2017-11-27,168
2017-11-28,169
2017-11-29,169
2017-11-30,169
2017-12-01,167
2017-12-02,165
2017-12-03,163
2017-12-04,162
2017-12-05,162
2017-12-06,166
2017-12-07,169
2017-12-08,169
2017-12-09,170
2017-12-10,169
2017-12-11,172
2017-12-12,175
2017-12-13,175
2017-12-14,176
2017-12-15,177
2017-12-16,176
2017-12-17,169
2017-12-18,161
2017-12-19,160
2017-12-20,161
2017-12-21,161
2017-12-22,163
2017-12-23,159
2017-12-24,155
2017-12-25,154
2017-12-26,156
2017-12-27,159
2017-12-28,161
2017-12-29,163
2017-12-30,163
2017-12-31,158
2018-01-01,154
2018-01-02,157
2018-01-03,162
2018-01-04,166
2018-01-05,166
2018-01-06,167
2018-01-07,166
2018-01-08,160
2018-01-09,156
2018-01-10,154
2018-01-11,155
2018-01-12,159
2018-01-13,159
2018-01-14,156
2018-01-15,159
2018-01-16,164
2018-01-17,170
2018-01-18,176
2018-01-19,176
2018-01-20,172
2018-01-21,166
2018-01-22,162
2018-01-23,162
2018-01-24,166
2018-01-25,170
2018-01-26,177
2018-01-27,180
2018-01-28,178
2018-01-29,178
2018-01-30,178
2018-01-31,178
2018-02-01,182
2018-02-02,186
2018-02-03,185
2018-02-04,181
2018-02-05,182
2018-02-06,186
2018-02-07,191
2018-02-08,183
2018-02-09,173
2018-02-10,164
2018-02-11,155
2018-02-12,148
2018-02-13,146
2018-02-14,144
2018-02-15,139
2018-02-16,135
2018-02-17,129
2018-02-18,129
2018-02-19,132
2018-02-20,138
2018-02-21,145
2018-02-22,153
2018-02-23,160
2018-02-24,160
2018-02-25,156
2018-02-26,155
2018-02-27,157
2018-02-28,158
2018-03-01,157
2018-03-02,158
2018-03-03,157
2018-03-04,156
2018-03-05,156
2018-03-06,157
2018-03-07,157
2018-03-08,159
2018-03-09,159
2018-03-10,159
2018-03-11,159
2018-03-12,161
2018-03-13,165
2018-03-14,171
2018-03-15,173
2018-03-16,177
2018-03-17,178
2018-03-18,178
2018-03-20,185
2018-03-21,189
2018-03-23,191
2018-03-24,186
2018-03-25,179
2018-03-26,176
2018-03-27,178
2018-03-28,181
2018-03-29,183
2018-03-30,185
2018-03-31,186
2018-04-02,183
2018-04-03,185
2018-04-04,186
2018-04-05,187
2018-04-06,187
2018-04-07,187
2018-04-08,185
2018-04-09,181
2018-04-10,182
2018-04-11,180
2018-04-12,180
2018-04-13,180
2018-04-14,180
2018-04-15,179
2018-04-16,176
2018-04-17,177
2018-04-18,178
2018-04-19,181
2018-04-20,187
2018-04-21,186
2018-04-22,181
2018-04-23,183
2018-04-24,183
2018-04-25,190
2018-04-26,199
2018-04-27,204
2018-04-28,198
2018-04-29,190
2018-04-30,188
2018-05-01,188
2018-05-03,186
2018-05-04,186
2018-05-05,184
2018-05-07,182
2018-05-08,183
2018-05-09,183
2018-05-10,182
2018-05-11,181
2018-05-12,177
2018-05-13,172
2018-05-14,170
2018-05-15,170
2018-05-16,174
2018-05-17,181
2018-05-18,186
2018-05-19,180
2018-05-20,175
2018-05-21,174
2018-05-22,176
2018-05-23,180
2018-05-24,183
2018-05-25,188
2018-05-26,187
2018-05-27,183
2018-05-28,181
2018-05-29,182
2018-05-30,184
2018-05-31,186
2018-06-01,189
2018-06-02,185
2018-06-03,180
2018-06-04,178
2018-06-05,174
2018-06-06,166
2018-06-07,158
2018-06-08,152
2018-06-09,149
2018-06-10,145
2018-06-11,146
2018-06-12,152
2018-06-13,157
2018-06-14,160
2018-06-15,158
2018-06-16,154
2018-06-17,150
2018-06-18,151
2018-06-19,156
2018-06-20,161
2018-06-21,163
2018-06-22,163
2018-06-23,162
2018-06-24,159
2018-06-25,161
2018-06-26,162
2018-06-27,165
2018-06-28,167
2018-06-29,169
2018-06-30,168
2018-07-01,165
2018-07-02,165
2018-07-03,164
2018-07-04,162
2018-07-05,161
2018-07-06,159
2018-07-07,157
2018-07-08,155
2018-07-09,154
2018-07-10,154
2018-07-11,154
2018-07-12,156
2018-07-13,159
2018-07-14,159
2018-07-15,155
2018-07-16,154
2018-07-17,157
2018-07-18,160
2018-07-19,161
2018-07-20,161
2018-07-21,161
2018-07-22,157
2018-07-23,157
2018-07-24,157
2018-07-25,157
2018-07-26,155
2018-07-27,155
2018-07-28,154
2018-07-29,153
2018-07-30,152
2018-07-31,155
2018-08-01,157
2018-08-02,157
2018-08-03,161
2018-08-04,160
2018-08-05,158
2018-08-06,157
2018-08-07,158
2018-08-08,158
2018-08-09,158
2018-08-10,158
2018-08-11,158
2018-08-12,157
2018-08-14,159
2018-08-16,165
2018-08-17,169
2018-08-18,171
2018-08-19,169
2018-08-20,171
2018-08-21,172
2018-08-22,173
2018-08-23,172
2018-08-24,174
2018-08-25,177
2018-08-26,176
2018-08-27,177
2018-08-28,176
2018-08-29,171
2018-08-30,166
2018-08-31,163
2018-09-01,161
2018-09-02,159
2018-09-03,156
2018-09-04,156
2018-09-05,160
2018-09-06,165
2018-09-07,169
2018-09-08,168
2018-09-09,165
2018-09-10,164
2018-09-11,166
2018-09-12,166
2018-09-13,170
2018-09-14,173
2018-09-15,173
2018-09-16,172
2018-09-17,176
2018-09-18,177
2018-09-19,176
2018-09-20,174
2018-09-21,171
2018-09-22,169
2018-09-23,166
2018-09-24,165
2018-09-25,166
2018-09-26,168
2018-09-27,171
2018-09-28,177
2018-09-29,177
2018-09-30,176
2018-10-01,174
2018-10-02,178
2018-10-03,183
2018-10-04,187
2018-10-05,189
2018-10-06,185
2018-10-07,179
2018-10-08,175
2018-10-09,171
2018-10-10,170
2018-10-11,168
2018-10-12,167
2018-10-13,166
2018-10-14,166
2018-10-15,164
2018-10-16,163
2018-10-17,163
2018-10-18,164
2018-10-19,166
2018-10-20,169
2018-10-21,168
2018-10-22,171
2018-10-23,174
2018-10-24,174
2018-10-25,175
2018-10-26,176
2018-10-27,175
2018-10-28,170
2018-10-29,170
2018-10-30,169
2018-10-31,168
2018-11-01,166
2018-11-03,163
2018-11-04,162
2018-11-05,161
2018-11-06,161
2018-11-07,163
2018-11-08,165
2018-11-09,167
2018-11-10,170
2018-11-11,171
2018-11-12,174
2018-11-13,180
2018-11-14,185
2018-11-15,191
2018-11-16,200
2018-11-17,199
2018-11-18,193
2018-11-19,193
2018-11-20,194
2018-11-21,199
2018-11-22,202
2018-11-23,209
2018-11-24,217
2018-11-25,219
2018-11-26,221
2018-11-27,227
2018-11-28,238
2018-11-29,245
2018-12-01,252
2018-12-02,248
2018-12-03,248
2018-12-04,247
2018-12-05,249
2018-12-07,257
2018-12-09,254
2018-12-10,252
2018-12-11,251
2018-12-12,252
2018-12-13,255
2018-12-14,258
2018-12-15,256
2018-12-16,252
2018-12-17,251
2018-12-18,251
2018-12-19,251
2018-12-20,254
2018-12-21,262
2018-12-22,265
2018-12-23,261
2018-12-24,255
2018-12-25,252
2018-12-26,253
2018-12-27,256
2018-12-28,267
2018-12-29,278
2018-12-30,282
2018-12-31,279
2019-01-01,265
2019-01-02,251
2019-01-03,238
2019-01-04,230
2019-01-05,226
2019-01-06,226
2019-01-08,233
2019-01-10,232
2019-01-11,227
2019-01-12,222
2019-01-13,219
2019-01-14,220
2019-01-15,230
2019-01-16,239
2019-01-17,241
2019-01-18,238
2019-01-19,229
2019-01-20,220
2019-01-21,215
2019-01-22,209
2019-01-23,208
2019-01-24,212
2019-01-25,221
2019-01-26,224
2019-01-27,220
2019-01-28,218
2019-01-29,222
2019-01-30,219
2019-01-31,218
2019-02-01,216
2019-02-02,212
2019-02-03,207
2019-02-04,205
2019-02-05,202
2019-02-06,200
2019-02-07,194
2019-02-08,189
2019-02-09,180
2019-02-10,172
2019-02-11,171
2019-02-12,173
2019-02-13,179
2019-02-14,184
2019-02-15,183
2019-02-16,178
2019-02-17,175
2019-02-18,172
2019-02-19,169
2019-02-20,166
2019-02-21,162
2019-02-22,161
2019-02-23,157
2019-02-24,153
2019-02-25,153
2019-02-26,154
2019-02-27,156
2019-02-28,158
2019-03-01,162
2019-03-02,164
2019-03-03,162
2019-03-04,160
2019-03-05,157
2019-03-06,155
2019-03-07,154
2019-03-08,153
2019-03-09,150
2019-03-10,147
2019-03-11,144
2019-03-12,144
2019-03-13,145
2019-03-14,149
2019-03-15,156
2019-03-16,159
2019-03-17,159
2019-03-18,159
2019-03-19,156
2019-03-20,154
2019-03-21,156
2019-03-22,163
2019-03-23,164
2019-03-24,160
2019-03-25,157
2019-03-26,151
2019-03-27,146
2019-03-28,139
2019-03-29,138
2019-03-30,140
2019-03-31,137
2019-04-01,136
2019-04-02,139
2019-04-03,141
2019-04-04,142
2019-04-05,144
2019-04-06,146
2019-04-07,146
2019-04-08,143
2019-04-09,142
2019-04-10,140
2019-04-11,139
2019-04-12,139
2019-04-13,141
2019-04-14,140
2019-04-15,138
2019-04-16,139
2019-04-17,140
2019-04-18,140
2019-04-19,141
2019-04-20,143
2019-04-21,146
2019-04-22,149
2019-04-23,156
2019-04-24,153
2019-04-25,153
2019-04-26,155
2019-04-27,155
2019-04-28,152
2019-04-29,148
2019-04-30,141
2019-05-01,137
2019-05-02,133
2019-05-03,134
2019-05-04,135
2019-05-05,135
2019-05-06,136
2019-05-07,137
2019-05-08,140
2019-05-09,142
2019-05-10,141
2019-05-11,142
2019-05-12,141
2019-05-13,141
2019-05-14,142
2019-05-15,143
2019-05-16,141
2019-05-17,140
2019-05-18,139
2019-05-19,140
2019-05-20,139
2019-05-21,138
2019-05-22,137
2019-05-23,133
2019-05-24,128
2019-05-25,127
2019-05-26,127
2019-05-27,128
2019-05-28,128
2019-05-29,130
2019-05-30,132
2019-05-31,135
2019-06-01,138
2019-06-02,139
2019-06-03,136
2019-06-04,136
2019-06-05,136
2019-06-06,134
2019-06-07,135
2019-06-08,136
2019-06-09,136
2019-06-10,134
2019-06-11,132
2019-06-12,131
2019-06-13,130
2019-06-14,131
2019-06-15,135
2019-06-16,134
2019-06-17,132
2019-06-18,131
2019-06-19,131
2019-06-20,131
2019-06-21,132
2019-06-22,130
2019-06-23,127
2019-06-24,126
2019-06-25,126
2019-06-26,128
2019-06-27,127
2019-06-28,128
2019-06-29,132
2019-06-30,134
2019-07-01,130
2019-07-02,128
2019-07-03,126
2019-07-04,125
2019-07-05,126
2019-07-06,127
2019-07-07,127
2019-07-08,127
2019-07-09,127
2019-07-10,128
2019-07-11,130
2019-07-12,130
2019-07-13,133
2019-07-14,134
2019-07-15,134
2019-07-16,134
2019-07-17,134
2019-07-18,135
2019-07-19,136
2019-07-20,137
2019-07-21,138
2019-07-22,138
2019-07-23,135
2019-07-24,134
2019-07-25,132
2019-07-26,129
2019-07-27,127
2019-07-28,126
2019-07-29,125
2019-07-30,123
2019-07-31,122
2019-08-01,123
2019-08-02,126
2019-08-03,125
2019-08-04,124
2019-08-05,123
2019-08-06,124
2019-08-07,126
2019-08-08,129
2019-08-09,133
2019-08-10,131
2019-08-11,129
2019-08-12,127
2019-08-13,124
2019-08-14,123
2019-08-15,123
2019-08-16,124
2019-08-17,126
2019-08-18,128
2019-08-19,128
2019-08-20,127
2019-08-21,128
2019-08-22,133
2019-08-23,140
2019-08-24,145
2019-08-24,145
2019-08-25,147
2019-08-25,147
2019-08-26,143
2019-08-26,143
2019-08-27,140
2019-08-27,140
