date_obj,Oak%20sapling price
2015-07-19,807
2015-07-20,822
2015-07-21,822
2015-07-22,822
2015-07-23,816
2015-07-24,816
2015-07-25,816
2015-07-26,813
2015-07-27,813
2015-07-28,813
2015-07-29,796
2015-07-30,796
2015-07-31,796
2015-08-01,796
2015-08-02,786
2015-08-03,786
2015-08-04,786
2015-08-05,792
2015-08-06,792
2015-08-07,792
2015-08-08,818
2015-08-09,818
2015-08-10,818
2015-08-11,824
2015-08-12,824
2015-08-13,824
2015-08-14,818
2015-08-15,818
2015-08-16,818
2015-08-17,821
2015-08-18,821
2015-08-19,821
2015-08-20,831
2015-08-21,831
2015-08-22,831
2015-08-23,823
2015-08-24,823
2015-08-25,823
2015-08-26,823
2015-08-27,805
2015-08-28,805
2015-08-29,805
2015-08-30,805
2015-08-31,801
2015-09-01,801
2015-09-02,801
2015-09-03,801
2015-09-04,798
2015-09-05,798
2015-09-06,798
2015-09-07,798
2015-09-08,784
2015-09-09,784
2015-09-10,784
2015-09-11,746
2015-09-12,746
2015-09-13,746
2015-09-14,746
2015-09-15,708
2015-09-16,708
2015-09-17,708
2015-09-18,708
2015-09-19,672
2015-09-20,672
2015-09-21,672
2015-09-22,657
2015-09-23,657
2015-09-24,657
2015-09-25,657
2015-09-27,678
2015-09-28,678
2015-09-29,678
2015-09-30,698
2015-10-05,704
2015-10-06,704
2015-10-07,704
2015-10-08,677
2015-10-09,677
2015-10-10,677
2015-10-11,672
2015-10-12,672
2015-10-13,672
2015-10-14,672
2015-10-15,675
2015-10-16,675
2015-10-17,675
2015-10-18,675
2015-10-19,655
2015-10-20,655
2015-10-22,655
2015-10-23,632
2015-10-24,632
2015-10-25,632
2015-10-26,624
2015-10-27,624
2015-10-29,624
2015-10-30,624
2015-10-31,596
2015-11-01,596
2015-11-02,596
2015-11-03,596
2015-11-04,608
2015-11-05,608
2015-11-06,608
2015-11-07,608
2015-11-08,608
2015-11-09,625
2015-11-10,625
2015-11-11,625
2015-11-12,625
2015-11-13,625
2015-11-14,624
2015-11-15,624
2015-11-16,624
2015-11-17,624
2015-11-18,622
2015-11-19,622
2015-11-20,622
2015-11-21,622
2015-11-22,630
2015-11-23,630
2015-11-24,630
2015-11-25,630
2015-11-26,630
2015-11-27,652
2015-11-28,652
2015-11-29,652
2015-11-30,663
2015-12-01,663
2015-12-02,663
2015-12-03,663
2015-12-04,674
2015-12-05,674
2015-12-06,674
2015-12-07,697
2015-12-08,697
2015-12-09,697
2015-12-10,720
2015-12-11,720
2015-12-12,720
2015-12-13,696
2015-12-14,696
2015-12-15,696
2015-12-16,675
2015-12-17,675
2015-12-18,675
2015-12-19,675
2015-12-20,675
2015-12-21,675
2015-12-22,685
2015-12-23,685
2015-12-24,685
2015-12-25,689
2015-12-26,689
2015-12-27,689
2015-12-28,694
2015-12-29,694
2015-12-30,709
2015-12-31,709
2016-01-01,709
2016-01-02,731
2016-01-03,731
2016-01-04,733
2016-01-05,733
2016-01-06,733
2016-01-07,753
2016-01-08,753
2016-01-09,753
2016-01-10,770
2016-01-11,770
2016-01-12,804
2016-01-13,804
2016-01-14,827
2016-01-15,827
2016-01-16,827
2016-01-17,842
2016-01-18,842
2016-01-19,834
2016-01-20,834
2016-01-21,834
2016-01-22,835
2016-01-23,835
2016-01-24,835
2016-01-25,794
2016-01-26,794
2016-01-27,758
2016-01-28,758
2016-01-29,758
2016-01-30,731
2016-01-31,731
2016-02-01,729
2016-02-02,729
2016-02-03,729
2016-02-04,724
2016-02-05,724
2016-02-06,689
2016-02-07,689
2016-02-08,689
2016-02-09,692
2016-02-10,692
2016-02-11,691
2016-02-12,691
2016-02-13,664
2016-02-14,664
2016-02-15,664
2016-02-16,654
2016-02-17,654
2016-02-18,654
2016-02-19,656
2016-02-20,656
2016-02-21,656
2016-02-22,656
2016-02-23,656
2016-02-24,666
2016-02-25,666
2016-02-26,666
2016-02-27,692
2016-02-28,692
2016-02-29,692
2016-03-01,680
2016-03-02,680
2016-03-03,680
2016-03-04,661
2016-03-05,661
2016-03-06,654
2016-03-07,654
2016-03-08,654
2016-03-09,628
2016-03-10,628
2016-03-11,628
2016-03-12,613
2016-03-13,613
2016-03-14,613
2016-03-15,609
2016-03-16,609
2016-03-17,612
2016-03-18,612
2016-03-19,612
2016-03-20,618
2016-03-21,618
2016-03-22,618
2016-03-23,617
2016-03-24,617
2016-03-25,632
2016-03-26,632
2016-03-27,632
2016-03-28,638
2016-03-29,638
2016-03-30,638
2016-03-31,663
2016-04-01,663
2016-04-02,663
2016-04-03,677
2016-04-04,677
2016-04-05,677
2016-04-06,682
2016-04-07,682
2016-04-08,682
2016-04-09,690
2016-04-10,690
2016-04-11,690
2016-04-12,698
2016-04-13,698
2016-04-14,698
2016-04-15,702
2016-04-16,702
2016-04-17,702
2016-04-18,669
2016-04-19,669
2016-04-20,669
2016-04-21,635
2016-04-22,635
2016-04-23,635
2016-04-24,625
2016-04-25,625
2016-04-26,624
2016-04-27,624
2016-04-28,624
2016-04-29,618
2016-04-30,618
2016-05-01,629
2016-05-02,629
2016-05-03,637
2016-05-04,637
2016-05-05,635
2016-05-06,635
2016-05-07,635
2016-05-08,629
2016-05-09,629
2016-05-10,637
2016-05-11,637
2016-05-12,637
2016-05-13,627
2016-05-14,627
2016-05-15,630
2016-05-16,630
2016-05-17,634
2016-05-18,634
2016-05-19,619
2016-05-22,618
2016-05-23,618
2016-05-24,628
2016-05-25,628
2016-05-26,642
2016-05-27,642
2016-05-28,654
2016-05-29,667
2016-05-30,667
2016-05-31,667
2016-06-01,680
2016-06-02,680
2016-06-03,680
2016-06-04,672
2016-06-05,672
2016-06-06,680
2016-06-07,680
2016-06-08,680
2016-06-09,689
2016-06-10,689
2016-06-11,678
2016-06-12,678
2016-06-13,655
2016-06-14,652
2016-06-15,652
2016-06-16,652
2016-06-17,639
2016-06-18,639
2016-06-19,644
2016-06-20,644
2016-06-21,640
2016-06-22,640
2016-06-23,615
2016-06-24,615
2016-06-25,616
2016-06-26,616
2016-06-27,616
2016-06-28,619
2016-06-29,619
2016-06-30,622
2016-07-01,622
2016-07-02,622
2016-07-03,622
2016-07-04,631
2016-07-05,631
2016-07-06,622
2016-07-07,622
2016-07-08,620
2016-07-09,620
2016-07-10,616
2016-07-11,616
2016-07-12,626
2016-07-13,626
2016-07-14,636
2016-07-15,636
2016-07-16,611
2016-07-17,611
2016-07-18,628
2016-07-23,622
2016-07-24,622
2016-07-25,631
2016-07-26,631
2016-07-27,643
2016-07-28,643
2016-07-29,645
2016-07-30,645
2016-07-31,645
2016-08-01,666
2016-08-02,666
2016-08-03,681
2016-08-04,681
2016-08-05,681
2016-08-06,679
2016-08-07,679
2016-08-08,677
2016-08-09,677
2016-08-10,673
2016-08-11,673
2016-08-12,673
2016-08-13,675
2016-08-14,675
2016-08-15,673
2016-08-16,673
2016-08-17,673
2016-08-18,655
2016-08-19,655
2016-08-20,634
2016-08-21,634
2016-08-22,634
2016-08-23,628
2016-08-24,628
2016-08-25,628
2016-08-26,618
2016-08-28,609
2016-08-31,602
2016-09-01,602
2016-09-02,602
2016-09-03,584
2016-09-04,584
2016-09-05,571
2016-09-06,571
2016-09-07,571
2016-09-08,568
2016-09-09,568
2016-09-10,568
2016-09-11,548
2016-09-12,548
2016-09-13,552
2016-09-14,552
2016-09-15,552
2016-09-16,538
2016-09-17,538
2016-09-18,538
2016-09-19,534
2016-09-20,534
2016-09-21,534
2016-09-22,531
2016-09-23,531
2016-09-24,531
2016-09-25,536
2016-09-26,536
2016-09-27,536
2016-09-28,535
2016-09-29,535
2016-09-30,535
2016-10-01,519
2016-10-02,519
2016-10-03,519
2016-10-04,519
2016-10-05,504
2016-10-06,504
2016-10-07,504
2016-10-08,487
2016-10-09,487
2016-10-10,487
2016-10-11,462
2016-10-12,462
2016-10-13,462
2016-10-14,460
2016-10-15,460
2016-10-16,460
2016-10-17,449
2016-10-18,449
2016-10-19,449
2016-10-20,438
2016-10-21,438
2016-10-22,438
2016-10-23,429
2016-10-24,429
2016-10-25,429
2016-10-26,430
2016-10-27,430
2016-10-28,430
2016-10-29,425
2016-10-30,425
2016-10-31,425
2016-11-01,412
2016-11-02,412
2016-11-03,412
2016-11-04,409
2016-11-05,409
2016-11-06,409
2016-11-07,407
2016-11-08,407
2016-11-09,407
2016-11-10,406
2016-11-11,406
2016-11-12,406
2016-11-13,411
2016-11-14,411
2016-12-07,471
2016-12-08,471
2016-12-09,469
2016-12-10,469
2016-12-11,479
2016-12-12,479
2016-12-13,488
2016-12-14,488
2016-12-15,498
2016-12-16,498
2016-12-17,493
2016-12-18,493
2016-12-19,493
2016-12-20,475
2016-12-21,475
2016-12-22,470
2016-12-23,470
2016-12-24,467
2016-12-25,467
2016-12-26,470
2016-12-27,470
2016-12-28,478
2016-12-29,478
2016-12-30,487
2016-12-31,487
2017-01-01,480
2017-01-03,495
2017-01-04,508
2017-01-05,508
2017-01-06,500
2017-01-07,500
2017-01-08,485
2017-01-09,485
2017-01-10,472
2017-01-11,472
2017-01-12,455
2017-01-13,455
2017-01-14,459
2017-01-15,459
2017-01-16,448
2017-01-17,426
2017-01-18,426
2017-01-19,424
2017-01-20,424
2017-01-21,413
2017-01-22,413
2017-01-27,404
2017-01-28,404
2017-01-29,413
2017-01-30,413
2017-01-31,426
2017-02-01,430
2017-02-02,430
2017-02-03,420
2017-02-04,420
2017-02-05,431
2017-02-06,431
2017-02-07,443
2017-02-08,443
2017-02-09,463
2017-02-10,480
2017-02-11,480
2017-02-12,490
2017-02-13,490
2017-02-14,489
2017-02-15,489
2017-02-16,485
2017-02-18,475
2017-02-19,467
2017-02-20,467
2017-02-21,459
2017-02-22,459
2017-02-23,468
2017-02-24,468
2017-02-25,478
2017-02-26,478
2017-02-27,495
2017-02-28,515
2017-03-01,515
2017-03-02,503
2017-03-03,503
2017-03-04,490
2017-03-05,490
2017-03-06,483
2017-03-07,483
2017-03-08,471
2017-03-09,471
2017-03-10,470
2017-03-11,470
2017-03-12,461
2017-03-13,463
2017-03-14,471
2017-03-15,471
2017-03-16,487
2017-03-17,487
2017-03-18,479
2017-03-19,472
2017-03-20,472
2017-03-21,468
2017-03-22,468
2017-03-23,458
2017-03-24,458
2017-03-25,448
2017-03-26,448
2017-03-27,437
2017-03-28,437
2017-03-29,423
2017-03-30,423
2017-03-31,419
2017-04-01,419
2017-04-02,410
2017-04-03,396
2017-04-04,396
2017-04-12,374
2017-04-13,377
2017-04-14,377
2017-04-15,384
2017-04-16,384
2017-04-17,393
2017-04-18,393
2017-04-19,397
2017-04-20,397
2017-04-21,404
2017-04-22,404
2017-04-23,395
2017-04-24,395
2017-04-25,390
2017-04-26,390
2017-04-27,388
2017-04-28,388
2017-04-29,371
2017-04-30,371
2017-05-01,352
2017-05-02,352
2017-05-03,343
2017-05-04,343
2017-05-05,350
2017-05-06,350
2017-05-07,366
2017-05-08,366
2017-05-09,373
2017-05-10,373
2017-05-11,373
2017-05-12,376
2017-05-13,376
2017-05-14,378
2017-05-15,378
2017-05-16,382
2017-05-17,382
2017-05-18,379
2017-05-19,379
2017-05-20,386
2017-05-21,386
2017-05-22,367
2017-05-23,367
2017-05-24,349
2017-05-25,349
2017-05-26,354
2017-05-27,354
2017-05-28,365
2017-05-29,365
2017-05-30,376
2017-05-31,376
2017-06-01,374
2017-06-02,374
2017-06-03,375
2017-06-06,374
2017-06-07,377
2017-06-08,377
2017-06-09,377
2017-06-10,379
2017-06-11,379
2017-06-12,384
2017-06-13,384
2017-06-14,385
2017-06-15,385
2017-06-16,387
2017-06-17,387
2017-06-18,388
2017-06-19,388
2017-06-20,371
2017-06-21,371
2017-06-22,353
2017-06-23,353
2017-06-24,336
2017-06-25,336
2017-06-26,326
2017-06-27,326
2017-06-28,326
2017-06-29,326
2017-06-30,329
2017-07-01,329
2017-07-02,329
2017-07-03,321
2017-07-04,321
2017-07-05,312
2017-07-06,312
2017-07-07,308
2017-07-08,308
2017-07-13,308
2017-07-14,300
2017-07-15,300
2017-07-16,300
2017-07-17,303
2017-07-18,303
2017-07-19,297
2017-07-20,297
2017-07-21,289
2017-07-22,289
2017-07-23,274
2017-07-24,274
2017-07-25,273
2017-07-26,273
2017-07-27,279
2017-07-28,279
2017-07-29,279
2017-07-30,284
2017-07-31,284
2017-08-01,284
2017-08-02,291
2017-08-03,291
2017-08-04,291
2017-08-05,291
2017-08-06,291
2017-08-09,289
2017-08-10,289
2017-08-11,292
2017-08-12,292
2017-08-13,293
2017-08-14,293
2017-08-15,301
2017-08-17,304
2017-08-18,304
2017-08-19,304
2017-08-20,298
2017-08-22,284
2017-08-23,284
2017-08-24,273
2017-08-25,273
2017-08-26,274
2017-08-27,274
2017-08-28,268
2017-08-29,268
2017-08-30,255
2017-08-31,255
2017-09-01,255
2017-09-02,242
2017-09-03,242
2017-09-04,242
2017-09-05,237
2017-09-06,237
2017-09-07,237
2017-09-08,237
2017-09-09,238
2017-09-10,238
2017-09-11,230
2017-09-12,230
2017-09-13,225
2017-09-14,225
2017-09-15,224
2017-09-16,224
2017-09-17,229
2017-09-19,229
2017-09-20,234
2017-09-21,234
2017-09-22,240
2017-09-23,240
2017-09-24,240
2017-09-25,242
2017-09-26,242
2017-09-27,242
2017-09-28,244
2017-09-29,244
2017-09-30,245
2017-10-01,245
2017-10-02,248
2017-10-03,248
2017-10-04,248
2017-10-05,245
2017-10-06,245
2017-10-07,244
2017-10-08,244
2017-10-09,249
2017-10-10,249
2017-10-11,249
2017-10-12,249
2017-10-13,249
2017-10-14,243
2017-10-15,243
2017-10-16,246
2017-10-17,246
2017-10-18,249
2017-10-19,249
2017-10-20,249
2017-10-21,258
2017-10-22,258
2017-10-23,257
2017-10-24,257
2017-10-25,264
2017-10-26,264
2017-10-27,273
2017-10-28,273
2017-10-29,282
2017-10-30,282
2017-10-31,292
2017-11-01,292
2017-11-02,292
2017-11-03,298
2017-11-04,288
2017-11-05,288
2017-11-06,293
2017-11-07,293
2017-11-08,287
2017-11-09,287
2017-11-10,292
2017-11-11,292
2017-11-12,292
2017-11-13,292
2017-11-14,293
2017-11-15,293
2017-11-16,297
2017-11-17,297
2017-11-18,297
2017-11-19,293
2017-11-20,293
2017-11-21,291
2017-11-22,291
2017-11-23,294
2017-11-24,294
2017-11-25,296
2017-11-26,296
2017-11-27,296
2017-11-28,296
2017-11-29,296
2017-11-30,296
2017-12-01,291
2017-12-02,291
2017-12-03,288
2017-12-04,288
2017-12-05,282
2017-12-06,282
2017-12-07,292
2017-12-08,292
2017-12-09,292
2017-12-10,293
2017-12-11,293
2017-12-12,287
2017-12-14,289
2017-12-15,289
2017-12-16,293
2017-12-17,293
2017-12-18,296
2017-12-19,296
2017-12-20,296
2017-12-21,292
2017-12-22,292
2017-12-23,285
2017-12-24,285
2017-12-25,273
2017-12-26,273
2017-12-27,262
2017-12-28,262
2017-12-29,259
2017-12-30,254
2017-12-31,254
2018-01-01,256
2018-01-02,256
2018-01-03,252
2018-01-04,252
2018-01-05,246
2018-01-06,246
2018-01-07,241
2018-01-08,241
2018-01-09,240
2018-01-10,240
2018-01-11,248
2018-01-12,248
2018-01-13,251
2018-01-14,251
2018-01-15,253
2018-01-16,253
2018-01-17,246
2018-01-18,246
2018-01-19,250
2018-01-20,249
2018-01-21,249
2018-01-22,256
2018-01-23,255
2018-01-24,257
2018-01-25,257
2018-01-26,261
2018-01-27,271
2018-01-28,283
2018-01-29,297
2018-01-31,316
2018-02-01,316
2018-02-02,322
2018-02-03,311
2018-02-04,297
2018-02-05,292
2018-02-06,298
2018-02-07,295
2018-02-08,295
2018-02-09,300
2018-02-10,300
2018-02-11,306
2018-02-12,306
2018-02-13,315
2018-02-14,313
2018-02-15,316
2018-02-16,320
2018-02-17,316
2018-02-18,315
2018-02-19,317
2018-02-20,317
2018-02-21,317
2018-02-22,317
2018-02-23,316
2018-02-24,316
2018-02-25,319
2018-02-26,318
2018-02-27,310
2018-03-01,310
2018-03-02,310
2018-03-03,316
2018-03-04,316
2018-03-05,319
2018-03-06,317
2018-03-07,314
2018-03-08,319
2018-03-09,320
2018-03-10,317
2018-03-11,326
2018-03-12,326
2018-03-13,320
2018-03-14,324
2018-03-15,320
2018-03-16,320
2018-03-17,315
2018-03-18,318
2018-03-19,318
2018-03-20,317
2018-03-21,318
2018-03-23,319
2018-03-24,316
2018-03-26,305
2018-03-27,308
2018-03-28,308
2018-03-29,310
2018-03-30,316
2018-03-31,315
2018-04-01,316
2018-04-02,321
2018-04-03,324
2018-04-04,332
2018-04-05,332
2018-04-06,319
2018-04-08,308
2018-04-09,303
2018-04-10,300
2018-04-11,305
2018-04-12,296
2018-04-13,296
2018-04-14,289
2018-04-15,286
2018-04-16,286
2018-04-17,272
2018-04-18,272
2018-04-19,262
2018-04-20,258
2018-04-21,250
2018-04-22,250
2018-04-23,253
2018-04-24,253
2018-04-25,260
2018-04-26,260
2018-04-27,267
2018-04-28,272
2018-04-29,273
2018-04-30,287
2018-05-01,293
2018-05-02,293
2018-05-04,302
2018-05-05,305
2018-05-06,305
2018-05-07,307
2018-05-08,307
2018-05-09,306
2018-05-10,305
2018-05-11,305
2018-05-12,297
2018-05-13,297
2018-05-14,301
2018-05-15,301
2018-05-16,300
2018-05-17,300
2018-05-18,302
2018-05-19,313
2018-05-20,314
2018-05-21,314
2018-05-22,314
2018-05-23,304
2018-05-24,291
2018-05-25,291
2018-05-26,288
2018-05-27,288
2018-05-28,278
2018-05-29,281
2018-05-30,281
2018-05-31,283
2018-06-01,275
2018-06-02,269
2018-06-03,269
2018-06-04,272
2018-06-05,273
2018-06-06,270
2018-06-07,270
2018-06-08,270
2018-06-09,270
2018-06-10,281
2018-06-11,281
2018-06-12,283
2018-06-13,283
2018-06-14,277
2018-06-15,269
2018-06-16,265
2018-06-17,259
2018-06-18,261
2018-06-19,263
2018-06-20,263
2018-06-21,259
2018-06-22,261
2018-06-23,261
2018-06-24,261
2018-06-25,263
2018-06-26,271
2018-06-27,263
2018-06-28,249
2018-06-29,241
2018-06-30,242
2018-07-01,243
2018-07-02,243
2018-07-03,244
2018-07-04,251
2018-07-05,251
2018-07-06,254
2018-07-07,249
2018-07-08,252
2018-07-09,259
2018-07-10,266
2018-07-11,264
2018-07-12,264
2018-07-13,262
2018-07-14,260
2018-07-15,260
2018-07-16,258
2018-07-17,251
2018-07-18,247
2018-07-19,247
2018-07-20,236
2018-07-21,226
2018-07-22,218
2018-07-23,220
2018-07-24,215
2018-07-25,209
2018-07-26,207
2018-07-27,198
2018-07-28,198
2018-07-29,188
2018-07-30,180
2018-07-31,179
2018-08-01,179
2018-08-02,182
2018-08-03,187
2018-08-04,187
2018-08-05,192
2018-08-06,193
2018-08-07,198
2018-08-08,200
2018-08-09,200
2018-08-10,197
2018-08-11,196
2018-08-12,197
2018-08-14,202
2018-08-16,201
2018-08-17,201
2018-08-18,201
2018-08-19,205
2018-08-20,212
2018-08-21,215
2018-08-22,218
2018-08-23,211
2018-08-24,210
2018-08-25,210
2018-08-26,207
2018-08-27,203
2018-08-28,205
2018-08-29,207
2018-08-30,210
2018-08-31,213
2018-09-01,215
2018-09-02,215
2018-09-03,217
2018-09-04,218
2018-09-05,217
2018-09-06,217
2018-09-07,221
2018-09-08,226
2018-09-09,229
2018-09-10,231
2018-09-11,236
2018-09-12,244
2018-09-13,242
2018-09-14,244
2018-09-15,250
2018-09-16,250
2018-09-17,256
2018-09-18,263
2018-09-19,273
2018-09-20,282
2018-09-21,290
2018-09-22,288
2018-09-23,294
2018-09-24,295
2018-09-25,295
2018-09-26,296
2018-09-27,295
2018-09-28,292
2018-09-29,295
2018-09-30,307
2018-10-02,310
2018-10-03,314
2018-10-04,314
2018-10-05,301
2018-10-06,296
2018-10-07,290
2018-10-08,279
2018-10-09,277
2018-10-10,283
2018-10-11,285
2018-10-12,274
2018-10-13,272
2018-10-14,271
2018-10-15,270
2018-10-16,271
2018-10-17,274
2018-10-18,284
2018-10-19,296
2018-10-20,296
2018-10-21,305
2018-10-22,315
2018-10-23,327
2018-10-24,330
2018-10-25,328
2018-10-26,328
2018-10-27,314
2018-10-28,315
2018-10-29,305
2018-10-30,296
2018-10-31,285
2018-11-01,274
2018-11-03,250
2018-11-04,240
2018-11-05,231
2018-11-06,220
2018-11-07,217
2018-11-08,217
2018-11-09,225
2018-11-10,225
2018-11-11,227
2018-11-12,226
2018-11-13,231
2018-11-15,236
2018-11-16,238
2018-11-17,239
2018-11-18,247
2018-11-19,250
2018-11-20,253
2018-11-21,257
2018-11-22,262
2018-11-23,267
2018-11-24,276
2018-11-25,285
2018-11-26,294
2018-11-27,295
2018-11-28,296
2018-11-29,305
2018-12-01,308
2018-12-02,314
2018-12-03,316
2018-12-04,318
2018-12-05,310
2018-12-07,317
2018-12-09,307
2018-12-10,298
2018-12-11,292
2018-12-12,289
2018-12-13,282
2018-12-14,278
2018-12-15,268
2018-12-16,264
2018-12-17,259
2018-12-18,259
2018-12-19,260
2018-12-20,265
2018-12-21,266
2018-12-22,263
2018-12-23,259
2018-12-24,263
2018-12-25,267
2018-12-26,272
2018-12-27,273
2018-12-28,278
2018-12-29,279
2018-12-30,287
2018-12-31,295
2019-01-01,297
2019-01-02,307
2019-01-03,315
2019-01-04,317
2019-01-05,320
2019-01-06,319
2019-01-08,303
2019-01-10,288
2019-01-11,282
2019-01-12,276
2019-01-13,270
2019-01-14,263
2019-01-15,262
2019-01-16,259
2019-01-17,261
2019-01-18,256
2019-01-19,249
2019-01-20,238
2019-01-22,219
2019-01-23,218
2019-01-24,219
2019-01-25,213
2019-01-26,217
2019-01-27,219
2019-01-28,226
2019-01-29,227
2019-01-30,225
2019-01-31,222
2019-02-01,224
2019-02-02,234
2019-02-03,230
2019-02-04,227
2019-02-05,223
2019-02-06,227
2019-02-07,229
2019-02-08,233
2019-02-09,237
2019-02-10,240
2019-02-11,241
2019-02-12,243
2019-02-13,245
2019-02-14,249
2019-02-15,251
2019-02-16,252
2019-02-17,248
2019-02-18,243
2019-02-19,236
2019-02-20,230
2019-02-21,225
2019-02-22,220
2019-02-23,217
2019-02-24,219
2019-02-25,224
2019-02-26,230
2019-02-27,234
2019-02-28,231
2019-03-01,233
2019-03-02,237
2019-03-03,241
2019-03-04,246
2019-03-05,241
2019-03-06,243
2019-03-07,247
2019-03-08,250
2019-03-09,256
2019-03-10,259
2019-03-11,252
2019-03-12,254
2019-03-13,259
2019-03-14,258
2019-03-15,250
2019-03-16,249
2019-03-17,246
2019-03-18,240
2019-03-19,236
2019-03-20,229
2019-03-21,220
2019-03-22,209
2019-03-23,207
2019-03-24,207
2019-03-25,211
2019-03-26,209
2019-03-27,210
2019-03-28,212
2019-03-29,212
2019-03-30,211
2019-03-31,214
2019-04-01,214
2019-04-02,215
2019-04-03,216
2019-04-04,210
2019-04-05,211
2019-04-06,206
2019-04-07,205
2019-04-08,198
2019-04-09,194
2019-04-10,190
2019-04-11,189
2019-04-12,191
2019-04-13,195
2019-04-14,198
2019-04-15,202
2019-04-16,205
2019-04-17,203
2019-04-18,192
2019-04-19,183
2019-04-20,185
2019-04-21,187
2019-04-22,192
2019-04-23,193
2019-04-24,194
2019-04-25,201
2019-04-26,207
2019-04-27,211
2019-04-28,200
2019-04-29,196
2019-04-30,192
2019-05-01,191
2019-05-02,185
2019-05-03,183
2019-05-04,180
2019-05-05,172
2019-05-06,168
2019-05-07,164
2019-05-08,163
2019-05-09,162
2019-05-10,160
2019-05-11,158
2019-05-12,157
2019-05-13,158
2019-05-14,161
2019-05-15,165
2019-05-16,167
2019-05-17,169
2019-05-18,167
2019-05-19,171
2019-05-20,173
2019-05-21,175
2019-05-22,178
2019-05-23,174
2019-05-24,172
2019-05-25,170
2019-05-26,173
2019-05-27,173
2019-05-28,172
2019-05-29,174
2019-05-30,168
2019-05-31,167
2019-06-01,168
2019-06-02,170
2019-06-03,175
2019-06-04,175
2019-06-05,175
2019-06-06,179
2019-06-07,184
2019-06-08,189
2019-06-09,194
2019-06-10,194
2019-06-11,201
2019-06-12,206
2019-06-13,212
2019-06-14,222
2019-06-15,230
2019-06-16,238
2019-06-17,238
2019-06-18,246
2019-06-19,243
2019-06-20,247
2019-06-21,254
2019-06-22,247
2019-06-23,247
2019-06-24,249
2019-06-25,245
2019-06-26,248
2019-06-27,247
2019-06-28,247
2019-06-29,245
2019-06-30,233
2019-07-01,222
2019-07-02,215
2019-07-03,211
2019-07-04,210
2019-07-05,208
2019-07-06,201
2019-07-07,202
2019-07-08,201
2019-07-09,203
2019-07-10,201
2019-07-11,198
2019-07-12,195
2019-07-13,192
2019-07-14,192
2019-07-15,190
2019-07-16,188
2019-07-17,191
2019-07-18,191
2019-07-19,193
2019-07-20,188
2019-07-21,189
2019-07-22,183
2019-07-23,180
2019-07-24,181
2019-07-25,184
2019-07-26,187
2019-07-27,189
2019-07-28,190
2019-07-29,190
2019-07-30,189
2019-07-31,189
2019-08-01,193
2019-08-02,198
2019-08-03,200
2019-08-04,197
2019-08-05,196
2019-08-06,194
2019-08-07,196
2019-08-08,194
2019-08-09,199
2019-08-10,197
2019-08-11,192
2019-08-12,191
2019-08-13,189
2019-08-14,194
2019-08-15,191
2019-08-16,194
2019-08-17,194
2019-08-18,196
2019-08-19,195
2019-08-20,203
2019-08-21,208
2019-08-22,214
2019-08-23,213
2019-08-24,207
2019-08-24,207
2019-08-25,202
2019-08-25,202
2019-08-26,199
2019-08-26,199
2019-08-27,202
2019-08-27,202
2019-08-28,206
2019-08-29,215
2019-08-30,221
2019-08-31,221
2019-09-01,222
2019-09-02,222
2019-09-03,227
2019-09-04,238
2019-09-05,245
2019-09-06,253
