date_obj,Magic%20cape%20rack%20(flatpack) price
2015-08-23,10360
2015-08-24,10360
2015-08-25,10360
2015-08-26,10360
2015-08-27,10360
2015-08-28,10360
2015-08-29,10360
2015-08-30,10360
2015-08-31,10360
2015-09-02,10360
2015-09-07,10360
2015-09-08,10360
2015-09-10,10360
2015-09-14,10360
2015-09-16,10360
2015-09-22,10803
2015-09-23,10803
2015-09-24,10803
2015-09-25,10803
2015-09-27,10803
2015-09-28,10803
2015-09-29,10803
2015-09-30,10803
2015-10-05,10803
2015-10-06,10803
2015-10-07,10803
2015-10-08,10803
2015-10-09,10803
2015-10-10,10803
2015-10-11,10803
2015-10-12,10803
2015-10-13,10803
2015-10-14,10803
2015-10-15,10803
2015-10-16,10803
2015-10-17,10803
2015-10-18,10803
2015-10-19,10803
2015-10-20,10803
2015-10-22,10803
2015-10-23,10803
2015-10-24,10803
2015-10-25,10803
2015-10-26,10803
2015-10-27,10803
2015-10-29,10803
2015-10-30,10803
2015-10-31,10803
2015-11-01,10803
2015-11-02,10803
2015-11-03,10803
2015-11-04,10803
2015-11-05,10803
2015-11-06,10803
2015-11-07,10803
2015-11-08,10803
2015-11-09,10803
2015-11-10,10803
2015-11-11,10803
2015-11-12,10803
2015-11-13,10803
2015-11-14,10803
2015-11-15,10803
2015-11-16,10803
2015-11-17,10803
2015-11-18,10803
2015-11-19,10803
2015-11-20,10803
2015-11-21,10803
2015-11-22,10803
2015-11-23,10803
2015-11-24,10803
2015-11-25,10803
2015-11-26,10803
2015-11-27,10803
2015-11-28,10803
2015-11-29,10803
2015-11-30,10803
2015-12-01,10803
2015-12-02,10803
2015-12-03,10803
2015-12-04,10803
2015-12-05,10803
2015-12-06,10803
2015-12-07,10803
2015-12-08,10803
2015-12-09,10803
2015-12-10,10803
2015-12-11,10803
2015-12-12,10803
2015-12-13,10803
2015-12-14,11264
2015-12-15,11264
2015-12-16,11264
2015-12-17,11264
2015-12-18,11264
2015-12-19,11264
2015-12-20,11264
2015-12-21,11264
2015-12-22,11264
2015-12-23,11264
2015-12-24,11264
2015-12-25,11264
2015-12-26,11264
2015-12-27,11264
2015-12-28,11264
2015-12-29,11264
2015-12-30,11264
2015-12-31,11264
2016-01-01,11264
2016-01-02,11264
2016-01-03,11264
2016-01-04,11264
2016-01-05,11264
2016-01-06,11264
2016-01-07,11264
2016-01-08,11264
2016-01-09,11264
2016-01-10,11264
2016-01-11,11264
2016-01-12,11264
2016-01-13,11264
2016-01-14,11264
2016-01-15,11264
2016-01-16,11264
2016-01-17,11264
2016-01-18,11264
2016-01-19,11264
2016-01-20,11264
2016-01-21,11264
2016-01-22,11264
2016-01-23,11264
2016-01-24,11264
2016-01-25,11264
2016-01-26,11264
2016-01-27,11264
2016-01-28,11264
2016-01-29,11264
2016-01-30,11264
2016-01-31,11264
2016-02-01,11264
2016-02-02,11264
2016-02-03,11264
2016-02-04,11264
2016-02-05,11264
2016-02-06,11264
2016-02-07,11264
2016-02-08,11264
2016-02-09,11264
2016-02-10,11264
2016-02-11,11264
2016-02-12,11264
2016-02-13,11264
2016-02-14,11264
2016-02-15,11264
2016-02-16,11264
2016-02-17,11264
2016-02-18,11264
2016-02-19,11264
2016-02-20,11264
2016-02-21,11264
2016-02-22,11264
2016-02-23,11264
2016-02-24,11264
2016-02-25,11264
2016-02-26,11264
2016-02-27,11264
2016-02-28,11805
2016-02-29,11805
2016-03-01,11805
2016-03-02,11805
2016-03-03,11805
2016-03-04,11805
2016-03-05,11805
2016-03-06,11805
2016-03-07,11805
2016-03-08,11805
2016-03-09,11805
2016-03-10,11805
2016-03-11,11805
2016-03-12,11805
2016-03-13,11805
2016-03-14,11805
2016-03-15,11805
2016-03-16,11805
2016-03-17,11805
2016-03-18,11805
2016-03-19,11805
2016-03-20,11805
2016-03-21,11805
2016-03-22,11805
2016-03-23,11805
2016-03-24,11805
2016-03-25,11805
2016-03-26,11805
2016-03-27,11805
2016-03-28,11805
2016-03-29,11805
2016-03-30,11805
2016-03-31,11805
2016-04-01,11805
2016-04-02,11805
2016-04-03,11805
2016-04-04,11805
2016-04-05,11805
2016-04-06,11805
2016-04-07,11805
2016-04-08,11805
2016-04-09,11805
2016-04-10,11805
2016-04-11,11805
2016-04-12,11805
2016-04-13,11805
2016-04-14,11805
2016-04-15,11805
2016-04-16,11805
2016-04-17,11805
2016-04-18,11805
2016-04-19,11805
2016-04-20,11805
2016-04-21,11805
2016-04-22,11805
2016-04-23,11805
2016-04-24,11805
2016-04-25,11805
2016-04-26,11805
2016-04-27,11805
2016-04-28,11805
2016-04-29,11805
2016-04-30,11805
2016-05-01,11805
2016-05-02,11805
2016-05-03,11805
2016-05-04,11805
2016-05-05,11805
2016-05-06,11805
2016-05-07,11805
2016-05-08,11805
2016-05-09,11805
2016-05-10,11805
2016-05-11,11805
2016-05-12,11805
2016-05-13,12331
2016-05-14,12331
2016-05-15,12331
2016-05-16,12331
2016-05-17,12331
2016-05-18,12331
2016-05-19,12331
2016-05-22,12331
2016-05-23,12331
2016-05-24,12331
2016-05-25,12331
2016-05-26,12331
2016-05-27,12331
2016-05-28,12331
2016-05-29,12331
2016-05-30,12331
2016-05-31,12331
2016-06-01,12331
2016-06-02,12331
2016-06-03,12331
2016-06-04,12331
2016-06-05,12331
2016-06-06,12331
2016-06-07,12331
2016-06-08,12331
2016-06-09,12331
2016-06-10,12331
2016-06-11,12331
2016-06-12,12331
2016-06-13,12331
2016-06-14,12331
2016-06-15,12331
2016-06-16,12331
2016-06-17,12331
2016-06-18,12331
2016-06-19,12331
2016-06-20,12331
2016-06-21,12331
2016-06-22,12331
2016-06-23,12331
2016-06-24,12331
2016-06-25,12331
2016-06-26,12331
2016-06-27,12331
2016-06-28,12331
2016-06-29,12331
2016-06-30,12331
2016-07-01,12331
2016-07-02,12331
2016-07-03,12331
2016-07-04,12331
2016-07-05,12331
2016-07-06,12331
2016-07-07,12331
2016-07-08,12331
2016-07-09,12331
2016-07-10,12331
2016-07-11,12331
2016-07-12,12331
2016-07-13,12331
2016-07-14,12331
2016-07-15,12331
2016-07-16,12331
2016-07-17,12331
2016-07-18,12331
2016-07-23,12331
2016-07-24,12331
2016-07-25,12875
2016-07-26,12875
2016-07-27,12875
2016-07-28,12875
2016-07-29,12875
2016-07-30,12875
2016-07-31,12875
2016-08-01,12875
2016-08-02,12875
2016-08-03,12875
2016-08-04,12875
2016-08-05,12875
2016-08-06,12875
2016-08-07,12875
2016-08-08,12875
2016-08-09,12875
2016-08-10,12875
2016-08-11,12875
2016-08-12,12875
2016-08-13,12875
2016-08-14,12875
2016-08-15,12875
2016-08-16,12875
2016-08-17,12875
2016-08-18,12875
2016-08-19,12875
2016-08-20,12875
2016-08-21,12875
2016-08-22,12875
2016-08-23,12875
2016-08-24,12875
2016-08-25,12875
2016-08-26,12875
2016-08-28,12875
2016-08-31,12875
2016-09-01,12875
2016-09-02,12875
2016-09-03,12875
2016-09-04,12875
2016-09-05,12875
2016-09-06,12875
2016-09-07,12875
2016-09-08,12875
2016-09-09,12875
2016-09-10,12875
2016-09-11,12875
2016-09-12,12875
2016-09-13,12875
2016-09-14,12875
2016-09-15,12875
2016-09-16,12875
2016-09-17,12875
2016-09-18,12875
2016-09-19,12875
2016-09-20,12875
2016-09-21,12875
2016-09-22,12875
2016-09-23,12875
2016-09-24,12875
2016-09-25,12875
2016-09-26,12875
2016-09-27,12875
2016-09-28,12875
2016-09-29,12875
2016-09-30,12875
2016-10-01,13464
2016-10-02,13464
2016-10-03,13464
2016-10-04,13464
2016-10-05,13464
2016-10-06,13464
2016-10-07,13464
2016-10-08,13464
2016-10-09,13464
2016-10-10,13464
2016-10-11,13464
2016-10-12,13464
2016-10-13,13464
2016-10-14,13464
2016-10-15,13464
2016-10-16,13464
2016-10-17,13464
2016-10-18,13464
2016-10-19,13464
2016-10-20,13464
2016-10-21,13464
2016-10-22,13464
2016-10-23,13464
2016-10-24,13464
2016-10-25,13464
2016-10-26,13464
2016-10-27,13464
2016-10-28,13464
2016-10-29,13464
2016-10-30,13464
2016-10-31,13464
2016-11-01,13464
2016-11-02,13464
2016-11-03,13464
2016-11-04,13464
2016-11-05,13464
2016-11-06,13464
2016-11-07,13464
2016-11-08,13464
2016-11-09,13464
2016-11-10,13464
2016-11-11,13464
2016-11-12,13464
2016-11-13,13464
2016-11-14,13464
2016-12-07,14084
2016-12-08,14084
2016-12-09,14084
2016-12-10,14084
2016-12-11,14084
2016-12-12,14084
2016-12-13,14084
2016-12-14,14084
2016-12-15,14084
2016-12-16,14084
2016-12-17,14084
2016-12-18,14084
2016-12-19,14084
2016-12-20,14084
2016-12-21,14084
2016-12-22,14084
2016-12-23,14084
2016-12-24,14084
2016-12-25,14084
2016-12-26,14084
2016-12-27,14084
2016-12-28,14084
2016-12-29,14084
2016-12-30,14084
2016-12-31,14084
2017-01-01,14084
2017-01-02,14084
2017-01-03,14084
2017-01-04,14084
2017-01-05,14084
2017-01-06,14084
2017-01-07,14084
2017-01-08,14084
2017-01-09,14084
2017-01-10,14084
2017-01-11,14084
2017-01-12,14084
2017-01-13,14084
2017-01-14,14084
2017-01-15,14084
2017-01-16,14084
2017-01-17,14084
2017-01-18,14084
2017-01-19,14084
2017-01-20,14084
2017-01-21,14084
2017-01-22,14084
2017-01-27,14084
2017-01-28,14084
2017-01-29,14715
2017-01-30,14715
2017-01-31,14715
2017-02-01,14715
2017-02-02,14715
2017-02-03,14715
2017-02-04,14715
2017-02-05,14715
2017-02-06,14715
2017-02-07,14715
2017-02-08,14715
2017-02-09,14715
2017-02-10,14715
2017-02-11,14715
2017-02-12,14715
2017-02-13,14715
2017-02-14,14715
2017-02-15,14715
2017-02-16,14715
2017-02-18,14715
2017-02-19,14715
2017-02-20,14715
2017-02-21,14715
2017-02-22,14715
2017-02-23,14715
2017-02-24,14715
2017-02-25,14715
2017-02-26,14715
2017-02-27,14715
2017-02-28,14715
2017-03-01,14715
2017-03-02,14715
2017-03-03,14715
2017-03-04,14715
2017-03-05,14715
2017-03-06,14715
2017-03-07,14715
2017-03-08,14715
2017-03-09,14715
2017-03-10,14715
2017-03-11,14715
2017-03-12,14715
2017-03-13,14715
2017-03-14,14715
2017-03-15,14715
2017-03-16,14715
2017-03-17,14715
2017-03-18,14715
2017-03-19,14715
2017-03-20,14715
2017-03-21,14715
2017-03-22,14715
2017-03-23,14715
2017-03-24,14715
2017-03-25,14715
2017-03-26,14715
2017-03-27,15365
2017-03-28,15365
2017-03-29,15365
2017-03-30,15365
2017-03-31,15365
2017-04-01,15365
2017-04-02,15365
2017-04-03,15365
2017-04-04,15365
2017-04-12,15365
2017-04-13,15365
2017-04-14,15365
2017-04-15,15365
2017-04-16,15365
2017-04-17,15365
2017-04-18,15365
2017-04-19,15365
2017-04-20,15365
2017-04-21,15365
2017-04-22,15365
2017-04-23,15365
2017-04-24,15365
2017-04-25,15365
2017-04-26,15365
2017-04-27,15365
2017-04-28,15365
2017-04-29,15365
2017-04-30,15365
2017-05-01,15365
2017-05-02,15365
2017-05-03,15365
2017-05-04,15365
2017-05-05,15365
2017-05-06,15365
2017-05-07,15365
2017-05-08,15365
2017-05-09,15365
2017-05-10,15365
2017-05-11,15365
2017-05-12,15365
2017-05-13,15365
2017-05-14,15365
2017-05-15,15365
2017-05-16,16047
2017-05-17,16047
2017-05-18,16047
2017-05-19,16047
2017-05-20,16047
2017-05-21,16047
2017-05-22,16047
2017-05-23,16047
2017-05-24,16047
2017-05-25,16047
2017-05-26,16047
2017-05-27,16047
2017-05-28,16047
2017-05-29,16047
2017-05-30,16047
2017-05-31,16047
2017-06-01,16047
2017-06-02,16047
2017-06-03,16047
2017-06-06,16047
2017-06-07,16047
2017-06-08,16047
2017-06-09,16047
2017-06-10,16047
2017-06-11,16047
2017-06-12,16047
2017-06-13,16047
2017-06-14,16047
2017-06-15,16047
2017-06-16,16047
2017-06-17,16047
2017-06-18,16047
2017-06-19,16047
2017-06-20,16047
2017-06-21,16047
2017-06-22,16047
2017-06-23,16047
2017-06-24,16047
2017-06-25,16047
2017-06-26,16047
2017-06-27,16047
2017-06-28,16047
2017-06-29,16047
2017-06-30,16047
2017-07-01,16047
2017-07-02,16047
2017-07-03,16047
2017-07-04,16047
2017-07-05,16047
2017-07-06,16047
2017-07-07,16047
2017-07-08,16047
2017-07-13,16775
2017-07-14,16775
2017-07-15,16775
2017-07-16,16775
2017-07-17,16775
2017-07-18,16775
2017-07-19,16775
2017-07-20,16775
2017-07-21,16775
2017-07-22,16775
2017-07-23,16775
2017-07-24,16775
2017-07-25,16775
2017-07-26,16775
2017-07-27,16775
2017-07-28,16775
2017-07-29,16775
2017-07-30,16775
2017-07-31,16775
2017-08-01,16775
2017-08-02,16775
2017-08-03,16775
2017-08-04,16775
2017-08-05,16775
2017-08-06,16775
2017-08-09,16775
2017-08-10,16775
2017-08-11,16775
2017-08-12,16775
2017-08-13,16775
2017-08-14,16775
2017-08-15,16775
2017-08-16,16775
2017-08-17,16775
2017-08-18,16775
2017-08-19,16775
2017-08-20,16775
2017-08-21,16775
2017-08-22,16775
2017-08-23,16775
2017-08-24,16775
2017-08-25,16775
2017-08-26,16775
2017-08-27,16775
2017-08-28,16775
2017-08-29,16775
2017-08-30,17522
2017-08-31,17522
2017-09-01,17522
2017-09-02,17522
2017-09-03,17522
2017-09-04,17522
2017-09-05,17522
2017-09-06,17522
2017-09-07,17522
2017-09-08,17522
2017-09-09,17522
2017-09-10,17522
2017-09-11,17522
2017-09-12,17522
2017-09-13,17522
2017-09-14,17522
2017-09-15,17522
2017-09-16,17522
2017-09-17,17522
2017-09-19,17522
2017-09-20,17522
2017-09-21,17522
2017-09-22,17522
2017-09-23,17522
2017-09-24,17522
2017-09-25,17522
2017-09-26,17522
2017-09-27,17522
2017-09-28,17522
2017-09-29,17522
2017-09-30,17522
2017-10-01,17522
2017-10-02,17522
2017-10-03,17522
2017-10-04,17522
2017-10-05,17522
2017-10-06,17522
2017-10-07,17522
2017-10-08,17522
2017-10-09,17522
2017-10-10,17522
2017-10-11,17522
2017-10-12,17522
2017-10-13,17522
2017-10-14,17522
2017-10-15,17522
2017-10-16,17522
2017-10-17,17522
2017-10-18,17522
2017-10-19,18341
2017-10-20,18341
2017-10-21,18341
2017-10-22,18341
2017-10-23,18341
2017-10-24,18341
2017-10-25,18341
2017-10-26,18341
2017-10-27,18341
2017-10-28,18341
2017-10-29,18341
2017-10-30,18341
2017-10-31,18341
2017-11-01,18341
2017-11-02,18341
2017-11-03,18341
2017-11-04,18341
2017-11-05,18341
2017-11-06,18341
2017-11-07,18341
2017-11-08,18341
2017-11-09,18341
2017-11-10,18341
2017-11-11,18341
2017-11-12,18341
2017-11-13,18341
2017-11-14,18341
2017-11-15,18341
2017-11-16,18341
2017-11-17,18341
2017-11-18,18341
2017-11-19,18341
2017-11-20,18341
2017-11-21,18341
2017-11-22,18341
2017-11-23,18341
2017-11-24,18341
2017-11-25,18341
2017-11-26,18341
2017-11-27,18341
2017-11-28,18341
2017-11-29,18341
2017-11-30,18341
2017-12-01,18341
2017-12-02,18341
2017-12-03,18341
2017-12-04,18341
2017-12-05,19173
2017-12-06,19173
2017-12-07,19173
2017-12-08,19173
2017-12-09,19173
2017-12-10,19173
2017-12-11,19173
2017-12-12,19173
2017-12-14,19173
2017-12-15,19173
2017-12-16,19173
2017-12-17,19173
2017-12-18,19173
2017-12-19,19173
2017-12-20,19173
2017-12-21,19173
2017-12-22,19173
2017-12-23,19173
2017-12-24,19173
2017-12-25,19173
2017-12-26,19173
2017-12-27,19173
2017-12-28,19173
2017-12-29,19173
2017-12-30,19173
2017-12-31,19173
2018-01-01,19173
2018-01-02,19173
2018-01-03,19173
2018-01-04,19173
2018-01-05,19173
2018-01-06,19173
2018-01-07,19173
2018-01-08,19173
2018-01-09,19173
2018-01-10,19173
2018-01-11,19173
2018-01-12,19173
2018-01-13,19173
2018-01-14,19173
2018-01-15,19173
2018-01-16,19173
2018-01-17,19173
2018-01-18,20060
2018-01-19,20060
2018-01-20,20060
2018-01-21,20060
2018-01-22,20060
2018-01-23,20060
2018-01-25,20060
2018-01-26,20060
2018-01-27,20060
2018-01-28,20060
2018-01-29,20060
2018-01-31,20060
2018-02-01,20060
2018-02-02,20060
2018-02-03,20060
2018-02-04,20060
2018-02-05,20060
2018-02-06,20060
2018-02-07,20060
2018-02-08,20969
2018-02-09,20969
2018-02-10,20969
2018-02-11,20969
2018-02-12,20969
2018-02-13,20969
2018-02-14,20969
2018-02-15,20969
2018-02-16,20969
2018-02-17,20969
2018-02-18,20969
2018-02-19,20969
2018-02-20,20969
2018-02-21,20969
2018-02-22,20969
2018-02-23,20969
2018-02-24,20969
2018-02-25,20969
2018-02-26,21910
2018-02-27,21910
2018-02-28,21910
2018-03-01,21910
2018-03-02,21910
2018-03-03,21910
2018-03-04,21910
2018-03-05,21910
2018-03-06,21910
2018-03-07,21910
2018-03-08,21910
2018-03-09,21910
2018-03-10,21910
2018-03-11,21910
2018-03-12,21910
2018-03-13,21910
2018-03-14,21910
2018-03-15,21910
2018-03-16,21910
2018-03-17,21910
2018-03-18,21910
2018-03-19,21910
2018-03-20,21910
2018-03-21,21910
2018-03-23,22883
2018-03-24,22883
2018-03-26,22883
2018-03-27,22883
2018-03-28,22883
2018-03-29,22883
2018-03-30,22883
2018-03-31,22883
2018-04-01,22883
2018-04-02,22883
2018-04-03,22883
2018-04-04,22883
2018-04-05,22883
2018-04-06,22883
2018-04-07,22883
2018-04-08,22883
2018-04-09,22883
2018-04-10,22883
2018-04-11,22883
2018-04-12,23920
2018-04-13,23920
2018-04-14,23920
2018-04-15,23920
2018-04-16,23920
2018-04-17,23920
2018-04-18,23920
2018-04-19,23920
2018-04-20,23920
2018-04-21,23920
2018-04-22,23920
2018-04-23,23920
2018-04-24,23920
2018-04-25,23920
2018-04-26,23920
2018-04-27,23920
2018-04-28,23920
2018-04-29,23920
2018-04-30,23920
2018-05-01,23920
2018-05-04,25060
2018-05-05,25060
2018-05-06,25060
2018-05-07,25060
2018-05-08,25060
2018-05-09,25060
2018-05-10,25060
2018-05-11,25060
2018-05-12,25060
2018-05-13,25060
2018-05-14,25060
2018-05-15,25060
2018-05-16,25060
2018-05-17,25060
2018-05-18,25060
2018-05-19,25060
2018-05-20,25060
2018-05-21,26133
2018-05-22,26133
2018-05-23,26133
2018-05-24,26133
2018-05-25,26133
2018-05-26,26133
2018-05-27,26133
2018-05-28,26133
2018-05-29,26133
2018-05-30,26133
2018-05-31,26133
2018-06-01,26133
2018-06-02,26133
2018-06-03,26133
2018-06-04,26133
2018-06-05,26133
2018-06-06,26133
2018-06-07,26133
2018-06-08,26133
2018-06-09,26133
2018-06-10,26133
2018-06-11,26133
2018-06-12,27336
2018-06-13,27336
2018-06-14,27336
2018-06-15,27336
2018-06-16,27336
2018-06-17,27336
2018-06-18,27336
2018-06-19,27336
2018-06-20,27336
2018-06-21,27336
2018-06-22,27336
2018-06-23,27336
2018-06-24,27336
2018-06-25,27336
2018-06-26,27336
2018-06-27,27336
2018-06-28,27336
2018-06-29,27336
2018-06-30,27336
2018-07-01,28521
2018-07-02,28521
2018-07-03,28521
2018-07-04,28521
2018-07-05,28521
2018-07-06,28521
2018-07-07,28521
2018-07-08,28521
2018-07-09,28521
2018-07-10,28521
2018-07-11,28521
2018-07-12,28521
2018-07-13,28521
2018-07-14,28521
2018-07-15,28521
2018-07-16,28521
2018-07-17,28521
2018-07-18,28521
2018-07-19,28521
2018-07-20,28521
2018-07-21,28521
2018-07-22,28521
2018-07-23,28521
2018-07-24,28521
2018-07-25,28521
2018-07-26,28521
2018-07-27,28521
2018-07-28,28521
2018-07-29,29772
2018-07-30,29772
2018-07-31,29772
2018-08-01,29772
2018-08-02,29772
2018-08-03,29772
2018-08-04,29772
2018-08-05,29772
2018-08-06,29772
2018-08-07,29772
2018-08-08,29772
2018-08-09,29772
2018-08-10,29772
2018-08-11,29772
2018-08-12,29772
2018-08-14,31068
2018-08-16,31068
2018-08-17,31068
2018-08-18,31068
2018-08-19,31068
2018-08-20,31068
2018-08-21,31068
2018-08-22,31068
2018-08-23,31068
2018-08-24,31068
2018-08-25,31068
2018-08-26,31068
2018-08-27,31068
2018-08-28,31068
2018-08-29,31068
2018-08-30,31068
2018-08-31,31068
2018-09-01,32422
2018-09-02,32422
2018-09-03,32422
2018-09-04,32422
2018-09-05,32422
2018-09-06,32422
2018-09-07,32422
2018-09-08,32422
2018-09-09,32422
2018-09-10,32422
2018-09-11,32422
2018-09-12,32422
2018-09-13,32422
2018-09-14,32422
2018-09-15,32422
2018-09-16,32422
2018-09-17,32422
2018-09-18,32422
2018-09-19,33828
2018-09-20,33828
2018-09-21,33828
2018-09-22,33828
2018-09-23,33828
2018-09-24,33828
2018-09-25,33828
2018-09-26,33828
2018-09-27,33828
2018-09-28,33828
2018-09-29,33828
2018-09-30,33828
2018-10-02,33828
2018-10-03,33828
2018-10-04,33828
2018-10-05,35385
2018-10-06,35385
2018-10-07,35385
2018-10-08,35385
2018-10-09,35385
2018-10-10,35385
2018-10-11,35385
2018-10-12,35385
2018-10-13,35385
2018-10-14,35385
2018-10-15,35385
2018-10-16,35385
2018-10-17,35385
2018-10-18,35385
2018-10-19,36783
2018-10-20,36783
2018-10-21,36783
2018-10-22,36783
2018-10-23,36783
2018-10-24,36783
2018-10-25,36783
2018-10-26,36783
2018-10-27,36783
2018-10-28,36783
2018-10-29,36783
2018-10-30,36783
2018-10-31,36783
2018-11-01,36783
2018-11-03,38478
2018-11-04,38478
2018-11-05,38478
2018-11-06,38478
2018-11-07,38478
2018-11-08,38478
2018-11-09,38478
2018-11-10,38478
2018-11-11,40139
2018-11-12,40139
2018-11-13,40139
2018-11-14,40139
2018-11-15,40139
2018-11-16,40139
2018-11-17,40139
2018-11-18,40139
2018-11-19,40139
2018-11-20,40139
2018-11-21,41815
2018-11-22,41815
2018-11-23,41815
2018-11-24,41815
2018-11-25,41815
2018-11-26,41815
2018-11-27,41815
2018-11-28,41815
2018-11-29,41815
2018-12-01,43550
2018-12-02,43550
2018-12-03,43550
2018-12-04,43550
2018-12-05,43550
2018-12-07,43550
2018-12-09,43550
2018-12-10,43550
2018-12-11,43550
2018-12-12,43550
2018-12-13,45104
2018-12-14,45104
2018-12-15,45104
2018-12-16,45104
2018-12-17,45104
2018-12-18,45104
2018-12-19,45104
2018-12-20,45104
2018-12-21,45104
2018-12-22,45104
2018-12-23,45104
2018-12-24,47076
2018-12-25,47076
2018-12-26,47076
2018-12-27,47076
2018-12-28,47076
2018-12-29,47076
2018-12-30,47076
2018-12-31,47076
2019-01-01,47076
2019-01-02,47076
2019-01-03,49158
2019-01-04,49158
2019-01-05,49158
2019-01-06,49158
2019-01-08,49158
2019-01-10,49158
2019-01-11,49158
2019-01-12,49158
2019-01-13,49158
2019-01-14,49158
2019-01-15,51266
2019-01-16,51266
2019-01-17,51266
2019-01-18,51266
2019-01-19,51266
2019-01-20,51266
2019-01-21,51266
2019-01-22,51266
2019-01-23,51266
2019-01-24,51266
2019-01-25,51266
2019-01-26,51266
2019-01-28,53551
2019-01-29,53551
2019-01-30,53551
2019-01-31,53551
2019-02-01,53551
2019-02-02,53551
2019-02-03,53551
2019-02-04,53551
2019-02-05,53551
2019-02-06,53551
2019-02-07,56020
2019-02-08,56020
2019-02-09,56020
2019-02-10,56020
2019-02-11,56020
2019-02-12,56020
2019-02-13,56020
2019-02-14,56020
2019-02-15,56020
2019-02-16,56020
2019-02-17,56020
2019-02-18,56020
2019-02-19,56020
2019-02-20,58573
2019-02-21,58573
2019-02-22,58573
2019-02-23,58573
2019-02-24,58573
2019-02-25,58573
2019-02-26,58573
2019-02-27,58573
2019-02-28,58573
2019-03-01,58573
2019-03-02,58573
2019-03-03,58573
2019-03-04,58573
2019-03-05,58573
2019-03-06,58573
2019-03-07,58573
2019-03-08,58573
2019-03-09,58573
2019-03-10,58573
2019-03-11,58573
2019-03-12,61158
2019-03-13,61158
2019-03-14,61158
2019-03-15,61158
2019-03-16,61158
2019-03-17,61158
2019-03-18,61158
2019-03-19,61158
2019-03-20,61158
2019-03-21,61158
2019-03-22,61158
2019-03-23,61158
2019-03-24,63912
2019-03-25,63912
2019-03-26,63912
2019-03-27,63912
2019-03-28,63912
