date_obj,Black%20platebody%20(h2) price
2019-04-11,48000
2019-04-11,48000
2019-04-12,48018
2019-04-13,48018
2019-04-14,47173
2019-04-15,47173
2019-04-16,45107
2019-04-17,45107
2019-04-18,42994
2019-04-19,42994
2019-04-20,41052
2019-04-21,41052
2019-04-22,39286
2019-04-23,37560
2019-04-24,37560
2019-04-25,35834
2019-04-26,35834
2019-04-27,34295
2019-04-28,34295
2019-04-29,32660
2019-04-30,31155
2019-05-01,31155
2019-05-02,29706
2019-05-03,29706
2019-05-04,28462
2019-05-05,28462
2019-05-06,28462
2019-05-07,27322
2019-05-08,27322
2019-05-09,26092
2019-05-10,26092
2019-05-11,26092
2019-05-12,24909
2019-05-13,24909
2019-05-14,23770
2019-05-15,23770
2019-05-16,23770
2019-05-17,22754
2019-05-18,22754
2019-05-19,21761
2019-05-20,21761
2019-05-21,20824
2019-05-22,20824
2019-05-23,20824
2019-05-24,19940
2019-05-25,19940
2019-05-26,19940
2019-05-27,19075
2019-05-28,19075
2019-05-29,19075
2019-05-30,18209
2019-05-31,18209
2019-06-01,18209
2019-06-02,18209
2019-06-03,17427
2019-06-04,17427
2019-06-05,17427
2019-06-06,16652
2019-06-07,16652
2019-06-08,16652
2019-06-09,16652
2019-06-10,16652
2019-06-11,15938
2019-06-12,15938
2019-06-13,15938
2019-06-14,15938
2019-06-15,15248
2019-06-16,15248
2019-06-17,15248
2019-06-18,15248
2019-06-19,15248
2019-06-20,14577
2019-06-21,14577
2019-06-22,14577
2019-06-23,14577
2019-06-24,14577
2019-06-25,13896
2019-06-26,13896
2019-06-27,13896
2019-06-28,13896
2019-06-29,13271
2019-06-30,13271
2019-07-01,13271
2019-07-02,12691
2019-07-03,12691
2019-07-04,12691
2019-07-05,12691
2019-07-06,12153
2019-07-07,12153
2019-07-08,12153
2019-07-09,12153
2019-07-10,11596
2019-07-11,11596
2019-07-12,11596
2019-07-13,11596
2019-07-14,11596
2019-07-15,11087
2019-07-16,11087
2019-07-17,11087
2019-07-18,11087
2019-07-19,10585
2019-07-20,10585
2019-07-21,10585
2019-07-22,10585
2019-07-23,10102
2019-07-24,10102
2019-07-25,10102
2019-07-26,10102
2019-07-27,10102
2019-07-28,10102
2019-07-29,9644
2019-07-30,9644
2019-07-31,9644
2019-08-01,9644
2019-08-02,9238
2019-08-03,9238
2019-08-04,9238
2019-08-05,9238
2019-08-06,9238
2019-08-07,8844
2019-08-08,8844
2019-08-09,8844
2019-08-10,8844
2019-08-11,8844
2019-08-12,8500
2019-08-13,8500
2019-08-14,8500
2019-08-15,8500
2019-08-16,8130
2019-08-17,8130
2019-08-18,8130
2019-08-19,8130
2019-08-20,7771
2019-08-21,7771
2019-08-22,7771
2019-08-23,7771
2019-08-24,7419
2019-08-24,7419
2019-08-25,7419
2019-08-25,7419
2019-08-26,7419
2019-08-26,7419
2019-08-27,7419
2019-08-27,7419
2019-08-28,7419
2019-08-29,7419
2019-08-30,7088
2019-08-31,7088
2019-09-01,7088
2019-09-02,7088
2019-09-03,6749
2019-09-04,6749
2019-09-05,6749
2019-09-06,6749
2019-09-07,6487
2019-09-08,6487
2019-09-09,6487
2019-09-10,6487
2019-09-11,6487
2019-09-12,6222
2019-09-13,6222
2019-09-14,6222
2019-09-15,6222
2019-09-16,6222
2019-09-17,6222
2019-09-18,6054
2019-09-19,6054
2019-09-20,6054
2019-09-21,6054
2019-09-22,6054
2019-09-23,5897
2019-09-24,5897
2019-09-25,5897
2019-09-26,5897
2019-09-27,5897
2019-09-28,5897
2019-09-29,5897
2019-09-30,5858
2019-10-01,5858
2019-10-02,5858
2019-10-03,5858
2019-10-04,5858
2019-10-05,5858
2019-10-06,5641
2019-10-07,5641
2019-10-08,5641
2019-10-09,5641
2019-10-10,5641
2019-10-11,5641
2019-10-12,5641
2019-10-13,5461
2019-10-14,5461
2019-10-15,5461
2019-10-16,5461
2019-10-17,5461
2019-10-18,5461
2019-10-19,5330
2019-10-20,5330
2019-10-21,5330
2019-10-22,5330
2019-10-23,5330
2019-10-24,5330
2019-10-25,5330
2019-10-26,5076
2019-10-27,5076
2019-10-28,5076
2019-10-29,5076
2019-10-30,5076
2019-10-31,5076
2019-11-01,4852
2019-11-02,4852
2019-11-03,4852
2019-11-04,4852
2019-11-05,4852
2019-11-06,4852
2019-11-07,4665
2019-11-08,4665
2019-11-09,4665
2019-11-10,4665
2019-11-11,4665
2019-11-12,4665
2019-11-13,4665
2019-11-14,4498
2019-11-15,4498
2019-11-16,4498
2019-11-17,4498
2019-11-18,4498
2019-11-19,4498
2019-11-20,4498
2019-11-21,4443
2019-11-22,4443
2019-11-23,4443
2019-11-24,4443
2019-11-25,4443
2019-11-26,4443
2019-11-27,4443
2019-11-28,4503
2019-11-29,4503
2019-11-30,4503
2019-12-01,4503
2019-12-02,4503
2019-12-03,4503
2019-12-04,4503
2019-12-05,4503
2019-12-06,4503
2019-12-07,4407
2019-12-08,4407
2019-12-09,4407
2019-12-10,4407
2019-12-11,4407
2019-12-12,4407
2019-12-13,4407
2019-12-14,4598
2019-12-15,4598
2019-12-16,4598
2019-12-17,4598
2019-12-18,4598
2019-12-19,4598
