date_obj,Black%20platebody%20(h2) price
2019-12-20,4598
2019-12-21,4547
2019-12-22,4547
2019-12-23,4547
2019-12-24,4547
2019-12-25,4547
2019-12-26,4547
2019-12-27,4394
2019-12-28,4394
2019-12-29,4394
2019-12-30,4394
2019-12-31,4394
2020-01-01,4394
2020-01-02,4314
2020-01-03,4314
2020-01-04,4314
2020-01-05,4314
2020-01-06,4314
2020-01-07,4314
2020-01-08,4280
2020-01-09,4280
2020-01-10,4280
2020-01-11,4280
2020-01-12,4280
2020-01-13,4280
2020-01-14,4181
2020-01-15,4181
2020-01-16,4181
2020-01-17,4181
2020-01-18,4181
2020-01-19,4090
2020-01-20,4090
2020-01-21,4090
2020-01-22,4090
2020-01-23,4090
2020-01-24,4090
2020-01-25,4036
2020-01-26,4036
2020-01-27,4036
2020-01-28,4036
2020-01-29,4036
2020-01-30,4036
2020-01-31,4036
2020-02-01,3959
2020-02-02,3959
2020-02-03,3959
2020-02-04,3959
2020-02-05,3959
2020-02-06,3959
2020-02-07,3912
2020-02-08,3912
2020-02-09,3912
2020-02-10,3912
2020-02-11,3912
2020-02-12,3905
2020-02-13,3905
2020-02-14,3905
2020-02-15,3905
2020-02-16,3905
2020-02-17,3905
2020-02-18,3905
2020-02-19,3994
2020-02-20,3994
2020-02-21,3994
2020-02-22,3994
2020-02-23,3994
2020-02-24,3965
2020-02-25,3965
2020-02-26,3965
2020-02-27,3965
2020-02-28,3965
2020-02-29,3965
2020-03-01,3810
2020-03-02,3810
2020-03-03,3810
2020-03-04,3810
2020-03-05,3810
2020-03-06,3810
2020-03-07,3876
2020-03-08,3876
2020-03-09,3876
2020-03-10,3876
2020-03-11,3876
2020-03-12,3876
2020-03-13,3772
2020-03-14,3772
2020-03-15,3772
2020-03-16,3772
2020-03-17,3772
2020-03-18,3772
2020-03-19,3819
2020-03-20,3819
2020-03-21,3819
2020-03-22,3819
2020-03-23,3819
2020-03-24,4000
2020-03-25,4000
2020-03-26,4000
2020-03-27,4000
2020-03-28,4000
2020-03-29,4183
2020-03-30,4183
2020-03-31,4183
2020-04-01,4183
2020-04-02,4183
2020-04-03,4183
2020-04-04,4293
2020-04-05,4293
2020-04-06,4293
2020-04-07,4293
2020-04-08,4293
2020-04-09,4184
2020-04-10,4184
2020-04-11,4184
2020-04-12,4184
2020-04-13,4184
2020-04-14,4184
2020-04-15,4249
2020-04-16,4249
2020-04-17,4249
2020-04-18,4249
2020-04-19,4146
2020-04-20,4146
2020-04-21,4146
2020-04-22,4146
2020-04-23,4146
2020-04-24,4084
2020-04-25,4084
2020-04-26,4084
2020-04-27,4084
2020-04-28,3990
2020-04-29,3990
2020-04-30,3990
2020-05-01,3990
2020-05-02,3990
2020-05-03,3817
2020-05-04,3817
2020-05-05,3817
2020-05-06,3817
2020-05-07,3638
2020-05-08,3638
2020-05-09,3638
2020-05-10,3638
2020-05-11,3638
2020-05-12,3638
2020-05-13,3541
