date_obj,Ancient%20relic price
2018-02-07,16000000
2018-02-08,16000000
2018-02-09,15810610
2018-02-10,15810610
2018-02-11,15878270
2018-02-12,15898921
2018-02-13,15898921
2018-02-14,15909816
2018-02-15,15909816
2018-02-16,15892339
2018-02-17,15892339
2018-02-18,15870356
2018-02-19,15887904
2018-02-20,15887904
2018-02-21,15906450
2018-02-22,15906450
2018-02-23,15906450
2018-02-24,15906450
2018-02-25,15886637
2018-02-26,15886637
2018-02-27,15886637
2018-02-28,15886637
2018-03-01,15871141
2018-03-02,15871141
2018-03-03,15871141
2018-03-04,15777318
2018-03-05,15777318
2018-03-06,15821988
2018-03-07,15821988
2018-03-08,15821988
2018-03-09,15833343
2018-03-10,15833343
2018-03-11,15833343
2018-03-12,15857590
2018-03-13,15857590
2018-03-14,15857590
2018-03-15,15860386
2018-03-16,15860386
2018-03-17,15860386
2018-03-18,15873663
2018-03-19,15873663
2018-03-20,15873663
2018-03-21,15879053
2018-03-22,15879053
2018-03-23,15879053
2018-03-24,15886086
2018-03-25,15886086
2018-03-26,15886086
2018-03-27,15902809
2018-03-28,15902809
2018-03-29,15902809
2018-03-30,15895144
2018-03-31,15895144
2018-04-01,15895144
2018-04-02,15906547
2018-04-03,15906547
2018-04-04,15906547
2018-04-05,15815848
2018-04-06,15815848
2018-04-07,15815848
2018-04-08,15850411
2018-04-09,15850411
2018-04-10,15850411
2018-04-11,15878898
2018-04-12,15878898
2018-04-13,15878898
2018-04-14,15881441
2018-04-15,15881441
2018-04-16,15881441
2018-04-17,15898576
2018-04-18,15898576
2018-04-19,15898576
2018-04-20,15917589
2018-04-21,15917589
2018-04-22,15917589
2018-04-23,15911598
2018-04-24,15911598
2018-04-25,15911598
2018-04-26,15920211
2018-04-27,15920211
2018-04-28,15701628
2018-04-29,15701628
2018-04-30,15868060
2018-05-01,15868060
2018-05-02,15868060
2018-05-03,15891308
2018-05-04,15891308
2018-05-05,15891430
2018-05-06,15891430
2018-05-07,15891430
2018-05-08,15891430
2018-05-09,15906214
2018-05-10,15906214
2018-05-11,15913488
2018-05-12,15913488
2018-05-13,15913488
2018-05-14,15842718
2018-05-15,15842718
2018-05-16,15842718
2018-05-17,15825778
2018-05-18,15825778
2018-05-19,15859491
2018-05-20,15859491
2018-05-21,15870607
2018-05-22,15870607
2018-05-23,15850438
2018-05-24,15850438
2018-05-25,15850438
2018-05-26,15882844
2018-05-27,15882844
2018-05-28,15882844
2018-05-29,15858101
2018-05-30,15858101
2018-05-31,15858101
2018-06-01,15795675
2018-06-02,15795675
2018-06-03,15858661
2018-06-04,15858661
2018-06-05,15844012
2018-06-06,15844012
2018-06-07,15863631
2018-06-08,15863631
2018-06-09,15865363
2018-06-10,15865363
2018-06-11,15891499
2018-06-12,15891499
2018-06-13,15903108
2018-06-14,15903108
2018-06-15,15903136
2018-06-16,15903136
2018-06-17,15871377
2018-06-18,15871377
2018-06-19,15865445
2018-06-20,15865445
2018-06-21,15865445
2018-06-22,15871636
2018-06-23,15871636
2018-06-24,15871636
2018-06-25,15883352
2018-06-26,15883352
2018-06-27,15898952
2018-06-28,15898952
2018-06-29,15878500
2018-06-30,15878500
2018-07-01,15892995
2018-07-02,15892995
2018-07-03,15892995
2018-07-04,15905228
2018-07-05,15905228
2018-07-06,15913623
2018-07-07,15913623
2018-07-08,15913623
2018-07-09,15913124
2018-07-10,15913124
2018-07-11,15912373
2018-07-12,15912373
2018-07-13,15889434
2018-07-14,15889434
2018-07-15,15889434
2018-07-16,15878315
2018-07-17,15898398
2018-07-18,15898398
2018-07-19,15932303
2018-07-20,15932303
2018-07-21,15940982
2018-07-22,15940982
2018-07-23,15939875
2018-07-24,15939875
2018-07-25,15939875
2018-07-26,15942184
2018-07-27,15946039
2018-07-28,15946039
2018-07-29,15898410
2018-07-30,15898410
2018-07-31,15916613
2018-08-01,15916613
2018-08-02,15919900
2018-08-03,15919900
2018-08-04,15921069
2018-08-05,15921069
2018-08-06,15923702
2018-08-07,15923702
2018-08-08,15930086
2018-08-09,15930086
2018-08-10,15946166
2018-08-11,15946166
2018-08-12,15955119
2018-08-14,15960826
2018-08-16,15947853
2018-08-17,15941598
2018-08-18,15941598
2018-08-19,15941208
2018-08-20,15941208
2018-08-21,15872240
2018-08-22,15872240
2018-08-23,15808341
2018-08-24,15808341
2018-08-25,15897516
2018-08-26,15897516
2018-08-27,15916812
2018-08-28,15928089
2018-08-29,15928089
2018-08-30,15939523
2018-08-31,15939523
2018-09-01,15939615
2018-09-02,15939615
2018-09-03,15932697
2018-09-04,15950310
2018-09-05,15950310
2018-09-06,15947333
2018-09-07,15845528
2018-09-08,15845528
2018-09-09,15674139
2018-09-10,15742362
2018-09-11,15742362
2018-09-12,15779205
2018-09-13,15779205
2018-09-14,15851440
2018-09-15,15851440
2018-09-16,15901655
2018-09-17,15901655
2018-09-18,15954652
2018-09-19,15954652
2018-09-20,15962429
2018-09-21,15962429
2018-09-22,15864429
2018-09-23,15864429
2018-09-24,15868500
2018-09-25,15868500
2018-09-26,15902458
2018-09-27,15902458
2018-09-28,15910699
2018-09-29,15910699
2018-09-30,15925727
2018-10-02,15927067
2018-10-03,15935915
2018-10-04,15935915
2018-10-05,15929919
2018-10-06,15796059
2018-10-07,15796059
2018-10-08,15871700
2018-10-09,15871700
2018-10-10,15925513
2018-10-11,15925513
2018-10-12,15887626
2018-10-13,15887626
2018-10-14,15886817
2018-10-15,15886817
2018-10-16,15892044
2018-10-17,15892044
2018-10-18,15812551
2018-10-19,15917905
2018-10-20,15917905
2018-10-21,15927729
2018-10-22,15950796
2018-10-23,15950796
2018-10-24,15984688
2018-10-25,15984688
2018-10-26,15977469
2018-10-27,15984631
2018-10-28,16000677
2018-10-29,16000677
2018-10-30,15944318
2018-10-31,15781452
2018-11-01,15880188
2018-11-03,15885810
2018-11-04,15885810
2018-11-05,15865802
2018-11-06,15853512
2018-11-07,15853512
2018-11-08,15881867
2018-11-09,15881867
2018-11-10,15904784
2018-11-11,15904784
2018-11-12,15930660
2018-11-13,15993419
2018-11-14,15993419
2018-11-15,15985601
2018-11-16,15894347
2018-11-17,15894347
2018-11-18,15900032
2018-11-19,15900032
2018-11-20,15932025
2018-11-21,15932025
2018-11-22,15924467
2018-11-23,15924467
2018-11-24,15853893
2018-11-25,15936505
2018-11-26,15936505
2018-11-27,15989986
2018-11-28,15989986
2018-11-29,15916485
2018-12-01,15914203
2018-12-02,15802963
2018-12-03,15802963
2018-12-04,15960197
2018-12-05,15839404
2018-12-07,15865348
2018-12-09,15883273
2018-12-10,15974275
2018-12-11,15974275
2018-12-12,15818782
2018-12-13,15862667
2018-12-14,15797302
2018-12-15,15797302
2018-12-16,15838817
2018-12-17,15838817
2018-12-18,15859800
2018-12-19,15924809
2018-12-20,15924809
2018-12-21,15906737
2018-12-22,15913789
2018-12-23,15837687
2018-12-24,15827881
2018-12-25,15827881
2018-12-26,15853020
2018-12-27,15942507
2018-12-28,15942507
2018-12-29,15886378
2018-12-30,15886378
2018-12-31,15894193
2019-01-01,15894193
2019-01-02,15912246
2019-01-03,15912246
2019-01-04,15980075
2019-01-05,15909916
2019-01-06,15849868
2019-01-08,15875993
2019-01-10,15782533
2019-01-11,15782533
2019-01-12,15882470
2019-01-13,15917001
2019-01-14,15980163
2019-01-15,15980163
2019-01-16,15993233
2019-01-17,15996849
2019-01-18,16006310
2019-01-19,15994332
2019-01-20,15979102
2019-01-21,15979102
2019-01-22,15995657
2019-01-23,15912471
2019-01-24,15912471
2019-01-25,15857218
2019-01-26,15857218
2019-01-27,15900191
2019-01-28,15900191
2019-01-29,15938164
2019-01-30,15934196
2019-01-31,15934196
2019-02-01,15937067
2019-02-02,15937067
2019-02-03,15942993
2019-02-04,15942993
2019-02-05,15954432
2019-02-06,15954432
2019-02-07,15925278
2019-02-08,15928027
2019-02-09,15928027
2019-02-10,15914100
2019-02-11,15909032
2019-02-12,15909032
2019-02-13,15917514
2019-02-14,15917514
2019-02-15,15776895
2019-02-16,15746810
2019-02-17,15746810
2019-02-18,15894450
2019-02-19,15894450
2019-02-20,15918602
2019-02-21,15920483
2019-02-22,15920483
2019-02-23,15922904
2019-02-24,15898072
2019-02-25,15930985
2019-02-26,15935976
2019-02-27,15948244
2019-02-28,15948244
2019-03-01,15931665
2019-03-02,15949447
2019-03-03,15963070
2019-03-04,15943560
2019-03-05,15937400
2019-03-06,15963401
2019-03-07,15963401
2019-03-08,15934235
2019-03-09,15934235
2019-03-10,15921510
2019-03-11,15929727
2019-03-12,15936291
2019-03-13,15936291
2019-03-14,15927849
2019-03-15,15927849
2019-03-16,15915411
2019-03-17,15938625
2019-03-18,15938625
2019-03-19,15944585
2019-03-20,15957759
2019-03-21,15961897
2019-03-22,15961897
2019-03-23,15958939
2019-03-24,15966003
2019-03-25,15966003
2019-03-26,15965356
2019-03-27,15965356
2019-03-28,15967413
2019-03-29,15966817
2019-03-30,15966817
2019-03-31,15877950
2019-04-01,15877950
2019-04-02,15905865
2019-04-03,15908705
2019-04-04,15916512
2019-04-05,15916512
2019-04-06,15944803
2019-04-07,15950229
2019-04-08,15950229
2019-04-09,15955966
2019-04-10,15955966
2019-04-11,15969409
2019-04-12,15967760
2019-04-13,15971195
2019-04-14,15971109
2019-04-15,15971109
2019-04-16,15943437
2019-04-17,15915156
2019-04-18,15922750
2019-04-19,15922750
2019-04-20,15927768
2019-04-21,15927768
2019-04-22,15931887
2019-04-23,15955371
2019-04-24,15955371
2019-04-25,15962365
2019-04-26,15808495
2019-04-27,15808495
2019-04-28,15889758
2019-04-29,15889758
2019-04-30,15924643
2019-05-01,15924643
2019-05-02,15925028
2019-05-03,15934649
2019-05-04,15787802
2019-05-05,15787802
2019-05-06,15915577
2019-05-07,15900187
2019-05-08,15868490
2019-05-09,15878335
2019-05-10,15880910
2019-05-11,15917046
2019-05-12,15907810
2019-05-13,15929104
2019-05-14,15915418
2019-05-15,15915418
2019-05-16,15909354
2019-05-17,15909354
2019-05-18,15922443
2019-05-19,15922443
2019-05-20,15859862
2019-05-21,15859862
2019-05-22,15902888
2019-05-23,15912027
2019-05-24,15912027
2019-05-25,15919813
2019-05-26,15919813
2019-05-27,15927847
2019-05-28,15927847
2019-05-29,15935778
2019-05-30,15935778
2019-05-31,15939826
2019-06-01,15938133
2019-06-02,15952813
2019-06-03,15952813
