date_obj,Ancient%20relic price
2019-06-04,15968732
2019-06-05,15987141
2019-06-06,15975988
2019-06-07,15975764
2019-06-08,15978234
2019-06-09,15977545
2019-06-10,15977545
2019-06-11,15988719
2019-06-12,15988719
2019-06-13,15987776
2019-06-14,15976848
2019-06-15,15976848
2019-06-16,15940260
2019-06-17,15949880
2019-06-18,15949880
2019-06-19,15954776
2019-06-20,15926670
2019-06-21,15923669
2019-06-22,15923669
2019-06-23,15906638
2019-06-24,15906638
2019-06-25,15927844
2019-06-26,15943673
2019-06-27,15949270
2019-06-28,15949270
2019-06-29,15957917
2019-06-30,15968753
2019-07-01,15968753
2019-07-02,15962946
2019-07-03,15954007
2019-07-04,15954007
2019-07-05,15937465
2019-07-06,15925335
2019-07-07,15933927
2019-07-08,15933927
2019-07-09,15938048
2019-07-10,15935845
2019-07-11,15937221
2019-07-12,15880046
2019-07-13,15880046
2019-07-14,15914528
2019-07-15,15914528
2019-07-16,15932707
2019-07-17,15937350
2019-07-18,15955089
2019-07-19,15955089
2019-07-20,15951012
2019-07-21,15965194
2019-07-22,15965194
2019-07-23,15948477
2019-07-24,15948477
2019-07-25,15840376
2019-07-26,15908310
2019-07-27,15881579
2019-07-28,15923535
2019-07-29,15931931
2019-07-30,15932519
2019-07-31,15932197
2019-08-01,15932197
2019-08-02,15941253
2019-08-03,15937948
2019-08-04,15937948
2019-08-05,15954608
2019-08-06,15972543
2019-08-07,15933777
2019-08-08,15933777
2019-08-09,15952738
2019-08-10,15989967
2019-08-11,15989967
2019-08-12,15972793
2019-08-13,15972793
2019-08-14,15952914
2019-08-15,15950646
2019-08-16,15943846
2019-08-17,15943846
2019-08-18,15948930
2019-08-19,15949142
2019-08-20,15949142
2019-08-21,15964523
2019-08-22,15959962
2019-08-23,15959962
2019-08-24,15964564
2019-08-24,15964564
2019-08-25,15964564
2019-08-25,15964564
2019-08-26,15968980
2019-08-27,15969332
2019-08-27,15969332
2019-08-28,15974147
2019-08-29,15974069
2019-08-30,15970928
2019-08-31,15970928
2019-09-01,15964056
2019-09-02,15964056
2019-09-03,15978906
2019-09-04,15974530
2019-09-05,15974530
2019-09-06,15978397
2019-09-07,15939566
2019-09-08,15974576
2019-09-09,15974576
2019-09-10,15957905
2019-09-11,15971895
2019-09-12,15971895
2019-09-13,15976755
2019-09-14,15916366
2019-09-15,15924698
2019-09-16,15926263
2019-09-17,15963388
2019-09-18,15964686
2019-09-19,15909489
2019-09-20,15909489
2019-09-21,15919190
2019-09-22,15953580
2019-09-23,15970362
2019-09-24,15970362
2019-09-25,15971793
2019-09-26,15961344
2019-09-27,15961344
2019-09-28,15950327
2019-09-29,15950327
2019-09-30,15963541
2019-10-01,15968528
2019-10-02,15968528
2019-10-03,15968761
2019-10-04,15966226
2019-10-05,15966422
2019-10-06,15970573
2019-10-07,15970573
2019-10-08,15972711
2019-10-09,15972711
2019-10-10,15968177
2019-10-11,15968177
2019-10-12,15966666
2019-10-13,15968828
2019-10-14,15904572
2019-10-15,15904572
2019-10-16,15848052
2019-10-17,15848052
2019-10-18,15612014
2019-10-19,15533451
2019-10-20,15723885
2019-10-21,15829466
2019-10-22,15926923
2019-10-23,15947665
2019-10-24,15952247
2019-10-25,15890431
2019-10-26,15950642
2019-10-27,15953661
2019-10-28,15942561
2019-10-29,15942561
2019-10-30,15939942
2019-10-31,15951021
2019-11-01,15870525
2019-11-02,15922061
2019-11-03,15945899
2019-11-04,15983941
2019-11-05,15983941
2019-11-06,15979700
2019-11-07,15943209
2019-11-08,15952917
2019-11-09,15949294
2019-11-10,15973955
2019-11-11,15977438
2019-11-12,15977438
2019-11-13,15969742
2019-11-14,15936145
2019-11-15,15797114
2019-11-16,15940706
2019-11-17,15940706
2019-11-18,15955503
2019-11-19,15955503
2019-11-20,15945812
2019-11-21,15945812
2019-11-22,15953563
2019-11-23,15921219
2019-11-24,15862926
2019-11-25,15889751
2019-11-26,15942658
2019-11-27,15942658
2019-11-28,15912655
2019-11-29,15912655
2019-11-30,15893844
2019-12-01,15893844
2019-12-02,15864984
2019-12-03,15914324
2019-12-04,15938687
2019-12-05,15938687
2019-12-06,15836459
2019-12-07,15936809
2019-12-08,15887704
2019-12-09,15877693
2019-12-10,15954153
2019-12-11,15929038
2019-12-12,15929038
2019-12-13,15929951
2019-12-14,15943922
2019-12-15,15922064
2019-12-16,15922064
2019-12-17,15941630
2019-12-18,15941630
2019-12-19,15950019
2019-12-20,15958771
2019-12-21,15912659
2019-12-22,15945872
2019-12-23,15977155
2019-12-24,15955829
2019-12-25,15950373
2019-12-26,15950373
2019-12-27,15962077
2019-12-28,15945943
2019-12-29,15945943
2019-12-30,15956390
2019-12-31,15966928
2020-01-01,15966928
2020-01-02,15972706
2020-01-03,15972706
2020-01-04,15818019
2020-01-05,15954324
2020-01-06,15942536
2020-01-07,15951202
2020-01-08,15951202
2020-01-09,15947789
2020-01-10,15951713
2020-01-11,15943889
2020-01-12,15865573
2020-01-13,15865573
2020-01-14,15947142
2020-01-15,15947053
2020-01-16,15951866
2020-01-17,15921404
2020-01-18,15921404
2020-01-19,15932618
2020-01-20,15955057
2020-01-21,15955057
2020-01-22,15968583
2020-01-23,15869077
2020-01-24,15775563
2020-01-25,15715826
2020-01-26,15420083
2020-01-27,15503017
2020-01-28,15707463
2020-01-29,15921169
2020-01-30,15967474
2020-01-31,15954770
2020-02-01,15865544
2020-02-02,15939476
2020-02-03,15925407
2020-02-04,15931164
2020-02-05,15937310
2020-02-06,15927620
2020-02-07,15937441
2020-02-08,15939128
2020-02-09,15940808
2020-02-10,15943763
2020-02-11,15946784
2020-02-12,15944777
2020-02-13,15921106
2020-02-14,15943644
2020-02-15,15943644
2020-02-16,15934018
2020-02-17,15938919
2020-02-18,15950858
2020-02-19,15950858
2020-02-20,15947211
2020-02-21,15947211
2020-02-22,15956809
2020-02-23,15956809
2020-02-24,15952007
2020-02-25,15952007
2020-02-26,15955741
2020-02-27,15925017
2020-02-28,15962363
2020-02-29,15962363
2020-03-01,15959320
2020-03-02,15963293
2020-03-03,15970199
2020-03-04,15970199
2020-03-05,15962048
2020-03-06,15949402
2020-03-07,15936923
2020-03-08,15852812
2020-03-09,15911118
2020-03-10,15939180
2020-03-11,15940017
2020-03-12,15954264
2020-03-13,15965075
2020-03-14,15908993
2020-03-15,15965149
2020-03-16,15994856
2020-03-17,15990408
2020-03-18,15982360
2020-03-19,15938504
2020-03-20,15947146
2020-03-21,15963450
2020-03-22,15868926
2020-03-23,15929601
2020-03-24,15944637
2020-03-25,15965920
2020-03-26,15983146
2020-03-27,15965425
2020-03-28,15926998
2020-03-29,15948957
2020-03-30,15917685
2020-03-31,15966225
2020-04-01,15966968
2020-04-02,15969442
2020-04-03,15969442
2020-04-04,15965266
2020-04-05,15981295
2020-04-06,15980736
2020-04-07,15975973
2020-04-08,15961855
2020-04-09,15974347
2020-04-10,15865996
2020-04-11,15971483
2020-04-12,15979728
2020-04-13,15973621
2020-04-14,15968415
2020-04-15,15979226
2020-04-16,15979226
2020-04-17,15975871
2020-04-18,15941358
2020-04-19,15983179
2020-04-20,15974850
2020-04-21,15975060
2020-04-22,15995931
2020-04-23,15984011
2020-04-24,15963619
2020-04-25,15884356
2020-04-26,15929199
2020-04-27,15981556
2020-04-28,15919401
2020-04-29,15909522
2020-04-30,15899576
2020-05-01,15859134
2020-05-02,15903802
2020-05-03,15902502
2020-05-04,15919365
2020-05-05,15927254
2020-05-06,15945155
2020-05-07,15950025
2020-05-08,15964000
2020-05-09,15976151
2020-05-10,15973819
2020-05-11,15975930
2020-05-12,15965469
2020-05-13,15966254
