date_obj,Mystic%20water%20staff price
2015-07-24,26203
2015-07-25,26203
2015-07-26,25953
2015-07-27,25953
2015-07-28,25987
2015-07-29,25974
2015-07-30,25974
2015-07-31,26078
2015-08-01,26078
2015-08-02,26300
2015-08-03,26300
2015-08-04,26602
2015-08-05,26786
2015-08-06,26786
2015-08-07,26619
2015-08-08,26340
2015-08-09,26025
2015-08-10,25744
2015-08-11,25818
2015-08-12,25818
2015-08-13,25886
2015-08-14,26396
2015-08-15,26396
2015-08-16,26218
2015-08-17,26587
2015-08-18,26587
2015-08-19,26910
2015-08-20,26910
2015-08-21,27065
2015-08-22,26758
2015-08-23,26758
2015-08-24,26597
2015-08-25,26597
2015-08-26,26840
2015-08-27,26492
2015-08-28,26492
2015-08-29,26646
2015-08-30,26646
2015-08-31,26344
2015-09-01,26763
2015-09-02,26763
2015-09-03,26969
2015-09-04,26943
2015-09-05,26943
2015-09-06,26580
2015-09-07,26580
2015-09-08,26655
2015-09-09,26655
2015-09-10,26258
2015-09-11,26258
2015-09-12,26378
2015-09-13,26378
2015-09-14,25815
2015-09-15,25838
2015-09-16,25838
2015-09-17,25295
2015-09-18,25295
2015-09-19,25408
2015-09-20,25408
2015-09-21,25788
2015-09-22,25788
2015-09-23,25813
2015-09-24,25813
2015-09-25,26418
2015-09-27,26433
2015-09-28,26433
2015-09-29,25985
2015-09-30,25564
2015-10-05,25493
2015-10-06,26015
2015-10-07,26015
2015-10-08,26235
2015-10-09,26235
2015-10-10,26529
2015-10-11,26146
2015-10-12,26146
2015-10-13,26317
2015-10-14,26317
2015-10-15,26675
2015-10-16,26675
2015-10-17,26134
2015-10-18,26134
2015-10-19,26425
2015-10-20,26425
2015-10-22,26688
2015-10-23,26574
2015-10-24,26574
2015-10-25,25999
2015-10-26,25999
2015-10-27,25859
2015-10-29,25610
2015-10-30,25610
2015-10-31,26208
2015-11-01,26208
2015-11-02,26580
2015-11-03,26580
2015-11-04,26710
2015-11-05,26710
2015-11-06,26848
2015-11-07,26848
2015-11-08,26462
2015-11-09,26462
2015-11-10,27087
2015-11-11,27087
2015-11-12,27806
2015-11-13,27806
2015-11-14,27740
2015-11-15,27740
2015-11-16,27464
2015-11-17,27464
2015-11-18,27532
2015-11-19,27532
2015-11-20,28005
2015-11-21,28005
2015-11-22,27282
2015-11-23,27282
2015-11-24,27691
2015-11-25,27822
2015-11-26,27822
2015-11-27,27631
2015-11-28,27631
2015-11-29,26789
2015-11-30,26789
2015-12-01,26634
2015-12-02,26634
2015-12-03,27052
2015-12-04,27052
2015-12-05,27338
2015-12-06,27173
2015-12-07,27173
2015-12-08,27033
2015-12-09,27102
2015-12-10,27102
2015-12-11,27053
2015-12-12,27053
2015-12-13,26959
2015-12-14,26959
2015-12-15,26647
2015-12-16,26647
2015-12-17,26270
2015-12-18,26710
2015-12-19,26710
2015-12-20,26745
2015-12-21,26745
2015-12-22,27079
2015-12-23,26786
2015-12-24,26786
2015-12-25,26959
2015-12-26,26959
2015-12-27,27377
2015-12-28,27377
2015-12-29,27072
2015-12-30,26409
2015-12-31,26409
2016-01-01,26943
2016-01-02,26943
2016-01-03,26281
2016-01-04,26282
2016-01-05,26282
2016-01-06,26526
2016-01-07,26526
2016-01-08,26914
2016-01-09,26914
2016-01-10,26768
2016-01-11,26643
2016-01-12,26093
2016-01-13,26093
2016-01-14,26960
2016-01-15,26960
2016-01-16,26954
2016-01-17,25961
2016-01-18,26224
2016-01-19,26224
2016-01-20,26551
2016-01-21,26551
2016-01-22,26896
2016-01-23,26944
2016-01-24,27062
2016-01-25,26757
2016-01-26,26757
2016-01-27,26909
2016-01-28,26909
2016-01-29,26844
2016-01-30,26844
2016-01-31,26935
2016-02-01,27260
2016-02-02,27260
2016-02-03,27556
2016-02-04,27556
2016-02-05,26927
2016-02-06,26304
2016-02-07,26304
2016-02-08,26498
2016-02-09,26498
2016-02-10,26950
2016-02-11,26950
2016-02-12,26589
2016-02-13,26481
2016-02-14,26481
2016-02-15,27260
2016-02-16,27388
2016-02-17,27357
2016-02-18,27357
2016-02-19,26896
2016-02-20,26022
2016-02-21,25922
2016-02-22,25922
2016-02-23,26722
2016-02-24,26722
2016-02-25,26800
2016-02-26,26800
2016-02-27,26998
2016-02-28,26998
2016-02-29,27203
2016-03-01,27529
2016-03-02,27529
2016-03-03,27465
2016-03-04,27465
2016-03-05,27361
2016-03-06,27162
2016-03-07,27162
2016-03-08,26615
2016-03-09,26483
2016-03-10,26383
2016-03-11,26383
2016-03-12,27250
2016-03-13,27250
2016-03-14,26640
2016-03-15,26396
2016-03-16,27006
2016-03-17,27126
2016-03-18,26402
2016-03-19,26320
2016-03-20,26626
2016-03-21,26626
2016-03-22,26743
2016-03-23,27109
2016-03-24,27109
2016-03-25,27105
2016-03-26,27191
2016-03-27,27191
2016-03-28,27257
2016-03-29,27293
2016-03-30,27293
2016-03-31,27267
2016-04-01,27267
2016-04-02,27338
2016-04-03,27283
2016-04-04,27409
2016-04-05,27409
2016-04-06,27636
2016-04-07,27701
2016-04-08,27575
2016-04-09,27799
2016-04-10,27700
2016-04-11,27700
2016-04-12,27722
2016-04-13,27639
2016-04-14,27758
2016-04-15,27663
2016-04-16,27157
2016-04-17,27240
2016-04-18,26996
2016-04-19,27560
2016-04-20,27690
2016-04-21,27690
2016-04-22,27568
2016-04-23,26652
2016-04-24,26663
2016-04-25,27131
2016-04-26,27150
2016-04-27,27497
2016-04-28,27592
2016-04-29,27592
2016-04-30,26848
2016-05-01,25648
2016-05-02,25395
2016-05-03,25897
2016-05-04,25897
2016-05-05,25955
2016-05-06,25955
2016-05-07,26399
2016-05-08,26399
2016-05-09,26723
2016-05-10,26871
2016-05-11,26871
2016-05-12,26934
2016-05-13,26607
2016-05-14,26919
2016-05-15,26930
2016-05-16,26930
2016-05-17,27115
2016-05-18,27541
2016-05-19,27541
2016-05-22,27009
2016-05-23,27239
2016-05-24,27446
2016-05-25,27509
2016-05-26,27597
2016-05-27,27699
2016-05-28,27699
2016-05-29,27779
2016-05-30,27779
2016-05-31,27737
2016-06-01,28032
2016-06-02,27820
2016-06-03,27820
2016-06-04,27893
2016-06-05,28081
2016-06-06,27956
2016-06-07,27956
2016-06-08,27865
2016-06-09,27840
2016-06-10,27890
2016-06-11,27808
2016-06-12,27553
2016-06-13,27553
2016-06-14,27556
2016-06-15,27583
2016-06-16,27646
2016-06-17,27744
2016-06-18,27744
2016-06-19,27072
2016-06-20,27292
2016-06-21,27129
2016-06-22,27019
2016-06-23,26721
2016-06-24,27029
2016-06-25,27178
2016-06-26,27178
2016-06-27,27437
2016-06-28,27469
2016-06-29,27211
2016-06-30,27223
2016-07-01,27628
2016-07-02,27764
2016-07-03,27832
2016-07-04,27732
2016-07-05,27732
2016-07-06,27803
2016-07-07,27582
2016-07-08,27408
2016-07-09,27303
2016-07-10,26528
2016-07-11,26589
2016-07-12,27186
2016-07-13,27271
2016-07-14,26986
2016-07-15,27220
2016-07-16,27640
2016-07-17,27625
2016-07-18,27795
2016-07-23,27685
2016-07-24,27618
2016-07-25,27609
2016-07-26,27609
2016-07-27,27673
2016-07-28,27673
2016-07-29,27681
2016-07-30,27743
2016-07-31,27743
2016-08-01,27794
2016-08-02,28114
2016-08-03,27720
2016-08-04,27720
2016-08-05,27859
2016-08-06,27899
2016-08-07,27806
2016-08-08,27806
2016-08-09,27843
2016-08-10,27804
2016-08-11,27804
2016-08-12,27926
2016-08-13,27966
2016-08-14,27747
2016-08-15,27934
2016-08-16,27784
2016-08-17,27784
2016-08-18,27635
2016-08-19,27868
2016-08-20,27752
2016-08-21,27084
2016-08-22,27353
2016-08-23,27378
2016-08-24,27358
2016-08-25,27102
2016-08-26,27102
2016-08-28,27356
2016-08-31,27960
2016-09-01,27907
2016-09-02,27907
2016-09-03,27898
2016-09-04,27749
2016-09-05,27843
2016-09-06,27819
2016-09-07,27828
2016-09-08,27828
2016-09-09,27928
2016-09-10,28259
2016-09-11,28259
2016-09-12,28188
2016-09-13,27986
2016-09-14,27986
2016-09-15,27968
2016-09-16,27968
2016-09-17,28002
2016-09-18,28005
2016-09-19,28020
2016-09-20,28020
2016-09-21,28033
2016-09-22,28172
2016-09-23,28282
2016-09-24,28282
2016-09-25,28264
2016-09-26,28264
2016-09-27,28132
2016-09-28,28155
2016-09-29,28155
2016-09-30,27812
2016-10-01,27546
2016-10-02,27546
2016-10-03,27546
2016-10-04,27084
2016-10-05,27220
2016-10-06,27572
2016-10-07,27823
2016-10-08,27668
2016-10-09,27668
2016-10-10,27572
2016-10-11,27628
2016-10-12,27628
2016-10-13,27703
2016-10-14,27820
2016-10-15,27846
2016-10-16,27832
2016-10-17,28005
2016-10-18,28091
2016-10-19,28045
2016-10-20,27974
2016-10-21,28076
2016-10-22,28076
2016-10-23,28017
2016-10-24,28133
2016-10-25,28133
2016-10-26,27845
2016-10-27,27521
2016-10-28,27521
2016-10-29,28021
2016-10-30,28094
2016-10-31,28003
2016-11-01,28003
2016-11-02,28124
2016-11-03,28076
2016-11-04,27711
2016-11-05,27711
2016-11-06,27455
2016-11-07,27579
2016-11-08,27370
2016-11-09,27854
2016-11-10,27833
2016-11-11,27973
2016-11-12,27308
2016-11-13,27308
2016-11-14,27547
2016-12-07,27740
2016-12-08,28119
2016-12-09,27899
2016-12-10,27899
2016-12-11,28046
2016-12-12,28059
2016-12-13,27571
2016-12-14,27341
2016-12-15,27341
2016-12-16,27815
2016-12-17,28085
2016-12-18,27711
2016-12-19,27465
2016-12-20,28208
2016-12-21,28085
2016-12-22,28085
2016-12-23,28125
2016-12-24,28125
2016-12-25,28063
2016-12-26,27975
2016-12-27,27704
2016-12-28,27879
2016-12-29,27678
2016-12-30,27760
2016-12-31,27741
2017-01-01,27826
2017-01-02,27743
2017-01-03,27839
2017-01-04,27850
2017-01-05,27879
2017-01-06,27616
2017-01-07,27148
2017-01-08,27665
2017-01-09,27955
2017-01-10,28111
2017-01-11,28008
2017-01-12,27436
2017-01-13,27709
2017-01-14,27935
2017-01-15,28465
2017-01-16,28153
2017-01-17,27846
2017-01-18,27856
2017-01-19,27903
2017-01-20,27885
2017-01-21,27919
2017-01-22,27763
2017-01-27,27972
2017-01-28,27448
2017-01-29,27250
2017-01-30,27218
2017-01-31,27611
2017-02-01,27641
2017-02-02,27873
2017-02-03,27686
2017-02-04,27700
2017-02-05,27979
2017-02-06,27798
2017-02-07,27934
2017-02-08,27979
2017-02-09,27979
2017-02-10,27903
2017-02-11,28154
2017-02-12,28070
2017-02-13,27004
2017-02-14,27394
2017-02-15,27891
2017-02-16,27833
2017-02-18,26787
2017-02-19,26837
2017-02-20,27958
2017-02-21,27833
2017-02-22,27854
2017-02-23,28024
2017-02-24,28024
2017-02-25,28017
2017-02-26,28058
2017-02-27,28218
2017-02-28,28241
2017-03-01,28193
2017-03-02,28191
2017-03-03,27654
2017-03-04,27945
2017-03-05,27854
2017-03-06,28205
2017-03-07,28268
2017-03-08,27606
2017-03-09,27964
2017-03-10,28208
2017-03-11,28358
2017-03-12,28270
2017-03-13,28121
2017-03-14,28085
2017-03-15,27705
2017-03-16,27847
2017-03-17,28128
2017-03-18,28074
2017-03-19,28096
2017-03-20,27908
2017-03-21,28089
2017-03-22,28083
2017-03-23,28156
2017-03-24,28160
2017-03-25,28160
2017-03-26,27990
2017-03-27,28080
2017-03-28,28088
2017-03-29,28142
2017-03-30,28229
2017-03-31,28253
2017-04-01,28354
2017-04-02,28295
2017-04-03,28334
2017-04-04,28356
2017-04-12,27901
2017-04-13,27038
2017-04-14,27065
2017-04-15,27799
2017-04-16,27294
2017-04-17,27731
2017-04-18,27961
2017-04-19,27208
2017-04-20,26720
2017-04-21,25486
2017-04-22,25085
2017-04-23,25168
2017-04-24,25163
2017-04-25,25236
2017-04-26,25236
2017-04-27,25687
2017-04-28,26749
2017-04-29,27073
2017-04-30,26711
2017-05-01,27264
2017-05-02,28135
2017-05-03,27631
2017-05-04,26792
2017-05-05,26552
2017-05-06,26399
2017-05-07,26662
2017-05-08,26729
2017-05-09,26933
2017-05-10,27083
2017-05-11,26996
2017-05-12,27222
2017-05-13,26970
2017-05-14,26893
2017-05-15,26587
2017-05-16,27432
2017-05-17,27774
2017-05-18,27789
2017-05-19,27666
2017-05-20,27367
2017-05-21,27367
2017-05-22,27945
2017-05-23,28104
2017-05-24,27550
2017-05-25,26219
2017-05-26,25013
2017-05-27,24840
2017-05-28,25033
2017-05-29,25048
2017-05-30,25113
2017-05-31,25133
2017-06-01,25108
2017-06-02,24848
2017-06-03,24811
2017-06-06,25154
2017-06-07,25213
2017-06-08,25213
2017-06-09,24906
2017-06-10,25078
2017-06-11,25051
2017-06-12,25058
2017-06-13,25061
2017-06-14,25004
2017-06-15,25060
2017-06-16,25075
2017-06-17,25174
2017-06-18,25184
2017-06-19,25184
2017-06-20,25056
2017-06-21,25161
2017-06-22,25168
2017-06-23,24995
2017-06-24,25028
2017-06-25,24964
2017-06-26,24943
2017-06-27,25040
2017-06-28,25061
2017-06-29,25028
2017-06-30,25023
2017-07-01,25023
2017-07-02,25089
2017-07-03,25135
2017-07-04,25096
2017-07-05,25096
2017-07-06,25119
2017-07-07,25119
2017-07-08,25223
2017-07-13,25115
2017-07-14,25136
2017-07-15,25136
2017-07-16,25038
2017-07-17,25157
2017-07-18,25075
2017-07-19,25084
2017-07-20,25120
2017-07-21,25060
2017-07-22,25138
2017-07-23,25210
2017-07-24,25261
2017-07-25,25046
2017-07-26,25055
2017-07-27,25149
2017-07-28,25145
2017-07-29,25240
2017-07-30,25198
2017-07-31,25198
2017-08-01,25163
2017-08-02,25073
2017-08-03,25147
2017-08-04,25096
2017-08-05,25161
2017-08-06,25176
2017-08-09,25414
2017-08-10,25051
2017-08-11,25251
2017-08-12,25184
2017-08-13,25346
2017-08-14,25064
2017-08-15,25123
2017-08-16,25034
2017-08-17,25049
2017-08-18,25049
2017-08-19,25225
2017-08-20,25123
2017-08-22,25075
2017-08-23,25158
2017-08-24,25121
2017-08-25,25084
2017-08-26,25038
2017-08-27,25060
2017-08-28,25038
2017-08-29,25105
2017-08-30,25105
2017-08-31,25129
2017-09-01,25039
2017-09-02,25103
2017-09-03,25103
2017-09-04,25115
2017-09-05,25101
2017-09-06,25142
2017-09-07,25173
2017-09-08,24744
2017-09-09,24851
2017-09-10,24934
2017-09-11,25066
2017-09-12,24978
2017-09-13,25120
2017-09-14,25059
2017-09-15,25059
2017-09-16,25066
2017-09-17,25182
2017-09-19,25181
2017-09-20,25158
2017-09-21,25164
2017-09-22,25159
2017-09-23,25159
2017-09-24,25131
2017-09-25,24947
2017-09-26,25080
2017-09-27,25080
2017-09-28,25150
2017-09-29,25205
2017-09-30,25190
2017-10-01,25222
2017-10-02,24974
2017-10-03,25178
2017-10-04,25178
2017-10-05,25154
2017-10-06,25213
2017-10-07,25197
2017-10-08,25278
2017-10-09,25180
2017-10-10,25119
2017-10-11,25119
2017-10-12,25186
2017-10-13,25017
2017-10-14,25082
2017-10-15,25082
2017-10-16,25119
2017-10-17,25119
2017-10-18,25113
2017-10-19,25134
2017-10-20,24895
2017-10-21,24941
2017-10-22,24954
2017-10-23,24938
2017-10-24,24873
2017-10-25,25014
2017-10-26,25044
2017-10-27,25102
2017-10-28,25102
2017-10-29,25028
2017-10-30,25116
2017-10-31,25075
2017-11-01,25075
2017-11-02,25083
2017-11-03,24995
2017-11-04,24991
2017-11-05,25096
2017-11-06,25050
2017-11-07,25082
2017-11-08,25116
2017-11-09,25162
2017-11-10,25232
2017-11-11,25215
2017-11-12,25144
2017-11-13,25135
2017-11-14,25072
2017-11-15,25123
2017-11-16,25031
2017-11-17,25086
2017-11-18,25100
2017-11-19,25017
2017-11-20,24982
2017-11-21,25072
2017-11-22,25107
2017-11-23,24980
2017-11-24,25087
2017-11-25,25015
2017-11-26,25028
2017-11-27,25028
2017-11-28,25120
2017-11-29,25179
2017-11-30,25177
2017-12-01,25108
2017-12-02,25091
2017-12-03,25129
2017-12-04,25129
2017-12-05,25128
2017-12-06,25113
2017-12-07,25123
2017-12-08,25123
2017-12-09,25100
2017-12-10,25085
2017-12-11,25134
2017-12-12,25145
2017-12-14,25162
2017-12-15,25163
2017-12-17,25070
2017-12-18,25173
2017-12-19,25196
2017-12-20,25152
2017-12-21,25101
2017-12-22,25166
2017-12-23,25226
2017-12-24,25169
2017-12-25,25240
2017-12-26,25133
2017-12-27,25055
2017-12-28,25233
2017-12-29,25051
2017-12-30,25131
2017-12-31,25137
2018-01-01,25121
2018-01-02,25142
2018-01-03,25172
2018-01-04,25180
2018-01-05,25157
2018-01-06,25033
2018-01-07,25075
2018-01-08,25094
2018-01-09,25129
2018-01-10,25136
2018-01-11,25136
2018-01-12,25157
2018-01-13,25156
2018-01-14,25206
2018-01-15,25089
2018-01-16,25106
2018-01-17,25160
2018-01-18,25192
2018-01-19,25192
2018-01-20,25217
2018-01-21,25191
2018-01-22,25165
2018-01-23,25125
2018-01-25,25073
2018-01-26,25196
2018-01-27,25221
2018-01-28,25200
2018-01-29,25168
2018-01-31,25202
2018-02-01,25071
2018-02-02,25240
2018-02-03,25262
2018-02-04,25124
2018-02-05,25521
2018-02-06,25280
2018-02-07,25171
2018-02-08,25215
2018-02-09,25144
2018-02-10,25139
2018-02-11,25162
2018-02-12,25272
2018-02-13,25178
2018-02-14,25024
2018-02-15,25070
2018-02-16,25651
2018-02-17,25055
2018-02-18,25174
2018-02-19,24987
2018-02-20,25046
2018-02-21,25079
2018-02-22,25158
2018-02-23,25126
2018-02-24,25122
2018-02-25,25147
2018-02-26,25094
2018-02-27,25234
2018-03-01,25137
2018-03-02,25117
2018-03-03,25187
2018-03-04,25015
2018-03-05,25135
2018-03-06,25118
2018-03-07,25203
2018-03-08,25195
2018-03-09,25145
2018-03-10,25184
2018-03-11,25058
2018-03-12,25248
2018-03-13,25167
2018-03-14,25136
2018-03-15,25132
2018-03-16,25067
2018-03-17,25110
2018-03-18,25246
2018-03-19,25239
2018-03-20,25170
2018-03-21,25047
2018-03-23,25239
2018-03-24,25088
2018-03-26,25110
2018-03-27,25209
2018-03-28,25232
2018-03-29,25149
2018-03-30,25137
2018-03-31,25165
2018-04-01,25062
2018-04-02,25106
2018-04-03,25022
2018-04-04,25024
2018-04-05,25131
2018-04-06,25171
2018-04-07,25144
2018-04-08,25103
2018-04-09,25166
2018-04-10,25175
2018-04-11,25077
2018-04-12,25185
2018-04-13,25176
2018-04-14,25170
2018-04-15,25274
2018-04-16,25256
2018-04-17,25058
2018-04-18,25107
2018-04-19,25162
2018-04-20,25005
2018-04-21,25117
2018-04-22,25236
2018-04-23,25126
2018-04-24,25139
2018-04-25,25200
2018-04-26,25835
2018-04-27,25358
2018-04-28,25098
2018-04-29,25245
2018-04-30,25106
2018-05-01,25219
2018-05-02,25155
2018-05-04,25161
2018-05-05,25133
2018-05-06,24998
2018-05-07,25096
2018-05-08,25178
2018-05-09,25188
2018-05-10,25099
2018-05-11,25075
2018-05-12,24981
2018-05-13,24931
2018-05-14,24964
2018-05-15,25066
2018-05-16,25106
2018-05-17,25110
2018-05-18,25109
2018-05-19,25140
2018-05-20,25161
2018-05-21,25174
2018-05-22,25118
2018-05-23,25091
2018-05-24,25019
2018-05-25,25120
2018-05-26,25104
2018-05-27,25029
2018-05-28,25132
2018-05-29,24996
2018-05-30,25045
2018-05-31,25106
2018-06-01,25161
2018-06-02,25095
2018-06-03,25131
2018-06-04,25131
2018-06-05,25092
2018-06-06,25130
2018-06-07,25168
2018-06-08,25089
2018-06-09,25102
2018-06-10,25101
2018-06-11,25120
2018-06-12,25076
2018-06-13,25125
2018-06-14,25143
2018-06-15,24965
2018-06-16,25014
2018-06-17,25048
2018-06-18,25093
2018-06-19,25138
2018-06-20,25144
2018-06-21,25113
2018-06-22,25114
2018-06-23,25009
2018-06-24,25171
2018-06-25,25109
2018-06-26,25176
2018-06-27,25105
2018-06-28,25168
2018-06-29,25097
2018-06-30,25051
2018-07-01,25169
2018-07-02,25185
2018-07-03,25114
2018-07-04,25115
2018-07-05,25175
2018-07-06,25002
2018-07-07,25050
2018-07-08,25187
2018-07-09,25138
2018-07-10,25096
2018-07-11,25076
2018-07-12,25200
2018-07-13,25166
2018-07-14,25145
2018-07-15,25099
2018-07-16,25163
2018-07-17,25188
2018-07-18,25197
2018-07-19,25219
2018-07-20,25158
2018-07-21,24967
2018-07-22,25201
2018-07-23,25305
2018-07-24,25273
2018-07-25,25139
2018-07-26,25196
2018-07-27,25256
2018-07-28,25207
2018-07-29,25155
2018-07-30,25176
2018-07-31,25182
2018-08-01,25251
2018-08-02,25101
2018-08-03,25139
2018-08-04,25207
2018-08-05,25250
2018-08-06,25107
2018-08-07,25151
2018-08-08,25170
2018-08-09,25248
2018-08-10,25084
2018-08-11,25205
2018-08-12,25119
2018-08-14,25203
2018-08-16,25184
2018-08-17,25151
2018-08-18,25308
2018-08-19,25232
2018-08-20,25193
2018-08-21,25164
2018-08-22,25307
2018-08-23,25196
2018-08-24,25228
2018-08-25,25121
2018-08-26,25203
2018-08-27,25072
2018-08-28,25133
2018-08-29,25273
2018-08-30,25094
2018-08-31,25206
2018-09-01,25131
2018-09-02,24999
2018-09-03,25349
2018-09-04,25075
2018-09-05,25059
2018-09-06,25185
2018-09-07,25188
2018-09-08,25170
2018-09-09,25187
2018-09-10,25110
2018-09-11,25110
2018-09-12,25165
2018-09-13,25156
2018-09-14,25233
2018-09-15,25286
2018-09-16,25362
2018-09-17,25302
2018-09-18,25153
2018-09-19,25258
2018-09-20,25219
2018-09-21,25328
2018-09-22,25089
2018-09-23,25076
2018-09-24,25111
2018-09-25,25180
2018-09-26,25249
2018-09-27,25306
2018-09-28,25112
2018-09-29,25012
2018-09-30,25105
2018-10-02,25196
2018-10-03,25225
2018-10-04,25128
2018-10-05,24937
2018-10-06,25133
2018-10-07,25211
2018-10-08,25250
2018-10-09,25113
2018-10-10,25206
2018-10-11,25168
2018-10-12,25108
2018-10-13,25174
2018-10-14,25121
2018-10-15,25133
2018-10-16,25236
2018-10-17,25184
2018-10-18,25215
2018-10-19,25148
2018-10-20,25369
2018-10-21,25112
2018-10-22,25169
2018-10-23,25182
2018-10-24,25191
2018-10-25,25129
2018-10-26,25229
2018-10-27,25462
2018-10-28,25092
2018-10-29,25180
2018-10-30,25168
2018-10-31,25118
2018-11-01,25294
2018-11-03,25225
2018-11-04,25192
2018-11-05,25163
2018-11-06,25275
2018-11-07,25367
2018-11-08,25261
2018-11-09,25552
2018-11-10,25201
2018-11-11,25158
2018-11-12,25127
2018-11-13,25186
2018-11-15,25173
2018-11-16,25178
2018-11-17,25249
2018-11-18,25218
2018-11-19,25077
2018-11-20,25218
2018-11-21,25178
2018-11-22,25168
2018-11-23,25063
2018-11-24,25260
2018-11-25,25229
2018-11-26,25253
2018-11-27,25215
2018-11-28,25253
2018-11-29,25225
2018-12-01,25241
2018-12-02,25113
2018-12-03,25241
2018-12-04,25276
2018-12-05,25178
2018-12-07,25205
2018-12-09,25193
2018-12-10,25201
2018-12-11,25284
2018-12-12,25233
2018-12-13,25237
2018-12-14,25175
2018-12-15,25294
2018-12-16,25187
2018-12-17,25160
2018-12-18,25199
2018-12-19,25225
2018-12-20,25234
2018-12-21,25187
2018-12-22,25231
2018-12-23,25259
2018-12-24,25228
2018-12-25,25201
2018-12-26,25092
2018-12-27,25194
2018-12-28,25226
2018-12-29,25264
2018-12-30,25206
2018-12-31,25272
2019-01-01,25210
2019-01-02,25123
2019-01-03,25132
2019-01-04,25172
2019-01-05,25178
2019-01-06,25234
2019-01-08,25287
2019-01-10,24910
2019-01-11,24959
2019-01-12,25054
2019-01-13,25065
2019-01-14,25108
2019-01-15,25125
2019-01-16,25062
2019-01-17,25124
2019-01-18,25132
2019-01-19,25152
2019-01-20,25063
2019-01-21,25122
2019-01-22,25146
2019-01-23,25124
2019-01-24,25140
2019-01-25,25159
2019-01-26,25170
2019-01-27,25171
2019-01-28,25211
2019-01-29,25158
2019-01-30,25175
2019-01-31,25187
2019-02-01,25127
2019-02-02,25182
2019-02-03,25193
2019-02-04,25205
2019-02-05,25173
2019-02-06,25227
2019-02-07,25228
2019-02-08,25150
2019-02-09,25184
2019-02-10,25247
2019-02-11,25203
2019-02-12,25204
2019-02-13,25237
2019-02-14,25108
2019-02-15,25212
2019-02-16,25193
2019-02-17,25195
2019-02-18,25223
2019-02-19,25189
2019-02-20,25232
2019-02-21,25171
2019-02-22,25255
2019-02-23,25167
2019-02-24,25169
2019-02-25,25156
2019-02-26,25195
2019-02-27,25225
2019-02-28,25083
2019-03-01,25152
2019-03-02,25185
2019-03-03,25220
2019-03-04,25174
2019-03-05,25238
2019-03-06,25240
2019-03-07,25188
2019-03-08,25186
2019-03-09,25197
2019-03-10,25245
2019-03-11,25219
2019-03-12,25270
2019-03-13,25246
2019-03-14,25234
2019-03-15,25209
2019-03-16,25254
2019-03-17,25212
2019-03-18,25272
2019-03-19,25235
2019-03-20,25245
2019-03-21,25354
2019-03-22,25349
2019-03-23,25281
2019-03-24,25269
2019-03-25,25211
2019-03-26,25228
2019-03-27,25334
2019-03-28,25293
2019-03-29,25216
2019-03-30,25288
2019-03-31,25123
2019-04-01,25238
2019-04-02,25207
2019-04-03,25260
2019-04-04,25206
2019-04-05,25239
2019-04-06,25180
2019-04-07,25296
